state,district,stage,sex,date,teachers
Kedah,Padang Terap,primary,male,2019-01-01,238
Kedah,Padang Terap,primary,male,2020-01-01,244
Kedah,Padang Terap,primary,male,2021-01-01,236
Kedah,Padang Terap,primary,male,2022-01-01,240
Kedah,Padang Terap,primary,male,2023-06-30,229
Kedah,Padang Terap,primary,male,2024-06-30,216
Kedah,Padang Terap,primary,male,2025-06-30,213
Kedah,Padang Terap,secondary,both,2017-01-01,566
Kedah,Padang Terap,secondary,both,2018-01-01,578
Kedah,Padang Terap,secondary,both,2019-01-01,556
Kedah,Padang Terap,secondary,both,2020-01-01,540
Kedah,Padang Terap,secondary,both,2021-01-01,526
Kedah,Padang Terap,secondary,both,2022-01-01,537
Kedah,Padang Terap,secondary,both,2023-06-30,515
Kedah,Padang Terap,secondary,both,2024-06-30,520
Kedah,Padang Terap,secondary,both,2025-06-30,524
Kedah,Padang Terap,secondary,female,2017-01-01,345
Kedah,Padang Terap,secondary,female,2018-01-01,361
Kedah,Padang Terap,secondary,female,2019-01-01,345
Kedah,Padang Terap,secondary,female,2020-01-01,347
Kedah,Padang Terap,secondary,female,2021-01-01,339
Kedah,Padang Terap,secondary,female,2022-01-01,351
Kedah,Padang Terap,secondary,female,2023-06-30,331
Kedah,Padang Terap,secondary,female,2024-06-30,355
Kedah,Padang Terap,secondary,female,2025-06-30,368
Kedah,Padang Terap,secondary,male,2017-01-01,221
Kedah,Padang Terap,secondary,male,2018-01-01,217
Kedah,Padang Terap,secondary,male,2019-01-01,211
Kedah,Padang Terap,secondary,male,2020-01-01,193
Kedah,Padang Terap,secondary,male,2021-01-01,187
Kedah,Padang Terap,secondary,male,2022-01-01,186
Kedah,Padang Terap,secondary,male,2023-06-30,184
Kedah,Padang Terap,secondary,male,2024-06-30,165
Kedah,Padang Terap,secondary,male,2025-06-30,156
Kedah,Pendang,primary,both,2017-01-01,1062
Kedah,Pendang,primary,both,2018-01-01,1067
Kedah,Pendang,primary,both,2019-01-01,1062
Kedah,Pendang,primary,both,2020-01-01,1055
Kedah,Pendang,primary,both,2021-01-01,1033
Kedah,Pendang,primary,both,2022-01-01,1080
Kedah,Pendang,primary,both,2023-06-30,1068
Kedah,Pendang,primary,both,2024-06-30,1053
Kedah,Pendang,primary,both,2025-06-30,1048
Kedah,Pendang,primary,female,2017-01-01,679
Kedah,Pendang,primary,female,2018-01-01,713
Kedah,Pendang,primary,female,2019-01-01,715
Kedah,Pendang,primary,female,2020-01-01,707
Kedah,Pendang,primary,female,2021-01-01,707
Kedah,Pendang,primary,female,2022-01-01,736
Kedah,Pendang,primary,female,2023-06-30,727
Kedah,Pendang,primary,female,2024-06-30,717
Kedah,Pendang,primary,female,2025-06-30,731
Kedah,Pendang,primary,male,2017-01-01,383
Kedah,Pendang,primary,male,2018-01-01,354
Kedah,Pendang,primary,male,2019-01-01,347
Kedah,Pendang,primary,male,2020-01-01,348
Kedah,Pendang,primary,male,2021-01-01,326
Kedah,Pendang,primary,male,2022-01-01,344
Kedah,Pendang,primary,male,2023-06-30,341
Kedah,Pendang,primary,male,2024-06-30,336
Kedah,Pendang,primary,male,2025-06-30,317
Kedah,Pendang,secondary,both,2017-01-01,837
Kedah,Pendang,secondary,both,2018-01-01,822
Kedah,Pendang,secondary,both,2019-01-01,818
Kedah,Pendang,secondary,both,2020-01-01,795
Kedah,Pendang,secondary,both,2021-01-01,791
Kedah,Pendang,secondary,both,2022-01-01,822
Kedah,Pendang,secondary,both,2023-06-30,796
Kedah,Pendang,secondary,both,2024-06-30,816
Kedah,Pendang,secondary,both,2025-06-30,816
Kedah,Pendang,secondary,female,2017-01-01,531
Kedah,Pendang,secondary,female,2018-01-01,539
Kedah,Pendang,secondary,female,2019-01-01,550
Kedah,Pendang,secondary,female,2020-01-01,553
Kedah,Pendang,secondary,female,2021-01-01,552
Kedah,Pendang,secondary,female,2022-01-01,582
Kedah,Pendang,secondary,female,2023-06-30,576
Kedah,Pendang,secondary,female,2024-06-30,592
Kedah,Pendang,secondary,female,2025-06-30,596
Kedah,Pendang,secondary,male,2017-01-01,306
Kedah,Pendang,secondary,male,2018-01-01,283
Kedah,Pendang,secondary,male,2019-01-01,268
Kedah,Pendang,secondary,male,2020-01-01,242
Kedah,Pendang,secondary,male,2021-01-01,239
Kedah,Pendang,secondary,male,2022-01-01,240
Kedah,Pendang,secondary,male,2023-06-30,220
Kedah,Pendang,secondary,male,2024-06-30,224
Kedah,Pendang,secondary,male,2025-06-30,220
Kedah,Pokok Sena,primary,both,2018-01-01,426
Kedah,Pokok Sena,primary,both,2019-01-01,421
Kedah,Pokok Sena,primary,both,2020-01-01,410
Kedah,Pokok Sena,primary,both,2021-01-01,406
Kedah,Pokok Sena,primary,both,2022-01-01,419
Kedah,Pokok Sena,primary,female,2018-01-01,301
Kedah,Pokok Sena,primary,female,2019-01-01,293
Kedah,Pokok Sena,primary,female,2020-01-01,282
Kedah,Pokok Sena,primary,female,2021-01-01,277
Kedah,Pokok Sena,primary,female,2022-01-01,288
Kedah,Pokok Sena,primary,male,2018-01-01,125
Kedah,Pokok Sena,primary,male,2019-01-01,128
Kedah,Pokok Sena,primary,male,2020-01-01,128
Kedah,Pokok Sena,primary,male,2021-01-01,129
Kedah,Pokok Sena,primary,male,2022-01-01,131
Kedah,Pokok Sena,secondary,both,2018-01-01,319
Kedah,Pokok Sena,secondary,both,2019-01-01,298
Kedah,Pokok Sena,secondary,both,2020-01-01,285
Kedah,Pokok Sena,secondary,both,2021-01-01,277
Kedah,Pokok Sena,secondary,both,2022-01-01,289
Kedah,Pokok Sena,secondary,female,2018-01-01,213
Kedah,Pokok Sena,secondary,female,2019-01-01,206
Kedah,Pokok Sena,secondary,female,2020-01-01,198
Kedah,Pokok Sena,secondary,female,2021-01-01,196
Kedah,Pokok Sena,secondary,female,2022-01-01,204
Kedah,Pokok Sena,secondary,male,2018-01-01,106
Kedah,Pokok Sena,secondary,male,2019-01-01,92
Kedah,Pokok Sena,secondary,male,2020-01-01,87
Kedah,Pokok Sena,secondary,male,2021-01-01,81
Kedah,Pokok Sena,secondary,male,2022-01-01,85
Kedah,Sik,primary,both,2018-01-01,685
Kedah,Sik,primary,both,2019-01-01,665
Kedah,Sik,primary,both,2020-01-01,665
Kedah,Sik,primary,both,2021-01-01,650
Kedah,Sik,primary,both,2022-01-01,676
Kedah,Sik,primary,both,2023-06-30,660
Kedah,Sik,primary,both,2024-06-30,645
Kedah,Sik,primary,both,2025-06-30,644
Kedah,Sik,primary,female,2018-01-01,422
Kedah,Sik,primary,female,2019-01-01,408
Kedah,Sik,primary,female,2020-01-01,411
Kedah,Sik,primary,female,2021-01-01,406
Kedah,Sik,primary,female,2022-01-01,422
Kedah,Sik,primary,female,2023-06-30,421
Kedah,Sik,primary,female,2024-06-30,425
Kedah,Sik,primary,female,2025-06-30,438
Kedah,Sik,primary,male,2018-01-01,263
Kedah,Sik,primary,male,2019-01-01,257
Kedah,Sik,primary,male,2020-01-01,254
Kedah,Sik,primary,male,2021-01-01,244
Kedah,Sik,primary,male,2022-01-01,254
Kedah,Sik,primary,male,2023-06-30,239
Kedah,Sik,primary,male,2024-06-30,220
Kedah,Sik,primary,male,2025-06-30,206
Kedah,Sik,secondary,both,2018-01-01,507
Kedah,Sik,secondary,both,2019-01-01,491
Kedah,Sik,secondary,both,2020-01-01,479
Kedah,Sik,secondary,both,2021-01-01,471
Kedah,Sik,secondary,both,2022-01-01,496
Kedah,Sik,secondary,both,2023-06-30,489
Kedah,Sik,secondary,both,2024-06-30,483
Kedah,Sik,secondary,both,2025-06-30,479
Kedah,Sik,secondary,female,2018-01-01,302
Kedah,Sik,secondary,female,2019-01-01,293
Kedah,Sik,secondary,female,2020-01-01,303
Kedah,Sik,secondary,female,2021-01-01,297
Kedah,Sik,secondary,female,2022-01-01,322
Kedah,Sik,secondary,female,2023-06-30,323
Kedah,Sik,secondary,female,2024-06-30,325
Kedah,Sik,secondary,female,2025-06-30,332
Kedah,Sik,secondary,male,2018-01-01,205
Kedah,Sik,secondary,male,2019-01-01,198
Kedah,Sik,secondary,male,2020-01-01,176
Kedah,Sik,secondary,male,2021-01-01,174
Kedah,Sik,secondary,male,2022-01-01,174
Kedah,Sik,secondary,male,2023-06-30,166
Kedah,Sik,secondary,male,2024-06-30,158
Kedah,Sik,secondary,male,2025-06-30,147
Kedah,Yan,primary,both,2018-01-01,713
Kedah,Yan,primary,both,2019-01-01,678
Kedah,Yan,primary,both,2020-01-01,660
Kedah,Yan,primary,both,2021-01-01,664
Kedah,Yan,primary,both,2022-01-01,673
Kedah,Yan,primary,both,2025-06-30,1174
Kedah,Yan,primary,female,2018-01-01,489
Kedah,Yan,primary,female,2019-01-01,458
Kedah,Yan,primary,female,2020-01-01,453
Kedah,Yan,primary,female,2021-01-01,455
Kedah,Yan,primary,female,2022-01-01,463
Kedah,Yan,primary,female,2025-06-30,834
Kedah,Yan,primary,male,2018-01-01,224
Kedah,Yan,primary,male,2019-01-01,220
Kedah,Yan,primary,male,2020-01-01,207
Kedah,Yan,primary,male,2021-01-01,209
Kedah,Yan,primary,male,2022-01-01,210
Kedah,Yan,primary,male,2025-06-30,340
Kedah,Yan,secondary,both,2018-01-01,572
Kedah,Yan,secondary,both,2019-01-01,558
Kedah,Yan,secondary,both,2020-01-01,554
Kedah,Yan,secondary,both,2021-01-01,525
Kedah,Yan,secondary,both,2022-01-01,592
Kedah,Yan,secondary,both,2025-06-30,1006
Kedah,Yan,secondary,female,2018-01-01,364
Kedah,Yan,secondary,female,2019-01-01,359
Kedah,Yan,secondary,female,2020-01-01,358
Kedah,Yan,secondary,female,2021-01-01,342
Kedah,Yan,secondary,female,2022-01-01,385
Kedah,Yan,secondary,female,2025-06-30,728
Kedah,Yan,secondary,male,2018-01-01,208
Kedah,Yan,secondary,male,2019-01-01,199
Kedah,Yan,secondary,male,2020-01-01,196
Kedah,Yan,secondary,male,2021-01-01,183
Kedah,Yan,secondary,male,2022-01-01,207
Kedah,Yan,secondary,male,2025-06-30,278
Kedah,Kuala Muda/Yan,primary,both,2023-06-30,4447
Kedah,Kuala Muda/Yan,primary,both,2024-06-30,4417
Kedah,Kuala Muda/Yan,primary,female,2023-06-30,3243
Kedah,Kuala Muda/Yan,primary,female,2024-06-30,3246
Kedah,Kuala Muda/Yan,primary,male,2023-06-30,1204
Kedah,Kuala Muda/Yan,primary,male,2024-06-30,1171
Kedah,Kuala Muda/Yan,secondary,both,2023-06-30,3524
Kedah,Kuala Muda/Yan,secondary,both,2024-06-30,3486
Kedah,Kuala Muda/Yan,secondary,female,2023-06-30,2558
Kedah,Kuala Muda/Yan,secondary,female,2024-06-30,2557
Kedah,Kuala Muda/Yan,secondary,male,2023-06-30,966
Kedah,Kuala Muda/Yan,secondary,male,2024-06-30,929
Kedah,Kulim/Bandar Baharu,primary,both,2023-06-30,2772
Kedah,Kulim/Bandar Baharu,primary,both,2024-06-30,2743
Kedah,Kulim/Bandar Baharu,primary,both,2025-06-30,2716
Kedah,Kulim/Bandar Baharu,primary,female,2023-06-30,2005
Kedah,Kulim/Bandar Baharu,primary,female,2024-06-30,1984
Kedah,Kulim/Bandar Baharu,primary,female,2025-06-30,1967
Kedah,Kulim/Bandar Baharu,primary,male,2023-06-30,767
Kedah,Kulim/Bandar Baharu,primary,male,2024-06-30,759
Kedah,Kulim/Bandar Baharu,primary,male,2025-06-30,749
Kedah,Kulim/Bandar Baharu,secondary,both,2023-06-30,2027
Kedah,Kulim/Bandar Baharu,secondary,both,2024-06-30,2053
Kedah,Kulim/Bandar Baharu,secondary,both,2025-06-30,2070
Kedah,Kulim/Bandar Baharu,secondary,female,2023-06-30,1470
Kedah,Kulim/Bandar Baharu,secondary,female,2024-06-30,1516
Kedah,Kulim/Bandar Baharu,secondary,female,2025-06-30,1546
Kedah,Kulim/Bandar Baharu,secondary,male,2023-06-30,557
Kedah,Kulim/Bandar Baharu,secondary,male,2024-06-30,537
Kedah,Kulim/Bandar Baharu,secondary,male,2025-06-30,524
Kelantan,All Districts,primary,both,2017-01-01,15768
Kelantan,All Districts,primary,both,2018-01-01,16294
Kelantan,All Districts,primary,both,2019-01-01,16358
Kelantan,All Districts,primary,both,2020-01-01,16243
Kelantan,All Districts,primary,both,2021-01-01,16069
Kelantan,All Districts,primary,both,2022-01-01,16364
Kelantan,All Districts,primary,both,2023-06-30,16119
Kelantan,All Districts,primary,both,2024-06-30,16016
Kelantan,All Districts,primary,both,2025-06-30,15970
Kelantan,All Districts,primary,female,2017-01-01,9873
Kelantan,All Districts,primary,female,2018-01-01,10472
Kelantan,All Districts,primary,female,2019-01-01,10575
Kelantan,All Districts,primary,female,2020-01-01,10523
Kelantan,All Districts,primary,female,2021-01-01,10455
Kelantan,All Districts,primary,female,2022-01-01,10663
Kelantan,All Districts,primary,female,2023-06-30,10565
Kelantan,All Districts,primary,female,2024-06-30,10526
Kelantan,All Districts,primary,female,2025-06-30,10562
Kelantan,All Districts,primary,male,2017-01-01,5895
Kelantan,All Districts,primary,male,2018-01-01,5822
Kelantan,All Districts,primary,male,2019-01-01,5783
Kelantan,All Districts,primary,male,2020-01-01,5720
Kelantan,All Districts,primary,male,2021-01-01,5614
Kelantan,All Districts,primary,male,2022-01-01,5701
Kelantan,All Districts,primary,male,2023-06-30,5554
Kelantan,All Districts,primary,male,2024-06-30,5490
Kelantan,All Districts,primary,male,2025-06-30,5408
Kelantan,All Districts,secondary,both,2017-01-01,12673
Kelantan,All Districts,secondary,both,2018-01-01,12792
Kelantan,All Districts,secondary,both,2019-01-01,12824
Kelantan,All Districts,secondary,both,2020-01-01,12685
Kelantan,All Districts,secondary,both,2021-01-01,12400
Kelantan,All Districts,secondary,both,2022-01-01,12609
Kelantan,All Districts,secondary,both,2023-06-30,12333
Kelantan,All Districts,secondary,both,2024-06-30,12459
Kelantan,All Districts,secondary,both,2025-06-30,12429
Kelantan,All Districts,secondary,female,2017-01-01,7766
Kelantan,All Districts,secondary,female,2018-01-01,7979
Kelantan,All Districts,secondary,female,2019-01-01,8046
Kelantan,All Districts,secondary,female,2020-01-01,8056
Kelantan,All Districts,secondary,female,2021-01-01,7965
Kelantan,All Districts,secondary,female,2022-01-01,8243
Kelantan,All Districts,secondary,female,2023-06-30,8182
Kelantan,All Districts,secondary,female,2024-06-30,8423
Kelantan,All Districts,secondary,female,2025-06-30,8518
Kelantan,All Districts,secondary,male,2017-01-01,4907
Kelantan,All Districts,secondary,male,2018-01-01,4813
Kelantan,All Districts,secondary,male,2019-01-01,4778
Kelantan,All Districts,secondary,male,2020-01-01,4629
Kelantan,All Districts,secondary,male,2021-01-01,4435
Kelantan,All Districts,secondary,male,2022-01-01,4366
Kelantan,All Districts,secondary,male,2023-06-30,4151
Kelantan,All Districts,secondary,male,2024-06-30,4036
Kelantan,All Districts,secondary,male,2025-06-30,3911
Kelantan,Bachok,primary,both,2017-01-01,1394
Kelantan,Bachok,primary,both,2018-01-01,1448
Kelantan,Bachok,primary,both,2019-01-01,1408
Kelantan,Bachok,primary,both,2020-01-01,1432
Kelantan,Bachok,primary,both,2021-01-01,1405
Kelantan,Bachok,primary,both,2022-01-01,1426
Kelantan,Bachok,primary,both,2023-06-30,1433
Kelantan,Bachok,primary,both,2024-06-30,1427
Kelantan,Bachok,primary,both,2025-06-30,1431
Kelantan,Bachok,primary,female,2017-01-01,892
Kelantan,Bachok,primary,female,2018-01-01,958
Kelantan,Bachok,primary,female,2019-01-01,941
Kelantan,Bachok,primary,female,2020-01-01,958
Kelantan,Bachok,primary,female,2021-01-01,945
Kelantan,Bachok,primary,female,2022-01-01,971
Kelantan,Bachok,primary,female,2023-06-30,977
Kelantan,Bachok,primary,female,2024-06-30,982
Kelantan,Bachok,primary,female,2025-06-30,981
Kelantan,Bachok,primary,male,2017-01-01,502
Kelantan,Bachok,primary,male,2018-01-01,490
Kelantan,Bachok,primary,male,2019-01-01,467
Kelantan,Bachok,primary,male,2020-01-01,474
Kelantan,Bachok,primary,male,2021-01-01,460
Kelantan,Bachok,primary,male,2022-01-01,455
Kelantan,Bachok,primary,male,2023-06-30,456
Kelantan,Bachok,primary,male,2024-06-30,445
Kelantan,Bachok,primary,male,2025-06-30,450
Kelantan,Bachok,secondary,both,2017-01-01,1305
Kelantan,Bachok,secondary,both,2018-01-01,1345
Kelantan,Bachok,secondary,both,2019-01-01,1338
Kelantan,Bachok,secondary,both,2020-01-01,1319
Kelantan,Bachok,secondary,both,2021-01-01,1300
Kelantan,Bachok,secondary,both,2022-01-01,1314
Kelantan,Bachok,secondary,both,2023-06-30,1286
Kelantan,Bachok,secondary,both,2024-06-30,1306
Kelantan,Bachok,secondary,both,2025-06-30,1290
Kelantan,Bachok,secondary,female,2017-01-01,809
Kelantan,Bachok,secondary,female,2018-01-01,840
Kelantan,Bachok,secondary,female,2019-01-01,841
Kelantan,Bachok,secondary,female,2020-01-01,832
Kelantan,Bachok,secondary,female,2021-01-01,828
Kelantan,Bachok,secondary,female,2022-01-01,852
Kelantan,Bachok,secondary,female,2023-06-30,848
Kelantan,Bachok,secondary,female,2024-06-30,886
Kelantan,Bachok,secondary,female,2025-06-30,892
Kelantan,Bachok,secondary,male,2017-01-01,496
Kelantan,Bachok,secondary,male,2018-01-01,505
Kelantan,Bachok,secondary,male,2019-01-01,497
Kelantan,Bachok,secondary,male,2020-01-01,487
Kelantan,Bachok,secondary,male,2021-01-01,472
Kelantan,Bachok,secondary,male,2022-01-01,462
Kelantan,Bachok,secondary,male,2023-06-30,438
Kelantan,Bachok,secondary,male,2024-06-30,420
Kelantan,Bachok,secondary,male,2025-06-30,398
Kelantan,Gua Musang,primary,both,2017-01-01,1072
Kelantan,Gua Musang,primary,both,2018-01-01,969
Kelantan,Gua Musang,primary,both,2019-01-01,1008
Kelantan,Gua Musang,primary,both,2020-01-01,1026
Kelantan,Gua Musang,primary,both,2021-01-01,1008
Kelantan,Gua Musang,primary,both,2022-01-01,1044
Kelantan,Gua Musang,primary,both,2023-06-30,1171
Kelantan,Gua Musang,primary,both,2024-06-30,1205
Kelantan,Gua Musang,primary,both,2025-06-30,1201
Kelantan,Gua Musang,primary,female,2017-01-01,514
Kelantan,Gua Musang,primary,female,2018-01-01,517
Kelantan,Gua Musang,primary,female,2019-01-01,568
Kelantan,Gua Musang,primary,female,2020-01-01,582
Kelantan,Gua Musang,primary,female,2021-01-01,575
Kelantan,Gua Musang,primary,female,2022-01-01,601
Kelantan,Gua Musang,primary,female,2023-06-30,626
Kelantan,Gua Musang,primary,female,2024-06-30,650
Kelantan,Gua Musang,primary,female,2025-06-30,657
Kelantan,Gua Musang,primary,male,2017-01-01,558
Kelantan,Gua Musang,primary,male,2018-01-01,452
Kelantan,Gua Musang,primary,male,2019-01-01,440
Kelantan,Gua Musang,primary,male,2020-01-01,444
Kelantan,Gua Musang,primary,male,2021-01-01,433
Kelantan,Gua Musang,primary,male,2022-01-01,443
Kelantan,Gua Musang,primary,male,2023-06-30,545
Kelantan,Gua Musang,primary,male,2024-06-30,555
Kelantan,Gua Musang,primary,male,2025-06-30,544
Kelantan,Gua Musang,secondary,both,2017-01-01,601
Kelantan,Gua Musang,secondary,both,2018-01-01,611
Kelantan,Gua Musang,secondary,both,2019-01-01,654
Kelantan,Gua Musang,secondary,both,2020-01-01,655
Kelantan,Gua Musang,secondary,both,2021-01-01,653
Kelantan,Gua Musang,secondary,both,2022-01-01,683
Kelantan,Gua Musang,secondary,both,2023-06-30,662
Kelantan,Gua Musang,secondary,both,2024-06-30,667
Kelantan,Gua Musang,secondary,both,2025-06-30,677
Kelantan,Gua Musang,secondary,female,2017-01-01,345
Kelantan,Gua Musang,secondary,female,2018-01-01,378
Kelantan,Gua Musang,secondary,female,2019-01-01,401
Kelantan,Gua Musang,secondary,female,2020-01-01,408
Kelantan,Gua Musang,secondary,female,2021-01-01,407
Kelantan,Gua Musang,secondary,female,2022-01-01,443
Kelantan,Gua Musang,secondary,female,2023-06-30,430
Kelantan,Gua Musang,secondary,female,2024-06-30,451
Kelantan,Gua Musang,secondary,female,2025-06-30,468
Kelantan,Gua Musang,secondary,male,2017-01-01,256
Kelantan,Gua Musang,secondary,male,2018-01-01,233
Kelantan,Gua Musang,secondary,male,2019-01-01,253
Kelantan,Gua Musang,secondary,male,2020-01-01,247
Kelantan,Gua Musang,secondary,male,2021-01-01,246
Kelantan,Gua Musang,secondary,male,2022-01-01,240
Kelantan,Gua Musang,secondary,male,2023-06-30,232
Kelantan,Gua Musang,secondary,male,2024-06-30,216
Kelantan,Gua Musang,secondary,male,2025-06-30,209
Kelantan,Jeli,primary,both,2017-01-01,525
Kelantan,Jeli,primary,both,2018-01-01,538
Kelantan,Jeli,primary,both,2019-01-01,551
Kelantan,Jeli,primary,both,2020-01-01,551
Kelantan,Jeli,primary,both,2021-01-01,538
Kelantan,Jeli,primary,both,2022-01-01,547
Kelantan,Jeli,primary,both,2023-06-30,538
Kelantan,Jeli,primary,both,2024-06-30,528
Kelantan,Jeli,primary,both,2025-06-30,517
Kelantan,Jeli,primary,female,2017-01-01,297
Kelantan,Jeli,primary,female,2018-01-01,317
Kelantan,Jeli,primary,female,2019-01-01,335
Kelantan,Jeli,primary,female,2020-01-01,352
Kelantan,Jeli,primary,female,2021-01-01,349
Kelantan,Jeli,primary,female,2022-01-01,363
Kelantan,Jeli,primary,female,2023-06-30,360
Kelantan,Jeli,primary,female,2024-06-30,345
Kelantan,Jeli,primary,female,2025-06-30,345
Kelantan,Jeli,primary,male,2017-01-01,228
Kelantan,Jeli,primary,male,2018-01-01,221
Kelantan,Jeli,primary,male,2019-01-01,216
Kelantan,Jeli,primary,male,2020-01-01,199
Kelantan,Jeli,primary,male,2021-01-01,189
Kelantan,Jeli,primary,male,2022-01-01,184
Kelantan,Jeli,primary,male,2023-06-30,178
Kelantan,Jeli,primary,male,2024-06-30,183
Kelantan,Jeli,primary,male,2025-06-30,172
Kelantan,Jeli,secondary,both,2017-01-01,359
Kelantan,Jeli,secondary,both,2018-01-01,374
Kelantan,Jeli,secondary,both,2019-01-01,368
Kelantan,Jeli,secondary,both,2020-01-01,375
Kelantan,Jeli,secondary,both,2021-01-01,359
Kelantan,Jeli,secondary,both,2022-01-01,365
Kelantan,Jeli,secondary,both,2023-06-30,356
Kelantan,Jeli,secondary,both,2024-06-30,361
Kelantan,Jeli,secondary,both,2025-06-30,375
Kelantan,Jeli,secondary,female,2017-01-01,215
Kelantan,Jeli,secondary,female,2018-01-01,226
Kelantan,Jeli,secondary,female,2019-01-01,233
Kelantan,Jeli,secondary,female,2020-01-01,242
Kelantan,Jeli,secondary,female,2021-01-01,237
Kelantan,Jeli,secondary,female,2022-01-01,238
Kelantan,Jeli,secondary,female,2023-06-30,241
Kelantan,Jeli,secondary,female,2024-06-30,242
Kelantan,Jeli,secondary,female,2025-06-30,249
Kelantan,Jeli,secondary,male,2017-01-01,144
Kelantan,Jeli,secondary,male,2018-01-01,148
Kelantan,Jeli,secondary,male,2019-01-01,135
Kelantan,Jeli,secondary,male,2020-01-01,133
Kelantan,Jeli,secondary,male,2021-01-01,122
Kelantan,Jeli,secondary,male,2022-01-01,127
Kelantan,Jeli,secondary,male,2023-06-30,115
Kelantan,Jeli,secondary,male,2024-06-30,119
Kelantan,Jeli,secondary,male,2025-06-30,126
Kelantan,Kecil Lojing,primary,both,2018-01-01,136
Kelantan,Kecil Lojing,primary,both,2019-01-01,146
Kelantan,Kecil Lojing,primary,both,2020-01-01,146
Kelantan,Kecil Lojing,primary,both,2021-01-01,144
Kelantan,Kecil Lojing,primary,both,2022-01-01,147
Kelantan,Kecil Lojing,primary,female,2018-01-01,35
Kelantan,Kecil Lojing,primary,female,2019-01-01,33
Kelantan,Kecil Lojing,primary,female,2020-01-01,38
Kelantan,Kecil Lojing,primary,female,2021-01-01,41
Kelantan,Kecil Lojing,primary,female,2022-01-01,39
Kelantan,Kecil Lojing,primary,male,2018-01-01,101
Kelantan,Kecil Lojing,primary,male,2019-01-01,113
Kelantan,Kecil Lojing,primary,male,2020-01-01,108
Kelantan,Kecil Lojing,primary,male,2021-01-01,103
Kelantan,Kecil Lojing,primary,male,2022-01-01,108
Kelantan,Kota Bharu,primary,both,2017-01-01,4451
Kelantan,Kota Bharu,primary,both,2018-01-01,4603
Kelantan,Kota Bharu,primary,both,2019-01-01,4627
Kelantan,Kota Bharu,primary,both,2020-01-01,4552
Kelantan,Kota Bharu,primary,both,2021-01-01,4527
Kelantan,Kota Bharu,primary,both,2022-01-01,4582
Kelantan,Kota Bharu,primary,both,2023-06-30,4521
Kelantan,Kota Bharu,primary,both,2024-06-30,4495
Kelantan,Kota Bharu,primary,both,2025-06-30,4508
Kelantan,Kota Bharu,primary,female,2017-01-01,3009
Kelantan,Kota Bharu,primary,female,2018-01-01,3153
Kelantan,Kota Bharu,primary,female,2019-01-01,3180
Kelantan,Kota Bharu,primary,female,2020-01-01,3125
Kelantan,Kota Bharu,primary,female,2021-01-01,3103
Kelantan,Kota Bharu,primary,female,2022-01-01,3129
Kelantan,Kota Bharu,primary,female,2023-06-30,3105
Kelantan,Kota Bharu,primary,female,2024-06-30,3097
Kelantan,Kota Bharu,primary,female,2025-06-30,3121
Kelantan,Kota Bharu,primary,male,2017-01-01,1442
Kelantan,Kota Bharu,primary,male,2018-01-01,1450
Kelantan,Kota Bharu,primary,male,2019-01-01,1447
Kelantan,Kota Bharu,primary,male,2020-01-01,1427
Kelantan,Kota Bharu,primary,male,2021-01-01,1424
Kelantan,Kota Bharu,primary,male,2022-01-01,1453
Kelantan,Kota Bharu,primary,male,2023-06-30,1416
Kelantan,Kota Bharu,primary,male,2024-06-30,1398
Kelantan,Kota Bharu,primary,male,2025-06-30,1387
Kelantan,Kota Bharu,secondary,both,2017-01-01,3704
Kelantan,Kota Bharu,secondary,both,2018-01-01,3706
Kelantan,Kota Bharu,secondary,both,2019-01-01,3715
Kelantan,Kota Bharu,secondary,both,2020-01-01,3694
Kelantan,Kota Bharu,secondary,both,2021-01-01,3566
Kelantan,Kota Bharu,secondary,both,2022-01-01,3554
Kelantan,Kota Bharu,secondary,both,2023-06-30,3523
Kelantan,Kota Bharu,secondary,both,2024-06-30,3524
Kelantan,Kota Bharu,secondary,both,2025-06-30,3493
Kelantan,Kota Bharu,secondary,female,2017-01-01,2426
Kelantan,Kota Bharu,secondary,female,2018-01-01,2441
Kelantan,Kota Bharu,secondary,female,2019-01-01,2441
Kelantan,Kota Bharu,secondary,female,2020-01-01,2436
Kelantan,Kota Bharu,secondary,female,2021-01-01,2363
Kelantan,Kota Bharu,secondary,female,2022-01-01,2376
Kelantan,Kota Bharu,secondary,female,2023-06-30,2382
Kelantan,Kota Bharu,secondary,female,2024-06-30,2407
Kelantan,Kota Bharu,secondary,female,2025-06-30,2404
Kelantan,Kota Bharu,secondary,male,2017-01-01,1278
Kelantan,Kota Bharu,secondary,male,2018-01-01,1265
Kelantan,Kota Bharu,secondary,male,2019-01-01,1274
Kelantan,Kota Bharu,secondary,male,2020-01-01,1258
Kelantan,Kota Bharu,secondary,male,2021-01-01,1203
Kelantan,Kota Bharu,secondary,male,2022-01-01,1178
Kelantan,Kota Bharu,secondary,male,2023-06-30,1141
Kelantan,Kota Bharu,secondary,male,2024-06-30,1117
Kelantan,Kota Bharu,secondary,male,2025-06-30,1089
Kelantan,Kuala Krai,primary,both,2017-01-01,1215
Kelantan,Kuala Krai,primary,both,2018-01-01,1249
Kelantan,Kuala Krai,primary,both,2019-01-01,1285
Kelantan,Kuala Krai,primary,both,2020-01-01,1292
Kelantan,Kuala Krai,primary,both,2021-01-01,1266
Kelantan,Kuala Krai,primary,both,2022-01-01,1294
Kelantan,Kuala Krai,primary,both,2023-06-30,1260
