state,district,stage,sex,date,teachers
Perak,Kuala Kangsar,secondary,female,2020-01-01,1073
Perak,Kuala Kangsar,secondary,female,2021-01-01,1054
Perak,Kuala Kangsar,secondary,female,2022-01-01,1074
Perak,Kuala Kangsar,secondary,female,2023-06-30,1068
Perak,Kuala Kangsar,secondary,female,2024-06-30,1097
Perak,Kuala Kangsar,secondary,female,2025-06-30,1102
Perak,Kuala Kangsar,secondary,male,2017-01-01,593
Perak,Kuala Kangsar,secondary,male,2018-01-01,577
Perak,Kuala Kangsar,secondary,male,2019-01-01,556
Perak,Kuala Kangsar,secondary,male,2020-01-01,550
Perak,Kuala Kangsar,secondary,male,2021-01-01,521
Perak,Kuala Kangsar,secondary,male,2022-01-01,508
Perak,Kuala Kangsar,secondary,male,2023-06-30,495
Perak,Kuala Kangsar,secondary,male,2024-06-30,492
Perak,Kuala Kangsar,secondary,male,2025-06-30,491
Perak,Larut Matang & Selama,primary,both,2018-01-01,2869
Perak,Larut Matang & Selama,primary,both,2019-01-01,2790
Perak,Larut Matang & Selama,primary,both,2020-01-01,2749
Perak,Larut Matang & Selama,primary,both,2021-01-01,2719
Perak,Larut Matang & Selama,primary,both,2022-01-01,2761
Perak,Larut Matang & Selama,primary,female,2018-01-01,2043
Perak,Larut Matang & Selama,primary,female,2019-01-01,1974
Perak,Larut Matang & Selama,primary,female,2020-01-01,1951
Perak,Larut Matang & Selama,primary,female,2021-01-01,1918
Perak,Larut Matang & Selama,primary,female,2022-01-01,1949
Perak,Larut Matang & Selama,primary,male,2018-01-01,826
Perak,Larut Matang & Selama,primary,male,2019-01-01,816
Perak,Larut Matang & Selama,primary,male,2020-01-01,798
Perak,Larut Matang & Selama,primary,male,2021-01-01,801
Perak,Larut Matang & Selama,primary,male,2022-01-01,812
Perak,Larut Matang & Selama,secondary,both,2018-01-01,2517
Perak,Larut Matang & Selama,secondary,both,2019-01-01,2439
Perak,Larut Matang & Selama,secondary,both,2020-01-01,2385
Perak,Larut Matang & Selama,secondary,both,2021-01-01,2318
Perak,Larut Matang & Selama,secondary,both,2022-01-01,2333
Perak,Larut Matang & Selama,secondary,female,2018-01-01,1673
Perak,Larut Matang & Selama,secondary,female,2019-01-01,1640
Perak,Larut Matang & Selama,secondary,female,2020-01-01,1619
Perak,Larut Matang & Selama,secondary,female,2021-01-01,1587
Perak,Larut Matang & Selama,secondary,female,2022-01-01,1600
Perak,Larut Matang & Selama,secondary,male,2018-01-01,844
Perak,Larut Matang & Selama,secondary,male,2019-01-01,799
Perak,Larut Matang & Selama,secondary,male,2020-01-01,766
Perak,Larut Matang & Selama,secondary,male,2021-01-01,731
Perak,Larut Matang & Selama,secondary,male,2022-01-01,733
Perak,Larut dan Matang,primary,both,2017-01-01,2841
Perak,Larut dan Matang,primary,female,2017-01-01,1991
Perak,Larut dan Matang,primary,male,2017-01-01,850
Perak,Larut dan Matang,secondary,both,2017-01-01,2591
Perak,Larut dan Matang,secondary,female,2017-01-01,1698
Perak,Larut dan Matang,secondary,male,2017-01-01,893
Perak,Manjung (Dinding),primary,both,2017-01-01,2189
Perak,Manjung (Dinding),primary,both,2018-01-01,2269
Perak,Manjung (Dinding),primary,both,2019-01-01,2211
Perak,Manjung (Dinding),primary,both,2020-01-01,2210
Perak,Manjung (Dinding),primary,both,2021-01-01,2205
Perak,Manjung (Dinding),primary,both,2022-01-01,2232
Perak,Manjung (Dinding),primary,female,2017-01-01,1763
Perak,Manjung (Dinding),primary,female,2018-01-01,1833
Perak,Manjung (Dinding),primary,female,2019-01-01,1773
Perak,Manjung (Dinding),primary,female,2020-01-01,1772
Perak,Manjung (Dinding),primary,female,2021-01-01,1761
Perak,Manjung (Dinding),primary,female,2022-01-01,1772
Perak,Manjung (Dinding),primary,male,2017-01-01,426
Perak,Manjung (Dinding),primary,male,2018-01-01,436
Perak,Manjung (Dinding),primary,male,2019-01-01,438
Perak,Manjung (Dinding),primary,male,2020-01-01,438
Perak,Manjung (Dinding),primary,male,2021-01-01,444
Perak,Manjung (Dinding),primary,male,2022-01-01,460
Perak,Manjung (Dinding),secondary,both,2017-01-01,1683
Perak,Manjung (Dinding),secondary,both,2018-01-01,1625
Perak,Manjung (Dinding),secondary,both,2019-01-01,1603
Perak,Manjung (Dinding),secondary,both,2020-01-01,1584
Perak,Manjung (Dinding),secondary,both,2021-01-01,1566
Perak,Manjung (Dinding),secondary,both,2022-01-01,1588
Perak,Manjung (Dinding),secondary,female,2017-01-01,1284
Perak,Manjung (Dinding),secondary,female,2018-01-01,1248
Perak,Manjung (Dinding),secondary,female,2019-01-01,1240
Perak,Manjung (Dinding),secondary,female,2020-01-01,1230
Perak,Manjung (Dinding),secondary,female,2021-01-01,1224
Perak,Manjung (Dinding),secondary,female,2022-01-01,1243
Perak,Manjung (Dinding),secondary,male,2017-01-01,399
Perak,Manjung (Dinding),secondary,male,2018-01-01,377
Perak,Manjung (Dinding),secondary,male,2019-01-01,363
Perak,Manjung (Dinding),secondary,male,2020-01-01,354
Perak,Manjung (Dinding),secondary,male,2021-01-01,342
Perak,Manjung (Dinding),secondary,male,2022-01-01,345
Perak,Muallim,primary,both,2018-01-01,702
Perak,Muallim,primary,both,2019-01-01,694
Perak,Muallim,primary,both,2020-01-01,710
Perak,Muallim,primary,both,2021-01-01,709
Perak,Muallim,primary,both,2022-01-01,728
Perak,Muallim,primary,both,2023-06-30,728
Perak,Muallim,primary,both,2024-06-30,741
Perak,Muallim,primary,both,2025-06-30,750
Perak,Muallim,primary,female,2018-01-01,497
Perak,Muallim,primary,female,2019-01-01,492
Perak,Muallim,primary,female,2020-01-01,501
Perak,Muallim,primary,female,2021-01-01,505
Perak,Muallim,primary,female,2022-01-01,522
Perak,Muallim,primary,female,2023-06-30,525
Perak,Muallim,primary,female,2024-06-30,535
Perak,Muallim,primary,female,2025-06-30,539
Perak,Muallim,primary,male,2018-01-01,205
Perak,Muallim,primary,male,2019-01-01,202
Perak,Muallim,primary,male,2020-01-01,209
Perak,Muallim,primary,male,2021-01-01,204
Perak,Muallim,primary,male,2022-01-01,206
Perak,Muallim,primary,male,2023-06-30,203
Perak,Muallim,primary,male,2024-06-30,206
Perak,Muallim,primary,male,2025-06-30,211
Perak,Muallim,secondary,both,2018-01-01,629
Perak,Muallim,secondary,both,2019-01-01,652
Perak,Muallim,secondary,both,2020-01-01,643
Perak,Muallim,secondary,both,2021-01-01,635
Perak,Muallim,secondary,both,2022-01-01,645
Perak,Muallim,secondary,both,2023-06-30,625
Perak,Muallim,secondary,both,2024-06-30,649
Perak,Muallim,secondary,both,2025-06-30,656
Perak,Muallim,secondary,female,2018-01-01,437
Perak,Muallim,secondary,female,2019-01-01,457
Perak,Muallim,secondary,female,2020-01-01,451
Perak,Muallim,secondary,female,2021-01-01,451
Perak,Muallim,secondary,female,2022-01-01,461
Perak,Muallim,secondary,female,2023-06-30,452
Perak,Muallim,secondary,female,2024-06-30,479
Perak,Muallim,secondary,female,2025-06-30,494
Perak,Muallim,secondary,male,2018-01-01,192
Perak,Muallim,secondary,male,2019-01-01,195
Perak,Muallim,secondary,male,2020-01-01,192
Perak,Muallim,secondary,male,2021-01-01,184
Perak,Muallim,secondary,male,2022-01-01,184
Perak,Muallim,secondary,male,2023-06-30,173
Perak,Muallim,secondary,male,2024-06-30,170
Perak,Muallim,secondary,male,2025-06-30,162
Perak,Perak Tengah,primary,both,2017-01-01,1128
Perak,Perak Tengah,primary,both,2018-01-01,1177
Perak,Perak Tengah,primary,both,2019-01-01,1146
Perak,Perak Tengah,primary,both,2020-01-01,1136
Perak,Perak Tengah,primary,both,2021-01-01,1108
Perak,Perak Tengah,primary,both,2022-01-01,1140
Perak,Perak Tengah,primary,both,2023-06-30,1114
Perak,Perak Tengah,primary,both,2024-06-30,1143
Perak,Perak Tengah,primary,both,2025-06-30,1169
Perak,Perak Tengah,primary,female,2017-01-01,763
Perak,Perak Tengah,primary,female,2018-01-01,816
Perak,Perak Tengah,primary,female,2019-01-01,794
Perak,Perak Tengah,primary,female,2020-01-01,778
Perak,Perak Tengah,primary,female,2021-01-01,761
Perak,Perak Tengah,primary,female,2022-01-01,770
Perak,Perak Tengah,primary,female,2023-06-30,765
Perak,Perak Tengah,primary,female,2024-06-30,791
Perak,Perak Tengah,primary,female,2025-06-30,805
Perak,Perak Tengah,primary,male,2017-01-01,365
Perak,Perak Tengah,primary,male,2018-01-01,361
Perak,Perak Tengah,primary,male,2019-01-01,352
Perak,Perak Tengah,primary,male,2020-01-01,358
Perak,Perak Tengah,primary,male,2021-01-01,347
Perak,Perak Tengah,primary,male,2022-01-01,370
Perak,Perak Tengah,primary,male,2023-06-30,349
Perak,Perak Tengah,primary,male,2024-06-30,352
Perak,Perak Tengah,primary,male,2025-06-30,364
Perak,Perak Tengah,secondary,both,2017-01-01,932
Perak,Perak Tengah,secondary,both,2018-01-01,957
Perak,Perak Tengah,secondary,both,2019-01-01,938
Perak,Perak Tengah,secondary,both,2020-01-01,927
Perak,Perak Tengah,secondary,both,2021-01-01,906
Perak,Perak Tengah,secondary,both,2022-01-01,958
Perak,Perak Tengah,secondary,both,2023-06-30,942
Perak,Perak Tengah,secondary,both,2024-06-30,955
Perak,Perak Tengah,secondary,both,2025-06-30,960
Perak,Perak Tengah,secondary,female,2017-01-01,581
Perak,Perak Tengah,secondary,female,2018-01-01,595
Perak,Perak Tengah,secondary,female,2019-01-01,589
Perak,Perak Tengah,secondary,female,2020-01-01,591
Perak,Perak Tengah,secondary,female,2021-01-01,582
Perak,Perak Tengah,secondary,female,2022-01-01,630
Perak,Perak Tengah,secondary,female,2023-06-30,618
Perak,Perak Tengah,secondary,female,2024-06-30,638
Perak,Perak Tengah,secondary,female,2025-06-30,645
Perak,Perak Tengah,secondary,male,2017-01-01,351
Perak,Perak Tengah,secondary,male,2018-01-01,362
Perak,Perak Tengah,secondary,male,2019-01-01,349
Perak,Perak Tengah,secondary,male,2020-01-01,336
Perak,Perak Tengah,secondary,male,2021-01-01,324
Perak,Perak Tengah,secondary,male,2022-01-01,328
Perak,Perak Tengah,secondary,male,2023-06-30,324
Perak,Perak Tengah,secondary,male,2024-06-30,317
Perak,Perak Tengah,secondary,male,2025-06-30,315
Perak,Kinta Selatan,primary,both,2023-06-30,1489
Perak,Kinta Selatan,primary,both,2024-06-30,1526
Perak,Kinta Selatan,primary,both,2025-06-30,1518
Perak,Kinta Selatan,primary,female,2023-06-30,1090
Perak,Kinta Selatan,primary,female,2024-06-30,1110
Perak,Kinta Selatan,primary,female,2025-06-30,1117
Perak,Kinta Selatan,primary,male,2023-06-30,399
Perak,Kinta Selatan,primary,male,2024-06-30,416
Perak,Kinta Selatan,primary,male,2025-06-30,401
Perak,Kinta Selatan,secondary,both,2023-06-30,1050
Perak,Kinta Selatan,secondary,both,2024-06-30,1047
Perak,Kinta Selatan,secondary,both,2025-06-30,1046
Perak,Kinta Selatan,secondary,female,2023-06-30,749
Perak,Kinta Selatan,secondary,female,2024-06-30,756
Perak,Kinta Selatan,secondary,female,2025-06-30,758
Perak,Kinta Selatan,secondary,male,2023-06-30,301
Perak,Kinta Selatan,secondary,male,2024-06-30,291
Perak,Kinta Selatan,secondary,male,2025-06-30,288
Perak,Kinta Utara,primary,both,2023-06-30,4285
Perak,Kinta Utara,primary,both,2024-06-30,4309
Perak,Kinta Utara,primary,both,2025-06-30,4261
Perak,Kinta Utara,primary,female,2023-06-30,3277
Perak,Kinta Utara,primary,female,2024-06-30,3282
Perak,Kinta Utara,primary,female,2025-06-30,3253
Perak,Kinta Utara,primary,male,2023-06-30,1008
Perak,Kinta Utara,primary,male,2024-06-30,1027
Perak,Kinta Utara,primary,male,2025-06-30,1008
Perak,Kinta Utara,secondary,both,2023-06-30,4031
Perak,Kinta Utara,secondary,both,2024-06-30,4077
Perak,Kinta Utara,secondary,both,2025-06-30,4027
Perak,Kinta Utara,secondary,female,2023-06-30,2972
Perak,Kinta Utara,secondary,female,2024-06-30,3023
Perak,Kinta Utara,secondary,female,2025-06-30,3008
Perak,Kinta Utara,secondary,male,2023-06-30,1059
Perak,Kinta Utara,secondary,male,2024-06-30,1054
Perak,Kinta Utara,secondary,male,2025-06-30,1019
Perak,Larut/Matang/Selama,primary,both,2023-06-30,2696
Perak,Larut/Matang/Selama,primary,both,2024-06-30,2742
Perak,Larut/Matang/Selama,primary,both,2025-06-30,2766
Perak,Larut/Matang/Selama,primary,female,2023-06-30,1897
Perak,Larut/Matang/Selama,primary,female,2024-06-30,1954
Perak,Larut/Matang/Selama,primary,female,2025-06-30,1970
Perak,Larut/Matang/Selama,primary,male,2023-06-30,799
Perak,Larut/Matang/Selama,primary,male,2024-06-30,788
Perak,Larut/Matang/Selama,primary,male,2025-06-30,796
Perak,Larut/Matang/Selama,secondary,both,2023-06-30,2275
Perak,Larut/Matang/Selama,secondary,both,2024-06-30,2290
Perak,Larut/Matang/Selama,secondary,both,2025-06-30,2279
Perak,Larut/Matang/Selama,secondary,female,2023-06-30,1574
Perak,Larut/Matang/Selama,secondary,female,2024-06-30,1600
Perak,Larut/Matang/Selama,secondary,female,2025-06-30,1604
Perak,Larut/Matang/Selama,secondary,male,2023-06-30,701
Perak,Larut/Matang/Selama,secondary,male,2024-06-30,690
Perak,Larut/Matang/Selama,secondary,male,2025-06-30,675
Perak,Manjung,primary,both,2023-06-30,2178
Perak,Manjung,primary,both,2024-06-30,2229
Perak,Manjung,primary,both,2025-06-30,2209
Perak,Manjung,primary,female,2023-06-30,1734
Perak,Manjung,primary,female,2024-06-30,1754
Perak,Manjung,primary,female,2025-06-30,1739
Perak,Manjung,primary,male,2023-06-30,444
Perak,Manjung,primary,male,2024-06-30,475
Perak,Manjung,primary,male,2025-06-30,470
Perak,Manjung,secondary,both,2023-06-30,1527
Perak,Manjung,secondary,both,2024-06-30,1533
Perak,Manjung,secondary,both,2025-06-30,1544
Perak,Manjung,secondary,female,2023-06-30,1207
Perak,Manjung,secondary,female,2024-06-30,1221
Perak,Manjung,secondary,female,2025-06-30,1237
Perak,Manjung,secondary,male,2023-06-30,320
Perak,Manjung,secondary,male,2024-06-30,312
Perak,Manjung,secondary,male,2025-06-30,307
Perlis,All Districts,primary,both,2017-01-01,2327
Perlis,All Districts,primary,both,2018-01-01,2395
Perlis,All Districts,primary,both,2019-01-01,2377
Perlis,All Districts,primary,both,2020-01-01,2393
Perlis,All Districts,primary,both,2021-01-01,2394
Perlis,All Districts,primary,both,2022-01-01,2412
Perlis,All Districts,primary,both,2023-06-30,2364
Perlis,All Districts,primary,both,2024-06-30,2373
Perlis,All Districts,primary,both,2025-06-30,2410
Perlis,All Districts,primary,female,2017-01-01,1597
Perlis,All Districts,primary,female,2018-01-01,1688
Perlis,All Districts,primary,female,2019-01-01,1672
Perlis,All Districts,primary,female,2020-01-01,1684
Perlis,All Districts,primary,female,2021-01-01,1689
Perlis,All Districts,primary,female,2022-01-01,1699
Perlis,All Districts,primary,female,2023-06-30,1674
Perlis,All Districts,primary,female,2024-06-30,1693
Perlis,All Districts,primary,female,2025-06-30,1715
Perlis,All Districts,primary,male,2017-01-01,730
Perlis,All Districts,primary,male,2018-01-01,707
Perlis,All Districts,primary,male,2019-01-01,705
Perlis,All Districts,primary,male,2020-01-01,709
Perlis,All Districts,primary,male,2021-01-01,705
Perlis,All Districts,primary,male,2022-01-01,713
Perlis,All Districts,primary,male,2023-06-30,690
Perlis,All Districts,primary,male,2024-06-30,680
Perlis,All Districts,primary,male,2025-06-30,695
Perlis,All Districts,secondary,both,2017-01-01,2311
Perlis,All Districts,secondary,both,2018-01-01,2353
Perlis,All Districts,secondary,both,2019-01-01,2350
Perlis,All Districts,secondary,both,2020-01-01,2330
Perlis,All Districts,secondary,both,2021-01-01,2261
Perlis,All Districts,secondary,both,2022-01-01,2282
Perlis,All Districts,secondary,both,2023-06-30,2269
Perlis,All Districts,secondary,both,2024-06-30,2277
Perlis,All Districts,secondary,both,2025-06-30,2288
Perlis,All Districts,secondary,female,2017-01-01,1482
Perlis,All Districts,secondary,female,2018-01-01,1525
Perlis,All Districts,secondary,female,2019-01-01,1536
Perlis,All Districts,secondary,female,2020-01-01,1527
Perlis,All Districts,secondary,female,2021-01-01,1491
Perlis,All Districts,secondary,female,2022-01-01,1522
Perlis,All Districts,secondary,female,2023-06-30,1527
Perlis,All Districts,secondary,female,2024-06-30,1536
Perlis,All Districts,secondary,female,2025-06-30,1560
Perlis,All Districts,secondary,male,2017-01-01,829
Perlis,All Districts,secondary,male,2018-01-01,828
Perlis,All Districts,secondary,male,2019-01-01,814
Perlis,All Districts,secondary,male,2020-01-01,803
Perlis,All Districts,secondary,male,2021-01-01,770
Perlis,All Districts,secondary,male,2022-01-01,760
Perlis,All Districts,secondary,male,2023-06-30,742
Perlis,All Districts,secondary,male,2024-06-30,741
Perlis,All Districts,secondary,male,2025-06-30,728
Perlis,Perlis,primary,both,2017-01-01,2327
Perlis,Perlis,primary,both,2018-01-01,2395
Perlis,Perlis,primary,both,2019-01-01,2377
Perlis,Perlis,primary,both,2020-01-01,2393
Perlis,Perlis,primary,both,2021-01-01,2394
Perlis,Perlis,primary,both,2022-01-01,2412
Perlis,Perlis,primary,both,2023-06-30,2364
Perlis,Perlis,primary,both,2024-06-30,2373
Perlis,Perlis,primary,both,2025-06-30,2410
Perlis,Perlis,primary,female,2017-01-01,1597
Perlis,Perlis,primary,female,2018-01-01,1688
Perlis,Perlis,primary,female,2019-01-01,1672
Perlis,Perlis,primary,female,2020-01-01,1684
Perlis,Perlis,primary,female,2021-01-01,1689
Perlis,Perlis,primary,female,2022-01-01,1699
Perlis,Perlis,primary,female,2023-06-30,1674
Perlis,Perlis,primary,female,2024-06-30,1693
Perlis,Perlis,primary,female,2025-06-30,1715
Perlis,Perlis,primary,male,2017-01-01,730
Perlis,Perlis,primary,male,2018-01-01,707
Perlis,Perlis,primary,male,2019-01-01,705
Perlis,Perlis,primary,male,2020-01-01,709
Perlis,Perlis,primary,male,2021-01-01,705
Perlis,Perlis,primary,male,2022-01-01,713
Perlis,Perlis,primary,male,2023-06-30,690
Perlis,Perlis,primary,male,2024-06-30,680
Perlis,Perlis,primary,male,2025-06-30,695
Perlis,Perlis,secondary,both,2017-01-01,2311
Perlis,Perlis,secondary,both,2018-01-01,2353
Perlis,Perlis,secondary,both,2019-01-01,2350
Perlis,Perlis,secondary,both,2020-01-01,2330
Perlis,Perlis,secondary,both,2021-01-01,2261
Perlis,Perlis,secondary,both,2022-01-01,2282
Perlis,Perlis,secondary,both,2023-06-30,2269
Perlis,Perlis,secondary,both,2024-06-30,2277
Perlis,Perlis,secondary,both,2025-06-30,2288
Perlis,Perlis,secondary,female,2017-01-01,1482
Perlis,Perlis,secondary,female,2018-01-01,1525
Perlis,Perlis,secondary,female,2019-01-01,1536
Perlis,Perlis,secondary,female,2020-01-01,1527
Perlis,Perlis,secondary,female,2021-01-01,1491
Perlis,Perlis,secondary,female,2022-01-01,1522
Perlis,Perlis,secondary,female,2023-06-30,1527
Perlis,Perlis,secondary,female,2024-06-30,1536
Perlis,Perlis,secondary,female,2025-06-30,1560
Perlis,Perlis,secondary,male,2017-01-01,829
Perlis,Perlis,secondary,male,2018-01-01,828
Perlis,Perlis,secondary,male,2019-01-01,814
Perlis,Perlis,secondary,male,2020-01-01,803
Perlis,Perlis,secondary,male,2021-01-01,770
Perlis,Perlis,secondary,male,2022-01-01,760
Perlis,Perlis,secondary,male,2023-06-30,742
Perlis,Perlis,secondary,male,2024-06-30,741
Perlis,Perlis,secondary,male,2025-06-30,728
Pulau Pinang,All Districts,primary,both,2017-01-01,10604
Pulau Pinang,All Districts,primary,both,2018-01-01,10886
Pulau Pinang,All Districts,primary,both,2019-01-01,10643
Pulau Pinang,All Districts,primary,both,2020-01-01,10645
Pulau Pinang,All Districts,primary,both,2021-01-01,10505
Pulau Pinang,All Districts,primary,both,2022-01-01,10653
Pulau Pinang,All Districts,primary,both,2023-06-30,10407
Pulau Pinang,All Districts,primary,both,2024-06-30,10378
Pulau Pinang,All Districts,primary,both,2025-06-30,10355
Pulau Pinang,All Districts,primary,female,2017-01-01,8177
Pulau Pinang,All Districts,primary,female,2018-01-01,8492
Pulau Pinang,All Districts,primary,female,2019-01-01,8279
Pulau Pinang,All Districts,primary,female,2020-01-01,8253
Pulau Pinang,All Districts,primary,female,2021-01-01,8145
Pulau Pinang,All Districts,primary,female,2022-01-01,8229
Pulau Pinang,All Districts,primary,female,2023-06-30,8050
Pulau Pinang,All Districts,primary,female,2024-06-30,8035
Pulau Pinang,All Districts,primary,female,2025-06-30,8034
Pulau Pinang,All Districts,primary,male,2017-01-01,2427
Pulau Pinang,All Districts,primary,male,2018-01-01,2394
Pulau Pinang,All Districts,primary,male,2019-01-01,2364
Pulau Pinang,All Districts,primary,male,2020-01-01,2392
Pulau Pinang,All Districts,primary,male,2021-01-01,2360
Pulau Pinang,All Districts,primary,male,2022-01-01,2424
Pulau Pinang,All Districts,primary,male,2023-06-30,2357
Pulau Pinang,All Districts,primary,male,2024-06-30,2343
Pulau Pinang,All Districts,primary,male,2025-06-30,2321
Pulau Pinang,All Districts,secondary,both,2017-01-01,9547
Pulau Pinang,All Districts,secondary,both,2018-01-01,9496
Pulau Pinang,All Districts,secondary,both,2019-01-01,9431
Pulau Pinang,All Districts,secondary,both,2020-01-01,9218
Pulau Pinang,All Districts,secondary,both,2021-01-01,8982
Pulau Pinang,All Districts,secondary,both,2022-01-01,9026
Pulau Pinang,All Districts,secondary,both,2023-06-30,8773
Pulau Pinang,All Districts,secondary,both,2024-06-30,8743
Pulau Pinang,All Districts,secondary,both,2025-06-30,8857
Pulau Pinang,All Districts,secondary,female,2017-01-01,7098
Pulau Pinang,All Districts,secondary,female,2018-01-01,7101
Pulau Pinang,All Districts,secondary,female,2019-01-01,7061
Pulau Pinang,All Districts,secondary,female,2020-01-01,6956
Pulau Pinang,All Districts,secondary,female,2021-01-01,6794
Pulau Pinang,All Districts,secondary,female,2022-01-01,6874
Pulau Pinang,All Districts,secondary,female,2023-06-30,6720
Pulau Pinang,All Districts,secondary,female,2024-06-30,6711
Pulau Pinang,All Districts,secondary,female,2025-06-30,6798
Pulau Pinang,All Districts,secondary,male,2017-01-01,2449
Pulau Pinang,All Districts,secondary,male,2018-01-01,2395
Pulau Pinang,All Districts,secondary,male,2019-01-01,2370
Pulau Pinang,All Districts,secondary,male,2020-01-01,2262
Pulau Pinang,All Districts,secondary,male,2021-01-01,2188
Pulau Pinang,All Districts,secondary,male,2022-01-01,2152
Pulau Pinang,All Districts,secondary,male,2023-06-30,2053
Pulau Pinang,All Districts,secondary,male,2024-06-30,2032
Pulau Pinang,All Districts,secondary,male,2025-06-30,2059
Pulau Pinang,Barat Daya,primary,both,2017-01-01,1501
Pulau Pinang,Barat Daya,primary,both,2018-01-01,1534
Pulau Pinang,Barat Daya,primary,both,2019-01-01,1499
Pulau Pinang,Barat Daya,primary,both,2020-01-01,1512
Pulau Pinang,Barat Daya,primary,both,2021-01-01,1495
Pulau Pinang,Barat Daya,primary,both,2022-01-01,1501
Pulau Pinang,Barat Daya,primary,both,2023-06-30,1482
Pulau Pinang,Barat Daya,primary,both,2024-06-30,1513
Pulau Pinang,Barat Daya,primary,both,2025-06-30,1518
Pulau Pinang,Barat Daya,primary,female,2017-01-01,1110
Pulau Pinang,Barat Daya,primary,female,2018-01-01,1147
Pulau Pinang,Barat Daya,primary,female,2019-01-01,1114
Pulau Pinang,Barat Daya,primary,female,2020-01-01,1120
Pulau Pinang,Barat Daya,primary,female,2021-01-01,1115
Pulau Pinang,Barat Daya,primary,female,2022-01-01,1112
Pulau Pinang,Barat Daya,primary,female,2023-06-30,1096
Pulau Pinang,Barat Daya,primary,female,2024-06-30,1124
Pulau Pinang,Barat Daya,primary,female,2025-06-30,1124
Pulau Pinang,Barat Daya,primary,male,2017-01-01,391
Pulau Pinang,Barat Daya,primary,male,2018-01-01,387
Pulau Pinang,Barat Daya,primary,male,2019-01-01,385
Pulau Pinang,Barat Daya,primary,male,2020-01-01,392
Pulau Pinang,Barat Daya,primary,male,2021-01-01,380
Pulau Pinang,Barat Daya,primary,male,2022-01-01,389
Pulau Pinang,Barat Daya,primary,male,2023-06-30,386
Pulau Pinang,Barat Daya,primary,male,2024-06-30,389
Pulau Pinang,Barat Daya,primary,male,2025-06-30,394
Pulau Pinang,Barat Daya,secondary,both,2017-01-01,901
Pulau Pinang,Barat Daya,secondary,both,2018-01-01,947
Pulau Pinang,Barat Daya,secondary,both,2019-01-01,945
Pulau Pinang,Barat Daya,secondary,both,2020-01-01,930
Pulau Pinang,Barat Daya,secondary,both,2021-01-01,910
Pulau Pinang,Barat Daya,secondary,both,2022-01-01,869
Pulau Pinang,Barat Daya,secondary,both,2023-06-30,854
Pulau Pinang,Barat Daya,secondary,both,2024-06-30,880
Pulau Pinang,Barat Daya,secondary,both,2025-06-30,897
Pulau Pinang,Barat Daya,secondary,female,2017-01-01,686
Pulau Pinang,Barat Daya,secondary,female,2018-01-01,697
Pulau Pinang,Barat Daya,secondary,female,2019-01-01,696
Pulau Pinang,Barat Daya,secondary,female,2020-01-01,693
Pulau Pinang,Barat Daya,secondary,female,2021-01-01,684
Pulau Pinang,Barat Daya,secondary,female,2022-01-01,673
Pulau Pinang,Barat Daya,secondary,female,2023-06-30,659
Pulau Pinang,Barat Daya,secondary,female,2024-06-30,682
Pulau Pinang,Barat Daya,secondary,female,2025-06-30,694
Pulau Pinang,Barat Daya,secondary,male,2017-01-01,215
Pulau Pinang,Barat Daya,secondary,male,2018-01-01,250
Pulau Pinang,Barat Daya,secondary,male,2019-01-01,249
Pulau Pinang,Barat Daya,secondary,male,2020-01-01,237
Pulau Pinang,Barat Daya,secondary,male,2021-01-01,226
Pulau Pinang,Barat Daya,secondary,male,2022-01-01,196
Pulau Pinang,Barat Daya,secondary,male,2023-06-30,195
Pulau Pinang,Barat Daya,secondary,male,2024-06-30,198
Pulau Pinang,Barat Daya,secondary,male,2025-06-30,203
Pulau Pinang,Seberang Perai Selatan,primary,both,2017-01-01,1420
Pulau Pinang,Seberang Perai Selatan,primary,both,2018-01-01,1468
Pulau Pinang,Seberang Perai Selatan,primary,both,2019-01-01,1461
Pulau Pinang,Seberang Perai Selatan,primary,both,2020-01-01,1475
Pulau Pinang,Seberang Perai Selatan,primary,both,2021-01-01,1459
Pulau Pinang,Seberang Perai Selatan,primary,both,2022-01-01,1488
Pulau Pinang,Seberang Perai Selatan,primary,both,2023-06-30,1460
Pulau Pinang,Seberang Perai Selatan,primary,both,2024-06-30,1446
Pulau Pinang,Seberang Perai Selatan,primary,both,2025-06-30,1430
Pulau Pinang,Seberang Perai Selatan,primary,female,2017-01-01,1063
Pulau Pinang,Seberang Perai Selatan,primary,female,2018-01-01,1131
Pulau Pinang,Seberang Perai Selatan,primary,female,2019-01-01,1126
Pulau Pinang,Seberang Perai Selatan,primary,female,2020-01-01,1140
Pulau Pinang,Seberang Perai Selatan,primary,female,2021-01-01,1129
Pulau Pinang,Seberang Perai Selatan,primary,female,2022-01-01,1149
Pulau Pinang,Seberang Perai Selatan,primary,female,2023-06-30,1128
Pulau Pinang,Seberang Perai Selatan,primary,female,2024-06-30,1117
Pulau Pinang,Seberang Perai Selatan,primary,female,2025-06-30,1109
Pulau Pinang,Seberang Perai Selatan,primary,male,2017-01-01,357
Pulau Pinang,Seberang Perai Selatan,primary,male,2018-01-01,337
Pulau Pinang,Seberang Perai Selatan,primary,male,2019-01-01,335
Pulau Pinang,Seberang Perai Selatan,primary,male,2020-01-01,335
Pulau Pinang,Seberang Perai Selatan,primary,male,2021-01-01,330
Pulau Pinang,Seberang Perai Selatan,primary,male,2022-01-01,339
