state,type,date,abs,rate
Johor,total,2000-01-01,541,8.1
Johor,total,2001-01-01,593,9.7
Johor,total,2002-01-01,554,9.3
Johor,total,2003-01-01,528,9.1
Johor,total,2004-01-01,491,8.6
Johor,total,2005-01-01,508,9.0
Johor,total,2006-01-01,449,7.9
Johor,total,2007-01-01,429,7.4
Johor,total,2008-01-01,515,8.9
Johor,total,2009-01-01,464,8.0
Johor,total,2010-01-01,483,8.6
Johor,total,2011-01-01,456,7.8
Johor,total,2012-01-01,512,8.5
Johor,total,2013-01-01,442,7.7
Johor,total,2014-01-01,445,7.4
Johor,total,2015-01-01,517,8.5
Johor,total,2016-01-01,534,9.0
Johor,total,2017-01-01,503,8.2
Johor,total,2018-01-01,515,8.4
Johor,total,2019-01-01,473,7.8
Johor,total,2020-01-01,412,7.2
Johor,total,2021-01-01,402,8.0
Johor,total,2022-01-01,409,8.5
Johor,total,2023-01-01,412,7.3
Johor,total,2024-01-01,434,8.5
Johor,perinatal,2000-01-01,193,2.9
Johor,perinatal,2001-01-01,366,5.9
Johor,perinatal,2002-01-01,378,6.3
Johor,perinatal,2003-01-01,416,7.1
Johor,perinatal,2004-01-01,362,6.3
Johor,perinatal,2005-01-01,389,6.9
Johor,perinatal,2006-01-01,397,7.0
Johor,perinatal,2007-01-01,421,7.3
Johor,perinatal,2008-01-01,394,6.8
Johor,perinatal,2009-01-01,423,7.3
Johor,perinatal,2010-01-01,402,7.1
Johor,perinatal,2011-01-01,404,6.9
Johor,perinatal,2012-01-01,429,7.1
Johor,perinatal,2013-01-01,441,7.6
Johor,perinatal,2014-01-01,414,6.8
Johor,perinatal,2015-01-01,540,8.9
Johor,perinatal,2016-01-01,543,9.1
Johor,perinatal,2017-01-01,504,8.2
Johor,perinatal,2018-01-01,576,9.4
Johor,perinatal,2019-01-01,499,8.2
Johor,perinatal,2020-01-01,456,8.0
Johor,perinatal,2021-01-01,431,8.6
Johor,perinatal,2022-01-01,382,7.9
Johor,perinatal,2023-01-01,383,6.8
Johor,perinatal,2024-01-01,363,7.1
Johor,neonatal,2000-01-01,239,3.6
Johor,neonatal,2001-01-01,281,4.6
Johor,neonatal,2002-01-01,257,4.3
Johor,neonatal,2003-01-01,247,4.2
Johor,neonatal,2004-01-01,235,4.1
Johor,neonatal,2005-01-01,237,4.2
Johor,neonatal,2006-01-01,228,4.0
Johor,neonatal,2007-01-01,223,3.9
Johor,neonatal,2008-01-01,252,4.4
Johor,neonatal,2009-01-01,235,4.1
Johor,neonatal,2010-01-01,248,4.4
Johor,neonatal,2011-01-01,228,3.9
Johor,neonatal,2012-01-01,267,4.4
Johor,neonatal,2013-01-01,235,4.1
Johor,neonatal,2014-01-01,242,4.0
Johor,neonatal,2015-01-01,285,4.7
Johor,neonatal,2016-01-01,287,4.8
Johor,neonatal,2017-01-01,274,4.5
Johor,neonatal,2018-01-01,265,4.3
Johor,neonatal,2019-01-01,238,3.9
Johor,neonatal,2020-01-01,239,4.2
Johor,neonatal,2021-01-01,221,4.4
Johor,neonatal,2022-01-01,202,4.2
Johor,neonatal,2023-01-01,206,3.7
Johor,neonatal,2024-01-01,219,4.3
Johor,infant,2000-01-01,419,6.2
Johor,infant,2001-01-01,471,7.7
Johor,infant,2002-01-01,425,7.1
Johor,infant,2003-01-01,411,7.1
Johor,infant,2004-01-01,389,6.8
Johor,infant,2005-01-01,411,7.3
Johor,infant,2006-01-01,370,6.5
Johor,infant,2007-01-01,355,6.1
Johor,infant,2008-01-01,401,6.9
Johor,infant,2009-01-01,387,6.7
Johor,infant,2010-01-01,396,7.1
Johor,infant,2011-01-01,374,6.4
Johor,infant,2012-01-01,424,7.0
Johor,infant,2013-01-01,364,6.3
Johor,infant,2014-01-01,368,6.1
Johor,infant,2015-01-01,440,7.3
Johor,infant,2016-01-01,443,7.4
Johor,infant,2017-01-01,413,6.8
Johor,infant,2018-01-01,422,6.9
Johor,infant,2019-01-01,386,6.4
Johor,infant,2020-01-01,354,6.2
Johor,infant,2021-01-01,343,6.9
Johor,infant,2022-01-01,323,6.7
Johor,infant,2023-01-01,341,6.1
Johor,infant,2024-01-01,360,7.1
Johor,toddler,2000-01-01,122,0.5
Johor,toddler,2001-01-01,122,0.5
Johor,toddler,2002-01-01,129,0.5
Johor,toddler,2003-01-01,117,0.5
Johor,toddler,2004-01-01,102,0.4
Johor,toddler,2005-01-01,97,0.4
Johor,toddler,2006-01-01,79,0.3
Johor,toddler,2007-01-01,74,0.3
Johor,toddler,2008-01-01,114,0.5
Johor,toddler,2009-01-01,77,0.3
Johor,toddler,2010-01-01,87,0.4
Johor,toddler,2011-01-01,82,0.4
Johor,toddler,2012-01-01,88,0.4
Johor,toddler,2013-01-01,78,0.3
Johor,toddler,2014-01-01,77,0.3
Johor,toddler,2015-01-01,77,0.3
Johor,toddler,2016-01-01,91,0.4
Johor,toddler,2017-01-01,90,0.4
Johor,toddler,2018-01-01,93,0.4
Johor,toddler,2019-01-01,87,0.4
Johor,toddler,2020-01-01,58,0.2
Johor,toddler,2021-01-01,59,0.2
Johor,toddler,2022-01-01,86,0.4
Johor,toddler,2023-01-01,71,0.3
Johor,toddler,2024-01-01,74,0.4
Kedah,total,2000-01-01,321,7.8
Kedah,total,2001-01-01,427,11.2
Kedah,total,2002-01-01,366,10.0
Kedah,total,2003-01-01,356,10.1
Kedah,total,2004-01-01,335,9.6
Kedah,total,2005-01-01,334,9.8
Kedah,total,2006-01-01,293,8.7
Kedah,total,2007-01-01,329,9.7
Kedah,total,2008-01-01,353,10.0
Kedah,total,2009-01-01,340,9.4
Kedah,total,2010-01-01,324,9.2
Kedah,total,2011-01-01,282,7.8
Kedah,total,2012-01-01,311,8.5
Kedah,total,2013-01-01,292,8.3
Kedah,total,2014-01-01,287,7.9
Kedah,total,2015-01-01,288,7.8
Kedah,total,2016-01-01,308,8.6
Kedah,total,2017-01-01,268,7.3
Kedah,total,2018-01-01,286,8.0
Kedah,total,2019-01-01,279,8.1
Kedah,total,2020-01-01,218,6.4
Kedah,total,2021-01-01,231,7.0
Kedah,total,2022-01-01,244,7.9
Kedah,total,2023-01-01,249,7.4
Kedah,total,2024-01-01,269,8.8
Kedah,perinatal,2000-01-01,188,4.6
Kedah,perinatal,2001-01-01,373,9.7
Kedah,perinatal,2002-01-01,342,9.3
Kedah,perinatal,2003-01-01,362,10.2
Kedah,perinatal,2004-01-01,331,9.4
Kedah,perinatal,2005-01-01,355,10.3
Kedah,perinatal,2006-01-01,315,9.2
Kedah,perinatal,2007-01-01,324,9.5
Kedah,perinatal,2008-01-01,343,9.6
Kedah,perinatal,2009-01-01,353,9.7
Kedah,perinatal,2010-01-01,333,9.4
Kedah,perinatal,2011-01-01,321,8.9
Kedah,perinatal,2012-01-01,323,8.8
Kedah,perinatal,2013-01-01,295,8.4
Kedah,perinatal,2014-01-01,315,8.6
Kedah,perinatal,2015-01-01,296,8.0
Kedah,perinatal,2016-01-01,294,8.1
Kedah,perinatal,2017-01-01,301,8.2
Kedah,perinatal,2018-01-01,283,7.9
Kedah,perinatal,2019-01-01,293,8.4
Kedah,perinatal,2020-01-01,252,7.4
Kedah,perinatal,2021-01-01,256,7.7
Kedah,perinatal,2022-01-01,237,7.7
Kedah,perinatal,2023-01-01,243,7.2
Kedah,perinatal,2024-01-01,254,8.3
Kedah,neonatal,2000-01-01,123,3.0
Kedah,neonatal,2001-01-01,199,5.2
Kedah,neonatal,2002-01-01,151,4.1
Kedah,neonatal,2003-01-01,176,5.0
Kedah,neonatal,2004-01-01,163,4.6
Kedah,neonatal,2005-01-01,170,5.0
Kedah,neonatal,2006-01-01,151,4.5
Kedah,neonatal,2007-01-01,178,5.2
Kedah,neonatal,2008-01-01,197,5.6
Kedah,neonatal,2009-01-01,199,5.5
Kedah,neonatal,2010-01-01,191,5.4
Kedah,neonatal,2011-01-01,162,4.5
Kedah,neonatal,2012-01-01,179,4.9
Kedah,neonatal,2013-01-01,154,4.4
Kedah,neonatal,2014-01-01,164,4.5
Kedah,neonatal,2015-01-01,151,4.1
Kedah,neonatal,2016-01-01,171,4.8
Kedah,neonatal,2017-01-01,140,3.8
Kedah,neonatal,2018-01-01,151,4.2
Kedah,neonatal,2019-01-01,137,4.0
Kedah,neonatal,2020-01-01,126,3.7
Kedah,neonatal,2021-01-01,146,4.4
Kedah,neonatal,2022-01-01,114,3.7
Kedah,neonatal,2023-01-01,123,3.6
Kedah,neonatal,2024-01-01,151,4.9
Kedah,infant,2000-01-01,240,5.9
Kedah,infant,2001-01-01,322,8.5
Kedah,infant,2002-01-01,266,7.3
Kedah,infant,2003-01-01,273,7.7
Kedah,infant,2004-01-01,258,7.4
Kedah,infant,2005-01-01,270,7.9
Kedah,infant,2006-01-01,231,6.8
Kedah,infant,2007-01-01,262,7.7
Kedah,infant,2008-01-01,286,8.1
Kedah,infant,2009-01-01,280,7.8
Kedah,infant,2010-01-01,274,7.8
Kedah,infant,2011-01-01,237,6.6
Kedah,infant,2012-01-01,262,7.2
Kedah,infant,2013-01-01,233,6.7
Kedah,infant,2014-01-01,230,6.3
Kedah,infant,2015-01-01,241,6.6
Kedah,infant,2016-01-01,254,7.1
Kedah,infant,2017-01-01,215,5.9
Kedah,infant,2018-01-01,229,6.4
Kedah,infant,2019-01-01,222,6.4
Kedah,infant,2020-01-01,173,5.1
Kedah,infant,2021-01-01,203,6.1
Kedah,infant,2022-01-01,193,6.3
Kedah,infant,2023-01-01,200,5.9
Kedah,infant,2024-01-01,225,7.3
Kedah,toddler,2000-01-01,81,0.5
Kedah,toddler,2001-01-01,105,0.6
Kedah,toddler,2002-01-01,100,0.6
Kedah,toddler,2003-01-01,83,0.5
Kedah,toddler,2004-01-01,77,0.5
Kedah,toddler,2005-01-01,64,0.4
Kedah,toddler,2006-01-01,62,0.4
Kedah,toddler,2007-01-01,67,0.5
Kedah,toddler,2008-01-01,67,0.5
Kedah,toddler,2009-01-01,60,0.4
Kedah,toddler,2010-01-01,50,0.4
Kedah,toddler,2011-01-01,45,0.3
Kedah,toddler,2012-01-01,49,0.3
Kedah,toddler,2013-01-01,59,0.4
Kedah,toddler,2014-01-01,57,0.4
Kedah,toddler,2015-01-01,47,0.3
Kedah,toddler,2016-01-01,54,0.4
Kedah,toddler,2017-01-01,53,0.4
Kedah,toddler,2018-01-01,57,0.4
Kedah,toddler,2019-01-01,57,0.4
Kedah,toddler,2020-01-01,45,0.3
Kedah,toddler,2021-01-01,28,0.2
Kedah,toddler,2022-01-01,51,0.4
Kedah,toddler,2023-01-01,49,0.4
Kedah,toddler,2024-01-01,44,0.3
Kelantan,total,2000-01-01,544,13.5
Kelantan,total,2001-01-01,466,12.2
Kelantan,total,2002-01-01,454,12.2
Kelantan,total,2003-01-01,454,12.7
Kelantan,total,2004-01-01,401,11.4
Kelantan,total,2005-01-01,429,12.6
Kelantan,total,2006-01-01,372,11.1
Kelantan,total,2007-01-01,386,11.4
Kelantan,total,2008-01-01,385,11.0
Kelantan,total,2009-01-01,437,12.2
Kelantan,total,2010-01-01,384,10.7
Kelantan,total,2011-01-01,364,9.7
Kelantan,total,2012-01-01,366,9.9
Kelantan,total,2013-01-01,338,9.3
Kelantan,total,2014-01-01,395,10.1
Kelantan,total,2015-01-01,315,8.1
Kelantan,total,2016-01-01,367,9.5
Kelantan,total,2017-01-01,363,9.3
Kelantan,total,2018-01-01,343,8.9
Kelantan,total,2019-01-01,336,9.1
Kelantan,total,2020-01-01,265,7.3
Kelantan,total,2021-01-01,285,8.2
Kelantan,total,2022-01-01,319,9.4
Kelantan,total,2023-01-01,308,8.6
Kelantan,total,2024-01-01,256,8.0
Kelantan,perinatal,2000-01-01,269,6.6
Kelantan,perinatal,2001-01-01,285,7.4
Kelantan,perinatal,2002-01-01,333,8.9
Kelantan,perinatal,2003-01-01,365,10.1
Kelantan,perinatal,2004-01-01,327,9.2
Kelantan,perinatal,2005-01-01,310,9.0
Kelantan,perinatal,2006-01-01,298,8.8
Kelantan,perinatal,2007-01-01,338,9.9
Kelantan,perinatal,2008-01-01,341,9.7
Kelantan,perinatal,2009-01-01,368,10.2
Kelantan,perinatal,2010-01-01,362,10.0
Kelantan,perinatal,2011-01-01,377,9.9
Kelantan,perinatal,2012-01-01,391,10.5
Kelantan,perinatal,2013-01-01,335,9.1
Kelantan,perinatal,2014-01-01,374,9.5
Kelantan,perinatal,2015-01-01,321,8.2
Kelantan,perinatal,2016-01-01,366,9.5
Kelantan,perinatal,2017-01-01,363,9.2
Kelantan,perinatal,2018-01-01,335,8.7
Kelantan,perinatal,2019-01-01,344,9.3
Kelantan,perinatal,2020-01-01,302,8.3
Kelantan,perinatal,2021-01-01,331,9.5
Kelantan,perinatal,2022-01-01,282,8.3
Kelantan,perinatal,2023-01-01,289,8.1
Kelantan,perinatal,2024-01-01,232,7.3
Kelantan,neonatal,2000-01-01,183,4.5
Kelantan,neonatal,2001-01-01,156,4.1
Kelantan,neonatal,2002-01-01,128,3.4
Kelantan,neonatal,2003-01-01,136,3.8
Kelantan,neonatal,2004-01-01,116,3.3
Kelantan,neonatal,2005-01-01,137,4.0
Kelantan,neonatal,2006-01-01,125,3.7
Kelantan,neonatal,2007-01-01,155,4.6
Kelantan,neonatal,2008-01-01,171,4.9
Kelantan,neonatal,2009-01-01,210,5.9
Kelantan,neonatal,2010-01-01,193,5.4
Kelantan,neonatal,2011-01-01,184,4.9
Kelantan,neonatal,2012-01-01,192,5.2
Kelantan,neonatal,2013-01-01,175,4.8
Kelantan,neonatal,2014-01-01,216,5.5
Kelantan,neonatal,2015-01-01,169,4.3
Kelantan,neonatal,2016-01-01,193,5.0
Kelantan,neonatal,2017-01-01,198,5.1
Kelantan,neonatal,2018-01-01,195,5.1
Kelantan,neonatal,2019-01-01,183,5.0
Kelantan,neonatal,2020-01-01,145,4.0
Kelantan,neonatal,2021-01-01,181,5.2
Kelantan,neonatal,2022-01-01,168,5.0
Kelantan,neonatal,2023-01-01,173,4.8
Kelantan,neonatal,2024-01-01,131,4.1
Kelantan,infant,2000-01-01,407,10.1
Kelantan,infant,2001-01-01,334,8.7
Kelantan,infant,2002-01-01,319,8.6
Kelantan,infant,2003-01-01,329,9.2
Kelantan,infant,2004-01-01,278,7.9
Kelantan,infant,2005-01-01,304,8.9
Kelantan,infant,2006-01-01,255,7.6
Kelantan,infant,2007-01-01,278,8.2
Kelantan,infant,2008-01-01,274,7.9
Kelantan,infant,2009-01-01,340,9.5
Kelantan,infant,2010-01-01,301,8.4
Kelantan,infant,2011-01-01,291,7.7
Kelantan,infant,2012-01-01,299,8.1
Kelantan,infant,2013-01-01,269,7.4
Kelantan,infant,2014-01-01,319,8.1
Kelantan,infant,2015-01-01,261,6.7
Kelantan,infant,2016-01-01,298,7.7
Kelantan,infant,2017-01-01,302,7.7
Kelantan,infant,2018-01-01,288,7.5
Kelantan,infant,2019-01-01,271,7.4
Kelantan,infant,2020-01-01,215,5.9
Kelantan,infant,2021-01-01,249,7.2
Kelantan,infant,2022-01-01,264,7.8
Kelantan,infant,2023-01-01,251,7.0
Kelantan,infant,2024-01-01,202,6.3
Kelantan,toddler,2000-01-01,137,0.8
Kelantan,toddler,2001-01-01,132,0.8
Kelantan,toddler,2002-01-01,135,0.8
Kelantan,toddler,2003-01-01,125,0.8
Kelantan,toddler,2004-01-01,123,0.8
Kelantan,toddler,2005-01-01,125,0.8
Kelantan,toddler,2006-01-01,117,0.8
Kelantan,toddler,2007-01-01,108,0.8
Kelantan,toddler,2008-01-01,111,0.8
Kelantan,toddler,2009-01-01,97,0.7
Kelantan,toddler,2010-01-01,83,0.6
Kelantan,toddler,2011-01-01,73,0.5
Kelantan,toddler,2012-01-01,67,0.5
Kelantan,toddler,2013-01-01,69,0.5
Kelantan,toddler,2014-01-01,76,0.5
Kelantan,toddler,2015-01-01,54,0.4
Kelantan,toddler,2016-01-01,69,0.4
Kelantan,toddler,2017-01-01,61,0.4
Kelantan,toddler,2018-01-01,55,0.3
Kelantan,toddler,2019-01-01,65,0.4
Kelantan,toddler,2020-01-01,50,0.4
Kelantan,toddler,2021-01-01,36,0.3
Kelantan,toddler,2022-01-01,55,0.4
Kelantan,toddler,2023-01-01,57,0.4
Kelantan,toddler,2024-01-01,54,0.4
Melaka,total,2000-01-01,150,9.8
Melaka,total,2001-01-01,140,9.8
Melaka,total,2002-01-01,149,10.8
Melaka,total,2003-01-01,146,10.5
Melaka,total,2004-01-01,150,11.1
Melaka,total,2005-01-01,137,10.3
Melaka,total,2006-01-01,115,8.9
Melaka,total,2007-01-01,129,9.6
Melaka,total,2008-01-01,130,9.5
Melaka,total,2009-01-01,143,10.6
Melaka,total,2010-01-01,123,9.5
Melaka,total,2011-01-01,142,10.2
Melaka,total,2012-01-01,119,8.3
Melaka,total,2013-01-01,107,7.8
Melaka,total,2014-01-01,104,7.1
Melaka,total,2015-01-01,102,7.0
Melaka,total,2016-01-01,114,7.9
Melaka,total,2017-01-01,114,7.9
Melaka,total,2018-01-01,120,8.3
Melaka,total,2019-01-01,109,7.7
Melaka,total,2020-01-01,110,7.9
Melaka,total,2021-01-01,108,8.2
Melaka,total,2022-01-01,115,8.8
Melaka,total,2023-01-01,110,8.1
Melaka,total,2024-01-01,121,9.6
Melaka,perinatal,2000-01-01,155,10.1
Melaka,perinatal,2001-01-01,143,9.9
Melaka,perinatal,2002-01-01,146,10.5
Melaka,perinatal,2003-01-01,137,9.8
Melaka,perinatal,2004-01-01,113,8.3
Melaka,perinatal,2005-01-01,126,9.4
Melaka,perinatal,2006-01-01,152,11.7
Melaka,perinatal,2007-01-01,122,9.0
Melaka,perinatal,2008-01-01,138,10.1
Melaka,perinatal,2009-01-01,130,9.6
Melaka,perinatal,2010-01-01,112,8.6
Melaka,perinatal,2011-01-01,131,9.3
Melaka,perinatal,2012-01-01,132,9.2
Melaka,perinatal,2013-01-01,97,7.1
Melaka,perinatal,2014-01-01,113,7.7
Melaka,perinatal,2015-01-01,101,6.9
Melaka,perinatal,2016-01-01,115,7.9
Melaka,perinatal,2017-01-01,121,8.4
Melaka,perinatal,2018-01-01,137,9.5
Melaka,perinatal,2019-01-01,120,8.4
Melaka,perinatal,2020-01-01,119,8.5
Melaka,perinatal,2021-01-01,107,8.1
Melaka,perinatal,2022-01-01,101,7.7
Melaka,perinatal,2023-01-01,106,7.8
Melaka,perinatal,2024-01-01,104,8.3
Melaka,neonatal,2000-01-01,87,5.7
Melaka,neonatal,2001-01-01,79,5.5
Melaka,neonatal,2002-01-01,79,5.7
Melaka,neonatal,2003-01-01,70,5.0
Melaka,neonatal,2004-01-01,72,5.3
Melaka,neonatal,2005-01-01,75,5.6
Melaka,neonatal,2006-01-01,69,5.3
Melaka,neonatal,2007-01-01,65,4.8
Melaka,neonatal,2008-01-01,77,5.7
Melaka,neonatal,2009-01-01,75,5.6
Melaka,neonatal,2010-01-01,68,5.2
Melaka,neonatal,2011-01-01,80,5.7
Melaka,neonatal,2012-01-01,67,4.7
Melaka,neonatal,2013-01-01,49,3.6
Melaka,neonatal,2014-01-01,54,3.7
Melaka,neonatal,2015-01-01,46,3.2
Melaka,neonatal,2016-01-01,60,4.2
Melaka,neonatal,2017-01-01,60,4.2
Melaka,neonatal,2018-01-01,71,4.9
Melaka,neonatal,2019-01-01,64,4.5
Melaka,neonatal,2020-01-01,66,4.8
Melaka,neonatal,2021-01-01,62,4.7
Melaka,neonatal,2022-01-01,64,4.9
Melaka,neonatal,2023-01-01,60,4.4
Melaka,neonatal,2024-01-01,74,5.9
Melaka,infant,2000-01-01,120,7.8
Melaka,infant,2001-01-01,107,7.5
Melaka,infant,2002-01-01,128,9.3
Melaka,infant,2003-01-01,113,8.1
Melaka,infant,2004-01-01,121,8.9
Melaka,infant,2005-01-01,112,8.4
Melaka,infant,2006-01-01,104,8.0
Melaka,infant,2007-01-01,105,7.8
Melaka,infant,2008-01-01,112,8.2
Melaka,infant,2009-01-01,120,8.9
Melaka,infant,2010-01-01,105,8.1
Melaka,infant,2011-01-01,120,8.6
Melaka,infant,2012-01-01,105,7.4
Melaka,infant,2013-01-01,90,6.6
Melaka,infant,2014-01-01,84,5.8
Melaka,infant,2015-01-01,80,5.5
Melaka,infant,2016-01-01,100,6.9
Melaka,infant,2017-01-01,95,6.6
Melaka,infant,2018-01-01,110,7.6
Melaka,infant,2019-01-01,91,6.4
Melaka,infant,2020-01-01,89,6.4
Melaka,infant,2021-01-01,94,7.1
Melaka,infant,2022-01-01,88,6.7
Melaka,infant,2023-01-01,90,6.6
Melaka,infant,2024-01-01,103,8.2
Melaka,toddler,2000-01-01,30,0.5
Melaka,toddler,2001-01-01,33,0.5
Melaka,toddler,2002-01-01,21,0.3
Melaka,toddler,2003-01-01,33,0.5
Melaka,toddler,2004-01-01,29,0.5
Melaka,toddler,2005-01-01,25,0.4
Melaka,toddler,2006-01-01,11,0.2
Melaka,toddler,2007-01-01,24,0.4
Melaka,toddler,2008-01-01,18,0.3
Melaka,toddler,2009-01-01,23,0.4
Melaka,toddler,2010-01-01,18,0.3
Melaka,toddler,2011-01-01,22,0.4
Melaka,toddler,2012-01-01,14,0.3
Melaka,toddler,2013-01-01,17,0.3
Melaka,toddler,2014-01-01,20,0.4
Melaka,toddler,2015-01-01,22,0.4
Melaka,toddler,2016-01-01,14,0.2
Melaka,toddler,2017-01-01,19,0.3
Melaka,toddler,2018-01-01,10,0.2
Melaka,toddler,2019-01-01,18,0.3
Melaka,toddler,2020-01-01,21,0.3
Melaka,toddler,2021-01-01,14,0.2
Melaka,toddler,2022-01-01,27,0.4
Melaka,toddler,2023-01-01,20,0.4
Melaka,toddler,2024-01-01,18,0.3
Negeri Sembilan,total,2000-01-01,145,7.5
Negeri Sembilan,total,2001-01-01,175,9.9
Negeri Sembilan,total,2002-01-01,162,9.2
Negeri Sembilan,total,2003-01-01,175,10.1
Negeri Sembilan,total,2004-01-01,133,7.8
Negeri Sembilan,total,2005-01-01,165,9.8
Negeri Sembilan,total,2006-01-01,179,10.8
Negeri Sembilan,total,2007-01-01,138,8.0
Negeri Sembilan,total,2008-01-01,146,8.4
Negeri Sembilan,total,2009-01-01,177,10.2
Negeri Sembilan,total,2010-01-01,155,9.2
Negeri Sembilan,total,2011-01-01,150,8.5
Negeri Sembilan,total,2012-01-01,151,8.4
Negeri Sembilan,total,2013-01-01,157,9.0
Negeri Sembilan,total,2014-01-01,150,8.0
Negeri Sembilan,total,2015-01-01,154,8.4
Negeri Sembilan,total,2016-01-01,135,7.5
Negeri Sembilan,total,2017-01-01,179,9.9
Negeri Sembilan,total,2018-01-01,189,10.4
Negeri Sembilan,total,2019-01-01,160,9.2
Negeri Sembilan,total,2020-01-01,128,7.5
Negeri Sembilan,total,2021-01-01,125,7.5
Negeri Sembilan,total,2022-01-01,127,7.9
Negeri Sembilan,total,2023-01-01,148,8.9
Negeri Sembilan,total,2024-01-01,159,10.8
Negeri Sembilan,perinatal,2000-01-01,93,4.8
Negeri Sembilan,perinatal,2001-01-01,131,7.4
Negeri Sembilan,perinatal,2002-01-01,134,7.6
Negeri Sembilan,perinatal,2003-01-01,155,8.9
Negeri Sembilan,perinatal,2004-01-01,144,8.4
Negeri Sembilan,perinatal,2005-01-01,144,8.5
Negeri Sembilan,perinatal,2006-01-01,145,8.7
Negeri Sembilan,perinatal,2007-01-01,130,7.5
Negeri Sembilan,perinatal,2008-01-01,146,8.4
Negeri Sembilan,perinatal,2009-01-01,165,9.5
Negeri Sembilan,perinatal,2010-01-01,147,8.6
Negeri Sembilan,perinatal,2011-01-01,137,7.7
Negeri Sembilan,perinatal,2012-01-01,148,8.2
Negeri Sembilan,perinatal,2013-01-01,144,8.2
Negeri Sembilan,perinatal,2014-01-01,131,7.0
Negeri Sembilan,perinatal,2015-01-01,146,7.9
Negeri Sembilan,perinatal,2016-01-01,135,7.5
Negeri Sembilan,perinatal,2017-01-01,177,9.7
Negeri Sembilan,perinatal,2018-01-01,172,9.4
Negeri Sembilan,perinatal,2019-01-01,154,8.8
Negeri Sembilan,perinatal,2020-01-01,139,8.1
Negeri Sembilan,perinatal,2021-01-01,114,6.8
Negeri Sembilan,perinatal,2022-01-01,111,6.9
Negeri Sembilan,perinatal,2023-01-01,115,6.9
Negeri Sembilan,perinatal,2024-01-01,130,8.8
Negeri Sembilan,neonatal,2000-01-01,70,3.6
Negeri Sembilan,neonatal,2001-01-01,74,4.2
Negeri Sembilan,neonatal,2002-01-01,71,4.0
Negeri Sembilan,neonatal,2003-01-01,91,5.3
Negeri Sembilan,neonatal,2004-01-01,57,3.3
Negeri Sembilan,neonatal,2005-01-01,73,4.3
Negeri Sembilan,neonatal,2006-01-01,91,5.5
Negeri Sembilan,neonatal,2007-01-01,70,4.1
Negeri Sembilan,neonatal,2008-01-01,75,4.3
Negeri Sembilan,neonatal,2009-01-01,100,5.8
Negeri Sembilan,neonatal,2010-01-01,78,4.6
Negeri Sembilan,neonatal,2011-01-01,73,4.1
Negeri Sembilan,neonatal,2012-01-01,86,4.8
Negeri Sembilan,neonatal,2013-01-01,82,4.7
Negeri Sembilan,neonatal,2014-01-01,83,4.4
Negeri Sembilan,neonatal,2015-01-01,88,4.8
Negeri Sembilan,neonatal,2016-01-01,78,4.3
Negeri Sembilan,neonatal,2017-01-01,103,5.7
Negeri Sembilan,neonatal,2018-01-01,111,6.1
Negeri Sembilan,neonatal,2019-01-01,91,5.2
Negeri Sembilan,neonatal,2020-01-01,70,4.1
Negeri Sembilan,neonatal,2021-01-01,72,4.3
Negeri Sembilan,neonatal,2022-01-01,63,3.9
Negeri Sembilan,neonatal,2023-01-01,74,4.5
Negeri Sembilan,neonatal,2024-01-01,90,6.1
Negeri Sembilan,infant,2000-01-01,110,5.7
Negeri Sembilan,infant,2001-01-01,133,7.5
Negeri Sembilan,infant,2002-01-01,132,7.5
Negeri Sembilan,infant,2003-01-01,142,8.2
Negeri Sembilan,infant,2004-01-01,101,5.9
Negeri Sembilan,infant,2005-01-01,140,8.3
Negeri Sembilan,infant,2006-01-01,142,8.5
Negeri Sembilan,infant,2007-01-01,107,6.2
Negeri Sembilan,infant,2008-01-01,119,6.9
Negeri Sembilan,infant,2009-01-01,154,8.9
Negeri Sembilan,infant,2010-01-01,122,7.2
Negeri Sembilan,infant,2011-01-01,126,7.1
Negeri Sembilan,infant,2012-01-01,135,7.5
Negeri Sembilan,infant,2013-01-01,129,7.4
Negeri Sembilan,infant,2014-01-01,129,6.9
Negeri Sembilan,infant,2015-01-01,128,6.9
Negeri Sembilan,infant,2016-01-01,116,6.4
Negeri Sembilan,infant,2017-01-01,148,8.2
Negeri Sembilan,infant,2018-01-01,162,8.9
Negeri Sembilan,infant,2019-01-01,134,7.7
Negeri Sembilan,infant,2020-01-01,104,6.1
Negeri Sembilan,infant,2021-01-01,111,6.6
Negeri Sembilan,infant,2022-01-01,99,6.2
Negeri Sembilan,infant,2023-01-01,115,6.9
Negeri Sembilan,infant,2024-01-01,138,9.4
Negeri Sembilan,toddler,2000-01-01,35,0.5
Negeri Sembilan,toddler,2001-01-01,42,0.5
Negeri Sembilan,toddler,2002-01-01,30,0.4
Negeri Sembilan,toddler,2003-01-01,33,0.4
Negeri Sembilan,toddler,2004-01-01,32,0.4
Negeri Sembilan,toddler,2005-01-01,25,0.3
Negeri Sembilan,toddler,2006-01-01,37,0.5
Negeri Sembilan,toddler,2007-01-01,31,0.4
Negeri Sembilan,toddler,2008-01-01,27,0.4
Negeri Sembilan,toddler,2009-01-01,23,0.3
Negeri Sembilan,toddler,2010-01-01,33,0.5
Negeri Sembilan,toddler,2011-01-01,24,0.4
Negeri Sembilan,toddler,2012-01-01,16,0.2
Negeri Sembilan,toddler,2013-01-01,28,0.4
Negeri Sembilan,toddler,2014-01-01,21,0.3
