state,type,date,abs,rate
W.P. Labuan,infant,2002-01-01,19,13.0
W.P. Labuan,infant,2003-01-01,12,7.6
W.P. Labuan,infant,2004-01-01,12,7.9
W.P. Labuan,infant,2005-01-01,15,9.9
W.P. Labuan,infant,2006-01-01,23,14.5
W.P. Labuan,infant,2007-01-01,17,10.8
W.P. Labuan,infant,2008-01-01,15,8.9
W.P. Labuan,infant,2009-01-01,16,9.7
W.P. Labuan,infant,2010-01-01,15,9.2
W.P. Labuan,infant,2011-01-01,14,8.1
W.P. Labuan,infant,2012-01-01,14,7.9
W.P. Labuan,infant,2013-01-01,13,7.5
W.P. Labuan,infant,2014-01-01,15,8.0
W.P. Labuan,infant,2015-01-01,18,9.2
W.P. Labuan,infant,2016-01-01,14,8.0
W.P. Labuan,infant,2017-01-01,12,7.1
W.P. Labuan,infant,2018-01-01,16,9.5
W.P. Labuan,infant,2019-01-01,12,7.2
W.P. Labuan,infant,2020-01-01,13,7.6
W.P. Labuan,infant,2021-01-01,9,5.9
W.P. Labuan,infant,2022-01-01,13,9.5
W.P. Labuan,infant,2023-01-01,10,7.1
W.P. Labuan,infant,2024-01-01,21,16.0
W.P. Labuan,toddler,2000-01-01,4,0.5
W.P. Labuan,toddler,2001-01-01,2,0.2
W.P. Labuan,toddler,2002-01-01,0,0.0
W.P. Labuan,toddler,2003-01-01,2,0.3
W.P. Labuan,toddler,2004-01-01,3,0.4
W.P. Labuan,toddler,2005-01-01,1,0.2
W.P. Labuan,toddler,2006-01-01,0,0.0
W.P. Labuan,toddler,2007-01-01,1,0.1
W.P. Labuan,toddler,2008-01-01,3,0.4
W.P. Labuan,toddler,2009-01-01,5,0.7
W.P. Labuan,toddler,2010-01-01,5,0.7
W.P. Labuan,toddler,2011-01-01,2,0.3
W.P. Labuan,toddler,2012-01-01,2,0.3
W.P. Labuan,toddler,2013-01-01,3,0.4
W.P. Labuan,toddler,2014-01-01,2,0.3
W.P. Labuan,toddler,2015-01-01,1,0.1
W.P. Labuan,toddler,2016-01-01,3,0.4
W.P. Labuan,toddler,2017-01-01,0,0.0
W.P. Labuan,toddler,2018-01-01,1,0.1
W.P. Labuan,toddler,2019-01-01,6,0.8
W.P. Labuan,toddler,2020-01-01,3,0.4
W.P. Labuan,toddler,2021-01-01,6,0.7
W.P. Labuan,toddler,2022-01-01,3,0.4
W.P. Labuan,toddler,2023-01-01,3,0.5
W.P. Labuan,toddler,2024-01-01,2,0.3
W.P. Putrajaya,total,2010-01-01,21,8.6
W.P. Putrajaya,total,2011-01-01,27,9.1
W.P. Putrajaya,total,2012-01-01,34,10.8
W.P. Putrajaya,total,2013-01-01,33,11.1
W.P. Putrajaya,total,2014-01-01,39,12.7
W.P. Putrajaya,total,2015-01-01,27,9.4
W.P. Putrajaya,total,2016-01-01,28,10.9
W.P. Putrajaya,total,2017-01-01,23,9.1
W.P. Putrajaya,total,2018-01-01,27,11.3
W.P. Putrajaya,total,2019-01-01,22,9.5
W.P. Putrajaya,total,2020-01-01,16,7.5
W.P. Putrajaya,total,2021-01-01,13,6.2
W.P. Putrajaya,total,2022-01-01,17,9.2
W.P. Putrajaya,total,2023-01-01,27,15.8
W.P. Putrajaya,total,2024-01-01,21,13.6
W.P. Putrajaya,perinatal,2010-01-01,17,7.0
W.P. Putrajaya,perinatal,2011-01-01,16,5.4
W.P. Putrajaya,perinatal,2012-01-01,21,6.6
W.P. Putrajaya,perinatal,2013-01-01,25,8.4
W.P. Putrajaya,perinatal,2014-01-01,23,7.5
W.P. Putrajaya,perinatal,2015-01-01,22,7.636237417563346
W.P. Putrajaya,perinatal,2016-01-01,17,6.6
W.P. Putrajaya,perinatal,2017-01-01,16,6.3
W.P. Putrajaya,perinatal,2018-01-01,23,9.5
W.P. Putrajaya,perinatal,2019-01-01,19,8.2
W.P. Putrajaya,perinatal,2020-01-01,16,7.4
W.P. Putrajaya,perinatal,2021-01-01,22,10.4
W.P. Putrajaya,perinatal,2022-01-01,16,8.6
W.P. Putrajaya,perinatal,2023-01-01,19,11.0
W.P. Putrajaya,perinatal,2024-01-01,17,10.9
W.P. Putrajaya,neonatal,2010-01-01,11,4.5
W.P. Putrajaya,neonatal,2011-01-01,16,5.4
W.P. Putrajaya,neonatal,2012-01-01,15,4.8
W.P. Putrajaya,neonatal,2013-01-01,18,6.1
W.P. Putrajaya,neonatal,2014-01-01,14,4.6
W.P. Putrajaya,neonatal,2015-01-01,12,4.2
W.P. Putrajaya,neonatal,2016-01-01,14,5.4
W.P. Putrajaya,neonatal,2017-01-01,12,4.8
W.P. Putrajaya,neonatal,2018-01-01,12,5.0
W.P. Putrajaya,neonatal,2019-01-01,8,3.5
W.P. Putrajaya,neonatal,2020-01-01,9,4.2
W.P. Putrajaya,neonatal,2021-01-01,8,3.8
W.P. Putrajaya,neonatal,2022-01-01,8,4.4
W.P. Putrajaya,neonatal,2023-01-01,16,9.3
W.P. Putrajaya,neonatal,2024-01-01,6,3.9
W.P. Putrajaya,infant,2010-01-01,18,7.4
W.P. Putrajaya,infant,2011-01-01,25,8.5
W.P. Putrajaya,infant,2012-01-01,29,9.2
W.P. Putrajaya,infant,2013-01-01,31,10.4
W.P. Putrajaya,infant,2014-01-01,31,10.1
W.P. Putrajaya,infant,2015-01-01,22,7.7
W.P. Putrajaya,infant,2016-01-01,21,8.2
W.P. Putrajaya,infant,2017-01-01,21,8.3
W.P. Putrajaya,infant,2018-01-01,22,9.2
W.P. Putrajaya,infant,2019-01-01,20,8.6
W.P. Putrajaya,infant,2020-01-01,14,6.5
W.P. Putrajaya,infant,2021-01-01,13,6.2
W.P. Putrajaya,infant,2022-01-01,15,8.2
W.P. Putrajaya,infant,2023-01-01,24,14.0
W.P. Putrajaya,infant,2024-01-01,16,10.3
W.P. Putrajaya,toddler,2010-01-01,3,0.4
W.P. Putrajaya,toddler,2011-01-01,2,0.2
W.P. Putrajaya,toddler,2012-01-01,5,0.5
W.P. Putrajaya,toddler,2013-01-01,2,0.2
W.P. Putrajaya,toddler,2014-01-01,8,0.7
W.P. Putrajaya,toddler,2015-01-01,5,0.4
W.P. Putrajaya,toddler,2016-01-01,7,0.6
W.P. Putrajaya,toddler,2017-01-01,2,0.2
W.P. Putrajaya,toddler,2018-01-01,5,0.4
W.P. Putrajaya,toddler,2019-01-01,2,0.2
W.P. Putrajaya,toddler,2020-01-01,2,0.2
W.P. Putrajaya,toddler,2021-01-01,0,0.0
W.P. Putrajaya,toddler,2022-01-01,2,0.2
W.P. Putrajaya,toddler,2023-01-01,3,0.3
W.P. Putrajaya,toddler,2024-01-01,5,0.6
