date,volume,value
2025-03-26,63685,335279221.09
2025-03-27,122473,311141546.66
2025-03-28,110566,285798848.71
2025-04-02,142400,395406525.17
2025-04-03,167219,538246144.62
2025-04-04,50449,347982303.83
2025-04-07,142354,367948643.69
2025-04-08,30868,353840843.61
2025-04-09,41581,482677523.35
2025-04-10,219690,331608979.55
2025-04-11,44618,259033956.64
2025-04-14,28221,417184621.8
2025-04-15,32602,659640858.23
2025-04-16,39283,309662656.03
2025-04-17,12383,161757651.6
2025-04-18,23688,221629962.05
2025-04-21,25061,219134621.32
2025-04-22,27281,311675688.96
2025-04-23,45907,303277839.33
2025-04-24,18821,218905855.22
2025-04-25,158997,237964151.84
2025-04-28,191956,331807689.72
2025-04-29,80116,408679064.16
2025-04-30,39954,391762069.02
2025-05-02,206960,290695167.87
2025-05-05,138468,393559502.99
2025-05-06,105215,455069164.94
2025-05-07,51815,475378544.26
2025-05-08,33414,238551944.04
2025-05-09,26714,308694376.62
2025-05-13,211211,495106515.14
2025-05-14,61840,487612056.49
2025-05-15,52088,372381405.79
2025-05-16,23600,281834252.15
2025-05-19,28003,270767389.69
2025-05-20,22198,319269629.72
2025-05-21,38192,272725780.69
2025-05-22,23233,228078340.81
2025-05-23,27594,270004143.1
2025-05-26,122900,333119041.06
2025-05-27,183525,433390784.58
2025-05-28,134536,394429125.14
2025-05-29,18929,238705888.4
2025-05-30,24746,318752968.55
2025-06-03,225064,379325967.97
2025-06-04,96755,636958901.24
2025-06-05,142936,304970854.94
2025-06-06,29053,248092967.6
2025-06-09,47276,325065440.02
2025-06-10,179261,437528919.92
2025-06-11,111676,369390340.71
2025-06-12,19992,323250375.39
2025-06-13,16003,226114072.24
2025-06-16,49695,373163948.38
2025-06-17,20045,364903065.01
2025-06-18,40284,230466588.43
2025-06-19,9655,246327590.15
2025-06-20,15305,269634045.66
2025-06-23,45518,373430476.25
2025-06-24,18797,397841395.9
2025-06-25,137855,327970347.52
2025-06-26,154885,379204452.83
2025-06-30,116882,488885184.68
2025-07-01,73807,402445619.99
2025-07-02,240180,562263308.71
2025-07-03,57786,327945711.9
2025-07-04,71348,256048611.43
2025-07-07,112222,284009597.78
2025-07-08,41719,393258048.59
2025-07-09,43798,402256391.24
2025-07-10,195328,311397468.81
2025-07-11,67607,300551462.04
2025-07-14,28964,260500039.35
2025-07-15,33573,493711091.43
2025-07-16,41054,353534759.35
2025-07-17,10583,256027685.88
2025-07-18,24560,213108430.92
2025-07-21,22726,225975531.33
2025-07-22,31243,423980022.12
2025-07-23,48318,369252946.87
2025-07-24,16494,280327879.75
2025-07-25,147687,285082267.47
2025-07-28,237090,402316799.93
2025-07-29,55868,508389019.59
2025-07-30,33090,372668850.6
2025-07-31,14570,294049631.46
2025-08-01,102146,243302268.82
2025-08-04,144056,389984674.84
2025-08-05,140831,519044858.07
2025-08-06,64480,304699635.29
2025-08-07,28613,264400257.66
2025-08-08,40480,302655064.07
2025-08-11,193261,381760404.16
2025-08-12,88637,500339601.78
2025-08-13,41444,382590066.53
2025-08-14,16010,240911207.44
2025-08-15,31914,345611320.42
2025-08-18,38923,341949463.66
2025-08-19,20917,265216253.8
2025-08-20,39347,432304899.68
2025-08-21,14493,236667866.15
2025-08-22,20405,275239585.54
2025-08-25,158350,339108328.67
2025-08-26,102067,422412674.5
2025-08-27,122309,395615674.61
2025-08-28,129387,323887748.09
2025-08-29,33138,291131593.21
2025-09-02,242723,449698335.32
2025-09-03,104341,563682437.01
2025-09-04,29194,450076459.95
2025-09-08,153577,410951344.38
2025-09-09,55646,560767680.04
2025-09-10,199457,416621716.0
2025-09-11,78304,383421798.42
2025-09-12,36647,274952567.43
2025-09-17,84999,513443321.39
2025-09-18,19018,369051854.04
2025-09-19,14081,375270573.14
2025-09-22,37225,286356311.62
2025-09-23,26075,443648322.1
2025-09-24,40332,423803605.64
2025-09-25,178537,287906593.18
2025-09-26,80213,326101587.01
2025-09-29,174153,400053576.47
2025-09-30,80495,586407464.07
2025-10-01,86876,357279637.71
2025-10-02,185340,418494454.99
2025-10-03,149461,337494827.88
2025-10-06,112449,470292913.91
2025-10-07,40679,400037346.58
2025-10-08,64530,362648208.11
2025-10-09,19519,328313743.31
2025-10-10,208805,353292148.63
2025-10-13,64826,400868376.65
2025-10-14,19559,405291332.01
2025-10-15,57917,433380084.01
2025-10-16,23234,289542927.42
2025-10-17,15884,223870116.27
2025-10-21,54184,405052676.48
2025-10-22,60669,524263441.09
2025-10-23,14396,275183179.32
2025-10-24,27113,269188507.0
2025-10-27,180440,408061749.47
2025-10-28,248020,443473599.43
2025-10-29,76416,349419340.01
2025-10-30,20879,262618086.89
2025-10-31,17653,313210586.76
2025-11-03,254110,420166631.12
2025-11-04,94048,544121987.73
2025-11-05,157807,406114807.12
2025-11-06,23047,276924211.55
2025-11-07,22794,307798578.36
2025-11-10,201349,418667023.61
2025-11-11,98515,410208534.74
2025-11-12,52681,414739595.08
2025-11-13,12114,296510265.0
2025-11-14,20746,234804481.84
2025-11-17,50025,364169574.72
2025-11-18,25501,445565282.58
2025-11-19,29987,377062690.14
2025-11-20,17582,187227164.06
2025-11-21,20213,292164097.39
2025-11-24,50738,326969843.23
2025-11-25,81969,431573912.42
2025-11-26,166326,346884633.09
2025-11-27,164841,382195725.63
2025-11-28,120987,304223487.81
2025-12-01,75544,414442831.28
2025-12-02,230390,512226407.15
2025-12-03,111880,410166250.15
2025-12-04,56163,276069249.68
2025-12-05,102860,310809349.68
2025-12-08,55224,338698835.38
2025-12-09,27204,375434251.33
2025-12-10,193361,464364045.83
2025-12-11,94752,272102884.87
2025-12-12,23552,296866935.23
2025-12-15,46079,456854787.72
2025-12-16,26597,418635465.37
2025-12-17,33497,450451130.8
2025-12-18,34048,241997183.04
2025-12-19,18383,206618421.43
2025-12-22,38569,348242482.64
2025-12-23,40332,380423460.04
2025-12-24,50521,420999918.11
2025-12-26,152391,384683522.5
2025-12-29,208288,386689361.92
2025-12-30,152551,517834671.64
2025-12-31,34680,529453592.52
2026-01-02,201272,354631474.43
2026-01-05,197625,446303236.52
2026-01-06,76389,442625595.59
2026-01-07,88575,467793646.08
2026-01-08,40101,270660983.26
2026-01-09,23322,255493492.98
2026-01-12,191190,352202581.1
2026-01-13,57974,421882407.7
2026-01-14,61273,462558231.5
2026-01-15,32421,273596463.29
2026-01-16,25202,251926070.22
2026-01-19,32123,345600988.55
2026-01-20,24824,375931960.5
2026-01-21,49770,375750554.8
2026-01-22,31853,237069652.3
2026-01-23,36505,238432952.6
2026-01-26,196343,396480595.29
2026-01-27,172015,469228532.97
2026-01-28,161914,293719517.4
2026-01-29,31062,385156821.76
2026-01-30,22288,403715204.3
2026-02-03,212678,417889536.52
2026-02-04,142351,407621448.01
2026-02-05,181852,607155527.53
2026-02-06,27907,339526445.9
2026-02-09,62754,394423668.79
2026-02-10,178795,479949447.12
2026-02-11,113335,508915442.42
2026-02-12,54571,270090593.01
2026-02-13,18767,316190204.22
2026-02-16,67293,453278988.12
2026-02-19,62075,399774368.44
2026-02-20,29460,416784427.0
2026-02-23,48262,377763271.28
2026-02-24,22407,415154039.65
2026-02-25,155342,465032028.27
2026-02-26,178123,328648105.8
2026-02-27,143008,323292706.39
2026-03-02,267519,498777263.5
2026-03-03,131347,531748324.62
2026-03-04,114532,441733304.66
2026-03-05,66438,289754099.79
2026-03-06,30244,284239918.52
2026-03-09,88732,438664320.17
2026-03-10,256051,524242905.44
2026-03-11,76710,444710885.71
2026-03-12,22035,446645673.14
2026-03-13,28619,222784439.95
2026-03-16,80934,403900159.94
2026-03-17,24448,462887317.61
2026-03-18,50931,420672425.37
2026-03-19,12250,255832089.06
2026-03-24,71607,432470637.81
2026-03-25,214088,586230657.71
2026-03-26,104975,322411175.4
2026-03-27,83563,329306122.0
2026-03-30,125691,508582184.3
2026-03-31,27405,302056290.57
2026-04-01,99832,231071276.21
2026-04-02,237410,515417208.93
2026-04-03,31165,278726273.34
2026-04-06,110767,180974244.52
2026-04-07,68940,418164095.65
2026-04-08,55712,482097609.39
2026-04-09,32702,246255228.58
2026-04-10,176262,312693151.69
2026-04-13,64253,286418690.38
2026-04-14,43177,660532013.75
2026-04-15,50394,507479508.43
2026-04-16,50215,265896984.05
2026-04-17,17417,233572822.95
2026-04-20,41482,339132747.48
2026-04-21,23426,427026629.77
2026-04-22,56765,411655822.15
2026-04-23,32220,234911553.09
2026-04-24,191628,246876455.14
2026-04-27,207756,412245842.14
2026-04-28,115306,494808834.24
2026-04-29,52607,401296177.73
2026-04-30,23720,331919261.61
2026-05-04,312200,578042571.81
2026-05-05,205054,650239302.74
2026-05-06,20367,253251010.59
2026-05-07,34087,407078561.3
2026-05-08,37685,363761246.06
2026-05-11,184043,406028140.62
2026-05-12,114364,611137670.32
2026-05-13,82315,526151731.01
2026-05-14,15380,346300544.06
2026-05-15,45199,287587096.43
2026-05-18,43256,377757736.4
2026-05-19,20348,455216780.07
2026-05-20,41745,382632999.05
2026-05-21,28159,257962017.2
2026-05-22,43769,339131476.89
2026-05-25,222715,389267496.06
2026-05-26,116679,578949850.01
2026-05-28,205474,555713254.54
2026-05-29,76044,464838608.21
2026-06-03,230622,554414913.96
2026-06-04,131034,653472345.04
2026-06-05,124701,449874786.42
2026-06-08,77965,468196021.49
2026-06-09,35216,547652149.23
2026-06-10,223737,483402487.17
2026-06-11,126291,358829077.85
2026-06-12,57785,292398933.3
2026-06-15,51972,451411031.5
2026-06-16,35280,418605286.07
2026-06-18,45147,453945515.56
2026-06-19,22240,259432539.95
2026-06-22,54876,381968815.22
2026-06-23,33695,468303541.79
2026-06-24,41650,450785149.94
2026-06-25,159635,199819623.42
2026-06-26,210585,332846646.72
2026-06-29,151306,389665953.28
2026-06-30,29653,644725097.4
2026-07-01,177808,395159171.36
2026-07-02,201652,429031560.57
2026-07-03,72457,379023914.99
2026-07-06,91201,326412789.01
2026-07-07,79989,411713857.24
2026-07-08,61217,455612378.57
2026-07-09,26715,287154399.94
2026-07-10,216491,284053837.09
2026-07-13,128680,345030669.08
2026-07-14,29185,484849889.05
2026-07-15,65940,501139576.82
2026-07-16,25953,249544953.39
2026-07-17,29352,203143481.76
2026-07-20,36992,296711754.09
2026-07-21,19713,418740933.55
2026-07-22,56150,365316349.01
2026-07-23,33682,264683481.13
2026-07-24,174037,206271941.06
2026-07-27,205956,306525848.6
2026-07-28,172957,617582235.51
2026-07-29,53585,335497543.67
2026-07-30,16784,301457369.71
2026-07-31,17659,370588731.29
2026-08-03,234504,311955524.48
2026-08-04,189224,671456103.69
2026-08-05,140164,439581902.3
2026-08-06,28704,295974796.96
2026-08-07,30663,247246239.21
2026-08-10,215240,362382074.94
2026-08-11,137308,584023202.93
2026-08-12,66029,408452576.7
2026-08-13,24059,274575702.82
2026-08-14,34260,244849414.43
2026-08-17,58726,345892482.86
2026-08-18,25200,514601785.09
2026-08-19,15302,372920935.18
2026-08-20,18002,197810578.39
2026-08-21,44377,237248364.33
2026-08-24,71435,351716928.06
2026-08-26,196508,488270760.9
2026-08-27,270355,692917536.71
2026-09-01,103629,381956616.93
