date,state,parlimen,dun,poverty_absolute
2019-01-01,Negeri Sembilan,P.133 Tampin,N.36 Repah,4.1
2022-01-01,Negeri Sembilan,P.133 Tampin,N.36 Repah,8.6
2024-01-01,Negeri Sembilan,P.133 Tampin,N.36 Repah,9.4
2019-01-01,Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,11.0
2022-01-01,Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,4.9
2024-01-01,Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,6.7
2019-01-01,Melaka,P.134 Masjid Tanah,N.02 Tanjung Bidara,3.0
2022-01-01,Melaka,P.134 Masjid Tanah,N.02 Tanjung Bidara,4.4
2024-01-01,Melaka,P.134 Masjid Tanah,N.02 Tanjung Bidara,7.7
2019-01-01,Melaka,P.134 Masjid Tanah,N.03 Ayer Limau,8.8
2022-01-01,Melaka,P.134 Masjid Tanah,N.03 Ayer Limau,9.3
2024-01-01,Melaka,P.134 Masjid Tanah,N.03 Ayer Limau,5.1
2019-01-01,Melaka,P.134 Masjid Tanah,N.04 Lendu,5.9
2022-01-01,Melaka,P.134 Masjid Tanah,N.04 Lendu,12.5
2024-01-01,Melaka,P.134 Masjid Tanah,N.04 Lendu,2.2
2019-01-01,Melaka,P.134 Masjid Tanah,N.05 Taboh Naning,2.0
2022-01-01,Melaka,P.134 Masjid Tanah,N.05 Taboh Naning,4.9
2024-01-01,Melaka,P.134 Masjid Tanah,N.05 Taboh Naning,9.9
2019-01-01,Melaka,P.135 Alor Gajah,N.06 Rembia,2.7
2022-01-01,Melaka,P.135 Alor Gajah,N.06 Rembia,5.7
2024-01-01,Melaka,P.135 Alor Gajah,N.06 Rembia,5.1
2019-01-01,Melaka,P.135 Alor Gajah,N.07 Gadek,4.9
2022-01-01,Melaka,P.135 Alor Gajah,N.07 Gadek,5.4
2024-01-01,Melaka,P.135 Alor Gajah,N.07 Gadek,3.3
2019-01-01,Melaka,P.135 Alor Gajah,N.08 Machap Jaya,1.0
2022-01-01,Melaka,P.135 Alor Gajah,N.08 Machap Jaya,2.9
2024-01-01,Melaka,P.135 Alor Gajah,N.08 Machap Jaya,1.8
2019-01-01,Melaka,P.135 Alor Gajah,N.09 Durian Tunggal,0.4
2022-01-01,Melaka,P.135 Alor Gajah,N.09 Durian Tunggal,0.8
2024-01-01,Melaka,P.135 Alor Gajah,N.09 Durian Tunggal,3.2
2019-01-01,Melaka,P.135 Alor Gajah,N.10 Asahan,6.5
2022-01-01,Melaka,P.135 Alor Gajah,N.10 Asahan,5.2
2024-01-01,Melaka,P.135 Alor Gajah,N.10 Asahan,1.6
2019-01-01,Melaka,P.136 Tangga Batu,N.11 Sungai Udang,4.1
2022-01-01,Melaka,P.136 Tangga Batu,N.11 Sungai Udang,2.4
2024-01-01,Melaka,P.136 Tangga Batu,N.11 Sungai Udang,1.4
2019-01-01,Melaka,P.136 Tangga Batu,N.12 Pantai Kundor,10.4
2022-01-01,Melaka,P.136 Tangga Batu,N.12 Pantai Kundor,6.1
2024-01-01,Melaka,P.136 Tangga Batu,N.12 Pantai Kundor,7.5
2019-01-01,Melaka,P.136 Tangga Batu,N.13 Paya Rumput,3.8
2022-01-01,Melaka,P.136 Tangga Batu,N.13 Paya Rumput,3.0
2024-01-01,Melaka,P.136 Tangga Batu,N.13 Paya Rumput,3.6
2019-01-01,Melaka,P.136 Tangga Batu,N.14 Kelebang,6.7
2022-01-01,Melaka,P.136 Tangga Batu,N.14 Kelebang,6.6
2024-01-01,Melaka,P.136 Tangga Batu,N.14 Kelebang,5.4
2019-01-01,Melaka,P.137 Hang Tuah Jaya,N.15 Pengkalan Batu,7.8
2022-01-01,Melaka,P.137 Hang Tuah Jaya,N.15 Pengkalan Batu,5.1
2024-01-01,Melaka,P.137 Hang Tuah Jaya,N.15 Pengkalan Batu,0.0
2019-01-01,Melaka,P.137 Hang Tuah Jaya,N.16 Ayer Keroh,1.1
2022-01-01,Melaka,P.137 Hang Tuah Jaya,N.16 Ayer Keroh,1.2
2024-01-01,Melaka,P.137 Hang Tuah Jaya,N.16 Ayer Keroh,1.7
2019-01-01,Melaka,P.137 Hang Tuah Jaya,N.17 Bukit Katil,6.2
2022-01-01,Melaka,P.137 Hang Tuah Jaya,N.17 Bukit Katil,4.1
2024-01-01,Melaka,P.137 Hang Tuah Jaya,N.17 Bukit Katil,3.1
2019-01-01,Melaka,P.137 Hang Tuah Jaya,N.18 Ayer Molek,5.9
2022-01-01,Melaka,P.137 Hang Tuah Jaya,N.18 Ayer Molek,4.4
2024-01-01,Melaka,P.137 Hang Tuah Jaya,N.18 Ayer Molek,0.0
2019-01-01,Melaka,P.138 Kota Melaka,N.19 Kesidang,2.1
2022-01-01,Melaka,P.138 Kota Melaka,N.19 Kesidang,4.6
2024-01-01,Melaka,P.138 Kota Melaka,N.19 Kesidang,2.6
2019-01-01,Melaka,P.138 Kota Melaka,N.20 Kota Laksamana,0.0
2022-01-01,Melaka,P.138 Kota Melaka,N.20 Kota Laksamana,3.3
2024-01-01,Melaka,P.138 Kota Melaka,N.20 Kota Laksamana,5.8
2019-01-01,Melaka,P.138 Kota Melaka,N.21 Duyong,7.8
2022-01-01,Melaka,P.138 Kota Melaka,N.21 Duyong,7.5
2024-01-01,Melaka,P.138 Kota Melaka,N.21 Duyong,3.8
2019-01-01,Melaka,P.138 Kota Melaka,N.22 Bandar Hilir,0.0
2022-01-01,Melaka,P.138 Kota Melaka,N.22 Bandar Hilir,0.0
2024-01-01,Melaka,P.138 Kota Melaka,N.22 Bandar Hilir,2.7
2019-01-01,Melaka,P.138 Kota Melaka,N.23 Telok Mas,6.8
2022-01-01,Melaka,P.138 Kota Melaka,N.23 Telok Mas,2.1
2024-01-01,Melaka,P.138 Kota Melaka,N.23 Telok Mas,0.0
2019-01-01,Melaka,P.139 Jasin,N.24 Bemban,2.0
2022-01-01,Melaka,P.139 Jasin,N.24 Bemban,3.3
2024-01-01,Melaka,P.139 Jasin,N.24 Bemban,0.7
2019-01-01,Melaka,P.139 Jasin,N.25 Rim,4.7
2022-01-01,Melaka,P.139 Jasin,N.25 Rim,0.0
2024-01-01,Melaka,P.139 Jasin,N.25 Rim,1.5
2019-01-01,Melaka,P.139 Jasin,N.26 Serkam,0.5
2022-01-01,Melaka,P.139 Jasin,N.26 Serkam,12.3
2024-01-01,Melaka,P.139 Jasin,N.26 Serkam,3.3
2019-01-01,Melaka,P.139 Jasin,N.27 Merlimau,4.1
2022-01-01,Melaka,P.139 Jasin,N.27 Merlimau,6.8
2024-01-01,Melaka,P.139 Jasin,N.27 Merlimau,0.0
2019-01-01,Melaka,P.139 Jasin,N.28 Sungai Rambai,4.5
2022-01-01,Melaka,P.139 Jasin,N.28 Sungai Rambai,6.3
2024-01-01,Melaka,P.139 Jasin,N.28 Sungai Rambai,0.0
2019-01-01,Johor,P.140 Segamat,N.01 Buloh Kasap,3.4
2022-01-01,Johor,P.140 Segamat,N.01 Buloh Kasap,8.6
2024-01-01,Johor,P.140 Segamat,N.01 Buloh Kasap,3.2
2019-01-01,Johor,P.140 Segamat,N.02 Jementah,2.1
2022-01-01,Johor,P.140 Segamat,N.02 Jementah,3.3
2024-01-01,Johor,P.140 Segamat,N.02 Jementah,0.7
2019-01-01,Johor,P.141 Sekijang,N.03 Pemanis,2.3
2022-01-01,Johor,P.141 Sekijang,N.03 Pemanis,6.4
2024-01-01,Johor,P.141 Sekijang,N.03 Pemanis,6.3
2019-01-01,Johor,P.141 Sekijang,N.04 Kemelah,4.1
2022-01-01,Johor,P.141 Sekijang,N.04 Kemelah,10.3
2024-01-01,Johor,P.141 Sekijang,N.04 Kemelah,3.3
2019-01-01,Johor,P.142 Labis,N.05 Tenang,4.4
2022-01-01,Johor,P.142 Labis,N.05 Tenang,8.4
2024-01-01,Johor,P.142 Labis,N.05 Tenang,0.0
2019-01-01,Johor,P.142 Labis,N.06 Bekok,0.0
2022-01-01,Johor,P.142 Labis,N.06 Bekok,7.6
2024-01-01,Johor,P.142 Labis,N.06 Bekok,5.9
2019-01-01,Johor,P.143 Pagoh,N.07 Bukit Kepong,8.9
2022-01-01,Johor,P.143 Pagoh,N.07 Bukit Kepong,8.3
2024-01-01,Johor,P.143 Pagoh,N.07 Bukit Kepong,1.5
2019-01-01,Johor,P.143 Pagoh,N.08 Bukit Pasir,5.0
2022-01-01,Johor,P.143 Pagoh,N.08 Bukit Pasir,8.1
2024-01-01,Johor,P.143 Pagoh,N.08 Bukit Pasir,1.1
2019-01-01,Johor,P.144 Ledang,N.09 Gambir,7.0
2022-01-01,Johor,P.144 Ledang,N.09 Gambir,5.1
2024-01-01,Johor,P.144 Ledang,N.09 Gambir,3.6
2019-01-01,Johor,P.144 Ledang,N.10 Tangkak,2.1
2022-01-01,Johor,P.144 Ledang,N.10 Tangkak,7.3
2024-01-01,Johor,P.144 Ledang,N.10 Tangkak,6.4
2019-01-01,Johor,P.144 Ledang,N.11 Serom,1.9
2022-01-01,Johor,P.144 Ledang,N.11 Serom,8.1
2024-01-01,Johor,P.144 Ledang,N.11 Serom,2.7
2019-01-01,Johor,P.145 Bakri,N.12 Bentayan,2.3
2022-01-01,Johor,P.145 Bakri,N.12 Bentayan,6.1
2024-01-01,Johor,P.145 Bakri,N.12 Bentayan,2.6
2019-01-01,Johor,P.145 Bakri,N.13 Simpang Jeram,4.0
2022-01-01,Johor,P.145 Bakri,N.13 Simpang Jeram,3.1
2024-01-01,Johor,P.145 Bakri,N.13 Simpang Jeram,3.7
2019-01-01,Johor,P.145 Bakri,N.14 Bukit Naning,4.4
2022-01-01,Johor,P.145 Bakri,N.14 Bukit Naning,3.2
2024-01-01,Johor,P.145 Bakri,N.14 Bukit Naning,0.0
2019-01-01,Johor,P.146 Muar,N.15 Maharani,8.0
2022-01-01,Johor,P.146 Muar,N.15 Maharani,7.1
2024-01-01,Johor,P.146 Muar,N.15 Maharani,2.1
2019-01-01,Johor,P.146 Muar,N.16 Sungai Balang,0.0
2022-01-01,Johor,P.146 Muar,N.16 Sungai Balang,4.9
2024-01-01,Johor,P.146 Muar,N.16 Sungai Balang,1.6
2019-01-01,Johor,P.147 Parit Sulong,N.17 Semerah,4.5
2022-01-01,Johor,P.147 Parit Sulong,N.17 Semerah,6.5
2024-01-01,Johor,P.147 Parit Sulong,N.17 Semerah,0.0
2019-01-01,Johor,P.147 Parit Sulong,N.18 Sri Medan,6.2
2022-01-01,Johor,P.147 Parit Sulong,N.18 Sri Medan,6.3
2024-01-01,Johor,P.147 Parit Sulong,N.18 Sri Medan,0.0
2019-01-01,Johor,P.148 Ayer Hitam,N.19 Yong Peng,1.5
2022-01-01,Johor,P.148 Ayer Hitam,N.19 Yong Peng,6.8
2024-01-01,Johor,P.148 Ayer Hitam,N.19 Yong Peng,2.5
2019-01-01,Johor,P.148 Ayer Hitam,N.20 Semarang,4.2
2022-01-01,Johor,P.148 Ayer Hitam,N.20 Semarang,0.0
2024-01-01,Johor,P.148 Ayer Hitam,N.20 Semarang,0.0
2019-01-01,Johor,P.149 Sri Gading,N.21 Parit Yaani,2.0
2022-01-01,Johor,P.149 Sri Gading,N.21 Parit Yaani,5.2
2024-01-01,Johor,P.149 Sri Gading,N.21 Parit Yaani,2.9
2019-01-01,Johor,P.149 Sri Gading,N.22 Parit Raja,2.6
2022-01-01,Johor,P.149 Sri Gading,N.22 Parit Raja,10.8
2024-01-01,Johor,P.149 Sri Gading,N.22 Parit Raja,5.6
2019-01-01,Johor,P.150 Batu Pahat,N.23 Penggaram,1.8
2022-01-01,Johor,P.150 Batu Pahat,N.23 Penggaram,1.6
2024-01-01,Johor,P.150 Batu Pahat,N.23 Penggaram,3.8
2019-01-01,Johor,P.150 Batu Pahat,N.24 Senggarang,5.5
2022-01-01,Johor,P.150 Batu Pahat,N.24 Senggarang,6.2
2024-01-01,Johor,P.150 Batu Pahat,N.24 Senggarang,0.0
2019-01-01,Johor,P.150 Batu Pahat,N.25 Rengit,2.1
2022-01-01,Johor,P.150 Batu Pahat,N.25 Rengit,2.8
2024-01-01,Johor,P.150 Batu Pahat,N.25 Rengit,2.5
2019-01-01,Johor,P.151 Simpang Renggam,N.26 Machap,10.4
2022-01-01,Johor,P.151 Simpang Renggam,N.26 Machap,5.2
2024-01-01,Johor,P.151 Simpang Renggam,N.26 Machap,3.4
2019-01-01,Johor,P.151 Simpang Renggam,N.27 Layang-Layang,9.0
2022-01-01,Johor,P.151 Simpang Renggam,N.27 Layang-Layang,13.5
2024-01-01,Johor,P.151 Simpang Renggam,N.27 Layang-Layang,9.6
2019-01-01,Johor,P.152 Kluang,N.28 Mengkibol,3.2
2022-01-01,Johor,P.152 Kluang,N.28 Mengkibol,5.9
2024-01-01,Johor,P.152 Kluang,N.28 Mengkibol,4.6
2019-01-01,Johor,P.152 Kluang,N.29 Mahkota,4.0
2022-01-01,Johor,P.152 Kluang,N.29 Mahkota,9.7
2024-01-01,Johor,P.152 Kluang,N.29 Mahkota,4.0
2019-01-01,Johor,P.153 Sembrong,N.30 Paloh,0.0
2022-01-01,Johor,P.153 Sembrong,N.30 Paloh,3.1
2024-01-01,Johor,P.153 Sembrong,N.30 Paloh,16.8
2019-01-01,Johor,P.153 Sembrong,N.31 Kahang,7.6
2022-01-01,Johor,P.153 Sembrong,N.31 Kahang,6.5
2024-01-01,Johor,P.153 Sembrong,N.31 Kahang,6.9
2019-01-01,Johor,P.154 Mersing,N.32 Endau,14.4
2022-01-01,Johor,P.154 Mersing,N.32 Endau,20.9
2024-01-01,Johor,P.154 Mersing,N.32 Endau,7.5
2019-01-01,Johor,P.154 Mersing,N.33 Tenggaroh,11.0
2022-01-01,Johor,P.154 Mersing,N.33 Tenggaroh,6.9
2024-01-01,Johor,P.154 Mersing,N.33 Tenggaroh,5.5
2019-01-01,Johor,P.155 Tenggara,N.34 Panti,5.7
2022-01-01,Johor,P.155 Tenggara,N.34 Panti,3.9
2024-01-01,Johor,P.155 Tenggara,N.34 Panti,7.1
2019-01-01,Johor,P.155 Tenggara,N.35 Pasir Raja,4.0
2022-01-01,Johor,P.155 Tenggara,N.35 Pasir Raja,4.8
2024-01-01,Johor,P.155 Tenggara,N.35 Pasir Raja,2.6
2019-01-01,Johor,P.156 Kota Tinggi,N.36 Sedili,13.2
2022-01-01,Johor,P.156 Kota Tinggi,N.36 Sedili,5.4
2024-01-01,Johor,P.156 Kota Tinggi,N.36 Sedili,0.0
2019-01-01,Johor,P.156 Kota Tinggi,N.37 Johor Lama,6.9
2022-01-01,Johor,P.156 Kota Tinggi,N.37 Johor Lama,3.6
2024-01-01,Johor,P.156 Kota Tinggi,N.37 Johor Lama,3.9
2019-01-01,Johor,P.157 Pengerang,N.38 Penawar,3.9
2022-01-01,Johor,P.157 Pengerang,N.38 Penawar,3.7
2024-01-01,Johor,P.157 Pengerang,N.38 Penawar,0.9
2019-01-01,Johor,P.157 Pengerang,N.39 Tanjung Surat,5.2
2022-01-01,Johor,P.157 Pengerang,N.39 Tanjung Surat,8.2
2024-01-01,Johor,P.157 Pengerang,N.39 Tanjung Surat,9.9
2019-01-01,Johor,P.158 Tebrau,N.40 Tiram,5.1
2022-01-01,Johor,P.158 Tebrau,N.40 Tiram,4.9
2024-01-01,Johor,P.158 Tebrau,N.40 Tiram,2.9
2019-01-01,Johor,P.158 Tebrau,N.41 Puteri Wangsa,2.7
2022-01-01,Johor,P.158 Tebrau,N.41 Puteri Wangsa,6.0
2024-01-01,Johor,P.158 Tebrau,N.41 Puteri Wangsa,2.1
2019-01-01,Johor,P.159 Pasir Gudang,N.42 Johor Jaya,5.9
2022-01-01,Johor,P.159 Pasir Gudang,N.42 Johor Jaya,4.5
2024-01-01,Johor,P.159 Pasir Gudang,N.42 Johor Jaya,1.6
2019-01-01,Johor,P.159 Pasir Gudang,N.43 Permas,3.9
2022-01-01,Johor,P.159 Pasir Gudang,N.43 Permas,6.7
2024-01-01,Johor,P.159 Pasir Gudang,N.43 Permas,3.7
2019-01-01,Johor,P.160 Johor Bahru,N.44 Larkin,3.7
2022-01-01,Johor,P.160 Johor Bahru,N.44 Larkin,5.6
2024-01-01,Johor,P.160 Johor Bahru,N.44 Larkin,1.8
2019-01-01,Johor,P.160 Johor Bahru,N.45 Stulang,3.0
2022-01-01,Johor,P.160 Johor Bahru,N.45 Stulang,4.4
2024-01-01,Johor,P.160 Johor Bahru,N.45 Stulang,0.0
2019-01-01,Johor,P.161 Pulai,N.46 Perling,0.5
2022-01-01,Johor,P.161 Pulai,N.46 Perling,1.0
2024-01-01,Johor,P.161 Pulai,N.46 Perling,1.6
2019-01-01,Johor,P.161 Pulai,N.47 Kempas,2.5
2022-01-01,Johor,P.161 Pulai,N.47 Kempas,2.5
2024-01-01,Johor,P.161 Pulai,N.47 Kempas,3.3
2019-01-01,Johor,P.162 Iskandar Puteri,N.48 Skudai,3.4
2022-01-01,Johor,P.162 Iskandar Puteri,N.48 Skudai,1.3
2024-01-01,Johor,P.162 Iskandar Puteri,N.48 Skudai,0.7
2019-01-01,Johor,P.162 Iskandar Puteri,N.49 Kota Iskandar,1.6
2022-01-01,Johor,P.162 Iskandar Puteri,N.49 Kota Iskandar,1.1
2024-01-01,Johor,P.162 Iskandar Puteri,N.49 Kota Iskandar,0.0
2019-01-01,Johor,P.163 Kulai,N.50 Bukit Permai,5.7
2022-01-01,Johor,P.163 Kulai,N.50 Bukit Permai,0.0
2024-01-01,Johor,P.163 Kulai,N.50 Bukit Permai,0.0
2019-01-01,Johor,P.163 Kulai,N.51 Bukit Batu,5.9
2022-01-01,Johor,P.163 Kulai,N.51 Bukit Batu,0.7
2024-01-01,Johor,P.163 Kulai,N.51 Bukit Batu,0.7
2019-01-01,Johor,P.163 Kulai,N.52 Senai,2.4
2022-01-01,Johor,P.163 Kulai,N.52 Senai,0.0
2024-01-01,Johor,P.163 Kulai,N.52 Senai,0.0
2019-01-01,Johor,P.164 Pontian,N.53 Benut,5.5
2022-01-01,Johor,P.164 Pontian,N.53 Benut,11.1
2024-01-01,Johor,P.164 Pontian,N.53 Benut,2.1
2019-01-01,Johor,P.164 Pontian,N.54 Pulai Sebatang,4.7
2022-01-01,Johor,P.164 Pontian,N.54 Pulai Sebatang,2.8
2024-01-01,Johor,P.164 Pontian,N.54 Pulai Sebatang,3.0
2019-01-01,Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,5.3
2022-01-01,Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,2.1
2024-01-01,Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,0.0
2019-01-01,Johor,P.165 Tanjung Piai,N.56 Kukup,8.0
2022-01-01,Johor,P.165 Tanjung Piai,N.56 Kukup,9.5
2024-01-01,Johor,P.165 Tanjung Piai,N.56 Kukup,3.2
2019-01-01,Sabah,P.167 Kudat,N.01 Banggi,61.7
2022-01-01,Sabah,P.167 Kudat,N.01 Banggi,59.0
2024-01-01,Sabah,P.167 Kudat,N.01 Banggi,57.1
2019-01-01,Sabah,P.167 Kudat,N.02 Bengkoka,75.0
2022-01-01,Sabah,P.167 Kudat,N.02 Bengkoka,55.9
2024-01-01,Sabah,P.167 Kudat,N.02 Bengkoka,57.4
2019-01-01,Sabah,P.167 Kudat,N.03 Pitas,45.7
2022-01-01,Sabah,P.167 Kudat,N.03 Pitas,46.8
2024-01-01,Sabah,P.167 Kudat,N.03 Pitas,42.2
2019-01-01,Sabah,P.167 Kudat,N.04 Tanjong Kapor,37.5
2022-01-01,Sabah,P.167 Kudat,N.04 Tanjong Kapor,28.1
2024-01-01,Sabah,P.167 Kudat,N.04 Tanjong Kapor,34.0
2019-01-01,Sabah,P.168 Kota Marudu,N.05 Matunggong,49.8
2022-01-01,Sabah,P.168 Kota Marudu,N.05 Matunggong,41.3
2024-01-01,Sabah,P.168 Kota Marudu,N.05 Matunggong,37.4
2019-01-01,Sabah,P.168 Kota Marudu,N.06 Bandau,49.9
2022-01-01,Sabah,P.168 Kota Marudu,N.06 Bandau,55.4
2024-01-01,Sabah,P.168 Kota Marudu,N.06 Bandau,41.9
2019-01-01,Sabah,P.168 Kota Marudu,N.07 Tandek,31.9
2022-01-01,Sabah,P.168 Kota Marudu,N.07 Tandek,44.6
2024-01-01,Sabah,P.168 Kota Marudu,N.07 Tandek,31.5
2019-01-01,Sabah,P.169 Kota Belud,N.08 Pintasan,53.3
2022-01-01,Sabah,P.169 Kota Belud,N.08 Pintasan,30.4
2024-01-01,Sabah,P.169 Kota Belud,N.08 Pintasan,18.5
2019-01-01,Sabah,P.169 Kota Belud,N.09 Tempasuk,19.4
2022-01-01,Sabah,P.169 Kota Belud,N.09 Tempasuk,16.6
2024-01-01,Sabah,P.169 Kota Belud,N.09 Tempasuk,34.5
2019-01-01,Sabah,P.169 Kota Belud,N.10 Usukan,32.7
2022-01-01,Sabah,P.169 Kota Belud,N.10 Usukan,24.4
2024-01-01,Sabah,P.169 Kota Belud,N.10 Usukan,18.2
2019-01-01,Sabah,P.169 Kota Belud,N.11 Kadamaian,34.5
2022-01-01,Sabah,P.169 Kota Belud,N.11 Kadamaian,34.9
2024-01-01,Sabah,P.169 Kota Belud,N.11 Kadamaian,32.4
2019-01-01,Sabah,P.170 Tuaran,N.12 Sulaman,15.8
2022-01-01,Sabah,P.170 Tuaran,N.12 Sulaman,26.1
2024-01-01,Sabah,P.170 Tuaran,N.12 Sulaman,20.7
2019-01-01,Sabah,P.170 Tuaran,N.13 Pantai Dalit,11.6
2022-01-01,Sabah,P.170 Tuaran,N.13 Pantai Dalit,24.2
2024-01-01,Sabah,P.170 Tuaran,N.13 Pantai Dalit,29.2
2019-01-01,Sabah,P.170 Tuaran,N.14 Tamparuli,19.8
2022-01-01,Sabah,P.170 Tuaran,N.14 Tamparuli,27.2
2024-01-01,Sabah,P.170 Tuaran,N.14 Tamparuli,24.5
2019-01-01,Sabah,P.170 Tuaran,N.15 Kiulu,19.5
2022-01-01,Sabah,P.170 Tuaran,N.15 Kiulu,25.2
2024-01-01,Sabah,P.170 Tuaran,N.15 Kiulu,16.9
2019-01-01,Sabah,P.171 Sepanggar,N.16 Karambunai,10.0
2022-01-01,Sabah,P.171 Sepanggar,N.16 Karambunai,12.7
2024-01-01,Sabah,P.171 Sepanggar,N.16 Karambunai,15.4
2019-01-01,Sabah,P.171 Sepanggar,N.17 Darau,10.5
2022-01-01,Sabah,P.171 Sepanggar,N.17 Darau,14.1
2024-01-01,Sabah,P.171 Sepanggar,N.17 Darau,15.3
2019-01-01,Sabah,P.171 Sepanggar,N.18 Inanam,9.2
2022-01-01,Sabah,P.171 Sepanggar,N.18 Inanam,10.6
2024-01-01,Sabah,P.171 Sepanggar,N.18 Inanam,12.0
2019-01-01,Sabah,P.172 Kota Kinabalu,N.19 Likas,0.8
2022-01-01,Sabah,P.172 Kota Kinabalu,N.19 Likas,6.7
2024-01-01,Sabah,P.172 Kota Kinabalu,N.19 Likas,2.4
2019-01-01,Sabah,P.172 Kota Kinabalu,N.20 Api-Api,1.4
2022-01-01,Sabah,P.172 Kota Kinabalu,N.20 Api-Api,0.0
2024-01-01,Sabah,P.172 Kota Kinabalu,N.20 Api-Api,0.0
2019-01-01,Sabah,P.172 Kota Kinabalu,N.21 Luyang,2.1
2022-01-01,Sabah,P.172 Kota Kinabalu,N.21 Luyang,1.6
2024-01-01,Sabah,P.172 Kota Kinabalu,N.21 Luyang,2.4
2019-01-01,Sabah,P.173 Putatan,N.22 Tanjung Aru,17.7
2022-01-01,Sabah,P.173 Putatan,N.22 Tanjung Aru,17.1
2024-01-01,Sabah,P.173 Putatan,N.22 Tanjung Aru,19.2
2019-01-01,Sabah,P.173 Putatan,N.23 Petagas,15.5
2022-01-01,Sabah,P.173 Putatan,N.23 Petagas,16.3
2024-01-01,Sabah,P.173 Putatan,N.23 Petagas,6.3
2019-01-01,Sabah,P.173 Putatan,N.24 Tanjung Keramat,6.5
2022-01-01,Sabah,P.173 Putatan,N.24 Tanjung Keramat,12.0
2024-01-01,Sabah,P.173 Putatan,N.24 Tanjung Keramat,5.0
2019-01-01,Sabah,P.174 Penampang,N.25 Kapayan,3.2
2022-01-01,Sabah,P.174 Penampang,N.25 Kapayan,6.2
2024-01-01,Sabah,P.174 Penampang,N.25 Kapayan,6.2
2019-01-01,Sabah,P.174 Penampang,N.26 Moyog,6.5
2022-01-01,Sabah,P.174 Penampang,N.26 Moyog,9.0
2024-01-01,Sabah,P.174 Penampang,N.26 Moyog,8.0
2019-01-01,Sabah,P.175 Papar,N.27 Limbahau,10.6
2022-01-01,Sabah,P.175 Papar,N.27 Limbahau,19.0
2024-01-01,Sabah,P.175 Papar,N.27 Limbahau,16.6
2019-01-01,Sabah,P.175 Papar,N.28 Kawang,12.0
2022-01-01,Sabah,P.175 Papar,N.28 Kawang,12.9
2024-01-01,Sabah,P.175 Papar,N.28 Kawang,12.9
2019-01-01,Sabah,P.175 Papar,N.29 Pantai Manis,13.8
2022-01-01,Sabah,P.175 Papar,N.29 Pantai Manis,13.0
2024-01-01,Sabah,P.175 Papar,N.29 Pantai Manis,12.3
2019-01-01,Sabah,P.176 Kimanis,N.30 Bongawan,16.3
2022-01-01,Sabah,P.176 Kimanis,N.30 Bongawan,23.4
2024-01-01,Sabah,P.176 Kimanis,N.30 Bongawan,22.6
2019-01-01,Sabah,P.176 Kimanis,N.31 Membakut,21.8
2022-01-01,Sabah,P.176 Kimanis,N.31 Membakut,29.6
2024-01-01,Sabah,P.176 Kimanis,N.31 Membakut,38.5
2019-01-01,Sabah,P.177 Beaufort,N.32 Klias,26.7
2022-01-01,Sabah,P.177 Beaufort,N.32 Klias,23.6
2024-01-01,Sabah,P.177 Beaufort,N.32 Klias,16.2
2019-01-01,Sabah,P.177 Beaufort,N.33 Kuala Penyu,29.7
2022-01-01,Sabah,P.177 Beaufort,N.33 Kuala Penyu,17.6
2024-01-01,Sabah,P.177 Beaufort,N.33 Kuala Penyu,14.3
2019-01-01,Sabah,P.178 Sipitang,N.34 Lumadan,10.1
2022-01-01,Sabah,P.178 Sipitang,N.34 Lumadan,12.1
2024-01-01,Sabah,P.178 Sipitang,N.34 Lumadan,26.6
2019-01-01,Sabah,P.178 Sipitang,N.35 Sindumin,10.5
2022-01-01,Sabah,P.178 Sipitang,N.35 Sindumin,22.1
2024-01-01,Sabah,P.178 Sipitang,N.35 Sindumin,15.3
2019-01-01,Sabah,P.179 Ranau,N.36 Kundasang,29.8
2022-01-01,Sabah,P.179 Ranau,N.36 Kundasang,41.9
2024-01-01,Sabah,P.179 Ranau,N.36 Kundasang,40.4
2019-01-01,Sabah,P.179 Ranau,N.37 Karanaan,14.6
2022-01-01,Sabah,P.179 Ranau,N.37 Karanaan,11.2
2024-01-01,Sabah,P.179 Ranau,N.37 Karanaan,17.6
2019-01-01,Sabah,P.179 Ranau,N.38 Paginatan,33.6
2022-01-01,Sabah,P.179 Ranau,N.38 Paginatan,17.8
2024-01-01,Sabah,P.179 Ranau,N.38 Paginatan,13.2
2019-01-01,Sabah,P.180 Keningau,N.39 Tambunan,16.7
2022-01-01,Sabah,P.180 Keningau,N.39 Tambunan,9.0
2024-01-01,Sabah,P.180 Keningau,N.39 Tambunan,8.3
2019-01-01,Sabah,P.180 Keningau,N.40 Bingkor,15.7
2022-01-01,Sabah,P.180 Keningau,N.40 Bingkor,11.7
2024-01-01,Sabah,P.180 Keningau,N.40 Bingkor,10.9
2019-01-01,Sabah,P.180 Keningau,N.41 Liawan,12.7
2022-01-01,Sabah,P.180 Keningau,N.41 Liawan,15.2
2024-01-01,Sabah,P.180 Keningau,N.41 Liawan,15.3
2019-01-01,Sabah,P.181 Tenom,N.42 Melalap,9.2
2022-01-01,Sabah,P.181 Tenom,N.42 Melalap,11.7
