date,state,parlimen,dun,poverty_absolute
2019-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,7.6
2022-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,0.0
2024-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,4.0
2019-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,6.2
2022-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,5.9
2024-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,6.6
2019-01-01,Terengganu,P.039 Dungun,N.27 Sura,4.9
2022-01-01,Terengganu,P.039 Dungun,N.27 Sura,2.8
2024-01-01,Terengganu,P.039 Dungun,N.27 Sura,0.0
2019-01-01,Terengganu,P.039 Dungun,N.28 Paka,4.0
2022-01-01,Terengganu,P.039 Dungun,N.28 Paka,0.8
2024-01-01,Terengganu,P.039 Dungun,N.28 Paka,2.5
2019-01-01,Terengganu,P.040 Kemaman,N.29 Kemasik,5.8
2022-01-01,Terengganu,P.040 Kemaman,N.29 Kemasik,3.6
2024-01-01,Terengganu,P.040 Kemaman,N.29 Kemasik,2.3
2019-01-01,Terengganu,P.040 Kemaman,N.30 Kijal,3.0
2022-01-01,Terengganu,P.040 Kemaman,N.30 Kijal,2.9
2024-01-01,Terengganu,P.040 Kemaman,N.30 Kijal,1.8
2019-01-01,Terengganu,P.040 Kemaman,N.31 Cukai,4.3
2022-01-01,Terengganu,P.040 Kemaman,N.31 Cukai,6.7
2024-01-01,Terengganu,P.040 Kemaman,N.31 Cukai,6.7
2019-01-01,Terengganu,P.040 Kemaman,N.32 Air Putih,4.8
2022-01-01,Terengganu,P.040 Kemaman,N.32 Air Putih,3.4
2024-01-01,Terengganu,P.040 Kemaman,N.32 Air Putih,2.5
2019-01-01,Pulau Pinang,P.041 Kepala Batas,N.01 Penaga,7.5
2022-01-01,Pulau Pinang,P.041 Kepala Batas,N.01 Penaga,4.8
2024-01-01,Pulau Pinang,P.041 Kepala Batas,N.01 Penaga,4.8
2019-01-01,Pulau Pinang,P.041 Kepala Batas,N.02 Bertam,2.0
2022-01-01,Pulau Pinang,P.041 Kepala Batas,N.02 Bertam,5.9
2024-01-01,Pulau Pinang,P.041 Kepala Batas,N.02 Bertam,1.9
2019-01-01,Pulau Pinang,P.041 Kepala Batas,N.03 Pinang Tunggal,5.5
2022-01-01,Pulau Pinang,P.041 Kepala Batas,N.03 Pinang Tunggal,5.2
2024-01-01,Pulau Pinang,P.041 Kepala Batas,N.03 Pinang Tunggal,5.7
2019-01-01,Pulau Pinang,P.042 Tasek Gelugor,N.04 Permatang Berangan,2.3
2022-01-01,Pulau Pinang,P.042 Tasek Gelugor,N.04 Permatang Berangan,6.8
2024-01-01,Pulau Pinang,P.042 Tasek Gelugor,N.04 Permatang Berangan,1.6
2019-01-01,Pulau Pinang,P.042 Tasek Gelugor,N.05 Sungai Dua,2.1
2022-01-01,Pulau Pinang,P.042 Tasek Gelugor,N.05 Sungai Dua,5.3
2024-01-01,Pulau Pinang,P.042 Tasek Gelugor,N.05 Sungai Dua,8.9
2019-01-01,Pulau Pinang,P.042 Tasek Gelugor,N.06 Telok Ayer Tawar,8.5
2022-01-01,Pulau Pinang,P.042 Tasek Gelugor,N.06 Telok Ayer Tawar,1.4
2024-01-01,Pulau Pinang,P.042 Tasek Gelugor,N.06 Telok Ayer Tawar,8.0
2019-01-01,Pulau Pinang,P.043 Bagan,N.07 Sungai Puyu,5.3
2022-01-01,Pulau Pinang,P.043 Bagan,N.07 Sungai Puyu,1.0
2024-01-01,Pulau Pinang,P.043 Bagan,N.07 Sungai Puyu,2.2
2019-01-01,Pulau Pinang,P.043 Bagan,N.08 Bagan Jermal,2.2
2022-01-01,Pulau Pinang,P.043 Bagan,N.08 Bagan Jermal,1.6
2024-01-01,Pulau Pinang,P.043 Bagan,N.08 Bagan Jermal,0.0
2019-01-01,Pulau Pinang,P.043 Bagan,N.09 Bagan Dalam,1.3
2022-01-01,Pulau Pinang,P.043 Bagan,N.09 Bagan Dalam,1.3
2024-01-01,Pulau Pinang,P.043 Bagan,N.09 Bagan Dalam,1.7
2019-01-01,Pulau Pinang,P.044 Permatang Pauh,N.10 Seberang Jaya,3.6
2022-01-01,Pulau Pinang,P.044 Permatang Pauh,N.10 Seberang Jaya,3.6
2024-01-01,Pulau Pinang,P.044 Permatang Pauh,N.10 Seberang Jaya,4.0
2019-01-01,Pulau Pinang,P.044 Permatang Pauh,N.11 Permatang Pasir,15.7
2022-01-01,Pulau Pinang,P.044 Permatang Pauh,N.11 Permatang Pasir,6.7
2024-01-01,Pulau Pinang,P.044 Permatang Pauh,N.11 Permatang Pasir,2.4
2019-01-01,Pulau Pinang,P.044 Permatang Pauh,N.12 Penanti,6.6
2022-01-01,Pulau Pinang,P.044 Permatang Pauh,N.12 Penanti,2.5
2024-01-01,Pulau Pinang,P.044 Permatang Pauh,N.12 Penanti,7.7
2019-01-01,Pulau Pinang,P.045 Bukit Mertajam,N.13 Berapit,0.0
2022-01-01,Pulau Pinang,P.045 Bukit Mertajam,N.13 Berapit,0.0
2024-01-01,Pulau Pinang,P.045 Bukit Mertajam,N.13 Berapit,0.0
2019-01-01,Pulau Pinang,P.045 Bukit Mertajam,N.14 Machang Bubuk,1.4
2022-01-01,Pulau Pinang,P.045 Bukit Mertajam,N.14 Machang Bubuk,3.0
2024-01-01,Pulau Pinang,P.045 Bukit Mertajam,N.14 Machang Bubuk,1.9
2019-01-01,Pulau Pinang,P.045 Bukit Mertajam,N.15 Padang Lalang,1.9
2022-01-01,Pulau Pinang,P.045 Bukit Mertajam,N.15 Padang Lalang,1.8
2024-01-01,Pulau Pinang,P.045 Bukit Mertajam,N.15 Padang Lalang,5.1
2019-01-01,Pulau Pinang,P.046 Batu Kawan,N.16 Perai,0.0
2022-01-01,Pulau Pinang,P.046 Batu Kawan,N.16 Perai,0.0
2024-01-01,Pulau Pinang,P.046 Batu Kawan,N.16 Perai,1.6
2019-01-01,Pulau Pinang,P.046 Batu Kawan,N.17 Bukit Tengah,0.0
2022-01-01,Pulau Pinang,P.046 Batu Kawan,N.17 Bukit Tengah,0.6
2024-01-01,Pulau Pinang,P.046 Batu Kawan,N.17 Bukit Tengah,3.5
2019-01-01,Pulau Pinang,P.046 Batu Kawan,N.18 Bukit Tambun,1.2
2022-01-01,Pulau Pinang,P.046 Batu Kawan,N.18 Bukit Tambun,3.1
2024-01-01,Pulau Pinang,P.046 Batu Kawan,N.18 Bukit Tambun,4.7
2019-01-01,Pulau Pinang,P.047 Nibong Tebal,N.19 Jawi,0.3
2022-01-01,Pulau Pinang,P.047 Nibong Tebal,N.19 Jawi,4.6
2024-01-01,Pulau Pinang,P.047 Nibong Tebal,N.19 Jawi,0.0
2019-01-01,Pulau Pinang,P.047 Nibong Tebal,N.20 Sungai Bakap,2.9
2022-01-01,Pulau Pinang,P.047 Nibong Tebal,N.20 Sungai Bakap,2.9
2024-01-01,Pulau Pinang,P.047 Nibong Tebal,N.20 Sungai Bakap,2.9
2019-01-01,Pulau Pinang,P.047 Nibong Tebal,N.21 Sungai Acheh,5.4
2022-01-01,Pulau Pinang,P.047 Nibong Tebal,N.21 Sungai Acheh,1.6
2024-01-01,Pulau Pinang,P.047 Nibong Tebal,N.21 Sungai Acheh,6.6
2019-01-01,Pulau Pinang,P.048 Bukit Bendera,N.22 Tanjong Bunga,0.0
2022-01-01,Pulau Pinang,P.048 Bukit Bendera,N.22 Tanjong Bunga,0.0
2024-01-01,Pulau Pinang,P.048 Bukit Bendera,N.22 Tanjong Bunga,0.0
2019-01-01,Pulau Pinang,P.048 Bukit Bendera,N.23 Air Putih,0.0
2022-01-01,Pulau Pinang,P.048 Bukit Bendera,N.23 Air Putih,0.0
2024-01-01,Pulau Pinang,P.048 Bukit Bendera,N.23 Air Putih,0.0
2019-01-01,Pulau Pinang,P.048 Bukit Bendera,N.24 Kebun Bunga,0.0
2022-01-01,Pulau Pinang,P.048 Bukit Bendera,N.24 Kebun Bunga,0.0
2024-01-01,Pulau Pinang,P.048 Bukit Bendera,N.24 Kebun Bunga,0.9
2019-01-01,Pulau Pinang,P.048 Bukit Bendera,N.25 Pulau Tikus,0.0
2022-01-01,Pulau Pinang,P.048 Bukit Bendera,N.25 Pulau Tikus,1.2
2024-01-01,Pulau Pinang,P.048 Bukit Bendera,N.25 Pulau Tikus,0.0
2019-01-01,Pulau Pinang,P.049 Tanjong,N.26 Padang Kota,0.0
2022-01-01,Pulau Pinang,P.049 Tanjong,N.26 Padang Kota,0.0
2024-01-01,Pulau Pinang,P.049 Tanjong,N.26 Padang Kota,0.0
2019-01-01,Pulau Pinang,P.049 Tanjong,N.27 Pengkalan Kota,1.3
2022-01-01,Pulau Pinang,P.049 Tanjong,N.27 Pengkalan Kota,0.0
2024-01-01,Pulau Pinang,P.049 Tanjong,N.27 Pengkalan Kota,0.0
2019-01-01,Pulau Pinang,P.049 Tanjong,N.28 Komtar,2.3
2022-01-01,Pulau Pinang,P.049 Tanjong,N.28 Komtar,0.0
2024-01-01,Pulau Pinang,P.049 Tanjong,N.28 Komtar,0.0
2019-01-01,Pulau Pinang,P.050 Jelutong,N.29 Datok Keramat,5.3
2022-01-01,Pulau Pinang,P.050 Jelutong,N.29 Datok Keramat,0.0
2024-01-01,Pulau Pinang,P.050 Jelutong,N.29 Datok Keramat,0.0
2019-01-01,Pulau Pinang,P.050 Jelutong,N.30 Sungai Pinang,0.0
2022-01-01,Pulau Pinang,P.050 Jelutong,N.30 Sungai Pinang,2.2
2024-01-01,Pulau Pinang,P.050 Jelutong,N.30 Sungai Pinang,0.0
2019-01-01,Pulau Pinang,P.050 Jelutong,N.31 Batu Lancang,0.0
2022-01-01,Pulau Pinang,P.050 Jelutong,N.31 Batu Lancang,2.1
2024-01-01,Pulau Pinang,P.050 Jelutong,N.31 Batu Lancang,0.0
2019-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.32 Seri Delima,0.0
2022-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.32 Seri Delima,0.0
2024-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.32 Seri Delima,0.0
2019-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.33 Air Itam,1.3
2022-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.33 Air Itam,1.4
2024-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.33 Air Itam,3.0
2019-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.34 Paya Terubong,0.0
2022-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.34 Paya Terubong,0.7
2024-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.34 Paya Terubong,0.0
2019-01-01,Pulau Pinang,P.052 Bayan Baru,N.35 Batu Uban,0.0
2022-01-01,Pulau Pinang,P.052 Bayan Baru,N.35 Batu Uban,1.4
2024-01-01,Pulau Pinang,P.052 Bayan Baru,N.35 Batu Uban,1.1
2019-01-01,Pulau Pinang,P.052 Bayan Baru,N.36 Pantai Jerejak,2.4
2022-01-01,Pulau Pinang,P.052 Bayan Baru,N.36 Pantai Jerejak,2.0
2024-01-01,Pulau Pinang,P.052 Bayan Baru,N.36 Pantai Jerejak,0.0
2019-01-01,Pulau Pinang,P.052 Bayan Baru,N.37 Batu Maung,0.3
2022-01-01,Pulau Pinang,P.052 Bayan Baru,N.37 Batu Maung,0.8
2024-01-01,Pulau Pinang,P.052 Bayan Baru,N.37 Batu Maung,0.0
2019-01-01,Pulau Pinang,P.053 Balik Pulau,N.38 Bayan Lepas,0.5
2022-01-01,Pulau Pinang,P.053 Balik Pulau,N.38 Bayan Lepas,1.4
2024-01-01,Pulau Pinang,P.053 Balik Pulau,N.38 Bayan Lepas,0.7
2019-01-01,Pulau Pinang,P.053 Balik Pulau,N.39 Pulau Betong,0.0
2022-01-01,Pulau Pinang,P.053 Balik Pulau,N.39 Pulau Betong,0.0
2024-01-01,Pulau Pinang,P.053 Balik Pulau,N.39 Pulau Betong,1.4
2019-01-01,Pulau Pinang,P.053 Balik Pulau,N.40 Telok Bahang,2.1
2022-01-01,Pulau Pinang,P.053 Balik Pulau,N.40 Telok Bahang,4.1
2024-01-01,Pulau Pinang,P.053 Balik Pulau,N.40 Telok Bahang,0.0
2019-01-01,Perak,P.054 Gerik,N.01 Pengkalan Hulu,13.7
2022-01-01,Perak,P.054 Gerik,N.01 Pengkalan Hulu,15.9
2024-01-01,Perak,P.054 Gerik,N.01 Pengkalan Hulu,6.5
2019-01-01,Perak,P.054 Gerik,N.02 Temengor,4.8
2022-01-01,Perak,P.054 Gerik,N.02 Temengor,11.5
2024-01-01,Perak,P.054 Gerik,N.02 Temengor,11.7
2019-01-01,Perak,P.055 Lenggong,N.03 Kenering,13.7
2022-01-01,Perak,P.055 Lenggong,N.03 Kenering,17.5
2024-01-01,Perak,P.055 Lenggong,N.03 Kenering,26.6
2019-01-01,Perak,P.055 Lenggong,N.04 Kota Tampan,4.8
2022-01-01,Perak,P.055 Lenggong,N.04 Kota Tampan,21.8
2024-01-01,Perak,P.055 Lenggong,N.04 Kota Tampan,9.6
2019-01-01,Perak,P.056 Larut,N.05 Selama,8.7
2022-01-01,Perak,P.056 Larut,N.05 Selama,7.9
2024-01-01,Perak,P.056 Larut,N.05 Selama,5.6
2019-01-01,Perak,P.056 Larut,N.06 Kubu Gajah,11.2
2022-01-01,Perak,P.056 Larut,N.06 Kubu Gajah,0.0
2024-01-01,Perak,P.056 Larut,N.06 Kubu Gajah,12.9
2019-01-01,Perak,P.056 Larut,N.07 Batu Kurau,4.4
2022-01-01,Perak,P.056 Larut,N.07 Batu Kurau,14.0
2024-01-01,Perak,P.056 Larut,N.07 Batu Kurau,13.5
2019-01-01,Perak,P.057 Parit Buntar,N.08 Titi Serong,7.9
2022-01-01,Perak,P.057 Parit Buntar,N.08 Titi Serong,11.4
2024-01-01,Perak,P.057 Parit Buntar,N.08 Titi Serong,10.0
2019-01-01,Perak,P.057 Parit Buntar,N.09 Kuala Kurau,8.2
2022-01-01,Perak,P.057 Parit Buntar,N.09 Kuala Kurau,8.3
2024-01-01,Perak,P.057 Parit Buntar,N.09 Kuala Kurau,1.6
2019-01-01,Perak,P.058 Bagan Serai,N.10 Alor Pongsu,1.7
2022-01-01,Perak,P.058 Bagan Serai,N.10 Alor Pongsu,5.8
2024-01-01,Perak,P.058 Bagan Serai,N.10 Alor Pongsu,4.8
2019-01-01,Perak,P.058 Bagan Serai,N.11 Gunong Semanggol,5.5
2022-01-01,Perak,P.058 Bagan Serai,N.11 Gunong Semanggol,8.6
2024-01-01,Perak,P.058 Bagan Serai,N.11 Gunong Semanggol,8.7
2019-01-01,Perak,P.058 Bagan Serai,N.12 Selinsing,4.7
2022-01-01,Perak,P.058 Bagan Serai,N.12 Selinsing,10.9
2024-01-01,Perak,P.058 Bagan Serai,N.12 Selinsing,10.8
2019-01-01,Perak,P.059 Bukit Gantang,N.13 Kuala Sepetang,15.6
2022-01-01,Perak,P.059 Bukit Gantang,N.13 Kuala Sepetang,4.3
2024-01-01,Perak,P.059 Bukit Gantang,N.13 Kuala Sepetang,8.2
2019-01-01,Perak,P.059 Bukit Gantang,N.14 Changkat Jering,7.6
2022-01-01,Perak,P.059 Bukit Gantang,N.14 Changkat Jering,10.9
2024-01-01,Perak,P.059 Bukit Gantang,N.14 Changkat Jering,14.9
2019-01-01,Perak,P.059 Bukit Gantang,N.15 Trong,18.6
2022-01-01,Perak,P.059 Bukit Gantang,N.15 Trong,5.0
2024-01-01,Perak,P.059 Bukit Gantang,N.15 Trong,12.5
2019-01-01,Perak,P.060 Taiping,N.16 Kamunting,2.9
2022-01-01,Perak,P.060 Taiping,N.16 Kamunting,10.7
2024-01-01,Perak,P.060 Taiping,N.16 Kamunting,7.9
2019-01-01,Perak,P.060 Taiping,N.17 Pokok Assam,8.5
2022-01-01,Perak,P.060 Taiping,N.17 Pokok Assam,12.0
2024-01-01,Perak,P.060 Taiping,N.17 Pokok Assam,4.2
2019-01-01,Perak,P.060 Taiping,N.18 Aulong,3.7
2022-01-01,Perak,P.060 Taiping,N.18 Aulong,6.1
2024-01-01,Perak,P.060 Taiping,N.18 Aulong,6.9
2019-01-01,Perak,P.061 Padang Rengas,N.19 Chenderoh,6.9
2022-01-01,Perak,P.061 Padang Rengas,N.19 Chenderoh,8.4
2024-01-01,Perak,P.061 Padang Rengas,N.19 Chenderoh,5.0
2019-01-01,Perak,P.061 Padang Rengas,N.20 Lubok Merbau,5.2
2022-01-01,Perak,P.061 Padang Rengas,N.20 Lubok Merbau,6.1
2024-01-01,Perak,P.061 Padang Rengas,N.20 Lubok Merbau,11.3
2019-01-01,Perak,P.062 Sungai Siput,N.21 Lintang,19.5
2022-01-01,Perak,P.062 Sungai Siput,N.21 Lintang,19.4
2024-01-01,Perak,P.062 Sungai Siput,N.21 Lintang,19.8
2019-01-01,Perak,P.062 Sungai Siput,N.22 Jalong,14.9
2022-01-01,Perak,P.062 Sungai Siput,N.22 Jalong,20.1
2024-01-01,Perak,P.062 Sungai Siput,N.22 Jalong,9.8
2019-01-01,Perak,P.063 Tambun,N.23 Manjoi,4.6
2022-01-01,Perak,P.063 Tambun,N.23 Manjoi,4.0
2024-01-01,Perak,P.063 Tambun,N.23 Manjoi,4.3
2019-01-01,Perak,P.063 Tambun,N.24 Hulu Kinta,7.1
2022-01-01,Perak,P.063 Tambun,N.24 Hulu Kinta,3.7
2024-01-01,Perak,P.063 Tambun,N.24 Hulu Kinta,3.2
2019-01-01,Perak,P.064 Ipoh Timor,N.25 Canning,2.4
2022-01-01,Perak,P.064 Ipoh Timor,N.25 Canning,0.9
2024-01-01,Perak,P.064 Ipoh Timor,N.25 Canning,2.5
2019-01-01,Perak,P.064 Ipoh Timor,N.26 Tebing Tinggi,1.6
2022-01-01,Perak,P.064 Ipoh Timor,N.26 Tebing Tinggi,5.6
2024-01-01,Perak,P.064 Ipoh Timor,N.26 Tebing Tinggi,2.2
2019-01-01,Perak,P.064 Ipoh Timor,N.27 Pasir Pinji,1.3
2022-01-01,Perak,P.064 Ipoh Timor,N.27 Pasir Pinji,2.9
2024-01-01,Perak,P.064 Ipoh Timor,N.27 Pasir Pinji,5.6
2019-01-01,Perak,P.065 Ipoh Barat,N.28 Bercham,3.1
2022-01-01,Perak,P.065 Ipoh Barat,N.28 Bercham,2.8
2024-01-01,Perak,P.065 Ipoh Barat,N.28 Bercham,2.1
2019-01-01,Perak,P.065 Ipoh Barat,N.29 Kepayang,6.3
2022-01-01,Perak,P.065 Ipoh Barat,N.29 Kepayang,2.2
2024-01-01,Perak,P.065 Ipoh Barat,N.29 Kepayang,0.0
2019-01-01,Perak,P.065 Ipoh Barat,N.30 Buntong,9.2
2022-01-01,Perak,P.065 Ipoh Barat,N.30 Buntong,4.8
2024-01-01,Perak,P.065 Ipoh Barat,N.30 Buntong,3.1
2019-01-01,Perak,P.066 Batu Gajah,N.31 Jelapang,6.1
2022-01-01,Perak,P.066 Batu Gajah,N.31 Jelapang,3.2
2024-01-01,Perak,P.066 Batu Gajah,N.31 Jelapang,1.7
2019-01-01,Perak,P.066 Batu Gajah,N.32 Menglembu,8.2
2022-01-01,Perak,P.066 Batu Gajah,N.32 Menglembu,4.9
2024-01-01,Perak,P.066 Batu Gajah,N.32 Menglembu,7.9
2019-01-01,Perak,P.066 Batu Gajah,N.33 Tronoh,7.7
2022-01-01,Perak,P.066 Batu Gajah,N.33 Tronoh,2.0
2024-01-01,Perak,P.066 Batu Gajah,N.33 Tronoh,7.4
2019-01-01,Perak,P.067 Kuala Kangsar,N.34 Bukit Chandan,6.6
2022-01-01,Perak,P.067 Kuala Kangsar,N.34 Bukit Chandan,9.9
2024-01-01,Perak,P.067 Kuala Kangsar,N.34 Bukit Chandan,5.4
2019-01-01,Perak,P.067 Kuala Kangsar,N.35 Manong,7.9
2022-01-01,Perak,P.067 Kuala Kangsar,N.35 Manong,9.2
2024-01-01,Perak,P.067 Kuala Kangsar,N.35 Manong,17.3
2019-01-01,Perak,P.068 Beruas,N.36 Pengkalan Baharu,19.2
2022-01-01,Perak,P.068 Beruas,N.36 Pengkalan Baharu,3.8
2024-01-01,Perak,P.068 Beruas,N.36 Pengkalan Baharu,5.6
2019-01-01,Perak,P.068 Beruas,N.37 Pantai Remis,10.1
2022-01-01,Perak,P.068 Beruas,N.37 Pantai Remis,6.4
2024-01-01,Perak,P.068 Beruas,N.37 Pantai Remis,7.7
2019-01-01,Perak,P.068 Beruas,N.38 Astaka,5.5
2022-01-01,Perak,P.068 Beruas,N.38 Astaka,3.2
2024-01-01,Perak,P.068 Beruas,N.38 Astaka,2.3
2019-01-01,Perak,P.069 Parit,N.39 Belanja,9.7
2022-01-01,Perak,P.069 Parit,N.39 Belanja,11.8
2024-01-01,Perak,P.069 Parit,N.39 Belanja,8.5
2019-01-01,Perak,P.069 Parit,N.40 Bota,5.3
2022-01-01,Perak,P.069 Parit,N.40 Bota,11.3
2024-01-01,Perak,P.069 Parit,N.40 Bota,10.8
2019-01-01,Perak,P.070 Kampar,N.41 Malim Nawar,5.7
2022-01-01,Perak,P.070 Kampar,N.41 Malim Nawar,6.7
2024-01-01,Perak,P.070 Kampar,N.41 Malim Nawar,3.1
2019-01-01,Perak,P.070 Kampar,N.42 Keranji,6.8
2022-01-01,Perak,P.070 Kampar,N.42 Keranji,7.6
2024-01-01,Perak,P.070 Kampar,N.42 Keranji,3.4
2019-01-01,Perak,P.070 Kampar,N.43 Tualang Sekah,10.2
2022-01-01,Perak,P.070 Kampar,N.43 Tualang Sekah,3.2
2024-01-01,Perak,P.070 Kampar,N.43 Tualang Sekah,7.4
2019-01-01,Perak,P.071 Gopeng,N.44 Sungai Rapat,6.4
2022-01-01,Perak,P.071 Gopeng,N.44 Sungai Rapat,7.3
2024-01-01,Perak,P.071 Gopeng,N.44 Sungai Rapat,4.7
2019-01-01,Perak,P.071 Gopeng,N.45 Simpang Pulai,3.0
2022-01-01,Perak,P.071 Gopeng,N.45 Simpang Pulai,1.7
2024-01-01,Perak,P.071 Gopeng,N.45 Simpang Pulai,2.8
2019-01-01,Perak,P.071 Gopeng,N.46 Teja,4.8
2022-01-01,Perak,P.071 Gopeng,N.46 Teja,5.2
2024-01-01,Perak,P.071 Gopeng,N.46 Teja,6.6
2019-01-01,Perak,P.072 Tapah,N.47 Chenderiang,3.6
2022-01-01,Perak,P.072 Tapah,N.47 Chenderiang,16.8
2024-01-01,Perak,P.072 Tapah,N.47 Chenderiang,6.8
2019-01-01,Perak,P.072 Tapah,N.48 Ayer Kuning,13.2
2022-01-01,Perak,P.072 Tapah,N.48 Ayer Kuning,13.1
2024-01-01,Perak,P.072 Tapah,N.48 Ayer Kuning,18.4
2019-01-01,Perak,P.073 Pasir Salak,N.49 Sungai Manik,19.2
2022-01-01,Perak,P.073 Pasir Salak,N.49 Sungai Manik,10.5
2024-01-01,Perak,P.073 Pasir Salak,N.49 Sungai Manik,17.5
2019-01-01,Perak,P.073 Pasir Salak,N.50 Kampong Gajah,18.6
2022-01-01,Perak,P.073 Pasir Salak,N.50 Kampong Gajah,10.1
2024-01-01,Perak,P.073 Pasir Salak,N.50 Kampong Gajah,11.3
2019-01-01,Perak,P.074 Lumut,N.51 Pasir Panjang,4.7
2022-01-01,Perak,P.074 Lumut,N.51 Pasir Panjang,2.8
2024-01-01,Perak,P.074 Lumut,N.51 Pasir Panjang,3.5
2019-01-01,Perak,P.074 Lumut,N.52 Pangkor,4.6
2022-01-01,Perak,P.074 Lumut,N.52 Pangkor,4.9
2024-01-01,Perak,P.074 Lumut,N.52 Pangkor,2.3
2019-01-01,Perak,P.075 Bagan Datuk,N.53 Rungkup,8.3
2022-01-01,Perak,P.075 Bagan Datuk,N.53 Rungkup,9.4
2024-01-01,Perak,P.075 Bagan Datuk,N.53 Rungkup,7.9
2019-01-01,Perak,P.075 Bagan Datuk,N.54 Hutan Melintang,6.0
2022-01-01,Perak,P.075 Bagan Datuk,N.54 Hutan Melintang,13.1
2024-01-01,Perak,P.075 Bagan Datuk,N.54 Hutan Melintang,11.7
2019-01-01,Perak,P.076 Teluk Intan,N.55 Pasir Bedamar,7.8
2022-01-01,Perak,P.076 Teluk Intan,N.55 Pasir Bedamar,19.4
2024-01-01,Perak,P.076 Teluk Intan,N.55 Pasir Bedamar,13.1
2019-01-01,Perak,P.076 Teluk Intan,N.56 Changkat Jong,12.2
2022-01-01,Perak,P.076 Teluk Intan,N.56 Changkat Jong,13.8
2024-01-01,Perak,P.076 Teluk Intan,N.56 Changkat Jong,9.1
2019-01-01,Perak,P.077 Tanjong Malim,N.57 Sungkai,3.8
2022-01-01,Perak,P.077 Tanjong Malim,N.57 Sungkai,10.8
2024-01-01,Perak,P.077 Tanjong Malim,N.57 Sungkai,7.7
2019-01-01,Perak,P.077 Tanjong Malim,N.58 Slim,10.7
2022-01-01,Perak,P.077 Tanjong Malim,N.58 Slim,16.3
2024-01-01,Perak,P.077 Tanjong Malim,N.58 Slim,12.5
2019-01-01,Perak,P.077 Tanjong Malim,N.59 Behrang,10.1
2022-01-01,Perak,P.077 Tanjong Malim,N.59 Behrang,7.0
2024-01-01,Perak,P.077 Tanjong Malim,N.59 Behrang,5.9
2019-01-01,Pahang,P.078 Cameron Highlands,N.01 Tanah Rata,0.4
2022-01-01,Pahang,P.078 Cameron Highlands,N.01 Tanah Rata,1.9
2024-01-01,Pahang,P.078 Cameron Highlands,N.01 Tanah Rata,5.0
2019-01-01,Pahang,P.078 Cameron Highlands,N.02 Jelai,9.1
2022-01-01,Pahang,P.078 Cameron Highlands,N.02 Jelai,30.2
2024-01-01,Pahang,P.078 Cameron Highlands,N.02 Jelai,21.1
2019-01-01,Pahang,P.079 Lipis,N.03 Padang Tengku,7.2
2022-01-01,Pahang,P.079 Lipis,N.03 Padang Tengku,3.2
2024-01-01,Pahang,P.079 Lipis,N.03 Padang Tengku,7.2
2019-01-01,Pahang,P.079 Lipis,N.04 Cheka,1.5
2022-01-01,Pahang,P.079 Lipis,N.04 Cheka,2.4
2024-01-01,Pahang,P.079 Lipis,N.04 Cheka,1.8
2019-01-01,Pahang,P.079 Lipis,N.05 Benta,8.5
2022-01-01,Pahang,P.079 Lipis,N.05 Benta,0.0
2024-01-01,Pahang,P.079 Lipis,N.05 Benta,10.0
2019-01-01,Pahang,P.080 Raub,N.06 Batu Talam,6.5
2022-01-01,Pahang,P.080 Raub,N.06 Batu Talam,3.2
2024-01-01,Pahang,P.080 Raub,N.06 Batu Talam,6.7
2019-01-01,Pahang,P.080 Raub,N.07 Tras,2.7
2022-01-01,Pahang,P.080 Raub,N.07 Tras,3.1
2024-01-01,Pahang,P.080 Raub,N.07 Tras,1.8
2019-01-01,Pahang,P.080 Raub,N.08 Dong,10.7
2022-01-01,Pahang,P.080 Raub,N.08 Dong,0.0
2024-01-01,Pahang,P.080 Raub,N.08 Dong,4.2
2019-01-01,Pahang,P.081 Jerantut,N.09 Tahan,18.3
2022-01-01,Pahang,P.081 Jerantut,N.09 Tahan,16.2
2024-01-01,Pahang,P.081 Jerantut,N.09 Tahan,10.4
2019-01-01,Pahang,P.081 Jerantut,N.10 Damak,7.7
2022-01-01,Pahang,P.081 Jerantut,N.10 Damak,9.6
2024-01-01,Pahang,P.081 Jerantut,N.10 Damak,11.0
2019-01-01,Pahang,P.081 Jerantut,N.11 Pulau Tawar,2.7
2022-01-01,Pahang,P.081 Jerantut,N.11 Pulau Tawar,2.8
2024-01-01,Pahang,P.081 Jerantut,N.11 Pulau Tawar,6.6
2019-01-01,Pahang,P.082 Indera Mahkota,N.12 Beserah,1.8
2022-01-01,Pahang,P.082 Indera Mahkota,N.12 Beserah,3.6
