date,state,branch,category,cases
2020-06-01,W.P. Putrajaya,Ibu Pejabat,Syariah,32
2020-07-01,Johor,Johor,Jenayah,11
2020-07-01,Johor,Johor,Sivil,138
2020-07-01,Johor,Johor,Syariah,166
2020-07-01,Johor,Muar,Jenayah,5
2020-07-01,Johor,Muar,Sivil,42
2020-07-01,Johor,Muar,Syariah,45
2020-07-01,Kedah,Kedah,Jenayah,2
2020-07-01,Kedah,Kedah,Sivil,30
2020-07-01,Kedah,Kedah,Syariah,133
2020-07-01,Kedah,Langkawi,Jenayah,6
2020-07-01,Kedah,Langkawi,Sivil,6
2020-07-01,Kedah,Langkawi,Syariah,17
2020-07-01,Kelantan,Gua Musang,Jenayah,3
2020-07-01,Kelantan,Gua Musang,Sivil,7
2020-07-01,Kelantan,Gua Musang,Syariah,16
2020-07-01,Kelantan,Kelantan,Jenayah,15
2020-07-01,Kelantan,Kelantan,Sivil,49
2020-07-01,Kelantan,Kelantan,Syariah,218
2020-07-01,Melaka,Melaka,Jenayah,4
2020-07-01,Melaka,Melaka,Sivil,35
2020-07-01,Melaka,Melaka,Syariah,50
2020-07-01,Negeri Sembilan,Negeri Sembilan,Jenayah,6
2020-07-01,Negeri Sembilan,Negeri Sembilan,Sivil,54
2020-07-01,Negeri Sembilan,Negeri Sembilan,Syariah,23
2020-07-01,Pahang,Pahang,Sivil,17
2020-07-01,Pahang,Pahang,Syariah,126
2020-07-01,Pahang,Raub,Jenayah,1
2020-07-01,Pahang,Raub,Sivil,11
2020-07-01,Pahang,Raub,Syariah,15
2020-07-01,Perak,Perak,Jenayah,11
2020-07-01,Perak,Perak,Sivil,129
2020-07-01,Perak,Perak,Syariah,67
2020-07-01,Perak,Taiping,Jenayah,2
2020-07-01,Perak,Taiping,Sivil,48
2020-07-01,Perak,Taiping,Syariah,22
2020-07-01,Perlis,Perlis,Jenayah,3
2020-07-01,Perlis,Perlis,Sivil,23
2020-07-01,Perlis,Perlis,Syariah,48
2020-07-01,Pulau Pinang,Pulau Pinang,Jenayah,4
2020-07-01,Pulau Pinang,Pulau Pinang,Sivil,78
2020-07-01,Pulau Pinang,Pulau Pinang,Syariah,39
2020-07-01,Sabah,Sabah,Jenayah,11
2020-07-01,Sabah,Sabah,Sivil,102
2020-07-01,Sabah,Sabah,Syariah,27
2020-07-01,Sarawak,Miri,Jenayah,1
2020-07-01,Sarawak,Miri,Sivil,110
2020-07-01,Sarawak,Miri,Syariah,34
2020-07-01,Sarawak,Sarawak,Jenayah,3
2020-07-01,Sarawak,Sarawak,Sivil,148
2020-07-01,Sarawak,Sarawak,Syariah,25
2020-07-01,Sarawak,Sibu,Sivil,57
2020-07-01,Sarawak,Sibu,Syariah,23
2020-07-01,Selangor,Selangor,Jenayah,2
2020-07-01,Selangor,Selangor,Sivil,210
2020-07-01,Selangor,Selangor,Syariah,166
2020-07-01,Terengganu,Terengganu,Jenayah,4
2020-07-01,Terengganu,Terengganu,Sivil,4
2020-07-01,Terengganu,Terengganu,Syariah,92
2020-07-01,W.P. Kuala Lumpur,Kuala Lumpur,Jenayah,2
2020-07-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,87
2020-07-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,93
2020-07-01,W.P. Labuan,Labuan,Syariah,13
2020-07-01,W.P. Putrajaya,Ibu Pejabat,Jenayah,20
2020-07-01,W.P. Putrajaya,Ibu Pejabat,Sivil,50
2020-07-01,W.P. Putrajaya,Ibu Pejabat,Syariah,33
2020-08-01,Johor,Johor,Jenayah,4
2020-08-01,Johor,Johor,Sivil,114
2020-08-01,Johor,Johor,Syariah,144
2020-08-01,Johor,Muar,Jenayah,5
2020-08-01,Johor,Muar,Sivil,42
2020-08-01,Johor,Muar,Syariah,24
2020-08-01,Kedah,Kedah,Sivil,36
2020-08-01,Kedah,Kedah,Syariah,76
2020-08-01,Kedah,Langkawi,Jenayah,4
2020-08-01,Kedah,Langkawi,Sivil,14
2020-08-01,Kedah,Langkawi,Syariah,22
2020-08-01,Kelantan,Gua Musang,Jenayah,3
2020-08-01,Kelantan,Gua Musang,Sivil,1
2020-08-01,Kelantan,Gua Musang,Syariah,14
2020-08-01,Kelantan,Kelantan,Jenayah,13
2020-08-01,Kelantan,Kelantan,Sivil,24
2020-08-01,Kelantan,Kelantan,Syariah,164
2020-08-01,Melaka,Melaka,Jenayah,4
2020-08-01,Melaka,Melaka,Sivil,47
2020-08-01,Melaka,Melaka,Syariah,56
2020-08-01,Negeri Sembilan,Negeri Sembilan,Jenayah,13
2020-08-01,Negeri Sembilan,Negeri Sembilan,Sivil,46
2020-08-01,Negeri Sembilan,Negeri Sembilan,Syariah,29
2020-08-01,Pahang,Pahang,Jenayah,5
2020-08-01,Pahang,Pahang,Sivil,18
2020-08-01,Pahang,Pahang,Syariah,64
2020-08-01,Pahang,Raub,Jenayah,1
2020-08-01,Pahang,Raub,Sivil,8
2020-08-01,Pahang,Raub,Syariah,24
2020-08-01,Perak,Perak,Jenayah,6
2020-08-01,Perak,Perak,Sivil,163
2020-08-01,Perak,Perak,Syariah,69
2020-08-01,Perak,Taiping,Jenayah,3
2020-08-01,Perak,Taiping,Sivil,26
2020-08-01,Perak,Taiping,Syariah,16
2020-08-01,Perlis,Perlis,Jenayah,3
2020-08-01,Perlis,Perlis,Sivil,22
2020-08-01,Perlis,Perlis,Syariah,28
2020-08-01,Pulau Pinang,Pulau Pinang,Jenayah,1
2020-08-01,Pulau Pinang,Pulau Pinang,Sivil,79
2020-08-01,Pulau Pinang,Pulau Pinang,Syariah,45
2020-08-01,Sabah,Sabah,Jenayah,7
2020-08-01,Sabah,Sabah,Sivil,106
2020-08-01,Sabah,Sabah,Syariah,27
2020-08-01,Sarawak,Miri,Jenayah,1
2020-08-01,Sarawak,Miri,Sivil,61
2020-08-01,Sarawak,Miri,Syariah,22
2020-08-01,Sarawak,Sarawak,Jenayah,9
2020-08-01,Sarawak,Sarawak,Sivil,99
2020-08-01,Sarawak,Sarawak,Syariah,56
2020-08-01,Sarawak,Sibu,Sivil,38
2020-08-01,Sarawak,Sibu,Syariah,23
2020-08-01,Selangor,Selangor,Jenayah,21
2020-08-01,Selangor,Selangor,Sivil,345
2020-08-01,Selangor,Selangor,Syariah,153
2020-08-01,Terengganu,Terengganu,Jenayah,6
2020-08-01,Terengganu,Terengganu,Sivil,5
2020-08-01,Terengganu,Terengganu,Syariah,82
2020-08-01,W.P. Kuala Lumpur,Kuala Lumpur,Jenayah,2
2020-08-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,78
2020-08-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,67
2020-08-01,W.P. Labuan,Labuan,Syariah,14
2020-08-01,W.P. Putrajaya,Ibu Pejabat,Jenayah,11
2020-08-01,W.P. Putrajaya,Ibu Pejabat,Sivil,22
2020-08-01,W.P. Putrajaya,Ibu Pejabat,Syariah,20
2020-09-01,Johor,Johor,Jenayah,13
2020-09-01,Johor,Johor,Sivil,163
2020-09-01,Johor,Johor,Syariah,188
2020-09-01,Johor,Muar,Jenayah,3
2020-09-01,Johor,Muar,Sivil,49
2020-09-01,Johor,Muar,Syariah,40
2020-09-01,Kedah,Kedah,Sivil,11
2020-09-01,Kedah,Kedah,Syariah,66
2020-09-01,Kedah,Langkawi,Jenayah,2
2020-09-01,Kedah,Langkawi,Sivil,5
2020-09-01,Kedah,Langkawi,Syariah,14
2020-09-01,Kelantan,Gua Musang,Jenayah,1
2020-09-01,Kelantan,Gua Musang,Sivil,6
2020-09-01,Kelantan,Gua Musang,Syariah,16
2020-09-01,Kelantan,Kelantan,Jenayah,15
2020-09-01,Kelantan,Kelantan,Sivil,32
2020-09-01,Kelantan,Kelantan,Syariah,151
2020-09-01,Melaka,Melaka,Jenayah,5
2020-09-01,Melaka,Melaka,Sivil,48
2020-09-01,Melaka,Melaka,Syariah,76
2020-09-01,Negeri Sembilan,Negeri Sembilan,Jenayah,13
2020-09-01,Negeri Sembilan,Negeri Sembilan,Sivil,46
2020-09-01,Negeri Sembilan,Negeri Sembilan,Syariah,34
2020-09-01,Pahang,Pahang,Sivil,17
2020-09-01,Pahang,Pahang,Syariah,70
2020-09-01,Pahang,Raub,Jenayah,2
2020-09-01,Pahang,Raub,Sivil,3
2020-09-01,Pahang,Raub,Syariah,15
2020-09-01,Perak,Perak,Jenayah,66
2020-09-01,Perak,Perak,Sivil,147
2020-09-01,Perak,Perak,Syariah,53
2020-09-01,Perak,Taiping,Jenayah,4
2020-09-01,Perak,Taiping,Sivil,28
2020-09-01,Perak,Taiping,Syariah,21
2020-09-01,Perlis,Perlis,Jenayah,2
2020-09-01,Perlis,Perlis,Sivil,23
2020-09-01,Perlis,Perlis,Syariah,30
2020-09-01,Pulau Pinang,Pulau Pinang,Sivil,56
2020-09-01,Pulau Pinang,Pulau Pinang,Syariah,65
2020-09-01,Sabah,Sabah,Jenayah,9
2020-09-01,Sabah,Sabah,Sivil,84
2020-09-01,Sabah,Sabah,Syariah,25
2020-09-01,Sarawak,Miri,Sivil,39
2020-09-01,Sarawak,Miri,Syariah,15
2020-09-01,Sarawak,Sarawak,Jenayah,10
2020-09-01,Sarawak,Sarawak,Sivil,112
2020-09-01,Sarawak,Sarawak,Syariah,38
2020-09-01,Sarawak,Sibu,Sivil,34
2020-09-01,Sarawak,Sibu,Syariah,21
2020-09-01,Selangor,Selangor,Jenayah,30
2020-09-01,Selangor,Selangor,Sivil,383
2020-09-01,Selangor,Selangor,Syariah,167
2020-09-01,Terengganu,Terengganu,Jenayah,7
2020-09-01,Terengganu,Terengganu,Sivil,4
2020-09-01,Terengganu,Terengganu,Syariah,64
2020-09-01,W.P. Kuala Lumpur,Kuala Lumpur,Jenayah,6
2020-09-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,96
2020-09-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,91
2020-09-01,W.P. Labuan,Labuan,Syariah,6
2020-09-01,W.P. Putrajaya,Ibu Pejabat,Jenayah,4
2020-09-01,W.P. Putrajaya,Ibu Pejabat,Sivil,17
2020-09-01,W.P. Putrajaya,Ibu Pejabat,Syariah,22
2020-10-01,Johor,Johor,Jenayah,9
2020-10-01,Johor,Johor,Sivil,159
2020-10-01,Johor,Johor,Syariah,215
2020-10-01,Johor,Muar,Jenayah,6
2020-10-01,Johor,Muar,Sivil,24
2020-10-01,Johor,Muar,Syariah,38
2020-10-01,Kedah,Kedah,Sivil,35
2020-10-01,Kedah,Kedah,Syariah,124
2020-10-01,Kedah,Langkawi,Jenayah,1
2020-10-01,Kedah,Langkawi,Sivil,8
2020-10-01,Kedah,Langkawi,Syariah,16
2020-10-01,Kelantan,Gua Musang,Jenayah,2
2020-10-01,Kelantan,Gua Musang,Sivil,3
2020-10-01,Kelantan,Gua Musang,Syariah,17
2020-10-01,Kelantan,Kelantan,Jenayah,5
2020-10-01,Kelantan,Kelantan,Sivil,29
2020-10-01,Kelantan,Kelantan,Syariah,162
2020-10-01,Melaka,Melaka,Jenayah,4
2020-10-01,Melaka,Melaka,Sivil,33
2020-10-01,Melaka,Melaka,Syariah,71
2020-10-01,Negeri Sembilan,Negeri Sembilan,Jenayah,6
2020-10-01,Negeri Sembilan,Negeri Sembilan,Sivil,35
2020-10-01,Negeri Sembilan,Negeri Sembilan,Syariah,28
2020-10-01,Pahang,Pahang,Sivil,17
2020-10-01,Pahang,Pahang,Syariah,61
2020-10-01,Pahang,Raub,Jenayah,4
2020-10-01,Pahang,Raub,Sivil,11
2020-10-01,Pahang,Raub,Syariah,19
2020-10-01,Perak,Perak,Jenayah,10
2020-10-01,Perak,Perak,Sivil,112
2020-10-01,Perak,Perak,Syariah,57
2020-10-01,Perak,Taiping,Jenayah,1
2020-10-01,Perak,Taiping,Sivil,33
2020-10-01,Perak,Taiping,Syariah,23
2020-10-01,Perlis,Perlis,Jenayah,5
2020-10-01,Perlis,Perlis,Sivil,15
2020-10-01,Perlis,Perlis,Syariah,35
2020-10-01,Pulau Pinang,Pulau Pinang,Sivil,42
2020-10-01,Pulau Pinang,Pulau Pinang,Syariah,40
2020-10-01,Sarawak,Miri,Sivil,50
2020-10-01,Sarawak,Miri,Syariah,4
2020-10-01,Sarawak,Sarawak,Jenayah,13
2020-10-01,Sarawak,Sarawak,Sivil,100
2020-10-01,Sarawak,Sarawak,Syariah,31
2020-10-01,Sarawak,Sibu,Sivil,54
2020-10-01,Sarawak,Sibu,Syariah,13
2020-10-01,Selangor,Selangor,Jenayah,8
2020-10-01,Selangor,Selangor,Sivil,191
2020-10-01,Selangor,Selangor,Syariah,88
2020-10-01,Terengganu,Terengganu,Jenayah,5
2020-10-01,Terengganu,Terengganu,Sivil,8
2020-10-01,Terengganu,Terengganu,Syariah,79
2020-10-01,W.P. Kuala Lumpur,Kuala Lumpur,Jenayah,3
2020-10-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,17
2020-10-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,21
2020-10-01,W.P. Labuan,Labuan,Syariah,3
2020-10-01,W.P. Putrajaya,Ibu Pejabat,Jenayah,1
2020-10-01,W.P. Putrajaya,Ibu Pejabat,Sivil,11
2020-10-01,W.P. Putrajaya,Ibu Pejabat,Syariah,5
2020-11-01,Johor,Johor,Jenayah,7
2020-11-01,Johor,Johor,Sivil,80
2020-11-01,Johor,Johor,Syariah,111
2020-11-01,Johor,Muar,Jenayah,2
2020-11-01,Johor,Muar,Sivil,23
2020-11-01,Johor,Muar,Syariah,10
2020-11-01,Kedah,Kedah,Sivil,21
2020-11-01,Kedah,Kedah,Syariah,83
2020-11-01,Kedah,Langkawi,Jenayah,3
2020-11-01,Kedah,Langkawi,Sivil,9
2020-11-01,Kedah,Langkawi,Syariah,10
2020-11-01,Kelantan,Gua Musang,Sivil,2
2020-11-01,Kelantan,Gua Musang,Syariah,6
2020-11-01,Kelantan,Kelantan,Jenayah,13
2020-11-01,Kelantan,Kelantan,Sivil,21
2020-11-01,Kelantan,Kelantan,Syariah,103
2020-11-01,Melaka,Melaka,Jenayah,1
2020-11-01,Melaka,Melaka,Sivil,11
2020-11-01,Melaka,Melaka,Syariah,23
2020-11-01,Negeri Sembilan,Negeri Sembilan,Jenayah,2
2020-11-01,Negeri Sembilan,Negeri Sembilan,Sivil,11
2020-11-01,Negeri Sembilan,Negeri Sembilan,Syariah,9
2020-11-01,Pahang,Pahang,Sivil,7
2020-11-01,Pahang,Pahang,Syariah,61
2020-11-01,Pahang,Raub,Jenayah,1
2020-11-01,Pahang,Raub,Syariah,27
2020-11-01,Perak,Perak,Jenayah,3
2020-11-01,Perak,Perak,Sivil,47
2020-11-01,Perak,Perak,Syariah,10
2020-11-01,Perak,Taiping,Sivil,8
2020-11-01,Perak,Taiping,Syariah,8
2020-11-01,Perlis,Perlis,Jenayah,1
2020-11-01,Perlis,Perlis,Sivil,15
2020-11-01,Perlis,Perlis,Syariah,52
2020-11-01,Pulau Pinang,Pulau Pinang,Sivil,14
2020-11-01,Pulau Pinang,Pulau Pinang,Syariah,13
2020-11-01,Sabah,Sabah,Sivil,1
2020-11-01,Sarawak,Miri,Jenayah,2
2020-11-01,Sarawak,Miri,Sivil,99
2020-11-01,Sarawak,Miri,Syariah,34
2020-11-01,Sarawak,Sarawak,Jenayah,1
2020-11-01,Sarawak,Sarawak,Sivil,21
2020-11-01,Sarawak,Sarawak,Syariah,20
2020-11-01,Sarawak,Sibu,Sivil,38
2020-11-01,Sarawak,Sibu,Syariah,16
2020-11-01,Terengganu,Terengganu,Jenayah,2
2020-11-01,Terengganu,Terengganu,Sivil,9
2020-11-01,Terengganu,Terengganu,Syariah,27
2020-11-01,W.P. Labuan,Labuan,Syariah,10
2020-11-01,W.P. Putrajaya,Ibu Pejabat,Syariah,1
2020-12-01,Johor,Johor,Jenayah,12
2020-12-01,Johor,Johor,Sivil,132
2020-12-01,Johor,Johor,Syariah,164
2020-12-01,Johor,Muar,Jenayah,2
2020-12-01,Johor,Muar,Sivil,10
2020-12-01,Johor,Muar,Syariah,11
2020-12-01,Kedah,Kedah,Jenayah,2
2020-12-01,Kedah,Kedah,Sivil,36
2020-12-01,Kedah,Kedah,Syariah,127
2020-12-01,Kedah,Langkawi,Jenayah,1
2020-12-01,Kedah,Langkawi,Sivil,2
2020-12-01,Kedah,Langkawi,Syariah,9
2020-12-01,Kelantan,Gua Musang,Jenayah,2
2020-12-01,Kelantan,Gua Musang,Syariah,17
2020-12-01,Kelantan,Kelantan,Jenayah,16
2020-12-01,Kelantan,Kelantan,Sivil,41
2020-12-01,Kelantan,Kelantan,Syariah,123
2020-12-01,Melaka,Melaka,Jenayah,6
2020-12-01,Melaka,Melaka,Sivil,39
2020-12-01,Melaka,Melaka,Syariah,90
2020-12-01,Negeri Sembilan,Negeri Sembilan,Jenayah,8
2020-12-01,Negeri Sembilan,Negeri Sembilan,Sivil,15
2020-12-01,Negeri Sembilan,Negeri Sembilan,Syariah,16
2020-12-01,Pahang,Pahang,Jenayah,1
2020-12-01,Pahang,Pahang,Sivil,14
2020-12-01,Pahang,Pahang,Syariah,63
2020-12-01,Pahang,Raub,Jenayah,1
2020-12-01,Pahang,Raub,Sivil,6
2020-12-01,Pahang,Raub,Syariah,14
2020-12-01,Perak,Perak,Sivil,64
2020-12-01,Perak,Perak,Syariah,24
2020-12-01,Perak,Taiping,Jenayah,1
2020-12-01,Perak,Taiping,Sivil,31
2020-12-01,Perak,Taiping,Syariah,5
2020-12-01,Perlis,Perlis,Jenayah,2
2020-12-01,Perlis,Perlis,Sivil,20
2020-12-01,Perlis,Perlis,Syariah,26
2020-12-01,Pulau Pinang,Pulau Pinang,Jenayah,1
2020-12-01,Pulau Pinang,Pulau Pinang,Sivil,49
2020-12-01,Pulau Pinang,Pulau Pinang,Syariah,43
2020-12-01,Sabah,Sabah,Jenayah,1
2020-12-01,Sabah,Sabah,Sivil,4
2020-12-01,Sarawak,Miri,Jenayah,5
2020-12-01,Sarawak,Miri,Sivil,55
2020-12-01,Sarawak,Miri,Syariah,15
2020-12-01,Sarawak,Sarawak,Jenayah,3
2020-12-01,Sarawak,Sarawak,Sivil,40
2020-12-01,Sarawak,Sarawak,Syariah,21
2020-12-01,Sarawak,Sibu,Jenayah,1
2020-12-01,Sarawak,Sibu,Sivil,31
2020-12-01,Sarawak,Sibu,Syariah,4
2020-12-01,Selangor,Selangor,Jenayah,5
2020-12-01,Selangor,Selangor,Sivil,58
2020-12-01,Selangor,Selangor,Syariah,30
2020-12-01,Terengganu,Terengganu,Sivil,12
2020-12-01,Terengganu,Terengganu,Syariah,69
2020-12-01,W.P. Kuala Lumpur,Kuala Lumpur,Jenayah,2
2020-12-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,27
2020-12-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,59
2020-12-01,W.P. Labuan,Labuan,Syariah,19
2020-12-01,W.P. Putrajaya,Ibu Pejabat,Jenayah,5
2020-12-01,W.P. Putrajaya,Ibu Pejabat,Sivil,29
2020-12-01,W.P. Putrajaya,Ibu Pejabat,Syariah,20
2021-01-01,Johor,Johor,Jenayah,2
2021-01-01,Johor,Johor,Sivil,82
2021-01-01,Johor,Johor,Syariah,104
2021-01-01,Johor,Muar,Jenayah,1
2021-01-01,Johor,Muar,Sivil,6
2021-01-01,Johor,Muar,Syariah,12
2021-01-01,Kedah,Kedah,Jenayah,5
2021-01-01,Kedah,Kedah,Sivil,15
2021-01-01,Kedah,Kedah,Syariah,69
2021-01-01,Kedah,Langkawi,Jenayah,2
2021-01-01,Kedah,Langkawi,Sivil,8
2021-01-01,Kedah,Langkawi,Syariah,18
2021-01-01,Kelantan,Gua Musang,Jenayah,2
2021-01-01,Kelantan,Gua Musang,Sivil,1
2021-01-01,Kelantan,Gua Musang,Syariah,8
2021-01-01,Kelantan,Kelantan,Jenayah,22
2021-01-01,Kelantan,Kelantan,Sivil,21
2021-01-01,Kelantan,Kelantan,Syariah,98
2021-01-01,Melaka,Melaka,Jenayah,3
2021-01-01,Melaka,Melaka,Sivil,10
2021-01-01,Melaka,Melaka,Syariah,26
2021-01-01,Negeri Sembilan,Negeri Sembilan,Jenayah,4
2021-01-01,Negeri Sembilan,Negeri Sembilan,Sivil,34
2021-01-01,Negeri Sembilan,Negeri Sembilan,Syariah,14
2021-01-01,Pahang,Pahang,Sivil,3
2021-01-01,Pahang,Pahang,Syariah,38
2021-01-01,Pahang,Raub,Sivil,6
2021-01-01,Pahang,Raub,Syariah,14
2021-01-01,Perak,Perak,Jenayah,4
2021-01-01,Perak,Perak,Sivil,92
2021-01-01,Perak,Perak,Syariah,55
2021-01-01,Perak,Taiping,Jenayah,2
2021-01-01,Perak,Taiping,Sivil,38
2021-01-01,Perak,Taiping,Syariah,34
2021-01-01,Perlis,Perlis,Jenayah,1
2021-01-01,Perlis,Perlis,Sivil,23
2021-01-01,Perlis,Perlis,Syariah,30
2021-01-01,Pulau Pinang,Pulau Pinang,Jenayah,2
2021-01-01,Pulau Pinang,Pulau Pinang,Sivil,52
2021-01-01,Pulau Pinang,Pulau Pinang,Syariah,32
2021-01-01,Sabah,Sabah,Jenayah,2
2021-01-01,Sabah,Sabah,Sivil,64
2021-01-01,Sabah,Sabah,Syariah,14
2021-01-01,Sarawak,Miri,Jenayah,4
2021-01-01,Sarawak,Miri,Sivil,34
2021-01-01,Sarawak,Miri,Syariah,21
2021-01-01,Sarawak,Sarawak,Jenayah,3
2021-01-01,Sarawak,Sarawak,Sivil,65
2021-01-01,Sarawak,Sarawak,Syariah,48
2021-01-01,Sarawak,Sibu,Jenayah,1
2021-01-01,Sarawak,Sibu,Sivil,18
2021-01-01,Sarawak,Sibu,Syariah,17
2021-01-01,Selangor,Selangor,Jenayah,4
2021-01-01,Selangor,Selangor,Sivil,69
2021-01-01,Selangor,Selangor,Syariah,33
2021-01-01,Terengganu,Terengganu,Jenayah,1
2021-01-01,Terengganu,Terengganu,Sivil,3
2021-01-01,Terengganu,Terengganu,Syariah,53
2021-01-01,W.P. Kuala Lumpur,Kuala Lumpur,Jenayah,5
2021-01-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,53
2021-01-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,63
2021-01-01,W.P. Labuan,Labuan,Sivil,2
2021-01-01,W.P. Labuan,Labuan,Syariah,9
2021-01-01,W.P. Putrajaya,Ibu Pejabat,Sivil,18
2021-01-01,W.P. Putrajaya,Ibu Pejabat,Syariah,6
2021-02-01,Johor,Johor,Jenayah,10
2021-02-01,Johor,Johor,Sivil,73
2021-02-01,Johor,Johor,Syariah,108
2021-02-01,Johor,Muar,Sivil,16
2021-02-01,Johor,Muar,Syariah,16
2021-02-01,Kedah,Kedah,Jenayah,5
2021-02-01,Kedah,Kedah,Sivil,15
2021-02-01,Kedah,Kedah,Syariah,42
2021-02-01,Kedah,Langkawi,Jenayah,1
2021-02-01,Kedah,Langkawi,Sivil,7
2021-02-01,Kedah,Langkawi,Syariah,12
2021-02-01,Kelantan,Gua Musang,Jenayah,2
2021-02-01,Kelantan,Gua Musang,Sivil,3
2021-02-01,Kelantan,Gua Musang,Syariah,11
2021-02-01,Kelantan,Kelantan,Jenayah,9
2021-02-01,Kelantan,Kelantan,Sivil,15
2021-02-01,Kelantan,Kelantan,Syariah,107
2021-02-01,Melaka,Melaka,Jenayah,7
2021-02-01,Melaka,Melaka,Sivil,23
2021-02-01,Melaka,Melaka,Syariah,19
2021-02-01,Negeri Sembilan,Negeri Sembilan,Jenayah,3
2021-02-01,Negeri Sembilan,Negeri Sembilan,Sivil,32
2021-02-01,Negeri Sembilan,Negeri Sembilan,Syariah,30
2021-02-01,Pahang,Pahang,Sivil,2
2021-02-01,Pahang,Pahang,Syariah,12
2021-02-01,Pahang,Raub,Jenayah,1
2021-02-01,Pahang,Raub,Sivil,3
2021-02-01,Pahang,Raub,Syariah,3
2021-02-01,Perak,Perak,Jenayah,8
2021-02-01,Perak,Perak,Sivil,135
2021-02-01,Perak,Perak,Syariah,41
2021-02-01,Perak,Taiping,Sivil,21
2021-02-01,Perak,Taiping,Syariah,21
2021-02-01,Perlis,Perlis,Jenayah,4
2021-02-01,Perlis,Perlis,Sivil,25
2021-02-01,Perlis,Perlis,Syariah,9
2021-02-01,Pulau Pinang,Pulau Pinang,Jenayah,2
2021-02-01,Pulau Pinang,Pulau Pinang,Sivil,32
2021-02-01,Pulau Pinang,Pulau Pinang,Syariah,19
2021-02-01,Sabah,Sabah,Jenayah,4
2021-02-01,Sabah,Sabah,Sivil,38
2021-02-01,Sabah,Sabah,Syariah,13
2021-02-01,Sarawak,Miri,Sivil,28
2021-02-01,Sarawak,Miri,Syariah,20
2021-02-01,Sarawak,Sarawak,Sivil,62
2021-02-01,Sarawak,Sarawak,Syariah,27
2021-02-01,Sarawak,Sibu,Sivil,13
2021-02-01,Sarawak,Sibu,Syariah,9
2021-02-01,Selangor,Selangor,Jenayah,9
2021-02-01,Selangor,Selangor,Sivil,164
2021-02-01,Selangor,Selangor,Syariah,75
2021-02-01,Terengganu,Terengganu,Jenayah,2
2021-02-01,Terengganu,Terengganu,Syariah,21
2021-02-01,W.P. Kuala Lumpur,Kuala Lumpur,Jenayah,5
2021-02-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,64
2021-02-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,96
2021-02-01,W.P. Labuan,Labuan,Syariah,10
2021-02-01,W.P. Putrajaya,Ibu Pejabat,Jenayah,1
2021-02-01,W.P. Putrajaya,Ibu Pejabat,Sivil,26
2021-02-01,W.P. Putrajaya,Ibu Pejabat,Syariah,8
2021-03-01,Johor,Johor,Jenayah,16
2021-03-01,Johor,Johor,Sivil,207
2021-03-01,Johor,Johor,Syariah,350
2021-03-01,Johor,Muar,Jenayah,6
2021-03-01,Johor,Muar,Sivil,27
2021-03-01,Johor,Muar,Syariah,32
2021-03-01,Kedah,Kedah,Sivil,21
2021-03-01,Kedah,Kedah,Syariah,125
2021-03-01,Kedah,Langkawi,Jenayah,3
2021-03-01,Kedah,Langkawi,Sivil,9
2021-03-01,Kedah,Langkawi,Syariah,34
2021-03-01,Kelantan,Gua Musang,Jenayah,7
2021-03-01,Kelantan,Gua Musang,Sivil,2
2021-03-01,Kelantan,Gua Musang,Syariah,24
2021-03-01,Kelantan,Kelantan,Jenayah,10
2021-03-01,Kelantan,Kelantan,Sivil,35
2021-03-01,Kelantan,Kelantan,Syariah,193
2021-03-01,Melaka,Melaka,Jenayah,12
2021-03-01,Melaka,Melaka,Sivil,51
2021-03-01,Melaka,Melaka,Syariah,72
2021-03-01,Negeri Sembilan,Negeri Sembilan,Jenayah,9
2021-03-01,Negeri Sembilan,Negeri Sembilan,Sivil,33
2021-03-01,Negeri Sembilan,Negeri Sembilan,Syariah,15
2021-03-01,Pahang,Pahang,Sivil,15
2021-03-01,Pahang,Pahang,Syariah,58
2021-03-01,Pahang,Raub,Jenayah,1
2021-03-01,Pahang,Raub,Sivil,10
2021-03-01,Pahang,Raub,Syariah,23
2021-03-01,Perak,Perak,Jenayah,6
2021-03-01,Perak,Perak,Sivil,160
2021-03-01,Perak,Perak,Syariah,72
2021-03-01,Perak,Taiping,Jenayah,1
2021-03-01,Perak,Taiping,Sivil,34
2021-03-01,Perak,Taiping,Syariah,31
2021-03-01,Perlis,Perlis,Jenayah,2
2021-03-01,Perlis,Perlis,Sivil,20
2021-03-01,Perlis,Perlis,Syariah,32
2021-03-01,Pulau Pinang,Pulau Pinang,Jenayah,6
2021-03-01,Pulau Pinang,Pulau Pinang,Sivil,87
2021-03-01,Pulau Pinang,Pulau Pinang,Syariah,70
2021-03-01,Sabah,Sabah,Jenayah,14
