date,state,branch,category,cases
2021-03-01,Sabah,Sabah,Sivil,122
2021-03-01,Sabah,Sabah,Syariah,64
2021-03-01,Sarawak,Miri,Jenayah,2
2021-03-01,Sarawak,Miri,Sivil,32
2021-03-01,Sarawak,Miri,Syariah,11
2021-03-01,Sarawak,Sarawak,Jenayah,3
2021-03-01,Sarawak,Sarawak,Sivil,137
2021-03-01,Sarawak,Sarawak,Syariah,70
2021-03-01,Sarawak,Sibu,Jenayah,1
2021-03-01,Sarawak,Sibu,Sivil,29
2021-03-01,Sarawak,Sibu,Syariah,17
2021-03-01,Selangor,Selangor,Jenayah,21
2021-03-01,Selangor,Selangor,Sivil,271
2021-03-01,Selangor,Selangor,Syariah,145
2021-03-01,Terengganu,Terengganu,Jenayah,2
2021-03-01,Terengganu,Terengganu,Sivil,14
2021-03-01,Terengganu,Terengganu,Syariah,103
2021-03-01,W.P. Kuala Lumpur,Kuala Lumpur,Jenayah,7
2021-03-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,72
2021-03-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,123
2021-03-01,W.P. Labuan,Labuan,Jenayah,1
2021-03-01,W.P. Labuan,Labuan,Sivil,11
2021-03-01,W.P. Labuan,Labuan,Syariah,25
2021-03-01,W.P. Putrajaya,Ibu Pejabat,Jenayah,1
2021-03-01,W.P. Putrajaya,Ibu Pejabat,Sivil,41
2021-03-01,W.P. Putrajaya,Ibu Pejabat,Syariah,20
2021-04-01,Johor,Johor,Jenayah,5
2021-04-01,Johor,Johor,Sivil,112
2021-04-01,Johor,Johor,Syariah,186
2021-04-01,Johor,Muar,Jenayah,3
2021-04-01,Johor,Muar,Sivil,38
2021-04-01,Johor,Muar,Syariah,49
2021-04-01,Kedah,Kedah,Jenayah,1
2021-04-01,Kedah,Kedah,Sivil,41
2021-04-01,Kedah,Kedah,Syariah,123
2021-04-01,Kedah,Langkawi,Jenayah,4
2021-04-01,Kedah,Langkawi,Sivil,11
2021-04-01,Kedah,Langkawi,Syariah,18
2021-04-01,Kelantan,Gua Musang,Jenayah,4
2021-04-01,Kelantan,Gua Musang,Sivil,3
2021-04-01,Kelantan,Gua Musang,Syariah,23
2021-04-01,Kelantan,Kelantan,Jenayah,6
2021-04-01,Kelantan,Kelantan,Sivil,27
2021-04-01,Kelantan,Kelantan,Syariah,131
2021-04-01,Melaka,Melaka,Jenayah,5
2021-04-01,Melaka,Melaka,Sivil,36
2021-04-01,Melaka,Melaka,Syariah,59
2021-04-01,Negeri Sembilan,Negeri Sembilan,Jenayah,3
2021-04-01,Negeri Sembilan,Negeri Sembilan,Sivil,26
2021-04-01,Negeri Sembilan,Negeri Sembilan,Syariah,28
2021-04-01,Pahang,Pahang,Sivil,13
2021-04-01,Pahang,Pahang,Syariah,57
2021-04-01,Pahang,Raub,Sivil,6
2021-04-01,Pahang,Raub,Syariah,16
2021-04-01,Perak,Perak,Jenayah,3
2021-04-01,Perak,Perak,Sivil,146
2021-04-01,Perak,Perak,Syariah,59
2021-04-01,Perak,Taiping,Jenayah,4
2021-04-01,Perak,Taiping,Sivil,30
2021-04-01,Perak,Taiping,Syariah,16
2021-04-01,Perlis,Perlis,Jenayah,5
2021-04-01,Perlis,Perlis,Sivil,17
2021-04-01,Perlis,Perlis,Syariah,25
2021-04-01,Pulau Pinang,Pulau Pinang,Jenayah,11
2021-04-01,Pulau Pinang,Pulau Pinang,Sivil,68
2021-04-01,Pulau Pinang,Pulau Pinang,Syariah,68
2021-04-01,Sabah,Sabah,Jenayah,6
2021-04-01,Sabah,Sabah,Sivil,99
2021-04-01,Sabah,Sabah,Syariah,53
2021-04-01,Sarawak,Miri,Sivil,48
2021-04-01,Sarawak,Miri,Syariah,14
2021-04-01,Sarawak,Sarawak,Jenayah,6
2021-04-01,Sarawak,Sarawak,Sivil,82
2021-04-01,Sarawak,Sarawak,Syariah,36
2021-04-01,Sarawak,Sibu,Jenayah,1
2021-04-01,Sarawak,Sibu,Sivil,33
2021-04-01,Sarawak,Sibu,Syariah,13
2021-04-01,Selangor,Selangor,Jenayah,15
2021-04-01,Selangor,Selangor,Sivil,212
2021-04-01,Selangor,Selangor,Syariah,200
2021-04-01,Terengganu,Terengganu,Jenayah,2
2021-04-01,Terengganu,Terengganu,Sivil,6
2021-04-01,Terengganu,Terengganu,Syariah,107
2021-04-01,W.P. Kuala Lumpur,Kuala Lumpur,Jenayah,4
2021-04-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,75
2021-04-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,92
2021-04-01,W.P. Labuan,Labuan,Jenayah,2
2021-04-01,W.P. Labuan,Labuan,Sivil,9
2021-04-01,W.P. Labuan,Labuan,Syariah,22
2021-04-01,W.P. Putrajaya,Ibu Pejabat,Jenayah,4
2021-04-01,W.P. Putrajaya,Ibu Pejabat,Sivil,19
2021-04-01,W.P. Putrajaya,Ibu Pejabat,Syariah,17
2021-05-01,Johor,Johor,Jenayah,3
2021-05-01,Johor,Johor,Sivil,54
2021-05-01,Johor,Johor,Syariah,92
2021-05-01,Johor,Muar,Jenayah,2
2021-05-01,Johor,Muar,Sivil,24
2021-05-01,Johor,Muar,Syariah,16
2021-05-01,Kedah,Kedah,Jenayah,1
2021-05-01,Kedah,Kedah,Sivil,10
2021-05-01,Kedah,Kedah,Syariah,31
2021-05-01,Kedah,Langkawi,Sivil,2
2021-05-01,Kedah,Langkawi,Syariah,11
2021-05-01,Kelantan,Gua Musang,Sivil,3
2021-05-01,Kelantan,Gua Musang,Syariah,16
2021-05-01,Kelantan,Kelantan,Jenayah,10
2021-05-01,Kelantan,Kelantan,Sivil,10
2021-05-01,Kelantan,Kelantan,Syariah,80
2021-05-01,Melaka,Melaka,Jenayah,1
2021-05-01,Melaka,Melaka,Sivil,5
2021-05-01,Melaka,Melaka,Syariah,20
2021-05-01,Negeri Sembilan,Negeri Sembilan,Sivil,19
2021-05-01,Negeri Sembilan,Negeri Sembilan,Syariah,14
2021-05-01,Pahang,Pahang,Sivil,3
2021-05-01,Pahang,Pahang,Syariah,11
2021-05-01,Pahang,Raub,Sivil,1
2021-05-01,Pahang,Raub,Syariah,2
2021-05-01,Perak,Perak,Jenayah,2
2021-05-01,Perak,Perak,Sivil,57
2021-05-01,Perak,Perak,Syariah,8
2021-05-01,Perak,Taiping,Jenayah,3
2021-05-01,Perak,Taiping,Sivil,11
2021-05-01,Perak,Taiping,Syariah,13
2021-05-01,Perlis,Perlis,Jenayah,1
2021-05-01,Perlis,Perlis,Sivil,8
2021-05-01,Perlis,Perlis,Syariah,11
2021-05-01,Pulau Pinang,Pulau Pinang,Jenayah,18
2021-05-01,Pulau Pinang,Pulau Pinang,Sivil,26
2021-05-01,Pulau Pinang,Pulau Pinang,Syariah,23
2021-05-01,Sabah,Sabah,Jenayah,3
2021-05-01,Sabah,Sabah,Sivil,37
2021-05-01,Sabah,Sabah,Syariah,14
2021-05-01,Sarawak,Miri,Jenayah,1
2021-05-01,Sarawak,Miri,Sivil,18
2021-05-01,Sarawak,Miri,Syariah,3
2021-05-01,Sarawak,Sarawak,Jenayah,1
2021-05-01,Sarawak,Sarawak,Sivil,46
2021-05-01,Sarawak,Sarawak,Syariah,20
2021-05-01,Sarawak,Sibu,Sivil,22
2021-05-01,Sarawak,Sibu,Syariah,16
2021-05-01,Selangor,Selangor,Jenayah,8
2021-05-01,Selangor,Selangor,Sivil,113
2021-05-01,Selangor,Selangor,Syariah,79
2021-05-01,Terengganu,Terengganu,Jenayah,2
2021-05-01,Terengganu,Terengganu,Sivil,6
2021-05-01,Terengganu,Terengganu,Syariah,37
2021-05-01,W.P. Kuala Lumpur,Kuala Lumpur,Jenayah,4
2021-05-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,61
2021-05-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,93
2021-05-01,W.P. Labuan,Labuan,Syariah,20
2021-05-01,W.P. Putrajaya,Ibu Pejabat,Jenayah,1
2021-05-01,W.P. Putrajaya,Ibu Pejabat,Sivil,9
2021-05-01,W.P. Putrajaya,Ibu Pejabat,Syariah,6
2021-06-01,Pulau Pinang,Pulau Pinang,Jenayah,17
2021-06-01,Selangor,Selangor,Jenayah,2
2021-06-01,Selangor,Selangor,Sivil,3
2021-07-01,Johor,Johor,Jenayah,1
2021-07-01,Johor,Johor,Sivil,23
2021-07-01,Johor,Johor,Syariah,26
2021-07-01,Johor,Muar,Sivil,6
2021-07-01,Johor,Muar,Syariah,5
2021-07-01,Kedah,Kedah,Jenayah,1
2021-07-01,Kedah,Kedah,Sivil,19
2021-07-01,Kedah,Kedah,Syariah,63
2021-07-01,Kedah,Langkawi,Syariah,5
2021-07-01,Kelantan,Gua Musang,Jenayah,1
2021-07-01,Kelantan,Gua Musang,Syariah,7
2021-07-01,Kelantan,Kelantan,Jenayah,9
2021-07-01,Kelantan,Kelantan,Sivil,13
2021-07-01,Kelantan,Kelantan,Syariah,70
2021-07-01,Melaka,Melaka,Sivil,6
2021-07-01,Melaka,Melaka,Syariah,11
2021-07-01,Negeri Sembilan,Negeri Sembilan,Syariah,2
2021-07-01,Pahang,Pahang,Sivil,1
2021-07-01,Pahang,Pahang,Syariah,3
2021-07-01,Pahang,Raub,Syariah,2
2021-07-01,Perak,Perak,Sivil,104
2021-07-01,Perak,Perak,Syariah,15
2021-07-01,Perak,Taiping,Jenayah,1
2021-07-01,Perak,Taiping,Sivil,14
2021-07-01,Perak,Taiping,Syariah,3
2021-07-01,Perlis,Perlis,Jenayah,2
2021-07-01,Perlis,Perlis,Sivil,8
2021-07-01,Perlis,Perlis,Syariah,19
2021-07-01,Pulau Pinang,Pulau Pinang,Jenayah,47
2021-07-01,Pulau Pinang,Pulau Pinang,Sivil,15
2021-07-01,Pulau Pinang,Pulau Pinang,Syariah,10
2021-07-01,Sabah,Sabah,Jenayah,1
2021-07-01,Sabah,Sabah,Sivil,21
2021-07-01,Sabah,Sabah,Syariah,9
2021-07-01,Sarawak,Miri,Jenayah,1
2021-07-01,Sarawak,Miri,Sivil,7
2021-07-01,Sarawak,Sarawak,Sivil,26
2021-07-01,Sarawak,Sarawak,Syariah,8
2021-07-01,Sarawak,Sibu,Jenayah,1
2021-07-01,Sarawak,Sibu,Sivil,18
2021-07-01,Selangor,Selangor,Sivil,8
2021-07-01,Selangor,Selangor,Syariah,10
2021-07-01,Terengganu,Terengganu,Sivil,1
2021-07-01,Terengganu,Terengganu,Syariah,12
2021-07-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,2
2021-07-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,1
2021-07-01,W.P. Putrajaya,Ibu Pejabat,Sivil,5
2021-07-01,W.P. Putrajaya,Ibu Pejabat,Syariah,2
2021-08-01,Johor,Johor,Jenayah,4
2021-08-01,Johor,Johor,Sivil,44
2021-08-01,Johor,Johor,Syariah,68
2021-08-01,Johor,Muar,Sivil,6
2021-08-01,Johor,Muar,Syariah,13
2021-08-01,Kedah,Kedah,Sivil,21
2021-08-01,Kedah,Kedah,Syariah,17
2021-08-01,Kedah,Langkawi,Sivil,2
2021-08-01,Kedah,Langkawi,Syariah,6
2021-08-01,Kelantan,Gua Musang,Sivil,1
2021-08-01,Kelantan,Gua Musang,Syariah,14
2021-08-01,Kelantan,Kelantan,Jenayah,17
2021-08-01,Kelantan,Kelantan,Sivil,15
2021-08-01,Kelantan,Kelantan,Syariah,95
2021-08-01,Melaka,Melaka,Jenayah,1
2021-08-01,Melaka,Melaka,Sivil,4
2021-08-01,Melaka,Melaka,Syariah,12
2021-08-01,Negeri Sembilan,Negeri Sembilan,Sivil,12
2021-08-01,Negeri Sembilan,Negeri Sembilan,Syariah,6
2021-08-01,Pahang,Pahang,Jenayah,1
2021-08-01,Pahang,Pahang,Sivil,7
2021-08-01,Pahang,Pahang,Syariah,36
2021-08-01,Pahang,Raub,Jenayah,1
2021-08-01,Pahang,Raub,Sivil,4
2021-08-01,Pahang,Raub,Syariah,9
2021-08-01,Perak,Perak,Jenayah,11
2021-08-01,Perak,Perak,Sivil,100
2021-08-01,Perak,Perak,Syariah,29
2021-08-01,Perak,Taiping,Jenayah,2
2021-08-01,Perak,Taiping,Sivil,17
2021-08-01,Perak,Taiping,Syariah,8
2021-08-01,Perlis,Perlis,Jenayah,2
2021-08-01,Perlis,Perlis,Sivil,13
2021-08-01,Perlis,Perlis,Syariah,9
2021-08-01,Pulau Pinang,Pulau Pinang,Jenayah,11
2021-08-01,Pulau Pinang,Pulau Pinang,Sivil,5
2021-08-01,Pulau Pinang,Pulau Pinang,Syariah,12
2021-08-01,Sabah,Sabah,Jenayah,2
2021-08-01,Sabah,Sabah,Sivil,42
2021-08-01,Sabah,Sabah,Syariah,1
2021-08-01,Sarawak,Miri,Sivil,13
2021-08-01,Sarawak,Miri,Syariah,10
2021-08-01,Sarawak,Sarawak,Jenayah,2
2021-08-01,Sarawak,Sarawak,Sivil,19
2021-08-01,Sarawak,Sarawak,Syariah,13
2021-08-01,Sarawak,Sibu,Sivil,10
2021-08-01,Sarawak,Sibu,Syariah,22
2021-08-01,Selangor,Selangor,Jenayah,7
2021-08-01,Selangor,Selangor,Sivil,65
2021-08-01,Selangor,Selangor,Syariah,46
2021-08-01,Terengganu,Terengganu,Sivil,6
2021-08-01,Terengganu,Terengganu,Syariah,15
2021-08-01,W.P. Kuala Lumpur,Kuala Lumpur,Jenayah,1
2021-08-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,38
2021-08-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,75
2021-08-01,W.P. Labuan,Labuan,Sivil,4
2021-08-01,W.P. Labuan,Labuan,Syariah,15
2021-08-01,W.P. Putrajaya,Ibu Pejabat,Jenayah,3
2021-08-01,W.P. Putrajaya,Ibu Pejabat,Sivil,9
2021-08-01,W.P. Putrajaya,Ibu Pejabat,Syariah,8
2021-09-01,Johor,Johor,Jenayah,13
2021-09-01,Johor,Johor,Sivil,106
2021-09-01,Johor,Johor,Syariah,206
2021-09-01,Johor,Muar,Jenayah,1
2021-09-01,Johor,Muar,Sivil,28
2021-09-01,Johor,Muar,Syariah,40
2021-09-01,Kedah,Kedah,Sivil,19
2021-09-01,Kedah,Kedah,Syariah,39
2021-09-01,Kedah,Langkawi,Jenayah,1
2021-09-01,Kedah,Langkawi,Sivil,4
2021-09-01,Kedah,Langkawi,Syariah,17
2021-09-01,Kelantan,Gua Musang,Syariah,22
2021-09-01,Kelantan,Kelantan,Jenayah,8
2021-09-01,Kelantan,Kelantan,Sivil,19
2021-09-01,Kelantan,Kelantan,Syariah,115
2021-09-01,Melaka,Melaka,Jenayah,2
2021-09-01,Melaka,Melaka,Sivil,16
2021-09-01,Melaka,Melaka,Syariah,31
2021-09-01,Negeri Sembilan,Negeri Sembilan,Jenayah,4
2021-09-01,Negeri Sembilan,Negeri Sembilan,Sivil,39
2021-09-01,Negeri Sembilan,Negeri Sembilan,Syariah,24
2021-09-01,Pahang,Pahang,Jenayah,4
2021-09-01,Pahang,Pahang,Sivil,3
2021-09-01,Pahang,Pahang,Syariah,10
2021-09-01,Pahang,Raub,Sivil,1
2021-09-01,Pahang,Raub,Syariah,14
2021-09-01,Perak,Perak,Jenayah,17
2021-09-01,Perak,Perak,Sivil,113
2021-09-01,Perak,Perak,Syariah,37
2021-09-01,Perak,Taiping,Jenayah,1
2021-09-01,Perak,Taiping,Sivil,28
2021-09-01,Perak,Taiping,Syariah,16
2021-09-01,Perlis,Perlis,Jenayah,1
2021-09-01,Perlis,Perlis,Sivil,13
2021-09-01,Perlis,Perlis,Syariah,9
2021-09-01,Pulau Pinang,Pulau Pinang,Jenayah,6
2021-09-01,Pulau Pinang,Pulau Pinang,Sivil,14
2021-09-01,Pulau Pinang,Pulau Pinang,Syariah,20
2021-09-01,Sabah,Sabah,Sivil,46
2021-09-01,Sabah,Sabah,Syariah,11
2021-09-01,Sarawak,Miri,Sivil,24
2021-09-01,Sarawak,Miri,Syariah,2
2021-09-01,Sarawak,Sarawak,Jenayah,1
2021-09-01,Sarawak,Sarawak,Sivil,51
2021-09-01,Sarawak,Sarawak,Syariah,26
2021-09-01,Sarawak,Sibu,Sivil,16
2021-09-01,Sarawak,Sibu,Syariah,30
2021-09-01,Selangor,Selangor,Jenayah,6
2021-09-01,Selangor,Selangor,Sivil,128
2021-09-01,Selangor,Selangor,Syariah,68
2021-09-01,Terengganu,Terengganu,Jenayah,1
2021-09-01,Terengganu,Terengganu,Sivil,5
2021-09-01,Terengganu,Terengganu,Syariah,46
2021-09-01,W.P. Kuala Lumpur,Kuala Lumpur,Jenayah,4
2021-09-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,69
2021-09-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,76
2021-09-01,W.P. Labuan,Labuan,Syariah,17
2021-09-01,W.P. Putrajaya,Ibu Pejabat,Jenayah,6
2021-09-01,W.P. Putrajaya,Ibu Pejabat,Sivil,20
2021-09-01,W.P. Putrajaya,Ibu Pejabat,Syariah,10
2021-10-01,Johor,Johor,Jenayah,5
2021-10-01,Johor,Johor,Sivil,173
2021-10-01,Johor,Johor,Syariah,226
2021-10-01,Johor,Muar,Jenayah,1
2021-10-01,Johor,Muar,Sivil,25
2021-10-01,Johor,Muar,Syariah,48
2021-10-01,Kedah,Kedah,Jenayah,3
2021-10-01,Kedah,Kedah,Sivil,31
2021-10-01,Kedah,Kedah,Syariah,101
2021-10-01,Kedah,Langkawi,Jenayah,3
2021-10-01,Kedah,Langkawi,Sivil,4
2021-10-01,Kedah,Langkawi,Syariah,16
2021-10-01,Kelantan,Gua Musang,Jenayah,1
2021-10-01,Kelantan,Gua Musang,Sivil,2
2021-10-01,Kelantan,Gua Musang,Syariah,21
2021-10-01,Kelantan,Kelantan,Jenayah,14
2021-10-01,Kelantan,Kelantan,Sivil,22
2021-10-01,Kelantan,Kelantan,Syariah,168
2021-10-01,Melaka,Melaka,Jenayah,5
2021-10-01,Melaka,Melaka,Sivil,29
2021-10-01,Melaka,Melaka,Syariah,43
2021-10-01,Negeri Sembilan,Negeri Sembilan,Jenayah,6
2021-10-01,Negeri Sembilan,Negeri Sembilan,Sivil,52
2021-10-01,Negeri Sembilan,Negeri Sembilan,Syariah,17
2021-10-01,Pahang,Pahang,Jenayah,1
2021-10-01,Pahang,Pahang,Sivil,26
2021-10-01,Pahang,Pahang,Syariah,78
2021-10-01,Pahang,Raub,Sivil,3
2021-10-01,Pahang,Raub,Syariah,15
2021-10-01,Perak,Perak,Jenayah,6
2021-10-01,Perak,Perak,Sivil,104
2021-10-01,Perak,Perak,Syariah,48
2021-10-01,Perak,Taiping,Jenayah,2
2021-10-01,Perak,Taiping,Sivil,34
2021-10-01,Perak,Taiping,Syariah,17
2021-10-01,Perlis,Perlis,Jenayah,3
2021-10-01,Perlis,Perlis,Sivil,22
2021-10-01,Perlis,Perlis,Syariah,17
2021-10-01,Pulau Pinang,Pulau Pinang,Jenayah,3
2021-10-01,Pulau Pinang,Pulau Pinang,Sivil,61
2021-10-01,Pulau Pinang,Pulau Pinang,Syariah,39
2021-10-01,Sabah,Sabah,Jenayah,2
2021-10-01,Sabah,Sabah,Sivil,67
2021-10-01,Sabah,Sabah,Syariah,24
2021-10-01,Sarawak,Miri,Jenayah,1
2021-10-01,Sarawak,Miri,Sivil,25
2021-10-01,Sarawak,Miri,Syariah,16
2021-10-01,Sarawak,Sarawak,Jenayah,9
2021-10-01,Sarawak,Sarawak,Sivil,115
2021-10-01,Sarawak,Sarawak,Syariah,37
2021-10-01,Sarawak,Sibu,Jenayah,1
2021-10-01,Sarawak,Sibu,Sivil,39
2021-10-01,Sarawak,Sibu,Syariah,8
2021-10-01,Selangor,Selangor,Jenayah,15
2021-10-01,Selangor,Selangor,Sivil,271
2021-10-01,Selangor,Selangor,Syariah,165
2021-10-01,Terengganu,Terengganu,Jenayah,1
2021-10-01,Terengganu,Terengganu,Sivil,3
2021-10-01,Terengganu,Terengganu,Syariah,75
2021-10-01,W.P. Kuala Lumpur,Kuala Lumpur,Jenayah,7
2021-10-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,89
2021-10-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,68
2021-10-01,W.P. Labuan,Labuan,Jenayah,3
2021-10-01,W.P. Labuan,Labuan,Sivil,12
2021-10-01,W.P. Labuan,Labuan,Syariah,6
2021-10-01,W.P. Putrajaya,Ibu Pejabat,Jenayah,12
2021-10-01,W.P. Putrajaya,Ibu Pejabat,Sivil,30
2021-10-01,W.P. Putrajaya,Ibu Pejabat,Syariah,11
2021-11-01,Johor,Johor,Jenayah,9
2021-11-01,Johor,Johor,Sivil,168
2021-11-01,Johor,Johor,Syariah,312
2021-11-01,Johor,Muar,Jenayah,7
2021-11-01,Johor,Muar,Sivil,42
2021-11-01,Johor,Muar,Syariah,74
2021-11-01,Kedah,Kedah,Jenayah,3
2021-11-01,Kedah,Kedah,Sivil,46
2021-11-01,Kedah,Kedah,Syariah,204
2021-11-01,Kedah,Langkawi,Jenayah,3
2021-11-01,Kedah,Langkawi,Sivil,5
2021-11-01,Kedah,Langkawi,Syariah,16
2021-11-01,Kelantan,Gua Musang,Jenayah,1
2021-11-01,Kelantan,Gua Musang,Syariah,21
2021-11-01,Kelantan,Kelantan,Jenayah,10
2021-11-01,Kelantan,Kelantan,Sivil,29
2021-11-01,Kelantan,Kelantan,Syariah,191
2021-11-01,Melaka,Melaka,Jenayah,3
2021-11-01,Melaka,Melaka,Sivil,45
2021-11-01,Melaka,Melaka,Syariah,61
2021-11-01,Negeri Sembilan,Negeri Sembilan,Jenayah,6
2021-11-01,Negeri Sembilan,Negeri Sembilan,Sivil,52
2021-11-01,Negeri Sembilan,Negeri Sembilan,Syariah,26
2021-11-01,Pahang,Pahang,Jenayah,7
2021-11-01,Pahang,Pahang,Sivil,14
2021-11-01,Pahang,Pahang,Syariah,65
2021-11-01,Pahang,Raub,Sivil,12
2021-11-01,Pahang,Raub,Syariah,22
2021-11-01,Perak,Perak,Jenayah,13
2021-11-01,Perak,Perak,Sivil,127
2021-11-01,Perak,Perak,Syariah,56
2021-11-01,Perak,Taiping,Jenayah,3
2021-11-01,Perak,Taiping,Sivil,30
2021-11-01,Perak,Taiping,Syariah,33
2021-11-01,Perlis,Perlis,Jenayah,6
2021-11-01,Perlis,Perlis,Sivil,26
2021-11-01,Perlis,Perlis,Syariah,44
2021-11-01,Pulau Pinang,Pulau Pinang,Jenayah,13
2021-11-01,Pulau Pinang,Pulau Pinang,Sivil,81
2021-11-01,Pulau Pinang,Pulau Pinang,Syariah,55
2021-11-01,Sabah,Sabah,Jenayah,7
2021-11-01,Sabah,Sabah,Sivil,104
2021-11-01,Sabah,Sabah,Syariah,25
2021-11-01,Sarawak,Miri,Jenayah,5
2021-11-01,Sarawak,Miri,Sivil,49
2021-11-01,Sarawak,Miri,Syariah,14
2021-11-01,Sarawak,Sarawak,Jenayah,4
2021-11-01,Sarawak,Sarawak,Sivil,115
2021-11-01,Sarawak,Sarawak,Syariah,56
2021-11-01,Sarawak,Sibu,Sivil,28
2021-11-01,Sarawak,Sibu,Syariah,15
2021-11-01,Selangor,Selangor,Jenayah,22
2021-11-01,Selangor,Selangor,Sivil,404
2021-11-01,Selangor,Selangor,Syariah,234
2021-11-01,Terengganu,Terengganu,Sivil,6
2021-11-01,Terengganu,Terengganu,Syariah,115
2021-11-01,W.P. Kuala Lumpur,Kuala Lumpur,Jenayah,6
2021-11-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,118
2021-11-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,148
2021-11-01,W.P. Labuan,Labuan,Syariah,20
2021-11-01,W.P. Putrajaya,Ibu Pejabat,Jenayah,6
2021-11-01,W.P. Putrajaya,Ibu Pejabat,Sivil,44
2021-11-01,W.P. Putrajaya,Ibu Pejabat,Syariah,17
2021-12-01,Johor,Johor,Jenayah,8
2021-12-01,Johor,Johor,Sivil,123
2021-12-01,Johor,Johor,Syariah,191
2021-12-01,Johor,Muar,Jenayah,3
2021-12-01,Johor,Muar,Sivil,13
2021-12-01,Johor,Muar,Syariah,33
2021-12-01,Kedah,Kedah,Sivil,33
2021-12-01,Kedah,Kedah,Syariah,116
2021-12-01,Kedah,Langkawi,Jenayah,2
2021-12-01,Kedah,Langkawi,Sivil,6
2021-12-01,Kedah,Langkawi,Syariah,23
2021-12-01,Kelantan,Gua Musang,Jenayah,2
2021-12-01,Kelantan,Gua Musang,Syariah,11
2021-12-01,Kelantan,Kelantan,Jenayah,12
2021-12-01,Kelantan,Kelantan,Sivil,22
2021-12-01,Kelantan,Kelantan,Syariah,200
2021-12-01,Melaka,Melaka,Jenayah,4
2021-12-01,Melaka,Melaka,Sivil,40
2021-12-01,Melaka,Melaka,Syariah,77
2021-12-01,Negeri Sembilan,Negeri Sembilan,Jenayah,5
2021-12-01,Negeri Sembilan,Negeri Sembilan,Sivil,39
2021-12-01,Negeri Sembilan,Negeri Sembilan,Syariah,24
2021-12-01,Pahang,Pahang,Jenayah,2
2021-12-01,Pahang,Pahang,Sivil,21
2021-12-01,Pahang,Pahang,Syariah,62
2021-12-01,Pahang,Raub,Sivil,9
2021-12-01,Pahang,Raub,Syariah,29
2021-12-01,Perak,Perak,Jenayah,9
2021-12-01,Perak,Perak,Sivil,123
2021-12-01,Perak,Perak,Syariah,22
2021-12-01,Perak,Taiping,Jenayah,2
2021-12-01,Perak,Taiping,Sivil,35
2021-12-01,Perak,Taiping,Syariah,18
2021-12-01,Perlis,Perlis,Jenayah,32
2021-12-01,Perlis,Perlis,Sivil,13
2021-12-01,Perlis,Perlis,Syariah,22
2021-12-01,Pulau Pinang,Pulau Pinang,Jenayah,12
2021-12-01,Pulau Pinang,Pulau Pinang,Sivil,116
2021-12-01,Pulau Pinang,Pulau Pinang,Syariah,31
2021-12-01,Sabah,Sabah,Jenayah,9
2021-12-01,Sabah,Sabah,Sivil,49
2021-12-01,Sabah,Sabah,Syariah,15
2021-12-01,Sarawak,Miri,Sivil,28
2021-12-01,Sarawak,Miri,Syariah,21
2021-12-01,Sarawak,Sarawak,Jenayah,3
2021-12-01,Sarawak,Sarawak,Sivil,111
2021-12-01,Sarawak,Sarawak,Syariah,58
2021-12-01,Sarawak,Sibu,Jenayah,1
2021-12-01,Sarawak,Sibu,Sivil,57
2021-12-01,Sarawak,Sibu,Syariah,20
2021-12-01,Selangor,Selangor,Jenayah,10
2021-12-01,Selangor,Selangor,Sivil,323
2021-12-01,Selangor,Selangor,Syariah,167
2021-12-01,Terengganu,Terengganu,Jenayah,4
2021-12-01,Terengganu,Terengganu,Sivil,4
2021-12-01,Terengganu,Terengganu,Syariah,82
2021-12-01,W.P. Kuala Lumpur,Kuala Lumpur,Jenayah,6
2021-12-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,92
2021-12-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,106
2021-12-01,W.P. Labuan,Labuan,Syariah,20
2021-12-01,W.P. Putrajaya,Ibu Pejabat,Jenayah,2
2021-12-01,W.P. Putrajaya,Ibu Pejabat,Sivil,33
2021-12-01,W.P. Putrajaya,Ibu Pejabat,Syariah,3
2022-01-01,Johor,Johor,Jenayah,5
2022-01-01,Johor,Johor,Sivil,177
2022-01-01,Johor,Johor,Syariah,351
2022-01-01,Johor,Muar,Jenayah,2
2022-01-01,Johor,Muar,Sivil,52
2022-01-01,Johor,Muar,Syariah,84
2022-01-01,Kedah,Kedah,Jenayah,1
2022-01-01,Kedah,Kedah,Sivil,22
2022-01-01,Kedah,Kedah,Syariah,148
2022-01-01,Kedah,Langkawi,Jenayah,3
