date,state,parlimen,dun,expenditure
2019-01-01,Perak,P.077 Tanjong Malim,N.58 Slim,2418
2022-01-01,Perak,P.077 Tanjong Malim,N.58 Slim,3349
2024-01-01,Perak,P.077 Tanjong Malim,N.58 Slim,4498
2019-01-01,Perak,P.077 Tanjong Malim,N.59 Behrang,3501
2022-01-01,Perak,P.077 Tanjong Malim,N.59 Behrang,4589
2024-01-01,Perak,P.077 Tanjong Malim,N.59 Behrang,4477
2019-01-01,Pahang,P.078 Cameron Highlands,N.01 Tanah Rata,4065
2022-01-01,Pahang,P.078 Cameron Highlands,N.01 Tanah Rata,4229
2024-01-01,Pahang,P.078 Cameron Highlands,N.01 Tanah Rata,4672
2019-01-01,Pahang,P.078 Cameron Highlands,N.02 Jelai,3633
2022-01-01,Pahang,P.078 Cameron Highlands,N.02 Jelai,3313
2024-01-01,Pahang,P.078 Cameron Highlands,N.02 Jelai,3911
2019-01-01,Pahang,P.079 Lipis,N.03 Padang Tengku,3278
2022-01-01,Pahang,P.079 Lipis,N.03 Padang Tengku,4108
2024-01-01,Pahang,P.079 Lipis,N.03 Padang Tengku,4047
2019-01-01,Pahang,P.079 Lipis,N.04 Cheka,3653
2022-01-01,Pahang,P.079 Lipis,N.04 Cheka,4585
2024-01-01,Pahang,P.079 Lipis,N.04 Cheka,5268
2019-01-01,Pahang,P.079 Lipis,N.05 Benta,2982
2022-01-01,Pahang,P.079 Lipis,N.05 Benta,3815
2024-01-01,Pahang,P.079 Lipis,N.05 Benta,3707
2019-01-01,Pahang,P.080 Raub,N.06 Batu Talam,3891
2022-01-01,Pahang,P.080 Raub,N.06 Batu Talam,3637
2024-01-01,Pahang,P.080 Raub,N.06 Batu Talam,3742
2019-01-01,Pahang,P.080 Raub,N.07 Tras,4404
2022-01-01,Pahang,P.080 Raub,N.07 Tras,4451
2024-01-01,Pahang,P.080 Raub,N.07 Tras,4920
2019-01-01,Pahang,P.080 Raub,N.08 Dong,3294
2022-01-01,Pahang,P.080 Raub,N.08 Dong,4624
2024-01-01,Pahang,P.080 Raub,N.08 Dong,5063
2019-01-01,Pahang,P.081 Jerantut,N.09 Tahan,2782
2022-01-01,Pahang,P.081 Jerantut,N.09 Tahan,2476
2024-01-01,Pahang,P.081 Jerantut,N.09 Tahan,3462
2019-01-01,Pahang,P.081 Jerantut,N.10 Damak,2813
2022-01-01,Pahang,P.081 Jerantut,N.10 Damak,3785
2024-01-01,Pahang,P.081 Jerantut,N.10 Damak,3812
2019-01-01,Pahang,P.081 Jerantut,N.11 Pulau Tawar,2734
2022-01-01,Pahang,P.081 Jerantut,N.11 Pulau Tawar,3369
2024-01-01,Pahang,P.081 Jerantut,N.11 Pulau Tawar,3827
2019-01-01,Pahang,P.082 Indera Mahkota,N.12 Beserah,3878
2022-01-01,Pahang,P.082 Indera Mahkota,N.12 Beserah,5118
2024-01-01,Pahang,P.082 Indera Mahkota,N.12 Beserah,4667
2019-01-01,Pahang,P.082 Indera Mahkota,N.13 Semambu,5062
2022-01-01,Pahang,P.082 Indera Mahkota,N.13 Semambu,5175
2024-01-01,Pahang,P.082 Indera Mahkota,N.13 Semambu,6050
2019-01-01,Pahang,P.083 Kuantan,N.14 Teruntum,4927
2022-01-01,Pahang,P.083 Kuantan,N.14 Teruntum,5156
2024-01-01,Pahang,P.083 Kuantan,N.14 Teruntum,4009
2019-01-01,Pahang,P.083 Kuantan,N.15 Tanjung Lumpur,4482
2022-01-01,Pahang,P.083 Kuantan,N.15 Tanjung Lumpur,4596
2024-01-01,Pahang,P.083 Kuantan,N.15 Tanjung Lumpur,4396
2019-01-01,Pahang,P.083 Kuantan,N.16 Inderapura,3841
2022-01-01,Pahang,P.083 Kuantan,N.16 Inderapura,4592
2024-01-01,Pahang,P.083 Kuantan,N.16 Inderapura,4639
2019-01-01,Pahang,P.084 Paya Besar,N.17 Sungai Lembing,2903
2022-01-01,Pahang,P.084 Paya Besar,N.17 Sungai Lembing,3594
2024-01-01,Pahang,P.084 Paya Besar,N.17 Sungai Lembing,4064
2019-01-01,Pahang,P.084 Paya Besar,N.18 Lepar,3611
2022-01-01,Pahang,P.084 Paya Besar,N.18 Lepar,4109
2024-01-01,Pahang,P.084 Paya Besar,N.18 Lepar,5606
2019-01-01,Pahang,P.084 Paya Besar,N.19 Panching,4163
2022-01-01,Pahang,P.084 Paya Besar,N.19 Panching,4332
2024-01-01,Pahang,P.084 Paya Besar,N.19 Panching,4949
2019-01-01,Pahang,P.085 Pekan,N.20 Pulau Manis,3456
2022-01-01,Pahang,P.085 Pekan,N.20 Pulau Manis,4155
2024-01-01,Pahang,P.085 Pekan,N.20 Pulau Manis,4251
2019-01-01,Pahang,P.085 Pekan,N.21 Peramu Jaya,3414
2022-01-01,Pahang,P.085 Pekan,N.21 Peramu Jaya,3889
2024-01-01,Pahang,P.085 Pekan,N.21 Peramu Jaya,4242
2019-01-01,Pahang,P.085 Pekan,N.22 Bebar,2691
2022-01-01,Pahang,P.085 Pekan,N.22 Bebar,2944
2024-01-01,Pahang,P.085 Pekan,N.22 Bebar,3522
2019-01-01,Pahang,P.085 Pekan,N.23 Chini,3538
2022-01-01,Pahang,P.085 Pekan,N.23 Chini,3113
2024-01-01,Pahang,P.085 Pekan,N.23 Chini,3637
2019-01-01,Pahang,P.086 Maran,N.24 Luit,3395
2022-01-01,Pahang,P.086 Maran,N.24 Luit,3081
2024-01-01,Pahang,P.086 Maran,N.24 Luit,2829
2019-01-01,Pahang,P.086 Maran,N.25 Kuala Sentul,3291
2022-01-01,Pahang,P.086 Maran,N.25 Kuala Sentul,2969
2024-01-01,Pahang,P.086 Maran,N.25 Kuala Sentul,3661
2019-01-01,Pahang,P.086 Maran,N.26 Chenor,3308
2022-01-01,Pahang,P.086 Maran,N.26 Chenor,2924
2024-01-01,Pahang,P.086 Maran,N.26 Chenor,4071
2019-01-01,Pahang,P.087 Kuala Krau,N.27 Jenderak,2591
2022-01-01,Pahang,P.087 Kuala Krau,N.27 Jenderak,2817
2024-01-01,Pahang,P.087 Kuala Krau,N.27 Jenderak,2814
2019-01-01,Pahang,P.087 Kuala Krau,N.28 Kerdau,2571
2022-01-01,Pahang,P.087 Kuala Krau,N.28 Kerdau,4105
2024-01-01,Pahang,P.087 Kuala Krau,N.28 Kerdau,3849
2019-01-01,Pahang,P.087 Kuala Krau,N.29 Jengka,4176
2022-01-01,Pahang,P.087 Kuala Krau,N.29 Jengka,4312
2024-01-01,Pahang,P.087 Kuala Krau,N.29 Jengka,4029
2019-01-01,Pahang,P.088 Temerloh,N.30 Mentakab,3065
2022-01-01,Pahang,P.088 Temerloh,N.30 Mentakab,3758
2024-01-01,Pahang,P.088 Temerloh,N.30 Mentakab,3930
2019-01-01,Pahang,P.088 Temerloh,N.31 Lanchang,2730
2022-01-01,Pahang,P.088 Temerloh,N.31 Lanchang,3273
2024-01-01,Pahang,P.088 Temerloh,N.31 Lanchang,3570
2019-01-01,Pahang,P.088 Temerloh,N.32 Kuala Semantan,3184
2022-01-01,Pahang,P.088 Temerloh,N.32 Kuala Semantan,3788
2024-01-01,Pahang,P.088 Temerloh,N.32 Kuala Semantan,3691
2019-01-01,Pahang,P.089 Bentong,N.33 Bilut,3933
2022-01-01,Pahang,P.089 Bentong,N.33 Bilut,4203
2024-01-01,Pahang,P.089 Bentong,N.33 Bilut,4531
2019-01-01,Pahang,P.089 Bentong,N.34 Ketari,3663
2022-01-01,Pahang,P.089 Bentong,N.34 Ketari,4795
2024-01-01,Pahang,P.089 Bentong,N.34 Ketari,5292
2019-01-01,Pahang,P.089 Bentong,N.35 Sabai,3089
2022-01-01,Pahang,P.089 Bentong,N.35 Sabai,3789
2024-01-01,Pahang,P.089 Bentong,N.35 Sabai,4413
2019-01-01,Pahang,P.089 Bentong,N.36 Pelangai,3167
2022-01-01,Pahang,P.089 Bentong,N.36 Pelangai,4021
2024-01-01,Pahang,P.089 Bentong,N.36 Pelangai,3459
2019-01-01,Pahang,P.090 Bera,N.37 Guai,3181
2022-01-01,Pahang,P.090 Bera,N.37 Guai,3346
2024-01-01,Pahang,P.090 Bera,N.37 Guai,4064
2019-01-01,Pahang,P.090 Bera,N.38 Triang,2643
2022-01-01,Pahang,P.090 Bera,N.38 Triang,3841
2024-01-01,Pahang,P.090 Bera,N.38 Triang,3756
2019-01-01,Pahang,P.090 Bera,N.39 Kemayan,2649
2022-01-01,Pahang,P.090 Bera,N.39 Kemayan,2952
2024-01-01,Pahang,P.090 Bera,N.39 Kemayan,2782
2019-01-01,Pahang,P.091 Rompin,N.40 Bukit Ibam,3042
2022-01-01,Pahang,P.091 Rompin,N.40 Bukit Ibam,4586
2024-01-01,Pahang,P.091 Rompin,N.40 Bukit Ibam,3855
2019-01-01,Pahang,P.091 Rompin,N.41 Muadzam Shah,3347
2022-01-01,Pahang,P.091 Rompin,N.41 Muadzam Shah,3571
2024-01-01,Pahang,P.091 Rompin,N.41 Muadzam Shah,4187
2019-01-01,Pahang,P.091 Rompin,N.42 Tioman,3511
2022-01-01,Pahang,P.091 Rompin,N.42 Tioman,3344
2024-01-01,Pahang,P.091 Rompin,N.42 Tioman,3893
2019-01-01,Selangor,P.092 Sabak Bernam,N.01 Sungai Air Tawar,3061
2022-01-01,Selangor,P.092 Sabak Bernam,N.01 Sungai Air Tawar,5531
2024-01-01,Selangor,P.092 Sabak Bernam,N.01 Sungai Air Tawar,4393
2019-01-01,Selangor,P.092 Sabak Bernam,N.02 Sabak,2917
2022-01-01,Selangor,P.092 Sabak Bernam,N.02 Sabak,5551
2024-01-01,Selangor,P.092 Sabak Bernam,N.02 Sabak,4935
2019-01-01,Selangor,P.093 Sungai Besar,N.03 Sungai Panjang,4208
2022-01-01,Selangor,P.093 Sungai Besar,N.03 Sungai Panjang,4583
2024-01-01,Selangor,P.093 Sungai Besar,N.03 Sungai Panjang,6078
2019-01-01,Selangor,P.093 Sungai Besar,N.04 Sekinchan,5755
2022-01-01,Selangor,P.093 Sungai Besar,N.04 Sekinchan,5129
2024-01-01,Selangor,P.093 Sungai Besar,N.04 Sekinchan,6744
2019-01-01,Selangor,P.094 Hulu Selangor,N.05 Hulu Bernam,3468
2022-01-01,Selangor,P.094 Hulu Selangor,N.05 Hulu Bernam,5318
2024-01-01,Selangor,P.094 Hulu Selangor,N.05 Hulu Bernam,5664
2019-01-01,Selangor,P.094 Hulu Selangor,N.06 Kuala Kubu Baharu,4104
2022-01-01,Selangor,P.094 Hulu Selangor,N.06 Kuala Kubu Baharu,4549
2024-01-01,Selangor,P.094 Hulu Selangor,N.06 Kuala Kubu Baharu,4804
2019-01-01,Selangor,P.094 Hulu Selangor,N.07 Batang Kali,4295
2022-01-01,Selangor,P.094 Hulu Selangor,N.07 Batang Kali,4395
2024-01-01,Selangor,P.094 Hulu Selangor,N.07 Batang Kali,5576
2019-01-01,Selangor,P.095 Tanjong Karang,N.08 Sungai Burong,3755
2022-01-01,Selangor,P.095 Tanjong Karang,N.08 Sungai Burong,4687
2024-01-01,Selangor,P.095 Tanjong Karang,N.08 Sungai Burong,4304
2019-01-01,Selangor,P.095 Tanjong Karang,N.09 Permatang,3786
2022-01-01,Selangor,P.095 Tanjong Karang,N.09 Permatang,4340
2024-01-01,Selangor,P.095 Tanjong Karang,N.09 Permatang,6503
2019-01-01,Selangor,P.096 Kuala Selangor,N.10 Bukit Melawati,3776
2022-01-01,Selangor,P.096 Kuala Selangor,N.10 Bukit Melawati,4607
2024-01-01,Selangor,P.096 Kuala Selangor,N.10 Bukit Melawati,4931
2019-01-01,Selangor,P.096 Kuala Selangor,N.11 Ijok,3252
2022-01-01,Selangor,P.096 Kuala Selangor,N.11 Ijok,4192
2024-01-01,Selangor,P.096 Kuala Selangor,N.11 Ijok,5247
2019-01-01,Selangor,P.096 Kuala Selangor,N.12 Jeram,5203
2022-01-01,Selangor,P.096 Kuala Selangor,N.12 Jeram,6156
2024-01-01,Selangor,P.096 Kuala Selangor,N.12 Jeram,5992
2019-01-01,Selangor,P.097 Selayang,N.13 Kuang,4860
2022-01-01,Selangor,P.097 Selayang,N.13 Kuang,5418
2024-01-01,Selangor,P.097 Selayang,N.13 Kuang,7586
2019-01-01,Selangor,P.097 Selayang,N.14 Rawang,4437
2022-01-01,Selangor,P.097 Selayang,N.14 Rawang,5033
2024-01-01,Selangor,P.097 Selayang,N.14 Rawang,6044
2019-01-01,Selangor,P.097 Selayang,N.15 Taman Templer,5513
2022-01-01,Selangor,P.097 Selayang,N.15 Taman Templer,5376
2024-01-01,Selangor,P.097 Selayang,N.15 Taman Templer,5749
2019-01-01,Selangor,P.098 Gombak,N.16 Sungai Tua,4572
2022-01-01,Selangor,P.098 Gombak,N.16 Sungai Tua,5744
2024-01-01,Selangor,P.098 Gombak,N.16 Sungai Tua,7269
2019-01-01,Selangor,P.098 Gombak,N.17 Gombak Setia,4841
2022-01-01,Selangor,P.098 Gombak,N.17 Gombak Setia,5304
2024-01-01,Selangor,P.098 Gombak,N.17 Gombak Setia,7631
2019-01-01,Selangor,P.098 Gombak,N.18 Hulu Kelang,6244
2022-01-01,Selangor,P.098 Gombak,N.18 Hulu Kelang,11033
2024-01-01,Selangor,P.098 Gombak,N.18 Hulu Kelang,6885
2019-01-01,Selangor,P.099 Ampang,N.19 Bukit Antarabangsa,6586
2022-01-01,Selangor,P.099 Ampang,N.19 Bukit Antarabangsa,8516
2024-01-01,Selangor,P.099 Ampang,N.19 Bukit Antarabangsa,7845
2019-01-01,Selangor,P.099 Ampang,N.20 Lembah Jaya,5691
2022-01-01,Selangor,P.099 Ampang,N.20 Lembah Jaya,6111
2024-01-01,Selangor,P.099 Ampang,N.20 Lembah Jaya,6445
2019-01-01,Selangor,P.100 Pandan,N.21 Pandan Indah,4472
2022-01-01,Selangor,P.100 Pandan,N.21 Pandan Indah,5993
2024-01-01,Selangor,P.100 Pandan,N.21 Pandan Indah,6370
2019-01-01,Selangor,P.100 Pandan,N.22 Teratai,5553
2022-01-01,Selangor,P.100 Pandan,N.22 Teratai,6025
2024-01-01,Selangor,P.100 Pandan,N.22 Teratai,6489
2019-01-01,Selangor,P.101 Hulu Langat,N.23 Dusun Tua,4965
2022-01-01,Selangor,P.101 Hulu Langat,N.23 Dusun Tua,7042
2024-01-01,Selangor,P.101 Hulu Langat,N.23 Dusun Tua,6233
2019-01-01,Selangor,P.101 Hulu Langat,N.24 Semenyih,5506
2022-01-01,Selangor,P.101 Hulu Langat,N.24 Semenyih,5966
2024-01-01,Selangor,P.101 Hulu Langat,N.24 Semenyih,6752
2019-01-01,Selangor,P.102 Bangi,N.25 Kajang,5434
2022-01-01,Selangor,P.102 Bangi,N.25 Kajang,7189
2024-01-01,Selangor,P.102 Bangi,N.25 Kajang,7414
2019-01-01,Selangor,P.102 Bangi,N.26 Sungai Ramal,5630
2022-01-01,Selangor,P.102 Bangi,N.26 Sungai Ramal,6013
2024-01-01,Selangor,P.102 Bangi,N.26 Sungai Ramal,6927
2019-01-01,Selangor,P.102 Bangi,N.27 Balakong,4879
2022-01-01,Selangor,P.102 Bangi,N.27 Balakong,6040
2024-01-01,Selangor,P.102 Bangi,N.27 Balakong,6756
2019-01-01,Selangor,P.103 Puchong,N.28 Seri Kembangan,5011
2022-01-01,Selangor,P.103 Puchong,N.28 Seri Kembangan,6900
2024-01-01,Selangor,P.103 Puchong,N.28 Seri Kembangan,7632
2019-01-01,Selangor,P.103 Puchong,N.29 Seri Serdang,5959
2022-01-01,Selangor,P.103 Puchong,N.29 Seri Serdang,6838
2024-01-01,Selangor,P.103 Puchong,N.29 Seri Serdang,6883
2019-01-01,Selangor,P.104 Subang,N.30 Kinrara,6351
2022-01-01,Selangor,P.104 Subang,N.30 Kinrara,7472
2024-01-01,Selangor,P.104 Subang,N.30 Kinrara,8134
2019-01-01,Selangor,P.104 Subang,N.31 Subang Jaya,7526
2022-01-01,Selangor,P.104 Subang,N.31 Subang Jaya,7914
2024-01-01,Selangor,P.104 Subang,N.31 Subang Jaya,8930
2019-01-01,Selangor,P.105 Petaling Jaya,N.32 Seri Setia,6846
2022-01-01,Selangor,P.105 Petaling Jaya,N.32 Seri Setia,7449
2024-01-01,Selangor,P.105 Petaling Jaya,N.32 Seri Setia,11165
2019-01-01,Selangor,P.105 Petaling Jaya,N.33 Taman Medan,5665
2022-01-01,Selangor,P.105 Petaling Jaya,N.33 Taman Medan,6378
2024-01-01,Selangor,P.105 Petaling Jaya,N.33 Taman Medan,6432
2019-01-01,Selangor,P.105 Petaling Jaya,N.34 Bukit Gasing,5715
2022-01-01,Selangor,P.105 Petaling Jaya,N.34 Bukit Gasing,7655
2024-01-01,Selangor,P.105 Petaling Jaya,N.34 Bukit Gasing,9106
2019-01-01,Selangor,P.106 Damansara,N.35 Kampung Tunku,7091
2022-01-01,Selangor,P.106 Damansara,N.35 Kampung Tunku,9213
2024-01-01,Selangor,P.106 Damansara,N.35 Kampung Tunku,7078
2019-01-01,Selangor,P.106 Damansara,N.36 Bandar Utama,8939
2022-01-01,Selangor,P.106 Damansara,N.36 Bandar Utama,8001
2024-01-01,Selangor,P.106 Damansara,N.36 Bandar Utama,8662
2019-01-01,Selangor,P.106 Damansara,N.37 Bukit Lanjan,6238
2022-01-01,Selangor,P.106 Damansara,N.37 Bukit Lanjan,6705
2024-01-01,Selangor,P.106 Damansara,N.37 Bukit Lanjan,7125
2019-01-01,Selangor,P.107 Sungai Buloh,N.38 Paya Jaras,5166
2022-01-01,Selangor,P.107 Sungai Buloh,N.38 Paya Jaras,5872
2024-01-01,Selangor,P.107 Sungai Buloh,N.38 Paya Jaras,9014
2019-01-01,Selangor,P.107 Sungai Buloh,N.39 Kota Damansara,9248
2022-01-01,Selangor,P.107 Sungai Buloh,N.39 Kota Damansara,9133
2024-01-01,Selangor,P.107 Sungai Buloh,N.39 Kota Damansara,8279
2019-01-01,Selangor,P.108 Shah Alam,N.40 Kota Anggerik,8745
2022-01-01,Selangor,P.108 Shah Alam,N.40 Kota Anggerik,8954
2024-01-01,Selangor,P.108 Shah Alam,N.40 Kota Anggerik,9040
2019-01-01,Selangor,P.108 Shah Alam,N.41 Batu Tiga,5308
2022-01-01,Selangor,P.108 Shah Alam,N.41 Batu Tiga,9851
2024-01-01,Selangor,P.108 Shah Alam,N.41 Batu Tiga,7230
2019-01-01,Selangor,P.109 Kapar,N.42 Meru,5655
2022-01-01,Selangor,P.109 Kapar,N.42 Meru,6636
2024-01-01,Selangor,P.109 Kapar,N.42 Meru,6616
2019-01-01,Selangor,P.109 Kapar,N.43 Sementa,5507
2022-01-01,Selangor,P.109 Kapar,N.43 Sementa,6157
2024-01-01,Selangor,P.109 Kapar,N.43 Sementa,6863
2019-01-01,Selangor,P.109 Kapar,N.44 Selat Klang,3986
2022-01-01,Selangor,P.109 Kapar,N.44 Selat Klang,6499
2024-01-01,Selangor,P.109 Kapar,N.44 Selat Klang,6725
2019-01-01,Selangor,P.110 Klang,N.45 Bandar Baru Klang,5314
2022-01-01,Selangor,P.110 Klang,N.45 Bandar Baru Klang,7113
2024-01-01,Selangor,P.110 Klang,N.45 Bandar Baru Klang,6068
2019-01-01,Selangor,P.110 Klang,N.46 Pelabuhan Klang,5559
2022-01-01,Selangor,P.110 Klang,N.46 Pelabuhan Klang,6386
2024-01-01,Selangor,P.110 Klang,N.46 Pelabuhan Klang,7264
2019-01-01,Selangor,P.110 Klang,N.47 Pandamaran,5714
2022-01-01,Selangor,P.110 Klang,N.47 Pandamaran,6538
2024-01-01,Selangor,P.110 Klang,N.47 Pandamaran,7776
2019-01-01,Selangor,P.111 Kota Raja,N.48 Sentosa,5402
2022-01-01,Selangor,P.111 Kota Raja,N.48 Sentosa,5539
2024-01-01,Selangor,P.111 Kota Raja,N.48 Sentosa,6868
2019-01-01,Selangor,P.111 Kota Raja,N.49 Sungai Kandis,7121
2022-01-01,Selangor,P.111 Kota Raja,N.49 Sungai Kandis,6624
2024-01-01,Selangor,P.111 Kota Raja,N.49 Sungai Kandis,7068
2019-01-01,Selangor,P.111 Kota Raja,N.50 Kota Kemuning,5864
2022-01-01,Selangor,P.111 Kota Raja,N.50 Kota Kemuning,8209
2024-01-01,Selangor,P.111 Kota Raja,N.50 Kota Kemuning,6935
2019-01-01,Selangor,P.112 Kuala Langat,N.51 Sijangkang,4689
2022-01-01,Selangor,P.112 Kuala Langat,N.51 Sijangkang,6035
2024-01-01,Selangor,P.112 Kuala Langat,N.51 Sijangkang,6297
2019-01-01,Selangor,P.112 Kuala Langat,N.52 Banting,4710
2022-01-01,Selangor,P.112 Kuala Langat,N.52 Banting,6352
2024-01-01,Selangor,P.112 Kuala Langat,N.52 Banting,5367
2019-01-01,Selangor,P.112 Kuala Langat,N.53 Morib,5861
2022-01-01,Selangor,P.112 Kuala Langat,N.53 Morib,4680
2024-01-01,Selangor,P.112 Kuala Langat,N.53 Morib,7061
2019-01-01,Selangor,P.113 Sepang,N.54 Tanjong Sepat,4574
2022-01-01,Selangor,P.113 Sepang,N.54 Tanjong Sepat,6002
2024-01-01,Selangor,P.113 Sepang,N.54 Tanjong Sepat,5927
2019-01-01,Selangor,P.113 Sepang,N.55 Dengkil,5994
2022-01-01,Selangor,P.113 Sepang,N.55 Dengkil,7393
2024-01-01,Selangor,P.113 Sepang,N.55 Dengkil,8052
2019-01-01,Selangor,P.113 Sepang,N.56 Sungai Pelek,4231
2022-01-01,Selangor,P.113 Sepang,N.56 Sungai Pelek,4692
2024-01-01,Selangor,P.113 Sepang,N.56 Sungai Pelek,5769
2019-01-01,Negeri Sembilan,P.126 Jelebu,N.01 Chennah,3849
2022-01-01,Negeri Sembilan,P.126 Jelebu,N.01 Chennah,3577
2024-01-01,Negeri Sembilan,P.126 Jelebu,N.01 Chennah,3828
2019-01-01,Negeri Sembilan,P.126 Jelebu,N.02 Pertang,2967
2022-01-01,Negeri Sembilan,P.126 Jelebu,N.02 Pertang,3098
2024-01-01,Negeri Sembilan,P.126 Jelebu,N.02 Pertang,3466
2019-01-01,Negeri Sembilan,P.126 Jelebu,N.03 Sungai Lui,3599
2022-01-01,Negeri Sembilan,P.126 Jelebu,N.03 Sungai Lui,3404
2024-01-01,Negeri Sembilan,P.126 Jelebu,N.03 Sungai Lui,3539
2019-01-01,Negeri Sembilan,P.126 Jelebu,N.04 Klawang,4015
2022-01-01,Negeri Sembilan,P.126 Jelebu,N.04 Klawang,3409
2024-01-01,Negeri Sembilan,P.126 Jelebu,N.04 Klawang,3948
2019-01-01,Negeri Sembilan,P.127 Jempol,N.05 Serting,3675
2022-01-01,Negeri Sembilan,P.127 Jempol,N.05 Serting,3196
2024-01-01,Negeri Sembilan,P.127 Jempol,N.05 Serting,4319
2019-01-01,Negeri Sembilan,P.127 Jempol,N.06 Palong,3309
2022-01-01,Negeri Sembilan,P.127 Jempol,N.06 Palong,3038
2024-01-01,Negeri Sembilan,P.127 Jempol,N.06 Palong,3236
2019-01-01,Negeri Sembilan,P.127 Jempol,N.07 Jeram Padang,3123
2022-01-01,Negeri Sembilan,P.127 Jempol,N.07 Jeram Padang,3718
2024-01-01,Negeri Sembilan,P.127 Jempol,N.07 Jeram Padang,3922
2019-01-01,Negeri Sembilan,P.127 Jempol,N.08 Bahau,3395
2022-01-01,Negeri Sembilan,P.127 Jempol,N.08 Bahau,4317
2024-01-01,Negeri Sembilan,P.127 Jempol,N.08 Bahau,4735
2019-01-01,Negeri Sembilan,P.128 Seremban,N.09 Lenggeng,5369
2022-01-01,Negeri Sembilan,P.128 Seremban,N.09 Lenggeng,4684
2024-01-01,Negeri Sembilan,P.128 Seremban,N.09 Lenggeng,4325
2019-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,4875
2022-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,5230
2024-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,5541
2019-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,4230
2022-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,4062
2024-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,4042
2019-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,5400
2022-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,3509
2024-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,4496
2019-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,5380
2022-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,5494
2024-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,5119
2019-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,4062
2022-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,4917
2024-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,4582
2019-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,3274
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,3208
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,3684
2019-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,3462
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,3650
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,3813
2019-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,3876
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,3777
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,3634
2019-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,4559
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,4505
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,4381
2019-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,3870
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,2782
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,3376
2019-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,4872
2022-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,6266
2024-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,5778
2019-01-01,Negeri Sembilan,P.130 Rasah,N.21 Bukit Kepayang,6114
2022-01-01,Negeri Sembilan,P.130 Rasah,N.21 Bukit Kepayang,5622
2024-01-01,Negeri Sembilan,P.130 Rasah,N.21 Bukit Kepayang,6962
2019-01-01,Negeri Sembilan,P.130 Rasah,N.22 Rahang,3844
2022-01-01,Negeri Sembilan,P.130 Rasah,N.22 Rahang,8785
2024-01-01,Negeri Sembilan,P.130 Rasah,N.22 Rahang,6304
2019-01-01,Negeri Sembilan,P.130 Rasah,N.23 Mambau,5266
2022-01-01,Negeri Sembilan,P.130 Rasah,N.23 Mambau,4660
2024-01-01,Negeri Sembilan,P.130 Rasah,N.23 Mambau,6267
2019-01-01,Negeri Sembilan,P.130 Rasah,N.24 Seremban Jaya,4621
2022-01-01,Negeri Sembilan,P.130 Rasah,N.24 Seremban Jaya,4819
2024-01-01,Negeri Sembilan,P.130 Rasah,N.24 Seremban Jaya,6212
2019-01-01,Negeri Sembilan,P.131 Rembau,N.25 Paroi,4334
2022-01-01,Negeri Sembilan,P.131 Rembau,N.25 Paroi,5438
2024-01-01,Negeri Sembilan,P.131 Rembau,N.25 Paroi,5655
2019-01-01,Negeri Sembilan,P.131 Rembau,N.26 Chembong,3751
2022-01-01,Negeri Sembilan,P.131 Rembau,N.26 Chembong,4223
2024-01-01,Negeri Sembilan,P.131 Rembau,N.26 Chembong,4410
2019-01-01,Negeri Sembilan,P.131 Rembau,N.27 Rantau,3670
