date,state,parlimen,dun,expenditure
2019-01-01,Sabah,P.179 Ranau,N.36 Kundasang,2232
2022-01-01,Sabah,P.179 Ranau,N.36 Kundasang,2605
2024-01-01,Sabah,P.179 Ranau,N.36 Kundasang,2095
2019-01-01,Sabah,P.179 Ranau,N.37 Karanaan,3141
2022-01-01,Sabah,P.179 Ranau,N.37 Karanaan,3523
2024-01-01,Sabah,P.179 Ranau,N.37 Karanaan,3041
2019-01-01,Sabah,P.179 Ranau,N.38 Paginatan,2377
2022-01-01,Sabah,P.179 Ranau,N.38 Paginatan,2811
2024-01-01,Sabah,P.179 Ranau,N.38 Paginatan,3527
2019-01-01,Sabah,P.180 Keningau,N.39 Tambunan,2842
2022-01-01,Sabah,P.180 Keningau,N.39 Tambunan,3278
2024-01-01,Sabah,P.180 Keningau,N.39 Tambunan,3508
2019-01-01,Sabah,P.180 Keningau,N.40 Bingkor,3138
2022-01-01,Sabah,P.180 Keningau,N.40 Bingkor,3827
2024-01-01,Sabah,P.180 Keningau,N.40 Bingkor,3361
2019-01-01,Sabah,P.180 Keningau,N.41 Liawan,2643
2022-01-01,Sabah,P.180 Keningau,N.41 Liawan,3410
2024-01-01,Sabah,P.180 Keningau,N.41 Liawan,3745
2019-01-01,Sabah,P.181 Tenom,N.42 Melalap,2867
2022-01-01,Sabah,P.181 Tenom,N.42 Melalap,3536
2024-01-01,Sabah,P.181 Tenom,N.42 Melalap,3797
2019-01-01,Sabah,P.181 Tenom,N.43 Kemabong,2264
2022-01-01,Sabah,P.181 Tenom,N.43 Kemabong,2999
2024-01-01,Sabah,P.181 Tenom,N.43 Kemabong,3144
2019-01-01,Sabah,P.182 Pensiangan,N.44 Tulid,2601
2022-01-01,Sabah,P.182 Pensiangan,N.44 Tulid,3806
2024-01-01,Sabah,P.182 Pensiangan,N.44 Tulid,3409
2019-01-01,Sabah,P.182 Pensiangan,N.45 Sook,2112
2022-01-01,Sabah,P.182 Pensiangan,N.45 Sook,2363
2024-01-01,Sabah,P.182 Pensiangan,N.45 Sook,3562
2019-01-01,Sabah,P.182 Pensiangan,N.46 Nabawan,2530
2022-01-01,Sabah,P.182 Pensiangan,N.46 Nabawan,3167
2024-01-01,Sabah,P.182 Pensiangan,N.46 Nabawan,3439
2019-01-01,Sabah,P.183 Beluran,N.47 Telupid,1931
2022-01-01,Sabah,P.183 Beluran,N.47 Telupid,2479
2024-01-01,Sabah,P.183 Beluran,N.47 Telupid,2474
2019-01-01,Sabah,P.183 Beluran,N.48 Sugut,1221
2022-01-01,Sabah,P.183 Beluran,N.48 Sugut,2234
2024-01-01,Sabah,P.183 Beluran,N.48 Sugut,2726
2019-01-01,Sabah,P.183 Beluran,N.49 Labuk,1912
2022-01-01,Sabah,P.183 Beluran,N.49 Labuk,2418
2024-01-01,Sabah,P.183 Beluran,N.49 Labuk,3360
2019-01-01,Sabah,P.184 Libaran,N.50 Gum-Gum,2508
2022-01-01,Sabah,P.184 Libaran,N.50 Gum-Gum,2423
2024-01-01,Sabah,P.184 Libaran,N.50 Gum-Gum,2905
2019-01-01,Sabah,P.184 Libaran,N.51 Sungai Manila,2656
2022-01-01,Sabah,P.184 Libaran,N.51 Sungai Manila,3077
2024-01-01,Sabah,P.184 Libaran,N.51 Sungai Manila,2843
2019-01-01,Sabah,P.184 Libaran,N.52 Sungai Sibuga,3181
2022-01-01,Sabah,P.184 Libaran,N.52 Sungai Sibuga,3498
2024-01-01,Sabah,P.184 Libaran,N.52 Sungai Sibuga,4172
2019-01-01,Sabah,P.185 Batu Sapi,N.53 Sekong,3839
2022-01-01,Sabah,P.185 Batu Sapi,N.53 Sekong,3804
2024-01-01,Sabah,P.185 Batu Sapi,N.53 Sekong,4202
2019-01-01,Sabah,P.185 Batu Sapi,N.54 Karamunting,2837
2022-01-01,Sabah,P.185 Batu Sapi,N.54 Karamunting,2869
2024-01-01,Sabah,P.185 Batu Sapi,N.54 Karamunting,3203
2019-01-01,Sabah,P.186 Sandakan,N.55 Elopura,4684
2022-01-01,Sabah,P.186 Sandakan,N.55 Elopura,3932
2024-01-01,Sabah,P.186 Sandakan,N.55 Elopura,4572
2019-01-01,Sabah,P.186 Sandakan,N.56 Tanjong Papat,2143
2022-01-01,Sabah,P.186 Sandakan,N.56 Tanjong Papat,3586
2024-01-01,Sabah,P.186 Sandakan,N.56 Tanjong Papat,2190
2019-01-01,Sabah,P.187 Kinabatangan,N.57 Kuamut,2000
2022-01-01,Sabah,P.187 Kinabatangan,N.57 Kuamut,2445
2024-01-01,Sabah,P.187 Kinabatangan,N.57 Kuamut,2387
2019-01-01,Sabah,P.187 Kinabatangan,N.58 Lamag,1789
2022-01-01,Sabah,P.187 Kinabatangan,N.58 Lamag,2317
2024-01-01,Sabah,P.187 Kinabatangan,N.58 Lamag,2453
2019-01-01,Sabah,P.187 Kinabatangan,N.59 Sukau,1968
2022-01-01,Sabah,P.187 Kinabatangan,N.59 Sukau,2476
2024-01-01,Sabah,P.187 Kinabatangan,N.59 Sukau,2632
2019-01-01,Sabah,P.188 Lahad Datu,N.60 Tungku,2742
2022-01-01,Sabah,P.188 Lahad Datu,N.60 Tungku,3133
2024-01-01,Sabah,P.188 Lahad Datu,N.60 Tungku,3513
2019-01-01,Sabah,P.188 Lahad Datu,N.61 Segama,3164
2022-01-01,Sabah,P.188 Lahad Datu,N.61 Segama,3933
2024-01-01,Sabah,P.188 Lahad Datu,N.61 Segama,3883
2019-01-01,Sabah,P.188 Lahad Datu,N.62 Silam,2142
2022-01-01,Sabah,P.188 Lahad Datu,N.62 Silam,2774
2024-01-01,Sabah,P.188 Lahad Datu,N.62 Silam,3195
2019-01-01,Sabah,P.188 Lahad Datu,N.63 Kunak,2461
2022-01-01,Sabah,P.188 Lahad Datu,N.63 Kunak,2627
2024-01-01,Sabah,P.188 Lahad Datu,N.63 Kunak,2797
2019-01-01,Sabah,P.189 Semporna,N.64 Sulabayan,1612
2022-01-01,Sabah,P.189 Semporna,N.64 Sulabayan,1961
2024-01-01,Sabah,P.189 Semporna,N.64 Sulabayan,2043
2019-01-01,Sabah,P.189 Semporna,N.65 Senallang,2629
2022-01-01,Sabah,P.189 Semporna,N.65 Senallang,2668
2024-01-01,Sabah,P.189 Semporna,N.65 Senallang,3085
2019-01-01,Sabah,P.189 Semporna,N.66 Bugaya,2821
2022-01-01,Sabah,P.189 Semporna,N.66 Bugaya,2583
2024-01-01,Sabah,P.189 Semporna,N.66 Bugaya,2559
2019-01-01,Sabah,P.190 Tawau,N.67 Balung,2596
2022-01-01,Sabah,P.190 Tawau,N.67 Balung,2942
2024-01-01,Sabah,P.190 Tawau,N.67 Balung,2834
2019-01-01,Sabah,P.190 Tawau,N.68 Apas,2003
2022-01-01,Sabah,P.190 Tawau,N.68 Apas,2270
2024-01-01,Sabah,P.190 Tawau,N.68 Apas,2601
2019-01-01,Sabah,P.190 Tawau,N.69 Sri Tanjong,3092
2022-01-01,Sabah,P.190 Tawau,N.69 Sri Tanjong,4016
2024-01-01,Sabah,P.190 Tawau,N.69 Sri Tanjong,4350
2019-01-01,Sabah,P.191 Kalabakan,N.70 Kukusan,4220
2022-01-01,Sabah,P.191 Kalabakan,N.70 Kukusan,3727
2024-01-01,Sabah,P.191 Kalabakan,N.70 Kukusan,3472
2019-01-01,Sabah,P.191 Kalabakan,N.71 Tanjung Batu,2302
2022-01-01,Sabah,P.191 Kalabakan,N.71 Tanjung Batu,2954
2024-01-01,Sabah,P.191 Kalabakan,N.71 Tanjung Batu,2875
2019-01-01,Sabah,P.191 Kalabakan,N.72 Merotai,2750
2022-01-01,Sabah,P.191 Kalabakan,N.72 Merotai,2802
2024-01-01,Sabah,P.191 Kalabakan,N.72 Merotai,2949
2019-01-01,Sabah,P.191 Kalabakan,N.73 Sebatik,2080
2022-01-01,Sabah,P.191 Kalabakan,N.73 Sebatik,2012
2024-01-01,Sabah,P.191 Kalabakan,N.73 Sebatik,2378
2019-01-01,Sarawak,P.192 Mas Gading,N.01 Opar,2561
2022-01-01,Sarawak,P.192 Mas Gading,N.01 Opar,2789
2024-01-01,Sarawak,P.192 Mas Gading,N.01 Opar,3140
2019-01-01,Sarawak,P.192 Mas Gading,N.02 Tasik Biru,3210
2022-01-01,Sarawak,P.192 Mas Gading,N.02 Tasik Biru,3609
2024-01-01,Sarawak,P.192 Mas Gading,N.02 Tasik Biru,3988
2019-01-01,Sarawak,P.193 Santubong,N.03 Tanjong Datu,2716
2022-01-01,Sarawak,P.193 Santubong,N.03 Tanjong Datu,3564
2024-01-01,Sarawak,P.193 Santubong,N.03 Tanjong Datu,3625
2019-01-01,Sarawak,P.193 Santubong,N.04 Pantai Damai,3643
2022-01-01,Sarawak,P.193 Santubong,N.04 Pantai Damai,3903
2024-01-01,Sarawak,P.193 Santubong,N.04 Pantai Damai,4716
2019-01-01,Sarawak,P.193 Santubong,N.05 Demak Laut,3390
2022-01-01,Sarawak,P.193 Santubong,N.05 Demak Laut,3939
2024-01-01,Sarawak,P.193 Santubong,N.05 Demak Laut,4300
2019-01-01,Sarawak,P.194 Petra Jaya,N.06 Tupong,4016
2022-01-01,Sarawak,P.194 Petra Jaya,N.06 Tupong,4775
2024-01-01,Sarawak,P.194 Petra Jaya,N.06 Tupong,4811
2019-01-01,Sarawak,P.194 Petra Jaya,N.07 Samariang,5319
2022-01-01,Sarawak,P.194 Petra Jaya,N.07 Samariang,5349
2024-01-01,Sarawak,P.194 Petra Jaya,N.07 Samariang,6405
2019-01-01,Sarawak,P.194 Petra Jaya,N.08 Satok,3276
2022-01-01,Sarawak,P.194 Petra Jaya,N.08 Satok,3853
2024-01-01,Sarawak,P.194 Petra Jaya,N.08 Satok,5288
2019-01-01,Sarawak,P.195 Bandar Kuching,N.09 Padungan,3716
2022-01-01,Sarawak,P.195 Bandar Kuching,N.09 Padungan,5324
2024-01-01,Sarawak,P.195 Bandar Kuching,N.09 Padungan,6198
2019-01-01,Sarawak,P.195 Bandar Kuching,N.10 Pending,3538
2022-01-01,Sarawak,P.195 Bandar Kuching,N.10 Pending,4646
2024-01-01,Sarawak,P.195 Bandar Kuching,N.10 Pending,4292
2019-01-01,Sarawak,P.195 Bandar Kuching,N.11 Batu Lintang,5076
2022-01-01,Sarawak,P.195 Bandar Kuching,N.11 Batu Lintang,5342
2024-01-01,Sarawak,P.195 Bandar Kuching,N.11 Batu Lintang,5486
2019-01-01,Sarawak,P.196 Stampin,N.12 Kota Sentosa,5186
2022-01-01,Sarawak,P.196 Stampin,N.12 Kota Sentosa,4877
2024-01-01,Sarawak,P.196 Stampin,N.12 Kota Sentosa,5600
2019-01-01,Sarawak,P.196 Stampin,N.13 Batu Kitang,4039
2022-01-01,Sarawak,P.196 Stampin,N.13 Batu Kitang,4875
2024-01-01,Sarawak,P.196 Stampin,N.13 Batu Kitang,5027
2019-01-01,Sarawak,P.196 Stampin,N.14 Batu Kawah,4354
2022-01-01,Sarawak,P.196 Stampin,N.14 Batu Kawah,4892
2024-01-01,Sarawak,P.196 Stampin,N.14 Batu Kawah,5360
2019-01-01,Sarawak,P.197 Kota Samarahan,N.15 Asajaya,2904
2022-01-01,Sarawak,P.197 Kota Samarahan,N.15 Asajaya,3285
2024-01-01,Sarawak,P.197 Kota Samarahan,N.15 Asajaya,3552
2019-01-01,Sarawak,P.197 Kota Samarahan,N.16 Muara Tuang,3213
2022-01-01,Sarawak,P.197 Kota Samarahan,N.16 Muara Tuang,4022
2024-01-01,Sarawak,P.197 Kota Samarahan,N.16 Muara Tuang,4523
2019-01-01,Sarawak,P.197 Kota Samarahan,N.17 Stakan,4075
2022-01-01,Sarawak,P.197 Kota Samarahan,N.17 Stakan,4482
2024-01-01,Sarawak,P.197 Kota Samarahan,N.17 Stakan,5475
2019-01-01,Sarawak,P.198 Puncak Borneo,N.18 Serembu,2604
2022-01-01,Sarawak,P.198 Puncak Borneo,N.18 Serembu,3515
2024-01-01,Sarawak,P.198 Puncak Borneo,N.18 Serembu,4063
2019-01-01,Sarawak,P.198 Puncak Borneo,N.19 Mambong,3050
2022-01-01,Sarawak,P.198 Puncak Borneo,N.19 Mambong,3613
2024-01-01,Sarawak,P.198 Puncak Borneo,N.19 Mambong,4017
2019-01-01,Sarawak,P.198 Puncak Borneo,N.20 Tarat,3101
2022-01-01,Sarawak,P.198 Puncak Borneo,N.20 Tarat,3089
2024-01-01,Sarawak,P.198 Puncak Borneo,N.20 Tarat,3441
2019-01-01,Sarawak,P.199 Serian,N.21 Tebedu,2267
2022-01-01,Sarawak,P.199 Serian,N.21 Tebedu,3096
2024-01-01,Sarawak,P.199 Serian,N.21 Tebedu,3062
2019-01-01,Sarawak,P.199 Serian,N.22 Kedup,2265
2022-01-01,Sarawak,P.199 Serian,N.22 Kedup,2581
2024-01-01,Sarawak,P.199 Serian,N.22 Kedup,2868
2019-01-01,Sarawak,P.199 Serian,N.23 Bukit Semuja,3239
2022-01-01,Sarawak,P.199 Serian,N.23 Bukit Semuja,3934
2024-01-01,Sarawak,P.199 Serian,N.23 Bukit Semuja,4047
2019-01-01,Sarawak,P.200 Batang Sadong,N.24 Sadong Jaya,2075
2022-01-01,Sarawak,P.200 Batang Sadong,N.24 Sadong Jaya,2840
2024-01-01,Sarawak,P.200 Batang Sadong,N.24 Sadong Jaya,3686
2019-01-01,Sarawak,P.200 Batang Sadong,N.25 Simunjan,2382
2022-01-01,Sarawak,P.200 Batang Sadong,N.25 Simunjan,2939
2024-01-01,Sarawak,P.200 Batang Sadong,N.25 Simunjan,3271
2019-01-01,Sarawak,P.200 Batang Sadong,N.26 Gedong,2296
2022-01-01,Sarawak,P.200 Batang Sadong,N.26 Gedong,4109
2024-01-01,Sarawak,P.200 Batang Sadong,N.26 Gedong,2876
2019-01-01,Sarawak,P.201 Batang Lupar,N.27 Sebuyau,2410
2022-01-01,Sarawak,P.201 Batang Lupar,N.27 Sebuyau,2760
2024-01-01,Sarawak,P.201 Batang Lupar,N.27 Sebuyau,2670
2019-01-01,Sarawak,P.201 Batang Lupar,N.28 Lingga,2433
2022-01-01,Sarawak,P.201 Batang Lupar,N.28 Lingga,2247
2024-01-01,Sarawak,P.201 Batang Lupar,N.28 Lingga,2409
2019-01-01,Sarawak,P.201 Batang Lupar,N.29 Beting Maro,2185
2022-01-01,Sarawak,P.201 Batang Lupar,N.29 Beting Maro,2510
2024-01-01,Sarawak,P.201 Batang Lupar,N.29 Beting Maro,2754
2019-01-01,Sarawak,P.202 Sri Aman,N.30 Balai Ringin,2339
2022-01-01,Sarawak,P.202 Sri Aman,N.30 Balai Ringin,2733
2024-01-01,Sarawak,P.202 Sri Aman,N.30 Balai Ringin,2526
2019-01-01,Sarawak,P.202 Sri Aman,N.31 Bukit Begunan,2141
2022-01-01,Sarawak,P.202 Sri Aman,N.31 Bukit Begunan,2442
2024-01-01,Sarawak,P.202 Sri Aman,N.31 Bukit Begunan,2459
2019-01-01,Sarawak,P.202 Sri Aman,N.32 Simanggang,3120
2022-01-01,Sarawak,P.202 Sri Aman,N.32 Simanggang,3423
2024-01-01,Sarawak,P.202 Sri Aman,N.32 Simanggang,3644
2019-01-01,Sarawak,P.203 Lubok Antu,N.33 Engkilili,2037
2022-01-01,Sarawak,P.203 Lubok Antu,N.33 Engkilili,2486
2024-01-01,Sarawak,P.203 Lubok Antu,N.33 Engkilili,2819
2019-01-01,Sarawak,P.203 Lubok Antu,N.34 Batang Ai,3244
2022-01-01,Sarawak,P.203 Lubok Antu,N.34 Batang Ai,3254
2024-01-01,Sarawak,P.203 Lubok Antu,N.34 Batang Ai,4154
2019-01-01,Sarawak,P.204 Betong,N.35 Saribas,2620
2022-01-01,Sarawak,P.204 Betong,N.35 Saribas,2811
2024-01-01,Sarawak,P.204 Betong,N.35 Saribas,2849
2019-01-01,Sarawak,P.204 Betong,N.36 Layar,3114
2022-01-01,Sarawak,P.204 Betong,N.36 Layar,3040
2024-01-01,Sarawak,P.204 Betong,N.36 Layar,3111
2019-01-01,Sarawak,P.204 Betong,N.37 Bukit Saban,2932
2022-01-01,Sarawak,P.204 Betong,N.37 Bukit Saban,2769
2024-01-01,Sarawak,P.204 Betong,N.37 Bukit Saban,2613
2019-01-01,Sarawak,P.205 Saratok,N.38 Kalaka,3067
2022-01-01,Sarawak,P.205 Saratok,N.38 Kalaka,3136
2024-01-01,Sarawak,P.205 Saratok,N.38 Kalaka,3084
2019-01-01,Sarawak,P.205 Saratok,N.39 Krian,2514
2022-01-01,Sarawak,P.205 Saratok,N.39 Krian,3001
2024-01-01,Sarawak,P.205 Saratok,N.39 Krian,3248
2019-01-01,Sarawak,P.205 Saratok,N.40 Kabong,2579
2022-01-01,Sarawak,P.205 Saratok,N.40 Kabong,3130
2024-01-01,Sarawak,P.205 Saratok,N.40 Kabong,3277
2019-01-01,Sarawak,P.206 Tanjong Manis,N.41 Kuala Rajang,2910
2022-01-01,Sarawak,P.206 Tanjong Manis,N.41 Kuala Rajang,2900
2024-01-01,Sarawak,P.206 Tanjong Manis,N.41 Kuala Rajang,3125
2019-01-01,Sarawak,P.206 Tanjong Manis,N.42 Semop,2601
2022-01-01,Sarawak,P.206 Tanjong Manis,N.42 Semop,2528
2024-01-01,Sarawak,P.206 Tanjong Manis,N.42 Semop,2693
2019-01-01,Sarawak,P.207 Igan,N.43 Daro,2398
2022-01-01,Sarawak,P.207 Igan,N.43 Daro,2936
2024-01-01,Sarawak,P.207 Igan,N.43 Daro,3095
2019-01-01,Sarawak,P.207 Igan,N.44 Jemoreng,2619
2022-01-01,Sarawak,P.207 Igan,N.44 Jemoreng,2957
2024-01-01,Sarawak,P.207 Igan,N.44 Jemoreng,3034
2019-01-01,Sarawak,P.208 Sarikei,N.45 Repok,3337
2022-01-01,Sarawak,P.208 Sarikei,N.45 Repok,3254
2024-01-01,Sarawak,P.208 Sarikei,N.45 Repok,4265
2019-01-01,Sarawak,P.208 Sarikei,N.46 Meradong,2539
2022-01-01,Sarawak,P.208 Sarikei,N.46 Meradong,2930
2024-01-01,Sarawak,P.208 Sarikei,N.46 Meradong,3105
2019-01-01,Sarawak,P.209 Julau,N.47 Pakan,2424
2022-01-01,Sarawak,P.209 Julau,N.47 Pakan,2980
2024-01-01,Sarawak,P.209 Julau,N.47 Pakan,3321
2019-01-01,Sarawak,P.209 Julau,N.48 Meluan,2723
2022-01-01,Sarawak,P.209 Julau,N.48 Meluan,2842
2024-01-01,Sarawak,P.209 Julau,N.48 Meluan,3401
2019-01-01,Sarawak,P.210 Kanowit,N.49 Ngemah,2089
2022-01-01,Sarawak,P.210 Kanowit,N.49 Ngemah,2272
2024-01-01,Sarawak,P.210 Kanowit,N.49 Ngemah,2758
2019-01-01,Sarawak,P.210 Kanowit,N.50 Machan,2550
2022-01-01,Sarawak,P.210 Kanowit,N.50 Machan,3215
2024-01-01,Sarawak,P.210 Kanowit,N.50 Machan,3295
2019-01-01,Sarawak,P.211 Lanang,N.51 Bukit Assek,3459
2022-01-01,Sarawak,P.211 Lanang,N.51 Bukit Assek,4322
2024-01-01,Sarawak,P.211 Lanang,N.51 Bukit Assek,3726
2019-01-01,Sarawak,P.211 Lanang,N.52 Dudong,3594
2022-01-01,Sarawak,P.211 Lanang,N.52 Dudong,4494
2024-01-01,Sarawak,P.211 Lanang,N.52 Dudong,4357
2019-01-01,Sarawak,P.212 Sibu,N.53 Bawang Assan,1511
2022-01-01,Sarawak,P.212 Sibu,N.53 Bawang Assan,2450
2024-01-01,Sarawak,P.212 Sibu,N.53 Bawang Assan,3124
2019-01-01,Sarawak,P.212 Sibu,N.54 Pelawan,4349
2022-01-01,Sarawak,P.212 Sibu,N.54 Pelawan,5211
2024-01-01,Sarawak,P.212 Sibu,N.54 Pelawan,5447
2019-01-01,Sarawak,P.212 Sibu,N.55 Nangka,4081
2022-01-01,Sarawak,P.212 Sibu,N.55 Nangka,4499
2024-01-01,Sarawak,P.212 Sibu,N.55 Nangka,5250
2019-01-01,Sarawak,P.213 Mukah,N.56 Dalat,2974
2022-01-01,Sarawak,P.213 Mukah,N.56 Dalat,3172
2024-01-01,Sarawak,P.213 Mukah,N.56 Dalat,2918
2019-01-01,Sarawak,P.213 Mukah,N.57 Tellian,3268
2022-01-01,Sarawak,P.213 Mukah,N.57 Tellian,3258
2024-01-01,Sarawak,P.213 Mukah,N.57 Tellian,3704
2019-01-01,Sarawak,P.213 Mukah,N.58 Balingian,2565
2022-01-01,Sarawak,P.213 Mukah,N.58 Balingian,3786
2024-01-01,Sarawak,P.213 Mukah,N.58 Balingian,3551
2019-01-01,Sarawak,P.214 Selangau,N.59 Tamin,2210
2022-01-01,Sarawak,P.214 Selangau,N.59 Tamin,2952
2024-01-01,Sarawak,P.214 Selangau,N.59 Tamin,3015
2019-01-01,Sarawak,P.214 Selangau,N.60 Kakus,3237
2022-01-01,Sarawak,P.214 Selangau,N.60 Kakus,3032
2024-01-01,Sarawak,P.214 Selangau,N.60 Kakus,3137
2019-01-01,Sarawak,P.215 Kapit,N.61 Pelagus,3456
2022-01-01,Sarawak,P.215 Kapit,N.61 Pelagus,3146
2024-01-01,Sarawak,P.215 Kapit,N.61 Pelagus,3970
2019-01-01,Sarawak,P.215 Kapit,N.62 Katibas,2574
2022-01-01,Sarawak,P.215 Kapit,N.62 Katibas,2841
2024-01-01,Sarawak,P.215 Kapit,N.62 Katibas,3038
2019-01-01,Sarawak,P.215 Kapit,N.63 Bukit Goram,3714
2022-01-01,Sarawak,P.215 Kapit,N.63 Bukit Goram,3417
2024-01-01,Sarawak,P.215 Kapit,N.63 Bukit Goram,3580
2019-01-01,Sarawak,P.216 Hulu Rajang,N.64 Baleh,2847
2022-01-01,Sarawak,P.216 Hulu Rajang,N.64 Baleh,2853
2024-01-01,Sarawak,P.216 Hulu Rajang,N.64 Baleh,3184
2019-01-01,Sarawak,P.216 Hulu Rajang,N.65 Belaga,2465
2022-01-01,Sarawak,P.216 Hulu Rajang,N.65 Belaga,2525
2024-01-01,Sarawak,P.216 Hulu Rajang,N.65 Belaga,2596
2019-01-01,Sarawak,P.216 Hulu Rajang,N.66 Murum,2189
2022-01-01,Sarawak,P.216 Hulu Rajang,N.66 Murum,2407
2024-01-01,Sarawak,P.216 Hulu Rajang,N.66 Murum,3756
2019-01-01,Sarawak,P.217 Bintulu,N.67 Jepak,2797
2022-01-01,Sarawak,P.217 Bintulu,N.67 Jepak,3604
2024-01-01,Sarawak,P.217 Bintulu,N.67 Jepak,3431
2019-01-01,Sarawak,P.217 Bintulu,N.68 Tanjong Batu,4773
2022-01-01,Sarawak,P.217 Bintulu,N.68 Tanjong Batu,5996
2024-01-01,Sarawak,P.217 Bintulu,N.68 Tanjong Batu,5878
2019-01-01,Sarawak,P.217 Bintulu,N.69 Kemena,2323
2022-01-01,Sarawak,P.217 Bintulu,N.69 Kemena,3057
2024-01-01,Sarawak,P.217 Bintulu,N.69 Kemena,2916
2019-01-01,Sarawak,P.217 Bintulu,N.70 Samalaju,3850
2022-01-01,Sarawak,P.217 Bintulu,N.70 Samalaju,4526
2024-01-01,Sarawak,P.217 Bintulu,N.70 Samalaju,5175
2019-01-01,Sarawak,P.218 Sibuti,N.71 Bekenu,2316
2022-01-01,Sarawak,P.218 Sibuti,N.71 Bekenu,2129
2024-01-01,Sarawak,P.218 Sibuti,N.71 Bekenu,5683
2019-01-01,Sarawak,P.218 Sibuti,N.72 Lambir,2907
2022-01-01,Sarawak,P.218 Sibuti,N.72 Lambir,3171
2024-01-01,Sarawak,P.218 Sibuti,N.72 Lambir,3431
2019-01-01,Sarawak,P.219 Miri,N.73 Piasau,4380
2022-01-01,Sarawak,P.219 Miri,N.73 Piasau,5125
2024-01-01,Sarawak,P.219 Miri,N.73 Piasau,5033
2019-01-01,Sarawak,P.219 Miri,N.74 Pujut,4401
2022-01-01,Sarawak,P.219 Miri,N.74 Pujut,4562
2024-01-01,Sarawak,P.219 Miri,N.74 Pujut,5052
2019-01-01,Sarawak,P.219 Miri,N.75 Senadin,3955
2022-01-01,Sarawak,P.219 Miri,N.75 Senadin,4162
2024-01-01,Sarawak,P.219 Miri,N.75 Senadin,4503
2019-01-01,Sarawak,P.220 Baram,N.76 Marudi,2596
2022-01-01,Sarawak,P.220 Baram,N.76 Marudi,2701
2024-01-01,Sarawak,P.220 Baram,N.76 Marudi,2827
2019-01-01,Sarawak,P.220 Baram,N.77 Telang Usan,2151
2022-01-01,Sarawak,P.220 Baram,N.77 Telang Usan,2578
2024-01-01,Sarawak,P.220 Baram,N.77 Telang Usan,2824
2019-01-01,Sarawak,P.220 Baram,N.78 Mulu,2057
2022-01-01,Sarawak,P.220 Baram,N.78 Mulu,2532
2024-01-01,Sarawak,P.220 Baram,N.78 Mulu,2787
2019-01-01,Sarawak,P.221 Limbang,N.79 Bukit Kota,3568
2022-01-01,Sarawak,P.221 Limbang,N.79 Bukit Kota,3452
2024-01-01,Sarawak,P.221 Limbang,N.79 Bukit Kota,3644
2019-01-01,Sarawak,P.221 Limbang,N.80 Batu Danau,2526
2022-01-01,Sarawak,P.221 Limbang,N.80 Batu Danau,2693
2024-01-01,Sarawak,P.221 Limbang,N.80 Batu Danau,2904
2019-01-01,Sarawak,P.222 Lawas,N.81 Ba'kelalan,2462
2022-01-01,Sarawak,P.222 Lawas,N.81 Ba'kelalan,2399
2024-01-01,Sarawak,P.222 Lawas,N.81 Ba'kelalan,2774
2019-01-01,Sarawak,P.222 Lawas,N.82 Bukit Sari,3489
2022-01-01,Sarawak,P.222 Lawas,N.82 Bukit Sari,3141
2024-01-01,Sarawak,P.222 Lawas,N.82 Bukit Sari,3463
