series,date,division,sales,volume,volume_sa
growth_yoy,2019-11-01,47,7.049,7.068,
growth_yoy,2019-12-01,47,6.989,6.992,
growth_yoy,2020-01-01,47,6.703,6.748,
growth_yoy,2020-02-01,47,6.251,6.4,
growth_yoy,2020-03-01,47,-6.65,-7.532,
growth_yoy,2020-04-01,47,-32.358,-35.977,
growth_yoy,2020-05-01,47,-16.142,-17.997,
growth_yoy,2020-06-01,47,-9.189,-11.152,
growth_yoy,2020-07-01,47,-3.797,-5.215,
growth_yoy,2020-08-01,47,-1.488,-2.456,
growth_yoy,2020-09-01,47,1.585,0.996,
growth_yoy,2020-10-01,47,-1.461,-2.82,
growth_yoy,2020-11-01,47,-2.294,-3.122,
growth_yoy,2020-12-01,47,-1.963,-2.886,
growth_yoy,2021-01-01,47,-2.535,-2.998,
growth_yoy,2021-02-01,47,-2.054,-1.904,
growth_yoy,2021-03-01,47,10.452,8.928,
growth_yoy,2021-04-01,47,56.449,63.318,
growth_yoy,2021-05-01,47,17.312,20.353,
growth_yoy,2021-06-01,47,-2.861,-3.69,
growth_yoy,2021-07-01,47,-8.066,-9.266,
growth_yoy,2021-08-01,47,-7.445,-7.891,
growth_yoy,2021-09-01,47,-1.096,-2.812,
growth_yoy,2021-10-01,47,4.746,2.215,
growth_yoy,2021-11-01,47,6.718,3.288,
growth_yoy,2021-12-01,47,3.468,0.451,
growth_yoy,2022-01-01,47,7.321,2.764,
growth_yoy,2022-02-01,47,10.185,5.421,
growth_yoy,2022-03-01,47,10.806,7.273,
growth_yoy,2022-04-01,47,20.883,16.598,
growth_yoy,2022-05-01,47,29.224,24.197,
growth_yoy,2022-06-01,47,38.383,31.305,
growth_yoy,2022-07-01,47,37.547,31.612,
growth_yoy,2022-08-01,47,34.492,30.072,
growth_yoy,2022-09-01,47,30.042,27.098,
growth_yoy,2022-10-01,47,25.972,22.254,
growth_yoy,2022-11-01,47,22.789,18.281,
growth_yoy,2022-12-01,47,22.651,17.404,
growth_yoy,2023-01-01,47,21.661,16.194,
growth_yoy,2023-02-01,47,19.218,14.077,
growth_yoy,2023-03-01,47,17.693,13.797,
growth_yoy,2023-04-01,47,12.89,10.036,
growth_yoy,2023-05-01,47,5.018,2.361,
growth_yoy,2023-06-01,47,5.787,2.598,
growth_yoy,2023-07-01,47,5.475,2.741,
growth_yoy,2023-08-01,47,6.254,3.784,
growth_yoy,2023-09-01,47,5.926,3.767,
growth_yoy,2023-10-01,47,3.932,2.301,
growth_yoy,2023-11-01,47,4.38,2.86,
growth_yoy,2023-12-01,47,5.027,3.608,
growth_yoy,2024-01-01,47,2.566,1.417,
growth_yoy,2024-02-01,47,5.802,4.574,
growth_yoy,2024-03-01,47,7.088,5.368,
growth_yoy,2024-04-01,47,5.504,3.535,
growth_yoy,2024-05-01,47,8.715,6.764,
growth_yoy,2024-06-01,47,7.895,6.286,
growth_yoy,2024-07-01,47,6.368,4.551,
growth_yoy,2024-08-01,47,5.906,3.951,
growth_yoy,2024-09-01,47,5.481,3.758,
growth_yoy,2024-10-01,47,7.109,5.025,
growth_yoy,2024-11-01,47,5.764,4.115,
growth_yoy,2024-12-01,47,5.407,3.568,
growth_yoy,2025-01-01,47,8.202,6.609,
growth_yoy,2025-02-01,47,5.749,4.014,
growth_yoy,2025-03-01,47,6.613,4.935,
growth_yoy,2025-04-01,47,4.655,3.362,
growth_yoy,2025-05-01,47,4.865,3.737,
growth_yoy,2025-06-01,47,5.38,4.141,
growth_yoy,2025-07-01,47,5.565,4.357,
growth_yoy,2025-08-01,47,5.002,3.708,
growth_yoy,2025-09-01,47,6.984,4.788,
growth_yoy,2025-10-01,47,6.806,4.61,
growth_yoy,2025-11-01,47,6.427,4.383,
growth_yoy,2025-12-01,47,6.921,4.885,
growth_yoy,2026-01-01,47,6.146,3.665,
growth_yoy,2026-02-01,47,7.685,5.372,
growth_yoy,2026-03-01,47,7.502,5.247,
growth_yoy,2026-04-01,47,6.279,3.878,
growth_yoy,2026-05-01,47,7.198,4.43,
growth_yoy,2026-06-01,47,6.624,4.186,
growth_mom,2018-02-01,47,-1.089,-2.219,0.339
growth_mom,2018-03-01,47,4.085,5.023,0.597
growth_mom,2018-04-01,47,-4.155,-6.218,0.839
growth_mom,2018-05-01,47,4.426,2.125,2.144
growth_mom,2018-06-01,47,4.516,9.41,4.009
growth_mom,2018-07-01,47,1.689,0.921,1.8
growth_mom,2018-08-01,47,0.117,-1.802,1.403
growth_mom,2018-09-01,47,-5.307,-5.355,-4.918
growth_mom,2018-10-01,47,2.006,4.186,2.933
growth_mom,2018-11-01,47,2.051,2.378,1.296
growth_mom,2018-12-01,47,4.218,4.47,0.522
growth_mom,2019-01-01,47,-1.771,-1.097,0.284
growth_mom,2019-02-01,47,-3.036,-3.924,-0.454
growth_mom,2019-03-01,47,2.564,3.159,-1.47
growth_mom,2019-04-01,47,-4.049,-5.907,1.367
growth_mom,2019-05-01,47,5.252,3.746,2.782
growth_mom,2019-06-01,47,4.39,9.631,2.813
growth_mom,2019-07-01,47,1.112,-0.186,-0.278
growth_mom,2019-08-01,47,-0.098,-2.695,0.289
growth_mom,2019-09-01,47,-5.036,-5.426,-0.667
growth_mom,2019-10-01,47,1.626,3.482,0.289
growth_mom,2019-11-01,47,2.31,2.782,1.023
growth_mom,2019-12-01,47,4.159,4.395,0.671
growth_mom,2020-01-01,47,-2.033,-1.323,-2.277
growth_mom,2020-02-01,47,-3.447,-4.237,1.955
growth_mom,2020-03-01,47,-9.889,-10.348,-11.103
growth_mom,2020-04-01,47,-30.473,-34.851,-29.778
growth_mom,2020-05-01,47,30.483,32.88,32.561
growth_mom,2020-06-01,47,13.046,18.782,7.031
growth_mom,2020-07-01,47,7.115,6.482,6.123
growth_mom,2020-08-01,47,2.3,0.138,1.609
growth_mom,2020-09-01,47,-2.074,-2.08,0.718
growth_mom,2020-10-01,47,-1.422,-0.428,-2.079
growth_mom,2020-11-01,47,1.445,2.463,0.063
growth_mom,2020-12-01,47,4.512,4.649,0.966
growth_mom,2021-01-01,47,-2.605,-1.436,-0.49
growth_mom,2021-02-01,47,-2.97,-3.157,3.148
growth_mom,2021-03-01,47,1.617,-0.449,0.127
growth_mom,2021-04-01,47,-1.519,-2.321,4.412
growth_mom,2021-05-01,47,-2.159,-2.078,-2.032
growth_mom,2021-06-01,47,-6.393,-4.947,-14.567
growth_mom,2021-07-01,47,1.375,0.318,0.069
growth_mom,2021-08-01,47,2.99,1.655,3.076
growth_mom,2021-09-01,47,4.644,3.321,5.203
growth_mom,2021-10-01,47,4.4,4.722,3.445
growth_mom,2021-11-01,47,3.355,3.538,1.203
growth_mom,2021-12-01,47,1.329,1.775,-1.28
growth_mom,2022-01-01,47,1.022,0.834,3.729
growth_mom,2022-02-01,47,-0.381,-0.654,5.439
growth_mom,2022-03-01,47,2.189,1.3,0.942
growth_mom,2022-04-01,47,7.438,6.17,15.806
growth_mom,2022-05-01,47,4.593,4.305,-2.265
growth_mom,2022-06-01,47,0.241,0.493,-5.934
growth_mom,2022-07-01,47,0.763,0.553,9.023
growth_mom,2022-08-01,47,0.704,0.465,-4.514
growth_mom,2022-09-01,47,1.181,0.958,4.072
growth_mom,2022-10-01,47,1.133,0.731,-4.539
growth_mom,2022-11-01,47,0.744,0.173,0.428
growth_mom,2022-12-01,47,1.214,1.02,-1.386
growth_mom,2023-01-01,47,0.207,-0.205,-0.537
growth_mom,2023-02-01,47,-2.382,-2.464,2.168
growth_mom,2023-03-01,47,0.882,1.052,2.506
growth_mom,2023-04-01,47,3.053,2.661,0.571
growth_mom,2023-05-01,47,-2.7,-2.971,-1.927
growth_mom,2023-06-01,47,0.976,0.726,0.302
growth_mom,2023-07-01,47,0.465,0.693,0.965
growth_mom,2023-08-01,47,1.448,1.485,0.353
growth_mom,2023-09-01,47,0.868,0.942,0.823
growth_mom,2023-10-01,47,-0.77,-0.692,-1.254
growth_mom,2023-11-01,47,1.178,0.72,-0.298
growth_mom,2023-12-01,47,1.842,1.755,-0.14
growth_mom,2024-01-01,47,-2.141,-2.315,0.665
growth_mom,2024-02-01,47,0.698,0.572,2.657
growth_mom,2024-03-01,47,2.108,1.819,0.313
growth_mom,2024-04-01,47,1.529,0.874,0.073
growth_mom,2024-05-01,47,0.261,0.056,-0.279
growth_mom,2024-06-01,47,0.214,0.275,1.429
growth_mom,2024-07-01,47,-0.957,-0.951,0.218
growth_mom,2024-08-01,47,1.007,0.902,0.728
growth_mom,2024-09-01,47,0.464,0.755,0.014
growth_mom,2024-10-01,47,0.761,0.521,-0.244
growth_mom,2024-11-01,47,-0.093,-0.153,-0.673
growth_mom,2024-12-01,47,1.499,1.22,0.384
growth_mom,2025-01-01,47,0.453,0.553,2.259
growth_mom,2025-02-01,47,-1.585,-1.877,-1.877
growth_mom,2025-03-01,47,2.942,2.722,2.722
growth_mom,2025-04-01,47,-0.336,-0.639,-0.639
growth_mom,2025-05-01,47,0.462,0.42,0.42
growth_mom,2025-06-01,47,0.706,0.665,0.665
growth_mom,2025-07-01,47,-0.782,-0.745,-0.745
growth_mom,2025-08-01,47,0.468,0.274,0.274
growth_mom,2025-09-01,47,2.36,1.804,1.804
growth_mom,2025-10-01,47,0.594,0.35,0.35
growth_mom,2025-11-01,47,-0.447,-0.369,-0.369
growth_mom,2025-12-01,47,1.97,1.707,1.707
growth_mom,2026-01-01,47,-0.275,-0.617,-0.617
growth_mom,2026-02-01,47,-0.158,-0.261,-0.261
growth_mom,2026-03-01,47,2.767,2.599,2.599
growth_mom,2026-04-01,47,-1.47,-1.931,-1.931
growth_mom,2026-05-01,47,1.331,0.953,0.953
growth_mom,2026-06-01,47,0.167,0.43,0.43
