series,date,division,index
index,2024-04-01,69,105.9
index,2024-04-01,71,103.5
index,2024-04-01,85,119.0
index,2024-04-01,86,108.1
index,2024-04-01,92,114.9
index,2024-04-01,93,111.6
index,2024-07-01,49,111.2
index,2024-07-01,50,102.8
index,2024-07-01,51,110.4
index,2024-07-01,52,103.6
index,2024-07-01,53,125.5
index,2024-07-01,55,106.3
index,2024-07-01,56,166.6
index,2024-07-01,61,99.9
index,2024-07-01,62,103.2
index,2024-07-01,63,101.5
index,2024-07-01,68,127.3
index,2024-07-01,69,105.9
index,2024-07-01,71,103.6
index,2024-07-01,85,119.2
index,2024-07-01,86,108.1
index,2024-07-01,92,116.0
index,2024-07-01,93,111.9
index,2024-10-01,49,111.4
index,2024-10-01,50,102.9
index,2024-10-01,51,108.1
index,2024-10-01,52,103.6
index,2024-10-01,53,125.6
index,2024-10-01,55,106.5
index,2024-10-01,56,168.6
index,2024-10-01,61,99.9
index,2024-10-01,62,103.2
index,2024-10-01,63,101.5
index,2024-10-01,68,127.3
index,2024-10-01,69,106.2
index,2024-10-01,71,103.6
index,2024-10-01,85,119.3
index,2024-10-01,86,108.3
index,2024-10-01,92,117.1
index,2024-10-01,93,112.5
index,2025-01-01,49,112.1
index,2025-01-01,50,103.1
index,2025-01-01,51,107.6
index,2025-01-01,52,103.6
index,2025-01-01,53,126.2
index,2025-01-01,55,107.2
index,2025-01-01,56,170.3
index,2025-01-01,61,99.9
index,2025-01-01,62,103.1
index,2025-01-01,63,101.5
index,2025-01-01,68,127.8
index,2025-01-01,69,106.4
index,2025-01-01,71,103.7
index,2025-01-01,85,120.1
index,2025-01-01,86,108.6
index,2025-01-01,92,117.9
index,2025-01-01,93,113.0
index,2025-04-01,49,112.3
index,2025-04-01,50,103.1
index,2025-04-01,51,108.3
index,2025-04-01,52,103.6
index,2025-04-01,53,126.4
index,2025-04-01,55,107.4
index,2025-04-01,56,171.5
index,2025-04-01,61,99.9
index,2025-04-01,62,103.2
index,2025-04-01,63,101.6
index,2025-04-01,68,127.8
index,2025-04-01,69,106.5
index,2025-04-01,71,103.9
index,2025-04-01,85,120.5
index,2025-04-01,86,108.8
index,2025-04-01,92,120.7
index,2025-04-01,93,113.3
index,2025-07-01,49,112.4
index,2025-07-01,50,103.1
index,2025-07-01,51,110.9
index,2025-07-01,52,103.6
index,2025-07-01,53,126.4
index,2025-07-01,55,107.5
index,2025-07-01,56,172.9
index,2025-07-01,61,99.8
index,2025-07-01,62,103.1
index,2025-07-01,63,101.6
index,2025-07-01,68,127.9
index,2025-07-01,69,106.5
index,2025-07-01,71,104.0
index,2025-07-01,85,120.9
index,2025-07-01,86,108.9
index,2025-07-01,92,116.1
index,2025-07-01,93,113.5
index,2025-10-01,49,112.6
index,2025-10-01,50,103.1
index,2025-10-01,51,115.4
index,2025-10-01,52,103.6
index,2025-10-01,53,126.6
index,2025-10-01,55,107.6
index,2025-10-01,56,174.4
index,2025-10-01,61,99.7
index,2025-10-01,62,103.1
index,2025-10-01,63,101.6
index,2025-10-01,68,128.1
index,2025-10-01,69,106.6
index,2025-10-01,71,104.3
index,2025-10-01,85,121.1
index,2025-10-01,86,109.1
index,2025-10-01,92,111.5
index,2025-10-01,93,113.9
index,2026-01-01,49,113.9
index,2026-01-01,50,103.5
index,2026-01-01,51,113.5
index,2026-01-01,52,106.2
index,2026-01-01,53,127.9
index,2026-01-01,55,108.9
index,2026-01-01,56,178.5
index,2026-01-01,61,100.5
index,2026-01-01,62,103.9
index,2026-01-01,63,101.6
index,2026-01-01,68,128.6
index,2026-01-01,69,107.8
index,2026-01-01,71,104.4
index,2026-01-01,85,122.4
index,2026-01-01,86,110.2
index,2026-01-01,92,118.4
index,2026-01-01,93,115.0
growth_yoy,2019-01-01,49,0.2
growth_yoy,2019-01-01,50,0.3
growth_yoy,2019-01-01,51,1.0
growth_yoy,2019-01-01,52,0.1
growth_yoy,2019-01-01,53,0.7
growth_yoy,2019-01-01,55,0.4
growth_yoy,2019-01-01,56,2.8
growth_yoy,2019-01-01,61,0.0
growth_yoy,2019-01-01,62,0.1
growth_yoy,2019-01-01,63,0.0
growth_yoy,2019-01-01,68,0.9
growth_yoy,2019-01-01,69,-0.1
growth_yoy,2019-01-01,71,0.1
growth_yoy,2019-01-01,85,0.7
growth_yoy,2019-01-01,86,0.4
growth_yoy,2019-01-01,92,0.6
growth_yoy,2019-01-01,93,0.1
growth_yoy,2019-04-01,49,0.2
growth_yoy,2019-04-01,50,0.0
growth_yoy,2019-04-01,51,1.0
growth_yoy,2019-04-01,52,0.0
growth_yoy,2019-04-01,53,0.5
growth_yoy,2019-04-01,55,0.5
growth_yoy,2019-04-01,56,2.6
growth_yoy,2019-04-01,61,0.1
growth_yoy,2019-04-01,62,0.1
growth_yoy,2019-04-01,63,0.0
growth_yoy,2019-04-01,68,0.8
growth_yoy,2019-04-01,69,-0.1
growth_yoy,2019-04-01,71,0.0
growth_yoy,2019-04-01,85,0.9
growth_yoy,2019-04-01,86,0.3
growth_yoy,2019-04-01,92,1.2
growth_yoy,2019-04-01,93,0.0
growth_yoy,2019-07-01,49,0.1
growth_yoy,2019-07-01,50,0.3
growth_yoy,2019-07-01,51,0.0
growth_yoy,2019-07-01,52,0.0
growth_yoy,2019-07-01,53,3.4
growth_yoy,2019-07-01,55,0.3
growth_yoy,2019-07-01,56,2.8
growth_yoy,2019-07-01,61,0.2
growth_yoy,2019-07-01,62,0.1
growth_yoy,2019-07-01,63,0.0
growth_yoy,2019-07-01,68,0.5
growth_yoy,2019-07-01,69,-0.1
growth_yoy,2019-07-01,71,0.1
growth_yoy,2019-07-01,85,0.6
growth_yoy,2019-07-01,86,0.1
growth_yoy,2019-07-01,92,-0.6
growth_yoy,2019-07-01,93,0.1
growth_yoy,2019-10-01,49,0.1
growth_yoy,2019-10-01,50,0.6
growth_yoy,2019-10-01,51,-0.4
growth_yoy,2019-10-01,52,0.0
growth_yoy,2019-10-01,53,3.6
growth_yoy,2019-10-01,55,0.0
growth_yoy,2019-10-01,56,2.1
growth_yoy,2019-10-01,61,0.1
growth_yoy,2019-10-01,62,0.2
growth_yoy,2019-10-01,63,0.0
growth_yoy,2019-10-01,68,0.3
growth_yoy,2019-10-01,69,0.0
growth_yoy,2019-10-01,71,0.1
growth_yoy,2019-10-01,85,0.4
growth_yoy,2019-10-01,86,0.2
growth_yoy,2019-10-01,92,-1.2
growth_yoy,2019-10-01,93,0.2
growth_yoy,2020-01-01,49,0.0
growth_yoy,2020-01-01,50,0.3
growth_yoy,2020-01-01,51,-0.6
growth_yoy,2020-01-01,52,0.0
growth_yoy,2020-01-01,53,3.4
growth_yoy,2020-01-01,55,-0.2
growth_yoy,2020-01-01,56,1.6
growth_yoy,2020-01-01,61,0.1
growth_yoy,2020-01-01,62,0.1
growth_yoy,2020-01-01,63,0.0
growth_yoy,2020-01-01,68,0.6
growth_yoy,2020-01-01,69,0.1
growth_yoy,2020-01-01,71,0.1
growth_yoy,2020-01-01,85,0.6
growth_yoy,2020-01-01,86,0.2
growth_yoy,2020-01-01,92,-0.8
growth_yoy,2020-01-01,93,0.2
growth_yoy,2020-04-01,49,0.0
growth_yoy,2020-04-01,50,0.6
growth_yoy,2020-04-01,51,0.3
growth_yoy,2020-04-01,52,0.1
growth_yoy,2020-04-01,53,5.9
growth_yoy,2020-04-01,55,-0.4
growth_yoy,2020-04-01,56,1.5
growth_yoy,2020-04-01,61,-0.1
growth_yoy,2020-04-01,62,0.2
growth_yoy,2020-04-01,63,0.0
growth_yoy,2020-04-01,68,0.6
growth_yoy,2020-04-01,69,0.0
growth_yoy,2020-04-01,71,0.0
growth_yoy,2020-04-01,85,0.8
growth_yoy,2020-04-01,86,1.2
growth_yoy,2020-04-01,92,-1.5
growth_yoy,2020-04-01,93,0.2
growth_yoy,2020-07-01,49,0.2
growth_yoy,2020-07-01,50,0.6
growth_yoy,2020-07-01,51,5.2
growth_yoy,2020-07-01,52,0.1
growth_yoy,2020-07-01,53,3.0
growth_yoy,2020-07-01,55,-0.3
growth_yoy,2020-07-01,56,1.8
growth_yoy,2020-07-01,61,-0.2
growth_yoy,2020-07-01,62,0.1
growth_yoy,2020-07-01,63,0.0
growth_yoy,2020-07-01,68,1.7
growth_yoy,2020-07-01,69,0.0
growth_yoy,2020-07-01,71,-0.1
growth_yoy,2020-07-01,85,0.8
growth_yoy,2020-07-01,86,1.3
growth_yoy,2020-07-01,92,-1.6
growth_yoy,2020-07-01,93,0.0
growth_yoy,2020-10-01,49,0.2
growth_yoy,2020-10-01,50,0.4
growth_yoy,2020-10-01,51,1.9
growth_yoy,2020-10-01,52,0.1
growth_yoy,2020-10-01,53,3.1
growth_yoy,2020-10-01,55,-0.3
