state,type,date,sex,abs,rate
Terengganu,neonatal,2019-01-01,male,72,5.124190449078358
Terengganu,neonatal,2020-01-01,both,107,3.940487589305443
Terengganu,neonatal,2020-01-01,female,45,3.4493331289284073
Terengganu,neonatal,2020-01-01,male,62,4.394669690955486
Terengganu,neonatal,2021-01-01,both,127,4.822113376618446
Terengganu,neonatal,2021-01-01,female,61,4.801259346713892
Terengganu,neonatal,2021-01-01,male,66,4.841549295774647
Terengganu,neonatal,2022-01-01,both,126,5.0
Terengganu,neonatal,2022-01-01,female,53,4.3
Terengganu,neonatal,2022-01-01,male,73,5.6
Terengganu,neonatal,2024-01-01,both,113,4.8
Terengganu,neonatal,2024-01-01,female,53,4.6
Terengganu,neonatal,2024-01-01,male,60,4.9
Terengganu,infant,2017-01-01,both,173,6.198273082297303
Terengganu,infant,2017-01-01,female,73,5.315275957477793
Terengganu,infant,2017-01-01,male,100,7.0536784933342735
Terengganu,infant,2018-01-01,both,173,6.1
Terengganu,infant,2018-01-01,female,77,5.6
Terengganu,infant,2018-01-01,male,96,6.6
Terengganu,infant,2019-01-01,both,198,7.330618289522398
Terengganu,infant,2019-01-01,female,87,7.8997936089958
Terengganu,infant,2019-01-01,male,111,6.71348097847056
Terengganu,infant,2020-01-01,both,153,5.634528982838624
Terengganu,infant,2020-01-01,female,68,5.212325617047371
Terengganu,infant,2020-01-01,male,85,6.024950382761554
Terengganu,infant,2021-01-01,both,167,6.340889243269925
Terengganu,infant,2021-01-01,female,81,6.375442739079103
Terengganu,infant,2021-01-01,male,86,6.30868544600939
Terengganu,infant,2022-01-01,both,167,6.6
Terengganu,infant,2022-01-01,female,68,5.6
Terengganu,infant,2022-01-01,male,99,7.6
Terengganu,infant,2024-01-01,both,170,7.2
Terengganu,infant,2024-01-01,female,81,7.0
Terengganu,infant,2024-01-01,male,89,7.3
W.P. Kuala Lumpur,neonatal,2017-01-01,both,94,3.8007439754164647
W.P. Kuala Lumpur,neonatal,2017-01-01,female,39,3.24729392173189
W.P. Kuala Lumpur,neonatal,2017-01-01,male,55,4.323219619556673
W.P. Kuala Lumpur,neonatal,2018-01-01,both,98,4.0
W.P. Kuala Lumpur,neonatal,2018-01-01,female,42,3.6
W.P. Kuala Lumpur,neonatal,2018-01-01,male,56,4.5
W.P. Kuala Lumpur,neonatal,2019-01-01,both,76,2.8110667258470188
W.P. Kuala Lumpur,neonatal,2019-01-01,female,30,2.305564094681832
W.P. Kuala Lumpur,neonatal,2019-01-01,male,46,3.2800912721049627
W.P. Kuala Lumpur,neonatal,2020-01-01,both,57,2.4689219041018755
W.P. Kuala Lumpur,neonatal,2020-01-01,female,25,2.2657241254304874
W.P. Kuala Lumpur,neonatal,2020-01-01,male,32,2.654940678669211
W.P. Kuala Lumpur,neonatal,2021-01-01,both,74,3.516107573885774
W.P. Kuala Lumpur,neonatal,2021-01-01,female,26,2.58603540879252
W.P. Kuala Lumpur,neonatal,2021-01-01,male,48,4.366812227074235
W.P. Kuala Lumpur,neonatal,2022-01-01,both,70,3.5
W.P. Kuala Lumpur,neonatal,2022-01-01,female,28,2.9
W.P. Kuala Lumpur,neonatal,2022-01-01,male,42,4.1
W.P. Kuala Lumpur,neonatal,2024-01-01,both,62,2.9
W.P. Kuala Lumpur,neonatal,2024-01-01,female,32,3.1
W.P. Kuala Lumpur,neonatal,2024-01-01,male,30,2.7
W.P. Kuala Lumpur,infant,2017-01-01,both,160,6.469351447517387
W.P. Kuala Lumpur,infant,2017-01-01,female,75,6.244796003330557
W.P. Kuala Lumpur,infant,2017-01-01,male,85,6.681339412042131
W.P. Kuala Lumpur,infant,2018-01-01,both,150,6.2
W.P. Kuala Lumpur,infant,2018-01-01,female,68,5.8
W.P. Kuala Lumpur,infant,2018-01-01,male,82,6.6
W.P. Kuala Lumpur,infant,2019-01-01,both,120,4.438526409232135
W.P. Kuala Lumpur,infant,2019-01-01,female,49,5.062749572162008
W.P. Kuala Lumpur,infant,2019-01-01,male,71,3.765754687980326
W.P. Kuala Lumpur,infant,2020-01-01,both,90,3.898297743318751
W.P. Kuala Lumpur,infant,2020-01-01,female,43,3.897045495740439
W.P. Kuala Lumpur,infant,2020-01-01,male,47,3.899444121795404
W.P. Kuala Lumpur,infant,2021-01-01,both,116,5.5117361969020235
W.P. Kuala Lumpur,infant,2021-01-01,female,48,4.774219216232345
W.P. Kuala Lumpur,infant,2021-01-01,male,68,6.186317321688501
W.P. Kuala Lumpur,infant,2022-01-01,both,122,6.1
W.P. Kuala Lumpur,infant,2022-01-01,female,51,5.3
W.P. Kuala Lumpur,infant,2022-01-01,male,71,6.9
W.P. Kuala Lumpur,infant,2024-01-01,both,104,4.9
W.P. Kuala Lumpur,infant,2024-01-01,female,58,5.7
W.P. Kuala Lumpur,infant,2024-01-01,male,46,4.2
W.P. Labuan,neonatal,2017-01-01,both,7,4.154302670623145
W.P. Labuan,neonatal,2017-01-01,female,5,6.105006105006105
W.P. Labuan,neonatal,2017-01-01,male,2,2.3094688221709005
W.P. Labuan,neonatal,2018-01-01,both,12,7.1
W.P. Labuan,neonatal,2018-01-01,female,4,5.1
W.P. Labuan,neonatal,2018-01-01,male,8,8.8
W.P. Labuan,neonatal,2019-01-01,both,7,4.2042042042042045
W.P. Labuan,neonatal,2019-01-01,female,3,3.75
W.P. Labuan,neonatal,2019-01-01,male,4,4.624277456647399
W.P. Labuan,neonatal,2020-01-01,both,9,5.263157894736842
W.P. Labuan,neonatal,2020-01-01,female,5,5.793742757821553
W.P. Labuan,neonatal,2020-01-01,male,4,4.7225501770956315
W.P. Labuan,neonatal,2021-01-01,both,8,5.256241787122208
W.P. Labuan,neonatal,2021-01-01,female,1,1.303780964797914
W.P. Labuan,neonatal,2021-01-01,male,7,9.271523178807948
W.P. Labuan,neonatal,2022-01-01,both,10,7.3
W.P. Labuan,neonatal,2022-01-01,female,5,7.5
W.P. Labuan,neonatal,2022-01-01,male,5,7.1
W.P. Labuan,neonatal,2024-01-01,both,15,11.5
W.P. Labuan,neonatal,2024-01-01,female,5,8.2
W.P. Labuan,neonatal,2024-01-01,male,10,14.3
W.P. Labuan,infant,2017-01-01,both,12,7.121661721068249
W.P. Labuan,infant,2017-01-01,female,10,12.21001221001221
W.P. Labuan,infant,2017-01-01,male,2,2.3094688221709005
W.P. Labuan,infant,2018-01-01,both,16,9.5
W.P. Labuan,infant,2018-01-01,female,7,9.0
W.P. Labuan,infant,2018-01-01,male,9,9.9
W.P. Labuan,infant,2019-01-01,both,11,6.606606606606606
W.P. Labuan,infant,2019-01-01,female,4,8.092485549132947
W.P. Labuan,infant,2019-01-01,male,7,5.0
W.P. Labuan,infant,2020-01-01,both,12,7.017543859649123
W.P. Labuan,infant,2020-01-01,female,7,8.111239860950173
W.P. Labuan,infant,2020-01-01,male,5,5.903187721369539
W.P. Labuan,infant,2021-01-01,both,9,5.913272010512484
W.P. Labuan,infant,2021-01-01,female,1,1.303780964797914
W.P. Labuan,infant,2021-01-01,male,8,10.596026490066226
W.P. Labuan,infant,2022-01-01,both,13,9.5
W.P. Labuan,infant,2022-01-01,female,7,10.4
W.P. Labuan,infant,2022-01-01,male,6,8.5
W.P. Labuan,infant,2024-01-01,both,21,16.0
W.P. Labuan,infant,2024-01-01,female,7,11.5
W.P. Labuan,infant,2024-01-01,male,14,20.0
W.P. Putrajaya,neonatal,2017-01-01,both,12,4.767580452920143
W.P. Putrajaya,neonatal,2017-01-01,female,5,4.101722723543888
W.P. Putrajaya,neonatal,2017-01-01,male,7,5.3929121725731894
W.P. Putrajaya,neonatal,2018-01-01,both,12,5.0
W.P. Putrajaya,neonatal,2018-01-01,female,4,3.5
W.P. Putrajaya,neonatal,2018-01-01,male,8,6.4
W.P. Putrajaya,neonatal,2019-01-01,both,8,3.457216940363008
W.P. Putrajaya,neonatal,2019-01-01,female,3,2.7198549410698094
W.P. Putrajaya,neonatal,2019-01-01,male,5,4.1288191577208915
W.P. Putrajaya,neonatal,2020-01-01,both,9,4.201680672268908
W.P. Putrajaya,neonatal,2020-01-01,female,6,5.612722170252572
W.P. Putrajaya,neonatal,2020-01-01,male,3,2.7958993476234855
W.P. Putrajaya,neonatal,2021-01-01,both,8,3.798670465337133
W.P. Putrajaya,neonatal,2021-01-01,female,4,3.937007874015748
W.P. Putrajaya,neonatal,2021-01-01,male,4,3.669724770642202
W.P. Putrajaya,neonatal,2022-01-01,both,8,4.4
W.P. Putrajaya,neonatal,2022-01-01,female,6,6.8
W.P. Putrajaya,neonatal,2022-01-01,male,2,2.1
W.P. Putrajaya,neonatal,2024-01-01,both,6,3.9
W.P. Putrajaya,neonatal,2024-01-01,female,4,5.3
W.P. Putrajaya,neonatal,2024-01-01,male,2,2.5
W.P. Putrajaya,infant,2017-01-01,both,21,8.34326579261025
W.P. Putrajaya,infant,2017-01-01,female,12,9.844134536505331
W.P. Putrajaya,infant,2017-01-01,male,9,6.933744221879815
W.P. Putrajaya,infant,2018-01-01,both,22,9.2
W.P. Putrajaya,infant,2018-01-01,female,10,8.7
W.P. Putrajaya,infant,2018-01-01,male,12,9.6
W.P. Putrajaya,infant,2019-01-01,both,19,8.210890233362145
W.P. Putrajaya,infant,2019-01-01,female,10,7.431874483897605
W.P. Putrajaya,infant,2019-01-01,male,9,9.066183136899364
W.P. Putrajaya,infant,2020-01-01,both,14,6.5359477124183005
W.P. Putrajaya,infant,2020-01-01,female,8,7.483629560336763
W.P. Putrajaya,infant,2020-01-01,male,6,5.591798695246971
W.P. Putrajaya,infant,2021-01-01,both,13,6.172839506172839
W.P. Putrajaya,infant,2021-01-01,female,5,4.921259842519685
W.P. Putrajaya,infant,2021-01-01,male,8,7.339449541284404
W.P. Putrajaya,infant,2022-01-01,both,15,8.2
W.P. Putrajaya,infant,2022-01-01,female,9,10.2
W.P. Putrajaya,infant,2022-01-01,male,6,6.3
W.P. Putrajaya,infant,2024-01-01,both,16,10.3
W.P. Putrajaya,infant,2024-01-01,female,7,9.3
W.P. Putrajaya,infant,2024-01-01,male,9,11.3
