date,volume,value
2022-05-21,107343,46238006.93
2022-05-22,109978,38723531.66
2022-05-23,210425,144648249.12
2022-05-24,210337,153180652.01
2022-05-25,373454,207680847.69
2022-05-26,299607,209281997.83
2022-05-27,287693,251779616.3
2022-05-28,188627,67132097.34
2022-05-29,173641,52597432.75
2022-05-30,311667,253706811.95
2022-05-31,360569,243788807.52
2022-06-01,318447,134572845.33
2022-06-02,252992,119864493.41
2022-06-03,224558,137186760.35
2022-06-04,147650,58545700.49
2022-06-05,121313,42754438.79
2022-06-06,140933,50939905.93
2022-06-07,263679,150812908.68
2022-06-08,233676,136228143.01
2022-06-09,204759,133530702.54
2022-06-10,196133,144939181.03
2022-06-11,117914,53317709.92
2022-06-12,107917,42255184.98
2022-06-13,210762,148471511.17
2022-06-14,193092,131061999.55
2022-06-15,204697,151037326.77
2022-06-16,176784,125320341.47
2022-06-17,160656,121851627.71
2022-06-18,94261,46086883.85
2022-06-19,91459,35585015.36
2022-06-20,192601,142028285.63
2022-06-21,187133,144008673.82
2022-06-22,188458,132808750.08
2022-06-23,199479,148099637.06
2022-06-24,330781,215654153.52
2022-06-25,197551,65112108.32
2022-06-26,178529,53717639.99
2022-06-27,315514,187981456.95
2022-06-28,301892,210197680.61
2022-06-29,296477,232089600.23
2022-06-30,386881,256057851.32
2022-07-01,317301,147071870.77
2022-07-02,192535,68779207.3
2022-07-03,166737,53372511.84
2022-07-04,270357,134909904.03
2022-07-05,260166,144256003.33
2022-07-06,249012,143470575.32
2022-07-07,244093,164939938.34
2022-07-08,212659,151213790.08
2022-07-09,118023,56559539.38
2022-07-10,76454,30524859.16
2022-07-11,110611,47793600.6
2022-07-12,200946,130024056.02
2022-07-13,194565,131929071.57
2022-07-14,197613,159200251.15
2022-07-15,200788,172045136.09
2022-07-16,106436,47508912.17
2022-07-17,96474,39416107.79
2022-07-18,190802,129373027.05
2022-07-19,175864,136896457.14
2022-07-20,197992,151524340.02
2022-07-21,190486,159780897.65
2022-07-22,196424,164674336.69
2022-07-23,117155,52345488.68
2022-07-24,123247,45756755.93
2022-07-25,419516,232099248.95
2022-07-26,336589,193927820.93
2022-07-27,306158,213697956.87
2022-07-28,321134,262684060.1
2022-07-29,329299,277001973.12
2022-07-30,218353,70163361.18
2022-07-31,236437,68047658.48
2022-08-01,369694,160818946.6
2022-08-02,295687,141085811.42
2022-08-03,261092,130713997.09
2022-08-04,243863,133076367.21
2022-08-05,258181,173738747.42
2022-08-06,159841,58617304.37
2022-08-07,160326,54302638.28
2022-08-08,268745,143181094.15
2022-08-09,232983,136209402.37
2022-08-10,224377,162950082.1
2022-08-11,205832,143271271.52
2022-08-12,191866,160551806.98
2022-08-13,117693,49302817.17
2022-08-14,116400,43600465.13
2022-08-15,239515,170653640.13
2022-08-16,205020,136818483.17
2022-08-17,187459,143354318.75
2022-08-18,175214,141727559.39
2022-08-19,175997,166435696.19
2022-08-20,112509,49107118.97
2022-08-21,108007,42787427.59
2022-08-22,220045,158143778.07
2022-08-23,205177,148996622.76
2022-08-24,206348,153532613.07
2022-08-25,401866,243481372.48
2022-08-26,333057,237822276.36
2022-08-27,197334,69244633.46
2022-08-28,190079,61708452.48
2022-08-29,343488,282735058.17
2022-08-30,362332,271969696.05
2022-08-31,248518,75118615.83
2022-09-01,345357,164490074.14
2022-09-02,256963,132712755.41
2022-09-03,153552,59847714.6
2022-09-04,137085,46220244.68
2022-09-05,257213,132756394.9
2022-09-06,242433,132745936.4
2022-09-07,251405,150362986.47
2022-09-08,210323,145434525.07
2022-09-09,180328,128180351.69
2022-09-10,115841,48950563.97
2022-09-11,112642,42515566.71
2022-09-12,210578,132006644.45
2022-09-13,193359,140502208.51
2022-09-14,183811,131011100.03
2022-09-15,195358,174476418.46
2022-09-16,93425,42162540.07
2022-09-17,84751,35708539.48
2022-09-18,82737,33428888.24
2022-09-19,190622,143440645.51
2022-09-20,192113,138774488.2
2022-09-21,191448,139948773.57
2022-09-22,212906,153420197.76
2022-09-23,339589,182168558.2
2022-09-24,167087,53788815.51
2022-09-25,178596,52932225.13
2022-09-26,323673,209424112.88
2022-09-27,289518,183979994.85
2022-09-28,303454,223008222.53
2022-09-29,301560,247782839.1
2022-09-30,385660,267931751.47
2022-10-01,243255,80788862.26
2022-10-02,192252,60571521.37
2022-10-03,298572,149354130.2
2022-10-04,256448,136542108.34
2022-10-05,261337,141926927.77
2022-10-06,246228,151086123.37
2022-10-07,236773,164813385.82
2022-10-08,137861,58065505.37
2022-10-09,105336,39555133.28
2022-10-10,152661,65733262.4
2022-10-11,216105,137479818.29
2022-10-12,200900,136335686.71
2022-10-13,191450,153886108.48
2022-10-14,187689,164326149.32
2022-10-15,118403,51142322.32
2022-10-16,97445,41367645.79
2022-10-17,196152,127115360.9
2022-10-18,263304,143204845.78
2022-10-19,213648,128104735.99
2022-10-20,220246,173219422.68
2022-10-21,222404,177270638.84
2022-10-22,135460,52665645.21
2022-10-23,110024,37211802.16
2022-10-24,128122,47563366.24
2022-10-25,273886,177894122.69
2022-10-26,267523,178496332.9
2022-10-27,274896,239066364.9
2022-10-28,290976,259574260.34
2022-10-29,178702,63931111.09
2022-10-30,180893,60193663.83
2022-10-31,381040,256010645.17
2022-11-01,342349,149788615.58
2022-11-02,267771,129508723.87
2022-11-03,238651,130292708.58
2022-11-04,223953,131272483.6
2022-11-05,150808,57961678.78
2022-11-06,136307,46508985.86
2022-11-07,273560,158647636.14
2022-11-08,229542,139608542.74
2022-11-09,199893,133510105.33
2022-11-10,201147,144220001.33
2022-11-11,171098,129331077.71
2022-11-12,99134,46565560.14
2022-11-13,91395,39663658.52
2022-11-14,201811,135633111.75
2022-11-15,204118,158102809.8
2022-11-16,187373,127050541.18
2022-11-17,264182,160604047.69
2022-11-18,136091,65724031.95
2022-11-19,73980,29260708.48
2022-11-20,101324,35778283.48
2022-11-21,223639,143911081.22
2022-11-22,215346,133277789.03
2022-11-23,209034,144719765.55
2022-11-24,198440,151060333.77
2022-11-25,296133,258915450.49
2022-11-26,176277,64489472.95
2022-11-27,153507,47608828.68
2022-11-28,215635,106171709.53
2022-11-29,342691,297839729.57
2022-11-30,434064,288435552.8
2022-12-01,363799,178433459.15
2022-12-02,275176,139337695.24
2022-12-03,165250,61004068.24
2022-12-04,150042,50820359.21
2022-12-05,278676,145573897.64
2022-12-06,256786,143794458.57
2022-12-07,259354,169395337.52
2022-12-08,240087,151008305.37
2022-12-09,201464,152878791.41
2022-12-10,115360,52953094.46
2022-12-11,101263,43942691.34
2022-12-12,175751,119670344.47
2022-12-13,188233,137943942.41
2022-12-14,195566,137031186.16
2022-12-15,216012,170913293.53
2022-12-16,176022,143904858.19
2022-12-17,97173,46188763.95
2022-12-18,99403,40284209.48
2022-12-19,277514,144019718.34
2022-12-20,256263,155946181.37
2022-12-21,229999,168252500.89
2022-12-22,238914,179639558.47
2022-12-23,256479,208519429.81
2022-12-24,150570,59991821.88
2022-12-25,123345,42487088.56
2022-12-26,172317,67643913.24
2022-12-27,288024,208272093.12
2022-12-28,294214,225459721.23
2022-12-29,297065,253480526.99
2022-12-30,331880,255256705.29
2022-12-31,252947,93191771.71
2023-01-01,193032,59405530.79
2023-01-02,211386,74602938.0
2023-01-03,292302,149447311.43
2023-01-04,264765,131653487.63
2023-01-05,271641,153770978.97
2023-01-06,257177,180929485.99
2023-01-07,173366,69305884.32
2023-01-08,142771,55509785.71
2023-01-09,241985,156561853.52
2023-01-10,238751,156342542.6
2023-01-11,209650,157750437.58
2023-01-12,201843,153757556.67
2023-01-13,203035,184900769.0
2023-01-14,119190,52090478.2
2023-01-15,117618,50066464.84
2023-01-16,238493,156388741.05
2023-01-17,321821,168218544.77
2023-01-18,267578,183787824.23
2023-01-19,277070,214583176.24
2023-01-20,278620,214004005.3
2023-01-21,146087,52245755.71
2023-01-22,93514,28488144.79
2023-01-23,108018,35444709.91
2023-01-24,133982,46456874.22
2023-01-25,250703,135717583.74
2023-01-26,254192,148240927.76
2023-01-27,272623,229635036.22
2023-01-28,194671,70494301.88
2023-01-29,170281,59925508.78
2023-01-30,344316,277064286.78
2023-01-31,433507,291655999.77
2023-02-01,353403,132692007.16
2023-02-02,313415,160157595.7
2023-02-03,278758,160560031.12
2023-02-04,170716,63025197.03
2023-02-05,147097,50225359.37
2023-02-06,221858,92902506.44
2023-02-07,332462,193106888.38
2023-02-08,284596,171392083.41
2023-02-09,244955,163846453.66
2023-02-10,240013,180316298.47
2023-02-11,131843,60528293.4
2023-02-12,122630,45597509.42
2023-02-13,227741,168846079.6
2023-02-14,219904,178622670.6
2023-02-15,239858,192307822.59
2023-02-16,210189,164754896.21
2023-02-17,193003,175915478.85
2023-02-18,112133,52603430.29
2023-02-19,113455,42921722.3
2023-02-20,226320,178101548.37
2023-02-21,216300,166700075.75
2023-02-22,226320,181284974.14
2023-02-23,246608,192168574.69
2023-02-24,401207,288259350.02
2023-02-25,235297,82052170.87
2023-02-26,225066,70330678.08
2023-02-27,451953,356437626.76
2023-02-28,611029,388475080.15
2023-03-01,430606,213144439.93
2023-03-02,329620,189168980.69
2023-03-03,280262,172985461.83
2023-03-04,175772,67810229.81
2023-03-05,159724,55592054.44
2023-03-06,277805,150732549.81
2023-03-07,288317,175841638.55
2023-03-08,245889,157928888.85
2023-03-09,219686,161258054.22
2023-03-10,211105,153605366.88
2023-03-11,117446,52761494.46
2023-03-12,107872,46487950.78
2023-03-13,209657,138557481.27
2023-03-14,210413,156555774.89
2023-03-15,220067,192619824.99
2023-03-16,187963,141593570.37
2023-03-17,170468,153417320.76
2023-03-18,102987,48820567.31
2023-03-19,102942,42446442.3
2023-03-20,199834,163915149.62
2023-03-21,195781,143080259.41
2023-03-22,206599,153016553.1
2023-03-23,208752,140675403.78
2023-03-24,360545,202522855.29
2023-03-25,219820,66423758.82
2023-03-26,188240,55668515.88
2023-03-27,320958,227889768.76
2023-03-28,314910,217289478.47
2023-03-29,284961,196436000.15
2023-03-30,293559,258959922.64
2023-03-31,380331,262337162.78
2023-04-01,255326,79604224.24
2023-04-02,186926,56496987.74
2023-04-03,287787,143805631.93
2023-04-04,261259,139730381.89
2023-04-05,263833,151368116.36
2023-04-06,264150,161341465.38
2023-04-07,255441,182070985.83
2023-04-08,151918,58936702.45
2023-04-09,124227,48179352.62
2023-04-10,244761,155211511.87
2023-04-11,214679,140809876.88
2023-04-12,199367,145453140.8
2023-04-13,207639,159063149.0
2023-04-14,301403,214572724.32
2023-04-15,171737,63000656.61
2023-04-16,141691,51966055.86
2023-04-17,250670,156382921.83
2023-04-18,230562,178849566.51
2023-04-19,248485,202050764.31
2023-04-20,248743,247262094.5
2023-04-21,124972,55192774.16
2023-04-22,63179,24857353.08
2023-04-23,72531,27731622.81
2023-04-24,98454,45124926.23
2023-04-25,212727,184663817.44
2023-04-26,241440,255947783.81
2023-04-27,266966,299372818.02
2023-04-28,333835,353683005.13
2023-04-29,217329,86741134.01
2023-04-30,246165,76459608.91
2023-05-01,241034,73522363.87
2023-05-02,340248,173186995.34
2023-05-03,283169,160813426.49
2023-05-04,186470,77396892.25
2023-05-05,281145,185830930.79
2023-05-06,164470,64540194.87
2023-05-07,155693,54612017.82
2023-05-08,275043,151925519.89
2023-05-09,245250,150787358.96
2023-05-10,231708,158198171.74
2023-05-11,214544,160873466.52
2023-05-12,196765,164756070.05
2023-05-13,105024,51244117.27
2023-05-14,101263,42588261.55
2023-05-15,230851,171061911.22
2023-05-16,191175,138666284.67
2023-05-17,184182,125727344.57
2023-05-18,194491,150172643.05
2023-05-19,282820,181741989.67
2023-05-20,146759,54862058.09
2023-05-21,140256,46219729.74
2023-05-22,255767,175161114.56
2023-05-23,226851,153662765.61
2023-05-24,216116,169453261.75
2023-05-25,290116,220079299.03
2023-05-26,291467,243731891.84
2023-05-27,181333,66544841.94
2023-05-28,174169,55852094.87
2023-05-29,314616,234423731.24
2023-05-30,308852,276884541.47
2023-05-31,394077,267209277.73
2023-06-01,345257,155180822.69
2023-06-02,264127,130684957.63
2023-06-03,167760,65879241.25
2023-06-04,130728,46986215.6
2023-06-05,167391,60516799.58
2023-06-06,288701,152578730.81
2023-06-07,301267,184698969.99
2023-06-08,248571,147126254.34
2023-06-09,224934,167375829.85
2023-06-10,136952,58225396.42
2023-06-11,115954,44572455.15
2023-06-12,222210,162661056.73
2023-06-13,206291,149893401.51
2023-06-14,193879,173261845.82
2023-06-15,214888,198433621.62
2023-06-16,185868,166338385.35
2023-06-17,106401,47767387.7
2023-06-18,94236,40236930.77
2023-06-19,201059,136988583.46
2023-06-20,202802,169742643.71
2023-06-21,190006,146762479.3
2023-06-22,222755,150866712.88
2023-06-23,355824,213703813.39
2023-06-24,183513,64690553.44
2023-06-25,196246,59623605.5
2023-06-26,339787,243972618.29
2023-06-27,325782,254874041.2
2023-06-28,363620,332233406.07
2023-06-29,169109,68931758.39
2023-06-30,380876,334223782.68
2023-07-01,249338,84325723.71
2023-07-02,211721,65855528.89
2023-07-03,325143,167100127.74
2023-07-04,292776,155323625.7
2023-07-05,294125,157636504.59
2023-07-06,265975,158569361.9
2023-07-07,263575,189826795.97
2023-07-08,158047,62024240.06
2023-07-09,137916,54456520.4
2023-07-10,247433,169112995.53
2023-07-11,227118,162324854.04
2023-07-12,215816,161081888.19
2023-07-13,199867,169120821.08
2023-07-14,202618,203253012.7
2023-07-15,123581,60417599.86
2023-07-16,103552,46538491.68
2023-07-17,201632,152486299.38
2023-07-18,186400,167957270.02
2023-07-19,130979,67229491.41
2023-07-20,203656,184991908.43
2023-07-21,211516,185444112.34
2023-07-22,125288,53906273.64
2023-07-23,112718,44708435.78
2023-07-24,241776,219726589.96
2023-07-25,426360,245922316.93
2023-07-26,353237,233016196.08
2023-07-27,321487,240097056.38
2023-07-28,342966,347889738.01
2023-07-29,211291,78704209.04
2023-07-30,210037,83549669.09
2023-07-31,452561,289199335.47
2023-08-01,406988,175519883.88
2023-08-02,314952,149123772.46
2023-08-03,278433,153210595.52
2023-08-04,266862,158039557.33
2023-08-05,185988,69474815.79
2023-08-06,162770,57110858.63
2023-08-07,319488,184035201.2
2023-08-08,277833,170672950.76
2023-08-09,242417,162122350.12
2023-08-10,254659,186063474.68
2023-08-11,218576,171944598.13
2023-08-12,113341,52577254.61
2023-08-13,116544,47056900.56
2023-08-14,219951,151565155.85
2023-08-15,249029,193797794.26
2023-08-16,216872,166540482.31
2023-08-17,197112,164153781.67
2023-08-18,193792,182436054.79
2023-08-19,128315,56095411.01
2023-08-20,125915,47124562.92
2023-08-21,236034,177023982.59
2023-08-22,227797,182993920.33
2023-08-23,205456,152273720.34
2023-08-24,229253,207360306.57
2023-08-25,448055,303806722.79
2023-08-26,231776,75260870.84
2023-08-27,197836,63709880.2
2023-08-28,376285,264752200.62
2023-08-29,328021,287716827.73
2023-08-30,386187,350879149.93
2023-08-31,267179,88847272.55
2023-09-01,345964,151194333.68
2023-09-02,194761,67611221.27
2023-09-03,179793,57601696.84
2023-09-04,305119,158328533.37
2023-09-05,295853,155694575.22
2023-09-06,273528,154900206.5
2023-09-07,283310,182971047.6
2023-09-08,237420,159285060.93
2023-09-09,137902,61036169.24
2023-09-10,129943,52681506.36
2023-09-11,241100,152502620.13
2023-09-12,209311,143471302.09
2023-09-13,199559,165205265.13
2023-09-14,197154,160699448.07
2023-09-15,203851,184740017.88
2023-09-16,95892,42049818.81
2023-09-17,97510,39836263.34
2023-09-18,195434,144913515.61
2023-09-19,182918,141112666.53
2023-09-20,194167,153029459.09
2023-09-21,198067,157003099.29
2023-09-22,209663,194487912.92
2023-09-23,119689,49809411.16
2023-09-24,125970,45413904.23
2023-09-25,476977,289805745.54
2023-09-26,352475,230920875.33
2023-09-27,339091,319775576.16
2023-09-28,255030,102562038.32
2023-09-29,368037,379884916.07
2023-09-30,320393,101552927.46
2023-10-01,266761,78903541.12
2023-10-02,361958,184616973.31
2023-10-03,312330,160312365.29
2023-10-04,283465,145669037.91
2023-10-05,290326,155830584.61
2023-10-06,268233,195325365.53
2023-10-07,175000,70671977.84
2023-10-08,154237,57069003.33
2023-10-09,260795,154665855.22
2023-10-10,247541,165694944.06
2023-10-11,217973,158752244.3
2023-10-12,126637,107683551.9
2023-10-13,203736,189817390.59
2023-10-14,116685,52577580.01
2023-10-15,118006,48325122.35
2023-10-16,209747,168777534.23
2023-10-17,184225,145770921.53
2023-10-18,184635,136750700.4
2023-10-19,187932,134433953.31
2023-10-20,201747,184747063.59
2023-10-21,115105,48774128.26
2023-10-22,114258,44509951.36
2023-10-23,210689,153911661.44
2023-10-24,222137,156101284.75
2023-10-25,434072,253588207.03
2023-10-26,344169,224032709.45
2023-10-27,326888,270273214.24
2023-10-28,210705,70944605.34
2023-10-29,189361,57724846.31
2023-10-30,352829,296537158.69
2023-10-31,432945,291724675.92
2023-11-01,381991,163620640.44
2023-11-02,291013,144170062.99
2023-11-03,252943,145891252.17
2023-11-04,170575,64472356.84
2023-11-05,161597,56082719.56
2023-11-06,276915,151280835.57
2023-11-07,291936,197361348.27
2023-11-08,254864,155328156.52
2023-11-09,231248,161832947.24
2023-11-10,218437,192062419.23
2023-11-11,112574,53589071.57
2023-11-12,79150,30688364.08
2023-11-13,119896,54573938.4
2023-11-14,205653,170724701.31
2023-11-15,222096,186470915.11
2023-11-16,187560,162153287.2
2023-11-17,179509,150702599.75
2023-11-18,110008,51312558.78
2023-11-19,100540,41999521.85
2023-11-20,214430,174732939.52
2023-11-21,194052,149525411.86
2023-11-22,198837,158418621.89
2023-11-23,213505,177621181.19
2023-11-24,379866,260890073.21
2023-11-25,223785,74789084.49
2023-11-26,196968,58430690.85
2023-11-27,318899,249680931.94
2023-11-28,351385,239833375.45
2023-11-29,330332,288355074.62
2023-11-30,460780,347963540.98
2023-12-01,364776,183268703.76
2023-12-02,207954,71807977.95
2023-12-03,176215,57696788.35
2023-12-04,294289,164312170.1
2023-12-05,299104,156318610.33
2023-12-06,273595,153151140.64
2023-12-07,286948,200767154.69
2023-12-08,239644,180042464.44
2023-12-09,142822,61630026.69
2023-12-10,125136,51237661.88
2023-12-11,200782,128345095.2
2023-12-12,217766,152840153.98
2023-12-13,200935,154985074.57
2023-12-14,204723,180692162.6
2023-12-15,219906,211061673.03
2023-12-16,113627,54168063.34
2023-12-17,97993,42561972.39
2023-12-18,212211,164270845.49
2023-12-19,308048,163289669.76
2023-12-20,278234,206735245.41
2023-12-21,249389,205598804.24
2023-12-22,279126,248082612.96
2023-12-23,159672,69927956.92
2023-12-24,125920,44806030.15
2023-12-25,155499,58887504.37
2023-12-26,291020,224743769.55
2023-12-27,301100,240382746.65
2023-12-28,327893,290422645.44
2023-12-29,346879,344843023.49
2023-12-30,241436,96173182.87
2023-12-31,244903,86394132.28
2024-01-01,247542,77084617.76999998
2024-01-02,331259,179808937.72
2024-01-03,287841,154895554.87
2024-01-04,270895,149789286.64
2024-01-05,287597,200898972.47
2024-01-06,182324,76547594.25
2024-01-07,169241,64017801.57
2024-01-08,271568,166342377.3
2024-01-09,234894,156517738.24
2024-01-10,233433,167695196.87
2024-01-11,209274,153451310.77
2024-01-12,195955,173823540.83
2024-01-13,118714,58769331.78
2024-01-14,108190,46229198.95
2024-01-15,229919,193584205.14
2024-01-16,200607,155572499.15
2024-01-17,184611,156795913.19
2024-01-18,184559,155887262.78
2024-01-19,199824,196979909.31
2024-01-20,120433,53480814.8
2024-01-21,111360,43787728.62
2024-01-22,227723,181373379.34
2024-01-23,225525,181650253.73
2024-01-24,380194,234581786.55
2024-01-25,264473,103626865.99
2024-01-26,348532,278128124.07
2024-01-27,214443,70744100.49
2024-01-28,213140,60748900.13
2024-01-29,366008,296132577.45
2024-01-30,367846,334086310.97
2024-01-31,720130,496869652.35
2024-02-01,367967,148112546.61
2024-02-02,309178,167415627.16
2024-02-03,198110,71444511.51
2024-02-04,172543,56668128.81
2024-02-05,321766,169548900.71
2024-02-06,312341,184245889.81
2024-02-07,329605,242947959.86
2024-02-08,278922,203152087.77
2024-02-09,187587,155824286.81
2024-02-10,91845,38396252.76
2024-02-11,80179,28848938.48
2024-02-12,103611,42117686.68
2024-02-13,176340,112099273.55
2024-02-14,189255,125491871.94
2024-02-15,235775,189015194.83
2024-02-16,205167,172361407.18
2024-02-17,120841,53408142.73
2024-02-18,107257,43099939.71
2024-02-19,227674,179831517.93
2024-02-20,237138,218409659.42
2024-02-21,242771,194320067.55
2024-02-22,271057,202598027.14
2024-02-23,429985,272051500.06
2024-02-24,198960,72938753.62
2024-02-25,213811,71538977.84
2024-02-26,394178,300451447.51
2024-02-27,391470,286110456.59
2024-02-28,452522,355323995.85
2024-02-29,561887,384458209.88
2024-03-01,403610,242890059.62
2024-03-02,225583,80665210.15
2024-03-03,202441,66812339.23
2024-03-04,305790,161970140.86
2024-03-05,312409,162681007.4
2024-03-06,284990,159777741.46
2024-03-07,289704,193375590.52
2024-03-08,245038,172706087.81
2024-03-09,154228,67198099.55
2024-03-10,140851,57133530.71
2024-03-11,231483,164880380.2
2024-03-12,218179,148717693.61
2024-03-13,212540,181874934.88
2024-03-14,208583,150371438.77
2024-03-15,226329,202166882.94
2024-03-16,123074,52619946.82
2024-03-17,108513,43274461.71
2024-03-18,200667,175742711.13
2024-03-19,192902,147607554.26
2024-03-20,202842,167617628.71
2024-03-21,211097,180084204.7
2024-03-22,229704,185338286.99
2024-03-23,133687,54833608.28
2024-03-24,132298,47866470.75
2024-03-25,450986,239933340.89
2024-03-26,351156,210410852.18
2024-03-27,341399,320731064.42
2024-03-28,279610,147159704.29
2024-03-29,359221,325540813.81
2024-03-30,252486,90850944.22
2024-03-31,275726,82976638.0
2024-04-01,397655,180830073.57
2024-04-02,313349,156315292.37
2024-04-03,283141,165735960.34
2024-04-04,277865,172907761.02
2024-04-05,308246,225179181.99
2024-04-06,207249,84308191.48999998
2024-04-07,170014,66959895.58
2024-04-08,261239,187213938.84
2024-04-09,208869,164111818.58
2024-04-10,83953,38977697.35
2024-04-11,84826,40981063.79
2024-04-12,146130,110178927.95
2024-04-13,106199,50185978.98
2024-04-14,114404,47815792.79
2024-04-15,256089,203927262.17
2024-04-16,211179,141620053.99
2024-04-17,194866,147023366.28
2024-04-18,188493,167361448.34
2024-04-19,211517,199184136.72
2024-04-20,124331,57447541.99
2024-04-21,116188,49917177.86
2024-04-22,231420,192845833.08
2024-04-23,216110,157373946.49
2024-04-24,224881,182191689.99
2024-04-25,426028,268773689.44
2024-04-26,361289,296821484.7
2024-04-27,214676,77040029.67
2024-04-28,220365,68875730.86
2024-04-29,397889,353629869.99
2024-04-30,525661,397290136.58
2024-05-01,301575,93251729.42
2024-05-02,346406,178366997.52
2024-05-03,291515,164784806.0
2024-05-04,176300,69291813.64
2024-05-05,177842,62440893.59
2024-05-06,310741,167205359.13
2024-05-07,320423,195040364.89
2024-05-08,269198,167061542.72
2024-05-09,230636,154558191.09
2024-05-10,214572,172314962.25
2024-05-11,127914,59208269.05
2024-05-12,114241,45564261.07
2024-05-13,224618,172372715.99
2024-05-14,217345,165906543.94
2024-05-15,233018,185246579.36
2024-05-16,196137,144650649.09
2024-05-17,195758,161236884.54
2024-05-18,119500,54467623.05
2024-05-19,107879,47023722.59
2024-05-20,227771,177928813.18
2024-05-21,215614,184558527.57
2024-05-22,150136,70247069.54
2024-05-23,230248,197733267.56
2024-05-24,410603,265506158.91
2024-05-25,229457,78809340.83
2024-05-26,193039,59605011.6
2024-05-27,335599,240587059.13
2024-05-28,347838,269402695.82
2024-05-29,322120,238965460.45
2024-05-30,333476,282876776.61
2024-05-31,416465,295334485.54
2024-06-01,271604,89673993.70999998
2024-06-02,177323,58314179.47
2024-06-03,198109,69294148.18
2024-06-04,306061,168917002.92
2024-06-05,312992,166396525.42
2024-06-06,294386,170237895.64
2024-06-07,297437,206512495.75
2024-06-08,168809,69181192.64
2024-06-09,139934,53577996.11
2024-06-10,259350,168005703.97
2024-06-11,238446,159980861.17
2024-06-12,231239,169042765.89
2024-06-13,292574,191248724.32
2024-06-14,255591,263555279.99
2024-06-15,157456,72860151.97
2024-06-16,110796,43572525.07
2024-06-17,94130,41564328.95
2024-06-18,195080,165584296.93
2024-06-19,221448,154645879.43
2024-06-20,228529,205120997.15
2024-06-21,225329,191169514.39
2024-06-22,147440,61254547.38
2024-06-23,134163,51215056.48
2024-06-24,242506,196204465.7
2024-06-25,312139,223668071.95
2024-06-26,300263,265145208.8
2024-06-27,307245,322811457.11
2024-06-28,400034,405036144.3
2024-06-29,271724,104179147.09
2024-06-30,333159,98875200.59
2024-07-01,413287,195534543.28
2024-07-02,342119,172815332.98
2024-07-03,293854,163041517.6
2024-07-04,273764,160360602.91
2024-07-05,296775,218076431.32
2024-07-06,176958,74489194.65
2024-07-07,157521,57764830.45
2024-07-08,192205,83197522.12
2024-07-09,260001,173441956.52
2024-07-10,244860,202117005.53
2024-07-11,241235,174882909.3
2024-07-12,215003,192318570.04
2024-07-13,121325,59360813.81
2024-07-14,117333,50625716.42
2024-07-15,254075,205873717.81
2024-07-16,218980,163088448.98
2024-07-17,218646,151359070.31
2024-07-18,216987,174668580.45
2024-07-19,322950,246944410.0
2024-07-20,174244,70671122.62
2024-07-21,157616,59294507.27
2024-07-22,274828,190605081.81
2024-07-23,251060,169327192.35
2024-07-24,243476,190585288.34
2024-07-25,330212,266310350.92
2024-07-26,329158,258692444.87
2024-07-27,204735,72577382.79999998
2024-07-28,205826,64616501.94
2024-07-29,350839,272309775.41
2024-07-30,361477,300834387.22
2024-07-31,474108,295787603.88
2024-08-01,420012,190693181.93
2024-08-02,309607,154151864.88
2024-08-03,198710,71723576.07
2024-08-04,176764,59475122.31
2024-08-05,314730,166575998.77
2024-08-06,315303,173213820.69
2024-08-07,320767,217920929.15
2024-08-08,273731,174929381.51
2024-08-09,233588,177193149.02
2024-08-10,148364,62780964.13
2024-08-11,130151,48197767.27
2024-08-12,238977,156232762.73
2024-08-13,229087,181774476.29
2024-08-14,220991,180865788.65
2024-08-15,242197,215212737.95
2024-08-16,200218,180552813.26
2024-08-17,116280,54595032.89
2024-08-18,109265,48361625.99
2024-08-19,220866,206897201.25
2024-08-20,218833,217993185.5
2024-08-21,227330,169850717.31
2024-08-22,253234,194212398.95
2024-08-23,396063,261782933.32
2024-08-24,197269,64554852.52
2024-08-25,208986,65341528.03
2024-08-26,355656,264108552.92
2024-08-27,331471,233314072.95
2024-08-28,356992,284396658.17
2024-08-29,345783,311082170.87
2024-08-30,419063,345276948.42
2024-08-31,291987,84147808.83
2024-09-01,274341,84069837.70999998
2024-09-02,365647,168720773.19
2024-09-03,305713,152470337.24
2024-09-04,287003,159444112.8
2024-09-05,299302,166285885.61
2024-09-06,282362,203642705.8
2024-09-07,202875,73760322.01
2024-09-08,154527,56051929.62
2024-09-09,259902,196264349.14
2024-09-10,248720,184666910.84
2024-09-11,227438,172913954.73
2024-09-12,213204,168082837.86
2024-09-13,214912,214513295.96
2024-09-14,113565,61090641.63
2024-09-15,98860,44481441.09
2024-09-16,101129,43698234.39
2024-09-17,141828,90798934.09
2024-09-18,185623,146562523.87
2024-09-19,198558,167603702.07
2024-09-20,219545,212587851.73
2024-09-21,128822,55450987.92
2024-09-22,129032,49019548.43
2024-09-23,226833,179608568.78
2024-09-24,238583,197890266.73
2024-09-25,462088,266928682.27
2024-09-26,364231,270826600.49
2024-09-27,373911,351535890.77
2024-09-28,255661,84478520.51999998
2024-09-29,239480,72391115.45999998
2024-09-30,571539,372562657.95
2024-10-01,457575,211454019.98
2024-10-02,350133,163921266.44
2024-10-03,297490,164992810.84
2024-10-04,286044,167956165.35
2024-10-05,194693,74897765.9
2024-10-06,168413,58898243.49
2024-10-07,329227,193807455.99
2024-10-08,290146,168581685.91
2024-10-09,244395,166375497.16
