date,instrument,value,volume
2019-05-01,debit_online,759558127.0,7279901.0
2019-06-01,debit_online,733208713.0,7002148.0
2019-07-01,debit_online,804851950.0,7810301.0
2019-08-01,debit_online,833335356.0,8003049.000000001
2019-09-01,debit_online,816058480.0,7961348.0
2019-10-01,debit_online,882254887.0,8527627.0
2019-11-01,debit_online,923379358.0,8818083.0
2019-12-01,debit_online,969560171.0,9329938.0
2020-01-01,debit_online,937602478.0,8978360.0
2020-02-01,debit_online,838400371.0,8429305.0
2020-03-01,debit_online,881122465.0,9173120.0
2020-04-01,debit_online,915619359.0,9857249.0
2020-05-01,debit_online,1118586246.0,12287018.0
2020-06-01,debit_online,1088634030.0,11738647.0
2020-07-01,debit_online,1162749845.0,12683672.0
2020-08-01,debit_online,1157765436.0,12854578.0
2020-09-01,debit_online,1185831580.0,13384913.0
2020-10-01,debit_online,1229584298.0,14065198.0
2020-11-01,debit_online,1283896148.0,14375935.0
2020-12-01,debit_online,1353602485.0,14491457.0
2021-01-01,debit_online,1424275009.0,15021671.0
2021-02-01,debit_online,1369685901.0,14545845.0
2021-03-01,debit_online,1574791677.0,16277062.999999998
2021-04-01,debit_online,1483342473.0,15243376.0
2021-05-01,debit_online,1580947892.0,16462755.000000002
2021-06-01,debit_online,1661400098.0,18608968.0
2021-07-01,debit_online,1792940535.0,20254487.0
2021-08-01,debit_online,1783171424.0,19440563.0
2021-09-01,debit_online,1788626474.0,19113128.0
2021-10-01,debit_online,1864898033.0,18158320.0
2021-11-01,debit_online,1870869628.0,17451027.0
2021-12-01,debit_online,1937876755.0,17767879.0
2022-01-01,debit_online,1873954896.0,16940175.0
2022-02-01,debit_online,1660365416.0,15481649.0
2022-03-01,debit_online,1977016924.0,21162195.0
2022-04-01,debit_online,2034899976.0,24305599.0
2022-05-01,debit_online,2072585685.0,24420323.0
2022-06-01,debit_online,2008408699.0,24297092.0
2022-07-01,debit_online,2051242503.0,25538864.0
2022-08-01,debit_online,2020717176.0,24965882.0
2022-09-01,debit_online,2105493954.0,25850110.0
2022-10-01,debit_online,2148496861.0,26789868.0
2022-11-01,debit_online,2096493351.0,25861634.0
2022-12-01,debit_online,2240500923.0,26844765.0
2023-01-01,debit_online,2270413882.0,27629742.0
2023-02-01,debit_online,2046368061.0,25223291.0
2023-03-01,debit_online,2361227531.0,28397997.0
2023-04-01,debit_online,2248980998.0,26897326.0
2023-05-01,debit_online,2384844978.0,29152970.0
2023-06-01,debit_online,2342890372.0,28449191.0
2023-07-01,debit_online,2466663264.0,30218464.0
2023-08-01,debit_online,2377084377.0,28096517.0
2023-09-01,debit_online,2411413616.0,28804852.0
2023-10-01,debit_online,2634312526.0,32412374.0
2023-11-01,debit_online,2615891891.0,31536175.0
2023-12-01,debit_online,2765416103.0,33133546.000000004
2024-01-01,debit_online,2695268587.0,32612070.000000004
2024-02-01,debit_online,2657796935.0,31253575.0
2024-03-01,debit_online,2829187818.0,33222723.000000004
2024-04-01,debit_online,2627982537.0,30981268.0
2024-05-01,debit_online,2838694119.0,34408188.0
2024-06-01,debit_online,2751742943.0,33602025.0
2024-07-01,debit_online,2815321914.0,34707903.0
2024-08-01,debit_online,2843432798.0,34613451.0
2024-09-01,debit_online,2840350689.0,34503564.0
2024-10-01,debit_online,2991861059.0,36862036.0
2024-11-01,debit_online,2966373777.0,36212092.0
2024-12-01,debit_online,3197252335.0,38912487.0
2025-01-01,debit_online,3257833926.0,38659629.0
2025-02-01,debit_online,2776849672.0,33818997.0
2025-03-01,debit_online,3275733899.0,39356318.0
2025-04-01,debit_online,3031379718.0,37239605.0
2025-05-01,debit_online,3228265331.0,40495116.0
2025-06-01,debit_online,3077924841.0,39091693.0
2025-07-01,debit_online,3244726844.0,41485307.0
2025-08-01,debit_online,3341095514.0,42344531.0
2025-09-01,debit_online,3236137687.0,40600398.0
2025-10-01,debit_online,3477391654.0,44418721.0
2025-11-01,debit_online,3421046865.0,43320822.0
2025-12-01,debit_online,3591490315.0,44820819.0
2026-01-01,debit_online,3580910838.0,44926212.0
2026-02-01,debit_online,3285322857.0,40081728.0
2026-03-01,debit_online,3624118317.0,44527170.0
2026-04-01,debit_online,3411448004.0,42950576.0
2026-05-01,debit_online,3507394801.0,43106547.0
2026-06-01,debit_online,3347298213.0,41518989.0
2019-01-01,emoney,1115973028.2673533,164984205.0
2019-02-01,emoney,1043193299.625658,146253993.99999997
2019-03-01,emoney,1283154209.1164927,173771624.0
2019-04-01,emoney,1133133880.8300002,168272370.0
2019-05-01,emoney,1385101642.83,171391707.00000003
2019-06-01,emoney,1384080697.36,171727647.00000003
2019-07-01,emoney,1482095860.5300002,180518062.99999997
2019-08-01,emoney,1534517114.7388215,179627791.0
2019-09-01,emoney,1576826137.9962037,173104338.99999997
2019-10-01,emoney,1668439081.6562564,184039503.00000003
2019-11-01,emoney,1873723953.9059513,183765117.0
2019-12-01,emoney,2148412804.435951,193480983.99999997
2020-01-01,emoney,2207055599.0000005,196552681.0
2020-02-01,emoney,1981578922.0,184739867.0
2020-03-01,emoney,1866893933.9999998,128399412.00000001
2020-04-01,emoney,1488756631.0,45991722.0
2020-05-01,emoney,1900546576.9999998,95912688.0
2020-06-01,emoney,2071163008.0,145539022.00000003
2020-07-01,emoney,2390108017.0000005,175141183.0
2020-08-01,emoney,2824583497.0,200415971.99999997
2020-09-01,emoney,2655893374.0,190767494.0
2020-10-01,emoney,2561464756.0,153200060.0
2020-11-01,emoney,2729281245.9999995,137727529.99999997
2020-12-01,emoney,3017972593.0,173297474.00000003
2021-01-01,emoney,3074996444.0,141935060.0
2021-02-01,emoney,2946627428.0,128198707.00000001
2021-03-01,emoney,3586659980.0000005,188649883.0
2021-04-01,emoney,3715118941.0,194232785.99999997
2021-05-01,emoney,3844936630.0,154661874.0
2021-06-01,emoney,4084441170.0,125750235.99999999
2021-07-01,emoney,4175061925.0,131479419.0
2021-08-01,emoney,4551965766.0,151662608.0
2021-09-01,emoney,4717134711.0,182940954.0
2021-10-01,emoney,4771096188.0,223221240.00000003
2021-11-01,emoney,5012212995.0,233665140.0
2021-12-01,emoney,5319973288.0,251553413.0
2022-01-01,emoney,5453144072.0,249290296.0
2022-02-01,emoney,4660928752.0,208353432.0
2022-03-01,emoney,5477412888.0,247257787.0
2022-04-01,emoney,5930010434.999999,257551260.99999994
2022-05-01,emoney,5947672580.0,270657347.99999994
2022-06-01,emoney,5751853381.000001,264183770.00000003
2022-07-01,emoney,5946379736.000001,267026356.00000003
2022-08-01,emoney,6082647369.0,273876323.0
2022-09-01,emoney,6040014697.000001,274689624.0
2022-10-01,emoney,6392473413.000001,290184752.0
2022-11-01,emoney,6367296866.0,276453528.0
2022-12-01,emoney,7133371401.0,307151497.99999994
2023-01-01,emoney,7488844669.0,298103384.0
2023-02-01,emoney,6910504106.0,282663107.0
2023-03-01,emoney,8012908470.0,323470154.0
2023-04-01,emoney,7772113536.0,300584848.99999994
2023-05-01,emoney,8352956310.0,331853556.0
2023-06-01,emoney,8788660035.0,331036082.99999994
2023-07-01,emoney,9286746575.000002,351040779.0
2023-08-01,emoney,9200679589.0,349968024.0
2023-09-01,emoney,9164115570.999998,342796389.00000006
2023-10-01,emoney,9714328203.0,359241136.00000006
2023-11-01,emoney,9989405519.0,353524421.0
2023-12-01,emoney,11976805657.0,399042862.0
2024-01-01,emoney,11593768559.0,384945124.99999994
2024-02-01,emoney,11459218343.999998,367680143.00000006
2024-03-01,emoney,11842967216.0,396102644.0
2024-04-01,emoney,11674652161.999998,384423495.0
2024-05-01,emoney,12633862334.999998,417594899.0
2024-06-01,emoney,12687102414.0,404223084.0
2024-07-01,emoney,13429265968.0,426320964.0
2024-08-01,emoney,14177020584.999998,436089081.99999994
2024-09-01,emoney,14705418883.000002,428003271.0
2024-10-01,emoney,15800093265.000002,452839591.0
2024-11-01,emoney,16192130160.0,453281726.00000006
2024-12-01,emoney,17890033853.000004,472896887.0
2025-01-01,emoney,19499467915.999996,480176515.0
2025-02-01,emoney,17270322005.0,438700431.0
2025-03-01,emoney,20276110823.0,485636379.0
2025-04-01,emoney,19695833681.999996,488260349.0
2025-05-01,emoney,21507360421.0,522183078.9999999
2025-06-01,emoney,21146541815.999996,508701806.00000006
2025-07-01,emoney,22803989025.0,545443914.0000001
2025-08-01,emoney,23677173548.000004,560826225.0
2025-09-01,emoney,23926592161.0,541226705.0
2025-10-01,emoney,26342765901.0,588672315.0
2025-11-01,emoney,27028563963.0,590693695.9999999
2025-12-01,emoney,29373375984.000004,622424070.0
2026-01-01,emoney,30304078666.0,631554781.0
2026-02-01,emoney,30182867167.0,572401725.0
2026-03-01,emoney,33311578755.999996,641997544.0000001
2026-04-01,emoney,32126329078.0,648765068.0
2026-05-01,emoney,35111975377.0,685855298.0
2026-06-01,emoney,35113807862.0,682757350.0000001
