series,date,group,index
index,2021-01-01,869,105.8
index,2021-01-01,920,98.5
index,2021-01-01,931,106.7
index,2021-01-01,932,106.8
index,2021-04-01,492,108.8
index,2021-04-01,501,101.8
index,2021-04-01,511,97.3
index,2021-04-01,512,118.6
index,2021-04-01,522,103.5
index,2021-04-01,531,124.8
index,2021-04-01,532,114.6
index,2021-04-01,551,103.1
index,2021-04-01,561,144.3
index,2021-04-01,562,121.4
index,2021-04-01,563,137.4
index,2021-04-01,611,99.0
index,2021-04-01,612,100.9
index,2021-04-01,620,103.4
index,2021-04-01,631,101.0
index,2021-04-01,682,126.6
index,2021-04-01,691,104.1
index,2021-04-01,692,106.7
index,2021-04-01,711,102.5
index,2021-04-01,851,126.9
index,2021-04-01,852,137.0
index,2021-04-01,853,111.9
index,2021-04-01,854,111.6
index,2021-04-01,861,106.9
index,2021-04-01,862,109.0
index,2021-04-01,869,105.7
index,2021-04-01,920,99.8
index,2021-04-01,931,106.7
index,2021-04-01,932,107.3
index,2021-07-01,492,108.8
index,2021-07-01,501,101.8
index,2021-07-01,511,98.3
index,2021-07-01,512,118.6
index,2021-07-01,522,103.6
index,2021-07-01,531,124.8
index,2021-07-01,532,114.7
index,2021-07-01,551,103.2
index,2021-07-01,561,144.6
index,2021-07-01,562,121.4
index,2021-07-01,563,137.5
index,2021-07-01,611,99.0
index,2021-07-01,612,100.9
index,2021-07-01,620,103.6
index,2021-07-01,631,101.0
index,2021-07-01,682,126.6
index,2021-07-01,691,104.1
index,2021-07-01,692,106.7
index,2021-07-01,711,102.5
index,2021-07-01,851,126.9
index,2021-07-01,852,137.4
index,2021-07-01,853,111.8
index,2021-07-01,854,111.6
index,2021-07-01,861,106.9
index,2021-07-01,862,109.0
index,2021-07-01,869,105.6
index,2021-07-01,920,99.5
index,2021-07-01,931,106.8
index,2021-07-01,932,107.9
index,2021-10-01,492,109.0
index,2021-10-01,501,101.9
index,2021-10-01,511,101.3
index,2021-10-01,512,118.6
index,2021-10-01,522,103.6
index,2021-10-01,531,124.8
index,2021-10-01,532,114.8
index,2021-10-01,551,103.2
index,2021-10-01,561,145.8
index,2021-10-01,562,121.4
index,2021-10-01,563,138.1
index,2021-10-01,611,99.0
index,2021-10-01,612,100.9
index,2021-10-01,620,103.5
index,2021-10-01,631,101.0
index,2021-10-01,682,126.9
index,2021-10-01,691,104.3
index,2021-10-01,692,106.7
index,2021-10-01,711,102.5
index,2021-10-01,851,126.9
index,2021-10-01,852,137.4
index,2021-10-01,853,112.0
index,2021-10-01,854,111.6
index,2021-10-01,861,107.0
index,2021-10-01,862,109.2
index,2021-10-01,869,105.6
index,2021-10-01,920,96.9
index,2021-10-01,931,106.9
index,2021-10-01,932,107.9
index,2022-01-01,492,109.2
index,2022-01-01,501,102.2
index,2022-01-01,511,96.7
index,2022-01-01,512,118.6
index,2022-01-01,522,103.6
index,2022-01-01,531,128.6
index,2022-01-01,532,114.9
index,2022-01-01,551,103.2
index,2022-01-01,561,147.4
index,2022-01-01,562,121.5
index,2022-01-01,563,139.3
index,2022-01-01,611,99.0
index,2022-01-01,612,100.9
index,2022-01-01,620,103.6
index,2022-01-01,631,101.0
index,2022-01-01,682,126.9
index,2022-01-01,691,104.3
index,2022-01-01,692,106.9
index,2022-01-01,711,102.6
index,2022-01-01,851,128.8
index,2022-01-01,852,138.4
index,2022-01-01,853,112.3
index,2022-01-01,854,112.2
index,2022-01-01,861,107.1
index,2022-01-01,862,109.3
index,2022-01-01,869,105.7
index,2022-01-01,920,99.7
index,2022-01-01,931,107.0
index,2022-01-01,932,108.4
index,2022-04-01,492,109.8
index,2022-04-01,501,102.6
index,2022-04-01,511,99.2
index,2022-04-01,512,120.9
index,2022-04-01,522,103.6
index,2022-04-01,531,131.6
index,2022-04-01,532,115.4
index,2022-04-01,551,103.7
index,2022-04-01,561,152.1
index,2022-04-01,562,121.7
index,2022-04-01,563,142.8
index,2022-04-01,611,99.0
index,2022-04-01,612,100.9
index,2022-04-01,620,103.6
index,2022-04-01,631,101.0
index,2022-04-01,682,127.0
index,2022-04-01,691,104.3
index,2022-04-01,692,107.4
index,2022-04-01,711,102.7
index,2022-04-01,851,128.8
index,2022-04-01,852,138.4
index,2022-04-01,853,112.7
index,2022-04-01,854,112.2
index,2022-04-01,861,107.1
index,2022-04-01,862,109.5
index,2022-04-01,869,105.7
index,2022-04-01,920,103.2
index,2022-04-01,931,107.1
index,2022-04-01,932,108.7
index,2022-07-01,492,110.0
index,2022-07-01,501,102.7
index,2022-07-01,511,115.8
index,2022-07-01,512,123.0
index,2022-07-01,522,103.6
index,2022-07-01,531,134.0
index,2022-07-01,532,115.6
index,2022-07-01,551,103.8
index,2022-07-01,561,156.7
index,2022-07-01,562,122.4
index,2022-07-01,563,146.6
index,2022-07-01,611,99.0
index,2022-07-01,612,101.0
index,2022-07-01,620,103.2
index,2022-07-01,631,101.0
index,2022-07-01,682,127.0
