date,state,office,passports
2021-12-01,Johor,Setia Tropika,6537
2022-01-01,Johor,Setia Tropika,6107
2022-02-01,Johor,Setia Tropika,3334
2022-03-01,Johor,Setia Tropika,4882
2022-04-01,Johor,Setia Tropika,10252
2022-05-01,Johor,Setia Tropika,14310
2022-06-01,Johor,Setia Tropika,13492
2022-07-01,Johor,Setia Tropika,9208
2022-08-01,Johor,Setia Tropika,8825
2022-09-01,Johor,Setia Tropika,8231
2022-10-01,Johor,Setia Tropika,7756
2022-11-01,Johor,Setia Tropika,6659
2022-12-01,Johor,Setia Tropika,9483
2023-01-01,Johor,Setia Tropika,8375
2023-02-01,Johor,Setia Tropika,8619
2023-03-01,Johor,Setia Tropika,8211
2023-04-01,Johor,Setia Tropika,6489
2023-05-01,Johor,Setia Tropika,7899
2023-06-01,Johor,Setia Tropika,3457
2023-07-01,Johor,Setia Tropika,6874
2023-08-01,Johor,Setia Tropika,6962
2023-09-01,Johor,Setia Tropika,5307
2023-10-01,Johor,Setia Tropika,6734
2023-11-01,Johor,Setia Tropika,6197
2023-12-01,Johor,Setia Tropika,7695
2024-01-01,Johor,Setia Tropika,7923
2024-02-01,Johor,Setia Tropika,8863
2024-03-01,Johor,Setia Tropika,7836
2024-04-01,Johor,Setia Tropika,6780
2024-05-01,Johor,Setia Tropika,6952
2024-06-01,Johor,Setia Tropika,6806
2024-07-01,Johor,Setia Tropika,6427
2024-08-01,Johor,Setia Tropika,5399
2024-09-01,Johor,Setia Tropika,6594
2024-10-01,Johor,Setia Tropika,5946
2020-01-01,Johor,UTC Johor,10466
2020-02-01,Johor,UTC Johor,
2020-03-01,Johor,UTC Johor,5034
2020-04-01,Johor,UTC Johor,0
2020-05-01,Johor,UTC Johor,0
2020-06-01,Johor,UTC Johor,560
2020-07-01,Johor,UTC Johor,2466
2020-08-01,Johor,UTC Johor,2507
2020-09-01,Johor,UTC Johor,2440
2020-10-01,Johor,UTC Johor,2596
2020-11-01,Johor,UTC Johor,1367
2020-12-01,Johor,UTC Johor,2026
2021-01-01,Johor,UTC Johor,850
2021-02-01,Johor,UTC Johor,0
2021-03-01,Johor,UTC Johor,2292
2021-04-01,Johor,UTC Johor,2084
2021-05-01,Johor,UTC Johor,457
2021-06-01,Johor,UTC Johor,0
2021-07-01,Johor,UTC Johor,389
2021-08-01,Johor,UTC Johor,1843
2021-09-01,Johor,UTC Johor,1945
2021-10-01,Johor,UTC Johor,3082
2021-11-01,Johor,UTC Johor,3611
2021-12-01,Johor,UTC Johor,4074
2022-01-01,Johor,UTC Johor,4573
2022-02-01,Johor,UTC Johor,4386
2022-03-01,Johor,UTC Johor,5908
2022-04-01,Johor,UTC Johor,8102
2022-05-01,Johor,UTC Johor,9852
2022-06-01,Johor,UTC Johor,11749
2022-07-01,Johor,UTC Johor,11478
2022-08-01,Johor,UTC Johor,11604
2022-09-01,Johor,UTC Johor,9516
2022-10-01,Johor,UTC Johor,10243
2022-11-01,Johor,UTC Johor,8430
2022-12-01,Johor,UTC Johor,11175
2023-01-01,Johor,UTC Johor,10454
2023-02-01,Johor,UTC Johor,10655
2023-03-01,Johor,UTC Johor,10058
2023-04-01,Johor,UTC Johor,8550
2023-05-01,Johor,UTC Johor,10650
2023-06-01,Johor,UTC Johor,10055
2023-07-01,Johor,UTC Johor,9763
2023-08-01,Johor,UTC Johor,9289
2023-09-01,Johor,UTC Johor,8724
2023-10-01,Johor,UTC Johor,9451
2023-11-01,Johor,UTC Johor,9275
2023-12-01,Johor,UTC Johor,9862
2024-01-01,Johor,UTC Johor,10763
2024-02-01,Johor,UTC Johor,9419
2024-03-01,Johor,UTC Johor,9849
2024-04-01,Johor,UTC Johor,8477
2024-05-01,Johor,UTC Johor,8810
2024-06-01,Johor,UTC Johor,7814
2024-07-01,Johor,UTC Johor,9221
2024-08-01,Johor,UTC Johor,9161
2024-09-01,Johor,UTC Johor,9226
2024-10-01,Johor,UTC Johor,8307
2020-01-01,Johor,UTC Pasir Gudang,4281
2020-02-01,Johor,UTC Pasir Gudang,
2020-03-01,Johor,UTC Pasir Gudang,1566
2020-04-01,Johor,UTC Pasir Gudang,0
2020-05-01,Johor,UTC Pasir Gudang,0
2020-06-01,Johor,UTC Pasir Gudang,270
2020-07-01,Johor,UTC Pasir Gudang,718
2020-08-01,Johor,UTC Pasir Gudang,718
2020-09-01,Johor,UTC Pasir Gudang,641
2020-10-01,Johor,UTC Pasir Gudang,633
2020-11-01,Johor,UTC Pasir Gudang,372
2020-12-01,Johor,UTC Pasir Gudang,583
2021-01-01,Johor,UTC Pasir Gudang,197
2021-02-01,Johor,UTC Pasir Gudang,0
2021-03-01,Johor,UTC Pasir Gudang,689
2021-04-01,Johor,UTC Pasir Gudang,571
2021-05-01,Johor,UTC Pasir Gudang,107
2021-06-01,Johor,UTC Pasir Gudang,0
2021-07-01,Johor,UTC Pasir Gudang,95
2021-08-01,Johor,UTC Pasir Gudang,557
2021-09-01,Johor,UTC Pasir Gudang,520
2021-10-01,Johor,UTC Pasir Gudang,881
2021-11-01,Johor,UTC Pasir Gudang,1575
2021-12-01,Johor,UTC Pasir Gudang,2312
2022-01-01,Johor,UTC Pasir Gudang,1895
2022-02-01,Johor,UTC Pasir Gudang,1876
2022-03-01,Johor,UTC Pasir Gudang,3024
2022-04-01,Johor,UTC Pasir Gudang,4535
2022-05-01,Johor,UTC Pasir Gudang,6018
2022-06-01,Johor,UTC Pasir Gudang,7984
2022-07-01,Johor,UTC Pasir Gudang,6922
2022-08-01,Johor,UTC Pasir Gudang,6548
2022-09-01,Johor,UTC Pasir Gudang,6167
2022-10-01,Johor,UTC Pasir Gudang,6538
2022-11-01,Johor,UTC Pasir Gudang,5566
2022-12-01,Johor,UTC Pasir Gudang,7470
2023-01-01,Johor,UTC Pasir Gudang,6587
2023-02-01,Johor,UTC Pasir Gudang,5616
2023-03-01,Johor,UTC Pasir Gudang,5671
2023-04-01,Johor,UTC Pasir Gudang,5211
2023-05-01,Johor,UTC Pasir Gudang,6097
2023-06-01,Johor,UTC Pasir Gudang,5886
2023-07-01,Johor,UTC Pasir Gudang,5504
2023-08-01,Johor,UTC Pasir Gudang,5330
2023-09-01,Johor,UTC Pasir Gudang,4806
2023-10-01,Johor,UTC Pasir Gudang,5255
2023-11-01,Johor,UTC Pasir Gudang,5573
2023-12-01,Johor,UTC Pasir Gudang,6207
2024-01-01,Johor,UTC Pasir Gudang,5962
2024-02-01,Johor,UTC Pasir Gudang,5802
2024-03-01,Johor,UTC Pasir Gudang,5521
2024-04-01,Johor,UTC Pasir Gudang,5090
2024-05-01,Johor,UTC Pasir Gudang,5826
2024-06-01,Johor,UTC Pasir Gudang,5519
2024-07-01,Johor,UTC Pasir Gudang,5707
2024-08-01,Johor,UTC Pasir Gudang,5548
2024-09-01,Johor,UTC Pasir Gudang,5781
2024-10-01,Johor,UTC Pasir Gudang,5493
2020-01-01,Kedah,Alor Setar,1349
2020-02-01,Kedah,Alor Setar,
2020-03-01,Kedah,Alor Setar,262
2020-04-01,Kedah,Alor Setar,1
2020-05-01,Kedah,Alor Setar,116
2020-06-01,Kedah,Alor Setar,61
2020-07-01,Kedah,Alor Setar,5
2020-08-01,Kedah,Alor Setar,9
2020-09-01,Kedah,Alor Setar,5
2020-10-01,Kedah,Alor Setar,5
2020-11-01,Kedah,Alor Setar,4
2020-12-01,Kedah,Alor Setar,6
2021-01-01,Kedah,Alor Setar,11
2021-02-01,Kedah,Alor Setar,14
2021-03-01,Kedah,Alor Setar,10
2021-04-01,Kedah,Alor Setar,5
2021-05-01,Kedah,Alor Setar,5
2021-06-01,Kedah,Alor Setar,23
2021-07-01,Kedah,Alor Setar,14
2021-08-01,Kedah,Alor Setar,18
2021-09-01,Kedah,Alor Setar,66
2021-10-01,Kedah,Alor Setar,243
2021-11-01,Kedah,Alor Setar,314
2021-12-01,Kedah,Alor Setar,63
2022-01-01,Kedah,Alor Setar,60
2022-02-01,Kedah,Alor Setar,87
2022-03-01,Kedah,Alor Setar,160
2022-04-01,Kedah,Alor Setar,168
2022-05-01,Kedah,Alor Setar,1230
2022-06-01,Kedah,Alor Setar,1754
2022-07-01,Kedah,Alor Setar,1730
2022-08-01,Kedah,Alor Setar,2305
2022-09-01,Kedah,Alor Setar,2250
2022-10-01,Kedah,Alor Setar,2325
2022-11-01,Kedah,Alor Setar,1795
2022-12-01,Kedah,Alor Setar,2209
2023-01-01,Kedah,Alor Setar,2099
2023-02-01,Kedah,Alor Setar,1906
2023-03-01,Kedah,Alor Setar,1993
2023-04-01,Kedah,Alor Setar,1673
2023-05-01,Kedah,Alor Setar,1904
2023-06-01,Kedah,Alor Setar,1515
2023-07-01,Kedah,Alor Setar,1956
2023-08-01,Kedah,Alor Setar,2450
2023-09-01,Kedah,Alor Setar,1897
2023-10-01,Kedah,Alor Setar,2050
2023-11-01,Kedah,Alor Setar,1815
2023-12-01,Kedah,Alor Setar,2390
2024-01-01,Kedah,Alor Setar,2213
2024-02-01,Kedah,Alor Setar,2487
2024-03-01,Kedah,Alor Setar,1448
2024-04-01,Kedah,Alor Setar,1455
2024-05-01,Kedah,Alor Setar,1657
2024-06-01,Kedah,Alor Setar,1497
2024-07-01,Kedah,Alor Setar,1840
2024-08-01,Kedah,Alor Setar,1785
2024-09-01,Kedah,Alor Setar,1819
2024-10-01,Kedah,Alor Setar,1626
2020-01-01,Kedah,Bukit Kayu Hitam,223
2020-02-01,Kedah,Bukit Kayu Hitam,
2020-03-01,Kedah,Bukit Kayu Hitam,87
2020-04-01,Kedah,Bukit Kayu Hitam,0
2020-05-01,Kedah,Bukit Kayu Hitam,0
2020-06-01,Kedah,Bukit Kayu Hitam,0
2020-07-01,Kedah,Bukit Kayu Hitam,0
2020-08-01,Kedah,Bukit Kayu Hitam,0
2020-09-01,Kedah,Bukit Kayu Hitam,0
2020-10-01,Kedah,Bukit Kayu Hitam,0
2020-11-01,Kedah,Bukit Kayu Hitam,0
2020-12-01,Kedah,Bukit Kayu Hitam,0
2021-01-01,Kedah,Bukit Kayu Hitam,0
2021-02-01,Kedah,Bukit Kayu Hitam,0
2021-03-01,Kedah,Bukit Kayu Hitam,0
2021-04-01,Kedah,Bukit Kayu Hitam,0
2021-05-01,Kedah,Bukit Kayu Hitam,0
2021-06-01,Kedah,Bukit Kayu Hitam,0
2021-07-01,Kedah,Bukit Kayu Hitam,0
2021-08-01,Kedah,Bukit Kayu Hitam,0
2021-09-01,Kedah,Bukit Kayu Hitam,0
2021-10-01,Kedah,Bukit Kayu Hitam,10
2021-11-01,Kedah,Bukit Kayu Hitam,60
2021-12-01,Kedah,Bukit Kayu Hitam,49
2022-01-01,Kedah,Bukit Kayu Hitam,27
2022-02-01,Kedah,Bukit Kayu Hitam,35
2022-03-01,Kedah,Bukit Kayu Hitam,68
2022-04-01,Kedah,Bukit Kayu Hitam,146
2022-05-01,Kedah,Bukit Kayu Hitam,466
2022-06-01,Kedah,Bukit Kayu Hitam,524
2022-07-01,Kedah,Bukit Kayu Hitam,524
2022-08-01,Kedah,Bukit Kayu Hitam,453
2022-09-01,Kedah,Bukit Kayu Hitam,763
2022-10-01,Kedah,Bukit Kayu Hitam,697
2022-11-01,Kedah,Bukit Kayu Hitam,507
2022-12-01,Kedah,Bukit Kayu Hitam,872
2023-01-01,Kedah,Bukit Kayu Hitam,861
2023-02-01,Kedah,Bukit Kayu Hitam,1090
2023-03-01,Kedah,Bukit Kayu Hitam,774
2023-04-01,Kedah,Bukit Kayu Hitam,656
2023-05-01,Kedah,Bukit Kayu Hitam,667
2023-06-01,Kedah,Bukit Kayu Hitam,489
2023-07-01,Kedah,Bukit Kayu Hitam,772
2023-08-01,Kedah,Bukit Kayu Hitam,821
2023-09-01,Kedah,Bukit Kayu Hitam,620
2023-10-01,Kedah,Bukit Kayu Hitam,655
2023-11-01,Kedah,Bukit Kayu Hitam,643
2023-12-01,Kedah,Bukit Kayu Hitam,845
2024-01-01,Kedah,Bukit Kayu Hitam,779
2024-02-01,Kedah,Bukit Kayu Hitam,889
2024-03-01,Kedah,Bukit Kayu Hitam,475
2024-04-01,Kedah,Bukit Kayu Hitam,647
2024-05-01,Kedah,Bukit Kayu Hitam,751
2024-06-01,Kedah,Bukit Kayu Hitam,625
2024-07-01,Kedah,Bukit Kayu Hitam,790
2024-08-01,Kedah,Bukit Kayu Hitam,711
2024-09-01,Kedah,Bukit Kayu Hitam,781
2024-10-01,Kedah,Bukit Kayu Hitam,670
2020-01-01,Kedah,Kulim,2021
2020-02-01,Kedah,Kulim,
2020-03-01,Kedah,Kulim,541
2020-04-01,Kedah,Kulim,0
2020-05-01,Kedah,Kulim,0
2020-06-01,Kedah,Kulim,0
2020-07-01,Kedah,Kulim,0
2020-08-01,Kedah,Kulim,0
2020-09-01,Kedah,Kulim,0
2020-10-01,Kedah,Kulim,0
2020-11-01,Kedah,Kulim,0
2020-12-01,Kedah,Kulim,0
2021-01-01,Kedah,Kulim,0
2021-02-01,Kedah,Kulim,1
2021-03-01,Kedah,Kulim,0
2021-04-01,Kedah,Kulim,0
2021-05-01,Kedah,Kulim,0
2021-06-01,Kedah,Kulim,18
2021-07-01,Kedah,Kulim,136
2021-08-01,Kedah,Kulim,90
2021-09-01,Kedah,Kulim,127
2021-10-01,Kedah,Kulim,427
2021-11-01,Kedah,Kulim,598
2021-12-01,Kedah,Kulim,647
2022-01-01,Kedah,Kulim,521
2022-02-01,Kedah,Kulim,440
2022-03-01,Kedah,Kulim,786
2022-04-01,Kedah,Kulim,992
2022-05-01,Kedah,Kulim,2222
2022-06-01,Kedah,Kulim,2947
2022-07-01,Kedah,Kulim,3025
2022-08-01,Kedah,Kulim,3369
2022-09-01,Kedah,Kulim,3207
2022-10-01,Kedah,Kulim,3661
2022-11-01,Kedah,Kulim,3062
2022-12-01,Kedah,Kulim,2930
2023-01-01,Kedah,Kulim,3538
2023-02-01,Kedah,Kulim,4516
2023-03-01,Kedah,Kulim,4476
2023-04-01,Kedah,Kulim,3602
2023-05-01,Kedah,Kulim,3465
2023-06-01,Kedah,Kulim,2823
2023-07-01,Kedah,Kulim,3650
2023-08-01,Kedah,Kulim,3083
2023-09-01,Kedah,Kulim,3193
2023-10-01,Kedah,Kulim,3405
2023-11-01,Kedah,Kulim,2865
2023-12-01,Kedah,Kulim,2966
2024-01-01,Kedah,Kulim,3693
2024-02-01,Kedah,Kulim,2957
2024-03-01,Kedah,Kulim,2893
2024-04-01,Kedah,Kulim,2619
2024-05-01,Kedah,Kulim,2819
2024-06-01,Kedah,Kulim,2388
2024-07-01,Kedah,Kulim,2677
2024-08-01,Kedah,Kulim,2607
2024-09-01,Kedah,Kulim,2586
2024-10-01,Kedah,Kulim,2373
2020-01-01,Kedah,Langkawi,508
2020-02-01,Kedah,Langkawi,
2020-03-01,Kedah,Langkawi,182
2020-04-01,Kedah,Langkawi,0
2020-05-01,Kedah,Langkawi,4
2020-06-01,Kedah,Langkawi,11
2020-07-01,Kedah,Langkawi,25
2020-08-01,Kedah,Langkawi,35
2020-09-01,Kedah,Langkawi,17
2020-10-01,Kedah,Langkawi,16
2020-11-01,Kedah,Langkawi,16
2020-12-01,Kedah,Langkawi,38
2021-01-01,Kedah,Langkawi,19
2021-02-01,Kedah,Langkawi,20
2021-03-01,Kedah,Langkawi,24
2021-04-01,Kedah,Langkawi,23
2021-05-01,Kedah,Langkawi,20
2021-06-01,Kedah,Langkawi,4
2021-07-01,Kedah,Langkawi,23
2021-08-01,Kedah,Langkawi,20
2021-09-01,Kedah,Langkawi,38
2021-10-01,Kedah,Langkawi,69
2021-11-01,Kedah,Langkawi,110
2021-12-01,Kedah,Langkawi,181
2022-01-01,Kedah,Langkawi,142
2022-02-01,Kedah,Langkawi,165
2022-03-01,Kedah,Langkawi,183
2022-04-01,Kedah,Langkawi,287
2022-05-01,Kedah,Langkawi,529
2022-06-01,Kedah,Langkawi,781
2022-07-01,Kedah,Langkawi,661
2022-08-01,Kedah,Langkawi,563
2022-09-01,Kedah,Langkawi,705
2022-10-01,Kedah,Langkawi,639
2022-11-01,Kedah,Langkawi,555
2022-12-01,Kedah,Langkawi,612
2023-01-01,Kedah,Langkawi,656
2023-02-01,Kedah,Langkawi,914
2023-03-01,Kedah,Langkawi,645
2023-04-01,Kedah,Langkawi,536
2023-05-01,Kedah,Langkawi,545
2023-06-01,Kedah,Langkawi,574
2023-07-01,Kedah,Langkawi,561
2023-08-01,Kedah,Langkawi,706
2023-09-01,Kedah,Langkawi,702
2023-10-01,Kedah,Langkawi,569
2023-11-01,Kedah,Langkawi,457
2023-12-01,Kedah,Langkawi,568
2024-01-01,Kedah,Langkawi,771
2024-02-01,Kedah,Langkawi,645
2024-03-01,Kedah,Langkawi,459
2024-04-01,Kedah,Langkawi,603
2024-05-01,Kedah,Langkawi,542
2024-06-01,Kedah,Langkawi,485
2024-07-01,Kedah,Langkawi,537
2024-08-01,Kedah,Langkawi,478
2024-09-01,Kedah,Langkawi,392
2024-10-01,Kedah,Langkawi,447
2020-01-01,Kedah,UTC Kedah,2649
2020-02-01,Kedah,UTC Kedah,
2020-03-01,Kedah,UTC Kedah,505
2020-04-01,Kedah,UTC Kedah,0
2020-05-01,Kedah,UTC Kedah,0
2020-06-01,Kedah,UTC Kedah,42
2020-07-01,Kedah,UTC Kedah,160
2020-08-01,Kedah,UTC Kedah,162
2020-09-01,Kedah,UTC Kedah,88
2020-10-01,Kedah,UTC Kedah,168
2020-11-01,Kedah,UTC Kedah,137
2020-12-01,Kedah,UTC Kedah,193
2021-01-01,Kedah,UTC Kedah,105
2021-02-01,Kedah,UTC Kedah,147
2021-03-01,Kedah,UTC Kedah,213
2021-04-01,Kedah,UTC Kedah,171
2021-05-01,Kedah,UTC Kedah,71
2021-06-01,Kedah,UTC Kedah,52
2021-07-01,Kedah,UTC Kedah,161
2021-08-01,Kedah,UTC Kedah,173
2021-09-01,Kedah,UTC Kedah,212
2021-10-01,Kedah,UTC Kedah,534
2021-11-01,Kedah,UTC Kedah,834
2021-12-01,Kedah,UTC Kedah,1428
2022-01-01,Kedah,UTC Kedah,717
2022-02-01,Kedah,UTC Kedah,867
2022-03-01,Kedah,UTC Kedah,1370
2022-04-01,Kedah,UTC Kedah,2277
2022-05-01,Kedah,UTC Kedah,2778
2022-06-01,Kedah,UTC Kedah,2754
2022-07-01,Kedah,UTC Kedah,3021
2022-08-01,Kedah,UTC Kedah,3350
2022-09-01,Kedah,UTC Kedah,3354
2022-10-01,Kedah,UTC Kedah,3311
2022-11-01,Kedah,UTC Kedah,2742
2022-12-01,Kedah,UTC Kedah,3560
2023-01-01,Kedah,UTC Kedah,3498
2023-02-01,Kedah,UTC Kedah,4024
2023-03-01,Kedah,UTC Kedah,2949
2023-04-01,Kedah,UTC Kedah,2975
2023-05-01,Kedah,UTC Kedah,3077
2023-06-01,Kedah,UTC Kedah,2715
2023-07-01,Kedah,UTC Kedah,3745
2023-08-01,Kedah,UTC Kedah,2463
2023-09-01,Kedah,UTC Kedah,2893
2023-10-01,Kedah,UTC Kedah,2535
2023-11-01,Kedah,UTC Kedah,2764
2023-12-01,Kedah,UTC Kedah,3327
2024-01-01,Kedah,UTC Kedah,3255
2024-02-01,Kedah,UTC Kedah,2943
2024-03-01,Kedah,UTC Kedah,2475
2024-04-01,Kedah,UTC Kedah,2321
2024-05-01,Kedah,UTC Kedah,2618
2024-06-01,Kedah,UTC Kedah,2380
2024-07-01,Kedah,UTC Kedah,2471
2024-08-01,Kedah,UTC Kedah,2428
2024-09-01,Kedah,UTC Kedah,2704
2024-10-01,Kedah,UTC Kedah,2467
2020-01-01,Kedah,UTC Sungai Petani,3702
2020-02-01,Kedah,UTC Sungai Petani,
2020-03-01,Kedah,UTC Sungai Petani,833
2020-04-01,Kedah,UTC Sungai Petani,0
2020-05-01,Kedah,UTC Sungai Petani,0
2020-06-01,Kedah,UTC Sungai Petani,87
2020-07-01,Kedah,UTC Sungai Petani,245
2020-08-01,Kedah,UTC Sungai Petani,145
2020-09-01,Kedah,UTC Sungai Petani,165
2020-10-01,Kedah,UTC Sungai Petani,160
2020-11-01,Kedah,UTC Sungai Petani,158
2020-12-01,Kedah,UTC Sungai Petani,246
2021-01-01,Kedah,UTC Sungai Petani,124
2021-02-01,Kedah,UTC Sungai Petani,104
2021-03-01,Kedah,UTC Sungai Petani,323
2021-04-01,Kedah,UTC Sungai Petani,220
2021-05-01,Kedah,UTC Sungai Petani,163
2021-06-01,Kedah,UTC Sungai Petani,31
2021-07-01,Kedah,UTC Sungai Petani,149
2021-08-01,Kedah,UTC Sungai Petani,83
2021-09-01,Kedah,UTC Sungai Petani,257
2021-10-01,Kedah,UTC Sungai Petani,640
2021-11-01,Kedah,UTC Sungai Petani,1173
2021-12-01,Kedah,UTC Sungai Petani,1353
2022-01-01,Kedah,UTC Sungai Petani,820
2022-02-01,Kedah,UTC Sungai Petani,944
2022-03-01,Kedah,UTC Sungai Petani,1400
2022-04-01,Kedah,UTC Sungai Petani,2498
2022-05-01,Kedah,UTC Sungai Petani,3632
2022-06-01,Kedah,UTC Sungai Petani,4308
2022-07-01,Kedah,UTC Sungai Petani,4770
2022-08-01,Kedah,UTC Sungai Petani,4629
2022-09-01,Kedah,UTC Sungai Petani,5004
2022-10-01,Kedah,UTC Sungai Petani,5039
2022-11-01,Kedah,UTC Sungai Petani,4440
2022-12-01,Kedah,UTC Sungai Petani,5207
2023-01-01,Kedah,UTC Sungai Petani,5638
2023-02-01,Kedah,UTC Sungai Petani,6366
2023-03-01,Kedah,UTC Sungai Petani,5431
2023-04-01,Kedah,UTC Sungai Petani,4288
2023-05-01,Kedah,UTC Sungai Petani,4458
2023-06-01,Kedah,UTC Sungai Petani,3920
2023-07-01,Kedah,UTC Sungai Petani,4654
2023-08-01,Kedah,UTC Sungai Petani,3439
2023-09-01,Kedah,UTC Sungai Petani,4383
2023-10-01,Kedah,UTC Sungai Petani,4369
2023-11-01,Kedah,UTC Sungai Petani,4324
2023-12-01,Kedah,UTC Sungai Petani,4993
2024-01-01,Kedah,UTC Sungai Petani,5121
2024-02-01,Kedah,UTC Sungai Petani,4636
2024-03-01,Kedah,UTC Sungai Petani,4059
2024-04-01,Kedah,UTC Sungai Petani,3725
2024-05-01,Kedah,UTC Sungai Petani,3902
2024-06-01,Kedah,UTC Sungai Petani,3547
2024-07-01,Kedah,UTC Sungai Petani,4405
2024-08-01,Kedah,UTC Sungai Petani,3830
2024-09-01,Kedah,UTC Sungai Petani,3928
2024-10-01,Kedah,UTC Sungai Petani,3828
2020-01-01,Kelantan,UTC Kota Bharu,4282
2020-02-01,Kelantan,UTC Kota Bharu,
2020-03-01,Kelantan,UTC Kota Bharu,875
2020-04-01,Kelantan,UTC Kota Bharu,0
2020-05-01,Kelantan,UTC Kota Bharu,10
2020-06-01,Kelantan,UTC Kota Bharu,140
2020-07-01,Kelantan,UTC Kota Bharu,241
2020-08-01,Kelantan,UTC Kota Bharu,233
2020-09-01,Kelantan,UTC Kota Bharu,192
2020-10-01,Kelantan,UTC Kota Bharu,186
2020-11-01,Kelantan,UTC Kota Bharu,148
2020-12-01,Kelantan,UTC Kota Bharu,174
2021-01-01,Kelantan,UTC Kota Bharu,145
2021-02-01,Kelantan,UTC Kota Bharu,157
2021-03-01,Kelantan,UTC Kota Bharu,211
2021-04-01,Kelantan,UTC Kota Bharu,171
2021-05-01,Kelantan,UTC Kota Bharu,333
2021-06-01,Kelantan,UTC Kota Bharu,60
2021-07-01,Kelantan,UTC Kota Bharu,323
2021-08-01,Kelantan,UTC Kota Bharu,253
2021-09-01,Kelantan,UTC Kota Bharu,284
2021-10-01,Kelantan,UTC Kota Bharu,699
2021-11-01,Kelantan,UTC Kota Bharu,1516
2021-12-01,Kelantan,UTC Kota Bharu,1777
2022-01-01,Kelantan,UTC Kota Bharu,1205
2022-02-01,Kelantan,UTC Kota Bharu,1244
2022-03-01,Kelantan,UTC Kota Bharu,1845
2022-04-01,Kelantan,UTC Kota Bharu,1894
2022-05-01,Kelantan,UTC Kota Bharu,4053
2022-06-01,Kelantan,UTC Kota Bharu,5035
2022-07-01,Kelantan,UTC Kota Bharu,5261
2022-08-01,Kelantan,UTC Kota Bharu,6095
2022-09-01,Kelantan,UTC Kota Bharu,6947
2022-10-01,Kelantan,UTC Kota Bharu,6026
2022-11-01,Kelantan,UTC Kota Bharu,4245
2022-12-01,Kelantan,UTC Kota Bharu,5933
2023-01-01,Kelantan,UTC Kota Bharu,6522
2023-02-01,Kelantan,UTC Kota Bharu,5538
2023-03-01,Kelantan,UTC Kota Bharu,4726
2023-04-01,Kelantan,UTC Kota Bharu,4081
2023-05-01,Kelantan,UTC Kota Bharu,5556
2023-06-01,Kelantan,UTC Kota Bharu,4548
2023-07-01,Kelantan,UTC Kota Bharu,8151
2023-08-01,Kelantan,UTC Kota Bharu,5711
2023-09-01,Kelantan,UTC Kota Bharu,5532
2023-10-01,Kelantan,UTC Kota Bharu,5346
2023-11-01,Kelantan,UTC Kota Bharu,4191
2023-12-01,Kelantan,UTC Kota Bharu,5356
2024-01-01,Kelantan,UTC Kota Bharu,5842
2024-02-01,Kelantan,UTC Kota Bharu,5281
2024-03-01,Kelantan,UTC Kota Bharu,3618
2024-04-01,Kelantan,UTC Kota Bharu,3841
2024-05-01,Kelantan,UTC Kota Bharu,4192
2024-06-01,Kelantan,UTC Kota Bharu,3973
2024-07-01,Kelantan,UTC Kota Bharu,4729
2024-08-01,Kelantan,UTC Kota Bharu,4655
2024-09-01,Kelantan,UTC Kota Bharu,4347
2024-10-01,Kelantan,UTC Kota Bharu,4486
2020-01-01,Melaka,Melaka,1989
2020-02-01,Melaka,Melaka,
2020-03-01,Melaka,Melaka,460
2020-04-01,Melaka,Melaka,2
2020-05-01,Melaka,Melaka,159
2020-06-01,Melaka,Melaka,153
2020-07-01,Melaka,Melaka,207
2020-08-01,Melaka,Melaka,169
2020-09-01,Melaka,Melaka,220
2020-10-01,Melaka,Melaka,115
2020-11-01,Melaka,Melaka,134
2020-12-01,Melaka,Melaka,185
2021-01-01,Melaka,Melaka,194
2021-02-01,Melaka,Melaka,326
2021-03-01,Melaka,Melaka,314
2021-04-01,Melaka,Melaka,236
2021-05-01,Melaka,Melaka,277
2021-06-01,Melaka,Melaka,100
2021-07-01,Melaka,Melaka,337
2021-08-01,Melaka,Melaka,207
2021-09-01,Melaka,Melaka,292
2021-10-01,Melaka,Melaka,431
2021-11-01,Melaka,Melaka,753
2021-12-01,Melaka,Melaka,949
2022-01-01,Melaka,Melaka,645
2022-02-01,Melaka,Melaka,745
2022-03-01,Melaka,Melaka,1314
2022-04-01,Melaka,Melaka,2787
2022-05-01,Melaka,Melaka,4386
2022-06-01,Melaka,Melaka,4519
2022-07-01,Melaka,Melaka,3933
2022-08-01,Melaka,Melaka,3981
2022-09-01,Melaka,Melaka,3823
2022-10-01,Melaka,Melaka,3643
2022-11-01,Melaka,Melaka,3423
2022-12-01,Melaka,Melaka,4446
2023-01-01,Melaka,Melaka,3616
2023-02-01,Melaka,Melaka,4718
2023-03-01,Melaka,Melaka,3793
2023-04-01,Melaka,Melaka,3041
2023-05-01,Melaka,Melaka,3861
2023-06-01,Melaka,Melaka,3193
2023-07-01,Melaka,Melaka,3111
2023-08-01,Melaka,Melaka,3566
2023-09-01,Melaka,Melaka,3262
2023-10-01,Melaka,Melaka,3089
2023-11-01,Melaka,Melaka,3368
2023-12-01,Melaka,Melaka,3810
2024-01-01,Melaka,Melaka,3820
2024-02-01,Melaka,Melaka,3896
2024-03-01,Melaka,Melaka,3020
2024-04-01,Melaka,Melaka,2827
2024-05-01,Melaka,Melaka,2976
2024-06-01,Melaka,Melaka,2679
2024-07-01,Melaka,Melaka,2794
