date,state,office,passports
2021-10-01,Selangor,KLIA,0
2021-11-01,Selangor,KLIA,0
2021-12-01,Selangor,KLIA,0
2022-01-01,Selangor,KLIA,0
2022-02-01,Selangor,KLIA,0
2022-03-01,Selangor,KLIA,0
2022-04-01,Selangor,KLIA,0
2022-05-01,Selangor,KLIA,0
2022-06-01,Selangor,KLIA,0
2022-07-01,Selangor,KLIA,0
2022-08-01,Selangor,KLIA,0
2022-09-01,Selangor,KLIA,0
2022-10-01,Selangor,KLIA,0
2022-11-01,Selangor,KLIA,0
2022-12-01,Selangor,KLIA,71
2023-01-01,Selangor,KLIA,958
2023-02-01,Selangor,KLIA,2907
2023-03-01,Selangor,KLIA,3044
2023-04-01,Selangor,KLIA,3088
2023-05-01,Selangor,KLIA,3666
2023-06-01,Selangor,KLIA,3119
2023-07-01,Selangor,KLIA,3347
2023-08-01,Selangor,KLIA,3846
2023-09-01,Selangor,KLIA,3525
2023-10-01,Selangor,KLIA,3449
2023-11-01,Selangor,KLIA,2614
2023-12-01,Selangor,KLIA,3545
2024-01-01,Selangor,KLIA,3773
2024-02-01,Selangor,KLIA,3613
2024-03-01,Selangor,KLIA,2339
2024-04-01,Selangor,KLIA,2677
2024-05-01,Selangor,KLIA,3435
2024-06-01,Selangor,KLIA,2797
2024-07-01,Selangor,KLIA,3331
2024-08-01,Selangor,KLIA,3322
2024-09-01,Selangor,KLIA,768
2024-10-01,Selangor,KLIA,2817
2020-01-01,Selangor,Kajang,4902
2020-02-01,Selangor,Kajang,
2020-03-01,Selangor,Kajang,1055
2020-04-01,Selangor,Kajang,0
2020-05-01,Selangor,Kajang,0
2020-06-01,Selangor,Kajang,119
2020-07-01,Selangor,Kajang,373
2020-08-01,Selangor,Kajang,292
2020-09-01,Selangor,Kajang,216
2020-10-01,Selangor,Kajang,112
2020-11-01,Selangor,Kajang,0
2020-12-01,Selangor,Kajang,80
2021-01-01,Selangor,Kajang,173
2021-02-01,Selangor,Kajang,321
2021-03-01,Selangor,Kajang,364
2021-04-01,Selangor,Kajang,336
2021-05-01,Selangor,Kajang,223
2021-06-01,Selangor,Kajang,106
2021-07-01,Selangor,Kajang,230
2021-08-01,Selangor,Kajang,389
2021-09-01,Selangor,Kajang,612
2021-10-01,Selangor,Kajang,972
2021-11-01,Selangor,Kajang,1472
2021-12-01,Selangor,Kajang,1507
2022-01-01,Selangor,Kajang,1063
2022-02-01,Selangor,Kajang,1299
2022-03-01,Selangor,Kajang,1503
2022-04-01,Selangor,Kajang,2485
2022-05-01,Selangor,Kajang,4988
2022-06-01,Selangor,Kajang,8661
2022-07-01,Selangor,Kajang,7756
2022-08-01,Selangor,Kajang,8416
2022-09-01,Selangor,Kajang,8238
2022-10-01,Selangor,Kajang,8344
2022-11-01,Selangor,Kajang,7572
2022-12-01,Selangor,Kajang,9223
2023-01-01,Selangor,Kajang,8412
2023-02-01,Selangor,Kajang,9217
2023-03-01,Selangor,Kajang,9025
2023-04-01,Selangor,Kajang,6134
2023-05-01,Selangor,Kajang,8079
2023-06-01,Selangor,Kajang,6446
2023-07-01,Selangor,Kajang,6351
2023-08-01,Selangor,Kajang,6953
2023-09-01,Selangor,Kajang,6106
2023-10-01,Selangor,Kajang,5871
2023-11-01,Selangor,Kajang,6268
2023-12-01,Selangor,Kajang,6893
2024-01-01,Selangor,Kajang,7200
2024-02-01,Selangor,Kajang,7001
2024-03-01,Selangor,Kajang,5104
2024-04-01,Selangor,Kajang,4667
2024-05-01,Selangor,Kajang,5328
2024-06-01,Selangor,Kajang,4357
2024-07-01,Selangor,Kajang,4932
2024-08-01,Selangor,Kajang,5215
2024-09-01,Selangor,Kajang,5092
2024-10-01,Selangor,Kajang,4696
2020-01-01,Selangor,Kelana Jaya,4588
2020-02-01,Selangor,Kelana Jaya,
2020-03-01,Selangor,Kelana Jaya,1119
2020-04-01,Selangor,Kelana Jaya,0
2020-05-01,Selangor,Kelana Jaya,0
2020-06-01,Selangor,Kelana Jaya,293
2020-07-01,Selangor,Kelana Jaya,678
2020-08-01,Selangor,Kelana Jaya,498
2020-09-01,Selangor,Kelana Jaya,489
2020-10-01,Selangor,Kelana Jaya,174
2020-11-01,Selangor,Kelana Jaya,0
2020-12-01,Selangor,Kelana Jaya,231
2021-01-01,Selangor,Kelana Jaya,359
2021-02-01,Selangor,Kelana Jaya,513
2021-03-01,Selangor,Kelana Jaya,854
2021-04-01,Selangor,Kelana Jaya,701
2021-05-01,Selangor,Kelana Jaya,503
2021-06-01,Selangor,Kelana Jaya,96
2021-07-01,Selangor,Kelana Jaya,293
2021-08-01,Selangor,Kelana Jaya,670
2021-09-01,Selangor,Kelana Jaya,1003
2021-10-01,Selangor,Kelana Jaya,1766
2021-11-01,Selangor,Kelana Jaya,2064
2021-12-01,Selangor,Kelana Jaya,2243
2022-01-01,Selangor,Kelana Jaya,1769
2022-02-01,Selangor,Kelana Jaya,2071
2022-03-01,Selangor,Kelana Jaya,3555
2022-04-01,Selangor,Kelana Jaya,5362
2022-05-01,Selangor,Kelana Jaya,8320
2022-06-01,Selangor,Kelana Jaya,12130
2022-07-01,Selangor,Kelana Jaya,10329
2022-08-01,Selangor,Kelana Jaya,10669
2022-09-01,Selangor,Kelana Jaya,9632
2022-10-01,Selangor,Kelana Jaya,9177
2022-11-01,Selangor,Kelana Jaya,9310
2022-12-01,Selangor,Kelana Jaya,10000
2023-01-01,Selangor,Kelana Jaya,9214
2023-02-01,Selangor,Kelana Jaya,10624
2023-03-01,Selangor,Kelana Jaya,10476
2023-04-01,Selangor,Kelana Jaya,8093
2023-05-01,Selangor,Kelana Jaya,9285
2023-06-01,Selangor,Kelana Jaya,7054
2023-07-01,Selangor,Kelana Jaya,7324
2023-08-01,Selangor,Kelana Jaya,7120
2023-09-01,Selangor,Kelana Jaya,6604
2023-10-01,Selangor,Kelana Jaya,6968
2023-11-01,Selangor,Kelana Jaya,6742
2023-12-01,Selangor,Kelana Jaya,6746
2024-01-01,Selangor,Kelana Jaya,7803
2024-02-01,Selangor,Kelana Jaya,7573
2024-03-01,Selangor,Kelana Jaya,6634
2024-04-01,Selangor,Kelana Jaya,5919
2024-05-01,Selangor,Kelana Jaya,6510
2024-06-01,Selangor,Kelana Jaya,5454
2024-07-01,Selangor,Kelana Jaya,6029
2024-08-01,Selangor,Kelana Jaya,5649
2024-09-01,Selangor,Kelana Jaya,5818
2024-10-01,Selangor,Kelana Jaya,5437
2020-01-01,Selangor,Kuala Kubu Bharu,1919
2020-02-01,Selangor,Kuala Kubu Bharu,
2020-03-01,Selangor,Kuala Kubu Bharu,390
2020-04-01,Selangor,Kuala Kubu Bharu,0
2020-05-01,Selangor,Kuala Kubu Bharu,0
2020-06-01,Selangor,Kuala Kubu Bharu,31
2020-07-01,Selangor,Kuala Kubu Bharu,113
2020-08-01,Selangor,Kuala Kubu Bharu,79
2020-09-01,Selangor,Kuala Kubu Bharu,73
2020-10-01,Selangor,Kuala Kubu Bharu,44
2020-11-01,Selangor,Kuala Kubu Bharu,0
2020-12-01,Selangor,Kuala Kubu Bharu,26
2021-01-01,Selangor,Kuala Kubu Bharu,32
2021-02-01,Selangor,Kuala Kubu Bharu,64
2021-03-01,Selangor,Kuala Kubu Bharu,115
2021-04-01,Selangor,Kuala Kubu Bharu,87
2021-05-01,Selangor,Kuala Kubu Bharu,89
2021-06-01,Selangor,Kuala Kubu Bharu,29
2021-07-01,Selangor,Kuala Kubu Bharu,118
2021-08-01,Selangor,Kuala Kubu Bharu,139
2021-09-01,Selangor,Kuala Kubu Bharu,191
2021-10-01,Selangor,Kuala Kubu Bharu,371
2021-11-01,Selangor,Kuala Kubu Bharu,613
2021-12-01,Selangor,Kuala Kubu Bharu,556
2022-01-01,Selangor,Kuala Kubu Bharu,318
2022-02-01,Selangor,Kuala Kubu Bharu,438
2022-03-01,Selangor,Kuala Kubu Bharu,942
2022-04-01,Selangor,Kuala Kubu Bharu,1852
2022-05-01,Selangor,Kuala Kubu Bharu,2435
2022-06-01,Selangor,Kuala Kubu Bharu,3266
2022-07-01,Selangor,Kuala Kubu Bharu,3218
2022-08-01,Selangor,Kuala Kubu Bharu,3498
2022-09-01,Selangor,Kuala Kubu Bharu,3786
2022-10-01,Selangor,Kuala Kubu Bharu,3446
2022-11-01,Selangor,Kuala Kubu Bharu,3365
2022-12-01,Selangor,Kuala Kubu Bharu,3928
2023-01-01,Selangor,Kuala Kubu Bharu,3080
2023-02-01,Selangor,Kuala Kubu Bharu,3638
2023-03-01,Selangor,Kuala Kubu Bharu,3242
2023-04-01,Selangor,Kuala Kubu Bharu,2548
2023-05-01,Selangor,Kuala Kubu Bharu,3208
2023-06-01,Selangor,Kuala Kubu Bharu,2660
2023-07-01,Selangor,Kuala Kubu Bharu,2757
2023-08-01,Selangor,Kuala Kubu Bharu,2750
2023-09-01,Selangor,Kuala Kubu Bharu,2643
2023-10-01,Selangor,Kuala Kubu Bharu,2763
2023-11-01,Selangor,Kuala Kubu Bharu,2552
2023-12-01,Selangor,Kuala Kubu Bharu,2813
2024-01-01,Selangor,Kuala Kubu Bharu,2978
2024-02-01,Selangor,Kuala Kubu Bharu,2966
2024-03-01,Selangor,Kuala Kubu Bharu,2318
2024-04-01,Selangor,Kuala Kubu Bharu,2271
2024-05-01,Selangor,Kuala Kubu Bharu,2477
2024-06-01,Selangor,Kuala Kubu Bharu,2278
2024-07-01,Selangor,Kuala Kubu Bharu,2656
2024-08-01,Selangor,Kuala Kubu Bharu,2466
2024-09-01,Selangor,Kuala Kubu Bharu,2493
2024-10-01,Selangor,Kuala Kubu Bharu,2271
2020-01-01,Selangor,Kuala Langat,1741
2020-02-01,Selangor,Kuala Langat,
2020-03-01,Selangor,Kuala Langat,386
2020-04-01,Selangor,Kuala Langat,0
2020-05-01,Selangor,Kuala Langat,0
2020-06-01,Selangor,Kuala Langat,23
2020-07-01,Selangor,Kuala Langat,87
2020-08-01,Selangor,Kuala Langat,65
2020-09-01,Selangor,Kuala Langat,47
2020-10-01,Selangor,Kuala Langat,19
2020-11-01,Selangor,Kuala Langat,0
2020-12-01,Selangor,Kuala Langat,10
2021-01-01,Selangor,Kuala Langat,33
2021-02-01,Selangor,Kuala Langat,43
2021-03-01,Selangor,Kuala Langat,79
2021-04-01,Selangor,Kuala Langat,60
2021-05-01,Selangor,Kuala Langat,55
2021-06-01,Selangor,Kuala Langat,26
2021-07-01,Selangor,Kuala Langat,99
2021-08-01,Selangor,Kuala Langat,161
2021-09-01,Selangor,Kuala Langat,145
2021-10-01,Selangor,Kuala Langat,254
2021-11-01,Selangor,Kuala Langat,455
2021-12-01,Selangor,Kuala Langat,457
2022-01-01,Selangor,Kuala Langat,240
2022-02-01,Selangor,Kuala Langat,373
2022-03-01,Selangor,Kuala Langat,779
2022-04-01,Selangor,Kuala Langat,1220
2022-05-01,Selangor,Kuala Langat,1760
2022-06-01,Selangor,Kuala Langat,2276
2022-07-01,Selangor,Kuala Langat,2266
2022-08-01,Selangor,Kuala Langat,2668
2022-09-01,Selangor,Kuala Langat,2384
2022-10-01,Selangor,Kuala Langat,2269
2022-11-01,Selangor,Kuala Langat,2062
2022-12-01,Selangor,Kuala Langat,2208
2023-01-01,Selangor,Kuala Langat,2123
2023-02-01,Selangor,Kuala Langat,2525
2023-03-01,Selangor,Kuala Langat,2221
2023-04-01,Selangor,Kuala Langat,1730
2023-05-01,Selangor,Kuala Langat,2207
2023-06-01,Selangor,Kuala Langat,1836
2023-07-01,Selangor,Kuala Langat,2214
2023-08-01,Selangor,Kuala Langat,2176
2023-09-01,Selangor,Kuala Langat,1968
2023-10-01,Selangor,Kuala Langat,2049
2023-11-01,Selangor,Kuala Langat,2134
2023-12-01,Selangor,Kuala Langat,2108
2024-01-01,Selangor,Kuala Langat,2209
2024-02-01,Selangor,Kuala Langat,2129
2024-03-01,Selangor,Kuala Langat,1678
2024-04-01,Selangor,Kuala Langat,1752
2024-05-01,Selangor,Kuala Langat,1881
2024-06-01,Selangor,Kuala Langat,1530
2024-07-01,Selangor,Kuala Langat,1793
2024-08-01,Selangor,Kuala Langat,1780
2024-09-01,Selangor,Kuala Langat,1752
2024-10-01,Selangor,Kuala Langat,1663
2020-01-01,Selangor,Kuala Selangor,2002
2020-02-01,Selangor,Kuala Selangor,
2020-03-01,Selangor,Kuala Selangor,387
2020-04-01,Selangor,Kuala Selangor,0
2020-05-01,Selangor,Kuala Selangor,0
2020-06-01,Selangor,Kuala Selangor,37
2020-07-01,Selangor,Kuala Selangor,120
2020-08-01,Selangor,Kuala Selangor,77
2020-09-01,Selangor,Kuala Selangor,83
2020-10-01,Selangor,Kuala Selangor,35
2020-11-01,Selangor,Kuala Selangor,0
2020-12-01,Selangor,Kuala Selangor,20
2021-01-01,Selangor,Kuala Selangor,37
2021-02-01,Selangor,Kuala Selangor,49
2021-03-01,Selangor,Kuala Selangor,107
2021-04-01,Selangor,Kuala Selangor,73
2021-05-01,Selangor,Kuala Selangor,49
2021-06-01,Selangor,Kuala Selangor,24
2021-07-01,Selangor,Kuala Selangor,269
2021-08-01,Selangor,Kuala Selangor,183
2021-09-01,Selangor,Kuala Selangor,219
2021-10-01,Selangor,Kuala Selangor,421
2021-11-01,Selangor,Kuala Selangor,667
2021-12-01,Selangor,Kuala Selangor,719
2022-01-01,Selangor,Kuala Selangor,318
2022-02-01,Selangor,Kuala Selangor,442
2022-03-01,Selangor,Kuala Selangor,1119
2022-04-01,Selangor,Kuala Selangor,1911
2022-05-01,Selangor,Kuala Selangor,2799
2022-06-01,Selangor,Kuala Selangor,3855
2022-07-01,Selangor,Kuala Selangor,3737
2022-08-01,Selangor,Kuala Selangor,4421
2022-09-01,Selangor,Kuala Selangor,4492
2022-10-01,Selangor,Kuala Selangor,4345
2022-11-01,Selangor,Kuala Selangor,3705
2022-12-01,Selangor,Kuala Selangor,3756
2023-01-01,Selangor,Kuala Selangor,3997
2023-02-01,Selangor,Kuala Selangor,3942
2023-03-01,Selangor,Kuala Selangor,3753
2023-04-01,Selangor,Kuala Selangor,2721
2023-05-01,Selangor,Kuala Selangor,3088
2023-06-01,Selangor,Kuala Selangor,2636
2023-07-01,Selangor,Kuala Selangor,2780
2023-08-01,Selangor,Kuala Selangor,2810
2023-09-01,Selangor,Kuala Selangor,2749
2023-10-01,Selangor,Kuala Selangor,2903
2023-11-01,Selangor,Kuala Selangor,2774
2023-12-01,Selangor,Kuala Selangor,3008
2024-01-01,Selangor,Kuala Selangor,3083
2024-02-01,Selangor,Kuala Selangor,3066
2024-03-01,Selangor,Kuala Selangor,2421
2024-04-01,Selangor,Kuala Selangor,2332
2024-05-01,Selangor,Kuala Selangor,2706
2024-06-01,Selangor,Kuala Selangor,2356
2024-07-01,Selangor,Kuala Selangor,2591
2024-08-01,Selangor,Kuala Selangor,2428
2024-09-01,Selangor,Kuala Selangor,2570
2024-10-01,Selangor,Kuala Selangor,2515
2020-01-01,Selangor,Pelabuhan Kelang,2961
2020-02-01,Selangor,Pelabuhan Kelang,
2020-03-01,Selangor,Pelabuhan Kelang,830
2020-04-01,Selangor,Pelabuhan Kelang,0
2020-05-01,Selangor,Pelabuhan Kelang,0
2020-06-01,Selangor,Pelabuhan Kelang,0
2020-07-01,Selangor,Pelabuhan Kelang,0
2020-08-01,Selangor,Pelabuhan Kelang,166
2020-09-01,Selangor,Pelabuhan Kelang,168
2020-10-01,Selangor,Pelabuhan Kelang,71
2020-11-01,Selangor,Pelabuhan Kelang,0
2020-12-01,Selangor,Pelabuhan Kelang,53
2021-01-01,Selangor,Pelabuhan Kelang,68
2021-02-01,Selangor,Pelabuhan Kelang,155
2021-03-01,Selangor,Pelabuhan Kelang,321
2021-04-01,Selangor,Pelabuhan Kelang,269
2021-05-01,Selangor,Pelabuhan Kelang,216
2021-06-01,Selangor,Pelabuhan Kelang,50
2021-07-01,Selangor,Pelabuhan Kelang,54
2021-08-01,Selangor,Pelabuhan Kelang,192
2021-09-01,Selangor,Pelabuhan Kelang,391
2021-10-01,Selangor,Pelabuhan Kelang,823
2021-11-01,Selangor,Pelabuhan Kelang,869
2021-12-01,Selangor,Pelabuhan Kelang,1030
2022-01-01,Selangor,Pelabuhan Kelang,646
2022-02-01,Selangor,Pelabuhan Kelang,832
2022-03-01,Selangor,Pelabuhan Kelang,1517
2022-04-01,Selangor,Pelabuhan Kelang,1841
2022-05-01,Selangor,Pelabuhan Kelang,3954
2022-06-01,Selangor,Pelabuhan Kelang,5734
2022-07-01,Selangor,Pelabuhan Kelang,4401
2022-08-01,Selangor,Pelabuhan Kelang,4884
2022-09-01,Selangor,Pelabuhan Kelang,5007
2022-10-01,Selangor,Pelabuhan Kelang,4691
2022-11-01,Selangor,Pelabuhan Kelang,4587
2022-12-01,Selangor,Pelabuhan Kelang,5240
2023-01-01,Selangor,Pelabuhan Kelang,4223
2023-02-01,Selangor,Pelabuhan Kelang,5124
2023-03-01,Selangor,Pelabuhan Kelang,5314
2023-04-01,Selangor,Pelabuhan Kelang,3645
2023-05-01,Selangor,Pelabuhan Kelang,3869
2023-06-01,Selangor,Pelabuhan Kelang,3119
2023-07-01,Selangor,Pelabuhan Kelang,0
2023-08-01,Selangor,Pelabuhan Kelang,0
2023-09-01,Selangor,Pelabuhan Kelang,0
2023-10-01,Selangor,Pelabuhan Kelang,0
2023-11-01,Selangor,Pelabuhan Kelang,0
2023-12-01,Selangor,Pelabuhan Kelang,0
2024-01-01,Selangor,Pelabuhan Kelang,1317
2024-02-01,Selangor,Pelabuhan Kelang,2458
2024-03-01,Selangor,Pelabuhan Kelang,2131
2024-04-01,Selangor,Pelabuhan Kelang,1965
2024-05-01,Selangor,Pelabuhan Kelang,2352
2024-06-01,Selangor,Pelabuhan Kelang,1956
2024-07-01,Selangor,Pelabuhan Kelang,2027
2024-08-01,Selangor,Pelabuhan Kelang,2100
2024-09-01,Selangor,Pelabuhan Kelang,2052
2024-10-01,Selangor,Pelabuhan Kelang,2141
2020-01-01,Selangor,Puchong,2255
2020-02-01,Selangor,Puchong,
2020-03-01,Selangor,Puchong,522
2020-04-01,Selangor,Puchong,0
2020-05-01,Selangor,Puchong,0
2020-06-01,Selangor,Puchong,104
2020-07-01,Selangor,Puchong,250
2020-08-01,Selangor,Puchong,216
2020-09-01,Selangor,Puchong,173
2020-10-01,Selangor,Puchong,68
2020-11-01,Selangor,Puchong,0
2020-12-01,Selangor,Puchong,103
2021-01-01,Selangor,Puchong,58
2021-02-01,Selangor,Puchong,15
2021-03-01,Selangor,Puchong,247
2021-04-01,Selangor,Puchong,314
2021-05-01,Selangor,Puchong,220
2021-06-01,Selangor,Puchong,59
2021-07-01,Selangor,Puchong,175
2021-08-01,Selangor,Puchong,413
2021-09-01,Selangor,Puchong,706
2021-10-01,Selangor,Puchong,918
2021-11-01,Selangor,Puchong,1076
2021-12-01,Selangor,Puchong,1008
2022-01-01,Selangor,Puchong,761
2022-02-01,Selangor,Puchong,835
2022-03-01,Selangor,Puchong,1198
2022-04-01,Selangor,Puchong,1755
2022-05-01,Selangor,Puchong,3111
2022-06-01,Selangor,Puchong,5041
2022-07-01,Selangor,Puchong,4033
2022-08-01,Selangor,Puchong,4799
2022-09-01,Selangor,Puchong,4750
2022-10-01,Selangor,Puchong,4395
2022-11-01,Selangor,Puchong,4297
2022-12-01,Selangor,Puchong,4505
2023-01-01,Selangor,Puchong,3989
2023-02-01,Selangor,Puchong,5011
2023-03-01,Selangor,Puchong,4942
2023-04-01,Selangor,Puchong,3498
2023-05-01,Selangor,Puchong,4624
2023-06-01,Selangor,Puchong,3782
2023-07-01,Selangor,Puchong,3898
2023-08-01,Selangor,Puchong,3946
2023-09-01,Selangor,Puchong,3755
2023-10-01,Selangor,Puchong,3815
2023-11-01,Selangor,Puchong,3523
2023-12-01,Selangor,Puchong,3647
2024-01-01,Selangor,Puchong,3888
2024-02-01,Selangor,Puchong,3590
2024-03-01,Selangor,Puchong,3207
2024-04-01,Selangor,Puchong,2947
2024-05-01,Selangor,Puchong,2995
2024-06-01,Selangor,Puchong,2626
2024-07-01,Selangor,Puchong,2970
2024-08-01,Selangor,Puchong,2808
2024-09-01,Selangor,Puchong,2949
2024-10-01,Selangor,Puchong,2657
2020-01-01,Selangor,Shah Alam,3028
2020-02-01,Selangor,Shah Alam,
2020-03-01,Selangor,Shah Alam,610
2020-04-01,Selangor,Shah Alam,0
2020-05-01,Selangor,Shah Alam,109
2020-06-01,Selangor,Shah Alam,120
2020-07-01,Selangor,Shah Alam,33
2020-08-01,Selangor,Shah Alam,21
2020-09-01,Selangor,Shah Alam,11
2020-10-01,Selangor,Shah Alam,55
2020-11-01,Selangor,Shah Alam,204
2020-12-01,Selangor,Shah Alam,205
2021-01-01,Selangor,Shah Alam,104
2021-02-01,Selangor,Shah Alam,42
2021-03-01,Selangor,Shah Alam,208
2021-04-01,Selangor,Shah Alam,194
2021-05-01,Selangor,Shah Alam,285
2021-06-01,Selangor,Shah Alam,236
2021-07-01,Selangor,Shah Alam,177
2021-08-01,Selangor,Shah Alam,413
2021-09-01,Selangor,Shah Alam,599
2021-10-01,Selangor,Shah Alam,1032
2021-11-01,Selangor,Shah Alam,1565
2021-12-01,Selangor,Shah Alam,1357
2022-01-01,Selangor,Shah Alam,585
2022-02-01,Selangor,Shah Alam,880
2022-03-01,Selangor,Shah Alam,2207
2022-04-01,Selangor,Shah Alam,2913
2022-05-01,Selangor,Shah Alam,4301
2022-06-01,Selangor,Shah Alam,5343
2022-07-01,Selangor,Shah Alam,4467
2022-08-01,Selangor,Shah Alam,5201
2022-09-01,Selangor,Shah Alam,5111
2022-10-01,Selangor,Shah Alam,4966
2022-11-01,Selangor,Shah Alam,4802
2022-12-01,Selangor,Shah Alam,5541
2023-01-01,Selangor,Shah Alam,4893
2023-02-01,Selangor,Shah Alam,4870
2023-03-01,Selangor,Shah Alam,4106
2023-04-01,Selangor,Shah Alam,3442
2023-05-01,Selangor,Shah Alam,4497
2023-06-01,Selangor,Shah Alam,4685
2023-07-01,Selangor,Shah Alam,5314
2023-08-01,Selangor,Shah Alam,6229
2023-09-01,Selangor,Shah Alam,5367
2023-10-01,Selangor,Shah Alam,5724
2023-11-01,Selangor,Shah Alam,5475
2023-12-01,Selangor,Shah Alam,5976
2024-01-01,Selangor,Shah Alam,5791
2024-02-01,Selangor,Shah Alam,5309
2024-03-01,Selangor,Shah Alam,3970
2024-04-01,Selangor,Shah Alam,3830
2024-05-01,Selangor,Shah Alam,4738
2024-06-01,Selangor,Shah Alam,4259
2024-07-01,Selangor,Shah Alam,4855
2024-08-01,Selangor,Shah Alam,4567
2024-09-01,Selangor,Shah Alam,4920
2024-10-01,Selangor,Shah Alam,4414
2020-01-01,Selangor,UTC Selangor,7693
2020-02-01,Selangor,UTC Selangor,
2020-03-01,Selangor,UTC Selangor,1829
2020-04-01,Selangor,UTC Selangor,0
2020-05-01,Selangor,UTC Selangor,0
2020-06-01,Selangor,UTC Selangor,180
2020-07-01,Selangor,UTC Selangor,703
2020-08-01,Selangor,UTC Selangor,532
2020-09-01,Selangor,UTC Selangor,490
2020-10-01,Selangor,UTC Selangor,185
2020-11-01,Selangor,UTC Selangor,33
2020-12-01,Selangor,UTC Selangor,514
2021-01-01,Selangor,UTC Selangor,360
2021-02-01,Selangor,UTC Selangor,314
2021-03-01,Selangor,UTC Selangor,792
2021-04-01,Selangor,UTC Selangor,698
2021-05-01,Selangor,UTC Selangor,225
2021-06-01,Selangor,UTC Selangor,66
2021-07-01,Selangor,UTC Selangor,286
2021-08-01,Selangor,UTC Selangor,663
2021-09-01,Selangor,UTC Selangor,740
2021-10-01,Selangor,UTC Selangor,2090
2021-11-01,Selangor,UTC Selangor,2458
2021-12-01,Selangor,UTC Selangor,2338
2022-01-01,Selangor,UTC Selangor,2141
2022-02-01,Selangor,UTC Selangor,2424
2022-03-01,Selangor,UTC Selangor,3363
2022-04-01,Selangor,UTC Selangor,4811
2022-05-01,Selangor,UTC Selangor,4876
2022-06-01,Selangor,UTC Selangor,8545
2022-07-01,Selangor,UTC Selangor,7055
2022-08-01,Selangor,UTC Selangor,8747
2022-09-01,Selangor,UTC Selangor,8071
2022-10-01,Selangor,UTC Selangor,9023
2022-11-01,Selangor,UTC Selangor,8927
2022-12-01,Selangor,UTC Selangor,9727
2023-01-01,Selangor,UTC Selangor,8778
2023-02-01,Selangor,UTC Selangor,9257
2023-03-01,Selangor,UTC Selangor,9260
2023-04-01,Selangor,UTC Selangor,6532
2023-05-01,Selangor,UTC Selangor,8363
2023-06-01,Selangor,UTC Selangor,7244
2023-07-01,Selangor,UTC Selangor,8989
2023-08-01,Selangor,UTC Selangor,8273
2023-09-01,Selangor,UTC Selangor,8295
2023-10-01,Selangor,UTC Selangor,9202
2023-11-01,Selangor,UTC Selangor,9114
2023-12-01,Selangor,UTC Selangor,9372
2024-01-01,Selangor,UTC Selangor,10297
2024-02-01,Selangor,UTC Selangor,8534
2024-03-01,Selangor,UTC Selangor,8029
2024-04-01,Selangor,UTC Selangor,6943
2024-05-01,Selangor,UTC Selangor,8016
2024-06-01,Selangor,UTC Selangor,7649
2024-07-01,Selangor,UTC Selangor,8064
2024-08-01,Selangor,UTC Selangor,7801
2024-09-01,Selangor,UTC Selangor,7764
2024-10-01,Selangor,UTC Selangor,7387
2020-01-01,Terengganu,Besut,448
2020-02-01,Terengganu,Besut,
2020-03-01,Terengganu,Besut,135
2020-04-01,Terengganu,Besut,0
2020-05-01,Terengganu,Besut,39
2020-06-01,Terengganu,Besut,29
2020-07-01,Terengganu,Besut,31
2020-08-01,Terengganu,Besut,19
2020-09-01,Terengganu,Besut,20
2020-10-01,Terengganu,Besut,15
2020-11-01,Terengganu,Besut,7
2020-12-01,Terengganu,Besut,27
2021-01-01,Terengganu,Besut,22
2021-02-01,Terengganu,Besut,13
2021-03-01,Terengganu,Besut,31
2021-04-01,Terengganu,Besut,23
2021-05-01,Terengganu,Besut,28
2021-06-01,Terengganu,Besut,15
2021-07-01,Terengganu,Besut,36
2021-08-01,Terengganu,Besut,30
2021-09-01,Terengganu,Besut,20
2021-10-01,Terengganu,Besut,77
2021-11-01,Terengganu,Besut,216
2021-12-01,Terengganu,Besut,259
2022-01-01,Terengganu,Besut,157
2022-02-01,Terengganu,Besut,150
2022-03-01,Terengganu,Besut,169
2022-04-01,Terengganu,Besut,172
2022-05-01,Terengganu,Besut,397
2022-06-01,Terengganu,Besut,773
2022-07-01,Terengganu,Besut,735
2022-08-01,Terengganu,Besut,1010
2022-09-01,Terengganu,Besut,1427
2022-10-01,Terengganu,Besut,937
2022-11-01,Terengganu,Besut,751
2022-12-01,Terengganu,Besut,953
2023-01-01,Terengganu,Besut,1070
2023-02-01,Terengganu,Besut,1011
2023-03-01,Terengganu,Besut,636
2023-04-01,Terengganu,Besut,893
2023-05-01,Terengganu,Besut,1115
2023-06-01,Terengganu,Besut,882
2023-07-01,Terengganu,Besut,1273
2023-08-01,Terengganu,Besut,1265
2023-09-01,Terengganu,Besut,1277
2023-10-01,Terengganu,Besut,1341
2023-11-01,Terengganu,Besut,777
2023-12-01,Terengganu,Besut,1114
2024-01-01,Terengganu,Besut,1209
2024-02-01,Terengganu,Besut,1508
2024-03-01,Terengganu,Besut,612
2024-04-01,Terengganu,Besut,926
2024-05-01,Terengganu,Besut,1005
2024-06-01,Terengganu,Besut,875
2024-07-01,Terengganu,Besut,1104
2024-08-01,Terengganu,Besut,1037
2024-09-01,Terengganu,Besut,1298
2024-10-01,Terengganu,Besut,1249
2020-01-01,Terengganu,Kemaman,858
2020-02-01,Terengganu,Kemaman,
2020-03-01,Terengganu,Kemaman,234
2020-04-01,Terengganu,Kemaman,0
2020-05-01,Terengganu,Kemaman,82
2020-06-01,Terengganu,Kemaman,103
