series,state,district,date,sector,value
abs,Pahang,Maran,2015-01-01,p2,
abs,Pahang,Maran,2015-01-01,p3,392.4402
abs,Pahang,Maran,2015-01-01,p4,121.493
abs,Pahang,Maran,2015-01-01,p5,783.8351
abs,Pahang,Maran,2016-01-01,p0,1690.9564
abs,Pahang,Maran,2016-01-01,p1,478.5981
abs,Pahang,Maran,2016-01-01,p2,
abs,Pahang,Maran,2016-01-01,p3,366.4921
abs,Pahang,Maran,2016-01-01,p4,117.758
abs,Pahang,Maran,2016-01-01,p5,724.6735
abs,Pahang,Maran,2017-01-01,p0,1827.0192
abs,Pahang,Maran,2017-01-01,p1,565.0646
abs,Pahang,Maran,2017-01-01,p2,
abs,Pahang,Maran,2017-01-01,p3,423.9854
abs,Pahang,Maran,2017-01-01,p4,69.8643
abs,Pahang,Maran,2017-01-01,p5,762.6379
abs,Pahang,Maran,2018-01-01,p0,1826.446
abs,Pahang,Maran,2018-01-01,p1,548.0189
abs,Pahang,Maran,2018-01-01,p2,
abs,Pahang,Maran,2018-01-01,p3,389.1145
abs,Pahang,Maran,2018-01-01,p4,80.8888
abs,Pahang,Maran,2018-01-01,p5,804.4155
abs,Pahang,Maran,2019-01-01,p0,1932.5178
abs,Pahang,Maran,2019-01-01,p1,599.475
abs,Pahang,Maran,2019-01-01,p2,
abs,Pahang,Maran,2019-01-01,p3,410.9794
abs,Pahang,Maran,2019-01-01,p4,79.5065
abs,Pahang,Maran,2019-01-01,p5,840.2601
abs,Pahang,Maran,2020-01-01,p0,1807.9108
abs,Pahang,Maran,2020-01-01,p1,562.6275
abs,Pahang,Maran,2020-01-01,p2,
abs,Pahang,Maran,2020-01-01,p3,385.8399
abs,Pahang,Maran,2020-01-01,p4,49.4872
abs,Pahang,Maran,2020-01-01,p5,807.0046
abs,Pahang,Pekan,2015-01-01,p0,3704.1543
abs,Pahang,Pekan,2015-01-01,p1,1027.5816
abs,Pahang,Pekan,2015-01-01,p2,
abs,Pahang,Pekan,2015-01-01,p3,1627.6669
abs,Pahang,Pekan,2015-01-01,p4,128.5724
abs,Pahang,Pekan,2015-01-01,p5,912.7356
abs,Pahang,Pekan,2016-01-01,p0,3721.5434
abs,Pahang,Pekan,2016-01-01,p1,970.1288
abs,Pahang,Pekan,2016-01-01,p2,
abs,Pahang,Pekan,2016-01-01,p3,1718.4458
abs,Pahang,Pekan,2016-01-01,p4,146.2414
abs,Pahang,Pekan,2016-01-01,p5,877.6183
abs,Pahang,Pekan,2017-01-01,p0,4036.115
abs,Pahang,Pekan,2017-01-01,p1,1062.1275
abs,Pahang,Pekan,2017-01-01,p2,
abs,Pahang,Pekan,2017-01-01,p3,1861.3464
abs,Pahang,Pekan,2017-01-01,p4,164.5216
abs,Pahang,Pekan,2017-01-01,p5,932.1857
abs,Pahang,Pekan,2018-01-01,p0,4224.3147
abs,Pahang,Pekan,2018-01-01,p1,1004.33
abs,Pahang,Pekan,2018-01-01,p2,
abs,Pahang,Pekan,2018-01-01,p3,2016.786
abs,Pahang,Pekan,2018-01-01,p4,207.1882
abs,Pahang,Pekan,2018-01-01,p5,983.2937
abs,Pahang,Pekan,2019-01-01,p0,4403.0704
abs,Pahang,Pekan,2019-01-01,p1,1082.6849
abs,Pahang,Pekan,2019-01-01,p2,
abs,Pahang,Pekan,2019-01-01,p3,2205.861
abs,Pahang,Pekan,2019-01-01,p4,78.3197
abs,Pahang,Pekan,2019-01-01,p5,1029.8897
abs,Pahang,Pekan,2020-01-01,p0,4288.2571
abs,Pahang,Pekan,2020-01-01,p1,1075.86
abs,Pahang,Pekan,2020-01-01,p2,
abs,Pahang,Pekan,2020-01-01,p3,2118.5379
abs,Pahang,Pekan,2020-01-01,p4,67.9178
abs,Pahang,Pekan,2020-01-01,p5,1017.1318
abs,Pahang,Raub,2015-01-01,p0,1694.3446
abs,Pahang,Raub,2015-01-01,p1,729.6726
abs,Pahang,Raub,2015-01-01,p2,8.1832
abs,Pahang,Raub,2015-01-01,p3,51.4977
abs,Pahang,Raub,2015-01-01,p4,57.5365
abs,Pahang,Raub,2015-01-01,p5,846.1946
abs,Pahang,Raub,2016-01-01,p0,1841.6031
abs,Pahang,Raub,2016-01-01,p1,820.6981
abs,Pahang,Raub,2016-01-01,p2,7.2008
abs,Pahang,Raub,2016-01-01,p3,51.4757
abs,Pahang,Raub,2016-01-01,p4,67.2004
abs,Pahang,Raub,2016-01-01,p5,893.4221
abs,Pahang,Raub,2017-01-01,p0,1952.9244
abs,Pahang,Raub,2017-01-01,p1,884.7548
abs,Pahang,Raub,2017-01-01,p2,7.9994
abs,Pahang,Raub,2017-01-01,p3,54.1089
abs,Pahang,Raub,2017-01-01,p4,50.8111
abs,Pahang,Raub,2017-01-01,p5,952.4065
abs,Pahang,Raub,2018-01-01,p0,2083.9917
abs,Pahang,Raub,2018-01-01,p1,952.9985
abs,Pahang,Raub,2018-01-01,p2,6.9145
abs,Pahang,Raub,2018-01-01,p3,55.7156
abs,Pahang,Raub,2018-01-01,p4,51.049
abs,Pahang,Raub,2018-01-01,p5,1014.9309
abs,Pahang,Raub,2019-01-01,p0,2106.8489
abs,Pahang,Raub,2019-01-01,p1,933.1128
abs,Pahang,Raub,2019-01-01,p2,7.5524
abs,Pahang,Raub,2019-01-01,p3,54.6184
abs,Pahang,Raub,2019-01-01,p4,44.1843
abs,Pahang,Raub,2019-01-01,p5,1066.2708
abs,Pahang,Raub,2020-01-01,p0,2076.4235
abs,Pahang,Raub,2020-01-01,p1,942.3797
abs,Pahang,Raub,2020-01-01,p2,6.9205
abs,Pahang,Raub,2020-01-01,p3,48.7146
abs,Pahang,Raub,2020-01-01,p4,38.3987
abs,Pahang,Raub,2020-01-01,p5,1038.5935
abs,Pahang,Rompin,2015-01-01,p0,3362.5233
abs,Pahang,Rompin,2015-01-01,p1,2314.3164
abs,Pahang,Rompin,2015-01-01,p2,5.5442
abs,Pahang,Rompin,2015-01-01,p3,155.6084
abs,Pahang,Rompin,2015-01-01,p4,29.2711
abs,Pahang,Rompin,2015-01-01,p5,856.0917
abs,Pahang,Rompin,2016-01-01,p0,3238.8382
abs,Pahang,Rompin,2016-01-01,p1,2230.4026
abs,Pahang,Rompin,2016-01-01,p2,
abs,Pahang,Rompin,2016-01-01,p3,153.8904
abs,Pahang,Rompin,2016-01-01,p4,32.4934
abs,Pahang,Rompin,2016-01-01,p5,816.2805
abs,Pahang,Rompin,2017-01-01,p0,3527.4643
abs,Pahang,Rompin,2017-01-01,p1,2450.6135
abs,Pahang,Rompin,2017-01-01,p2,
abs,Pahang,Rompin,2017-01-01,p3,169.7269
abs,Pahang,Rompin,2017-01-01,p4,38.8312
abs,Pahang,Rompin,2017-01-01,p5,862.1893
abs,Pahang,Rompin,2018-01-01,p0,3480.4638
abs,Pahang,Rompin,2018-01-01,p1,2379.8915
abs,Pahang,Rompin,2018-01-01,p2,
abs,Pahang,Rompin,2018-01-01,p3,161.2926
abs,Pahang,Rompin,2018-01-01,p4,28.5286
abs,Pahang,Rompin,2018-01-01,p5,905.6568
abs,Pahang,Rompin,2019-01-01,p0,3672.0361
abs,Pahang,Rompin,2019-01-01,p1,2520.5703
abs,Pahang,Rompin,2019-01-01,p2,
abs,Pahang,Rompin,2019-01-01,p3,168.857
abs,Pahang,Rompin,2019-01-01,p4,28.9304
abs,Pahang,Rompin,2019-01-01,p5,949.4119
abs,Pahang,Rompin,2020-01-01,p0,3593.4472
abs,Pahang,Rompin,2020-01-01,p1,2490.1722
abs,Pahang,Rompin,2020-01-01,p2,
abs,Pahang,Rompin,2020-01-01,p3,165.2962
abs,Pahang,Rompin,2020-01-01,p4,22.5696
abs,Pahang,Rompin,2020-01-01,p5,910.6512
abs,Pahang,Temerloh,2015-01-01,p0,3443.6797
abs,Pahang,Temerloh,2015-01-01,p1,668.1631
abs,Pahang,Temerloh,2015-01-01,p2,25.5264
abs,Pahang,Temerloh,2015-01-01,p3,424.8763
abs,Pahang,Temerloh,2015-01-01,p4,35.6732
abs,Pahang,Temerloh,2015-01-01,p5,2284.6164
abs,Pahang,Temerloh,2016-01-01,p0,3528.0869
abs,Pahang,Temerloh,2016-01-01,p1,593.4277
abs,Pahang,Temerloh,2016-01-01,p2,25.0882
abs,Pahang,Temerloh,2016-01-01,p3,452.9915
abs,Pahang,Temerloh,2016-01-01,p4,38.9705
abs,Pahang,Temerloh,2016-01-01,p5,2411.3492
abs,Pahang,Temerloh,2017-01-01,p0,3768.9172
abs,Pahang,Temerloh,2017-01-01,p1,663.7588
abs,Pahang,Temerloh,2017-01-01,p2,28.8106
abs,Pahang,Temerloh,2017-01-01,p3,476.3767
abs,Pahang,Temerloh,2017-01-01,p4,39.149
abs,Pahang,Temerloh,2017-01-01,p5,2550.034
abs,Pahang,Temerloh,2018-01-01,p0,3928.4304
abs,Pahang,Temerloh,2018-01-01,p1,657.6099
abs,Pahang,Temerloh,2018-01-01,p2,24.1271
abs,Pahang,Temerloh,2018-01-01,p3,514.6292
abs,Pahang,Temerloh,2018-01-01,p4,39.4354
abs,Pahang,Temerloh,2018-01-01,p5,2683.7341
abs,Pahang,Temerloh,2019-01-01,p0,4143.9181
abs,Pahang,Temerloh,2019-01-01,p1,707.8177
abs,Pahang,Temerloh,2019-01-01,p2,28.8782
abs,Pahang,Temerloh,2019-01-01,p3,538.7851
abs,Pahang,Temerloh,2019-01-01,p4,47.9847
abs,Pahang,Temerloh,2019-01-01,p5,2816.2531
abs,Pahang,Temerloh,2020-01-01,p0,4042.3666
abs,Pahang,Temerloh,2020-01-01,p1,689.2652
abs,Pahang,Temerloh,2020-01-01,p2,29.6257
abs,Pahang,Temerloh,2020-01-01,p3,470.9951
abs,Pahang,Temerloh,2020-01-01,p4,37.0754
abs,Pahang,Temerloh,2020-01-01,p5,2810.1432
abs,Perak,Bagan Datuk,2015-01-01,p0,2672.1442
abs,Perak,Bagan Datuk,2015-01-01,p1,1478.8876
abs,Perak,Bagan Datuk,2015-01-01,p2,0.0
abs,Perak,Bagan Datuk,2015-01-01,p3,358.8963
abs,Perak,Bagan Datuk,2015-01-01,p4,14.9012
abs,Perak,Bagan Datuk,2015-01-01,p5,817.6034
abs,Perak,Bagan Datuk,2016-01-01,p0,2650.7971
abs,Perak,Bagan Datuk,2016-01-01,p1,1401.3456
abs,Perak,Bagan Datuk,2016-01-01,p2,0.0
abs,Perak,Bagan Datuk,2016-01-01,p3,381.4429
abs,Perak,Bagan Datuk,2016-01-01,p4,22.8685
abs,Perak,Bagan Datuk,2016-01-01,p5,842.7241
abs,Perak,Bagan Datuk,2017-01-01,p0,2713.3411
abs,Perak,Bagan Datuk,2017-01-01,p1,1363.6377
abs,Perak,Bagan Datuk,2017-01-01,p2,0.0
abs,Perak,Bagan Datuk,2017-01-01,p3,438.3988
abs,Perak,Bagan Datuk,2017-01-01,p4,32.5592
abs,Perak,Bagan Datuk,2017-01-01,p5,875.3231
abs,Perak,Bagan Datuk,2018-01-01,p0,2873.2786
abs,Perak,Bagan Datuk,2018-01-01,p1,1447.7264
abs,Perak,Bagan Datuk,2018-01-01,p2,0.0
abs,Perak,Bagan Datuk,2018-01-01,p3,487.7439
abs,Perak,Bagan Datuk,2018-01-01,p4,22.7468
abs,Perak,Bagan Datuk,2018-01-01,p5,912.1537
abs,Perak,Bagan Datuk,2019-01-01,p0,2879.1491
abs,Perak,Bagan Datuk,2019-01-01,p1,1428.9134
abs,Perak,Bagan Datuk,2019-01-01,p2,0.0
abs,Perak,Bagan Datuk,2019-01-01,p3,499.7203
abs,Perak,Bagan Datuk,2019-01-01,p4,16.2627
abs,Perak,Bagan Datuk,2019-01-01,p5,933.4205
abs,Perak,Bagan Datuk,2020-01-01,p0,2832.4184
abs,Perak,Bagan Datuk,2020-01-01,p1,1432.4579
abs,Perak,Bagan Datuk,2020-01-01,p2,0.0
abs,Perak,Bagan Datuk,2020-01-01,p3,500.0959
abs,Perak,Bagan Datuk,2020-01-01,p4,23.9538
abs,Perak,Bagan Datuk,2020-01-01,p5,874.5174
abs,Perak,Batang Padang,2015-01-01,p0,2456.2272
abs,Perak,Batang Padang,2015-01-01,p1,746.7034
abs,Perak,Batang Padang,2015-01-01,p2,61.7906
abs,Perak,Batang Padang,2015-01-01,p3,223.8073
abs,Perak,Batang Padang,2015-01-01,p4,117.0159
abs,Perak,Batang Padang,2015-01-01,p5,1305.1393
abs,Perak,Batang Padang,2016-01-01,p0,2537.7154
abs,Perak,Batang Padang,2016-01-01,p1,768.3879
abs,Perak,Batang Padang,2016-01-01,p2,71.4057
abs,Perak,Batang Padang,2016-01-01,p3,237.2712
abs,Perak,Batang Padang,2016-01-01,p4,104.6963
abs,Perak,Batang Padang,2016-01-01,p5,1353.7053
abs,Perak,Batang Padang,2017-01-01,p0,2675.2909
abs,Perak,Batang Padang,2017-01-01,p1,869.8951
abs,Perak,Batang Padang,2017-01-01,p2,77.3176
abs,Perak,Batang Padang,2017-01-01,p3,243.2303
abs,Perak,Batang Padang,2017-01-01,p4,70.1738
abs,Perak,Batang Padang,2017-01-01,p5,1411.7299
abs,Perak,Batang Padang,2018-01-01,p0,2746.0995
abs,Perak,Batang Padang,2018-01-01,p1,885.157
abs,Perak,Batang Padang,2018-01-01,p2,81.008
abs,Perak,Batang Padang,2018-01-01,p3,239.9192
abs,Perak,Batang Padang,2018-01-01,p4,53.1051
abs,Perak,Batang Padang,2018-01-01,p5,1484.4523
abs,Perak,Batang Padang,2019-01-01,p0,2846.8633
abs,Perak,Batang Padang,2019-01-01,p1,924.88
abs,Perak,Batang Padang,2019-01-01,p2,92.8312
abs,Perak,Batang Padang,2019-01-01,p3,249.3274
abs,Perak,Batang Padang,2019-01-01,p4,45.9331
abs,Perak,Batang Padang,2019-01-01,p5,1533.1766
abs,Perak,Batang Padang,2020-01-01,p0,2821.8528
abs,Perak,Batang Padang,2020-01-01,p1,961.4363
abs,Perak,Batang Padang,2020-01-01,p2,67.629
abs,Perak,Batang Padang,2020-01-01,p3,247.2099
abs,Perak,Batang Padang,2020-01-01,p4,60.4971
abs,Perak,Batang Padang,2020-01-01,p5,1483.9409
abs,Perak,Hilir Perak,2015-01-01,p0,3344.6567
abs,Perak,Hilir Perak,2015-01-01,p1,693.4978
abs,Perak,Hilir Perak,2015-01-01,p2,
abs,Perak,Hilir Perak,2015-01-01,p3,373.731
abs,Perak,Hilir Perak,2015-01-01,p4,45.7715
abs,Perak,Hilir Perak,2015-01-01,p5,2226.6722
abs,Perak,Hilir Perak,2016-01-01,p0,3396.4839
abs,Perak,Hilir Perak,2016-01-01,p1,625.893
abs,Perak,Hilir Perak,2016-01-01,p2,
abs,Perak,Hilir Perak,2016-01-01,p3,383.7734
abs,Perak,Hilir Perak,2016-01-01,p4,53.0953
abs,Perak,Hilir Perak,2016-01-01,p5,2327.5192
abs,Perak,Hilir Perak,2017-01-01,p0,3657.2737
abs,Perak,Hilir Perak,2017-01-01,p1,741.8415
abs,Perak,Hilir Perak,2017-01-01,p2,
abs,Perak,Hilir Perak,2017-01-01,p3,404.8585
abs,Perak,Hilir Perak,2017-01-01,p4,52.6394
abs,Perak,Hilir Perak,2017-01-01,p5,2449.9777
abs,Perak,Hilir Perak,2018-01-01,p0,3838.8886
abs,Perak,Hilir Perak,2018-01-01,p1,737.5597
abs,Perak,Hilir Perak,2018-01-01,p2,
abs,Perak,Hilir Perak,2018-01-01,p3,433.3924
abs,Perak,Hilir Perak,2018-01-01,p4,69.4076
abs,Perak,Hilir Perak,2018-01-01,p5,2591.3654
abs,Perak,Hilir Perak,2019-01-01,p0,3973.542
abs,Perak,Hilir Perak,2019-01-01,p1,719.4652
abs,Perak,Hilir Perak,2019-01-01,p2,
abs,Perak,Hilir Perak,2019-01-01,p3,442.3678
abs,Perak,Hilir Perak,2019-01-01,p4,61.7801
abs,Perak,Hilir Perak,2019-01-01,p5,2746.9029
abs,Perak,Hilir Perak,2020-01-01,p0,3977.1
abs,Perak,Hilir Perak,2020-01-01,p1,714.0669
abs,Perak,Hilir Perak,2020-01-01,p2,
abs,Perak,Hilir Perak,2020-01-01,p3,475.6254
abs,Perak,Hilir Perak,2020-01-01,p4,73.1607
abs,Perak,Hilir Perak,2020-01-01,p5,2710.3675
abs,Perak,Hulu Perak,2015-01-01,p0,1278.965
abs,Perak,Hulu Perak,2015-01-01,p1,399.9128
abs,Perak,Hulu Perak,2015-01-01,p2,55.8757
abs,Perak,Hulu Perak,2015-01-01,p3,15.0147
abs,Perak,Hulu Perak,2015-01-01,p4,107.2485
abs,Perak,Hulu Perak,2015-01-01,p5,700.3354
abs,Perak,Hulu Perak,2016-01-01,p0,1416.7093
abs,Perak,Hulu Perak,2016-01-01,p1,448.0708
abs,Perak,Hulu Perak,2016-01-01,p2,64.5814
abs,Perak,Hulu Perak,2016-01-01,p3,15.9695
abs,Perak,Hulu Perak,2016-01-01,p4,156.973
abs,Perak,Hulu Perak,2016-01-01,p5,730.3638
abs,Perak,Hulu Perak,2017-01-01,p0,1414.009
abs,Perak,Hulu Perak,2017-01-01,p1,486.0498
abs,Perak,Hulu Perak,2017-01-01,p2,68.8824
abs,Perak,Hulu Perak,2017-01-01,p3,15.2912
abs,Perak,Hulu Perak,2017-01-01,p4,81.7989
abs,Perak,Hulu Perak,2017-01-01,p5,760.9998
abs,Perak,Hulu Perak,2018-01-01,p0,1364.3216
abs,Perak,Hulu Perak,2018-01-01,p1,423.6535
abs,Perak,Hulu Perak,2018-01-01,p2,71.1899
abs,Perak,Hulu Perak,2018-01-01,p3,14.4836
abs,Perak,Hulu Perak,2018-01-01,p4,55.6256
abs,Perak,Hulu Perak,2018-01-01,p5,798.4526
abs,Perak,Hulu Perak,2019-01-01,p0,1373.0208
abs,Perak,Hulu Perak,2019-01-01,p1,419.8186
abs,Perak,Hulu Perak,2019-01-01,p2,77.1923
abs,Perak,Hulu Perak,2019-01-01,p3,13.3377
abs,Perak,Hulu Perak,2019-01-01,p4,41.2126
abs,Perak,Hulu Perak,2019-01-01,p5,821.1926
abs,Perak,Hulu Perak,2020-01-01,p0,1314.3816
abs,Perak,Hulu Perak,2020-01-01,p1,397.2989
abs,Perak,Hulu Perak,2020-01-01,p2,74.0043
abs,Perak,Hulu Perak,2020-01-01,p3,11.5437
abs,Perak,Hulu Perak,2020-01-01,p4,26.6092
abs,Perak,Hulu Perak,2020-01-01,p5,804.5214
abs,Perak,Kampar,2015-01-01,p0,1833.2481
abs,Perak,Kampar,2015-01-01,p1,85.9436
abs,Perak,Kampar,2015-01-01,p2,162.881
abs,Perak,Kampar,2015-01-01,p3,45.4959
abs,Perak,Kampar,2015-01-01,p4,45.3184
abs,Perak,Kampar,2015-01-01,p5,1492.5781
abs,Perak,Kampar,2016-01-01,p0,1931.9896
abs,Perak,Kampar,2016-01-01,p1,92.5171
abs,Perak,Kampar,2016-01-01,p2,194.2982
abs,Perak,Kampar,2016-01-01,p3,46.323
abs,Perak,Kampar,2016-01-01,p4,39.9852
abs,Perak,Kampar,2016-01-01,p5,1557.5652
abs,Perak,Kampar,2017-01-01,p0,1992.7945
abs,Perak,Kampar,2017-01-01,p1,96.5024
abs,Perak,Kampar,2017-01-01,p2,201.4115
abs,Perak,Kampar,2017-01-01,p3,48.9607
abs,Perak,Kampar,2017-01-01,p4,18.4325
abs,Perak,Kampar,2017-01-01,p5,1625.7518
abs,Perak,Kampar,2018-01-01,p0,2086.4352
abs,Perak,Kampar,2018-01-01,p1,105.6911
abs,Perak,Kampar,2018-01-01,p2,211.5639
abs,Perak,Kampar,2018-01-01,p3,51.744
abs,Perak,Kampar,2018-01-01,p4,17.3192
abs,Perak,Kampar,2018-01-01,p5,1698.6145
abs,Perak,Kampar,2019-01-01,p0,2163.4417
abs,Perak,Kampar,2019-01-01,p1,117.0858
abs,Perak,Kampar,2019-01-01,p2,229.2267
abs,Perak,Kampar,2019-01-01,p3,54.3836
abs,Perak,Kampar,2019-01-01,p4,19.2727
abs,Perak,Kampar,2019-01-01,p5,1743.0328
abs,Perak,Kampar,2020-01-01,p0,2073.9911
abs,Perak,Kampar,2020-01-01,p1,112.4912
abs,Perak,Kampar,2020-01-01,p2,208.7405
abs,Perak,Kampar,2020-01-01,p3,52.0355
abs,Perak,Kampar,2020-01-01,p4,23.1653
abs,Perak,Kampar,2020-01-01,p5,1676.8677
abs,Perak,Kerian,2015-01-01,p0,2846.4423
abs,Perak,Kerian,2015-01-01,p1,878.8276
abs,Perak,Kerian,2015-01-01,p2,
abs,Perak,Kerian,2015-01-01,p3,421.6378
abs,Perak,Kerian,2015-01-01,p4,59.221
abs,Perak,Kerian,2015-01-01,p5,1483.7402
abs,Perak,Kerian,2016-01-01,p0,2905.4721
abs,Perak,Kerian,2016-01-01,p1,854.4783
abs,Perak,Kerian,2016-01-01,p2,
abs,Perak,Kerian,2016-01-01,p3,433.5786
abs,Perak,Kerian,2016-01-01,p4,61.5255
abs,Perak,Kerian,2016-01-01,p5,1552.194
abs,Perak,Kerian,2017-01-01,p0,3045.8232
abs,Perak,Kerian,2017-01-01,p1,911.6496
abs,Perak,Kerian,2017-01-01,p2,
abs,Perak,Kerian,2017-01-01,p3,443.276
abs,Perak,Kerian,2017-01-01,p4,59.7512
abs,Perak,Kerian,2017-01-01,p5,1626.4703
abs,Perak,Kerian,2018-01-01,p0,3178.4795
abs,Perak,Kerian,2018-01-01,p1,927.8349
abs,Perak,Kerian,2018-01-01,p2,
abs,Perak,Kerian,2018-01-01,p3,464.1407
abs,Perak,Kerian,2018-01-01,p4,64.7831
abs,Perak,Kerian,2018-01-01,p5,1717.5541
abs,Perak,Kerian,2019-01-01,p0,3294.7268
abs,Perak,Kerian,2019-01-01,p1,947.9617
abs,Perak,Kerian,2019-01-01,p2,
abs,Perak,Kerian,2019-01-01,p3,488.16
abs,Perak,Kerian,2019-01-01,p4,60.4139
abs,Perak,Kerian,2019-01-01,p5,1796.61
abs,Perak,Kerian,2020-01-01,p0,3353.6432
abs,Perak,Kerian,2020-01-01,p1,931.1213
abs,Perak,Kerian,2020-01-01,p2,
abs,Perak,Kerian,2020-01-01,p3,583.1899
abs,Perak,Kerian,2020-01-01,p4,68.7974
abs,Perak,Kerian,2020-01-01,p5,1768.2162
abs,Perak,Kinta,2015-01-01,p0,27429.6307
abs,Perak,Kinta,2015-01-01,p1,852.7676
abs,Perak,Kinta,2015-01-01,p2,49.3743
abs,Perak,Kinta,2015-01-01,p3,6596.3856
abs,Perak,Kinta,2015-01-01,p4,1356.3345
abs,Perak,Kinta,2015-01-01,p5,18533.4986
abs,Perak,Kinta,2016-01-01,p0,29236.1458
abs,Perak,Kinta,2016-01-01,p1,931.7801
abs,Perak,Kinta,2016-01-01,p2,55.2687
abs,Perak,Kinta,2016-01-01,p3,7038.1239
abs,Perak,Kinta,2016-01-01,p4,1373.7158
abs,Perak,Kinta,2016-01-01,p5,19784.3635
abs,Perak,Kinta,2017-01-01,p0,31068.1457
abs,Perak,Kinta,2017-01-01,p1,1066.61
abs,Perak,Kinta,2017-01-01,p2,60.613
abs,Perak,Kinta,2017-01-01,p3,7509.2178
abs,Perak,Kinta,2017-01-01,p4,1304.7765
abs,Perak,Kinta,2017-01-01,p5,21056.9485
abs,Perak,Kinta,2018-01-01,p0,33539.0355
abs,Perak,Kinta,2018-01-01,p1,1055.8148
abs,Perak,Kinta,2018-01-01,p2,65.6876
abs,Perak,Kinta,2018-01-01,p3,8104.368
abs,Perak,Kinta,2018-01-01,p4,1468.4808
abs,Perak,Kinta,2018-01-01,p5,22782.7469
abs,Perak,Kinta,2019-01-01,p0,35203.0695
abs,Perak,Kinta,2019-01-01,p1,1170.0336
abs,Perak,Kinta,2019-01-01,p2,72.7023
abs,Perak,Kinta,2019-01-01,p3,8402.0407
abs,Perak,Kinta,2019-01-01,p4,1647.9385
abs,Perak,Kinta,2019-01-01,p5,23892.0934
abs,Perak,Kinta,2020-01-01,p0,33753.1373
abs,Perak,Kinta,2020-01-01,p1,1214.0051
abs,Perak,Kinta,2020-01-01,p2,54.4185
abs,Perak,Kinta,2020-01-01,p3,8504.1032
abs,Perak,Kinta,2020-01-01,p4,1219.799
abs,Perak,Kinta,2020-01-01,p5,22731.5781
abs,Perak,Kuala Kangsar,2015-01-01,p0,2875.1768
abs,Perak,Kuala Kangsar,2015-01-01,p1,581.8847
abs,Perak,Kuala Kangsar,2015-01-01,p2,
abs,Perak,Kuala Kangsar,2015-01-01,p3,573.2059
abs,Perak,Kuala Kangsar,2015-01-01,p4,67.4113
abs,Perak,Kuala Kangsar,2015-01-01,p5,1648.3455
abs,Perak,Kuala Kangsar,2016-01-01,p0,2960.0869
abs,Perak,Kuala Kangsar,2016-01-01,p1,559.0751
abs,Perak,Kuala Kangsar,2016-01-01,p2,
abs,Perak,Kuala Kangsar,2016-01-01,p3,607.2261
abs,Perak,Kuala Kangsar,2016-01-01,p4,66.891
abs,Perak,Kuala Kangsar,2016-01-01,p5,1721.4047
abs,Perak,Kuala Kangsar,2017-01-01,p0,3150.184
abs,Perak,Kuala Kangsar,2017-01-01,p1,628.8089
abs,Perak,Kuala Kangsar,2017-01-01,p2,
abs,Perak,Kuala Kangsar,2017-01-01,p3,655.1203
abs,Perak,Kuala Kangsar,2017-01-01,p4,34.9388
abs,Perak,Kuala Kangsar,2017-01-01,p5,1824.3641
abs,Perak,Kuala Kangsar,2018-01-01,p0,3223.6834
abs,Perak,Kuala Kangsar,2018-01-01,p1,559.2635
abs,Perak,Kuala Kangsar,2018-01-01,p2,
abs,Perak,Kuala Kangsar,2018-01-01,p3,725.1534
abs,Perak,Kuala Kangsar,2018-01-01,p4,43.9268
abs,Perak,Kuala Kangsar,2018-01-01,p5,1889.2628
abs,Perak,Kuala Kangsar,2019-01-01,p0,3290.1498
abs,Perak,Kuala Kangsar,2019-01-01,p1,570.5079
abs,Perak,Kuala Kangsar,2019-01-01,p2,
abs,Perak,Kuala Kangsar,2019-01-01,p3,710.5833
abs,Perak,Kuala Kangsar,2019-01-01,p4,35.1129
abs,Perak,Kuala Kangsar,2019-01-01,p5,1971.4782
abs,Perak,Kuala Kangsar,2020-01-01,p0,3135.3832
abs,Perak,Kuala Kangsar,2020-01-01,p1,558.9072
abs,Perak,Kuala Kangsar,2020-01-01,p2,
abs,Perak,Kuala Kangsar,2020-01-01,p3,595.0036
abs,Perak,Kuala Kangsar,2020-01-01,p4,29.8567
abs,Perak,Kuala Kangsar,2020-01-01,p5,1948.6924
abs,Perak,Larut Dan Matang,2015-01-01,p0,5714.0299
abs,Perak,Larut Dan Matang,2015-01-01,p1,1089.9688
abs,Perak,Larut Dan Matang,2015-01-01,p2,5.2279
abs,Perak,Larut Dan Matang,2015-01-01,p3,711.607
abs,Perak,Larut Dan Matang,2015-01-01,p4,155.3506
abs,Perak,Larut Dan Matang,2015-01-01,p5,3746.868
abs,Perak,Larut Dan Matang,2016-01-01,p0,5980.0896
abs,Perak,Larut Dan Matang,2016-01-01,p1,1123.2652
abs,Perak,Larut Dan Matang,2016-01-01,p2,6.2317
abs,Perak,Larut Dan Matang,2016-01-01,p3,740.7053
abs,Perak,Larut Dan Matang,2016-01-01,p4,141.5157
abs,Perak,Larut Dan Matang,2016-01-01,p5,3961.9406
abs,Perak,Larut Dan Matang,2017-01-01,p0,6104.1538
abs,Perak,Larut Dan Matang,2017-01-01,p1,1047.9329
abs,Perak,Larut Dan Matang,2017-01-01,p2,6.5235
abs,Perak,Larut Dan Matang,2017-01-01,p3,774.4639
abs,Perak,Larut Dan Matang,2017-01-01,p4,98.2646
abs,Perak,Larut Dan Matang,2017-01-01,p5,4168.4589
abs,Perak,Larut Dan Matang,2018-01-01,p0,6458.3331
abs,Perak,Larut Dan Matang,2018-01-01,p1,1130.0334
