series,state,district,date,sector,value
abs,Sarawak,Pusa,2016-01-01,p2,0.0
abs,Sarawak,Pusa,2016-01-01,p3,
abs,Sarawak,Pusa,2016-01-01,p4,
abs,Sarawak,Pusa,2016-01-01,p5,47.0943
abs,Sarawak,Pusa,2017-01-01,p0,68.3972
abs,Sarawak,Pusa,2017-01-01,p1,16.7498
abs,Sarawak,Pusa,2017-01-01,p2,0.0
abs,Sarawak,Pusa,2017-01-01,p3,
abs,Sarawak,Pusa,2017-01-01,p4,
abs,Sarawak,Pusa,2017-01-01,p5,51.0189
abs,Sarawak,Pusa,2018-01-01,p0,71.9399
abs,Sarawak,Pusa,2018-01-01,p1,16.9573
abs,Sarawak,Pusa,2018-01-01,p2,0.0
abs,Sarawak,Pusa,2018-01-01,p3,
abs,Sarawak,Pusa,2018-01-01,p4,
abs,Sarawak,Pusa,2018-01-01,p5,54.6145
abs,Sarawak,Pusa,2019-01-01,p0,75.6796
abs,Sarawak,Pusa,2019-01-01,p1,17.2459
abs,Sarawak,Pusa,2019-01-01,p2,0.0
abs,Sarawak,Pusa,2019-01-01,p3,
abs,Sarawak,Pusa,2019-01-01,p4,
abs,Sarawak,Pusa,2019-01-01,p5,58.082
abs,Sarawak,Pusa,2020-01-01,p0,72.1176
abs,Sarawak,Pusa,2020-01-01,p1,15.9729
abs,Sarawak,Pusa,2020-01-01,p2,0.0
abs,Sarawak,Pusa,2020-01-01,p3,
abs,Sarawak,Pusa,2020-01-01,p4,
abs,Sarawak,Pusa,2020-01-01,p5,55.6936
abs,Sarawak,Samarahan,2015-01-01,p0,1514.1104
abs,Sarawak,Samarahan,2015-01-01,p1,291.32
abs,Sarawak,Samarahan,2015-01-01,p2,30.0202
abs,Sarawak,Samarahan,2015-01-01,p3,47.3037
abs,Sarawak,Samarahan,2015-01-01,p4,115.6437
abs,Sarawak,Samarahan,2015-01-01,p5,1027.7576
abs,Sarawak,Samarahan,2016-01-01,p0,1529.2762
abs,Sarawak,Samarahan,2016-01-01,p1,300.7654
abs,Sarawak,Samarahan,2016-01-01,p2,27.0325
abs,Sarawak,Samarahan,2016-01-01,p3,46.1308
abs,Sarawak,Samarahan,2016-01-01,p4,88.0508
abs,Sarawak,Samarahan,2016-01-01,p5,1064.8147
abs,Sarawak,Samarahan,2017-01-01,p0,1614.7286
abs,Sarawak,Samarahan,2017-01-01,p1,316.3161
abs,Sarawak,Samarahan,2017-01-01,p2,28.9927
abs,Sarawak,Samarahan,2017-01-01,p3,45.3641
abs,Sarawak,Samarahan,2017-01-01,p4,99.4683
abs,Sarawak,Samarahan,2017-01-01,p5,1121.8923
abs,Sarawak,Samarahan,2018-01-01,p0,1694.8443
abs,Sarawak,Samarahan,2018-01-01,p1,321.5949
abs,Sarawak,Samarahan,2018-01-01,p2,29.1725
abs,Sarawak,Samarahan,2018-01-01,p3,48.7453
abs,Sarawak,Samarahan,2018-01-01,p4,130.1118
abs,Sarawak,Samarahan,2018-01-01,p5,1162.9482
abs,Sarawak,Samarahan,2019-01-01,p0,1791.473
abs,Sarawak,Samarahan,2019-01-01,p1,340.2857
abs,Sarawak,Samarahan,2019-01-01,p2,36.3637
abs,Sarawak,Samarahan,2019-01-01,p3,47.1534
abs,Sarawak,Samarahan,2019-01-01,p4,163.0593
abs,Sarawak,Samarahan,2019-01-01,p5,1203.1582
abs,Sarawak,Samarahan,2020-01-01,p0,1799.7432
abs,Sarawak,Samarahan,2020-01-01,p1,317.7485
abs,Sarawak,Samarahan,2020-01-01,p2,29.8876
abs,Sarawak,Samarahan,2020-01-01,p3,44.7567
abs,Sarawak,Samarahan,2020-01-01,p4,190.0354
abs,Sarawak,Samarahan,2020-01-01,p5,1215.4242
abs,Sarawak,Saratok,2015-01-01,p0,419.8627
abs,Sarawak,Saratok,2015-01-01,p1,252.4559
abs,Sarawak,Saratok,2015-01-01,p2,0.0
abs,Sarawak,Saratok,2015-01-01,p3,13.793
abs,Sarawak,Saratok,2015-01-01,p4,
abs,Sarawak,Saratok,2015-01-01,p5,149.4758
abs,Sarawak,Saratok,2016-01-01,p0,402.2797
abs,Sarawak,Saratok,2016-01-01,p1,230.0656
abs,Sarawak,Saratok,2016-01-01,p2,0.0
abs,Sarawak,Saratok,2016-01-01,p3,13.2643
abs,Sarawak,Saratok,2016-01-01,p4,
abs,Sarawak,Saratok,2016-01-01,p5,156.2795
abs,Sarawak,Saratok,2017-01-01,p0,410.6494
abs,Sarawak,Saratok,2017-01-01,p1,229.753
abs,Sarawak,Saratok,2017-01-01,p2,0.0
abs,Sarawak,Saratok,2017-01-01,p3,13.2039
abs,Sarawak,Saratok,2017-01-01,p4,
abs,Sarawak,Saratok,2017-01-01,p5,164.095
abs,Sarawak,Saratok,2018-01-01,p0,414.3044
abs,Sarawak,Saratok,2018-01-01,p1,221.0299
abs,Sarawak,Saratok,2018-01-01,p2,0.0
abs,Sarawak,Saratok,2018-01-01,p3,13.6789
abs,Sarawak,Saratok,2018-01-01,p4,
abs,Sarawak,Saratok,2018-01-01,p5,175.6119
abs,Sarawak,Saratok,2019-01-01,p0,418.9475
abs,Sarawak,Saratok,2019-01-01,p1,219.958
abs,Sarawak,Saratok,2019-01-01,p2,0.0
abs,Sarawak,Saratok,2019-01-01,p3,10.8779
abs,Sarawak,Saratok,2019-01-01,p4,
abs,Sarawak,Saratok,2019-01-01,p5,185.3961
abs,Sarawak,Saratok,2020-01-01,p0,394.9447
abs,Sarawak,Saratok,2020-01-01,p1,202.9908
abs,Sarawak,Saratok,2020-01-01,p2,0.0
abs,Sarawak,Saratok,2020-01-01,p3,10.2173
abs,Sarawak,Saratok,2020-01-01,p4,
abs,Sarawak,Saratok,2020-01-01,p5,179.8456
abs,Sarawak,Sarikei,2015-01-01,p0,909.7269
abs,Sarawak,Sarikei,2015-01-01,p1,344.2775
abs,Sarawak,Sarikei,2015-01-01,p2,0.0
abs,Sarawak,Sarikei,2015-01-01,p3,60.9605
abs,Sarawak,Sarikei,2015-01-01,p4,64.4119
abs,Sarawak,Sarikei,2015-01-01,p5,438.56
abs,Sarawak,Sarikei,2016-01-01,p0,894.13
abs,Sarawak,Sarikei,2016-01-01,p1,343.5358
abs,Sarawak,Sarikei,2016-01-01,p2,0.0
abs,Sarawak,Sarikei,2016-01-01,p3,60.181
abs,Sarawak,Sarikei,2016-01-01,p4,32.8787
abs,Sarawak,Sarikei,2016-01-01,p5,455.8246
abs,Sarawak,Sarikei,2017-01-01,p0,933.9916
abs,Sarawak,Sarikei,2017-01-01,p1,353.2898
abs,Sarawak,Sarikei,2017-01-01,p2,0.0
abs,Sarawak,Sarikei,2017-01-01,p3,53.8665
abs,Sarawak,Sarikei,2017-01-01,p4,45.6471
abs,Sarawak,Sarikei,2017-01-01,p5,479.4793
abs,Sarawak,Sarikei,2018-01-01,p0,947.3318
abs,Sarawak,Sarikei,2018-01-01,p1,342.657
abs,Sarawak,Sarikei,2018-01-01,p2,0.0
abs,Sarawak,Sarikei,2018-01-01,p3,52.0579
abs,Sarawak,Sarikei,2018-01-01,p4,45.6977
abs,Sarawak,Sarikei,2018-01-01,p5,505.458
abs,Sarawak,Sarikei,2019-01-01,p0,1015.383
abs,Sarawak,Sarikei,2019-01-01,p1,377.8283
abs,Sarawak,Sarikei,2019-01-01,p2,0.0
abs,Sarawak,Sarikei,2019-01-01,p3,56.2399
abs,Sarawak,Sarikei,2019-01-01,p4,52.2153
abs,Sarawak,Sarikei,2019-01-01,p5,528.1301
abs,Sarawak,Sarikei,2020-01-01,p0,996.1886
abs,Sarawak,Sarikei,2020-01-01,p1,367.8374
abs,Sarawak,Sarikei,2020-01-01,p2,0.0
abs,Sarawak,Sarikei,2020-01-01,p3,47.7295
abs,Sarawak,Sarikei,2020-01-01,p4,62.7848
abs,Sarawak,Sarikei,2020-01-01,p5,516.6512
abs,Sarawak,Sebauh,2015-01-01,p0,399.1531
abs,Sarawak,Sebauh,2015-01-01,p1,272.9165
abs,Sarawak,Sebauh,2015-01-01,p2,0.0
abs,Sarawak,Sebauh,2015-01-01,p3,0.0
abs,Sarawak,Sebauh,2015-01-01,p4,
abs,Sarawak,Sebauh,2015-01-01,p5,125.5918
abs,Sarawak,Sebauh,2016-01-01,p0,382.1771
abs,Sarawak,Sebauh,2016-01-01,p1,253.1199
abs,Sarawak,Sebauh,2016-01-01,p2,0.0
abs,Sarawak,Sebauh,2016-01-01,p3,0.0
abs,Sarawak,Sebauh,2016-01-01,p4,
abs,Sarawak,Sebauh,2016-01-01,p5,128.3981
abs,Sarawak,Sebauh,2017-01-01,p0,416.0057
abs,Sarawak,Sebauh,2017-01-01,p1,281.2588
abs,Sarawak,Sebauh,2017-01-01,p2,0.0
abs,Sarawak,Sebauh,2017-01-01,p3,0.0
abs,Sarawak,Sebauh,2017-01-01,p4,
abs,Sarawak,Sebauh,2017-01-01,p5,134.0248
abs,Sarawak,Sebauh,2018-01-01,p0,430.9687
abs,Sarawak,Sebauh,2018-01-01,p1,288.7989
abs,Sarawak,Sebauh,2018-01-01,p2,0.0
abs,Sarawak,Sebauh,2018-01-01,p3,0.0
abs,Sarawak,Sebauh,2018-01-01,p4,
abs,Sarawak,Sebauh,2018-01-01,p5,141.5648
abs,Sarawak,Sebauh,2019-01-01,p0,426.5419
abs,Sarawak,Sebauh,2019-01-01,p1,279.8048
abs,Sarawak,Sebauh,2019-01-01,p2,0.0
abs,Sarawak,Sebauh,2019-01-01,p3,0.0
abs,Sarawak,Sebauh,2019-01-01,p4,
abs,Sarawak,Sebauh,2019-01-01,p5,146.2291
abs,Sarawak,Sebauh,2020-01-01,p0,424.2084
abs,Sarawak,Sebauh,2020-01-01,p1,277.3588
abs,Sarawak,Sebauh,2020-01-01,p2,0.0
abs,Sarawak,Sebauh,2020-01-01,p3,0.0
abs,Sarawak,Sebauh,2020-01-01,p4,
abs,Sarawak,Sebauh,2020-01-01,p5,146.2146
abs,Sarawak,Selangau,2015-01-01,p0,189.1941
abs,Sarawak,Selangau,2015-01-01,p1,104.4542
abs,Sarawak,Selangau,2015-01-01,p2,0.0
abs,Sarawak,Selangau,2015-01-01,p3,
abs,Sarawak,Selangau,2015-01-01,p4,
abs,Sarawak,Selangau,2015-01-01,p5,79.6775
abs,Sarawak,Selangau,2016-01-01,p0,189.3524
abs,Sarawak,Selangau,2016-01-01,p1,102.5104
abs,Sarawak,Selangau,2016-01-01,p2,0.0
abs,Sarawak,Selangau,2016-01-01,p3,
abs,Sarawak,Selangau,2016-01-01,p4,
abs,Sarawak,Selangau,2016-01-01,p5,81.9011
abs,Sarawak,Selangau,2017-01-01,p0,205.5973
abs,Sarawak,Selangau,2017-01-01,p1,113.7308
abs,Sarawak,Selangau,2017-01-01,p2,0.0
abs,Sarawak,Selangau,2017-01-01,p3,
abs,Sarawak,Selangau,2017-01-01,p4,
abs,Sarawak,Selangau,2017-01-01,p5,86.7741
abs,Sarawak,Selangau,2018-01-01,p0,214.9673
abs,Sarawak,Selangau,2018-01-01,p1,118.0206
abs,Sarawak,Selangau,2018-01-01,p2,0.0
abs,Sarawak,Selangau,2018-01-01,p3,
abs,Sarawak,Selangau,2018-01-01,p4,
abs,Sarawak,Selangau,2018-01-01,p5,92.5497
abs,Sarawak,Selangau,2019-01-01,p0,220.4995
abs,Sarawak,Selangau,2019-01-01,p1,119.8331
abs,Sarawak,Selangau,2019-01-01,p2,0.0
abs,Sarawak,Selangau,2019-01-01,p3,
abs,Sarawak,Selangau,2019-01-01,p4,
abs,Sarawak,Selangau,2019-01-01,p5,97.8226
abs,Sarawak,Selangau,2020-01-01,p0,209.3725
abs,Sarawak,Selangau,2020-01-01,p1,113.516
abs,Sarawak,Selangau,2020-01-01,p2,0.0
abs,Sarawak,Selangau,2020-01-01,p3,
abs,Sarawak,Selangau,2020-01-01,p4,
abs,Sarawak,Selangau,2020-01-01,p5,92.441
abs,Sarawak,Serian,2015-01-01,p0,788.6948
abs,Sarawak,Serian,2015-01-01,p1,321.5928
abs,Sarawak,Serian,2015-01-01,p2,7.5783
abs,Sarawak,Serian,2015-01-01,p3,7.9967
abs,Sarawak,Serian,2015-01-01,p4,
abs,Sarawak,Serian,2015-01-01,p5,446.0898
abs,Sarawak,Serian,2016-01-01,p0,825.6191
abs,Sarawak,Serian,2016-01-01,p1,338.7598
abs,Sarawak,Serian,2016-01-01,p2,8.0899
abs,Sarawak,Serian,2016-01-01,p3,7.7644
abs,Sarawak,Serian,2016-01-01,p4,5.9703
abs,Sarawak,Serian,2016-01-01,p5,463.5961
abs,Sarawak,Serian,2017-01-01,p0,856.5586
abs,Sarawak,Serian,2017-01-01,p1,351.2418
abs,Sarawak,Serian,2017-01-01,p2,8.3313
abs,Sarawak,Serian,2017-01-01,p3,8.1691
abs,Sarawak,Serian,2017-01-01,p4,
abs,Sarawak,Serian,2017-01-01,p5,483.64
abs,Sarawak,Serian,2018-01-01,p0,889.8186
abs,Sarawak,Serian,2018-01-01,p1,355.9911
abs,Sarawak,Serian,2018-01-01,p2,8.4241
abs,Sarawak,Serian,2018-01-01,p3,8.6021
abs,Sarawak,Serian,2018-01-01,p4,
abs,Sarawak,Serian,2018-01-01,p5,510.653
abs,Sarawak,Serian,2019-01-01,p0,939.3696
abs,Sarawak,Serian,2019-01-01,p1,378.936
abs,Sarawak,Serian,2019-01-01,p2,9.3449
abs,Sarawak,Serian,2019-01-01,p3,9.8789
abs,Sarawak,Serian,2019-01-01,p4,6.5884
abs,Sarawak,Serian,2019-01-01,p5,533.8089
abs,Sarawak,Serian,2020-01-01,p0,932.9665
abs,Sarawak,Serian,2020-01-01,p1,381.0677
abs,Sarawak,Serian,2020-01-01,p2,8.3499
abs,Sarawak,Serian,2020-01-01,p3,9.3966
abs,Sarawak,Serian,2020-01-01,p4,7.2583
abs,Sarawak,Serian,2020-01-01,p5,525.8856
abs,Sarawak,Sibu,2015-01-01,p0,8439.4633
abs,Sarawak,Sibu,2015-01-01,p1,2191.2302
abs,Sarawak,Sibu,2015-01-01,p2,21.4125
abs,Sarawak,Sibu,2015-01-01,p3,937.8222
abs,Sarawak,Sibu,2015-01-01,p4,147.8066
abs,Sarawak,Sibu,2015-01-01,p5,5116.462
abs,Sarawak,Sibu,2016-01-01,p0,8889.2803
abs,Sarawak,Sibu,2016-01-01,p1,2324.3908
abs,Sarawak,Sibu,2016-01-01,p2,26.3905
abs,Sarawak,Sibu,2016-01-01,p3,916.9458
abs,Sarawak,Sibu,2016-01-01,p4,134.0134
abs,Sarawak,Sibu,2016-01-01,p5,5459.0768
abs,Sarawak,Sibu,2017-01-01,p0,8844.3479
abs,Sarawak,Sibu,2017-01-01,p1,1986.8974
abs,Sarawak,Sibu,2017-01-01,p2,32.1085
abs,Sarawak,Sibu,2017-01-01,p3,920.9541
abs,Sarawak,Sibu,2017-01-01,p4,136.7902
abs,Sarawak,Sibu,2017-01-01,p5,5737.442
abs,Sarawak,Sibu,2018-01-01,p0,9069.6608
abs,Sarawak,Sibu,2018-01-01,p1,1810.1329
abs,Sarawak,Sibu,2018-01-01,p2,31.5109
abs,Sarawak,Sibu,2018-01-01,p3,886.1249
abs,Sarawak,Sibu,2018-01-01,p4,179.6801
abs,Sarawak,Sibu,2018-01-01,p5,6136.0855
abs,Sarawak,Sibu,2019-01-01,p0,9272.3213
abs,Sarawak,Sibu,2019-01-01,p1,1658.3983
abs,Sarawak,Sibu,2019-01-01,p2,40.123
abs,Sarawak,Sibu,2019-01-01,p3,942.1466
abs,Sarawak,Sibu,2019-01-01,p4,165.9642
abs,Sarawak,Sibu,2019-01-01,p5,6447.8527
abs,Sarawak,Sibu,2020-01-01,p0,8279.2334
abs,Sarawak,Sibu,2020-01-01,p1,1200.7154
abs,Sarawak,Sibu,2020-01-01,p2,33.7484
abs,Sarawak,Sibu,2020-01-01,p3,808.5525
abs,Sarawak,Sibu,2020-01-01,p4,197.471
abs,Sarawak,Sibu,2020-01-01,p5,6017.187
abs,Sarawak,Simunjan,2015-01-01,p0,475.5404
abs,Sarawak,Simunjan,2015-01-01,p1,283.3964
abs,Sarawak,Simunjan,2015-01-01,p2,0.0
abs,Sarawak,Simunjan,2015-01-01,p3,6.6222
abs,Sarawak,Simunjan,2015-01-01,p4,38.838
abs,Sarawak,Simunjan,2015-01-01,p5,146.2757
abs,Sarawak,Simunjan,2016-01-01,p0,485.3598
abs,Sarawak,Simunjan,2016-01-01,p1,292.9755
abs,Sarawak,Simunjan,2016-01-01,p2,0.0
abs,Sarawak,Simunjan,2016-01-01,p3,6.4086
abs,Sarawak,Simunjan,2016-01-01,p4,30.6345
abs,Sarawak,Simunjan,2016-01-01,p5,154.8413
abs,Sarawak,Simunjan,2017-01-01,p0,502.7389
abs,Sarawak,Simunjan,2017-01-01,p1,319.6948
abs,Sarawak,Simunjan,2017-01-01,p2,0.0
abs,Sarawak,Simunjan,2017-01-01,p3,6.356
abs,Sarawak,Simunjan,2017-01-01,p4,12.9196
abs,Sarawak,Simunjan,2017-01-01,p5,163.2164
abs,Sarawak,Simunjan,2018-01-01,p0,503.2492
abs,Sarawak,Simunjan,2018-01-01,p1,319.4616
abs,Sarawak,Simunjan,2018-01-01,p2,0.0
abs,Sarawak,Simunjan,2018-01-01,p3,6.8101
abs,Sarawak,Simunjan,2018-01-01,p4,
abs,Sarawak,Simunjan,2018-01-01,p5,173.6264
abs,Sarawak,Simunjan,2019-01-01,p0,538.1683
abs,Sarawak,Simunjan,2019-01-01,p1,346.3184
abs,Sarawak,Simunjan,2019-01-01,p2,0.0
abs,Sarawak,Simunjan,2019-01-01,p3,6.3349
abs,Sarawak,Simunjan,2019-01-01,p4,
abs,Sarawak,Simunjan,2019-01-01,p5,181.6691
abs,Sarawak,Simunjan,2020-01-01,p0,524.5008
abs,Sarawak,Simunjan,2020-01-01,p1,331.1812
abs,Sarawak,Simunjan,2020-01-01,p2,0.0
abs,Sarawak,Simunjan,2020-01-01,p3,5.9097
abs,Sarawak,Simunjan,2020-01-01,p4,
abs,Sarawak,Simunjan,2020-01-01,p5,182.3852
abs,Sarawak,Song,2015-01-01,p0,255.4559
abs,Sarawak,Song,2015-01-01,p1,204.7239
abs,Sarawak,Song,2015-01-01,p2,0.0
abs,Sarawak,Song,2015-01-01,p3,0.0
abs,Sarawak,Song,2015-01-01,p4,
abs,Sarawak,Song,2015-01-01,p5,47.4024
abs,Sarawak,Song,2016-01-01,p0,259.4727
abs,Sarawak,Song,2016-01-01,p1,207.4587
abs,Sarawak,Song,2016-01-01,p2,0.0
abs,Sarawak,Song,2016-01-01,p3,0.0
abs,Sarawak,Song,2016-01-01,p4,
abs,Sarawak,Song,2016-01-01,p5,48.6261
abs,Sarawak,Song,2017-01-01,p0,271.4603
abs,Sarawak,Song,2017-01-01,p1,215.4701
abs,Sarawak,Song,2017-01-01,p2,0.0
abs,Sarawak,Song,2017-01-01,p3,0.0
abs,Sarawak,Song,2017-01-01,p4,
abs,Sarawak,Song,2017-01-01,p5,52.081
abs,Sarawak,Song,2018-01-01,p0,297.7527
abs,Sarawak,Song,2018-01-01,p1,241.3281
abs,Sarawak,Song,2018-01-01,p2,0.0
abs,Sarawak,Song,2018-01-01,p3,0.0
abs,Sarawak,Song,2018-01-01,p4,
abs,Sarawak,Song,2018-01-01,p5,56.1304
abs,Sarawak,Song,2019-01-01,p0,322.476
abs,Sarawak,Song,2019-01-01,p1,262.8824
abs,Sarawak,Song,2019-01-01,p2,0.0
abs,Sarawak,Song,2019-01-01,p3,0.0
abs,Sarawak,Song,2019-01-01,p4,
abs,Sarawak,Song,2019-01-01,p5,59.2509
abs,Sarawak,Song,2020-01-01,p0,312.3489
abs,Sarawak,Song,2020-01-01,p1,254.7434
abs,Sarawak,Song,2020-01-01,p2,0.0
abs,Sarawak,Song,2020-01-01,p3,0.0
abs,Sarawak,Song,2020-01-01,p4,
abs,Sarawak,Song,2020-01-01,p5,57.1576
abs,Sarawak,Sri Aman,2015-01-01,p0,677.9128
abs,Sarawak,Sri Aman,2015-01-01,p1,297.1163
abs,Sarawak,Sri Aman,2015-01-01,p2,
abs,Sarawak,Sri Aman,2015-01-01,p3,6.6966
abs,Sarawak,Sri Aman,2015-01-01,p4,39.7726
abs,Sarawak,Sri Aman,2015-01-01,p5,329.4425
abs,Sarawak,Sri Aman,2016-01-01,p0,693.4789
abs,Sarawak,Sri Aman,2016-01-01,p1,299.0924
abs,Sarawak,Sri Aman,2016-01-01,p2,5.5517
abs,Sarawak,Sri Aman,2016-01-01,p3,7.3408
abs,Sarawak,Sri Aman,2016-01-01,p4,38.9244
abs,Sarawak,Sri Aman,2016-01-01,p5,341.6491
abs,Sarawak,Sri Aman,2017-01-01,p0,743.9025
abs,Sarawak,Sri Aman,2017-01-01,p1,344.4611
abs,Sarawak,Sri Aman,2017-01-01,p2,5.1466
abs,Sarawak,Sri Aman,2017-01-01,p3,6.7554
abs,Sarawak,Sri Aman,2017-01-01,p4,21.8308
abs,Sarawak,Sri Aman,2017-01-01,p5,364.7405
abs,Sarawak,Sri Aman,2018-01-01,p0,779.8345
abs,Sarawak,Sri Aman,2018-01-01,p1,358.3442
abs,Sarawak,Sri Aman,2018-01-01,p2,
abs,Sarawak,Sri Aman,2018-01-01,p3,6.9508
abs,Sarawak,Sri Aman,2018-01-01,p4,20.327
abs,Sarawak,Sri Aman,2018-01-01,p5,388.563
abs,Sarawak,Sri Aman,2019-01-01,p0,794.8345
abs,Sarawak,Sri Aman,2019-01-01,p1,355.8831
abs,Sarawak,Sri Aman,2019-01-01,p2,5.7284
abs,Sarawak,Sri Aman,2019-01-01,p3,6.6673
abs,Sarawak,Sri Aman,2019-01-01,p4,21.7029
abs,Sarawak,Sri Aman,2019-01-01,p5,404.2774
abs,Sarawak,Sri Aman,2020-01-01,p0,783.9634
abs,Sarawak,Sri Aman,2020-01-01,p1,345.8105
abs,Sarawak,Sri Aman,2020-01-01,p2,5.3293
abs,Sarawak,Sri Aman,2020-01-01,p3,6.173
abs,Sarawak,Sri Aman,2020-01-01,p4,21.4538
abs,Sarawak,Sri Aman,2020-01-01,p5,404.4775
abs,Sarawak,Subis,2015-01-01,p0,857.0191
abs,Sarawak,Subis,2015-01-01,p1,669.8214
abs,Sarawak,Subis,2015-01-01,p2,0.0
abs,Sarawak,Subis,2015-01-01,p3,6.6017
abs,Sarawak,Subis,2015-01-01,p4,
abs,Sarawak,Subis,2015-01-01,p5,179.6875
abs,Sarawak,Subis,2016-01-01,p0,807.4471
abs,Sarawak,Subis,2016-01-01,p1,613.756
abs,Sarawak,Subis,2016-01-01,p2,0.0
abs,Sarawak,Subis,2016-01-01,p3,6.9598
abs,Sarawak,Subis,2016-01-01,p4,
abs,Sarawak,Subis,2016-01-01,p5,185.7379
abs,Sarawak,Subis,2017-01-01,p0,895.455
abs,Sarawak,Subis,2017-01-01,p1,695.3026
abs,Sarawak,Subis,2017-01-01,p2,0.0
abs,Sarawak,Subis,2017-01-01,p3,6.8836
abs,Sarawak,Subis,2017-01-01,p4,
abs,Sarawak,Subis,2017-01-01,p5,192.1555
abs,Sarawak,Subis,2018-01-01,p0,920.2411
abs,Sarawak,Subis,2018-01-01,p1,713.2466
abs,Sarawak,Subis,2018-01-01,p2,0.0
abs,Sarawak,Subis,2018-01-01,p3,7.3011
abs,Sarawak,Subis,2018-01-01,p4,
abs,Sarawak,Subis,2018-01-01,p5,198.7977
abs,Sarawak,Subis,2019-01-01,p0,903.1508
abs,Sarawak,Subis,2019-01-01,p1,694.3536
abs,Sarawak,Subis,2019-01-01,p2,0.0
abs,Sarawak,Subis,2019-01-01,p3,7.14
abs,Sarawak,Subis,2019-01-01,p4,
abs,Sarawak,Subis,2019-01-01,p5,200.9793
abs,Sarawak,Subis,2020-01-01,p0,867.81
abs,Sarawak,Subis,2020-01-01,p1,668.9513
abs,Sarawak,Subis,2020-01-01,p2,0.0
abs,Sarawak,Subis,2020-01-01,p3,6.7711
abs,Sarawak,Subis,2020-01-01,p4,
abs,Sarawak,Subis,2020-01-01,p5,191.1886
abs,Sarawak,Supra,2015-01-01,p0,28885.188
abs,Sarawak,Supra,2015-01-01,p1,0.0
abs,Sarawak,Supra,2015-01-01,p2,28885.188
abs,Sarawak,Supra,2015-01-01,p3,0.0
abs,Sarawak,Supra,2015-01-01,p4,0.0
abs,Sarawak,Supra,2015-01-01,p5,0.0
abs,Sarawak,Supra,2016-01-01,p0,28151.4315
abs,Sarawak,Supra,2016-01-01,p1,0.0
abs,Sarawak,Supra,2016-01-01,p2,28151.4315
abs,Sarawak,Supra,2016-01-01,p3,0.0
abs,Sarawak,Supra,2016-01-01,p4,0.0
abs,Sarawak,Supra,2016-01-01,p5,0.0
abs,Sarawak,Supra,2017-01-01,p0,29008.5142
abs,Sarawak,Supra,2017-01-01,p1,0.0
abs,Sarawak,Supra,2017-01-01,p2,29008.5142
abs,Sarawak,Supra,2017-01-01,p3,0.0
abs,Sarawak,Supra,2017-01-01,p4,0.0
abs,Sarawak,Supra,2017-01-01,p5,0.0
abs,Sarawak,Supra,2018-01-01,p0,28450.8906
abs,Sarawak,Supra,2018-01-01,p1,0.0
abs,Sarawak,Supra,2018-01-01,p2,28450.8906
abs,Sarawak,Supra,2018-01-01,p3,0.0
abs,Sarawak,Supra,2018-01-01,p4,0.0
abs,Sarawak,Supra,2018-01-01,p5,0.0
abs,Sarawak,Supra,2019-01-01,p0,28630.8154
abs,Sarawak,Supra,2019-01-01,p1,0.0
abs,Sarawak,Supra,2019-01-01,p2,28630.8154
abs,Sarawak,Supra,2019-01-01,p3,0.0
abs,Sarawak,Supra,2019-01-01,p4,0.0
abs,Sarawak,Supra,2019-01-01,p5,0.0
abs,Sarawak,Supra,2020-01-01,p0,27408.8001
abs,Sarawak,Supra,2020-01-01,p1,0.0
abs,Sarawak,Supra,2020-01-01,p2,27408.8001
abs,Sarawak,Supra,2020-01-01,p3,0.0
abs,Sarawak,Supra,2020-01-01,p4,0.0
abs,Sarawak,Supra,2020-01-01,p5,0.0
abs,Sarawak,Tanjung Manis,2015-01-01,p0,160.4056
abs,Sarawak,Tanjung Manis,2015-01-01,p1,86.2177
abs,Sarawak,Tanjung Manis,2015-01-01,p2,0.0
abs,Sarawak,Tanjung Manis,2015-01-01,p3,
abs,Sarawak,Tanjung Manis,2015-01-01,p4,28.4804
abs,Sarawak,Tanjung Manis,2015-01-01,p5,44.9235
abs,Sarawak,Tanjung Manis,2016-01-01,p0,155.9356
abs,Sarawak,Tanjung Manis,2016-01-01,p1,85.5583
abs,Sarawak,Tanjung Manis,2016-01-01,p2,0.0
abs,Sarawak,Tanjung Manis,2016-01-01,p3,
abs,Sarawak,Tanjung Manis,2016-01-01,p4,23.0694
abs,Sarawak,Tanjung Manis,2016-01-01,p5,46.5225
abs,Sarawak,Tanjung Manis,2017-01-01,p0,163.0151
abs,Sarawak,Tanjung Manis,2017-01-01,p1,95.1217
abs,Sarawak,Tanjung Manis,2017-01-01,p2,0.0
abs,Sarawak,Tanjung Manis,2017-01-01,p3,
abs,Sarawak,Tanjung Manis,2017-01-01,p4,17.1956
abs,Sarawak,Tanjung Manis,2017-01-01,p5,49.879
abs,Sarawak,Tanjung Manis,2018-01-01,p0,177.0753
abs,Sarawak,Tanjung Manis,2018-01-01,p1,103.4887
abs,Sarawak,Tanjung Manis,2018-01-01,p2,0.0
abs,Sarawak,Tanjung Manis,2018-01-01,p3,
abs,Sarawak,Tanjung Manis,2018-01-01,p4,18.7625
abs,Sarawak,Tanjung Manis,2018-01-01,p5,54.0
abs,Sarawak,Tanjung Manis,2019-01-01,p0,174.0304
abs,Sarawak,Tanjung Manis,2019-01-01,p1,99.4724
abs,Sarawak,Tanjung Manis,2019-01-01,p2,0.0
abs,Sarawak,Tanjung Manis,2019-01-01,p3,
