date,rate_type,USD,EUR,JPY,GBP,SGD,AUD,CAD
2017-09-20,buying,4.159,4.9922,0.037239,5.6335,3.0787,3.3208,3.376
2017-09-20,selling,4.214,5.0486,0.037794,5.692,3.1345,3.3756,3.4317
2017-09-21,buying,4.165,4.949,0.036939,5.6282,3.0737,3.3306,3.3668
2017-09-21,selling,4.22,5.0067,0.03749,5.6866,3.1286,3.3855,3.4222
2017-09-25,buying,4.157,4.9647,0.036931,5.6304,3.0784,3.3054,3.3617
2017-09-25,selling,4.211,5.0211,0.03747,5.6875,3.1325,3.3594,3.4152
2017-09-26,buying,4.175,4.955,0.037359,5.6388,3.0816,3.3054,3.3669
2017-09-26,selling,4.23,5.0126,0.037907,5.698,3.1355,3.3602,3.4212
2017-09-27,buying,4.184,4.9341,0.037168,5.6349,3.0763,3.2881,3.378
2017-09-27,selling,4.237,4.9889,0.037698,5.6893,3.1297,3.3413,3.4315
2017-09-28,buying,4.206,4.9288,0.03716,5.6215,3.0821,3.2788,3.354
2017-09-28,selling,4.231,4.9738,0.03761,5.6715,3.1241,3.3238,3.399
2017-09-29,buying,4.209,4.9517,0.03727,5.6403,3.0871,3.2908,3.3708
2017-09-29,selling,4.234,4.9967,0.03772,5.6903,3.1291,3.3358,3.4158
2017-10-02,buying,4.212,4.9607,0.03725,5.6283,3.0875,3.2885,3.3612
2017-10-02,selling,4.237,5.0057,0.0377,5.6783,3.1295,3.3335,3.4062
2017-10-03,buying,4.221,4.9451,0.037337,5.5895,3.0859,3.2914,3.3597
2017-10-03,selling,4.246,4.9901,0.037787,5.6395,3.1279,3.3364,3.4047
2017-10-04,buying,4.21,4.9419,0.037222,5.5681,3.0823,3.2891,3.3601
2017-10-04,selling,4.235,4.9869,0.037672,5.6181,3.1243,3.3341,3.4051
2017-10-05,buying,4.212,4.9421,0.03723,5.5632,3.0799,3.286,3.3601
2017-10-05,selling,4.237,4.9871,0.03768,5.6132,3.1219,3.331,3.4051
2017-10-06,buying,4.217,4.9286,0.037248,5.5131,3.0781,3.27,3.3407
2017-10-06,selling,4.242,4.9736,0.037698,5.5631,3.1201,3.315,3.3857
2017-10-09,buying,4.213,4.9391,0.037302,5.5006,3.075,3.264,3.3469
2017-10-09,selling,4.238,4.9841,0.037752,5.5506,3.117,3.309,3.3919
2017-10-10,buying,4.21,4.9377,0.037196,5.5233,3.0803,3.257,3.3431
2017-10-10,selling,4.235,4.9827,0.037646,5.5733,3.1223,3.302,3.3881
2017-10-11,buying,4.197,4.9553,0.037263,5.5366,3.0872,3.2583,3.3446
2017-10-11,selling,4.222,5.0003,0.037713,5.5866,3.1292,3.3033,3.3896
2017-10-12,buying,4.195,4.971,0.037209,5.5466,3.0887,3.2613,3.3579
2017-10-12,selling,4.22,5.016,0.037659,5.564,3.1307,3.3063,3.4029
2017-10-13,buying,4.201,4.9701,0.037343,5.5663,3.091,3.2778,3.3562
2017-10-13,selling,4.226,5.0151,0.037793,5.6163,3.133,3.3228,3.4012
2017-10-16,buying,4.198,4.9535,0.037403,5.5712,3.098,3.2961,3.3508
2017-10-16,selling,4.223,4.9985,0.037853,5.6212,3.14,3.3411,3.3958
2017-10-17,buying,4.201,4.9448,0.037306,5.5545,3.0924,3.2816,3.3408
2017-10-17,selling,4.226,4.9898,0.037756,5.6045,3.1344,3.3266,3.3858
2017-10-19,buying,4.203,4.9548,0.037101,5.5445,3.087,3.292,3.36
2017-10-19,selling,4.228,4.9998,0.037551,5.5945,3.129,3.337,3.405
2017-10-20,buying,4.2095,4.965,0.037052,5.5083,3.0858,3.2874,3.3516
2017-10-20,selling,4.2345,5.01,0.037502,5.5583,3.1278,3.3324,3.3966
2017-10-23,buying,4.212,4.9443,0.036822,5.5399,3.0777,3.2733,3.3186
2017-10-23,selling,4.237,4.9893,0.037272,5.5899,3.1197,3.3183,3.3636
2017-10-24,buying,4.214,4.9458,0.037049,5.554,3.086,3.2791,3.3221
2017-10-24,selling,4.239,4.9908,0.037499,5.604,3.128,3.3241,3.3671
2017-10-25,buying,4.219,4.9512,0.036916,5.5271,3.0823,3.253,3.3141
2017-10-25,selling,4.244,4.9962,0.037366,5.5771,3.1243,3.298,3.3591
2017-10-26,buying,4.216,4.9739,0.036969,5.5833,3.0883,3.2341,3.2805
2017-10-26,selling,4.241,5.0189,0.037419,5.6333,3.1303,3.2791,3.3255
2017-10-27,buying,4.225,4.9087,0.036897,5.5367,3.0788,3.2161,3.2692
2017-10-27,selling,4.25,4.9537,0.037347,5.5867,3.1208,3.2611,3.3142
2017-10-30,buying,4.225,4.8934,0.037005,5.5384,3.0813,3.2271,3.2792
2017-10-30,selling,4.25,4.9384,0.037455,5.5884,3.1233,3.2721,3.3242
2017-10-31,buying,4.217,4.9015,0.037162,5.5571,3.6711,3.2264,3.2727
2017-10-31,selling,4.242,4.9465,0.037612,5.6071,3.1277,3.2714,3.3177
2017-11-01,buying,4.217,4.9023,0.036948,5.5914,3.0822,3.2133,3.2559
2017-11-01,selling,4.242,4.9473,0.037398,5.6414,3.1242,3.2583,3.3009
2017-11-02,buying,4.213,4.8926,0.036821,5.5772,3.0861,3.2221,3.2604
2017-11-02,selling,4.238,4.9376,0.037271,5.6272,3.1281,3.2671,3.3054
2017-11-03,buying,4.212,4.9037,0.036813,5.4871,3.0868,3.226,3.2753
2017-11-03,selling,4.237,4.9487,0.037263,5.5371,3.1288,3.271,3.3203
2017-11-06,buying,4.212,4.9037,0.036813,5.4871,3.0868,3.226,3.2755
2017-11-06,selling,4.237,4.9487,0.037263,5.5371,3.1288,3.271,3.3203
2017-11-07,buying,4.207,4.8776,0.03686,5.5291,3.0788,3.2217,3.2957
2017-11-07,selling,4.232,4.9226,0.03731,5.5791,3.1208,3.2667,3.3407
2017-11-08,buying,4.211,4.8759,0.036879,5.5348,3.0762,3.2092,3.2854
2017-11-08,selling,4.236,4.9209,0.037329,5.5848,3.1182,3.2542,3.3304
2017-11-09,buying,4.212,4.8732,0.036832,5.512,3.0804,3.2154,3.2924
2017-11-09,selling,4.237,4.9182,0.037282,5.562,3.1224,3.2604,3.3374
2017-11-10,buying,4.1831,4.8559,0.036722,5.4769,3.0609,3.1904,3.2797
2017-11-10,selling,4.2,4.9009,0.037172,5.5269,3.1029,3.2354,3.3247
2017-11-13,buying,4.18,4.8609,0.036665,5.4738,3.0583,3.1833,3.2787
2017-11-13,selling,4.205,4.9059,0.037115,5.5238,3.1003,3.2283,3.3237
2017-11-14,buying,4.177,4.8658,0.036619,5.4707,3.0549,3.168,3.2662
2017-11-14,selling,4.202,4.9108,0.037069,5.5207,3.0969,3.213,3.3112
2017-11-15,buying,4.1655,4.9026,0.036602,5.4686,3.0526,3.1618,3.2554
2017-11-15,selling,4.1905,4.9476,0.037052,5.5186,3.0946,3.2068,3.3004
2017-11-16,buying,4.162,4.8943,0.036718,5.4703,3.0554,3.1474,3.2449
2017-11-16,selling,4.187,4.9393,0.037168,5.5203,3.0974,3.1924,3.2899
2017-11-17,buying,4.155,4.8885,0.036672,5.4757,3.0541,3.1379,3.2453
2017-11-17,selling,4.18,4.9335,0.037122,5.5257,3.0961,3.1829,3.2903
2017-11-20,buying,4.141,4.8558,0.036824,5.4572,3.0415,3.1144,3.2262
2017-11-20,selling,4.166,4.9008,0.037274,5.5072,3.0835,3.1594,3.2712
2017-11-21,buying,4.135,4.8471,0.036603,5.4663,3.0358,3.1103,3.2139
2017-11-21,selling,4.16,4.8921,0.037053,5.5163,3.0778,3.1553,3.2589
2017-11-22,buying,4.112,4.8217,0.036513,5.4395,3.0265,3.1082,3.2076
2017-11-22,selling,4.137,4.8667,0.036963,5.4895,3.0685,3.1532,3.2526
2017-11-23,buying,4.08,4.8128,0.036556,5.4221,3.0172,3.0901,3.1969
2017-11-23,selling,4.105,4.8578,0.037006,5.4721,3.0592,3.1351,3.2419
2017-11-24,buying,4.099,4.8464,0.036677,5.4392,3.0345,3.1095,3.2098
2017-11-24,selling,4.124,4.8914,0.037127,5.4892,3.0765,3.1545,3.2548
2017-11-27,buying,4.1,4.8805,0.036626,5.4536,3.0332,3.1069,3.2121
2017-11-27,selling,4.125,4.9255,0.037076,5.5036,3.0752,3.1519,3.2571
2017-11-28,buying,4.099,4.8719,0.036796,5.4503,3.0331,3.1021,3.1989
2017-11-28,selling,4.124,4.9169,0.037246,5.5003,3.0751,3.1471,3.2439
2017-11-29,buying,4.086,4.8339,0.036501,5.4534,3.025,3.0897,3.1737
2017-11-29,selling,4.111,4.8789,0.036951,5.5034,3.067,3.1347,3.2187
2017-11-30,buying,4.07,4.8206,0.036217,5.4574,3.0111,3.0731,3.1508
2017-11-30,selling,4.095,4.8656,0.036667,5.5074,3.0531,3.1181,3.1958
2017-12-04,buying,4.07,4.8243,0.035981,5.4725,3.0066,3.0763,3.1867
2017-12-04,selling,4.095,4.8693,0.036431,5.5225,3.0486,3.1213,3.2317
2017-12-05,buying,4.035,4.7803,0.035728,5.4245,2.9833,3.0538,3.1693
2017-12-05,selling,4.06,4.8253,0.036178,5.4745,3.0253,3.0988,3.2143
2017-12-06,buying,4.048,4.7775,0.035882,5.4197,2.9928,3.0531,3.1732
2017-12-06,selling,4.073,4.8225,0.036332,5.4697,3.0348,3.0981,3.2182
2017-12-07,buying,4.065,4.7906,0.036049,5.4299,3.0018,3.0603,3.164
2017-12-07,selling,4.09,4.8356,0.036499,5.4799,3.0438,3.1053,3.209
2017-12-08,buying,4.071,4.7834,0.035829,5.471,2.9988,3.0415,3.1523
2017-12-08,selling,4.096,4.8284,0.036279,5.521,3.0408,3.0865,3.1973
2017-12-11,buying,4.07,4.7839,0.035719,5.4423,2.9974,3.0437,3.152
2017-12-11,selling,4.095,4.8289,0.036169,5.4923,3.0394,3.0887,3.1401
2017-12-12,buying,4.058,4.771,0.035629,5.405,2.9924,3.0387,3.1437
2017-12-12,selling,4.083,4.816,0.036079,5.455,3.0344,3.0837,3.1887
2017-12-13,buying,4.0625,4.7636,0.035666,5.4004,2.9923,3.0568,3.144
2017-12-13,selling,4.0875,4.8086,0.036116,5.4504,3.0343,3.1018,3.189
2017-12-14,buying,4.054,4.7919,0.035832,5.4298,2.9997,3.0943,3.1519
2017-12-14,selling,4.079,4.8369,0.036282,5.4798,3.0417,3.1393,3.1969
2017-12-15,buying,4.064,4.7792,0.036076,5.4505,3.0085,3.102,3.166
2017-12-15,selling,4.089,4.8242,0.036526,5.5005,3.0505,3.147,3.211
2017-12-18,buying,4.068,4.7693,0.03596,5.4045,3.0031,3.0952,3.145
2017-12-18,selling,4.093,4.8143,0.03641,5.4545,3.0451,3.1402,3.19
2017-12-19,buying,4.066,4.7832,0.035987,5.4275,3.0048,3.1031,3.1469
2017-12-19,selling,4.091,4.8282,0.036437,5.4775,3.0468,3.1481,3.1919
2017-12-20,buying,4.065,4.8053,0.035856,5.4331,3.0061,3.0991,3.1457
2017-12-20,selling,4.09,4.8503,0.036306,5.4831,3.0481,3.1441,3.1907
2017-12-21,buying,4.049,4.8014,0.035623,5.4028,3.0009,3.0905,3.1431
2017-12-21,selling,4.074,4.8464,0.036073,5.4528,3.0429,3.1355,3.1881
2017-12-22,buying,4.059,4.7982,0.035695,5.419,3.0068,3.1144,3.172
2017-12-22,selling,4.084,4.8432,0.036145,5.469,3.0488,3.1594,3.217
2017-12-26,buying,4.06,4.8112,0.03571,5.4195,3.01,3.1213,3.1789
2017-12-26,selling,4.085,4.8562,0.03616,5.4695,3.052,3.1663,3.2239
2017-12-27,buying,4.067,4.8154,0.035804,5.4289,3.0166,3.1308,3.192
2017-12-27,selling,4.092,4.8604,0.036254,5.4789,3.0586,3.1758,3.237
2017-12-28,buying,4.062,4.8262,0.035753,5.4344,3.0187,3.1449,3.2002
2017-12-28,selling,4.087,4.8712,0.036203,5.4844,3.0607,3.1899,3.2452
2017-12-29,buying,4.044,4.8231,0.035689,5.4261,3.0123,3.139,3.2062
2017-12-29,selling,4.069,4.8681,0.036139,5.4761,3.0543,3.184,3.2512
2018-01-02,buying,4.03,4.8343,0.035626,5.4352,3.0048,3.1305,3.1966
2018-01-02,selling,4.055,4.8793,0.036076,5.4852,3.0468,3.1755,3.2416
2018-01-03,buying,4.01,4.8263,0.035572,5.4396,3.0039,3.1254,3.1919
2018-01-03,selling,4.035,4.8713,0.036022,5.4896,3.0459,3.1704,3.2369
2018-01-04,buying,4.0,4.795,0.035369,5.3935,2.9954,3.1163,3.1739
2018-01-04,selling,4.025,4.84,0.035819,5.4435,3.0374,3.1613,3.2189
2018-01-05,buying,3.982,4.8006,0.0352,5.3883,2.9905,3.1194,3.1762
2018-01-05,selling,4.007,4.8456,0.03565,5.4383,3.0325,3.1644,3.2212
2018-01-08,buying,3.972,4.7734,0.03499,5.3808,2.9823,3.1076,3.1911
2018-01-08,selling,3.997,4.8184,0.03544,5.4308,3.0243,3.1526,3.2361
2018-01-09,buying,3.9835,4.7592,0.035082,5.3948,2.9785,3.1114,3.1949
2018-01-09,selling,4.0085,4.8042,0.035532,5.4448,3.0205,3.1564,3.2399
2018-01-10,buying,3.995,4.7609,0.035369,5.3979,2.9788,3.11,3.1928
2018-01-10,selling,4.02,4.8059,0.035819,5.4479,3.0208,3.155,3.2378
2018-01-11,buying,3.988,4.7582,0.035642,5.3749,2.9787,3.1218,3.1644
2018-01-11,selling,4.013,4.8032,0.036092,5.4249,3.0207,3.1668,3.2094
2018-01-12,buying,3.962,4.7729,0.035527,5.3624,2.9712,3.1136,3.1523
2018-01-12,selling,3.987,4.8179,0.035977,5.4124,3.0132,3.1586,3.1973
2018-01-15,buying,3.943,4.801,0.03544,5.4059,2.967,3.1062,3.1505
2018-01-15,selling,3.968,4.846,0.03589,5.4559,3.009,3.1512,3.1955
2018-01-16,buying,3.943,4.8283,0.035469,5.4309,2.9695,3.1232,3.159
2018-01-16,selling,3.968,4.8733,0.035919,5.4809,3.0115,3.1682,3.204
2018-01-17,buying,3.93,4.8246,0.035468,5.4196,2.9673,3.1255,3.1498
2018-01-17,selling,3.955,4.8696,0.035918,5.4696,3.0093,3.1705,3.1948
2018-01-18,buying,3.943,4.803,0.035337,5.4459,2.9645,3.1331,3.1577
2018-01-18,selling,3.968,4.848,0.035787,5.4959,3.0065,3.1781,3.2027
2018-01-19,buying,3.925,4.7976,0.03523,5.4454,2.9613,3.1313,3.1465
2018-01-19,selling,3.95,4.8426,0.03568,5.4954,3.0033,3.1763,3.1915
2018-01-22,buying,3.918,4.7941,0.035291,5.431,2.9575,3.1198,3.1247
2018-01-22,selling,3.943,4.8391,0.035741,4.905,2.9995,3.1648,3.1697
2018-01-23,buying,3.912,4.793,0.035151,5.4654,2.9582,3.126,3.1312
2018-01-23,selling,3.937,4.838,0.035601,5.5154,3.0002,3.171,3.1762
2018-01-24,buying,3.9035,4.7948,0.035295,5.4575,2.9542,3.1094,3.1302
2018-01-24,selling,3.9285,4.8398,0.035745,5.5075,2.9962,3.1544,3.1752
2018-01-25,buying,3.883,4.8035,0.035404,5.5126,2.9561,3.1141,3.1315
2018-01-25,selling,3.908,4.8485,0.035854,5.5626,2.9981,3.1591,3.1765
2018-01-26,buying,3.8785,4.8022,0.035239,5.4816,2.9495,3.1015,3.1208
2018-01-26,selling,3.9035,4.8472,0.035689,5.5316,2.9915,3.1465,3.1658
2018-01-29,buying,3.848,4.7756,0.035318,5.4358,2.9343,3.1087,3.1116
2018-01-29,selling,3.873,4.8206,0.035768,5.4858,2.9763,3.1537,3.1566
2018-01-30,buying,3.871,4.7824,0.035405,5.4337,2.9421,3.1192,3.1239
2018-01-30,selling,3.896,4.8274,0.035855,5.4837,2.9841,3.1642,3.1689
2018-02-02,buying,4.2411,4.8778,0.037776,5.5076,3.094,3.366,3.3536
2018-02-02,selling,3.893,4.8741,0.035681,5.556,2.9859,3.1388,3.1854
2018-02-05,buying,3.881,4.8263,0.035213,5.4708,2.9266,3.0587,3.1114
2018-02-05,selling,3.906,4.8713,0.035663,5.5208,2.9686,3.1037,3.1564
2018-02-06,buying,3.893,4.8143,0.035554,5.4275,2.9339,3.0506,3.0939
2018-02-06,selling,3.918,4.8593,0.036004,5.4775,2.9759,3.0956,3.1389
2018-02-07,buying,3.885,4.8052,0.035366,5.414,2.9361,3.0541,3.094
2018-02-07,selling,3.91,4.8502,0.035816,5.464,2.9781,3.0991,3.139
2018-02-08,buying,3.903,4.7824,0.035583,5.4105,2.9352,3.0377,3.0932
2018-02-08,selling,3.928,4.8274,0.036033,5.4605,2.9772,3.0827,3.1382
2018-02-09,buying,3.92,4.7958,0.035924,5.4491,2.9326,3.0345,3.098
2018-02-09,selling,3.945,4.8408,0.036374,5.4991,2.9746,3.0795,3.143
2018-02-12,buying,3.92,4.7969,0.035927,5.4109,2.9413,3.0518,3.101
2018-02-12,selling,3.945,4.8419,0.036377,5.4609,2.9833,3.0968,3.146
2018-02-13,buying,3.918,4.8075,0.035919,5.4105,2.9465,3.0644,3.0979
2018-02-13,selling,3.943,4.8525,0.036369,5.4605,2.9885,3.1094,3.1429
2018-02-14,buying,3.911,4.826,0.036156,5.422,2.9491,3.062,3.0938
2018-02-14,selling,3.936,4.871,0.036606,5.472,2.9911,3.107,3.1388
2018-02-15,buying,3.878,4.8245,0.036218,5.4225,2.9403,3.0606,3.0921
2018-02-15,selling,3.903,4.8695,0.036668,5.4725,2.9823,3.1056,3.1371
2018-02-19,buying,3.88,4.8106,0.036381,5.4347,2.9479,3.0575,3.0783
2018-02-19,selling,3.905,4.8556,0.036831,5.4847,2.9899,3.1025,3.1233
2018-02-20,buying,3.88,4.8067,0.036227,5.4222,2.9422,3.0583,3.0754
2018-02-20,selling,3.905,4.8517,0.036677,5.4722,2.9842,3.1033,3.1204
2018-02-21,buying,3.889,4.7918,0.03608,5.4348,2.9387,3.0553,3.0673
2018-02-21,selling,3.914,4.8368,0.03653,5.4848,2.9807,3.1003,3.1071
2018-02-22,buying,3.8985,4.7773,0.036101,5.4105,2.9316,3.0267,3.057
2018-02-22,selling,3.9235,4.8223,0.036551,5.4605,2.9736,3.0717,3.102
2018-02-23,buying,3.888,4.7843,0.036257,5.4135,2.9353,3.0326,3.0436
2018-02-23,selling,3.913,4.8293,0.036707,5.4635,2.9773,3.0776,3.0886
2018-02-26,buying,3.895,4.7792,0.036292,5.4311,2.9374,3.0381,3.0647
2018-02-26,selling,3.92,4.8242,0.036742,5.4811,2.9794,3.0831,3.1097
2018-02-27,buying,3.883,4.7785,0.036197,5.4155,2.9409,3.0365,3.0489
2018-02-27,selling,3.908,4.8235,0.036647,5.4655,2.9829,3.0815,3.0939
2018-02-28,buying,3.9095,4.7758,0.036277,5.4278,2.9394,3.0341,3.0477
2018-02-28,selling,3.9345,4.8208,0.036727,5.4778,2.9814,3.0791,3.0927
2018-03-01,buying,3.91,4.7572,0.03657,5.3649,2.9369,3.0126,3.0304
2018-03-01,selling,3.935,4.8022,0.03702,5.4149,2.9789,3.0576,3.0754
2018-03-02,buying,3.896,4.7734,0.036556,5.357,2.9362,3.0123,3.025
2018-03-02,selling,3.921,4.8184,0.037006,5.407,2.9782,3.0573,3.07
2018-03-05,buying,3.875,4.7714,0.036563,5.3378,2.9274,2.9956,2.9935
2018-03-05,selling,3.9,4.566,0.037013,5.3878,2.9694,3.0406,3.0385
2018-03-06,buying,3.88,4.7849,0.036371,5.3677,2.9355,3.0038,2.9772
2018-03-06,selling,3.905,4.8299,0.036821,5.4177,2.9775,3.0488,3.0222
2018-03-07,buying,3.885,4.8165,0.036612,5.3887,2.9395,3.0154,2.9915
2018-03-07,selling,3.91,4.8615,0.037062,5.4387,2.9815,3.0604,3.0365
2018-03-08,buying,3.888,4.8175,0.036536,5.396,2.9456,3.0291,2.9957
2018-03-08,selling,3.913,4.8625,0.036986,5.446,2.9876,3.0741,3.0407
2018-03-09,buying,3.896,4.7906,0.036432,5.3691,2.9456,3.0209,3.008
2018-03-09,selling,3.921,4.8356,0.036882,5.4191,2.9876,3.0659,3.053
2018-03-12,buying,3.885,4.7747,0.036236,5.3731,2.9413,3.0392,3.0181
2018-03-12,selling,3.91,4.8197,0.036686,5.4231,2.9833,3.0842,3.0631
2018-03-13,buying,3.885,4.788,0.036439,5.3945,2.9497,3.0463,3.0119
2018-03-13,selling,3.91,4.833,0.036889,5.4445,2.9917,3.0913,3.0569
2018-03-14,buying,3.878,4.7992,0.036256,5.4101,2.9455,3.0337,2.9775
2018-03-14,selling,3.903,4.8442,0.036706,5.4601,2.9875,3.0787,3.0225
2018-03-15,buying,3.886,4.8025,0.0365,5.4201,2.9581,3.0494,2.9869
2018-03-15,selling,3.911,4.8475,0.03695,5.4701,3.0001,3.0944,3.0319
2018-03-16,buying,3.908,4.8023,0.036773,5.4324,2.961,3.0298,2.9788
2018-03-16,selling,3.933,4.8473,0.037223,5.4824,3.003,3.0748,3.0238
2018-03-19,buying,3.898,4.777,0.036655,5.4228,2.9458,2.9939,2.9627
2018-03-19,selling,3.923,4.822,0.037105,5.4728,2.9878,3.0389,3.0077
2018-03-20,buying,3.896,4.8004,0.036632,5.4544,2.9481,2.9873,2.989
2018-03-20,selling,3.921,4.8454,0.037082,5.482,2.9901,3.0323,3.0098
2018-03-21,buying,3.905,4.7778,0.036564,5.4604,2.9504,2.991,2.9742
2018-03-21,selling,3.93,4.8228,0.037014,5.5104,2.9924,3.036,3.0192
2018-03-22,buying,3.888,4.8007,0.036665,5.4978,2.9526,3.0104,3.0022
2018-03-22,selling,3.913,4.8457,0.037115,5.5478,2.9946,3.0554,3.0472
2018-03-23,buying,3.895,4.796,0.037041,5.4901,2.9507,2.9873,3.0016
2018-03-23,selling,3.92,4.841,0.037491,5.5401,2.9927,3.0323,3.0466
2018-03-26,buying,3.898,4.8119,0.037081,5.5085,2.9555,2.9951,3.014
2018-03-26,selling,3.923,4.8569,0.037531,5.5585,2.9975,3.0401,3.059
2018-03-27,buying,3.87,4.8126,0.036561,5.4999,2.9464,2.9859,2.9998
2018-03-27,selling,3.895,4.8576,0.037011,5.5499,2.9884,3.0309,3.0448
2018-03-28,buying,3.847,4.7677,0.03636,5.444,2.9283,2.9449,2.9751
2018-03-28,selling,3.872,4.8127,0.03681,5.494,2.9703,2.9899,3.0201
2018-03-29,buying,3.85,4.7324,0.035905,5.4057,2.9216,2.9321,2.9656
2018-03-29,selling,3.875,4.7774,0.036355,5.4557,2.9636,2.9771,3.0106
2018-03-30,buying,3.849,4.7324,0.036049,5.3889,2.9233,2.9321,2.9656
2018-03-30,selling,3.874,4.7739,0.036499,5.4389,2.9653,2.9891,3.0181
2018-04-02,buying,3.84,4.7234,0.036039,5.3828,2.9205,2.9321,2.9656
2018-04-02,selling,3.865,4.7682,0.036489,5.4328,2.9625,2.9826,3.0102
2018-04-03,buying,3.847,4.7324,0.036267,5.3961,2.9205,2.9321,2.9656
2018-04-03,selling,3.872,4.7695,0.036717,5.4461,2.9625,2.9798,3.0126
2018-04-04,buying,3.847,4.7324,0.036016,5.4019,2.9234,2.9351,2.983
2018-04-04,selling,3.872,4.7606,0.036466,5.4519,2.9654,2.9872,3.0358
2018-04-05,buying,3.848,4.7324,0.03591,5.4106,2.9219,2.9484,2.9938
2018-04-05,selling,3.873,4.7661,0.03636,5.4606,2.9639,3.0007,3.0474
2018-04-06,buying,3.853,4.7324,0.035866,5.3922,2.9163,2.9366,2.9944
2018-04-06,selling,3.878,4.7598,0.036316,5.4422,2.9583,2.9914,3.0513
2018-04-09,buying,3.845,4.7324,0.035848,5.4087,2.9125,2.9374,2.9891
2018-04-09,selling,3.87,4.7562,0.036298,5.4587,2.9545,2.986,3.0418
2018-04-10,buying,3.845,4.7324,0.035936,5.4265,2.9219,2.9402,3.0038
2018-04-10,selling,3.87,4.7775,0.036386,5.4765,2.9639,2.9918,3.0587
2018-04-11,buying,3.85,4.7324,0.035841,5.4506,2.9297,2.9572,3.0196
2018-04-11,selling,3.875,4.7979,0.036291,5.5006,2.9717,3.0196,3.0882
2018-04-12,buying,3.855,4.7324,0.035969,5.4619,2.9356,2.9631,3.0328
2018-04-12,selling,3.88,4.808,0.036419,5.5119,2.9776,3.0254,3.0992
2018-04-13,buying,3.863,4.7558,0.035885,5.4919,2.9365,2.9859,3.0562
2018-04-13,selling,3.888,4.8008,0.036335,5.5419,2.9785,3.0309,3.1012
2018-04-16,buying,3.861,4.7564,0.035839,5.4921,2.932,2.9867,3.049
2018-04-16,selling,3.886,4.8014,0.036289,5.5421,2.974,3.0317,3.094
2018-04-17,buying,3.873,4.7887,0.03608,5.5446,2.9457,2.9971,3.0683
2018-04-17,selling,3.898,4.8337,0.03653,5.5946,2.9877,3.0421,3.1133
2018-04-18,buying,3.8725,4.7846,0.036024,5.528,2.9433,2.9933,3.0677
2018-04-18,selling,3.8975,4.8296,0.036474,5.578,2.9853,3.0383,3.1127
2018-04-19,buying,3.871,4.7831,0.035926,5.4866,2.9431,3.0018,3.0525
2018-04-19,selling,3.896,4.8281,0.036376,5.5366,2.9851,3.0468,3.0975
2018-04-20,buying,3.875,4.7753,0.035943,5.4448,2.9409,2.9769,3.0448
2018-04-20,selling,3.9,4.8203,0.036393,5.4948,2.9829,3.0219,3.0898
2018-04-23,buying,3.883,4.7586,0.035893,5.4342,2.9371,2.964,3.0308
2018-04-23,selling,3.908,4.8036,0.036343,5.4842,2.9791,3.009,3.0758
2018-04-24,buying,3.89,4.7403,0.035642,5.4116,2.9229,2.9432,3.0149
2018-04-24,selling,3.915,4.7853,0.036092,5.4616,2.9649,2.9882,3.0599
2018-04-25,buying,3.89,4.7496,0.035589,5.4319,2.9281,2.9408,3.0189
2018-04-25,selling,3.915,4.7946,0.036039,5.4819,2.9701,2.9858,3.0639
2018-04-26,buying,3.9,4.7396,0.035533,5.4256,2.926,2.9387,3.0248
2018-04-26,selling,3.925,4.7846,0.035983,5.4756,2.968,2.9837,3.0698
2018-04-27,buying,3.905,4.7209,0.035631,5.4247,2.93,2.9354,3.0192
2018-04-27,selling,3.93,4.7659,0.036081,5.4747,2.972,2.9804,3.0642
2018-04-30,buying,3.898,4.7207,0.035626,5.3598,2.9346,2.9399,3.0237
2018-04-30,selling,3.923,4.7657,0.036076,5.4098,2.9766,2.9849,3.0687
2018-05-02,buying,3.909,4.6807,0.035478,5.309,2.9193,2.9094,3.027
2018-05-02,selling,3.934,4.7257,0.035928,5.359,2.9613,2.9544,3.072
2018-05-03,buying,3.922,4.6896,0.035642,5.3204,2.9279,2.9333,3.0367
2018-05-03,selling,3.947,4.7346,0.036092,5.3704,2.9699,2.9783,3.0817
2018-05-04,buying,3.917,4.6879,0.035771,5.3073,2.9317,2.9378,3.0349
2018-05-04,selling,3.942,4.7329,0.036221,5.3573,2.9737,2.9828,3.0799
2018-05-07,buying,3.922,4.712,0.035879,5.3003,2.94,3.027,3.122
2018-05-07,selling,3.947,4.7298,0.036329,5.3503,2.9728,2.9826,3.0814
2018-05-08,buying,3.928,4.6802,0.035954,5.3214,2.9331,2.9417,3.037
2018-05-08,selling,3.953,4.7252,0.036404,5.3714,2.9751,2.9867,3.082
2018-05-14,buying,3.9435,4.709,0.035944,5.334,2.953,2.973,3.075
2018-05-14,selling,3.958,4.7383,0.036308,5.3699,2.9769,3.0003,3.1087
2018-05-15,buying,3.937,4.6897,0.035746,5.3285,2.935,2.9493,3.0615
2018-05-15,selling,3.962,4.7347,0.036196,5.3785,2.977,2.9943,3.1065
2018-05-16,buying,3.945,4.6565,0.035639,5.316,2.9209,2.9319,3.0507
2018-05-16,selling,3.97,4.7015,0.036089,5.366,2.9629,2.9769,3.0957
2018-05-17,buying,3.95,4.6585,0.035668,5.3402,2.9352,2.9551,3.0768
2018-05-17,selling,3.975,4.7035,0.036118,5.3902,2.9772,3.0001,3.1218
