date,rate_type,USD,EUR,JPY,GBP,SGD,AUD,CAD
2009-09-18,buying,3.4475,5.0783,0.03768,5.671,2.4308,2.997,3.245
2009-09-18,selling,3.5052,5.1663,0.03846,5.764,2.4782,3.0574,3.29
2009-09-23,buying,3.4475,5.081,0.03772,5.671,2.4333,3.0,3.22
2009-09-23,selling,3.49,5.166,0.0385,5.715,2.479,3.062,3.274
2009-09-24,buying,3.4395,5.086,0.03764,5.6326,2.4331,2.9986,3.216
2009-09-24,selling,3.499,5.162,0.03844,5.731,2.478,3.056,3.273
2009-09-25,buying,3.4425,5.053,0.03783,5.49,2.428,2.9713,3.167
2009-09-25,selling,3.506,5.13,0.03862,5.588,2.474,3.028,3.223
2009-09-28,buying,3.435,5.043,0.03861,5.4459,2.426,2.9658,3.154
2009-09-28,selling,3.5,5.1286,0.03941,5.534,2.473,3.028,3.2104
2009-09-29,buying,3.449,5.0442,0.03859,5.4796,2.4314,3.0121,3.186
2009-09-29,selling,3.507,5.127,0.0392,5.5661,2.477,3.0409,3.216
2009-09-30,buying,3.448,5.0454,0.03819,5.514,2.4358,3.0198,3.197
2009-09-30,selling,3.512,5.127,0.03896,5.612,2.4826,3.076,3.253
2009-10-01,buying,3.4155,5.0157,0.03805,5.465,2.428,3.0228,3.212
2009-10-01,selling,3.477,5.099,0.03885,5.563,2.475,3.084,3.263
2009-10-02,buying,3.441,5.0065,0.03847,5.4732,2.4332,2.986,3.188
2009-10-02,selling,3.505,5.091,0.03926,5.574,2.479,3.049,3.24
2009-10-05,buying,3.429,5.0255,0.03827,5.4846,2.4294,2.9932,3.196
2009-10-05,selling,3.491,5.107,0.039,5.575,2.475,3.049,3.248
2009-10-06,buying,3.4125,5.4451,0.03812,5.448,2.4257,2.9972,3.203
2009-10-06,selling,3.477,5.099,0.03885,5.546,2.4726,3.054,3.254
2009-10-07,buying,3.397,5.0018,0.03814,5.408,2.4221,3.0182,3.22
2009-10-07,selling,3.4595,5.088,0.03894,5.506,2.4701,3.081,3.275
2009-10-08,buying,3.375,4.987,0.03814,5.3905,2.4149,3.0366,3.201
2009-10-08,selling,3.427,5.058,0.0389,5.485,2.46,3.086,3.252
2009-10-09,buying,3.3505,4.959,0.03775,5.377,2.4123,3.0322,3.195
2009-10-09,selling,3.414,5.041,0.03856,5.475,2.4589,3.093,3.248
2009-10-12,buying,3.3695,4.9628,0.03775,5.339,2.4105,3.0439,3.245
2009-10-12,selling,3.43,5.047,0.038027,5.436,2.458,3.1069,3.261
2009-10-13,buying,3.354,4.9677,0.03751,5.3158,2.408,3.0444,3.259
2009-10-13,selling,3.418,5.052,0.03822,5.404,2.451,3.107,3.315
2009-10-14,buying,3.3505,4.9844,0.03727,5.3386,2.4028,3.0421,3.264
2009-10-14,selling,3.4155,5.07,0.03815,5.434,2.4482,3.105,3.32
2009-10-15,buying,3.32,5.32,0.03711,5.32,2.3941,3.0484,3.263
2009-10-15,selling,3.379,5.0549,0.03791,5.418,2.438,3.111,3.315
2009-10-16,buying,3.319,4.9759,0.03652,5.432,2.3931,3.0764,3.241
2009-10-16,selling,3.383,5.061,0.03739,5.531,2.4411,3.1394,3.296
2009-10-19,buying,3.3495,4.984,0.03678,5.471,2.3988,3.0607,3.232
2009-10-19,selling,3.3915,5.07,0.0374,5.545,2.4441,3.122,3.288
2009-10-20,buying,3.3328,4.9954,0.0368,5.4725,2.4015,3.1966,3.253
2009-10-20,selling,3.394,5.081,0.03756,5.56,2.4443,3.154,3.305
2009-10-21,buying,3.35,5.0104,0.03681,5.4876,2.4034,3.092,3.2266
2009-10-21,selling,3.4083,5.094,0.03759,5.5382,2.451,3.153,3.262
2009-10-22,buying,3.346,5.0172,0.0368,5.549,2.4034,3.098,3.212
2009-10-22,selling,3.3975,5.1052,0.03748,5.625,2.4463,3.1609,3.262
2009-10-23,buying,3.3495,5.0484,0.03655,5.5797,2.4065,3.1065,3.211
2009-10-23,selling,3.407,5.121,0.03728,5.667,2.4505,3.1695,3.266
2009-10-26,buying,3.351,5.0313,0.03645,5.454,2.4005,3.0907,3.196
2009-10-26,selling,3.4105,5.1193,0.03723,5.554,2.4485,3.1537,3.25
2009-10-27,buying,3.3645,5.023,0.03646,5.496,2.4085,3.0894,3.169
2009-10-27,selling,3.424,5.094,0.03723,5.572,2.452,3.15,3.218
2009-10-28,buying,3.373,5.023,0.03679,5.523,2.411,3.0884,3.179
2009-10-28,selling,3.425,5.084,0.03739,5.583,2.458,3.149,3.218
2009-10-29,buying,3.406,5.0178,0.03757,5.577,2.4292,3.066,3.166
2009-10-29,selling,3.4405,5.101,0.03836,5.642,2.4675,3.116,3.22
2009-10-30,buying,3.405,5.017,0.03689,5.5899,2.4171,3.0872,3.172
2009-10-30,selling,3.437,5.098,0.03767,5.686,2.464,3.132,3.222
2009-11-02,buying,3.3905,5.0026,0.03766,5.58,2.4211,3.0549,3.2178
2009-11-02,selling,3.4535,5.089,0.03786,5.681,2.468,3.114,3.2065
2009-11-03,buying,3.381,5.008,0.03732,5.551,2.4193,3.069,3.155
2009-11-03,selling,3.4418,5.0952,0.03824,5.651,2.4673,3.132,3.209
2009-11-04,buying,3.392,4.9983,0.03754,5.572,2.4241,3.0506,3.19
2009-11-04,selling,3.454,5.085,0.03839,5.6681,2.472,3.112,3.216
2009-11-05,buying,3.3795,5.0279,0.03725,5.591,2.4234,3.0755,3.19
2009-11-05,selling,3.44,5.114,0.03812,5.6681,2.467,3.134,3.2217
2009-11-06,buying,3.3783,5.0332,0.03722,5.604,2.4229,3.082,3.185
2009-11-06,selling,3.442,5.1182,0.03803,5.6681,2.47,3.145,3.2217
2009-11-09,buying,3.373,5.0069,0.03734,5.599,2.4132,3.1071,3.154
2009-11-09,selling,3.4165,5.093,0.03817,5.701,2.4612,3.156,3.2037
2009-11-10,buying,3.335,5.011,0.03702,5.598,2.4086,3.1046,3.173
2009-11-10,selling,3.4,5.097,0.03791,5.7,2.456,3.1676,3.228
2009-11-11,buying,3.346,5.0283,0.03733,5.604,2.4143,3.1164,3.203
2009-11-11,selling,3.408,5.112,0.03818,5.706,2.461,3.179,3.259
2009-11-12,buying,3.3385,5.0204,0.03708,5.553,2.4099,3.1288,3.217
2009-11-12,selling,3.401,5.1084,0.03796,5.654,2.4579,3.191,3.272
2009-11-13,buying,3.3505,4.9882,0.03708,5.563,2.4117,3.1009,3.188
2009-11-13,selling,3.4135,5.073,0.03796,5.664,2.4597,3.1639,3.243
2009-11-16,buying,3.3338,4.9862,0.03715,5.5739,2.4046,3.105,3.184
2009-11-16,selling,3.393,5.073,0.03798,5.669,2.4526,3.1678,3.238
2009-11-17,buying,3.321,4.9858,0.03727,5.592,2.4027,3.1115,3.186
2009-11-17,selling,3.385,5.07,0.03812,5.695,2.4507,3.173,3.245
2009-11-18,buying,3.328,4.9666,0.03723,5.6,2.4056,3.0994,3.181
2009-11-18,selling,3.3925,5.048,0.03814,5.703,2.4536,3.161,3.24
2009-11-19,buying,3.3345,4.997,0.03728,5.58,2.4105,3.0948,3.171
2009-11-19,selling,3.398,5.078,0.03815,5.682,2.457,3.153,3.221
2009-11-20,buying,3.354,5.0164,0.03764,5.595,2.4181,3.0888,3.171
2009-11-20,selling,3.418,5.104,0.03851,5.696,2.465,3.1518,3.2268
2009-11-23,buying,3.351,4.993,0.03757,5.575,2.4092,3.0649,3.143
2009-11-23,selling,3.403,5.0709,0.03839,5.628,2.4572,3.1279,3.1982
2009-11-24,buying,3.345,5.0093,0.0376,5.553,2.4142,3.0845,3.173
2009-11-24,selling,3.4085,5.094,0.03847,5.654,2.4622,3.145,3.231
2009-11-25,buying,3.344,5.0135,0.03778,5.556,2.4159,3.0878,3.178
2009-11-25,selling,3.407,5.101,0.03861,5.658,2.4639,3.1508,3.232
2009-11-26,buying,3.341,5.0477,0.03807,5.5688,2.416,3.0927,3.196
2009-11-26,selling,3.393,5.118,0.03868,5.668,2.464,3.153,3.239
2009-11-30,buying,3.364,5.0549,0.03875,5.565,2.4291,3.0744,3.189
2009-11-30,selling,3.3951,5.141,0.03895,5.666,2.466,3.136,3.245
2009-12-01,buying,3.356,5.051,0.03879,5.5476,2.4288,3.0782,3.196
2009-12-01,selling,3.3951,5.139,0.03895,5.629,2.466,3.137,3.248
2009-12-02,buying,3.338,5.0491,0.03844,5.549,2.4217,3.0975,3.207
2009-12-02,selling,3.3951,5.133,0.03895,5.65,2.466,3.157,3.253
2009-12-03,buying,3.339,5.0483,0.03805,5.567,2.4216,3.1046,3.2
2009-12-03,selling,3.3951,5.133,0.03897,5.668,2.468,3.165,3.254
2009-12-04,buying,3.347,5.0511,0.03799,5.552,2.4219,3.0894,3.181
2009-12-04,selling,3.3951,5.136,0.03882,5.638,2.468,3.151,3.237
2009-12-07,buying,3.358,5.031,0.03785,5.542,2.4185,3.0732,3.201
2009-12-07,selling,3.414,5.0909,0.038116,5.642,2.4665,3.1362,3.241
2009-12-08,buying,3.355,5.03,0.03785,5.531,2.416,3.071,3.211
2009-12-08,selling,3.414,5.0756,0.0384,5.632,2.464,3.1332,3.241
2009-12-09,buying,3.366,4.9616,0.03801,5.5009,2.4175,3.049,3.182
2009-12-09,selling,3.414,5.047,0.03883,5.582,2.465,3.109,3.2373
2009-12-10,buying,3.358,4.9623,0.03816,5.5009,2.4207,3.0754,3.206
2009-12-10,selling,3.414,5.0503,0.03898,5.5843,2.468,3.1353,3.254
2009-12-11,buying,3.362,4.9633,0.03801,5.478,2.4227,3.0809,3.214
2009-12-11,selling,3.427,5.047,0.03888,5.578,2.4707,3.1439,3.272
2009-12-14,buying,3.368,4.9409,0.03786,5.476,2.4198,3.0668,3.198
2009-12-14,selling,3.4325,5.025,0.03863,5.576,2.4678,3.1298,3.252
2009-12-15,buying,3.368,4.9465,0.03793,5.496,2.4238,3.0843,3.194
2009-12-15,selling,3.433,5.03,0.0387,5.595,2.4718,3.144,3.25
2009-12-16,buying,3.3805,4.9222,0.03769,5.4932,2.4255,3.053,3.201
2009-12-16,selling,3.444,5.008,0.03856,5.599,2.471,3.1153,3.255
2009-12-17,buying,3.3855,4.9283,0.03771,5.533,2.4256,3.0469,3.476
2009-12-17,selling,3.45,5.011,0.0385,5.614,2.472,3.108,3.255
2009-12-21,buying,3.3995,4.8816,0.03754,5.492,2.4252,3.0256,3.2
2009-12-21,selling,3.4645,4.967,0.03838,5.591,2.4732,3.087,3.257
2009-12-22,buying,3.405,4.8737,0.03735,5.47,2.4225,2.9949,3.218
2009-12-22,selling,3.469,4.955,0.03822,5.568,2.47,3.053,3.271
2009-12-23,buying,3.405,4.8622,0.03705,5.443,2.4186,2.9858,3.238
2009-12-23,selling,3.465,4.944,0.03786,5.539,2.4666,3.043,3.29
2009-12-24,buying,3.395,4.8745,0.03698,5.427,2.4144,2.988,3.254
2009-12-24,selling,3.4595,4.961,0.03788,5.525,2.461,3.0504,3.305
2009-12-28,buying,3.3875,4.8757,0.03694,5.408,2.4115,2.9949,3.241
2009-12-28,selling,3.452,4.961,0.03778,5.505,2.459,3.057,3.297
2009-12-29,buying,3.3955,4.8847,0.03695,5.438,2.4155,3.0116,3.271
2009-12-29,selling,3.4595,4.971,0.03784,5.536,2.4635,3.073,3.321
2009-12-30,buying,3.3985,4.8782,0.03688,5.406,2.4203,3.0356,3.266
2009-12-30,selling,3.4635,4.963,0.03771,5.503,2.468,3.097,3.321
2009-12-31,buying,3.387,4.8656,0.03654,5.451,2.4141,3.0372,3.228
2009-12-31,selling,3.4485,4.951,0.03744,5.549,2.462,3.097,3.28
2010-01-04,buying,3.389,4.85,0.03644,5.468,2.4138,3.038,3.237
2010-01-04,selling,3.453,4.9348,0.03725,5.5636,2.4618,3.0997,3.291
2010-01-05,buying,3.3555,4.8392,0.0362,5.4012,2.3998,3.0639,3.232
2010-01-05,selling,3.411,4.918,0.03699,5.497,2.446,3.121,3.285
2010-01-06,buying,3.357,4.8261,0.03657,5.362,2.4045,3.0649,3.242
2010-01-06,selling,3.42,4.907,0.03744,5.46,2.451,3.124,3.298
2010-01-07,buying,3.354,4.8261,0.03653,5.3594,2.4045,3.08,3.246
2010-01-07,selling,3.394,4.899,0.03687,5.444,2.44,3.1279,3.299
2010-01-08,buying,3.342,4.7913,0.03569,5.331,2.3919,3.068,3.246
2010-01-08,selling,3.404,4.874,0.03646,5.428,2.4399,3.129,3.295
2010-01-11,buying,3.3357,4.8016,0.03592,5.3632,2.393,3.0811,3.239
2010-01-11,selling,3.3705,4.879,0.03659,5.429,2.4288,3.14,3.289
2010-01-12,buying,3.379,4.898,0.03669,5.44,2.431,3.0705,3.272
2010-01-12,selling,3.303,4.772,0.0358,5.306,2.376,3.049,3.191
2010-01-13,buying,3.3166,4.8076,0.03632,5.3558,2.3866,3.0536,3.196
2010-01-13,selling,3.37,4.878,0.036925,5.448,2.427,3.111,3.26
2010-01-14,buying,3.2999,4.8033,0.03601,5.3848,2.3817,3.0645,3.216
2010-01-14,selling,3.363,4.888,0.0369,5.483,2.4297,3.1275,3.271
2010-01-15,buying,3.3015,4.7863,0.03618,5.397,2.3797,3.0694,3.238
2010-01-15,selling,3.365,4.871,0.03702,5.491,2.4277,3.1324,3.294
2010-01-18,buying,3.3095,4.757,0.03635,5.392,2.3762,3.048,3.229
2010-01-18,selling,3.3695,4.8364,0.03721,5.4916,2.4242,3.1012,3.2807
2010-01-19,buying,3.306,4.759,0.03642,5.4124,2.3805,3.0587,3.232
2010-01-19,selling,3.3635,4.842,0.03724,5.506,2.428,3.119,3.283
2010-01-20,buying,3.31,4.733,0.03632,5.423,2.3809,3.0561,3.225
2010-01-20,selling,3.3725,4.8199,0.037143,5.523,2.4289,3.1191,3.277
2010-01-21,buying,3.332,4.71,0.03645,5.44,2.383,3.041,3.207
2010-01-21,selling,3.3945,4.7967,0.03733,5.5364,2.431,3.1023,3.2595
2010-01-22,buying,3.35,4.7326,0.03707,5.433,2.3867,3.0205,3.202
2010-01-22,selling,3.414,4.816,0.037817,5.532,2.4347,3.083,3.255
2010-01-25,buying,3.383,4.778,0.03754,5.448,2.4072,3.0498,3.21
2010-01-25,selling,3.438,4.865,0.03833,5.5315,2.45,3.1128,3.2629
2010-01-26,buying,3.383,4.7595,0.03743,5.4612,2.4018,3.0427,3.19
2010-01-26,selling,3.418,4.841,0.03794,5.555,2.4498,3.1,3.242
2010-01-27,buying,3.381,4.7701,0.03767,5.462,2.4121,3.0548,3.194
2010-01-27,selling,3.425,4.848,0.03798,5.561,2.4528,3.113,3.242
2010-01-28,buying,3.3845,4.749,0.03754,5.478,2.4111,3.033,3.197
2010-01-28,selling,3.448,4.8357,0.0384,5.577,2.459,3.0956,3.251
2010-01-29,buying,3.3895,4.7385,0.03775,5.4765,2.4083,3.0176,3.187
2010-01-29,selling,3.4505,4.8085,0.03861,5.569,2.4563,3.078,3.24
2010-02-02,buying,3.387,4.716,0.03775,5.444,2.404,3.01,3.197
2010-02-02,selling,3.4415,4.792,0.03803,5.49,2.448,3.074,3.243
2010-02-03,buying,3.3803,4.717,0.03726,5.4031,2.3973,2.994,3.207
2010-02-03,selling,3.438,4.804,0.03811,5.501,2.448,3.058,3.263
2010-02-04,buying,3.38,4.71,0.03726,5.379,2.394,2.975,3.198
2010-02-04,selling,3.4365,4.783,0.03798,5.4661,2.4384,3.038,3.2481
2010-02-05,buying,3.4135,4.686,0.03804,5.379,2.399,2.957,3.196
2010-02-05,selling,3.468,4.772,0.03814,5.476,2.449,3.02,3.251
2010-02-08,buying,3.4096,4.678,0.03804,5.352,2.397,2.949,3.193
2010-02-08,selling,3.4655,4.736,0.03891,5.416,2.446,3.012,3.251
2010-02-09,buying,3.4055,4.651,0.03806,5.31,2.39,2.942,3.183
2010-02-09,selling,3.4665,4.737,0.03891,5.406,2.442,3.004,3.238
2010-02-10,buying,3.3895,4.675,0.03758,5.322,2.388,2.973,3.189
2010-02-10,selling,3.451,4.761,0.0385,5.418,2.439,3.036,3.243
2010-02-11,buying,3.389,4.669,0.03754,5.3,2.391,2.997,3.215
2010-02-11,selling,3.4515,4.755,0.03846,5.396,2.442,3.051,3.268
2010-02-12,buying,3.3877,4.6477,0.03768,5.315,2.397,3.008,3.238
2010-02-12,selling,3.4485,4.716,0.0386,5.4078,2.4487,3.0543,3.2759
2010-02-17,buying,3.3739,4.6322,0.03759,5.3264,2.3996,3.025,3.233
2010-02-17,selling,3.422,4.712,0.03804,5.4,2.441,3.09,3.289
2010-02-18,buying,3.363,4.604,0.03759,5.27,2.387,3.01,3.223
2010-02-18,selling,3.4217,4.648,0.03771,5.362,2.4374,3.074,3.283
2010-02-19,buying,3.373,4.557,0.03699,5.255,2.386,3.012,3.236
2010-02-19,selling,3.4217,4.636,0.03758,5.314,2.437,3.076,3.2834
2010-02-22,buying,3.363,4.584,0.03699,5.243,2.383,3.029,3.254
2010-02-22,selling,3.425,4.669,0.03746,5.299,2.435,3.091,3.284
2010-02-23,buying,3.362,4.578,0.03677,5.217,2.385,3.026,3.24
2010-02-23,selling,3.427,4.663,0.03761,5.3106,2.437,3.091,3.292
2010-02-24,buying,3.369,4.566,0.03728,5.205,2.385,3.0067,3.2171
2010-02-24,selling,3.4315,4.64,0.03761,5.3,2.437,3.065,3.2653
2010-02-25,buying,3.367,4.566,0.03722,5.1955,2.385,3.008,3.2171
2010-02-25,selling,3.43,4.64,0.03761,5.281,2.437,3.072,3.269
2010-03-01,buying,3.3607,4.578,0.03764,5.146,2.3882,3.015,3.205
2010-03-01,selling,3.417,4.663,0.03825,5.194,2.438,3.079,3.26
2010-03-02,buying,3.351,4.564,0.03745,5.086,2.382,3.008,3.227
2010-03-02,selling,3.4135,4.622,0.03838,5.105,2.434,3.073,3.267
2010-03-03,buying,3.351,4.564,0.03765,5.086,2.38,3.02,3.243
2010-03-03,selling,3.402,4.643,0.03851,5.118,2.431,3.085,3.267
2010-03-04,buying,3.351,4.6918,0.03754,5.086,2.379,3.013,3.245
2010-03-04,selling,3.398,4.652,0.03847,5.124,2.43,3.078,3.267
2010-03-05,buying,3.3265,4.523,0.03723,5.006,2.372,2.995,3.243
2010-03-05,selling,3.3915,4.607,0.03812,5.098,2.424,3.059,3.299
2010-03-08,buying,3.323,4.525,0.03657,5.0311,2.3675,3.008,3.238
2010-03-08,selling,3.3745,4.61,0.03743,5.109,2.412,3.073,3.292
2010-03-09,buying,3.323,4.514,0.03656,4.994,2.363,3.005,3.231
2010-03-09,selling,3.3681,4.591,0.03743,5.065,2.412,3.07,3.289
2010-03-10,buying,3.3015,4.493,0.03665,4.954,2.357,3.015,3.23
2010-03-10,selling,3.365,4.577,0.03748,5.046,2.409,3.081,3.28
2010-03-11,buying,3.281,4.478,0.03652,4.9143,2.344,2.993,3.215
2010-03-11,selling,3.3455,4.563,0.03712,5.005,2.396,3.058,3.268
2010-03-12,buying,3.2773,4.486,0.03612,4.9444,2.3423,2.997,3.216
2010-03-12,selling,3.3385,4.571,0.037,5.014,2.3939,3.063,3.272
2010-03-15,buying,3.2735,4.506,0.03605,4.973,2.341,2.996,3.232
2010-03-15,selling,3.337,4.592,0.03691,5.066,2.393,3.062,3.282
2010-03-16,buying,3.289,4.498,0.0364,4.958,2.35,3.001,3.242
2010-03-16,selling,3.353,4.583,0.03729,5.048,2.403,3.066,3.296
2010-03-17,buying,3.2855,4.509,0.03618,4.987,2.345,3.005,3.243
2010-03-17,selling,3.337,4.594,0.03703,5.058,2.397,3.07,3.298
2010-03-18,buying,3.265,4.487,0.03605,5.006,2.343,3.013,3.248
2010-03-18,selling,3.3295,4.572,0.03697,5.1,2.393,3.078,3.3
2010-03-19,buying,3.273,4.46,0.03618,4.994,2.343,3.012,3.244
2010-03-19,selling,3.3365,4.545,0.03698,5.088,2.395,3.078,3.302
2010-03-22,buying,3.2775,4.449,0.03618,4.984,2.342,2.993,3.239
2010-03-22,selling,3.3391,4.516,0.03704,5.0044,2.3932,3.058,3.294
2010-03-23,buying,3.2865,4.456,0.0363,4.984,2.345,3.013,3.244
2010-03-23,selling,3.345,4.541,0.03721,5.055,2.397,3.078,3.299
2010-03-24,buying,3.2855,4.42,0.03633,4.949,2.341,3.0093,3.224
2010-03-24,selling,3.3495,4.522,0.03705,5.037,2.3961,3.0845,3.304
2010-03-25,buying,3.29,4.406,0.03611,4.908,2.337,2.99,3.219
2010-03-25,selling,3.3545,4.479,0.03653,5.0067,2.3913,3.0643,3.283
2010-03-26,buying,3.2805,4.3693,0.03548,4.8718,2.327,2.9768,3.2
2010-03-26,selling,3.346,4.462,0.0362,4.978,2.3826,3.046,3.279
2010-03-29,buying,3.279,4.3698,0.03548,4.8718,2.327,2.9768,3.2
2010-03-29,selling,3.323,4.462,0.03596,4.9732,2.3741,3.0193,3.2552
2010-03-30,buying,3.2765,4.359,0.03499,4.865,2.321,2.957,3.192
2010-03-30,selling,3.2945,4.449,0.03574,4.9391,2.3611,3.0299,3.228
2010-03-31,buying,3.2765,4.359,0.0348,4.8773,2.321,2.957,3.192
2010-03-31,selling,3.299,4.434,0.03555,4.978,2.3618,3.0305,3.245
2010-04-01,buying,3.233,4.351,0.034548,4.8955,2.3044,2.9544,3.166
2010-04-01,selling,3.281,4.4345,0.03514,4.988,2.3547,3.027,3.243
2010-04-02,buying,3.2153,4.356,0.03431,4.9028,2.294,2.9467,3.17
2010-04-02,selling,3.2765,4.453,0.03495,5.004,2.3494,3.0229,3.248
2010-04-05,buying,3.2153,4.325,0.034294,4.8979,2.2939,2.9421,3.168
2010-04-05,selling,3.266,4.423,0.0346,4.9969,2.3416,3.0181,3.248
2010-04-06,buying,3.2153,4.321,0.03373,4.885,2.283,2.926,3.165
2010-04-06,selling,3.2425,4.3693,0.0344,4.9593,2.3252,2.986,3.238
2010-04-07,buying,3.2153,4.321,0.03368,4.885,2.283,2.926,3.165
2010-04-07,selling,3.2255,4.328,0.03437,4.9287,2.3193,2.9993,3.234
2010-04-08,buying,3.2153,4.238,0.03404,4.8414,2.2705,2.9367,3.153
2010-04-08,selling,3.234,4.333,0.03437,4.9494,2.3193,3.009,3.234
2010-04-09,buying,3.2153,4.232,0.03377,4.838,2.269,2.9234,3.152
2010-04-09,selling,3.224,4.3179,0.0345,4.9313,2.3164,3.0003,3.227
2010-04-12,buying,3.1765,4.287,0.03377,4.8541,2.269,2.9343,3.152
2010-04-12,selling,3.21,4.326,0.03448,4.95,2.3164,3.008,3.212
2010-04-13,buying,3.186,4.324,0.03425,4.887,2.284,2.9375,3.169
2010-04-13,selling,3.2181,4.4004,0.03471,4.9623,2.3268,3.0149,3.2212
2010-04-14,buying,3.185,4.32,0.03394,4.887,2.29,2.9408,3.162
2010-04-14,selling,3.2181,4.4004,0.03465,4.9623,2.3268,3.0175,3.2212
2010-04-15,buying,3.185,4.854,0.03372,4.887,2.2903,2.941,3.162
2010-04-15,selling,3.217,4.4,0.03446,4.9835,2.3445,3.018,3.228
2010-04-16,buying,3.167,4.288,0.03434,4.8899,2.299,2.943,3.147
2010-04-16,selling,3.2325,4.385,0.03462,4.9989,2.3203,3.0201,3.227
2010-04-19,buying,3.171,4.288,0.03468,4.875,2.3,2.936,3.14
2010-04-19,selling,3.2229,4.3612,0.03495,4.9312,2.3459,2.9958,3.1893
2010-04-20,buying,3.171,4.278,0.03419,4.85,2.3,2.9264,3.118
2010-04-20,selling,3.2229,4.3612,0.03494,4.9312,2.3459,3.0048,3.1893
2010-04-21,buying,3.171,4.272,0.03414,4.85,2.298,2.9348,3.16
2010-04-21,selling,3.2229,4.342,0.03473,4.9312,2.3459,3.0124,3.1893
2010-04-22,buying,3.1656,4.2423,0.03414,4.88,2.3007,2.9285,3.16
2010-04-22,selling,3.2229,4.328,0.03479,4.9312,2.3459,3.0047,3.1893
2010-04-23,buying,3.1736,4.2423,0.03414,4.861,2.305,2.9257,3.154
2010-04-23,selling,3.2229,4.288,0.03462,4.9312,2.3459,3.0021,3.1893
2010-04-26,buying,3.1736,4.2423,0.03414,4.8422,2.3016,2.901,3.132
2010-04-26,selling,3.2015,4.288,0.03398,4.9312,2.3459,2.9777,3.1893
2010-04-27,buying,3.15,4.211,0.033702,4.8606,2.3,2.906,3.138
2010-04-27,selling,3.2015,4.288,0.034157,4.938,2.3471,2.9777,3.216
2010-04-28,buying,3.1755,4.204,0.03404,4.859,2.3065,2.9024,3.133
2010-04-28,selling,3.219,4.27,0.03478,4.95,2.3595,2.9786,3.195
2010-04-29,buying,3.1706,4.177,0.03393,4.8453,2.3065,2.9152,3.13
2010-04-29,selling,3.2305,4.267,0.03446,4.915,2.3579,2.9921,3.208
2010-04-30,buying,3.1515,4.167,0.033702,4.833,2.303,2.925,3.127
2010-04-30,selling,3.2146,4.261,0.03426,4.52,2.35,3.0016,3.207
2010-05-03,buying,3.1715,4.2018,0.033702,4.8302,2.3042,2.928,3.121
2010-05-03,selling,3.222,4.266,0.03428,4.304,2.3561,2.9999,3.18
2010-05-04,buying,3.1706,4.1832,0.033702,4.828,2.31,2.9231,3.124
2010-05-04,selling,3.2224,4.2746,0.03409,4.927,2.3561,2.9996,3.1839
2010-05-05,buying,3.1945,4.177,0.03364,4.8343,2.309,2.912,3.12
2010-05-05,selling,3.2277,4.2344,0.03438,4.94,2.3613,2.9729,3.19
2010-05-06,buying,3.2169,4.115,0.0342,4.8452,2.3066,2.9073,3.109
2010-05-06,selling,3.2277,4.208,0.03494,4.225,2.36,2.9841,3.187
2010-05-07,buying,3.253,4.115,0.03563,4.8452,2.307,2.9073,3.1005
2010-05-07,selling,3.2277,4.1872,0.035108,4.225,2.3558,2.943,3.1521
2010-05-10,buying,3.247,4.123,0.03517,4.8079,2.308,2.8646,3.089
2010-05-10,selling,3.2277,4.1872,0.03548,4.8613,2.3558,2.9402,3.1521
2010-05-11,buying,3.199,4.123,0.03408,4.751,2.304,2.853,3.09
2010-05-11,selling,3.2185,4.1203,0.034739,4.788,2.3428,2.9108,3.158
2010-05-12,buying,3.1706,4.123,0.03412,4.7277,2.292,2.8308,3.096
2010-05-12,selling,3.2277,4.095,0.03487,4.823,2.3466,2.9052,3.178
2010-05-13,buying,3.1706,4.123,0.03377,4.712,2.283,2.819,3.088
2010-05-13,selling,3.215,4.079,0.03451,4.783,2.3387,2.8937,3.165
2010-05-14,buying,3.16,3.951,0.03408,4.6081,2.281,2.8168,3.084
2010-05-14,selling,3.226,4.046,0.03481,4.7114,2.3358,2.8916,3.166
2010-05-17,buying,3.183,3.9232,0.03455,4.5976,2.286,2.8024,3.064
2010-05-17,selling,3.248,4.01,0.035,4.68,2.3403,2.8773,3.145
2010-05-18,buying,3.1885,3.93,0.03444,4.6015,2.288,2.7785,3.079
2010-05-18,selling,3.254,4.023,0.03519,4.704,2.3447,2.8537,3.158
2010-05-19,buying,3.2085,4.531,0.03493,4.596,2.29,2.77,3.074
2010-05-19,selling,3.273,3.9925,0.03568,4.681,2.344,2.8019,3.1529
2010-05-20,buying,3.2235,3.9738,0.03501,4.6254,2.3004,2.7437,3.071
2010-05-20,selling,3.2825,4.059,0.03576,4.732,2.286,2.7899,3.148
2010-05-21,buying,3.2745,4.0972,0.03638,4.699,2.319,2.6711,3.051
2010-05-21,selling,3.34,4.186,0.03712,4.809,2.3729,2.7439,3.132
2010-05-24,buying,3.2865,4.0984,0.03648,4.738,2.328,2.6897,3.081
2010-05-24,selling,3.343,4.189,0.03715,4.835,2.381,2.7624,3.157
2010-05-25,buying,3.3125,4.09,0.036601,4.7458,2.3404,2.7123,3.088
2010-05-25,selling,3.343,4.165,0.03736,4.835,2.3845,2.78,3.157
2010-05-26,buying,3.308,4.074,0.03663,4.7594,2.339,2.7148,3.085
2010-05-26,selling,3.3715,4.155,0.03739,4.859,2.3928,2.7855,3.1616
2010-05-27,buying,3.301,4.059,0.03649,4.748,2.329,2.7083,3.085
