series,date,type,value
abs,2017-01-01,e2.04,16813.882
abs,2017-01-01,e2.05,894.047
abs,2017-01-01,e2.06,3208.449
abs,2017-01-01,e2.07,25166.821
abs,2017-01-01,e2.08,3573.727
abs,2017-01-01,e2.09,52954.201
abs,2017-01-01,e2.10,1685.911
abs,2017-01-01,e3,331092.542
abs,2017-01-01,e3.1,331092.542
abs,2017-01-01,e3.1.1,189713.453
abs,2017-01-01,e3.1.2,115157.876
abs,2017-01-01,e3.1.3,26221.213
abs,2017-01-01,e3.2,331092.542
abs,2017-01-01,e3.2.1,105498.911
abs,2017-01-01,e3.2.2,225593.631
abs,2017-01-01,e4,1031.922
abs,2017-01-01,e5,900063.996
abs,2017-01-01,e5.1,750507.576
abs,2017-01-01,e5.2,149556.42
abs,2017-01-01,e6,814570.841
abs,2017-01-01,e6.1,644246.045
abs,2017-01-01,e6.2,170324.795
abs,2018-01-01,e0,1363766.395
abs,2018-01-01,e1,776053.764
abs,2018-01-01,e1.1.01,170931.446
abs,2018-01-01,e1.1.02,12217.553
abs,2018-01-01,e1.1.03,27949.106
abs,2018-01-01,e1.1.04,116502.991
abs,2018-01-01,e1.1.05,41152.194
abs,2018-01-01,e1.1.06,20705.941
abs,2018-01-01,e1.1.07,100112.941
abs,2018-01-01,e1.1.08,66038.2
abs,2018-01-01,e1.1.09,51428.172
abs,2018-01-01,e1.1.10,16658.068
abs,2018-01-01,e1.1.11,82970.031
abs,2018-01-01,e1.1.12,95812.275
abs,2018-01-01,e1.1.13,47830.537
abs,2018-01-01,e1.1.14,74845.962
abs,2018-01-01,e1.1.15,590.272
abs,2018-01-01,e2,170029.538
abs,2018-01-01,e2.01,25984.275
abs,2018-01-01,e2.02,12708.545
abs,2018-01-01,e2.03,15085.549
abs,2018-01-01,e2.04,24130.498
abs,2018-01-01,e2.05,598.56
abs,2018-01-01,e2.06,4378.243
abs,2018-01-01,e2.07,26670.815
abs,2018-01-01,e2.08,3180.021
abs,2018-01-01,e2.09,54844.96
abs,2018-01-01,e2.10,2448.072
abs,2018-01-01,e3,335592.467
abs,2018-01-01,e3.1,335592.467
abs,2018-01-01,e3.1.1,193329.67
abs,2018-01-01,e3.1.2,115974.909
abs,2018-01-01,e3.1.3,26287.888
abs,2018-01-01,e3.2,335592.468
abs,2018-01-01,e3.2.1,100249.265
abs,2018-01-01,e3.2.2,235343.203
abs,2018-01-01,e4,-8677.708
abs,2018-01-01,e5,917462.147
abs,2018-01-01,e5.1,768845.812
abs,2018-01-01,e5.2,148616.335
abs,2018-01-01,e6,826693.815
abs,2018-01-01,e6.1,662746.897
abs,2018-01-01,e6.2,163946.918
abs,2019-01-01,e0,1423951.962
abs,2019-01-01,e1,835714.307
abs,2019-01-01,e1.1.01,184684.046
abs,2019-01-01,e1.1.02,12450.638
abs,2019-01-01,e1.1.03,31423.639
abs,2019-01-01,e1.1.04,121970.234
abs,2019-01-01,e1.1.05,44026.584
abs,2019-01-01,e1.1.06,22045.378
abs,2019-01-01,e1.1.07,108445.371
abs,2019-01-01,e1.1.08,71706.215
abs,2019-01-01,e1.1.09,55714.099
abs,2019-01-01,e1.1.10,17572.162
abs,2019-01-01,e1.1.11,90925.81
abs,2019-01-01,e1.1.12,101205.829
abs,2019-01-01,e1.1.13,49926.941
abs,2019-01-01,e1.1.14,76995.823
abs,2019-01-01,e1.1.15,613.186
abs,2019-01-01,e2,172659.052
abs,2019-01-01,e2.01,25008.144
abs,2019-01-01,e2.02,10853.825
abs,2019-01-01,e2.03,14532.788
abs,2019-01-01,e2.04,25779.769
abs,2019-01-01,e2.05,636.534
abs,2019-01-01,e2.06,4619.242
abs,2019-01-01,e2.07,28610.227
abs,2019-01-01,e2.08,4023.675
abs,2019-01-01,e2.09,56401.038
abs,2019-01-01,e2.10,2193.811
abs,2019-01-01,e3,328535.72
abs,2019-01-01,e3.1,328535.72
abs,2019-01-01,e3.1.1,192423.052
abs,2019-01-01,e3.1.2,109561.742
abs,2019-01-01,e3.1.3,26550.926
abs,2019-01-01,e3.2,328535.72000000003
abs,2019-01-01,e3.2.1,89508.292
abs,2019-01-01,e3.2.2,239027.428
abs,2019-01-01,e4,-13882.584
abs,2019-01-01,e5,907877.022
abs,2019-01-01,e5.1,756343.08
abs,2019-01-01,e5.2,151533.942
abs,2019-01-01,e6,806951.555
abs,2019-01-01,e6.1,647361.451
abs,2019-01-01,e6.2,159590.104
abs,2020-01-01,e0,1346249.088
abs,2020-01-01,e1,802747.181
abs,2020-01-01,e1.1.01,195369.325
abs,2020-01-01,e1.1.02,12185.481
abs,2020-01-01,e1.1.03,27502.9
abs,2020-01-01,e1.1.04,126625.25
abs,2020-01-01,e1.1.05,39328.226
abs,2020-01-01,e1.1.06,20988.57
abs,2020-01-01,e1.1.07,93461.859
abs,2020-01-01,e1.1.08,77521.589
abs,2020-01-01,e1.1.09,28548.457
abs,2020-01-01,e1.1.10,16454.872
abs,2020-01-01,e1.1.11,66709.028
abs,2020-01-01,e1.1.12,89929.339
abs,2020-01-01,e1.1.13,19307.495
abs,2020-01-01,e1.1.14,11898.769
abs,2020-01-01,e1.1.15,713.558
abs,2020-01-01,e2,179721.364
abs,2020-01-01,e2.01,22294.977
abs,2020-01-01,e2.02,13576.741
abs,2020-01-01,e2.03,14947.86
abs,2020-01-01,e2.04,27534.659
abs,2020-01-01,e2.05,791.282
abs,2020-01-01,e2.06,5469.965
abs,2020-01-01,e2.07,31166.603
abs,2020-01-01,e2.08,4085.546
abs,2020-01-01,e2.09,57001.152
abs,2020-01-01,e2.10,2852.578
abs,2020-01-01,e3,281174.994
abs,2020-01-01,e3.1,281174.994
abs,2020-01-01,e3.1.1,157256.559
abs,2020-01-01,e3.1.2,100173.494
abs,2020-01-01,e3.1.3,23744.941
abs,2020-01-01,e3.2,281174.993
abs,2020-01-01,e3.2.1,70522.25
abs,2020-01-01,e3.2.2,210652.743
abs,2020-01-01,e4,-4464.009
abs,2020-01-01,e5,830156.773
abs,2020-01-01,e5.1,751099.603
abs,2020-01-01,e5.2,79057.17
abs,2020-01-01,e6,743087.214
abs,2020-01-01,e6.1,623824.876
abs,2020-01-01,e6.2,119262.338
abs,2021-01-01,e0,1390881.951
abs,2021-01-01,e1,817102.783
abs,2021-01-01,e1.1.01,207060.69
abs,2021-01-01,e1.1.02,11921.904
abs,2021-01-01,e1.1.03,28046.703
abs,2021-01-01,e1.1.04,130342.722
abs,2021-01-01,e1.1.05,39737.515
abs,2021-01-01,e1.1.06,22645.055
abs,2021-01-01,e1.1.07,86052.433
abs,2021-01-01,e1.1.08,85735.468
abs,2021-01-01,e1.1.09,23201.789
abs,2021-01-01,e1.1.10,15805.443
abs,2021-01-01,e1.1.11,60695.857
abs,2021-01-01,e1.1.12,90593.616
abs,2021-01-01,e1.1.13,14836.845
abs,2021-01-01,e1.1.14,319.333
abs,2021-01-01,e1.1.15,746.075
abs,2021-01-01,e2,190209.591
abs,2021-01-01,e2.01,26733.901
abs,2021-01-01,e2.02,13650.726
abs,2021-01-01,e2.03,15368.911
abs,2021-01-01,e2.04,27380.315
abs,2021-01-01,e2.05,897.104
abs,2021-01-01,e2.06,5344.785
abs,2021-01-01,e2.07,34952.923
abs,2021-01-01,e2.08,4430.75
abs,2021-01-01,e2.09,58672.096
abs,2021-01-01,e2.10,2778.08
abs,2021-01-01,e3,279242.417
abs,2021-01-01,e3.1,279242.417
abs,2021-01-01,e3.1.1,141682.223
abs,2021-01-01,e3.1.2,113636.335
abs,2021-01-01,e3.1.3,23923.859
abs,2021-01-01,e3.2,279242.417
abs,2021-01-01,e3.2.1,62740.364
abs,2021-01-01,e3.2.2,216502.053
abs,2021-01-01,e4,20749.147
abs,2021-01-01,e5,984094.407
abs,2021-01-01,e5.1,911525.464
abs,2021-01-01,e5.2,72568.943
abs,2021-01-01,e6,900516.394
abs,2021-01-01,e6.1,772111.933
abs,2021-01-01,e6.2,128404.461
abs,2022-01-01,e0,1516502.754
abs,2022-01-01,e1,910364.129
abs,2022-01-01,e1.1.01,221411.983
abs,2022-01-01,e1.1.02,11966.527
abs,2022-01-01,e1.1.03,32569.553
abs,2022-01-01,e1.1.04,139369.373
abs,2022-01-01,e1.1.05,43680.958
abs,2022-01-01,e1.1.06,26620.504
abs,2022-01-01,e1.1.07,113696.16
abs,2022-01-01,e1.1.08,94414.124
abs,2022-01-01,e1.1.09,33942.166
abs,2022-01-01,e1.1.10,17318.626
abs,2022-01-01,e1.1.11,76180.46
abs,2022-01-01,e1.1.12,97548.376
abs,2022-01-01,e1.1.13,28877.882
abs,2022-01-01,e1.1.14,28107.052
abs,2022-01-01,e1.1.15,874.49
abs,2022-01-01,e2,200948.174
abs,2022-01-01,e2.01,39951.332
abs,2022-01-01,e2.02,13538.226
abs,2022-01-01,e2.03,14366.63
abs,2022-01-01,e2.04,26834.889
abs,2022-01-01,e2.05,241.584
abs,2022-01-01,e2.06,4504.116
abs,2022-01-01,e2.07,32336.226
abs,2022-01-01,e2.08,4438.957
abs,2022-01-01,e2.09,62019.626
abs,2022-01-01,e2.10,2716.588
abs,2022-01-01,e3,298339.661
abs,2022-01-01,e3.1,298339.66
abs,2022-01-01,e3.1.1,148483.199
abs,2022-01-01,e3.1.2,125279.379
abs,2022-01-01,e3.1.3,24577.082
abs,2022-01-01,e3.2,298339.66099999996
abs,2022-01-01,e3.2.1,66120.861
abs,2022-01-01,e3.2.2,232218.8
abs,2022-01-01,e4,24506.474
abs,2022-01-01,e5,1126873.228
abs,2022-01-01,e5.1,1012028.381
abs,2022-01-01,e5.2,114844.846
abs,2022-01-01,e6,1044528.912
abs,2022-01-01,e6.1,883065.447
abs,2022-01-01,e6.2,161463.465
abs,2023-01-01,e0,1570774.181
abs,2023-01-01,e1,951829.681
abs,2023-01-01,e1.1.01,231114.42
abs,2023-01-01,e1.1.02,12253.233
abs,2023-01-01,e1.1.03,34852.425
abs,2023-01-01,e1.1.04,148515.692
abs,2023-01-01,e1.1.05,45136.447
abs,2023-01-01,e1.1.06,29604.098
abs,2023-01-01,e1.1.07,124567.595
abs,2023-01-01,e1.1.08,101024.469
abs,2023-01-01,e1.1.09,35755.276
abs,2023-01-01,e1.1.10,18570.898
abs,2023-01-01,e1.1.11,81416.868
abs,2023-01-01,e1.1.12,101436.358
abs,2023-01-01,e1.1.13,48267.931
abs,2023-01-01,e1.1.14,61618.815
abs,2023-01-01,e1.1.15,932.784
abs,2023-01-01,e2,209644.389
abs,2023-01-01,e2.01,36441.863
abs,2023-01-01,e2.02,14720.871
abs,2023-01-01,e2.03,15471.281
abs,2023-01-01,e2.04,30127.846
abs,2023-01-01,e2.05,1116.793
abs,2023-01-01,e2.06,5590.64
abs,2023-01-01,e2.07,33752.4
abs,2023-01-01,e2.08,5066.474
abs,2023-01-01,e2.09,64253.546
abs,2023-01-01,e2.10,3102.674
abs,2023-01-01,e3,314491.941
abs,2023-01-01,e3.1,314491.94100000005
abs,2023-01-01,e3.1.1,157484.42
abs,2023-01-01,e3.1.2,131760.23
abs,2023-01-01,e3.1.3,25247.291
abs,2023-01-01,e3.2,314491.941
abs,2023-01-01,e3.2.1,71751.093
abs,2023-01-01,e3.2.2,242740.848
abs,2023-01-01,e4,30731.376
abs,2023-01-01,e5,1038084.644
abs,2023-01-01,e5.1,885421.674
abs,2023-01-01,e5.2,152662.97
abs,2023-01-01,e6,974007.851
abs,2023-01-01,e6.1,786492.442
abs,2023-01-01,e6.2,187515.408
abs,2024-01-01,e0,1651872.788
abs,2024-01-01,e1,997503.207
abs,2024-01-01,e1.1.01,241507.25
abs,2024-01-01,e1.1.02,12337.94
abs,2024-01-01,e1.1.03,37442.983
abs,2024-01-01,e1.1.04,156460.112
abs,2024-01-01,e1.1.05,48160.828
abs,2024-01-01,e1.1.06,32386.709
abs,2024-01-01,e1.1.07,136359.804
abs,2024-01-01,e1.1.08,106468.26
abs,2024-01-01,e1.1.09,37709.075
abs,2024-01-01,e1.1.10,19752.278
abs,2024-01-01,e1.1.11,90652.094
abs,2024-01-01,e1.1.12,107783.416
abs,2024-01-01,e1.1.13,54030.292
abs,2024-01-01,e1.1.14,84582.54
abs,2024-01-01,e1.1.15,1034.705
abs,2024-01-01,e2,219198.692
abs,2024-01-01,e2.01,35255.829
abs,2024-01-01,e2.02,15720.087
abs,2024-01-01,e2.03,16021.92
abs,2024-01-01,e2.04,34159.451
abs,2024-01-01,e2.05,1138.9
abs,2024-01-01,e2.06,5557.194
abs,2024-01-01,e2.07,35557.106
abs,2024-01-01,e2.08,5114.518
abs,2024-01-01,e2.09,67227.67
abs,2024-01-01,e2.10,3446.017
abs,2024-01-01,e3,352557.328
abs,2024-01-01,e3.1,352557.329
abs,2024-01-01,e3.1.1,181934.751
abs,2024-01-01,e3.1.2,143731.34
abs,2024-01-01,e3.1.3,26891.238
abs,2024-01-01,e3.2,352557.328
abs,2024-01-01,e3.2.1,79699.677
abs,2024-01-01,e3.2.2,272857.651
abs,2024-01-01,e4,14247.136
abs,2024-01-01,e5,1127228.51
abs,2024-01-01,e5.1,937619.068
abs,2024-01-01,e5.2,189609.443
abs,2024-01-01,e6,1058862.085
abs,2024-01-01,e6.1,862039.356
abs,2024-01-01,e6.2,196822.73
abs,2025-01-01,e0,1736953.27
abs,2025-01-01,e1,1050775.684
abs,2025-01-01,e1.1.01,250770.706
abs,2025-01-01,e1.1.02,12372.868
abs,2025-01-01,e1.1.03,40646.856
abs,2025-01-01,e1.1.04,158612.418
abs,2025-01-01,e1.1.05,49953.766
abs,2025-01-01,e1.1.06,35036.539
abs,2025-01-01,e1.1.07,150210.336
abs,2025-01-01,e1.1.08,115753.786
abs,2025-01-01,e1.1.09,39254.333
abs,2025-01-01,e1.1.10,20848.416
abs,2025-01-01,e1.1.11,103946.028
abs,2025-01-01,e1.1.12,110844.043
abs,2025-01-01,e1.1.13,57900.668
abs,2025-01-01,e1.1.14,96503.367
abs,2025-01-01,e1.1.15,1128.288
abs,2025-01-01,e2,230830.373
abs,2025-01-01,e2.01,36834.227
abs,2025-01-01,e2.02,16017.541
abs,2025-01-01,e2.03,16971.579
abs,2025-01-01,e2.04,36423.187
abs,2025-01-01,e2.05,1213.78
abs,2025-01-01,e2.06,6083.47
abs,2025-01-01,e2.07,37119.239
abs,2025-01-01,e2.08,5743.966
abs,2025-01-01,e2.09,70515.162
abs,2025-01-01,e2.10,3908.221
abs,2025-01-01,e3,386376.289
abs,2025-01-01,e3.1,386376.289
abs,2025-01-01,e3.1.1,202051.88
abs,2025-01-01,e3.1.2,156548.859
abs,2025-01-01,e3.1.3,27775.55
abs,2025-01-01,e3.2,386376.289
abs,2025-01-01,e3.2.1,87871.855
abs,2025-01-01,e3.2.2,298504.434
abs,2025-01-01,e4,11258.13
abs,2025-01-01,e5,1182936.868
abs,2025-01-01,e5.1,964534.435
abs,2025-01-01,e5.2,218402.432
abs,2025-01-01,e6,1125224.074
abs,2025-01-01,e6.1,918558.466
abs,2025-01-01,e6.2,206665.608
growth_yoy,2016-01-01,e0,4.4
growth_yoy,2016-01-01,e1,5.9
growth_yoy,2016-01-01,e1.1.01,6.6
growth_yoy,2016-01-01,e1.1.02,-7.0
growth_yoy,2016-01-01,e1.1.03,10.3
growth_yoy,2016-01-01,e1.1.04,6.4
growth_yoy,2016-01-01,e1.1.05,5.1
growth_yoy,2016-01-01,e1.1.06,5.8
growth_yoy,2016-01-01,e1.1.07,6.6
growth_yoy,2016-01-01,e1.1.08,9.9
growth_yoy,2016-01-01,e1.1.09,4.4
growth_yoy,2016-01-01,e1.1.10,5.3
growth_yoy,2016-01-01,e1.1.11,6.9
growth_yoy,2016-01-01,e1.1.12,4.5
growth_yoy,2016-01-01,e1.1.13,2.0
growth_yoy,2016-01-01,e1.1.14,6.7
growth_yoy,2016-01-01,e1.1.15,2.9
growth_yoy,2016-01-01,e2,1.1
growth_yoy,2016-01-01,e2.01,2.9
growth_yoy,2016-01-01,e2.02,0.1
growth_yoy,2016-01-01,e2.03,-2.8
growth_yoy,2016-01-01,e2.04,-0.4
growth_yoy,2016-01-01,e2.05,3.1
growth_yoy,2016-01-01,e2.06,35.8
growth_yoy,2016-01-01,e2.07,-0.2
growth_yoy,2016-01-01,e2.08,-1.5
growth_yoy,2016-01-01,e2.09,1.2
growth_yoy,2016-01-01,e2.10,5.9
growth_yoy,2016-01-01,e3,2.6
growth_yoy,2016-01-01,e3.1,2.6
growth_yoy,2016-01-01,e3.1.1,4.6
growth_yoy,2016-01-01,e3.1.2,1.0
growth_yoy,2016-01-01,e3.1.3,-4.3
growth_yoy,2016-01-01,e3.2,2.6
growth_yoy,2016-01-01,e3.2.1,-1.0
growth_yoy,2016-01-01,e3.2.2,4.5
growth_yoy,2016-01-01,e5,1.3
growth_yoy,2016-01-01,e5.1,0.6
growth_yoy,2016-01-01,e5.2,5.0
growth_yoy,2016-01-01,e6,1.4
growth_yoy,2016-01-01,e6.1,1.2
growth_yoy,2016-01-01,e6.2,2.4
growth_yoy,2017-01-01,e0,5.8
growth_yoy,2017-01-01,e1,6.9
growth_yoy,2017-01-01,e1.1.01,7.5
growth_yoy,2017-01-01,e1.1.02,1.7
growth_yoy,2017-01-01,e1.1.03,12.0
growth_yoy,2017-01-01,e1.1.04,4.9
growth_yoy,2017-01-01,e1.1.05,6.2
growth_yoy,2017-01-01,e1.1.06,6.0
growth_yoy,2017-01-01,e1.1.07,4.6
growth_yoy,2017-01-01,e1.1.08,10.4
growth_yoy,2017-01-01,e1.1.09,5.6
growth_yoy,2017-01-01,e1.1.10,6.0
growth_yoy,2017-01-01,e1.1.11,7.6
growth_yoy,2017-01-01,e1.1.12,5.6
growth_yoy,2017-01-01,e1.1.13,7.6
growth_yoy,2017-01-01,e1.1.14,3.5
growth_yoy,2017-01-01,e1.1.15,2.2
growth_yoy,2017-01-01,e2,5.7
growth_yoy,2017-01-01,e2.01,1.2
growth_yoy,2017-01-01,e2.02,-4.6
growth_yoy,2017-01-01,e2.03,3.9
growth_yoy,2017-01-01,e2.04,7.9
growth_yoy,2017-01-01,e2.05,55.8
growth_yoy,2017-01-01,e2.06,25.0
growth_yoy,2017-01-01,e2.07,6.1
growth_yoy,2017-01-01,e2.08,16.7
growth_yoy,2017-01-01,e2.09,9.1
growth_yoy,2017-01-01,e2.10,10.5
growth_yoy,2017-01-01,e3,6.1
growth_yoy,2017-01-01,e3.1,6.1
growth_yoy,2017-01-01,e3.1.1,4.1
growth_yoy,2017-01-01,e3.1.2,11.4
growth_yoy,2017-01-01,e3.1.3,-1.4
growth_yoy,2017-01-01,e3.2,6.1
growth_yoy,2017-01-01,e3.2.1,0.3
growth_yoy,2017-01-01,e3.2.2,9.0
growth_yoy,2017-01-01,e5,8.7
growth_yoy,2017-01-01,e5.1,9.5
growth_yoy,2017-01-01,e5.2,4.6
growth_yoy,2017-01-01,e6,10.2
growth_yoy,2017-01-01,e6.1,11.3
growth_yoy,2017-01-01,e6.2,6.1
growth_yoy,2018-01-01,e0,4.8
growth_yoy,2018-01-01,e1,8.0
growth_yoy,2018-01-01,e1.1.01,7.6
growth_yoy,2018-01-01,e1.1.02,2.3
growth_yoy,2018-01-01,e1.1.03,13.0
growth_yoy,2018-01-01,e1.1.04,5.0
growth_yoy,2018-01-01,e1.1.05,7.4
growth_yoy,2018-01-01,e1.1.06,6.7
growth_yoy,2018-01-01,e1.1.07,5.4
growth_yoy,2018-01-01,e1.1.08,10.2
growth_yoy,2018-01-01,e1.1.09,7.8
growth_yoy,2018-01-01,e1.1.10,5.9
growth_yoy,2018-01-01,e1.1.11,9.0
growth_yoy,2018-01-01,e1.1.12,6.4
growth_yoy,2018-01-01,e1.1.13,5.5
growth_yoy,2018-01-01,e1.1.14,-1.3
growth_yoy,2018-01-01,e1.1.15,2.8
growth_yoy,2018-01-01,e2,3.4
growth_yoy,2018-01-01,e2.01,-12.8
growth_yoy,2018-01-01,e2.02,-20.8
growth_yoy,2018-01-01,e2.03,5.5
growth_yoy,2018-01-01,e2.04,43.5
growth_yoy,2018-01-01,e2.05,-33.1
growth_yoy,2018-01-01,e2.06,36.5
growth_yoy,2018-01-01,e2.07,6.0
growth_yoy,2018-01-01,e2.08,-11.0
growth_yoy,2018-01-01,e2.09,3.6
growth_yoy,2018-01-01,e2.10,45.2
growth_yoy,2018-01-01,e3,1.4
growth_yoy,2018-01-01,e3.1,1.4
growth_yoy,2018-01-01,e3.1.1,1.9
growth_yoy,2018-01-01,e3.1.2,0.7
growth_yoy,2018-01-01,e3.1.3,0.3
growth_yoy,2018-01-01,e3.2,1.4
growth_yoy,2018-01-01,e3.2.1,-5.0
growth_yoy,2018-01-01,e3.2.2,4.3
growth_yoy,2018-01-01,e5,1.9
growth_yoy,2018-01-01,e5.1,2.4
growth_yoy,2018-01-01,e5.2,-0.6
growth_yoy,2018-01-01,e6,1.5
growth_yoy,2018-01-01,e6.1,2.9
growth_yoy,2018-01-01,e6.2,-3.7
growth_yoy,2019-01-01,e0,4.4
growth_yoy,2019-01-01,e1,7.7
growth_yoy,2019-01-01,e1.1.01,8.0
growth_yoy,2019-01-01,e1.1.02,1.9
growth_yoy,2019-01-01,e1.1.03,12.4
growth_yoy,2019-01-01,e1.1.04,4.7
growth_yoy,2019-01-01,e1.1.05,7.0
growth_yoy,2019-01-01,e1.1.06,6.5
growth_yoy,2019-01-01,e1.1.07,8.3
growth_yoy,2019-01-01,e1.1.08,8.6
growth_yoy,2019-01-01,e1.1.09,8.3
growth_yoy,2019-01-01,e1.1.10,5.5
growth_yoy,2019-01-01,e1.1.11,9.6
growth_yoy,2019-01-01,e1.1.12,5.6
growth_yoy,2019-01-01,e1.1.13,4.4
growth_yoy,2019-01-01,e1.1.14,2.9
growth_yoy,2019-01-01,e1.1.15,3.9
growth_yoy,2019-01-01,e2,1.5
growth_yoy,2019-01-01,e2.01,-3.8
growth_yoy,2019-01-01,e2.02,-14.6
growth_yoy,2019-01-01,e2.03,-3.7
growth_yoy,2019-01-01,e2.04,6.8
growth_yoy,2019-01-01,e2.05,6.3
growth_yoy,2019-01-01,e2.06,5.5
growth_yoy,2019-01-01,e2.07,7.3
growth_yoy,2019-01-01,e2.08,26.5
growth_yoy,2019-01-01,e2.09,2.8
growth_yoy,2019-01-01,e2.10,-10.4
growth_yoy,2019-01-01,e3,-2.1
growth_yoy,2019-01-01,e3.1,-2.1
growth_yoy,2019-01-01,e3.1.1,-0.5
growth_yoy,2019-01-01,e3.1.2,-5.5
growth_yoy,2019-01-01,e3.1.3,1.0
growth_yoy,2019-01-01,e3.2,-2.1
growth_yoy,2019-01-01,e3.2.1,-10.7
growth_yoy,2019-01-01,e3.2.2,1.6
growth_yoy,2019-01-01,e5,-1.0
growth_yoy,2019-01-01,e5.1,-1.6
growth_yoy,2019-01-01,e5.2,2.0
growth_yoy,2019-01-01,e6,-2.4
growth_yoy,2019-01-01,e6.1,-2.3
growth_yoy,2019-01-01,e6.2,-2.7
growth_yoy,2020-01-01,e0,-5.5
growth_yoy,2020-01-01,e1,-3.9
growth_yoy,2020-01-01,e1.1.01,5.8
growth_yoy,2020-01-01,e1.1.02,-2.1
growth_yoy,2020-01-01,e1.1.03,-12.5
growth_yoy,2020-01-01,e1.1.04,3.8
growth_yoy,2020-01-01,e1.1.05,-10.7
growth_yoy,2020-01-01,e1.1.06,-4.8
