series,date,item,index
growth_mom,2020-10-01,11041,-3.261
growth_mom,2020-11-01,11041,-0.458
growth_mom,2020-12-01,11041,2.604
growth_mom,2021-01-01,11041,0.755
growth_mom,2021-02-01,11041,-7.751
growth_mom,2021-03-01,11041,1.182
growth_mom,2021-04-01,11041,25.359
growth_mom,2021-05-01,11041,-10.97
growth_mom,2021-06-01,11041,-1.253
growth_mom,2021-07-01,11041,9.924
growth_mom,2021-08-01,11041,11.206
growth_mom,2021-09-01,11041,-11.863
growth_mom,2021-10-01,11041,-5.433
growth_mom,2021-11-01,11041,-2.019
growth_mom,2021-12-01,11041,7.402
growth_mom,2022-01-01,11041,-2.405
growth_mom,2022-02-01,11041,-6.043
growth_mom,2022-03-01,11041,4.333
growth_mom,2022-04-01,11041,27.694
growth_mom,2022-05-01,11041,-15.686
growth_mom,2022-06-01,11041,0.518
growth_mom,2022-07-01,11041,5.136
growth_mom,2022-08-01,11041,10.306
growth_mom,2022-09-01,11041,-8.095
growth_mom,2022-10-01,11041,-3.062
growth_mom,2022-11-01,11041,-2.04
growth_mom,2022-12-01,11041,-0.953
growth_mom,2023-01-01,11041,-12.268
growth_mom,2023-02-01,11041,-1.452
growth_mom,2023-03-01,11041,14.201
growth_mom,2023-04-01,11041,13.001
growth_mom,2023-05-01,11041,7.248
growth_mom,2023-06-01,11041,-9.182
growth_mom,2023-07-01,11041,5.195
growth_mom,2023-08-01,11041,6.653
growth_mom,2023-09-01,11041,-8.387
growth_mom,2023-10-01,11041,-1.734
growth_mom,2023-11-01,11041,-7.004
growth_mom,2023-12-01,11041,1.032
growth_mom,2024-01-01,11041,-9.964
growth_mom,2024-02-01,11041,-4.942
growth_mom,2024-03-01,11041,21.396
growth_mom,2024-04-01,11041,9.141
growth_mom,2024-05-01,11041,10.085
growth_mom,2024-06-01,11041,-4.618
growth_mom,2024-07-01,11041,1.108
growth_mom,2024-08-01,11041,8.263
growth_mom,2024-09-01,11041,-11.877
growth_mom,2024-10-01,11041,-3.427
growth_mom,2024-11-01,11041,-3.32
growth_mom,2024-12-01,11041,6.459
growth_mom,2025-01-01,11041,-15.048
growth_mom,2025-02-01,11041,-2.267
growth_mom,2025-03-01,11041,20.198
growth_mom,2025-04-01,11041,9.868
growth_mom,2025-05-01,11041,8.081
growth_mom,2025-06-01,11041,-1.586
growth_mom,2025-07-01,11041,2.246
growth_mom,2025-08-01,11041,11.09
growth_mom,2025-09-01,11041,-8.589
growth_mom,2025-10-01,11041,-3.864
growth_mom,2025-11-01,11041,-4.522
growth_mom,2025-12-01,11041,5.987
growth_mom,2026-01-01,11041,-11.619
growth_mom,2026-02-01,11041,-5.339
growth_mom,2026-03-01,11041,17.419
growth_mom,2026-04-01,11041,12.639
growth_mom,2026-05-01,11041,-1.175
growth_mom,2026-06-01,11041,1.395
abs,2015-01-01,11042,97.41
abs,2015-02-01,11042,71.987
abs,2015-03-01,11042,100.965
abs,2015-04-01,11042,102.484
abs,2015-05-01,11042,99.791
abs,2015-06-01,11042,97.835
abs,2015-07-01,11042,96.659
abs,2015-08-01,11042,108.678
abs,2015-09-01,11042,100.399
abs,2015-10-01,11042,109.473
abs,2015-11-01,11042,105.298
abs,2015-12-01,11042,109.02
abs,2016-01-01,11042,110.704
abs,2016-02-01,11042,78.757
abs,2016-03-01,11042,103.247
abs,2016-04-01,11042,106.568
abs,2016-05-01,11042,109.234
abs,2016-06-01,11042,110.399
abs,2016-07-01,11042,105.098
abs,2016-08-01,11042,122.449
abs,2016-09-01,11042,114.043
abs,2016-10-01,11042,123.174
abs,2016-11-01,11042,115.724
abs,2016-12-01,11042,119.378
abs,2017-01-01,11042,116.556
abs,2017-02-01,11042,92.229
abs,2017-03-01,11042,122.546
abs,2017-04-01,11042,116.746
abs,2017-05-01,11042,122.102
abs,2017-06-01,11042,118.932
abs,2017-07-01,11042,114.109
abs,2017-08-01,11042,136.114
abs,2017-09-01,11042,120.568
abs,2017-10-01,11042,131.368
abs,2017-11-01,11042,123.2
abs,2017-12-01,11042,124.962
abs,2018-01-01,11042,120.824
abs,2018-02-01,11042,95.81
abs,2018-03-01,11042,124.296
abs,2018-04-01,11042,128.674
abs,2018-05-01,11042,135.376
abs,2018-06-01,11042,122.983
abs,2018-07-01,11042,139.638
abs,2018-08-01,11042,131.587
abs,2018-09-01,11042,139.22
abs,2018-10-01,11042,135.266
abs,2018-11-01,11042,130.245
abs,2018-12-01,11042,127.785
abs,2019-01-01,11042,124.341
abs,2019-02-01,11042,107.06
abs,2019-03-01,11042,107.294
abs,2019-04-01,11042,119.634
abs,2019-05-01,11042,128.867
abs,2019-06-01,11042,123.469
abs,2019-07-01,11042,118.76
abs,2019-08-01,11042,115.566
abs,2019-09-01,11042,119.321
abs,2019-10-01,11042,135.217
abs,2019-11-01,11042,123.219
abs,2019-12-01,11042,147.4
abs,2020-01-01,11042,143.952
abs,2020-02-01,11042,136.377
abs,2020-03-01,11042,105.534
abs,2020-04-01,11042,96.318
abs,2020-05-01,11042,80.694
abs,2020-06-01,11042,120.972
abs,2020-07-01,11042,95.039
abs,2020-08-01,11042,108.26
abs,2020-09-01,11042,117.872
abs,2020-10-01,11042,126.061
abs,2020-11-01,11042,114.309
abs,2020-12-01,11042,129.092
abs,2021-01-01,11042,140.087
abs,2021-02-01,11042,134.13
abs,2021-03-01,11042,127.375
abs,2021-04-01,11042,119.782
abs,2021-05-01,11042,108.714
abs,2021-06-01,11042,128.395
abs,2021-07-01,11042,96.425
abs,2021-08-01,11042,121.261
abs,2021-09-01,11042,125.913
abs,2021-10-01,11042,131.863
abs,2021-11-01,11042,129.827
abs,2021-12-01,11042,120.043
abs,2022-01-01,11042,121.435
abs,2022-02-01,11042,144.323
abs,2022-03-01,11042,139.385
abs,2022-04-01,11042,135.013
abs,2022-05-01,11042,138.417
abs,2022-06-01,11042,142.146
abs,2022-07-01,11042,123.452
abs,2022-08-01,11042,141.588
abs,2022-09-01,11042,174.17
abs,2022-10-01,11042,153.611
abs,2022-11-01,11042,136.426
abs,2022-12-01,11042,148.567
abs,2023-01-01,11042,127.678
abs,2023-02-01,11042,168.744
abs,2023-03-01,11042,137.624
abs,2023-04-01,11042,124.315
abs,2023-05-01,11042,146.26
abs,2023-06-01,11042,118.021
abs,2023-07-01,11042,153.943
abs,2023-08-01,11042,104.479
abs,2023-09-01,11042,168.83
abs,2023-10-01,11042,138.262
abs,2023-11-01,11042,176.243
abs,2023-12-01,11042,189.948
abs,2024-01-01,11042,154.457
abs,2024-02-01,11042,196.781
abs,2024-03-01,11042,135.669
abs,2024-04-01,11042,150.08
abs,2024-05-01,11042,174.524
abs,2024-06-01,11042,150.263
abs,2024-07-01,11042,177.099
abs,2024-08-01,11042,123.951
abs,2024-09-01,11042,191.119
abs,2024-10-01,11042,167.84
abs,2024-11-01,11042,234.221
abs,2024-12-01,11042,234.626
abs,2025-01-01,11042,176.47
abs,2025-02-01,11042,210.672
abs,2025-03-01,11042,146.441
abs,2025-04-01,11042,162.061
abs,2025-05-01,11042,174.001
abs,2025-06-01,11042,151.87
abs,2025-07-01,11042,178.328
abs,2025-08-01,11042,130.067
abs,2025-09-01,11042,201.555
abs,2025-10-01,11042,180.204
abs,2025-11-01,11042,251.727
abs,2025-12-01,11042,250.65
abs,2026-01-01,11042,192.732
abs,2026-02-01,11042,233.088
abs,2026-03-01,11042,152.811
abs,2026-04-01,11042,168.449
abs,2026-05-01,11042,179.46
abs,2026-06-01,11042,158.541
growth_yoy,2016-01-01,11042,13.647
growth_yoy,2016-02-01,11042,9.404
growth_yoy,2016-03-01,11042,2.26
growth_yoy,2016-04-01,11042,3.985
growth_yoy,2016-05-01,11042,9.462
growth_yoy,2016-06-01,11042,12.842
growth_yoy,2016-07-01,11042,8.73
growth_yoy,2016-08-01,11042,12.671
growth_yoy,2016-09-01,11042,13.59
growth_yoy,2016-10-01,11042,12.515
growth_yoy,2016-11-01,11042,9.901
growth_yoy,2016-12-01,11042,9.501
growth_yoy,2017-01-01,11042,5.287
growth_yoy,2017-02-01,11042,17.106
growth_yoy,2017-03-01,11042,18.692
growth_yoy,2017-04-01,11042,9.551
growth_yoy,2017-05-01,11042,11.78
growth_yoy,2017-06-01,11042,7.729
growth_yoy,2017-07-01,11042,8.574
growth_yoy,2017-08-01,11042,11.16
growth_yoy,2017-09-01,11042,5.722
growth_yoy,2017-10-01,11042,6.652
growth_yoy,2017-11-01,11042,6.46
growth_yoy,2017-12-01,11042,4.678
growth_yoy,2018-01-01,11042,3.662
growth_yoy,2018-02-01,11042,3.882
growth_yoy,2018-03-01,11042,1.428
growth_yoy,2018-04-01,11042,10.217
growth_yoy,2018-05-01,11042,10.871
growth_yoy,2018-06-01,11042,3.406
growth_yoy,2018-07-01,11042,22.372
growth_yoy,2018-08-01,11042,-3.326
growth_yoy,2018-09-01,11042,15.47
growth_yoy,2018-10-01,11042,2.968
growth_yoy,2018-11-01,11042,5.719
growth_yoy,2018-12-01,11042,2.259
growth_yoy,2019-01-01,11042,2.91
growth_yoy,2019-02-01,11042,11.743
growth_yoy,2019-03-01,11042,-13.679
growth_yoy,2019-04-01,11042,-7.026
growth_yoy,2019-05-01,11042,-4.808
growth_yoy,2019-06-01,11042,0.395
growth_yoy,2019-07-01,11042,-14.951
growth_yoy,2019-08-01,11042,-12.175
growth_yoy,2019-09-01,11042,-14.293
growth_yoy,2019-10-01,11042,-0.036
growth_yoy,2019-11-01,11042,-5.394
growth_yoy,2019-12-01,11042,15.349
growth_yoy,2020-01-01,11042,15.772
growth_yoy,2020-02-01,11042,27.383
growth_yoy,2020-03-01,11042,-1.64
growth_yoy,2020-04-01,11042,-19.49
growth_yoy,2020-05-01,11042,-37.382
growth_yoy,2020-06-01,11042,-2.022
growth_yoy,2020-07-01,11042,-19.974
growth_yoy,2020-08-01,11042,-6.323
growth_yoy,2020-09-01,11042,-1.214
growth_yoy,2020-10-01,11042,-6.771
growth_yoy,2020-11-01,11042,-7.231
growth_yoy,2020-12-01,11042,-12.42
growth_yoy,2021-01-01,11042,-2.685
growth_yoy,2021-02-01,11042,-1.647
growth_yoy,2021-03-01,11042,20.696
growth_yoy,2021-04-01,11042,24.361
growth_yoy,2021-05-01,11042,34.724
growth_yoy,2021-06-01,11042,6.136
growth_yoy,2021-07-01,11042,1.458
growth_yoy,2021-08-01,11042,12.01
growth_yoy,2021-09-01,11042,6.821
growth_yoy,2021-10-01,11042,4.602
growth_yoy,2021-11-01,11042,13.576
growth_yoy,2021-12-01,11042,-7.01
growth_yoy,2022-01-01,11042,-13.315
growth_yoy,2022-02-01,11042,7.599
growth_yoy,2022-03-01,11042,9.429
growth_yoy,2022-04-01,11042,12.715
growth_yoy,2022-05-01,11042,27.322
growth_yoy,2022-06-01,11042,10.71
growth_yoy,2022-07-01,11042,28.029
growth_yoy,2022-08-01,11042,16.762
growth_yoy,2022-09-01,11042,38.326
growth_yoy,2022-10-01,11042,16.493
growth_yoy,2022-11-01,11042,5.083
growth_yoy,2022-12-01,11042,23.762
growth_yoy,2023-01-01,11042,5.141
growth_yoy,2023-02-01,11042,16.921
growth_yoy,2023-03-01,11042,-1.263
growth_yoy,2023-04-01,11042,-7.923
growth_yoy,2023-05-01,11042,5.666
growth_yoy,2023-06-01,11042,-16.972
growth_yoy,2023-07-01,11042,24.698
growth_yoy,2023-08-01,11042,-26.209
growth_yoy,2023-09-01,11042,-3.066
growth_yoy,2023-10-01,11042,-9.993
growth_yoy,2023-11-01,11042,29.185
growth_yoy,2023-12-01,11042,27.853
growth_yoy,2024-01-01,11042,20.974
growth_yoy,2024-02-01,11042,16.615
growth_yoy,2024-03-01,11042,-1.421
growth_yoy,2024-04-01,11042,20.725
growth_yoy,2024-05-01,11042,19.324
growth_yoy,2024-06-01,11042,27.319
growth_yoy,2024-07-01,11042,15.042
growth_yoy,2024-08-01,11042,18.638
growth_yoy,2024-09-01,11042,13.202
growth_yoy,2024-10-01,11042,21.393
growth_yoy,2024-11-01,11042,32.897
growth_yoy,2024-12-01,11042,23.521
growth_yoy,2025-01-01,11042,14.252
growth_yoy,2025-02-01,11042,7.059
growth_yoy,2025-03-01,11042,7.94
growth_yoy,2025-04-01,11042,7.983
growth_yoy,2025-05-01,11042,-0.3
growth_yoy,2025-06-01,11042,1.069
growth_yoy,2025-07-01,11042,0.694
growth_yoy,2025-08-01,11042,4.934
growth_yoy,2025-09-01,11042,5.461
growth_yoy,2025-10-01,11042,7.367
growth_yoy,2025-11-01,11042,7.474
growth_yoy,2025-12-01,11042,6.83
growth_yoy,2026-01-01,11042,9.215
growth_yoy,2026-02-01,11042,10.64
growth_yoy,2026-03-01,11042,4.35
growth_yoy,2026-04-01,11042,3.942
growth_yoy,2026-05-01,11042,3.138
growth_yoy,2026-06-01,11042,4.393
growth_mom,2015-02-01,11042,-26.098
growth_mom,2015-03-01,11042,40.254
growth_mom,2015-04-01,11042,1.505
growth_mom,2015-05-01,11042,-2.628
growth_mom,2015-06-01,11042,-1.96
growth_mom,2015-07-01,11042,-1.202
growth_mom,2015-08-01,11042,12.434
growth_mom,2015-09-01,11042,-7.618
growth_mom,2015-10-01,11042,9.038
growth_mom,2015-11-01,11042,-3.814
growth_mom,2015-12-01,11042,3.534
growth_mom,2016-01-01,11042,1.545
growth_mom,2016-02-01,11042,-28.858
growth_mom,2016-03-01,11042,31.096
growth_mom,2016-04-01,11042,3.217
growth_mom,2016-05-01,11042,2.502
growth_mom,2016-06-01,11042,1.067
growth_mom,2016-07-01,11042,-4.802
growth_mom,2016-08-01,11042,16.509
growth_mom,2016-09-01,11042,-6.865
growth_mom,2016-10-01,11042,8.007
growth_mom,2016-11-01,11042,-6.048
growth_mom,2016-12-01,11042,3.158
growth_mom,2017-01-01,11042,-2.364
growth_mom,2017-02-01,11042,-20.872
growth_mom,2017-03-01,11042,32.871
growth_mom,2017-04-01,11042,-4.733
growth_mom,2017-05-01,11042,4.588
growth_mom,2017-06-01,11042,-2.596
growth_mom,2017-07-01,11042,-4.055
growth_mom,2017-08-01,11042,19.285
growth_mom,2017-09-01,11042,-11.422
growth_mom,2017-10-01,11042,8.957
growth_mom,2017-11-01,11042,-6.217
growth_mom,2017-12-01,11042,1.43
growth_mom,2018-01-01,11042,-3.311
growth_mom,2018-02-01,11042,-20.703
growth_mom,2018-03-01,11042,29.732
growth_mom,2018-04-01,11042,3.523
growth_mom,2018-05-01,11042,5.208
growth_mom,2018-06-01,11042,-9.154
growth_mom,2018-07-01,11042,13.542
growth_mom,2018-08-01,11042,-5.766
growth_mom,2018-09-01,11042,5.801
growth_mom,2018-10-01,11042,-2.84
growth_mom,2018-11-01,11042,-3.712
growth_mom,2018-12-01,11042,-1.889
growth_mom,2019-01-01,11042,-2.696
growth_mom,2019-02-01,11042,-13.898
growth_mom,2019-03-01,11042,0.218
growth_mom,2019-04-01,11042,11.501
growth_mom,2019-05-01,11042,7.718
growth_mom,2019-06-01,11042,-4.189
growth_mom,2019-07-01,11042,-3.814
growth_mom,2019-08-01,11042,-2.689
growth_mom,2019-09-01,11042,3.249
growth_mom,2019-10-01,11042,13.322
growth_mom,2019-11-01,11042,-8.873
growth_mom,2019-12-01,11042,19.624
growth_mom,2020-01-01,11042,-2.339
growth_mom,2020-02-01,11042,-5.262
growth_mom,2020-03-01,11042,-22.616
growth_mom,2020-04-01,11042,-8.733
growth_mom,2020-05-01,11042,-16.221
growth_mom,2020-06-01,11042,49.914
growth_mom,2020-07-01,11042,-21.437
growth_mom,2020-08-01,11042,13.91
growth_mom,2020-09-01,11042,8.88
growth_mom,2020-10-01,11042,6.947
growth_mom,2020-11-01,11042,-9.323
growth_mom,2020-12-01,11042,12.933
growth_mom,2021-01-01,11042,8.517
growth_mom,2021-02-01,11042,-4.252
growth_mom,2021-03-01,11042,-5.036
growth_mom,2021-04-01,11042,-5.962
growth_mom,2021-05-01,11042,-9.24
growth_mom,2021-06-01,11042,18.103
growth_mom,2021-07-01,11042,-24.9
growth_mom,2021-08-01,11042,25.757
growth_mom,2021-09-01,11042,3.836
growth_mom,2021-10-01,11042,4.725
growth_mom,2021-11-01,11042,-1.544
growth_mom,2021-12-01,11042,-7.537
growth_mom,2022-01-01,11042,1.159
growth_mom,2022-02-01,11042,18.848
growth_mom,2022-03-01,11042,-3.421
growth_mom,2022-04-01,11042,-3.137
growth_mom,2022-05-01,11042,2.522
growth_mom,2022-06-01,11042,2.694
growth_mom,2022-07-01,11042,-13.151
growth_mom,2022-08-01,11042,14.69
growth_mom,2022-09-01,11042,23.012
growth_mom,2022-10-01,11042,-11.804
growth_mom,2022-11-01,11042,-11.187
growth_mom,2022-12-01,11042,8.899
growth_mom,2023-01-01,11042,-14.061
growth_mom,2023-02-01,11042,32.163
growth_mom,2023-03-01,11042,-18.442
growth_mom,2023-04-01,11042,-9.67
growth_mom,2023-05-01,11042,17.652
growth_mom,2023-06-01,11042,-19.307
growth_mom,2023-07-01,11042,30.437
growth_mom,2023-08-01,11042,-32.132
growth_mom,2023-09-01,11042,61.593
growth_mom,2023-10-01,11042,-18.106
growth_mom,2023-11-01,11042,27.47
growth_mom,2023-12-01,11042,7.776
growth_mom,2024-01-01,11042,-18.685
growth_mom,2024-02-01,11042,27.402
growth_mom,2024-03-01,11042,-31.056
growth_mom,2024-04-01,11042,10.622
growth_mom,2024-05-01,11042,16.287
growth_mom,2024-06-01,11042,-13.901
growth_mom,2024-07-01,11042,17.859
growth_mom,2024-08-01,11042,-30.01
growth_mom,2024-09-01,11042,54.188
growth_mom,2024-10-01,11042,-12.18
growth_mom,2024-11-01,11042,39.55
growth_mom,2024-12-01,11042,0.173
growth_mom,2025-01-01,11042,-24.786
growth_mom,2025-02-01,11042,19.381
growth_mom,2025-03-01,11042,-30.488
growth_mom,2025-04-01,11042,10.666
growth_mom,2025-05-01,11042,7.368
growth_mom,2025-06-01,11042,-12.719
growth_mom,2025-07-01,11042,17.421
growth_mom,2025-08-01,11042,-27.063
growth_mom,2025-09-01,11042,54.962
growth_mom,2025-10-01,11042,-10.593
growth_mom,2025-11-01,11042,39.69
growth_mom,2025-12-01,11042,-0.428
growth_mom,2026-01-01,11042,-23.107
growth_mom,2026-02-01,11042,20.939
growth_mom,2026-03-01,11042,-34.441
growth_mom,2026-04-01,11042,10.234
growth_mom,2026-05-01,11042,6.537
growth_mom,2026-06-01,11042,-11.656
abs,2015-01-01,12000,98.093
abs,2015-02-01,12000,99.136
abs,2015-03-01,12000,101.326
abs,2015-04-01,12000,97.64
abs,2015-05-01,12000,101.393
abs,2015-06-01,12000,103.541
abs,2015-07-01,12000,99.858
abs,2015-08-01,12000,108.174
abs,2015-09-01,12000,101.269
abs,2015-10-01,12000,103.317
abs,2015-11-01,12000,90.032
abs,2015-12-01,12000,96.221
abs,2016-01-01,12000,106.866
abs,2016-02-01,12000,106.774
abs,2016-03-01,12000,108.075
abs,2016-04-01,12000,103.088
abs,2016-05-01,12000,105.062
abs,2016-06-01,12000,107.98
abs,2016-07-01,12000,101.961
abs,2016-08-01,12000,109.947
abs,2016-09-01,12000,103.809
abs,2016-10-01,12000,95.165
abs,2016-11-01,12000,93.117
abs,2016-12-01,12000,96.947
abs,2017-01-01,12000,109.702
abs,2017-02-01,12000,109.32
abs,2017-03-01,12000,111.644
abs,2017-04-01,12000,105.249
abs,2017-05-01,12000,107.728
abs,2017-06-01,12000,110.183
abs,2017-07-01,12000,104.583
abs,2017-08-01,12000,107.456
abs,2017-09-01,12000,99.84
abs,2017-10-01,12000,95.616
abs,2017-11-01,12000,103.674
abs,2017-12-01,12000,99.253
abs,2018-01-01,12000,110.074
abs,2018-02-01,12000,109.528
abs,2018-03-01,12000,110.306
abs,2018-04-01,12000,106.851
abs,2018-05-01,12000,109.588
abs,2018-06-01,12000,112.269
abs,2018-07-01,12000,107.345
abs,2018-08-01,12000,109.902
abs,2018-09-01,12000,103.183
abs,2018-10-01,12000,100.92
abs,2018-11-01,12000,102.068
abs,2018-12-01,12000,105.493
abs,2019-01-01,12000,117.289
abs,2019-02-01,12000,116.937
abs,2019-03-01,12000,122.327
abs,2019-04-01,12000,115.601
abs,2019-05-01,12000,114.735
abs,2019-06-01,12000,117.127
abs,2019-07-01,12000,111.446
abs,2019-08-01,12000,114.648
abs,2019-09-01,12000,108.843
abs,2019-10-01,12000,104.496
abs,2019-11-01,12000,106.185
abs,2019-12-01,12000,113.192
abs,2020-01-01,12000,115.301
abs,2020-02-01,12000,122.236
abs,2020-03-01,12000,107.222
abs,2020-04-01,12000,2.612
abs,2020-05-01,12000,19.831
abs,2020-06-01,12000,84.852
abs,2020-07-01,12000,117.806
abs,2020-08-01,12000,117.092
abs,2020-09-01,12000,117.152
abs,2020-10-01,12000,109.767
abs,2020-11-01,12000,112.169
abs,2020-12-01,12000,119.298
abs,2021-01-01,12000,122.074
abs,2021-02-01,12000,125.48
abs,2021-03-01,12000,120.162
abs,2021-04-01,12000,106.057
abs,2021-05-01,12000,99.394
abs,2021-06-01,12000,3.143
abs,2021-07-01,12000,2.421
abs,2021-08-01,12000,2.384
abs,2021-09-01,12000,59.243
abs,2021-10-01,12000,118.393
abs,2021-11-01,12000,117.947
abs,2021-12-01,12000,126.893
abs,2022-01-01,12000,123.71
abs,2022-02-01,12000,137.073
abs,2022-03-01,12000,122.158
abs,2022-04-01,12000,118.556
abs,2022-05-01,12000,103.97
abs,2022-06-01,12000,90.047
abs,2022-07-01,12000,67.768
abs,2022-08-01,12000,69.459
abs,2022-09-01,12000,77.012
abs,2022-10-01,12000,85.098
abs,2022-11-01,12000,119.86
abs,2022-12-01,12000,111.125
abs,2023-01-01,12000,147.861
abs,2023-02-01,12000,142.368
abs,2023-03-01,12000,151.915
abs,2023-04-01,12000,126.151
abs,2023-05-01,12000,141.624
abs,2023-06-01,12000,107.928
abs,2023-07-01,12000,79.435
abs,2023-08-01,12000,77.881
abs,2023-09-01,12000,86.609
abs,2023-10-01,12000,93.559
abs,2023-11-01,12000,124.353
abs,2023-12-01,12000,116.517
abs,2024-01-01,12000,154.037
abs,2024-02-01,12000,157.526
abs,2024-03-01,12000,164.818
abs,2024-04-01,12000,137.763
abs,2024-05-01,12000,151.918
abs,2024-06-01,12000,128.204
abs,2024-07-01,12000,98.021
abs,2024-08-01,12000,89.767
abs,2024-09-01,12000,95.611
abs,2024-10-01,12000,101.458
abs,2024-11-01,12000,130.891
abs,2024-12-01,12000,125.284
abs,2025-01-01,12000,156.517
abs,2025-02-01,12000,159.77
abs,2025-03-01,12000,161.566
abs,2025-04-01,12000,136.144
abs,2025-05-01,12000,149.986
abs,2025-06-01,12000,130.23
abs,2025-07-01,12000,99.237
abs,2025-08-01,12000,91.01
abs,2025-09-01,12000,98.525
abs,2025-10-01,12000,102.637
abs,2025-11-01,12000,136.583
abs,2025-12-01,12000,127.972
abs,2026-01-01,12000,161.376
abs,2026-02-01,12000,162.778
abs,2026-03-01,12000,167.377
abs,2026-04-01,12000,142.697
abs,2026-05-01,12000,157.861
abs,2026-06-01,12000,134.414
growth_yoy,2016-01-01,12000,8.944
growth_yoy,2016-02-01,12000,7.704
growth_yoy,2016-03-01,12000,6.661
growth_yoy,2016-04-01,12000,5.58
growth_yoy,2016-05-01,12000,3.619
growth_yoy,2016-06-01,12000,4.287
growth_yoy,2016-07-01,12000,2.106
growth_yoy,2016-08-01,12000,1.639
growth_yoy,2016-09-01,12000,2.508
growth_yoy,2016-10-01,12000,-7.89
growth_yoy,2016-11-01,12000,3.426
growth_yoy,2016-12-01,12000,0.754
growth_yoy,2017-01-01,12000,2.654
growth_yoy,2017-02-01,12000,2.384
growth_yoy,2017-03-01,12000,3.302
growth_yoy,2017-04-01,12000,2.096
growth_yoy,2017-05-01,12000,2.538
growth_yoy,2017-06-01,12000,2.04
growth_yoy,2017-07-01,12000,2.572
growth_yoy,2017-08-01,12000,-2.266
growth_yoy,2017-09-01,12000,-3.823
growth_yoy,2017-10-01,12000,0.474
growth_yoy,2017-11-01,12000,11.337
growth_yoy,2017-12-01,12000,2.379
growth_yoy,2018-01-01,12000,0.34
growth_yoy,2018-02-01,12000,0.19
growth_yoy,2018-03-01,12000,-1.199
growth_yoy,2018-04-01,12000,1.522
growth_yoy,2018-05-01,12000,1.727
growth_yoy,2018-06-01,12000,1.893
growth_yoy,2018-07-01,12000,2.641
growth_yoy,2018-08-01,12000,2.276
growth_yoy,2018-09-01,12000,3.348
growth_yoy,2018-10-01,12000,5.547
growth_yoy,2018-11-01,12000,-1.549
growth_yoy,2018-12-01,12000,6.287
growth_yoy,2019-01-01,12000,6.554
growth_yoy,2019-02-01,12000,6.765
growth_yoy,2019-03-01,12000,10.898
growth_yoy,2019-04-01,12000,8.189
growth_yoy,2019-05-01,12000,4.696
growth_yoy,2019-06-01,12000,4.327
growth_yoy,2019-07-01,12000,3.821
growth_yoy,2019-08-01,12000,4.319
growth_yoy,2019-09-01,12000,5.485
growth_yoy,2019-10-01,12000,3.543
growth_yoy,2019-11-01,12000,4.033
growth_yoy,2019-12-01,12000,7.298
growth_yoy,2020-01-01,12000,-1.695
growth_yoy,2020-02-01,12000,4.532
growth_yoy,2020-03-01,12000,-12.348
growth_yoy,2020-04-01,12000,-97.74
growth_yoy,2020-05-01,12000,-82.716
growth_yoy,2020-06-01,12000,-27.555
growth_yoy,2020-07-01,12000,5.706
growth_yoy,2020-08-01,12000,2.132
growth_yoy,2020-09-01,12000,7.634
growth_yoy,2020-10-01,12000,5.045
growth_yoy,2020-11-01,12000,5.636
growth_yoy,2020-12-01,12000,5.395
growth_yoy,2021-01-01,12000,5.874
growth_yoy,2021-02-01,12000,2.654
growth_yoy,2021-03-01,12000,12.069
growth_yoy,2021-04-01,12000,3960.1
growth_yoy,2021-05-01,12000,401.2
growth_yoy,2021-06-01,12000,-96.296
growth_yoy,2021-07-01,12000,-97.945
growth_yoy,2021-08-01,12000,-97.964
growth_yoy,2021-09-01,12000,-49.43
growth_yoy,2021-10-01,12000,7.858
growth_yoy,2021-11-01,12000,5.151
growth_yoy,2021-12-01,12000,6.367
growth_yoy,2022-01-01,12000,1.34
growth_yoy,2022-02-01,12000,9.239
growth_yoy,2022-03-01,12000,1.661
growth_yoy,2022-04-01,12000,11.785
growth_yoy,2022-05-01,12000,4.603
growth_yoy,2022-06-01,12000,2765.027
growth_yoy,2022-07-01,12000,2699.182
growth_yoy,2022-08-01,12000,2813.577
growth_yoy,2022-09-01,12000,29.993
growth_yoy,2022-10-01,12000,-28.122
growth_yoy,2022-11-01,12000,1.622
growth_yoy,2022-12-01,12000,-12.427
growth_yoy,2023-01-01,12000,19.522
growth_yoy,2023-02-01,12000,3.863
growth_yoy,2023-03-01,12000,24.359
growth_yoy,2023-04-01,12000,6.406
growth_yoy,2023-05-01,12000,36.217
growth_yoy,2023-06-01,12000,19.857
growth_yoy,2023-07-01,12000,17.216
growth_yoy,2023-08-01,12000,12.126
growth_yoy,2023-09-01,12000,12.462
growth_yoy,2023-10-01,12000,9.942
growth_yoy,2023-11-01,12000,3.749
growth_yoy,2023-12-01,12000,4.853
growth_yoy,2024-01-01,12000,4.176
growth_yoy,2024-02-01,12000,10.647
growth_yoy,2024-03-01,12000,8.494
growth_yoy,2024-04-01,12000,9.205
growth_yoy,2024-05-01,12000,7.268
growth_yoy,2024-06-01,12000,18.786
growth_yoy,2024-07-01,12000,23.397
growth_yoy,2024-08-01,12000,15.262
growth_yoy,2024-09-01,12000,10.394
growth_yoy,2024-10-01,12000,8.442
growth_yoy,2024-11-01,12000,5.258
growth_yoy,2024-12-01,12000,7.523
growth_yoy,2025-01-01,12000,1.61
growth_yoy,2025-02-01,12000,1.425
growth_yoy,2025-03-01,12000,-1.973
growth_yoy,2025-04-01,12000,-1.175
growth_yoy,2025-05-01,12000,-1.272
