origin,destination,date,ridership
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-04,214
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-05,147
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-06,393
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-07,435
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-08,407
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-09,400
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-10,355
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-11,203
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-12,168
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-13,143
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-14,398
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-15,423
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-16,459
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-17,400
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-18,226
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-19,131
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-20,454
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-21,484
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-22,510
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-23,444
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-24,401
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-25,221
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-26,108
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-27,459
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-28,448
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-29,509
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-11-30,425
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-01,375
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-02,247
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-03,116
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-04,407
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-05,407
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-06,450
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-07,434
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-08,440
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-09,241
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-10,143
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-11,155
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-12,431
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-13,388
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-14,415
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-15,392
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-16,219
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-17,153
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-18,314
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-19,321
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-20,328
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-21,335
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-22,286
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-23,205
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-24,148
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-25,117
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-26,250
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-27,249
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-28,229
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-29,255
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-30,155
BRT01: Sunway-Setia Jaya,BRT07: USJ 7,2023-12-31,192
BRT02: Mentari,A0: All Stations,2023-04-01,544
BRT02: Mentari,A0: All Stations,2023-04-02,606
BRT02: Mentari,A0: All Stations,2023-04-03,800
BRT02: Mentari,A0: All Stations,2023-04-04,828
BRT02: Mentari,A0: All Stations,2023-04-05,953
BRT02: Mentari,A0: All Stations,2023-04-06,840
BRT02: Mentari,A0: All Stations,2023-04-07,809
BRT02: Mentari,A0: All Stations,2023-04-08,546
BRT02: Mentari,A0: All Stations,2023-04-09,604
BRT02: Mentari,A0: All Stations,2023-04-10,752
BRT02: Mentari,A0: All Stations,2023-04-11,793
BRT02: Mentari,A0: All Stations,2023-04-12,885
BRT02: Mentari,A0: All Stations,2023-04-13,761
BRT02: Mentari,A0: All Stations,2023-04-14,777
BRT02: Mentari,A0: All Stations,2023-04-15,556
BRT02: Mentari,A0: All Stations,2023-04-16,638
BRT02: Mentari,A0: All Stations,2023-04-17,778
BRT02: Mentari,A0: All Stations,2023-04-18,812
BRT02: Mentari,A0: All Stations,2023-04-19,835
BRT02: Mentari,A0: All Stations,2023-04-20,724
BRT02: Mentari,A0: All Stations,2023-04-21,477
BRT02: Mentari,A0: All Stations,2023-04-22,508
BRT02: Mentari,A0: All Stations,2023-04-23,584
BRT02: Mentari,A0: All Stations,2023-04-24,410
BRT02: Mentari,A0: All Stations,2023-04-25,642
BRT02: Mentari,A0: All Stations,2023-04-26,682
BRT02: Mentari,A0: All Stations,2023-04-27,638
BRT02: Mentari,A0: All Stations,2023-04-28,692
BRT02: Mentari,A0: All Stations,2023-04-29,536
BRT02: Mentari,A0: All Stations,2023-04-30,575
BRT02: Mentari,A0: All Stations,2023-05-01,444
BRT02: Mentari,A0: All Stations,2023-05-02,758
BRT02: Mentari,A0: All Stations,2023-05-03,812
BRT02: Mentari,A0: All Stations,2023-05-04,543
BRT02: Mentari,A0: All Stations,2023-05-05,847
BRT02: Mentari,A0: All Stations,2023-05-06,564
BRT02: Mentari,A0: All Stations,2023-05-07,603
BRT02: Mentari,A0: All Stations,2023-05-08,776
BRT02: Mentari,A0: All Stations,2023-05-09,832
BRT02: Mentari,A0: All Stations,2023-05-10,850
BRT02: Mentari,A0: All Stations,2023-05-11,793
BRT02: Mentari,A0: All Stations,2023-05-12,817
BRT02: Mentari,A0: All Stations,2023-05-13,612
BRT02: Mentari,A0: All Stations,2023-05-14,553
BRT02: Mentari,A0: All Stations,2023-05-15,829
BRT02: Mentari,A0: All Stations,2023-05-16,813
BRT02: Mentari,A0: All Stations,2023-05-17,841
BRT02: Mentari,A0: All Stations,2023-05-18,764
BRT02: Mentari,A0: All Stations,2023-05-19,816
BRT02: Mentari,A0: All Stations,2023-05-20,560
BRT02: Mentari,A0: All Stations,2023-05-21,552
BRT02: Mentari,A0: All Stations,2023-05-22,786
BRT02: Mentari,A0: All Stations,2023-05-23,834
BRT02: Mentari,A0: All Stations,2023-05-24,849
BRT02: Mentari,A0: All Stations,2023-05-25,767
BRT02: Mentari,A0: All Stations,2023-05-26,850
BRT02: Mentari,A0: All Stations,2023-05-27,578
BRT02: Mentari,A0: All Stations,2023-05-28,612
BRT02: Mentari,A0: All Stations,2023-05-29,765
BRT02: Mentari,A0: All Stations,2023-05-30,766
BRT02: Mentari,A0: All Stations,2023-05-31,864
BRT02: Mentari,A0: All Stations,2023-06-01,784
BRT02: Mentari,A0: All Stations,2023-06-02,746
BRT02: Mentari,A0: All Stations,2023-06-03,594
BRT02: Mentari,A0: All Stations,2023-06-04,610
BRT02: Mentari,A0: All Stations,2023-06-05,430
BRT02: Mentari,A0: All Stations,2023-06-06,815
BRT02: Mentari,A0: All Stations,2023-06-07,899
BRT02: Mentari,A0: All Stations,2023-06-08,777
BRT02: Mentari,A0: All Stations,2023-06-09,784
BRT02: Mentari,A0: All Stations,2023-06-10,545
BRT02: Mentari,A0: All Stations,2023-06-11,672
BRT02: Mentari,A0: All Stations,2023-06-12,765
BRT02: Mentari,A0: All Stations,2023-06-13,807
BRT02: Mentari,A0: All Stations,2023-06-14,915
BRT02: Mentari,A0: All Stations,2023-06-15,792
BRT02: Mentari,A0: All Stations,2023-06-16,804
BRT02: Mentari,A0: All Stations,2023-06-17,560
BRT02: Mentari,A0: All Stations,2023-06-18,588
BRT02: Mentari,A0: All Stations,2023-06-19,783
BRT02: Mentari,A0: All Stations,2023-06-20,792
BRT02: Mentari,A0: All Stations,2023-06-21,828
BRT02: Mentari,A0: All Stations,2023-06-22,765
BRT02: Mentari,A0: All Stations,2023-06-23,784
BRT02: Mentari,A0: All Stations,2023-06-24,558
BRT02: Mentari,A0: All Stations,2023-06-25,573
BRT02: Mentari,A0: All Stations,2023-06-26,752
BRT02: Mentari,A0: All Stations,2023-06-27,804
BRT02: Mentari,A0: All Stations,2023-06-28,883
BRT02: Mentari,A0: All Stations,2023-06-29,559
BRT02: Mentari,A0: All Stations,2023-06-30,779
BRT02: Mentari,A0: All Stations,2023-07-01,527
BRT02: Mentari,A0: All Stations,2023-07-02,642
BRT02: Mentari,A0: All Stations,2023-07-03,760
BRT02: Mentari,A0: All Stations,2023-07-04,786
BRT02: Mentari,A0: All Stations,2023-07-05,893
BRT02: Mentari,A0: All Stations,2023-07-06,818
BRT02: Mentari,A0: All Stations,2023-07-07,838
BRT02: Mentari,A0: All Stations,2023-07-08,605
BRT02: Mentari,A0: All Stations,2023-07-09,765
BRT02: Mentari,A0: All Stations,2023-07-10,838
BRT02: Mentari,A0: All Stations,2023-07-11,826
BRT02: Mentari,A0: All Stations,2023-07-12,886
BRT02: Mentari,A0: All Stations,2023-07-13,801
BRT02: Mentari,A0: All Stations,2023-07-14,805
BRT02: Mentari,A0: All Stations,2023-07-15,637
BRT02: Mentari,A0: All Stations,2023-07-16,603
BRT02: Mentari,A0: All Stations,2023-07-17,824
BRT02: Mentari,A0: All Stations,2023-07-18,772
BRT02: Mentari,A0: All Stations,2023-07-19,581
BRT02: Mentari,A0: All Stations,2023-07-20,816
BRT02: Mentari,A0: All Stations,2023-07-21,831
BRT02: Mentari,A0: All Stations,2023-07-22,599
BRT02: Mentari,A0: All Stations,2023-07-23,604
BRT02: Mentari,A0: All Stations,2023-07-24,806
BRT02: Mentari,A0: All Stations,2023-07-25,825
BRT02: Mentari,A0: All Stations,2023-07-26,949
BRT02: Mentari,A0: All Stations,2023-07-27,783
BRT02: Mentari,A0: All Stations,2023-07-28,864
BRT02: Mentari,A0: All Stations,2023-07-29,646
BRT02: Mentari,A0: All Stations,2023-07-30,590
BRT02: Mentari,A0: All Stations,2023-07-31,850
BRT02: Mentari,A0: All Stations,2023-08-01,825
BRT02: Mentari,A0: All Stations,2023-08-02,856
BRT02: Mentari,A0: All Stations,2023-08-03,789
BRT02: Mentari,A0: All Stations,2023-08-04,855
BRT02: Mentari,A0: All Stations,2023-08-05,623
BRT02: Mentari,A0: All Stations,2023-08-06,647
BRT02: Mentari,A0: All Stations,2023-08-07,812
BRT02: Mentari,A0: All Stations,2023-08-08,814
BRT02: Mentari,A0: All Stations,2023-08-09,939
BRT02: Mentari,A0: All Stations,2023-08-10,785
BRT02: Mentari,A0: All Stations,2023-08-11,864
BRT02: Mentari,A0: All Stations,2023-08-12,566
BRT02: Mentari,A0: All Stations,2023-08-13,599
BRT02: Mentari,A0: All Stations,2023-08-14,585
BRT02: Mentari,A0: All Stations,2023-08-15,829
BRT02: Mentari,A0: All Stations,2023-08-16,848
BRT02: Mentari,A0: All Stations,2023-08-17,817
BRT02: Mentari,A0: All Stations,2023-08-18,823
BRT02: Mentari,A0: All Stations,2023-08-19,586
BRT02: Mentari,A0: All Stations,2023-08-20,558
BRT02: Mentari,A0: All Stations,2023-08-21,767
BRT02: Mentari,A0: All Stations,2023-08-22,758
BRT02: Mentari,A0: All Stations,2023-08-23,913
BRT02: Mentari,A0: All Stations,2023-08-24,785
BRT02: Mentari,A0: All Stations,2023-08-25,820
BRT02: Mentari,A0: All Stations,2023-08-26,610
BRT02: Mentari,A0: All Stations,2023-08-27,595
BRT02: Mentari,A0: All Stations,2023-08-28,832
BRT02: Mentari,A0: All Stations,2023-08-29,842
BRT02: Mentari,A0: All Stations,2023-08-30,934
BRT02: Mentari,A0: All Stations,2023-08-31,575
BRT02: Mentari,A0: All Stations,2023-09-01,794
BRT02: Mentari,A0: All Stations,2023-09-02,577
BRT02: Mentari,A0: All Stations,2023-09-03,607
BRT02: Mentari,A0: All Stations,2023-09-04,768
BRT02: Mentari,A0: All Stations,2023-09-05,793
BRT02: Mentari,A0: All Stations,2023-09-06,992
BRT02: Mentari,A0: All Stations,2023-09-07,864
BRT02: Mentari,A0: All Stations,2023-09-08,833
BRT02: Mentari,A0: All Stations,2023-09-09,624
BRT02: Mentari,A0: All Stations,2023-09-10,676
BRT02: Mentari,A0: All Stations,2023-09-11,840
BRT02: Mentari,A0: All Stations,2023-09-12,849
BRT02: Mentari,A0: All Stations,2023-09-13,945
BRT02: Mentari,A0: All Stations,2023-09-14,859
BRT02: Mentari,A0: All Stations,2023-09-15,875
BRT02: Mentari,A0: All Stations,2023-09-16,593
BRT02: Mentari,A0: All Stations,2023-09-17,579
BRT02: Mentari,A0: All Stations,2023-09-18,803
BRT02: Mentari,A0: All Stations,2023-09-19,854
BRT02: Mentari,A0: All Stations,2023-09-20,918
BRT02: Mentari,A0: All Stations,2023-09-21,894
BRT02: Mentari,A0: All Stations,2023-09-22,897
BRT02: Mentari,A0: All Stations,2023-09-23,578
BRT02: Mentari,A0: All Stations,2023-09-24,655
BRT02: Mentari,A0: All Stations,2023-09-25,840
BRT02: Mentari,A0: All Stations,2023-09-26,852
BRT02: Mentari,A0: All Stations,2023-09-27,973
BRT02: Mentari,A0: All Stations,2023-09-28,596
BRT02: Mentari,A0: All Stations,2023-09-29,872
BRT02: Mentari,A0: All Stations,2023-09-30,643
BRT02: Mentari,A0: All Stations,2023-10-01,679
BRT02: Mentari,A0: All Stations,2023-10-02,867
BRT02: Mentari,A0: All Stations,2023-10-03,900
BRT02: Mentari,A0: All Stations,2023-10-04,1049
BRT02: Mentari,A0: All Stations,2023-10-05,862
BRT02: Mentari,A0: All Stations,2023-10-06,955
BRT02: Mentari,A0: All Stations,2023-10-07,727
BRT02: Mentari,A0: All Stations,2023-10-08,720
BRT02: Mentari,A0: All Stations,2023-10-09,894
BRT02: Mentari,A0: All Stations,2023-10-10,869
BRT02: Mentari,A0: All Stations,2023-10-11,1059
BRT02: Mentari,A0: All Stations,2023-10-12,905
BRT02: Mentari,A0: All Stations,2023-10-13,974
BRT02: Mentari,A0: All Stations,2023-10-14,673
BRT02: Mentari,A0: All Stations,2023-10-15,735
BRT02: Mentari,A0: All Stations,2023-10-16,860
BRT02: Mentari,A0: All Stations,2023-10-17,844
BRT02: Mentari,A0: All Stations,2023-10-18,913
BRT02: Mentari,A0: All Stations,2023-10-19,839
BRT02: Mentari,A0: All Stations,2023-10-20,979
BRT02: Mentari,A0: All Stations,2023-10-21,685
BRT02: Mentari,A0: All Stations,2023-10-22,662
BRT02: Mentari,A0: All Stations,2023-10-23,837
BRT02: Mentari,A0: All Stations,2023-10-24,844
BRT02: Mentari,A0: All Stations,2023-10-25,1021
BRT02: Mentari,A0: All Stations,2023-10-26,871
BRT02: Mentari,A0: All Stations,2023-10-27,932
BRT02: Mentari,A0: All Stations,2023-10-28,636
BRT02: Mentari,A0: All Stations,2023-10-29,665
BRT02: Mentari,A0: All Stations,2023-10-30,870
BRT02: Mentari,A0: All Stations,2023-10-31,813
BRT02: Mentari,A0: All Stations,2023-11-01,957
BRT02: Mentari,A0: All Stations,2023-11-02,871
BRT02: Mentari,A0: All Stations,2023-11-03,830
BRT02: Mentari,A0: All Stations,2023-11-04,694
BRT02: Mentari,A0: All Stations,2023-11-05,623
BRT02: Mentari,A0: All Stations,2023-11-06,817
BRT02: Mentari,A0: All Stations,2023-11-07,851
BRT02: Mentari,A0: All Stations,2023-11-08,1014
BRT02: Mentari,A0: All Stations,2023-11-09,898
BRT02: Mentari,A0: All Stations,2023-11-10,879
BRT02: Mentari,A0: All Stations,2023-11-11,703
BRT02: Mentari,A0: All Stations,2023-11-12,918
BRT02: Mentari,A0: All Stations,2023-11-13,524
BRT02: Mentari,A0: All Stations,2023-11-14,807
BRT02: Mentari,A0: All Stations,2023-11-15,935
BRT02: Mentari,A0: All Stations,2023-11-16,892
BRT02: Mentari,A0: All Stations,2023-11-17,832
BRT02: Mentari,A0: All Stations,2023-11-18,669
BRT02: Mentari,A0: All Stations,2023-11-19,700
BRT02: Mentari,A0: All Stations,2023-11-20,792
BRT02: Mentari,A0: All Stations,2023-11-21,803
BRT02: Mentari,A0: All Stations,2023-11-22,976
BRT02: Mentari,A0: All Stations,2023-11-23,830
BRT02: Mentari,A0: All Stations,2023-11-24,897
BRT02: Mentari,A0: All Stations,2023-11-25,498
BRT02: Mentari,A0: All Stations,2023-11-26,602
BRT02: Mentari,A0: All Stations,2023-11-27,859
BRT02: Mentari,A0: All Stations,2023-11-28,808
BRT02: Mentari,A0: All Stations,2023-11-29,936
BRT02: Mentari,A0: All Stations,2023-11-30,829
BRT02: Mentari,A0: All Stations,2023-12-01,864
BRT02: Mentari,A0: All Stations,2023-12-02,656
BRT02: Mentari,A0: All Stations,2023-12-03,643
BRT02: Mentari,A0: All Stations,2023-12-04,855
BRT02: Mentari,A0: All Stations,2023-12-05,835
BRT02: Mentari,A0: All Stations,2023-12-06,890
BRT02: Mentari,A0: All Stations,2023-12-07,879
BRT02: Mentari,A0: All Stations,2023-12-08,946
BRT02: Mentari,A0: All Stations,2023-12-09,658
BRT02: Mentari,A0: All Stations,2023-12-10,731
BRT02: Mentari,A0: All Stations,2023-12-11,538
BRT02: Mentari,A0: All Stations,2023-12-12,808
BRT02: Mentari,A0: All Stations,2023-12-13,926
BRT02: Mentari,A0: All Stations,2023-12-14,724
BRT02: Mentari,A0: All Stations,2023-12-15,819
BRT02: Mentari,A0: All Stations,2023-12-16,590
BRT02: Mentari,A0: All Stations,2023-12-17,697
BRT02: Mentari,A0: All Stations,2023-12-18,761
BRT02: Mentari,A0: All Stations,2023-12-19,783
BRT02: Mentari,A0: All Stations,2023-12-20,925
BRT02: Mentari,A0: All Stations,2023-12-21,737
BRT02: Mentari,A0: All Stations,2023-12-22,742
BRT02: Mentari,A0: All Stations,2023-12-23,597
BRT02: Mentari,A0: All Stations,2023-12-24,761
BRT02: Mentari,A0: All Stations,2023-12-25,578
BRT02: Mentari,A0: All Stations,2023-12-26,715
BRT02: Mentari,A0: All Stations,2023-12-27,798
BRT02: Mentari,A0: All Stations,2023-12-28,660
BRT02: Mentari,A0: All Stations,2023-12-29,723
BRT02: Mentari,A0: All Stations,2023-12-30,623
BRT02: Mentari,A0: All Stations,2023-12-31,824
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-01,32
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-02,20
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-03,81
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-04,80
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-05,74
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-06,76
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-07,70
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-08,38
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-09,19
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-10,76
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-11,68
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-12,79
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-13,63
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-14,66
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-15,31
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-16,35
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-17,54
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-18,70
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-19,70
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-20,56
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-21,25
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-22,29
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-23,32
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-24,27
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-25,48
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-26,74
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-27,43
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-28,70
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-29,34
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-04-30,19
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-01,24
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-02,75
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-03,60
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-04,38
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-05,91
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-06,32
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-07,29
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-08,76
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-09,83
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-10,64
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-11,65
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-12,69
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-13,37
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-14,24
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-15,74
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-16,78
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-17,66
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-18,68
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-19,62
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-20,42
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-21,26
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-22,75
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-23,82
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-24,70
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-25,62
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-26,89
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-27,33
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-28,39
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-29,76
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-30,77
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-05-31,85
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-01,83
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-02,86
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-03,45
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-04,36
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-05,27
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-06,69
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-07,90
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-08,75
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-09,80
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-10,29
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-11,27
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-12,70
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-13,68
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-14,93
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-15,69
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-16,87
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-17,30
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-18,32
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-19,75
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-20,87
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-21,74
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-22,61
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-23,90
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-24,45
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-25,34
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-26,81
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-27,75
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-28,68
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-29,38
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-06-30,52
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-01,44
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-02,40
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-03,71
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-04,90
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-05,77
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-06,105
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-07,76
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-08,46
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-09,46
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-10,91
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-11,88
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-12,98
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-13,67
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-14,74
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-15,50
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-16,34
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-17,81
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-18,62
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-19,54
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-20,75
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-21,76
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-22,50
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-23,32
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-24,72
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-25,51
BRT02: Mentari,BRT01: Sunway-Setia Jaya,2023-07-26,76
