state,type,commodity,date,production
Sabah,metallic,tin_ore,2021-01-01,0
Sabah,metallic,xenotime,2016-01-01,0
Sabah,metallic,xenotime,2017-01-01,0
Sabah,metallic,xenotime,2018-01-01,0
Sabah,metallic,xenotime,2019-01-01,0
Sabah,metallic,xenotime,2020-01-01,0
Sabah,metallic,xenotime,2021-01-01,0
Sabah,metallic,zircon,2016-01-01,0
Sabah,metallic,zircon,2017-01-01,0
Sabah,metallic,zircon,2018-01-01,0
Sabah,metallic,zircon,2019-01-01,0
Sabah,metallic,zircon,2020-01-01,0
Sabah,metallic,zircon,2021-01-01,0
Sabah,non_metallic,aggregates,2016-01-01,30556515
Sabah,non_metallic,aggregates,2017-01-01,6299929
Sabah,non_metallic,aggregates,2018-01-01,5349649
Sabah,non_metallic,aggregates,2019-01-01,5700913
Sabah,non_metallic,aggregates,2020-01-01,5562509
Sabah,non_metallic,aggregates,2021-01-01,4084314
Sabah,non_metallic,clay,2016-01-01,794309
Sabah,non_metallic,clay,2017-01-01,338794
Sabah,non_metallic,clay,2018-01-01,338967
Sabah,non_metallic,clay,2019-01-01,282839
Sabah,non_metallic,clay,2020-01-01,134163
Sabah,non_metallic,clay,2021-01-01,176676
Sabah,non_metallic,earth_materials,2016-01-01,2223740
Sabah,non_metallic,earth_materials,2017-01-01,654854
Sabah,non_metallic,earth_materials,2018-01-01,2693353
Sabah,non_metallic,earth_materials,2019-01-01,577094
Sabah,non_metallic,earth_materials,2020-01-01,5880
Sabah,non_metallic,earth_materials,2021-01-01,1232710
Sabah,non_metallic,feldspar,2016-01-01,0
Sabah,non_metallic,feldspar,2017-01-01,0
Sabah,non_metallic,feldspar,2018-01-01,0
Sabah,non_metallic,feldspar,2019-01-01,0
Sabah,non_metallic,feldspar,2020-01-01,0
Sabah,non_metallic,feldspar,2021-01-01,0
Sabah,non_metallic,kaolin,2016-01-01,0
Sabah,non_metallic,kaolin,2017-01-01,0
Sabah,non_metallic,kaolin,2018-01-01,0
Sabah,non_metallic,kaolin,2019-01-01,0
Sabah,non_metallic,kaolin,2020-01-01,0
Sabah,non_metallic,kaolin,2021-01-01,0
Sabah,non_metallic,limestone,2016-01-01,1524027
Sabah,non_metallic,limestone,2017-01-01,177517
Sabah,non_metallic,limestone,2018-01-01,0
Sabah,non_metallic,limestone,2019-01-01,0
Sabah,non_metallic,limestone,2020-01-01,0
Sabah,non_metallic,limestone,2021-01-01,0
Sabah,non_metallic,mica,2016-01-01,0
Sabah,non_metallic,mica,2017-01-01,0
Sabah,non_metallic,mica,2018-01-01,0
Sabah,non_metallic,mica,2019-01-01,0
Sabah,non_metallic,mica,2020-01-01,0
Sabah,non_metallic,mica,2021-01-01,0
Sabah,non_metallic,sand_and_gravel,2016-01-01,5269122
Sabah,non_metallic,sand_and_gravel,2017-01-01,696298
Sabah,non_metallic,sand_and_gravel,2018-01-01,1468436
Sabah,non_metallic,sand_and_gravel,2019-01-01,1190847
Sabah,non_metallic,sand_and_gravel,2020-01-01,524399
Sabah,non_metallic,sand_and_gravel,2021-01-01,380143
Sabah,non_metallic,silica,2016-01-01,0
Sabah,non_metallic,silica,2017-01-01,0
Sabah,non_metallic,silica,2018-01-01,0
Sabah,non_metallic,silica,2019-01-01,0
Sabah,non_metallic,silica,2020-01-01,0
Sabah,non_metallic,silica,2021-01-01,0
Sarawak,energy,coal,2016-01-01,2414765
Sarawak,energy,coal,2017-01-01,2988212
Sarawak,energy,coal,2018-01-01,2652813
Sarawak,energy,coal,2019-01-01,3459122
Sarawak,energy,coal,2020-01-01,2978248
Sarawak,energy,coal,2021-01-01,2978248
Sarawak,metallic,bauxite,2016-01-01,0
Sarawak,metallic,bauxite,2017-01-01,0
Sarawak,metallic,bauxite,2018-01-01,0
Sarawak,metallic,bauxite,2019-01-01,0
Sarawak,metallic,bauxite,2020-01-01,0
Sarawak,metallic,bauxite,2021-01-01,0
Sarawak,metallic,gold,2016-01-01,21682
Sarawak,metallic,gold,2017-01-01,0
Sarawak,metallic,gold,2018-01-01,0
Sarawak,metallic,gold,2019-01-01,0
Sarawak,metallic,gold,2020-01-01,0
Sarawak,metallic,gold,2021-01-01,0
Sarawak,metallic,ilmenite,2016-01-01,0
Sarawak,metallic,ilmenite,2017-01-01,0
Sarawak,metallic,ilmenite,2018-01-01,0
Sarawak,metallic,ilmenite,2019-01-01,0
Sarawak,metallic,ilmenite,2020-01-01,0
Sarawak,metallic,ilmenite,2021-01-01,0
Sarawak,metallic,iron_ore,2016-01-01,193608
Sarawak,metallic,iron_ore,2017-01-01,0
Sarawak,metallic,iron_ore,2018-01-01,0
Sarawak,metallic,iron_ore,2019-01-01,0
Sarawak,metallic,iron_ore,2020-01-01,0
Sarawak,metallic,iron_ore,2021-01-01,0
Sarawak,metallic,manganese,2016-01-01,0
Sarawak,metallic,manganese,2017-01-01,0
Sarawak,metallic,manganese,2018-01-01,0
Sarawak,metallic,manganese,2019-01-01,0
Sarawak,metallic,manganese,2020-01-01,0
Sarawak,metallic,manganese,2021-01-01,0
Sarawak,metallic,monazite,2016-01-01,0
Sarawak,metallic,monazite,2017-01-01,0
Sarawak,metallic,monazite,2018-01-01,0
Sarawak,metallic,monazite,2019-01-01,0
Sarawak,metallic,monazite,2020-01-01,0
Sarawak,metallic,monazite,2021-01-01,0
Sarawak,metallic,rutile,2016-01-01,0
Sarawak,metallic,rutile,2017-01-01,0
Sarawak,metallic,rutile,2018-01-01,0
Sarawak,metallic,rutile,2019-01-01,0
Sarawak,metallic,rutile,2020-01-01,0
Sarawak,metallic,rutile,2021-01-01,0
Sarawak,metallic,silver,2016-01-01,0
Sarawak,metallic,silver,2017-01-01,0
Sarawak,metallic,silver,2018-01-01,0
Sarawak,metallic,silver,2019-01-01,0
Sarawak,metallic,silver,2020-01-01,0
Sarawak,metallic,silver,2021-01-01,0
Sarawak,metallic,struverite,2016-01-01,0
Sarawak,metallic,struverite,2017-01-01,0
Sarawak,metallic,struverite,2018-01-01,0
Sarawak,metallic,struverite,2019-01-01,0
Sarawak,metallic,struverite,2020-01-01,0
Sarawak,metallic,struverite,2021-01-01,0
Sarawak,metallic,tin_ore,2016-01-01,9
Sarawak,metallic,tin_ore,2017-01-01,0
Sarawak,metallic,tin_ore,2018-01-01,0
Sarawak,metallic,tin_ore,2019-01-01,0
Sarawak,metallic,tin_ore,2020-01-01,0
Sarawak,metallic,tin_ore,2021-01-01,0
Sarawak,metallic,xenotime,2016-01-01,0
Sarawak,metallic,xenotime,2017-01-01,0
Sarawak,metallic,xenotime,2018-01-01,0
Sarawak,metallic,xenotime,2019-01-01,0
Sarawak,metallic,xenotime,2020-01-01,0
Sarawak,metallic,xenotime,2021-01-01,0
Sarawak,metallic,zircon,2016-01-01,0
Sarawak,metallic,zircon,2017-01-01,0
Sarawak,metallic,zircon,2018-01-01,0
Sarawak,metallic,zircon,2019-01-01,0
Sarawak,metallic,zircon,2020-01-01,0
Sarawak,metallic,zircon,2021-01-01,0
Sarawak,non_metallic,aggregates,2016-01-01,4631897
Sarawak,non_metallic,aggregates,2017-01-01,13659129
Sarawak,non_metallic,aggregates,2018-01-01,19602440
Sarawak,non_metallic,aggregates,2019-01-01,17361009
Sarawak,non_metallic,aggregates,2020-01-01,13056224
Sarawak,non_metallic,aggregates,2021-01-01,16490253
Sarawak,non_metallic,clay,2016-01-01,26415
Sarawak,non_metallic,clay,2017-01-01,723010
Sarawak,non_metallic,clay,2018-01-01,728614
Sarawak,non_metallic,clay,2019-01-01,689468
Sarawak,non_metallic,clay,2020-01-01,485939
Sarawak,non_metallic,clay,2021-01-01,435136
Sarawak,non_metallic,earth_materials,2016-01-01,1350827
Sarawak,non_metallic,earth_materials,2017-01-01,1038664
Sarawak,non_metallic,earth_materials,2018-01-01,1358926
Sarawak,non_metallic,earth_materials,2019-01-01,1576398
Sarawak,non_metallic,earth_materials,2020-01-01,2301973
Sarawak,non_metallic,earth_materials,2021-01-01,500450
Sarawak,non_metallic,feldspar,2016-01-01,0
Sarawak,non_metallic,feldspar,2017-01-01,0
Sarawak,non_metallic,feldspar,2018-01-01,0
Sarawak,non_metallic,feldspar,2019-01-01,0
Sarawak,non_metallic,feldspar,2020-01-01,0
Sarawak,non_metallic,feldspar,2021-01-01,0
Sarawak,non_metallic,kaolin,2016-01-01,0
Sarawak,non_metallic,kaolin,2017-01-01,0
Sarawak,non_metallic,kaolin,2018-01-01,0
Sarawak,non_metallic,kaolin,2019-01-01,0
Sarawak,non_metallic,kaolin,2020-01-01,0
Sarawak,non_metallic,kaolin,2021-01-01,0
Sarawak,non_metallic,limestone,2016-01-01,0
Sarawak,non_metallic,limestone,2017-01-01,7897003
Sarawak,non_metallic,limestone,2018-01-01,9137979
Sarawak,non_metallic,limestone,2019-01-01,9482764
Sarawak,non_metallic,limestone,2020-01-01,625960
Sarawak,non_metallic,limestone,2021-01-01,692791
Sarawak,non_metallic,mica,2016-01-01,0
Sarawak,non_metallic,mica,2017-01-01,0
Sarawak,non_metallic,mica,2018-01-01,0
Sarawak,non_metallic,mica,2019-01-01,0
Sarawak,non_metallic,mica,2020-01-01,0
Sarawak,non_metallic,mica,2021-01-01,0
Sarawak,non_metallic,sand_and_gravel,2016-01-01,622757
Sarawak,non_metallic,sand_and_gravel,2017-01-01,2637751
Sarawak,non_metallic,sand_and_gravel,2018-01-01,2830907
Sarawak,non_metallic,sand_and_gravel,2019-01-01,2500636
Sarawak,non_metallic,sand_and_gravel,2020-01-01,2408857
Sarawak,non_metallic,sand_and_gravel,2021-01-01,3495736
Sarawak,non_metallic,silica,2016-01-01,82153
Sarawak,non_metallic,silica,2017-01-01,88875
Sarawak,non_metallic,silica,2018-01-01,17892
Sarawak,non_metallic,silica,2019-01-01,0
Sarawak,non_metallic,silica,2020-01-01,0
Sarawak,non_metallic,silica,2021-01-01,68
Selangor,energy,coal,2016-01-01,0
Selangor,energy,coal,2017-01-01,0
Selangor,energy,coal,2018-01-01,0
Selangor,energy,coal,2019-01-01,0
Selangor,energy,coal,2020-01-01,0
Selangor,energy,coal,2021-01-01,0
Selangor,metallic,bauxite,2016-01-01,0
Selangor,metallic,bauxite,2017-01-01,0
Selangor,metallic,bauxite,2018-01-01,0
Selangor,metallic,bauxite,2019-01-01,0
Selangor,metallic,bauxite,2020-01-01,0
Selangor,metallic,bauxite,2021-01-01,0
Selangor,metallic,gold,2016-01-01,0
Selangor,metallic,gold,2017-01-01,0
Selangor,metallic,gold,2018-01-01,0
Selangor,metallic,gold,2019-01-01,0
Selangor,metallic,gold,2020-01-01,0
Selangor,metallic,gold,2021-01-01,0
Selangor,metallic,ilmenite,2016-01-01,0
Selangor,metallic,ilmenite,2017-01-01,0
Selangor,metallic,ilmenite,2018-01-01,0
Selangor,metallic,ilmenite,2019-01-01,0
Selangor,metallic,ilmenite,2020-01-01,0
Selangor,metallic,ilmenite,2021-01-01,0
Selangor,metallic,iron_ore,2016-01-01,0
Selangor,metallic,iron_ore,2017-01-01,0
Selangor,metallic,iron_ore,2018-01-01,0
Selangor,metallic,iron_ore,2019-01-01,0
Selangor,metallic,iron_ore,2020-01-01,0
Selangor,metallic,iron_ore,2021-01-01,0
Selangor,metallic,manganese,2016-01-01,0
Selangor,metallic,manganese,2017-01-01,0
Selangor,metallic,manganese,2018-01-01,0
Selangor,metallic,manganese,2019-01-01,0
Selangor,metallic,manganese,2020-01-01,0
Selangor,metallic,manganese,2021-01-01,0
Selangor,metallic,monazite,2016-01-01,0
Selangor,metallic,monazite,2017-01-01,0
Selangor,metallic,monazite,2018-01-01,0
Selangor,metallic,monazite,2019-01-01,0
Selangor,metallic,monazite,2020-01-01,0
Selangor,metallic,monazite,2021-01-01,0
Selangor,metallic,rutile,2016-01-01,0
Selangor,metallic,rutile,2017-01-01,0
Selangor,metallic,rutile,2018-01-01,0
Selangor,metallic,rutile,2019-01-01,0
Selangor,metallic,rutile,2020-01-01,0
Selangor,metallic,rutile,2021-01-01,0
Selangor,metallic,silver,2016-01-01,0
Selangor,metallic,silver,2017-01-01,0
Selangor,metallic,silver,2018-01-01,0
Selangor,metallic,silver,2019-01-01,0
Selangor,metallic,silver,2020-01-01,0
Selangor,metallic,silver,2021-01-01,0
Selangor,metallic,struverite,2016-01-01,0
Selangor,metallic,struverite,2017-01-01,0
Selangor,metallic,struverite,2018-01-01,0
Selangor,metallic,struverite,2019-01-01,0
Selangor,metallic,struverite,2020-01-01,0
Selangor,metallic,struverite,2021-01-01,0
Selangor,metallic,tin_ore,2016-01-01,0
Selangor,metallic,tin_ore,2017-01-01,0
Selangor,metallic,tin_ore,2018-01-01,13
Selangor,metallic,tin_ore,2019-01-01,4
Selangor,metallic,tin_ore,2020-01-01,16
Selangor,metallic,tin_ore,2021-01-01,114
Selangor,metallic,xenotime,2016-01-01,0
Selangor,metallic,xenotime,2017-01-01,0
Selangor,metallic,xenotime,2018-01-01,0
Selangor,metallic,xenotime,2019-01-01,0
Selangor,metallic,xenotime,2020-01-01,0
Selangor,metallic,xenotime,2021-01-01,0
Selangor,metallic,zircon,2016-01-01,0
Selangor,metallic,zircon,2017-01-01,0
Selangor,metallic,zircon,2018-01-01,0
Selangor,metallic,zircon,2019-01-01,0
Selangor,metallic,zircon,2020-01-01,0
Selangor,metallic,zircon,2021-01-01,0
Selangor,non_metallic,aggregates,2016-01-01,6178722
Selangor,non_metallic,aggregates,2017-01-01,27612428
Selangor,non_metallic,aggregates,2018-01-01,31049704
Selangor,non_metallic,aggregates,2019-01-01,32066318
Selangor,non_metallic,aggregates,2020-01-01,24937522
Selangor,non_metallic,aggregates,2021-01-01,23992591
Selangor,non_metallic,clay,2016-01-01,399857
Selangor,non_metallic,clay,2017-01-01,948158
Selangor,non_metallic,clay,2018-01-01,686510
Selangor,non_metallic,clay,2019-01-01,1467392
Selangor,non_metallic,clay,2020-01-01,648039
Selangor,non_metallic,clay,2021-01-01,855259
Selangor,non_metallic,earth_materials,2016-01-01,3247949
Selangor,non_metallic,earth_materials,2017-01-01,5375718
Selangor,non_metallic,earth_materials,2018-01-01,3463350
Selangor,non_metallic,earth_materials,2019-01-01,2297604
Selangor,non_metallic,earth_materials,2020-01-01,2148817
Selangor,non_metallic,earth_materials,2021-01-01,2298827
Selangor,non_metallic,feldspar,2016-01-01,0
Selangor,non_metallic,feldspar,2017-01-01,0
Selangor,non_metallic,feldspar,2018-01-01,0
Selangor,non_metallic,feldspar,2019-01-01,0
Selangor,non_metallic,feldspar,2020-01-01,0
Selangor,non_metallic,feldspar,2021-01-01,0
Selangor,non_metallic,kaolin,2016-01-01,0
Selangor,non_metallic,kaolin,2017-01-01,0
Selangor,non_metallic,kaolin,2018-01-01,0
Selangor,non_metallic,kaolin,2019-01-01,0
Selangor,non_metallic,kaolin,2020-01-01,0
Selangor,non_metallic,kaolin,2021-01-01,0
Selangor,non_metallic,limestone,2016-01-01,0
Selangor,non_metallic,limestone,2017-01-01,3165004
Selangor,non_metallic,limestone,2018-01-01,3216722
Selangor,non_metallic,limestone,2019-01-01,1590000
Selangor,non_metallic,limestone,2020-01-01,0
Selangor,non_metallic,limestone,2021-01-01,0
Selangor,non_metallic,mica,2016-01-01,0
Selangor,non_metallic,mica,2017-01-01,0
Selangor,non_metallic,mica,2018-01-01,0
Selangor,non_metallic,mica,2019-01-01,0
Selangor,non_metallic,mica,2020-01-01,0
Selangor,non_metallic,mica,2021-01-01,0
Selangor,non_metallic,sand_and_gravel,2016-01-01,421665
Selangor,non_metallic,sand_and_gravel,2017-01-01,12673624
Selangor,non_metallic,sand_and_gravel,2018-01-01,7159325
Selangor,non_metallic,sand_and_gravel,2019-01-01,13613876
Selangor,non_metallic,sand_and_gravel,2020-01-01,8246297
Selangor,non_metallic,sand_and_gravel,2021-01-01,10010002
Selangor,non_metallic,silica,2016-01-01,0
Selangor,non_metallic,silica,2017-01-01,0
Selangor,non_metallic,silica,2018-01-01,58324
Selangor,non_metallic,silica,2019-01-01,113400
Selangor,non_metallic,silica,2020-01-01,63000
Selangor,non_metallic,silica,2021-01-01,2207048
Terengganu,energy,coal,2016-01-01,0
Terengganu,energy,coal,2017-01-01,0
Terengganu,energy,coal,2018-01-01,0
Terengganu,energy,coal,2019-01-01,0
Terengganu,energy,coal,2020-01-01,0
Terengganu,energy,coal,2021-01-01,0
Terengganu,metallic,bauxite,2016-01-01,0
Terengganu,metallic,bauxite,2017-01-01,0
Terengganu,metallic,bauxite,2018-01-01,0
Terengganu,metallic,bauxite,2019-01-01,0
Terengganu,metallic,bauxite,2020-01-01,0
Terengganu,metallic,bauxite,2021-01-01,0
Terengganu,metallic,gold,2016-01-01,0
Terengganu,metallic,gold,2017-01-01,4382
Terengganu,metallic,gold,2018-01-01,0
Terengganu,metallic,gold,2019-01-01,313
Terengganu,metallic,gold,2020-01-01,97
Terengganu,metallic,gold,2021-01-01,377
Terengganu,metallic,ilmenite,2016-01-01,0
Terengganu,metallic,ilmenite,2017-01-01,0
Terengganu,metallic,ilmenite,2018-01-01,0
Terengganu,metallic,ilmenite,2019-01-01,0
Terengganu,metallic,ilmenite,2020-01-01,0
Terengganu,metallic,ilmenite,2021-01-01,0
Terengganu,metallic,iron_ore,2016-01-01,0
Terengganu,metallic,iron_ore,2017-01-01,734669
Terengganu,metallic,iron_ore,2018-01-01,717870
Terengganu,metallic,iron_ore,2019-01-01,779400
Terengganu,metallic,iron_ore,2020-01-01,1021005
Terengganu,metallic,iron_ore,2021-01-01,1516052
Terengganu,metallic,manganese,2016-01-01,0
Terengganu,metallic,manganese,2017-01-01,0
Terengganu,metallic,manganese,2018-01-01,0
Terengganu,metallic,manganese,2019-01-01,0
Terengganu,metallic,manganese,2020-01-01,0
Terengganu,metallic,manganese,2021-01-01,0
Terengganu,metallic,monazite,2016-01-01,0
Terengganu,metallic,monazite,2017-01-01,0
Terengganu,metallic,monazite,2018-01-01,0
Terengganu,metallic,monazite,2019-01-01,0
Terengganu,metallic,monazite,2020-01-01,0
Terengganu,metallic,monazite,2021-01-01,0
Terengganu,metallic,rutile,2016-01-01,0
Terengganu,metallic,rutile,2017-01-01,0
Terengganu,metallic,rutile,2018-01-01,0
Terengganu,metallic,rutile,2019-01-01,0
Terengganu,metallic,rutile,2020-01-01,0
Terengganu,metallic,rutile,2021-01-01,0
Terengganu,metallic,silver,2016-01-01,0
Terengganu,metallic,silver,2017-01-01,0
Terengganu,metallic,silver,2018-01-01,0
Terengganu,metallic,silver,2019-01-01,0
Terengganu,metallic,silver,2020-01-01,0
Terengganu,metallic,silver,2021-01-01,0
Terengganu,metallic,struverite,2016-01-01,0
Terengganu,metallic,struverite,2017-01-01,0
Terengganu,metallic,struverite,2018-01-01,0
Terengganu,metallic,struverite,2019-01-01,0
Terengganu,metallic,struverite,2020-01-01,0
Terengganu,metallic,struverite,2021-01-01,0
Terengganu,metallic,tin_ore,2016-01-01,0
Terengganu,metallic,tin_ore,2017-01-01,0
Terengganu,metallic,tin_ore,2018-01-01,0
Terengganu,metallic,tin_ore,2019-01-01,0
Terengganu,metallic,tin_ore,2020-01-01,0
Terengganu,metallic,tin_ore,2021-01-01,184
Terengganu,metallic,xenotime,2016-01-01,0
Terengganu,metallic,xenotime,2017-01-01,0
Terengganu,metallic,xenotime,2018-01-01,0
Terengganu,metallic,xenotime,2019-01-01,0
Terengganu,metallic,xenotime,2020-01-01,0
Terengganu,metallic,xenotime,2021-01-01,0
Terengganu,metallic,zircon,2016-01-01,0
Terengganu,metallic,zircon,2017-01-01,0
Terengganu,metallic,zircon,2018-01-01,0
Terengganu,metallic,zircon,2019-01-01,0
Terengganu,metallic,zircon,2020-01-01,0
Terengganu,metallic,zircon,2021-01-01,0
Terengganu,non_metallic,aggregates,2016-01-01,13609168
Terengganu,non_metallic,aggregates,2017-01-01,3854390
Terengganu,non_metallic,aggregates,2018-01-01,3719975
Terengganu,non_metallic,aggregates,2019-01-01,3170088
Terengganu,non_metallic,aggregates,2020-01-01,2577425
Terengganu,non_metallic,aggregates,2021-01-01,3293559
Terengganu,non_metallic,clay,2016-01-01,833365
Terengganu,non_metallic,clay,2017-01-01,17127
Terengganu,non_metallic,clay,2018-01-01,8706
Terengganu,non_metallic,clay,2019-01-01,8112
Terengganu,non_metallic,clay,2020-01-01,9191
Terengganu,non_metallic,clay,2021-01-01,6467
Terengganu,non_metallic,earth_materials,2016-01-01,1291383
Terengganu,non_metallic,earth_materials,2017-01-01,2042710
Terengganu,non_metallic,earth_materials,2018-01-01,6705172
Terengganu,non_metallic,earth_materials,2019-01-01,6466661
Terengganu,non_metallic,earth_materials,2020-01-01,2645670
Terengganu,non_metallic,earth_materials,2021-01-01,0
Terengganu,non_metallic,feldspar,2016-01-01,0
Terengganu,non_metallic,feldspar,2017-01-01,0
Terengganu,non_metallic,feldspar,2018-01-01,0
Terengganu,non_metallic,feldspar,2019-01-01,0
Terengganu,non_metallic,feldspar,2020-01-01,0
Terengganu,non_metallic,feldspar,2021-01-01,0
Terengganu,non_metallic,kaolin,2016-01-01,0
Terengganu,non_metallic,kaolin,2017-01-01,14604
Terengganu,non_metallic,kaolin,2018-01-01,45098
Terengganu,non_metallic,kaolin,2019-01-01,19500
Terengganu,non_metallic,kaolin,2020-01-01,31000
Terengganu,non_metallic,kaolin,2021-01-01,7500
Terengganu,non_metallic,limestone,2016-01-01,965059
Terengganu,non_metallic,limestone,2017-01-01,0
Terengganu,non_metallic,limestone,2018-01-01,0
Terengganu,non_metallic,limestone,2019-01-01,0
Terengganu,non_metallic,limestone,2020-01-01,0
Terengganu,non_metallic,limestone,2021-01-01,0
Terengganu,non_metallic,mica,2016-01-01,0
Terengganu,non_metallic,mica,2017-01-01,0
Terengganu,non_metallic,mica,2018-01-01,0
Terengganu,non_metallic,mica,2019-01-01,0
Terengganu,non_metallic,mica,2020-01-01,0
Terengganu,non_metallic,mica,2021-01-01,0
Terengganu,non_metallic,sand_and_gravel,2016-01-01,2337040
Terengganu,non_metallic,sand_and_gravel,2017-01-01,729792
Terengganu,non_metallic,sand_and_gravel,2018-01-01,884097
Terengganu,non_metallic,sand_and_gravel,2019-01-01,723852
Terengganu,non_metallic,sand_and_gravel,2020-01-01,984182
Terengganu,non_metallic,sand_and_gravel,2021-01-01,1152249
Terengganu,non_metallic,silica,2016-01-01,160000
Terengganu,non_metallic,silica,2017-01-01,259028
Terengganu,non_metallic,silica,2018-01-01,504093
Terengganu,non_metallic,silica,2019-01-01,565644
Terengganu,non_metallic,silica,2020-01-01,998824
Terengganu,non_metallic,silica,2021-01-01,1131753
W.P. Kuala Lumpur,energy,coal,2016-01-01,0
W.P. Kuala Lumpur,energy,coal,2017-01-01,0
W.P. Kuala Lumpur,energy,coal,2018-01-01,0
W.P. Kuala Lumpur,energy,coal,2019-01-01,0
W.P. Kuala Lumpur,energy,coal,2020-01-01,0
W.P. Kuala Lumpur,energy,coal,2021-01-01,0
W.P. Kuala Lumpur,metallic,bauxite,2016-01-01,0
W.P. Kuala Lumpur,metallic,bauxite,2017-01-01,0
W.P. Kuala Lumpur,metallic,bauxite,2018-01-01,0
W.P. Kuala Lumpur,metallic,bauxite,2019-01-01,0
W.P. Kuala Lumpur,metallic,bauxite,2020-01-01,0
W.P. Kuala Lumpur,metallic,bauxite,2021-01-01,0
W.P. Kuala Lumpur,metallic,gold,2016-01-01,0
W.P. Kuala Lumpur,metallic,gold,2017-01-01,0
W.P. Kuala Lumpur,metallic,gold,2018-01-01,0
W.P. Kuala Lumpur,metallic,gold,2019-01-01,0
W.P. Kuala Lumpur,metallic,gold,2020-01-01,0
W.P. Kuala Lumpur,metallic,gold,2021-01-01,0
W.P. Kuala Lumpur,metallic,ilmenite,2016-01-01,0
W.P. Kuala Lumpur,metallic,ilmenite,2017-01-01,0
W.P. Kuala Lumpur,metallic,ilmenite,2018-01-01,0
W.P. Kuala Lumpur,metallic,ilmenite,2019-01-01,0
W.P. Kuala Lumpur,metallic,ilmenite,2020-01-01,0
W.P. Kuala Lumpur,metallic,ilmenite,2021-01-01,0
W.P. Kuala Lumpur,metallic,iron_ore,2016-01-01,0
W.P. Kuala Lumpur,metallic,iron_ore,2017-01-01,0
W.P. Kuala Lumpur,metallic,iron_ore,2018-01-01,0
W.P. Kuala Lumpur,metallic,iron_ore,2019-01-01,0
W.P. Kuala Lumpur,metallic,iron_ore,2020-01-01,0
W.P. Kuala Lumpur,metallic,iron_ore,2021-01-01,0
W.P. Kuala Lumpur,metallic,manganese,2016-01-01,0
W.P. Kuala Lumpur,metallic,manganese,2017-01-01,0
W.P. Kuala Lumpur,metallic,manganese,2018-01-01,0
W.P. Kuala Lumpur,metallic,manganese,2019-01-01,0
W.P. Kuala Lumpur,metallic,manganese,2020-01-01,0
W.P. Kuala Lumpur,metallic,manganese,2021-01-01,0
W.P. Kuala Lumpur,metallic,monazite,2016-01-01,0
W.P. Kuala Lumpur,metallic,monazite,2017-01-01,0
W.P. Kuala Lumpur,metallic,monazite,2018-01-01,0
W.P. Kuala Lumpur,metallic,monazite,2019-01-01,0
W.P. Kuala Lumpur,metallic,monazite,2020-01-01,0
W.P. Kuala Lumpur,metallic,monazite,2021-01-01,0
W.P. Kuala Lumpur,metallic,rutile,2016-01-01,0
W.P. Kuala Lumpur,metallic,rutile,2017-01-01,0
W.P. Kuala Lumpur,metallic,rutile,2018-01-01,0
W.P. Kuala Lumpur,metallic,rutile,2019-01-01,0
W.P. Kuala Lumpur,metallic,rutile,2020-01-01,0
W.P. Kuala Lumpur,metallic,rutile,2021-01-01,0
W.P. Kuala Lumpur,metallic,silver,2016-01-01,0
W.P. Kuala Lumpur,metallic,silver,2017-01-01,0
W.P. Kuala Lumpur,metallic,silver,2018-01-01,0
W.P. Kuala Lumpur,metallic,silver,2019-01-01,0
W.P. Kuala Lumpur,metallic,silver,2020-01-01,0
W.P. Kuala Lumpur,metallic,silver,2021-01-01,0
W.P. Kuala Lumpur,metallic,struverite,2016-01-01,0
W.P. Kuala Lumpur,metallic,struverite,2017-01-01,0
W.P. Kuala Lumpur,metallic,struverite,2018-01-01,0
W.P. Kuala Lumpur,metallic,struverite,2019-01-01,0
W.P. Kuala Lumpur,metallic,struverite,2020-01-01,0
W.P. Kuala Lumpur,metallic,struverite,2021-01-01,0
W.P. Kuala Lumpur,metallic,tin_ore,2016-01-01,4
W.P. Kuala Lumpur,metallic,tin_ore,2017-01-01,0
W.P. Kuala Lumpur,metallic,tin_ore,2018-01-01,0
W.P. Kuala Lumpur,metallic,tin_ore,2019-01-01,0
W.P. Kuala Lumpur,metallic,tin_ore,2020-01-01,0
W.P. Kuala Lumpur,metallic,tin_ore,2021-01-01,0
W.P. Kuala Lumpur,metallic,xenotime,2016-01-01,0
W.P. Kuala Lumpur,metallic,xenotime,2017-01-01,0
W.P. Kuala Lumpur,metallic,xenotime,2018-01-01,0
W.P. Kuala Lumpur,metallic,xenotime,2019-01-01,0
W.P. Kuala Lumpur,metallic,xenotime,2020-01-01,0
W.P. Kuala Lumpur,metallic,xenotime,2021-01-01,0
W.P. Kuala Lumpur,metallic,zircon,2016-01-01,0
W.P. Kuala Lumpur,metallic,zircon,2017-01-01,0
W.P. Kuala Lumpur,metallic,zircon,2018-01-01,0
W.P. Kuala Lumpur,metallic,zircon,2019-01-01,0
W.P. Kuala Lumpur,metallic,zircon,2020-01-01,0
W.P. Kuala Lumpur,metallic,zircon,2021-01-01,0
W.P. Kuala Lumpur,non_metallic,aggregates,2016-01-01,0
W.P. Kuala Lumpur,non_metallic,aggregates,2017-01-01,0
W.P. Kuala Lumpur,non_metallic,aggregates,2018-01-01,0
W.P. Kuala Lumpur,non_metallic,aggregates,2019-01-01,0
W.P. Kuala Lumpur,non_metallic,aggregates,2020-01-01,0
