date,state,branch,category,subcategory,case_type,cases
2020-09-01,Kedah,Kedah,Syariah,Keluarga Syariah,Tuntutan Muta'ah,5
2020-09-01,Kedah,Kedah,Syariah,Keluarga Syariah,Tuntutan Nafkah Anak,5
2020-09-01,Kedah,Kedah,Syariah,Keluarga Syariah,Tuntutan Nafkah Eddah,2
2020-09-01,Kedah,Kedah,Syariah,Keluarga Syariah,Tuntutan Nafkah Isteri,1
2020-09-01,Kedah,Kedah,Syariah,Keluarga Syariah,Tuntutan Pengesahan Cerai Taklik,20
2020-09-01,Kedah,Langkawi,Jenayah,Jenayah Luar Bidang Kuasa,Akta Dadah Berbahaya 1952,1
2020-09-01,Kedah,Langkawi,Jenayah,Jenayah Luar Bidang Kuasa,Kanun Keseksaan 1997,1
2020-09-01,Kedah,Langkawi,Sivil,Sivil Luar Bidang Kuasa,Akta Kontrak 1950,1
2020-09-01,Kedah,Langkawi,Sivil,Sivil Luar Bidang Kuasa,Pampasan Pekerja,1
2020-09-01,Kedah,Langkawi,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tanah,1
2020-09-01,Kedah,Langkawi,Sivil,Sivil Pelbagai,Anggapan Kematian,1
2020-09-01,Kedah,Langkawi,Sivil,Sivil Pelbagai,Tuntutan Pengguna,1
2020-09-01,Kedah,Langkawi,Syariah,Keluarga Syariah,Permohonan Cerai S47,5
2020-09-01,Kedah,Langkawi,Syariah,Keluarga Syariah,Tuntutan Hadhanah,1
2020-09-01,Kedah,Langkawi,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,1
2020-09-01,Kedah,Langkawi,Syariah,Keluarga Syariah,Tuntutan Nafkah Anak,3
2020-09-01,Kedah,Langkawi,Syariah,Keluarga Syariah,Tuntutan Pengesahan Cerai Taklik,2
2020-09-01,Kedah,Langkawi,Syariah,Syariah Luar Bidang Kuasa,Permohonan Sijil Faraid/Akuan Pusaka,1
2020-09-01,Kedah,Langkawi,Syariah,Syariah Luar Bidang Kuasa,Permohonan/Tuntutan Kebenaran Poligami,1
2020-09-01,Kelantan,Gua Musang,Jenayah,Jenayah Luar Bidang Kuasa,Akta Dadah Berbahaya 1952,1
2020-09-01,Kelantan,Gua Musang,Sivil,Keluarga Sivil,Cerai,2
2020-09-01,Kelantan,Gua Musang,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),2
2020-09-01,Kelantan,Gua Musang,Sivil,Sivil Pelbagai,Kemalangan,1
2020-09-01,Kelantan,Gua Musang,Sivil,Sivil Pelbagai,Sewaan,1
2020-09-01,Kelantan,Gua Musang,Syariah,Keluarga Syariah,Permohonan Cerai S47,1
2020-09-01,Kelantan,Gua Musang,Syariah,Keluarga Syariah,Tuntutan Hadhanah,1
2020-09-01,Kelantan,Gua Musang,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,2
2020-09-01,Kelantan,Gua Musang,Syariah,Keluarga Syariah,Tuntutan Nafkah Anak,3
2020-09-01,Kelantan,Gua Musang,Syariah,Keluarga Syariah,Tuntutan Pengesahan Cerai Taklik,9
2020-09-01,Kelantan,Kelantan,Jenayah,Jenayah Bidang Kuasa,Mitigasi Pengakuan Salah,1
2020-09-01,Kelantan,Kelantan,Jenayah,Jenayah Luar Bidang Kuasa,Akta Antipemerdagangan Orang 2007,1
2020-09-01,Kelantan,Kelantan,Jenayah,Jenayah Luar Bidang Kuasa,Akta Dadah Berbahaya 1952,5
2020-09-01,Kelantan,Kelantan,Jenayah,Jenayah Luar Bidang Kuasa,Kanun Keseksaan 1997,5
2020-09-01,Kelantan,Kelantan,Jenayah,Jenayah Luar Bidang Kuasa,Lain-Lain (Jenayah),3
2020-09-01,Kelantan,Kelantan,Sivil,Keluarga Sivil,Cerai,10
2020-09-01,Kelantan,Kelantan,Sivil,Sivil Luar Bidang Kuasa,Akta Kontrak 1950,1
2020-09-01,Kelantan,Kelantan,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),5
2020-09-01,Kelantan,Kelantan,Sivil,Sivil Luar Bidang Kuasa,Perumahan,1
2020-09-01,Kelantan,Kelantan,Sivil,Sivil Luar Bidang Kuasa,Tatatertib,1
2020-09-01,Kelantan,Kelantan,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Buruh,1
2020-09-01,Kelantan,Kelantan,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tanah,2
2020-09-01,Kelantan,Kelantan,Sivil,Sivil Pelbagai,Akta Sewa Beli,1
2020-09-01,Kelantan,Kelantan,Sivil,Sivil Pelbagai,Kemalangan,4
2020-09-01,Kelantan,Kelantan,Sivil,Sivil Pelbagai,Pemberi Pinjaman Wang,6
2020-09-01,Kelantan,Kelantan,Syariah,Syariah Luar Bidang Kuasa,Permohonan Cerai S47,24
2020-09-01,Kelantan,Kelantan,Syariah,Syariah Luar Bidang Kuasa,Permohonan Pengesahan Hibah,2
2020-09-01,Kelantan,Kelantan,Syariah,Syariah Luar Bidang Kuasa,Permohonan Penguatkuasaan Perintah Nafkah,2
2020-09-01,Kelantan,Kelantan,Syariah,Syariah Luar Bidang Kuasa,Rayuan (Jenayah Syariah),1
2020-09-01,Kelantan,Kelantan,Syariah,Syariah Luar Bidang Kuasa,Tuntutan Fasakh,3
2020-09-01,Kelantan,Kelantan,Syariah,Syariah Luar Bidang Kuasa,Tuntutan Hadhanah,22
2020-09-01,Kelantan,Kelantan,Syariah,Syariah Luar Bidang Kuasa,Tuntutan Harta Sepencarian,17
2020-09-01,Kelantan,Kelantan,Syariah,Syariah Luar Bidang Kuasa,Tuntutan Mengubah Perintah Hak Jagaan Anak/Hak Lawatan,3
2020-09-01,Kelantan,Kelantan,Syariah,Syariah Luar Bidang Kuasa,Tuntutan Mengubah Perintah Nafkah Anak/Isteri/Lain-Lain,2
2020-09-01,Kelantan,Kelantan,Syariah,Syariah Luar Bidang Kuasa,Tuntutan Muta'ah,1
2020-09-01,Kelantan,Kelantan,Syariah,Syariah Luar Bidang Kuasa,Tuntutan Nafkah Anak,12
2020-09-01,Kelantan,Kelantan,Syariah,Syariah Luar Bidang Kuasa,Tuntutan Nafkah Eddah,2
2020-09-01,Kelantan,Kelantan,Syariah,Syariah Luar Bidang Kuasa,Tuntutan Nafkah Isteri,2
2020-09-01,Kelantan,Kelantan,Syariah,Syariah Luar Bidang Kuasa,Tuntutan Pengesahan Cerai Taklik,52
2020-09-01,Kelantan,Kelantan,Syariah,Syariah Luar Bidang Kuasa,Tuntutan Pengesahan Lafaz Cerai,5
2020-09-01,Kelantan,Kelantan,Syariah,Syariah Luar Bidang Kuasa,Wasiat,1
2020-09-01,Melaka,Melaka,Jenayah,Jenayah Bidang Kuasa,Mitigasi Pengakuan Salah,1
2020-09-01,Melaka,Melaka,Jenayah,Jenayah Luar Bidang Kuasa,Akta Dadah Berbahaya 1952,1
2020-09-01,Melaka,Melaka,Jenayah,Jenayah Luar Bidang Kuasa,Kanun Keseksaan 1997,3
2020-09-01,Melaka,Melaka,Sivil,Keluarga Sivil,Cerai,24
2020-09-01,Melaka,Melaka,Sivil,Keluarga Sivil,Kuatkuasa Perintah Nafkah,1
2020-09-01,Melaka,Melaka,Sivil,Sivil Luar Bidang Kuasa,Akta Fitnah 1957,1
2020-09-01,Melaka,Melaka,Sivil,Sivil Luar Bidang Kuasa,Akta Kontrak 1950,2
2020-09-01,Melaka,Melaka,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),2
2020-09-01,Melaka,Melaka,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tanah,10
2020-09-01,Melaka,Melaka,Sivil,Sivil Pelbagai,Anggapan Kematian,2
2020-09-01,Melaka,Melaka,Sivil,Sivil Pelbagai,Pengangkatan,1
2020-09-01,Melaka,Melaka,Sivil,Sivil Pelbagai,Surat Tadbir Pusaka/Probet,5
2020-09-01,Melaka,Melaka,Syariah,Keluarga Syariah,Permohonan Cerai S47,3
2020-09-01,Melaka,Melaka,Syariah,Keluarga Syariah,Permohonan Penguatkuasaan Perintah Nafkah,1
2020-09-01,Melaka,Melaka,Syariah,Keluarga Syariah,Tuntutan Fasakh,21
2020-09-01,Melaka,Melaka,Syariah,Keluarga Syariah,Tuntutan Gantirugi Perkahwinan/Hutang Perkahwinan,1
2020-09-01,Melaka,Melaka,Syariah,Keluarga Syariah,Tuntutan Hadhanah,9
2020-09-01,Melaka,Melaka,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,6
2020-09-01,Melaka,Melaka,Syariah,Keluarga Syariah,Tuntutan Muta'ah,7
2020-09-01,Melaka,Melaka,Syariah,Keluarga Syariah,Tuntutan Nafkah Anak,13
2020-09-01,Melaka,Melaka,Syariah,Keluarga Syariah,Tuntutan Nafkah Eddah,7
2020-09-01,Melaka,Melaka,Syariah,Keluarga Syariah,Tuntutan Nafkah Isteri,2
2020-09-01,Melaka,Melaka,Syariah,Keluarga Syariah,Tuntutan Pengesahan Cerai Taklik,3
2020-09-01,Melaka,Melaka,Syariah,Keluarga Syariah,Tuntutan Tunggakan Nafkah Anak/Isteri/Lain-Lain,3
2020-09-01,Negeri Sembilan,Negeri Sembilan,Jenayah,Jenayah Bidang Kuasa,Kesalahan Seksual Terhadap Kanak-Kanak,1
2020-09-01,Negeri Sembilan,Negeri Sembilan,Jenayah,Jenayah Bidang Kuasa,Mitigasi Pengakuan Salah,11
2020-09-01,Negeri Sembilan,Negeri Sembilan,Jenayah,Jenayah Luar Bidang Kuasa,Akta Dadah Berbahaya (Langkah-Langkah Pencegahan Khas) 1985,1
2020-09-01,Negeri Sembilan,Negeri Sembilan,Sivil,Keluarga Sivil,Cerai,28
2020-09-01,Negeri Sembilan,Negeri Sembilan,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),4
2020-09-01,Negeri Sembilan,Negeri Sembilan,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Buruh,2
2020-09-01,Negeri Sembilan,Negeri Sembilan,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tanah,3
2020-09-01,Negeri Sembilan,Negeri Sembilan,Sivil,Sivil Pelbagai,Anggapan Kematian,1
2020-09-01,Negeri Sembilan,Negeri Sembilan,Sivil,Sivil Pelbagai,Sewaan,2
2020-09-01,Negeri Sembilan,Negeri Sembilan,Sivil,Sivil Pelbagai,Surat Tadbir Pusaka/Probet,5
2020-09-01,Negeri Sembilan,Negeri Sembilan,Sivil,Sivil Pelbagai,Tuntutan Pengguna,1
2020-09-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,Permohonan Cerai S47,2
2020-09-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,Tuntutan Fasakh,16
2020-09-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,Tuntutan Hadhanah,5
2020-09-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,5
2020-09-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,Tuntutan Mengubah Perintah Hak Jagaan Anak/Hak Lawatan,1
2020-09-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,Tuntutan Muta'ah,2
2020-09-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,Tuntutan Nafkah Anak,1
2020-09-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,Tuntutan Nafkah Eddah,1
2020-09-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,Tuntutan Nafkah Isteri,1
2020-09-01,Pahang,Pahang,Sivil,Keluarga Sivil,Cerai,12
2020-09-01,Pahang,Pahang,Sivil,Keluarga Sivil,Nafkah,1
2020-09-01,Pahang,Pahang,Sivil,Sivil Luar Bidang Kuasa,Perumahan,1
2020-09-01,Pahang,Pahang,Sivil,Sivil Pelbagai,Harta Pusaka Kecil,1
2020-09-01,Pahang,Pahang,Sivil,Sivil Pelbagai,Sewaan,1
2020-09-01,Pahang,Pahang,Sivil,Sivil Pelbagai,Surat Tadbir Pusaka/Probet,1
2020-09-01,Pahang,Pahang,Syariah,Keluarga Syariah,Penguatkuasaan Harta Sepencarian,1
2020-09-01,Pahang,Pahang,Syariah,Keluarga Syariah,Permohonan Cerai S47,1
2020-09-01,Pahang,Pahang,Syariah,Keluarga Syariah,Permohonan Pengesahan Hibah,2
2020-09-01,Pahang,Pahang,Syariah,Keluarga Syariah,Tuntutan Fasakh,26
2020-09-01,Pahang,Pahang,Syariah,Keluarga Syariah,Tuntutan Hadhanah,11
2020-09-01,Pahang,Pahang,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,4
2020-09-01,Pahang,Pahang,Syariah,Keluarga Syariah,Tuntutan Muta'ah,4
2020-09-01,Pahang,Pahang,Syariah,Keluarga Syariah,Tuntutan Nafkah Anak,6
2020-09-01,Pahang,Pahang,Syariah,Keluarga Syariah,Tuntutan Nafkah Eddah,5
2020-09-01,Pahang,Pahang,Syariah,Keluarga Syariah,Tuntutan Pengesahan Cerai Taklik,6
2020-09-01,Pahang,Pahang,Syariah,Keluarga Syariah,Tuntutan Pengesahan Lafaz Cerai,2
2020-09-01,Pahang,Pahang,Syariah,Keluarga Syariah,Wasiat,1
2020-09-01,Pahang,Pahang,Syariah,Syariah Luar Bidang Kuasa,Tuntutan Sabitan Nusyuz,1
2020-09-01,Pahang,Raub,Jenayah,Jenayah Bidang Kuasa,Mitigasi Pengakuan Salah,2
2020-09-01,Pahang,Raub,Sivil,Keluarga Sivil,Cerai,3
2020-09-01,Pahang,Raub,Syariah,Keluarga Syariah,Permohonan Pengesahan Hibah,1
2020-09-01,Pahang,Raub,Syariah,Keluarga Syariah,Tuntutan Fasakh,4
2020-09-01,Pahang,Raub,Syariah,Keluarga Syariah,Tuntutan Hadhanah,2
2020-09-01,Pahang,Raub,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,1
2020-09-01,Pahang,Raub,Syariah,Keluarga Syariah,Tuntutan Muta'ah,1
2020-09-01,Pahang,Raub,Syariah,Keluarga Syariah,Tuntutan Nafkah Anak,3
2020-09-01,Pahang,Raub,Syariah,Keluarga Syariah,Tuntutan Nafkah Eddah,2
2020-09-01,Pahang,Raub,Syariah,Keluarga Syariah,Tuntutan Pengesahan Cerai Taklik,1
2020-09-01,Perak,Perak,Jenayah,Jenayah Bidang Kuasa,Mitigasi Pengakuan Salah,64
2020-09-01,Perak,Perak,Jenayah,Jenayah Luar Bidang Kuasa,Akta Suruhanjaya Komunikasi dan Multimedia Malaysia 1998,1
2020-09-01,Perak,Perak,Jenayah,Jenayah Luar Bidang Kuasa,Lain-Lain (Jenayah),1
2020-09-01,Perak,Perak,Sivil,Keluarga Sivil,Cerai,112
2020-09-01,Perak,Perak,Sivil,Keluarga Sivil,Jagaan,2
2020-09-01,Perak,Perak,Sivil,Sivil Luar Bidang Kuasa,Akta Fitnah 1957,2
2020-09-01,Perak,Perak,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),3
2020-09-01,Perak,Perak,Sivil,Sivil Luar Bidang Kuasa,Perumahan,1
2020-09-01,Perak,Perak,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tanah,5
2020-09-01,Perak,Perak,Sivil,Sivil Pelbagai,Anggapan Kematian,2
2020-09-01,Perak,Perak,Sivil,Sivil Pelbagai,Harta Pusaka Kecil,7
2020-09-01,Perak,Perak,Sivil,Sivil Pelbagai,Kemalangan,3
2020-09-01,Perak,Perak,Sivil,Sivil Pelbagai,Pemberi Pinjaman Wang,2
2020-09-01,Perak,Perak,Sivil,Sivil Pelbagai,Pengangkatan,2
2020-09-01,Perak,Perak,Sivil,Sivil Pelbagai,Surat Tadbir Pusaka/Probet,4
2020-09-01,Perak,Perak,Sivil,Sivil Pelbagai,Tuntutan Pengguna,2
2020-09-01,Perak,Perak,Syariah,Keluarga Syariah,Penguatkuasaan Harta Sepencarian,1
2020-09-01,Perak,Perak,Syariah,Keluarga Syariah,Permohonan Cerai S47,2
2020-09-01,Perak,Perak,Syariah,Keluarga Syariah,Permohonan Pengesahan Hibah,1
2020-09-01,Perak,Perak,Syariah,Keluarga Syariah,Tuntutan Fasakh,16
2020-09-01,Perak,Perak,Syariah,Keluarga Syariah,Tuntutan Gantirugi Perkahwinan/Hutang Perkahwinan,2
2020-09-01,Perak,Perak,Syariah,Keluarga Syariah,Tuntutan Hadhanah,10
2020-09-01,Perak,Perak,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,8
2020-09-01,Perak,Perak,Syariah,Keluarga Syariah,Tuntutan Mengubah Perintah Hak Jagaan Anak/Hak Lawatan,1
2020-09-01,Perak,Perak,Syariah,Keluarga Syariah,Tuntutan Mengubah Perintah Nafkah Anak/Isteri/Lain-Lain,1
2020-09-01,Perak,Perak,Syariah,Keluarga Syariah,Tuntutan Muta'ah,4
2020-09-01,Perak,Perak,Syariah,Keluarga Syariah,Tuntutan Nafkah Anak,4
2020-09-01,Perak,Perak,Syariah,Keluarga Syariah,Tuntutan Pengesahan Cerai Taklik,2
2020-09-01,Perak,Perak,Syariah,Syariah Luar Bidang Kuasa,Lain-Lain (Mal),1
2020-09-01,Perak,Taiping,Jenayah,Jenayah Luar Bidang Kuasa,Akta Dadah Berbahaya 1952,1
2020-09-01,Perak,Taiping,Jenayah,Jenayah Luar Bidang Kuasa,Akta Kastam 1967,1
2020-09-01,Perak,Taiping,Jenayah,Jenayah Luar Bidang Kuasa,Kanun Keseksaan 1997,2
2020-09-01,Perak,Taiping,Sivil,Keluarga Sivil,Cerai,10
2020-09-01,Perak,Taiping,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),9
2020-09-01,Perak,Taiping,Sivil,Sivil Luar Bidang Kuasa,Pampasan Pekerja,1
2020-09-01,Perak,Taiping,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tanah,2
2020-09-01,Perak,Taiping,Sivil,Sivil Pelbagai,Anggapan Kematian,1
2020-09-01,Perak,Taiping,Sivil,Sivil Pelbagai,Surat Tadbir Pusaka/Probet,5
2020-09-01,Perak,Taiping,Syariah,Keluarga Syariah,Penguatkuasaan Harta Sepencarian,2
2020-09-01,Perak,Taiping,Syariah,Keluarga Syariah,Tuntutan Fasakh,13
2020-09-01,Perak,Taiping,Syariah,Keluarga Syariah,Tuntutan Hadhanah,4
2020-09-01,Perak,Taiping,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,1
2020-09-01,Perak,Taiping,Syariah,Keluarga Syariah,Tuntutan Muta'ah,1
2020-09-01,Perlis,Perlis,Jenayah,Jenayah Luar Bidang Kuasa,Akta Dadah Berbahaya 1952,1
2020-09-01,Perlis,Perlis,Jenayah,Jenayah Luar Bidang Kuasa,Kanun Keseksaan 1997,1
2020-09-01,Perlis,Perlis,Sivil,Keluarga Sivil,Cerai,4
2020-09-01,Perlis,Perlis,Sivil,Sivil Luar Bidang Kuasa,Akta Fitnah 1957,1
2020-09-01,Perlis,Perlis,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),5
2020-09-01,Perlis,Perlis,Sivil,Sivil Luar Bidang Kuasa,Perumahan,1
2020-09-01,Perlis,Perlis,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tanah,5
2020-09-01,Perlis,Perlis,Sivil,Sivil Pelbagai,Akta Sewa Beli,1
2020-09-01,Perlis,Perlis,Sivil,Sivil Pelbagai,Kemalangan,2
2020-09-01,Perlis,Perlis,Sivil,Sivil Pelbagai,Pemberi Pinjaman Wang,3
2020-09-01,Perlis,Perlis,Sivil,Sivil Pelbagai,Sewaan,1
2020-09-01,Perlis,Perlis,Syariah,Keluarga Syariah,Penguatkuasaan Harta Sepencarian,1
2020-09-01,Perlis,Perlis,Syariah,Keluarga Syariah,Tuntutan Fasakh,11
2020-09-01,Perlis,Perlis,Syariah,Keluarga Syariah,Tuntutan Hadhanah,7
2020-09-01,Perlis,Perlis,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,3
2020-09-01,Perlis,Perlis,Syariah,Keluarga Syariah,Tuntutan Mengubah Perintah Hak Jagaan Anak/Hak Lawatan,1
2020-09-01,Perlis,Perlis,Syariah,Keluarga Syariah,Tuntutan Muta'ah,1
2020-09-01,Perlis,Perlis,Syariah,Keluarga Syariah,Tuntutan Nafkah Anak,2
2020-09-01,Perlis,Perlis,Syariah,Keluarga Syariah,Tuntutan Nafkah Eddah,2
2020-09-01,Perlis,Perlis,Syariah,Keluarga Syariah,Tuntutan Tunggakan Nafkah Anak/Isteri/Lain-Lain,1
2020-09-01,Perlis,Perlis,Syariah,Syariah Luar Bidang Kuasa,Permohonan Sijil Faraid/Akuan Pusaka,1
2020-09-01,Pulau Pinang,Pulau Pinang,Sivil,Keluarga Sivil,Cerai,43
2020-09-01,Pulau Pinang,Pulau Pinang,Sivil,Keluarga Sivil,Jagaan,2
2020-09-01,Pulau Pinang,Pulau Pinang,Sivil,Keluarga Sivil,Kuatkuasa Perintah Nafkah,1
2020-09-01,Pulau Pinang,Pulau Pinang,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),7
2020-09-01,Pulau Pinang,Pulau Pinang,Sivil,Sivil Pelbagai,Harta Pusaka Kecil,1
2020-09-01,Pulau Pinang,Pulau Pinang,Sivil,Sivil Pelbagai,Pemberi Pinjaman Wang,1
2020-09-01,Pulau Pinang,Pulau Pinang,Sivil,Sivil Pelbagai,Surat Tadbir Pusaka/Probet,1
2020-09-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Lain-Lain (Mal),1
2020-09-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Permohonan Cerai S47,7
2020-09-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Permohonan Pengesahan Hibah,1
2020-09-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Tuntutan Fasakh,23
2020-09-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Tuntutan Hadhanah,6
2020-09-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Tuntutan Mengubah Perintah Hak Jagaan Anak/Hak Lawatan,1
2020-09-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Tuntutan Mengubah Perintah Nafkah Anak/Isteri/Lain-Lain,4
2020-09-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Tuntutan Muta'ah,6
2020-09-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Tuntutan Nafkah Anak,6
2020-09-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Tuntutan Nafkah Eddah,4
2020-09-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Tuntutan Nafkah Isteri,1
2020-09-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Wasiat,2
2020-09-01,Pulau Pinang,Pulau Pinang,Syariah,Syariah Luar Bidang Kuasa,Lain-Lain (Mal),1
2020-09-01,Pulau Pinang,Pulau Pinang,Syariah,Syariah Luar Bidang Kuasa,Permohonan Sijil Faraid/Akuan Pusaka,2
2020-09-01,Sabah,Sabah,Jenayah,Jenayah Luar Bidang Kuasa,Akta Dadah Berbahaya 1952,2
2020-09-01,Sabah,Sabah,Jenayah,Jenayah Luar Bidang Kuasa,Akta Imigresen 1959/63,1
2020-09-01,Sabah,Sabah,Jenayah,Jenayah Luar Bidang Kuasa,Akta Kesalahan Keselamatan (Langkah-Langkah Khas) 2012,1
2020-09-01,Sabah,Sabah,Jenayah,Jenayah Luar Bidang Kuasa,Kanun Keseksaan 1997,4
2020-09-01,Sabah,Sabah,Jenayah,Jenayah Luar Bidang Kuasa,Lain-Lain (Jenayah),1
2020-09-01,Sabah,Sabah,Sivil,Keluarga Sivil,Cerai,52
2020-09-01,Sabah,Sabah,Sivil,Sivil Luar Bidang Kuasa,Akta Kebankrapan 1967,2
2020-09-01,Sabah,Sabah,Sivil,Sivil Luar Bidang Kuasa,Akta Kontrak 1950,6
2020-09-01,Sabah,Sabah,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),7
2020-09-01,Sabah,Sabah,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Buruh,1
2020-09-01,Sabah,Sabah,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tanah,2
2020-09-01,Sabah,Sabah,Sivil,Sivil Pelbagai,Akta Sewa Beli,1
2020-09-01,Sabah,Sabah,Sivil,Sivil Pelbagai,Kemalangan,1
2020-09-01,Sabah,Sabah,Sivil,Sivil Pelbagai,Pemberi Pinjaman Wang,1
2020-09-01,Sabah,Sabah,Sivil,Sivil Pelbagai,Pengangkatan,1
2020-09-01,Sabah,Sabah,Sivil,Sivil Pelbagai,Surat Tadbir Pusaka/Probet,10
2020-09-01,Sabah,Sabah,Syariah,Keluarga Syariah,Permohonan Cerai S47,1
2020-09-01,Sabah,Sabah,Syariah,Keluarga Syariah,Rayuan Syariah Keluarga/Mal,1
2020-09-01,Sabah,Sabah,Syariah,Keluarga Syariah,Tuntutan Fasakh,10
2020-09-01,Sabah,Sabah,Syariah,Keluarga Syariah,Tuntutan Hadhanah,1
2020-09-01,Sabah,Sabah,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,1
2020-09-01,Sabah,Sabah,Syariah,Keluarga Syariah,Tuntutan Muta'ah,1
2020-09-01,Sabah,Sabah,Syariah,Keluarga Syariah,Tuntutan Nafkah Anak,2
2020-09-01,Sabah,Sabah,Syariah,Keluarga Syariah,Tuntutan Nafkah Eddah,1
2020-09-01,Sabah,Sabah,Syariah,Keluarga Syariah,Tuntutan Pengesahan Cerai Taklik,1
2020-09-01,Sabah,Sabah,Syariah,Keluarga Syariah,Tuntutan Pengesahan Lafaz Cerai,3
2020-09-01,Sabah,Sabah,Syariah,Syariah Luar Bidang Kuasa,Permohonan Pengesahan/Perintah Nikah,1
2020-09-01,Sabah,Sabah,Syariah,Syariah Luar Bidang Kuasa,Permohonan Sijil Faraid/Akuan Pusaka,1
2020-09-01,Sabah,Sabah,Syariah,Syariah Luar Bidang Kuasa,Tuntutan Sabitan Nusyuz,1
2020-09-01,Sarawak,Miri,Sivil,Keluarga Sivil,Cerai,37
2020-09-01,Sarawak,Miri,Sivil,Keluarga Sivil,Nafkah,1
2020-09-01,Sarawak,Miri,Sivil,Sivil Pelbagai,Anggapan Kematian,1
2020-09-01,Sarawak,Miri,Syariah,Keluarga Syariah,Tuntutan Fasakh,10
2020-09-01,Sarawak,Miri,Syariah,Keluarga Syariah,Tuntutan Hadhanah,1
2020-09-01,Sarawak,Miri,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,1
2020-09-01,Sarawak,Miri,Syariah,Keluarga Syariah,Tuntutan Muta'ah,1
2020-09-01,Sarawak,Miri,Syariah,Keluarga Syariah,Tuntutan Nafkah Eddah,1
2020-09-01,Sarawak,Miri,Syariah,Syariah Luar Bidang Kuasa,Permohonan Pengesahan/Perintah Nikah,1
2020-09-01,Sarawak,Sarawak,Jenayah,Jenayah Bidang Kuasa,Mitigasi Pengakuan Salah,1
2020-09-01,Sarawak,Sarawak,Jenayah,Jenayah Luar Bidang Kuasa,Lain-Lain (Jenayah),9
2020-09-01,Sarawak,Sarawak,Sivil,Keluarga Sivil,Cerai,89
2020-09-01,Sarawak,Sarawak,Sivil,Keluarga Sivil,Kuatkuasa Perintah Nafkah,2
2020-09-01,Sarawak,Sarawak,Sivil,Sivil Luar Bidang Kuasa,Akta Kebankrapan 1967,1
2020-09-01,Sarawak,Sarawak,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),17
