date,state,branch,category,subcategory,case_type,cases
2019-01-01,Johor,Johor,Jenayah,Jenayah Bidang Kuasa,Jenayah Kanak-Kanak,1
2019-01-01,Johor,Johor,Jenayah,Jenayah Bidang Kuasa,Mitigasi Pengakuan Salah,2
2019-01-01,Johor,Johor,Jenayah,Jenayah Luar Bidang Kuasa,Kanun Keseksaan 1997,11
2019-01-01,Johor,Johor,Sivil,Keluarga Sivil,Cerai,97
2019-01-01,Johor,Johor,Sivil,Keluarga Sivil,Jagaan,1
2019-01-01,Johor,Johor,Sivil,Keluarga Sivil,Perubahan Perintah - Jagaan,2
2019-01-01,Johor,Johor,Sivil,Sivil Luar Bidang Kuasa,Akta Kebankrapan 1967,3
2019-01-01,Johor,Johor,Sivil,Sivil Luar Bidang Kuasa,Akta Kontrak 1950,4
2019-01-01,Johor,Johor,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),12
2019-01-01,Johor,Johor,Sivil,Sivil Luar Bidang Kuasa,Pampasan Pekerja,1
2019-01-01,Johor,Johor,Sivil,Sivil Luar Bidang Kuasa,Perbankan dan Pemindahhakan,1
2019-01-01,Johor,Johor,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Buruh,5
2019-01-01,Johor,Johor,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tanah,8
2019-01-01,Johor,Johor,Sivil,Sivil Pelbagai,Akta Sewa Beli,3
2019-01-01,Johor,Johor,Sivil,Sivil Pelbagai,Harta Pusaka Kecil,11
2019-01-01,Johor,Johor,Sivil,Sivil Pelbagai,Kemalangan,5
2019-01-01,Johor,Johor,Sivil,Sivil Pelbagai,Pemberi Pinjaman Wang,2
2019-01-01,Johor,Johor,Sivil,Sivil Pelbagai,Pengangkatan,6
2019-01-01,Johor,Johor,Sivil,Sivil Pelbagai,Sewaan,2
2019-01-01,Johor,Johor,Sivil,Sivil Pelbagai,Surat Mentadbir Harta Pusaka,2
2019-01-01,Johor,Johor,Sivil,Sivil Pelbagai,Tuntutan Pengguna,3
2019-01-01,Johor,Johor,Syariah,Keluarga Syariah,Nafkah,27
2019-01-01,Johor,Johor,Syariah,Keluarga Syariah,Penguatkuasaan Jagaan/Hak Lawatan,2
2019-01-01,Johor,Johor,Syariah,Keluarga Syariah,Penguatkuasaan Perintah Muta'ah,2
2019-01-01,Johor,Johor,Syariah,Keluarga Syariah,Permohonan Pengesahan Hibah,1
2019-01-01,Johor,Johor,Syariah,Keluarga Syariah,Permohonan Penguatkuasaan Perintah Nafkah,5
2019-01-01,Johor,Johor,Syariah,Keluarga Syariah,Tuntutan Hadhanah,42
2019-01-01,Johor,Johor,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,4
2019-01-01,Johor,Johor,Syariah,Keluarga Syariah,Tuntutan Muta'ah,1
2019-01-01,Johor,Johor,Syariah,Keluarga Syariah,Tuntutan Perceraian,93
2019-01-01,Johor,Johor,Syariah,Keluarga Syariah,Wasiat,1
2019-01-01,Johor,Muar,Sivil,Keluarga Sivil,Aset Perkahwinan,2
2019-01-01,Johor,Muar,Sivil,Keluarga Sivil,Cerai,30
2019-01-01,Johor,Muar,Sivil,Sivil Luar Bidang Kuasa,Akta Kebankrapan 1967,1
2019-01-01,Johor,Muar,Sivil,Sivil Luar Bidang Kuasa,Akta Kontrak 1950,2
2019-01-01,Johor,Muar,Sivil,Sivil Pelbagai,Kemalangan,2
2019-01-01,Johor,Muar,Syariah,Keluarga Syariah,Nafkah,1
2019-01-01,Johor,Muar,Syariah,Keluarga Syariah,Penguatkuasaan Harta Sepencarian,1
2019-01-01,Johor,Muar,Syariah,Keluarga Syariah,Permohonan Pengesahan Hibah,2
2019-01-01,Johor,Muar,Syariah,Keluarga Syariah,Permohonan Penguatkuasaan Perintah Nafkah,3
2019-01-01,Johor,Muar,Syariah,Keluarga Syariah,Tuntutan Hadhanah,20
2019-01-01,Johor,Muar,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,5
2019-01-01,Johor,Muar,Syariah,Keluarga Syariah,Tuntutan Mengubah Perintah Hak Jagaan Anak/Hak Lawatan,1
2019-01-01,Johor,Muar,Syariah,Keluarga Syariah,Tuntutan Mengubah Perintah Nafkah Anak/Isteri/Lain-Lain,3
2019-01-01,Johor,Muar,Syariah,Keluarga Syariah,Tuntutan Perceraian,25
2019-01-01,Johor,Muar,Syariah,Keluarga Syariah,Wasiat,1
2019-01-01,Kedah,Kedah,Sivil,Keluarga Sivil,Cerai,20
2019-01-01,Kedah,Kedah,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tanah,1
2019-01-01,Kedah,Kedah,Sivil,Sivil Pelbagai,Anggapan Kematian,3
2019-01-01,Kedah,Kedah,Sivil,Sivil Pelbagai,Harta Pusaka Kecil,2
2019-01-01,Kedah,Kedah,Sivil,Sivil Pelbagai,Tuntutan Pengguna,3
2019-01-01,Kedah,Kedah,Syariah,Keluarga Syariah,Nafkah,15
2019-01-01,Kedah,Kedah,Syariah,Keluarga Syariah,Permohonan Pengesahan Hibah,1
2019-01-01,Kedah,Kedah,Syariah,Keluarga Syariah,Tuntutan Hadhanah,17
2019-01-01,Kedah,Kedah,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,9
2019-01-01,Kedah,Kedah,Syariah,Keluarga Syariah,Tuntutan Mengubah Perintah Hak Jagaan Anak/Hak Lawatan,2
2019-01-01,Kedah,Kedah,Syariah,Keluarga Syariah,Tuntutan Mengubah Perintah Nafkah Anak/Isteri/Lain-Lain,3
2019-01-01,Kedah,Kedah,Syariah,Keluarga Syariah,Tuntutan Muta'ah,5
2019-01-01,Kedah,Kedah,Syariah,Keluarga Syariah,Tuntutan Perceraian,82
2019-01-01,Kedah,Langkawi,Jenayah,Jenayah Luar Bidang Kuasa,Akta Dadah Berbahaya 1952,3
2019-01-01,Kedah,Langkawi,Sivil,Sivil Luar Bidang Kuasa,Akta Kontrak 1950,1
2019-01-01,Kedah,Langkawi,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tanah,4
2019-01-01,Kedah,Langkawi,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tort,1
2019-01-01,Kedah,Langkawi,Sivil,Sivil Pelbagai,Harta Pusaka Kecil,1
2019-01-01,Kedah,Langkawi,Syariah,Keluarga Syariah,Nafkah,1
2019-01-01,Kedah,Langkawi,Syariah,Keluarga Syariah,Tuntutan Hadhanah,1
2019-01-01,Kedah,Langkawi,Syariah,Keluarga Syariah,Tuntutan Perceraian,17
2019-01-01,Kedah,Langkawi,Syariah,Syariah Luar Bidang Kuasa,Permohonan Sijil Faraid/Akuan Pusaka,1
2019-01-01,Kedah,Langkawi,Syariah,Syariah Luar Bidang Kuasa,Permohonan/Tuntutan Kebenaran Poligami,1
2019-01-01,Kelantan,Gua Musang,Jenayah,Jenayah Bidang Kuasa,Mitigasi Pengakuan Salah,1
2019-01-01,Kelantan,Gua Musang,Jenayah,Jenayah Luar Bidang Kuasa,Kanun Keseksaan 1997,2
2019-01-01,Kelantan,Gua Musang,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),1
2019-01-01,Kelantan,Gua Musang,Syariah,Keluarga Syariah,Nafkah,3
2019-01-01,Kelantan,Gua Musang,Syariah,Keluarga Syariah,Tuntutan Hadhanah,2
2019-01-01,Kelantan,Gua Musang,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,2
2019-01-01,Kelantan,Gua Musang,Syariah,Keluarga Syariah,Tuntutan Perceraian,5
2019-01-01,Kelantan,Kelantan,Jenayah,Jenayah Bidang Kuasa,Mitigasi Pengakuan Salah,7
2019-01-01,Kelantan,Kelantan,Jenayah,Jenayah Luar Bidang Kuasa,Akta Dadah Berbahaya 1952,8
2019-01-01,Kelantan,Kelantan,Jenayah,Jenayah Luar Bidang Kuasa,Kanun Keseksaan 1997,4
2019-01-01,Kelantan,Kelantan,Sivil,Keluarga Sivil,Cerai,3
2019-01-01,Kelantan,Kelantan,Sivil,Sivil Luar Bidang Kuasa,Akta Kebankrapan 1967,2
2019-01-01,Kelantan,Kelantan,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tanah,3
2019-01-01,Kelantan,Kelantan,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tort,1
2019-01-01,Kelantan,Kelantan,Sivil,Sivil Pelbagai,Akta Sewa Beli,1
2019-01-01,Kelantan,Kelantan,Sivil,Sivil Pelbagai,Anggapan Kematian,1
2019-01-01,Kelantan,Kelantan,Sivil,Sivil Pelbagai,Harta Pusaka Kecil,3
2019-01-01,Kelantan,Kelantan,Sivil,Sivil Pelbagai,Kemalangan,6
2019-01-01,Kelantan,Kelantan,Sivil,Sivil Pelbagai,Tuntutan Pengguna,1
2019-01-01,Kelantan,Kelantan,Syariah,Keluarga Syariah,Nafkah,22
2019-01-01,Kelantan,Kelantan,Syariah,Keluarga Syariah,Permohonan Pengesahan Hibah,1
2019-01-01,Kelantan,Kelantan,Syariah,Keluarga Syariah,Tuntutan Hadhanah,17
2019-01-01,Kelantan,Kelantan,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,15
2019-01-01,Kelantan,Kelantan,Syariah,Keluarga Syariah,Tuntutan Mengubah Perintah Nafkah Anak/Isteri/Lain-Lain,4
2019-01-01,Kelantan,Kelantan,Syariah,Keluarga Syariah,Tuntutan Muta'ah,4
2019-01-01,Kelantan,Kelantan,Syariah,Keluarga Syariah,Tuntutan Perceraian,106
2019-01-01,Kelantan,Kelantan,Syariah,Syariah Luar Bidang Kuasa,Lain-Lain (Mal),2
2019-01-01,Kelantan,Kelantan,Syariah,Syariah Luar Bidang Kuasa,Permohonan Pengesahan/Perintah Nikah,1
2019-01-01,Kelantan,Kelantan,Syariah,Syariah Luar Bidang Kuasa,Permohonan Sijil Faraid/Akuan Pusaka,1
2019-01-01,Melaka,Melaka,Jenayah,Jenayah Luar Bidang Kuasa,Akta Dadah Berbahaya 1952,2
2019-01-01,Melaka,Melaka,Jenayah,Jenayah Luar Bidang Kuasa,Kanun Keseksaan 1997,3
2019-01-01,Melaka,Melaka,Sivil,Keluarga Sivil,Cerai,27
2019-01-01,Melaka,Melaka,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),8
2019-01-01,Melaka,Melaka,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Buruh,1
2019-01-01,Melaka,Melaka,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tanah,4
2019-01-01,Melaka,Melaka,Sivil,Sivil Pelbagai,Anggapan Kematian,1
2019-01-01,Melaka,Melaka,Sivil,Sivil Pelbagai,Kemalangan,3
2019-01-01,Melaka,Melaka,Sivil,Sivil Pelbagai,Pengangkatan,2
2019-01-01,Melaka,Melaka,Sivil,Sivil Pelbagai,Surat Mentadbir Harta Pusaka,3
2019-01-01,Melaka,Melaka,Syariah,Keluarga Syariah,Nafkah,17
2019-01-01,Melaka,Melaka,Syariah,Keluarga Syariah,Permohonan Pengesahan Hibah,2
2019-01-01,Melaka,Melaka,Syariah,Keluarga Syariah,Permohonan Penguatkuasaan Perintah Nafkah,2
2019-01-01,Melaka,Melaka,Syariah,Keluarga Syariah,Tuntutan Hadhanah,18
2019-01-01,Melaka,Melaka,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,8
2019-01-01,Melaka,Melaka,Syariah,Keluarga Syariah,Tuntutan Mengubah Perintah Hak Jagaan Anak/Hak Lawatan,1
2019-01-01,Melaka,Melaka,Syariah,Keluarga Syariah,Tuntutan Muta'ah,3
2019-01-01,Melaka,Melaka,Syariah,Keluarga Syariah,Tuntutan Perceraian,43
2019-01-01,Negeri Sembilan,Negeri Sembilan,Jenayah,Jenayah Bidang Kuasa,Mitigasi Pengakuan Salah,2
2019-01-01,Negeri Sembilan,Negeri Sembilan,Sivil,Keluarga Sivil,Cerai,22
2019-01-01,Negeri Sembilan,Negeri Sembilan,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),1
2019-01-01,Negeri Sembilan,Negeri Sembilan,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tort,1
2019-01-01,Negeri Sembilan,Negeri Sembilan,Sivil,Sivil Pelbagai,Kemalangan,1
2019-01-01,Negeri Sembilan,Negeri Sembilan,Sivil,Sivil Pelbagai,Pengangkatan,1
2019-01-01,Negeri Sembilan,Negeri Sembilan,Sivil,Sivil Pelbagai,Surat Mentadbir Harta Pusaka,4
2019-01-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,Nafkah,6
2019-01-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,Tuntutan Hadhanah,6
2019-01-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,7
2019-01-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,Tuntutan Mengubah Perintah Hak Jagaan Anak/Hak Lawatan,1
2019-01-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,Tuntutan Muta'ah,5
2019-01-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,Tuntutan Perceraian,6
2019-01-01,Negeri Sembilan,Negeri Sembilan,Syariah,Syariah Luar Bidang Kuasa,Lain-Lain (Mal),3
2019-01-01,Pahang,Pahang,Jenayah,Jenayah Bidang Kuasa,Mitigasi Pengakuan Salah,3
2019-01-01,Pahang,Pahang,Sivil,Keluarga Sivil,Cerai,12
2019-01-01,Pahang,Pahang,Sivil,Keluarga Sivil,Jagaan,1
2019-01-01,Pahang,Pahang,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),7
2019-01-01,Pahang,Pahang,Sivil,Sivil Pelbagai,Kemalangan,3
2019-01-01,Pahang,Pahang,Sivil,Sivil Pelbagai,Tuntutan Pengguna,1
2019-01-01,Pahang,Pahang,Syariah,Keluarga Syariah,Nafkah,11
2019-01-01,Pahang,Pahang,Syariah,Keluarga Syariah,Permohonan Pengesahan Hibah,1
2019-01-01,Pahang,Pahang,Syariah,Keluarga Syariah,Tuntutan Hadhanah,10
2019-01-01,Pahang,Pahang,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,3
2019-01-01,Pahang,Pahang,Syariah,Keluarga Syariah,Tuntutan Mengubah Perintah Nafkah Anak/Isteri/Lain-Lain,1
2019-01-01,Pahang,Pahang,Syariah,Keluarga Syariah,Tuntutan Muta'ah,1
2019-01-01,Pahang,Pahang,Syariah,Keluarga Syariah,Tuntutan Perceraian,39
2019-01-01,Pahang,Pahang,Syariah,Syariah Luar Bidang Kuasa,Lain-Lain (Mal),2
2019-01-01,Pahang,Pahang,Syariah,Syariah Luar Bidang Kuasa,Permohonan Sijil Faraid/Akuan Pusaka,1
2019-01-01,Pahang,Raub,Sivil,Keluarga Sivil,Cerai,7
2019-01-01,Pahang,Raub,Sivil,Sivil Luar Bidang Kuasa,Akta Kontrak 1950,1
2019-01-01,Pahang,Raub,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),1
2019-01-01,Pahang,Raub,Sivil,Sivil Pelbagai,Anggapan Kematian,1
2019-01-01,Pahang,Raub,Sivil,Sivil Pelbagai,Harta Pusaka Kecil,1
2019-01-01,Pahang,Raub,Sivil,Sivil Pelbagai,Pemberi Pinjaman Wang,1
2019-01-01,Pahang,Raub,Sivil,Sivil Pelbagai,Surat Mentadbir Harta Pusaka,1
2019-01-01,Pahang,Raub,Syariah,Keluarga Syariah,Nafkah,3
2019-01-01,Pahang,Raub,Syariah,Keluarga Syariah,Permohonan Penguatkuasaan Perintah Nafkah,2
2019-01-01,Pahang,Raub,Syariah,Keluarga Syariah,Tuntutan Hadhanah,3
2019-01-01,Pahang,Raub,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,2
2019-01-01,Pahang,Raub,Syariah,Keluarga Syariah,Tuntutan Perceraian,8
2019-01-01,Perak,Perak,Jenayah,Jenayah Bidang Kuasa,Jenayah Kanak-Kanak,1
2019-01-01,Perak,Perak,Jenayah,Jenayah Bidang Kuasa,Mitigasi Pengakuan Salah,5
2019-01-01,Perak,Perak,Jenayah,Jenayah Luar Bidang Kuasa,Kanun Keseksaan 1997,2
2019-01-01,Perak,Perak,Sivil,Keluarga Sivil,Cerai,79
2019-01-01,Perak,Perak,Sivil,Keluarga Sivil,Jagaan,1
2019-01-01,Perak,Perak,Sivil,Keluarga Sivil,Kuatkuasa Perintah Nafkah,1
2019-01-01,Perak,Perak,Sivil,Sivil Luar Bidang Kuasa,Akta Fitnah 1957,1
2019-01-01,Perak,Perak,Sivil,Sivil Luar Bidang Kuasa,Akta Kontrak 1950,1
2019-01-01,Perak,Perak,Sivil,Sivil Pelbagai,Akta Sewa Beli,1
2019-01-01,Perak,Perak,Sivil,Sivil Pelbagai,Anggapan Kematian,1
2019-01-01,Perak,Perak,Sivil,Sivil Pelbagai,Harta Pusaka Kecil,8
2019-01-01,Perak,Perak,Sivil,Sivil Pelbagai,Kemalangan,1
2019-01-01,Perak,Perak,Sivil,Sivil Pelbagai,Pengangkatan,4
2019-01-01,Perak,Perak,Sivil,Sivil Pelbagai,Surat Mentadbir Harta Pusaka,2
2019-01-01,Perak,Perak,Sivil,Sivil Pelbagai,Tuntutan Pengguna,2
2019-01-01,Perak,Perak,Syariah,Keluarga Syariah,Nafkah,5
2019-01-01,Perak,Perak,Syariah,Keluarga Syariah,Permohonan Pengesahan Hibah,1
2019-01-01,Perak,Perak,Syariah,Keluarga Syariah,Tuntutan Hadhanah,8
2019-01-01,Perak,Perak,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,5
2019-01-01,Perak,Perak,Syariah,Keluarga Syariah,Tuntutan Muta'ah,4
2019-01-01,Perak,Perak,Syariah,Keluarga Syariah,Tuntutan Perceraian,28
2019-01-01,Perak,Taiping,Jenayah,Jenayah Bidang Kuasa,Jenayah Kanak-Kanak,1
2019-01-01,Perak,Taiping,Jenayah,Jenayah Luar Bidang Kuasa,Kanun Keseksaan 1997,1
2019-01-01,Perak,Taiping,Sivil,Keluarga Sivil,Cerai,5
2019-01-01,Perak,Taiping,Sivil,Keluarga Sivil,Jagaan,1
2019-01-01,Perak,Taiping,Sivil,Keluarga Sivil,Kuatkuasa Perintah - Jagaan,1
2019-01-01,Perak,Taiping,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tanah,1
2019-01-01,Perak,Taiping,Sivil,Sivil Pelbagai,Anggapan Kematian,1
2019-01-01,Perak,Taiping,Sivil,Sivil Pelbagai,Surat Mentadbir Harta Pusaka,4
2019-01-01,Perak,Taiping,Syariah,Keluarga Syariah,Nafkah,3
2019-01-01,Perak,Taiping,Syariah,Keluarga Syariah,Tuntutan Hadhanah,5
2019-01-01,Perak,Taiping,Syariah,Keluarga Syariah,Tuntutan Perceraian,8
2019-01-01,Perlis,Perlis,Jenayah,Jenayah Luar Bidang Kuasa,Akta Antipemerdagangan Orang 2007,1
2019-01-01,Perlis,Perlis,Sivil,Keluarga Sivil,Cerai,3
2019-01-01,Perlis,Perlis,Sivil,Sivil Luar Bidang Kuasa,Akta Kebankrapan 1967,2
2019-01-01,Perlis,Perlis,Sivil,Sivil Luar Bidang Kuasa,Akta Kontrak 1950,2
2019-01-01,Perlis,Perlis,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),10
2019-01-01,Perlis,Perlis,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Buruh,3
2019-01-01,Perlis,Perlis,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tanah,3
2019-01-01,Perlis,Perlis,Sivil,Sivil Pelbagai,Akta Sewa Beli,1
2019-01-01,Perlis,Perlis,Sivil,Sivil Pelbagai,Kemalangan,2
2019-01-01,Perlis,Perlis,Sivil,Sivil Pelbagai,Pengangkatan,3
2019-01-01,Perlis,Perlis,Sivil,Sivil Pelbagai,Sewaan,2
2019-01-01,Perlis,Perlis,Sivil,Sivil Pelbagai,Surat Mentadbir Harta Pusaka,2
2019-01-01,Perlis,Perlis,Syariah,Keluarga Syariah,Nafkah,7
2019-01-01,Perlis,Perlis,Syariah,Keluarga Syariah,Permohonan Pengesahan Hibah,1
2019-01-01,Perlis,Perlis,Syariah,Keluarga Syariah,Tuntutan Hadhanah,3
2019-01-01,Perlis,Perlis,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,3
2019-01-01,Perlis,Perlis,Syariah,Keluarga Syariah,Tuntutan Muta'ah,2
2019-01-01,Perlis,Perlis,Syariah,Keluarga Syariah,Tuntutan Perceraian,17
2019-01-01,Pulau Pinang,Pulau Pinang,Jenayah,Jenayah Luar Bidang Kuasa,Akta Dadah Berbahaya 1952,1
2019-01-01,Pulau Pinang,Pulau Pinang,Jenayah,Jenayah Luar Bidang Kuasa,Lain-Lain (Jenayah),1
2019-01-01,Pulau Pinang,Pulau Pinang,Sivil,Keluarga Sivil,Cerai,32
2019-01-01,Pulau Pinang,Pulau Pinang,Sivil,Keluarga Sivil,Kuatkuasa Perintah Nafkah,1
2019-01-01,Pulau Pinang,Pulau Pinang,Sivil,Keluarga Sivil,Mengubah Perintah Nafkah,1
2019-01-01,Pulau Pinang,Pulau Pinang,Sivil,Sivil Luar Bidang Kuasa,Akta Kebankrapan 1967,1
2019-01-01,Pulau Pinang,Pulau Pinang,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),4
2019-01-01,Pulau Pinang,Pulau Pinang,Sivil,Sivil Luar Bidang Kuasa,Pampasan Pekerja,1
2019-01-01,Pulau Pinang,Pulau Pinang,Sivil,Sivil Pelbagai,Kemalangan,1
2019-01-01,Pulau Pinang,Pulau Pinang,Sivil,Sivil Pelbagai,Surat Mentadbir Harta Pusaka,2
2019-01-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Nafkah,1
2019-01-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Permohonan Pengesahan Hibah,2
2019-01-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Tuntutan Hadhanah,6
2019-01-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,2
2019-01-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Tuntutan Mengubah Perintah Nafkah Anak/Isteri/Lain-Lain,3
2019-01-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Tuntutan Muta'ah,2
2019-01-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,Tuntutan Perceraian,30
2019-01-01,Pulau Pinang,Pulau Pinang,Syariah,Syariah Luar Bidang Kuasa,Lain-Lain (Mal),3
2019-01-01,Pulau Pinang,Pulau Pinang,Syariah,Syariah Luar Bidang Kuasa,Permohonan Sijil Faraid/Akuan Pusaka,1
2019-01-01,Sabah,Sabah,Jenayah,Jenayah Luar Bidang Kuasa,Kanun Keseksaan 1997,7
2019-01-01,Sabah,Sabah,Sivil,Keluarga Sivil,Cerai,65
2019-01-01,Sabah,Sabah,Sivil,Keluarga Sivil,Jagaan,1
2019-01-01,Sabah,Sabah,Sivil,Sivil Pelbagai,Akta Sewa Beli,2
2019-01-01,Sabah,Sabah,Sivil,Sivil Pelbagai,Pengangkatan,2
2019-01-01,Sabah,Sabah,Sivil,Sivil Pelbagai,Surat Mentadbir Harta Pusaka,17
2019-01-01,Sabah,Sabah,Sivil,Sivil Pelbagai,Tuntutan Pengguna,2
2019-01-01,Sabah,Sabah,Syariah,Keluarga Syariah,Nafkah,2
2019-01-01,Sabah,Sabah,Syariah,Keluarga Syariah,Tuntutan Hadhanah,6
2019-01-01,Sabah,Sabah,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,3
2019-01-01,Sabah,Sabah,Syariah,Keluarga Syariah,Tuntutan Perceraian,24
2019-01-01,Sabah,Sabah,Syariah,Syariah Luar Bidang Kuasa,Lain-Lain (Mal),1
2019-01-01,Sabah,Sabah,Syariah,Syariah Luar Bidang Kuasa,Permohonan Sijil Faraid/Akuan Pusaka,4
2019-01-01,Sabah,Sabah,Syariah,Syariah Luar Bidang Kuasa,Permohonan/Tuntutan Kebenaran Poligami,1
2019-01-01,Sarawak,Miri,Jenayah,Jenayah Luar Bidang Kuasa,Kanun Keseksaan 1997,2
2019-01-01,Sarawak,Miri,Sivil,Keluarga Sivil,Cerai,28
2019-01-01,Sarawak,Miri,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),1
2019-01-01,Sarawak,Miri,Sivil,Sivil Pelbagai,Anggapan Kematian,1
2019-01-01,Sarawak,Miri,Sivil,Sivil Pelbagai,Kemalangan,1
2019-01-01,Sarawak,Miri,Sivil,Sivil Pelbagai,Pengangkatan,1
2019-01-01,Sarawak,Miri,Syariah,Keluarga Syariah,Nafkah,3
2019-01-01,Sarawak,Miri,Syariah,Keluarga Syariah,Tuntutan Hadhanah,3
2019-01-01,Sarawak,Miri,Syariah,Keluarga Syariah,Tuntutan Perceraian,5
2019-01-01,Sarawak,Sarawak,Jenayah,Jenayah Luar Bidang Kuasa,Lain-Lain (Jenayah),10
2019-01-01,Sarawak,Sarawak,Sivil,Keluarga Sivil,Cerai,84
2019-01-01,Sarawak,Sarawak,Sivil,Keluarga Sivil,Jagaan,1
2019-01-01,Sarawak,Sarawak,Sivil,Keluarga Sivil,Mengubah Perintah Nafkah,1
2019-01-01,Sarawak,Sarawak,Sivil,Keluarga Sivil,Nafkah,2
2019-01-01,Sarawak,Sarawak,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),15
2019-01-01,Sarawak,Sarawak,Syariah,Keluarga Syariah,Nafkah,7
2019-01-01,Sarawak,Sarawak,Syariah,Keluarga Syariah,Tuntutan Hadhanah,16
2019-01-01,Sarawak,Sarawak,Syariah,Keluarga Syariah,Tuntutan Harta Sepencarian,3
2019-01-01,Sarawak,Sarawak,Syariah,Keluarga Syariah,Tuntutan Mengubah Perintah Nafkah Anak/Isteri/Lain-Lain,1
2019-01-01,Sarawak,Sarawak,Syariah,Keluarga Syariah,Tuntutan Muta'ah,5
2019-01-01,Sarawak,Sarawak,Syariah,Keluarga Syariah,Tuntutan Perceraian,27
2019-01-01,Sarawak,Sarawak,Syariah,Syariah Luar Bidang Kuasa,Jenayah Syariah,1
2019-01-01,Sarawak,Sarawak,Syariah,Syariah Luar Bidang Kuasa,Lain-Lain (Mal),1
2019-01-01,Sarawak,Sarawak,Syariah,Syariah Luar Bidang Kuasa,Permohonan Sijil Faraid/Akuan Pusaka,1
2019-01-01,Sarawak,Sibu,Jenayah,Jenayah Luar Bidang Kuasa,Kanun Keseksaan 1997,2
2019-01-01,Sarawak,Sibu,Sivil,Keluarga Sivil,Cerai,24
2019-01-01,Sarawak,Sibu,Sivil,Keluarga Sivil,Jagaan,6
2019-01-01,Sarawak,Sibu,Sivil,Keluarga Sivil,Kuatkuasa Perintah Nafkah,1
2019-01-01,Sarawak,Sibu,Sivil,Sivil Luar Bidang Kuasa,Lain-Lain (Sivil),1
2019-01-01,Sarawak,Sibu,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Buruh,1
2019-01-01,Sarawak,Sibu,Sivil,Sivil Luar Bidang Kuasa,Undang-Undang Tanah,1
2019-01-01,Sarawak,Sibu,Sivil,Sivil Pelbagai,Akta Sewa Beli,1
2019-01-01,Sarawak,Sibu,Sivil,Sivil Pelbagai,Surat Mentadbir Harta Pusaka,1
2019-01-01,Sarawak,Sibu,Syariah,Keluarga Syariah,Nafkah,2
2019-01-01,Sarawak,Sibu,Syariah,Keluarga Syariah,Tuntutan Hadhanah,4
2019-01-01,Sarawak,Sibu,Syariah,Keluarga Syariah,Tuntutan Perceraian,10
