series,date,group,sales,volume
abs,2018-01-01,451,6178.979,88.484
abs,2018-02-01,451,5622.871,85.907
abs,2018-03-01,451,6888.017,100.352
abs,2018-04-01,451,6812.464,90.96
abs,2018-05-01,451,6732.374,89.864
abs,2018-06-01,451,7346.928,107.381
abs,2018-07-01,451,8128.925,115.593
abs,2018-08-01,451,7733.918,107.074
abs,2018-09-01,451,5604.835,76.575
abs,2018-10-01,451,6548.46,90.134
abs,2018-11-01,451,6660.276,92.116
abs,2018-12-01,451,6199.289,86.304
abs,2019-01-01,451,6487.527,93.701
abs,2019-02-01,451,5600.38,86.609
abs,2019-03-01,451,6963.785,102.539
abs,2019-04-01,451,6875.295,92.812
abs,2019-05-01,451,7614.315,102.8
abs,2019-06-01,451,6716.026,99.344
abs,2019-07-01,451,7657.625,109.841
abs,2019-08-01,451,7665.1,105.961
abs,2019-09-01,451,5868.263,80.719
abs,2019-10-01,451,6801.695,93.478
abs,2019-11-01,451,6796.091,94.382
abs,2019-12-01,451,6490.656,90.568
abs,2020-01-01,451,6465.47,93.184
abs,2020-02-01,451,5782.392,89.837
abs,2020-03-01,451,5576.005,82.293
abs,2020-04-01,451,436.328,5.705
abs,2020-05-01,451,3150.437,38.817
abs,2020-06-01,451,6726.138,101.005
abs,2020-07-01,451,8098.389,118.194
abs,2020-08-01,451,7902.718,110.695
abs,2020-09-01,451,7910.621,113.789
abs,2020-10-01,451,7237.003,102.095
abs,2020-11-01,451,7278.613,104.709
abs,2020-12-01,451,8392.418,123.844
abs,2021-01-01,451,5327.547,81.742
abs,2021-02-01,451,6002.123,93.239
abs,2021-03-01,451,8943.912,132.959
abs,2021-04-01,451,8165.791,121.947
abs,2021-05-01,451,6295.825,83.451
abs,2021-06-01,451,349.759,4.649
abs,2021-07-01,451,1311.939,17.405
abs,2021-08-01,451,3089.963,44.297
abs,2021-09-01,451,6478.799,93.908
abs,2021-10-01,451,9082.439,132.765
abs,2021-11-01,451,7617.49,110.975
abs,2021-12-01,451,8014.615,119.336
abs,2022-01-01,451,6132.007,93.97
abs,2022-02-01,451,6202.937,95.257
abs,2022-03-01,451,9893.685,146.641
abs,2022-04-01,451,8261.227,123.382
abs,2022-05-01,451,6881.602,101.436
abs,2022-06-01,451,8849.74,126.826
abs,2022-07-01,451,6973.595,98.86
abs,2022-08-01,451,9351.591,130.896
abs,2022-09-01,451,9099.098,128.636
abs,2022-10-01,451,8234.684,117.34
abs,2022-11-01,451,8786.407,124.904
abs,2022-12-01,451,9998.932,142.335
abs,2023-01-01,451,7662.181,109.411
abs,2023-02-01,451,8829.898,125.738
abs,2023-03-01,451,10269.171,146.672
abs,2023-04-01,451,6828.999,97.258
abs,2023-05-01,451,8932.33,129.484
abs,2023-06-01,451,8512.389,125.297
abs,2023-07-01,451,8776.399,129.17
abs,2023-08-01,451,9934.883,142.43
abs,2023-09-01,451,9448.074,133.792
abs,2023-10-01,451,10260.608,145.546
abs,2023-11-01,451,9973.311,141.163
abs,2023-12-01,451,10442.057,148.14
abs,2024-01-01,451,9262.105,131.217
abs,2024-02-01,451,8845.31,125.418
abs,2024-03-01,451,9977.51,141.653
abs,2024-04-01,451,8640.523,122.23
abs,2024-05-01,451,9927.961,142.783
abs,2024-06-01,451,8220.352,119.987
abs,2024-07-01,451,10004.168,146.269
abs,2024-08-01,451,9890.121,142.24
abs,2024-09-01,451,8473.855,120.413
abs,2024-10-01,451,9864.415,139.873
abs,2024-11-01,451,9539.876,135.619
abs,2024-12-01,451,10820.127,153.713
abs,2025-01-01,451,7162.924,101.585
abs,2025-02-01,451,8863.832,124.943
abs,2025-03-01,451,10129.587,142.688
abs,2025-04-01,451,8723.601,123.35
abs,2025-05-01,451,9949.158,142.472
abs,2025-06-01,451,7989.973,116.34
abs,2025-07-01,451,9894.783,144.381
abs,2025-08-01,451,10302.646,148.648
abs,2025-09-01,451,8633.617,122.567
abs,2025-10-01,451,10802.079,153.335
abs,2025-11-01,451,10391.6,147.765
abs,2025-12-01,451,12517.433,177.875
abs,2026-01-01,451,9017.907,128.246
abs,2026-02-01,451,7346.912,104.596
abs,2026-03-01,451,8862.561,126.145
abs,2026-04-01,451,10303.367,146.2
abs,2026-05-01,451,8814.99,126.097
abs,2026-06-01,451,9768.379,141.205
growth_yoy,2019-01-01,451,4.994,5.895
growth_yoy,2019-02-01,451,-0.4,0.817
growth_yoy,2019-03-01,451,1.1,2.179
growth_yoy,2019-04-01,451,0.922,2.035
growth_yoy,2019-05-01,451,13.1,14.395
growth_yoy,2019-06-01,451,-8.587,-7.484
growth_yoy,2019-07-01,451,-5.798,-4.976
growth_yoy,2019-08-01,451,-0.89,-1.04
growth_yoy,2019-09-01,451,4.7,5.411
growth_yoy,2019-10-01,451,3.867,3.709
growth_yoy,2019-11-01,451,2.039,2.46
growth_yoy,2019-12-01,451,4.7,4.941
growth_yoy,2020-01-01,451,-0.34,-0.551
growth_yoy,2020-02-01,451,3.25,3.728
growth_yoy,2020-03-01,451,-19.929,-19.745
growth_yoy,2020-04-01,451,-93.654,-93.853
growth_yoy,2020-05-01,451,-58.625,-62.24
growth_yoy,2020-06-01,451,0.151,1.671
growth_yoy,2020-07-01,451,5.756,7.605
growth_yoy,2020-08-01,451,3.1,4.468
growth_yoy,2020-09-01,451,34.803,40.969
growth_yoy,2020-10-01,451,6.4,9.219
growth_yoy,2020-11-01,451,7.1,10.941
growth_yoy,2020-12-01,451,29.3,36.743
growth_yoy,2021-01-01,451,-17.6,-12.279
growth_yoy,2021-02-01,451,3.8,3.786
growth_yoy,2021-03-01,451,60.4,61.568
growth_yoy,2021-04-01,451,1771.48,2037.439
growth_yoy,2021-05-01,451,99.84,114.985
growth_yoy,2021-06-01,451,-94.8,-95.398
growth_yoy,2021-07-01,451,-83.8,-85.274
growth_yoy,2021-08-01,451,-60.9,-59.983
growth_yoy,2021-09-01,451,-18.1,-17.471
growth_yoy,2021-10-01,451,25.5,30.04
growth_yoy,2021-11-01,451,4.656,5.985
growth_yoy,2021-12-01,451,-4.502,-3.64
growth_yoy,2022-01-01,451,15.1,14.958
growth_yoy,2022-02-01,451,3.346,2.164
growth_yoy,2022-03-01,451,10.619,10.29
growth_yoy,2022-04-01,451,1.169,1.176
growth_yoy,2022-05-01,451,9.304,21.552
growth_yoy,2022-06-01,451,2430.238,2628.296
growth_yoy,2022-07-01,451,431.549,467.995
growth_yoy,2022-08-01,451,202.644,195.5
growth_yoy,2022-09-01,451,40.444,36.981
growth_yoy,2022-10-01,451,-9.334,-11.618
growth_yoy,2022-11-01,451,15.345,12.552
growth_yoy,2022-12-01,451,24.759,19.273
growth_yoy,2023-01-01,451,24.954,16.432
growth_yoy,2023-02-01,451,42.35,31.999
growth_yoy,2023-03-01,451,3.795,0.021
growth_yoy,2023-04-01,451,-17.337,-21.173
growth_yoy,2023-05-01,451,29.8,27.651
growth_yoy,2023-06-01,451,-3.812,-1.206
growth_yoy,2023-07-01,451,25.852,30.66
growth_yoy,2023-08-01,451,6.237,8.812
growth_yoy,2023-09-01,451,3.835,4.008
growth_yoy,2023-10-01,451,24.602,24.038
growth_yoy,2023-11-01,451,13.508,13.017
growth_yoy,2023-12-01,451,4.432,4.078
growth_yoy,2024-01-01,451,20.881,19.931
growth_yoy,2024-02-01,451,0.175,-0.254
growth_yoy,2024-03-01,451,-2.84,-3.422
growth_yoy,2024-04-01,451,26.527,25.676
growth_yoy,2024-05-01,451,11.146,10.27
growth_yoy,2024-06-01,451,-3.431,-4.238
growth_yoy,2024-07-01,451,13.989,13.238
growth_yoy,2024-08-01,451,-0.451,-0.134
growth_yoy,2024-09-01,451,-10.311,-10.0
growth_yoy,2024-10-01,451,-3.861,-3.898
growth_yoy,2024-11-01,451,-4.346,-3.928
growth_yoy,2024-12-01,451,3.621,3.762
growth_yoy,2025-01-01,451,-22.664,-22.582
growth_yoy,2025-02-01,451,0.209,-0.379
growth_yoy,2025-03-01,451,1.524,0.731
growth_yoy,2025-04-01,451,0.961,0.916
growth_yoy,2025-05-01,451,0.214,-0.218
growth_yoy,2025-06-01,451,-2.803,-3.039
growth_yoy,2025-07-01,451,-1.093,-1.291
growth_yoy,2025-08-01,451,4.171,4.505
growth_yoy,2025-09-01,451,1.885,1.789
growth_yoy,2025-10-01,451,9.506,9.624
growth_yoy,2025-11-01,451,8.928,8.957
growth_yoy,2025-12-01,451,15.687,15.719
growth_yoy,2026-01-01,451,25.897,26.245
growth_yoy,2026-02-01,451,-17.114,-16.285
growth_yoy,2026-03-01,451,-12.508,-11.594
growth_yoy,2026-04-01,451,18.109,18.524
growth_yoy,2026-05-01,451,-11.4,-11.493
growth_yoy,2026-06-01,451,22.258,21.372
growth_mom,2018-02-01,451,-9.0,-2.912
growth_mom,2018-03-01,451,22.5,16.815
growth_mom,2018-04-01,451,-1.097,-9.359
growth_mom,2018-05-01,451,-1.176,-1.206
growth_mom,2018-06-01,451,9.128,19.493
growth_mom,2018-07-01,451,10.644,7.648
growth_mom,2018-08-01,451,-4.859,-7.37
growth_mom,2018-09-01,451,-27.529,-28.484
growth_mom,2018-10-01,451,16.836,17.706
growth_mom,2018-11-01,451,1.708,2.199
growth_mom,2018-12-01,451,-6.921,-6.31
growth_mom,2019-01-01,451,4.65,8.571
growth_mom,2019-02-01,451,-13.675,-7.569
growth_mom,2019-03-01,451,24.345,18.394
growth_mom,2019-04-01,451,-1.271,-9.487
growth_mom,2019-05-01,451,10.749,10.762
growth_mom,2019-06-01,451,-11.797,-3.361
growth_mom,2019-07-01,451,14.02,10.566
growth_mom,2019-08-01,451,0.098,-3.533
growth_mom,2019-09-01,451,-23.442,-23.822
growth_mom,2019-10-01,451,15.906,15.806
growth_mom,2019-11-01,451,-0.082,0.968
growth_mom,2019-12-01,451,-4.494,-4.042
growth_mom,2020-01-01,451,-0.388,2.889
growth_mom,2020-02-01,451,-10.565,-3.592
growth_mom,2020-03-01,451,-3.569,-8.398
growth_mom,2020-04-01,451,-92.175,-93.067
growth_mom,2020-05-01,451,622.034,580.367
growth_mom,2020-06-01,451,113.499,160.207
growth_mom,2020-07-01,451,20.402,17.018
growth_mom,2020-08-01,451,-2.416,-6.345
growth_mom,2020-09-01,451,0.1,2.795
growth_mom,2020-10-01,451,-8.515,-10.277
growth_mom,2020-11-01,451,0.575,2.56
growth_mom,2020-12-01,451,15.302,18.275
growth_mom,2021-01-01,451,-36.52,-33.996
growth_mom,2021-02-01,451,12.662,14.064
growth_mom,2021-03-01,451,49.012,42.601
growth_mom,2021-04-01,451,-8.7,-8.282
growth_mom,2021-05-01,451,-22.9,-31.568
growth_mom,2021-06-01,451,-94.445,-94.43
growth_mom,2021-07-01,451,275.098,274.419
growth_mom,2021-08-01,451,135.526,154.504
growth_mom,2021-09-01,451,109.672,111.999
growth_mom,2021-10-01,451,40.187,41.377
growth_mom,2021-11-01,451,-16.129,-16.412
growth_mom,2021-12-01,451,5.213,7.534
growth_mom,2022-01-01,451,-23.49,-21.256
growth_mom,2022-02-01,451,1.157,1.369
growth_mom,2022-03-01,451,59.5,53.943
growth_mom,2022-04-01,451,-16.5,-15.861
growth_mom,2022-05-01,451,-16.7,-17.787
growth_mom,2022-06-01,451,28.6,25.03
growth_mom,2022-07-01,451,-21.2,-22.051
growth_mom,2022-08-01,451,34.1,32.406
growth_mom,2022-09-01,451,-2.7,-1.726
growth_mom,2022-10-01,451,-9.5,-8.782
growth_mom,2022-11-01,451,6.7,6.447
growth_mom,2022-12-01,451,13.8,13.955
growth_mom,2023-01-01,451,-23.37,-23.132
growth_mom,2023-02-01,451,15.24,14.923
growth_mom,2023-03-01,451,16.3,16.649
growth_mom,2023-04-01,451,-33.5,-33.69
growth_mom,2023-05-01,451,30.8,33.134
growth_mom,2023-06-01,451,-4.701,-3.234
growth_mom,2023-07-01,451,3.101,3.091
growth_mom,2023-08-01,451,13.2,10.266
growth_mom,2023-09-01,451,-4.9,-6.065
growth_mom,2023-10-01,451,8.6,8.785
growth_mom,2023-11-01,451,-2.8,-3.012
growth_mom,2023-12-01,451,4.7,4.943
growth_mom,2024-01-01,451,-11.3,-11.424
growth_mom,2024-02-01,451,-4.5,-4.419
growth_mom,2024-03-01,451,12.8,12.945
growth_mom,2024-04-01,451,-13.4,-13.712
growth_mom,2024-05-01,451,14.9,16.814
growth_mom,2024-06-01,451,-17.2,-15.965
growth_mom,2024-07-01,451,21.7,21.904
growth_mom,2024-08-01,451,-1.14,-2.755
growth_mom,2024-09-01,451,-14.32,-15.345
growth_mom,2024-10-01,451,16.41,16.161
growth_mom,2024-11-01,451,-3.29,-3.042
growth_mom,2024-12-01,451,13.42,13.342
growth_mom,2025-01-01,451,-33.8,-33.912
growth_mom,2025-02-01,451,23.746,22.994
growth_mom,2025-03-01,451,14.28,14.202
growth_mom,2025-04-01,451,-13.88,-13.553
growth_mom,2025-05-01,451,14.049,15.502
growth_mom,2025-06-01,451,-19.692,-18.342
growth_mom,2025-07-01,451,23.84,24.102
growth_mom,2025-08-01,451,4.122,2.955
growth_mom,2025-09-01,451,-16.2,-17.545
growth_mom,2025-10-01,451,25.116,25.102
growth_mom,2025-11-01,451,-3.8,-3.632
growth_mom,2025-12-01,451,20.457,20.377
growth_mom,2026-01-01,451,-27.957,-27.901
growth_mom,2026-02-01,451,-18.53,-18.441
growth_mom,2026-03-01,451,20.63,20.602
growth_mom,2026-04-01,451,16.257,15.898
growth_mom,2026-05-01,451,-14.446,-13.75
growth_mom,2026-06-01,451,10.816,11.981
abs,2018-01-01,452,1543.446,104.271
abs,2018-02-01,452,1431.144,95.159
abs,2018-03-01,452,1472.647,96.964
abs,2018-04-01,452,1426.673,94.705
abs,2018-05-01,452,1549.395,110.872
abs,2018-06-01,452,1642.436,117.937
abs,2018-07-01,452,1584.757,107.916
abs,2018-08-01,452,1640.426,114.06
abs,2018-09-01,452,1494.428,105.342
abs,2018-10-01,452,1468.822,101.306
abs,2018-11-01,452,1537.829,106.032
abs,2018-12-01,452,1612.464,107.446
abs,2019-01-01,452,1614.384,106.874
abs,2019-02-01,452,1500.877,97.619
abs,2019-03-01,452,1549.754,99.597
abs,2019-04-01,452,1484.486,95.62
abs,2019-05-01,452,1617.564,112.235
abs,2019-06-01,452,1751.179,124.366
abs,2019-07-01,452,1669.688,112.775
abs,2019-08-01,452,1732.29,119.25
abs,2019-09-01,452,1581.814,110.296
abs,2019-10-01,452,1529.962,104.39
abs,2019-11-01,452,1607.235,109.551
abs,2019-12-01,452,1681.8,110.291
abs,2020-01-01,452,1664.43,109.002
abs,2020-02-01,452,1559.683,100.515
abs,2020-03-01,452,1398.447,88.766
abs,2020-04-01,452,94.397,4.625
abs,2020-05-01,452,1026.144,67.608
abs,2020-06-01,452,1483.977,105.268
abs,2020-07-01,452,1566.865,105.447
abs,2020-08-01,452,1692.448,115.043
abs,2020-09-01,452,1535.942,105.81
abs,2020-10-01,452,1464.174,98.693
abs,2020-11-01,452,1454.548,98.238
abs,2020-12-01,452,1627.982,105.855
abs,2021-01-01,452,1506.309,98.048
abs,2021-02-01,452,1461.423,93.652
abs,2021-03-01,452,1499.42,96.208
abs,2021-04-01,452,1461.934,90.789
abs,2021-05-01,452,1435.62,88.706
abs,2021-06-01,452,154.334,10.008
abs,2021-07-01,452,177.056,11.388
abs,2021-08-01,452,869.918,56.633
abs,2021-09-01,452,1147.348,73.611
abs,2021-10-01,452,1289.937,84.373
abs,2021-11-01,452,1512.73,98.162
abs,2021-12-01,452,1697.985,105.884
abs,2022-01-01,452,1910.233,113.456
abs,2022-02-01,452,1860.567,110.096
abs,2022-03-01,452,1903.36,111.827
abs,2022-04-01,452,1956.654,113.193
abs,2022-05-01,452,1972.308,113.618
abs,2022-06-01,452,2023.588,116.93
abs,2022-07-01,452,2057.989,118.486
abs,2022-08-01,452,2037.409,116.59
abs,2022-09-01,452,2067.97,117.242
abs,2022-10-01,452,2094.853,118.039
abs,2022-11-01,452,2126.276,119.321
abs,2022-12-01,452,2221.959,124.984
abs,2023-01-01,452,2230.847,124.266
abs,2023-02-01,452,2255.386,125.264
abs,2023-03-01,452,2300.494,127.239
abs,2023-04-01,452,2358.006,128.921
abs,2023-05-01,452,2374.512,129.563
abs,2023-06-01,452,2428.745,132.828
abs,2023-07-01,452,2433.984,132.532
abs,2023-08-01,452,2477.796,134.217
abs,2023-09-01,452,2453.018,132.396
abs,2023-10-01,452,2465.283,132.655
abs,2023-11-01,452,2472.679,132.996
abs,2023-12-01,452,2494.933,133.978
abs,2024-01-01,452,2507.407,134.002
abs,2024-02-01,452,2572.6,136.39
abs,2024-03-01,452,2631.77,138.436
abs,2024-04-01,452,2665.983,138.977
abs,2024-05-01,452,2679.313,138.575
abs,2024-06-01,452,2671.275,138.087
abs,2024-07-01,452,2689.974,138.579
abs,2024-08-01,452,2700.734,139.014
abs,2024-09-01,452,2665.624,136.721
abs,2024-10-01,452,2694.946,138.289
abs,2024-11-01,452,2627.572,135.403
abs,2024-12-01,452,2690.634,137.029
abs,2025-01-01,452,2635.745,133.024
abs,2025-02-01,452,2588.302,129.563
abs,2025-03-01,452,2689.763,133.962
abs,2025-04-01,452,2685.191,133.291
abs,2025-05-01,452,2748.558,135.98
abs,2025-06-01,452,2799.21,138.161
abs,2025-07-01,452,2857.714,140.888
abs,2025-08-01,452,2842.062,139.896
abs,2025-09-01,452,2922.535,143.875
abs,2025-10-01,452,2940.703,144.814
abs,2025-11-01,452,2856.463,140.76
abs,2025-12-01,452,2952.966,144.885
abs,2026-01-01,452,2879.779,140.812
abs,2026-02-01,452,2833.654,138.08
abs,2026-03-01,452,2952.106,143.441
abs,2026-04-01,452,2950.445,142.702
abs,2026-05-01,452,2935.253,141.356
abs,2026-06-01,452,2994.813,143.847
growth_yoy,2019-01-01,452,4.596,2.496
growth_yoy,2019-02-01,452,4.873,2.586
growth_yoy,2019-03-01,452,5.236,2.715
growth_yoy,2019-04-01,452,4.052,0.966
growth_yoy,2019-05-01,452,4.4,1.229
growth_yoy,2019-06-01,452,6.621,5.451
growth_yoy,2019-07-01,452,5.359,4.503
growth_yoy,2019-08-01,452,5.6,4.551
growth_yoy,2019-09-01,452,5.847,4.703
growth_yoy,2019-10-01,452,4.163,3.045
growth_yoy,2019-11-01,452,4.513,3.319
growth_yoy,2019-12-01,452,4.3,2.648
growth_yoy,2020-01-01,452,3.1,1.991
growth_yoy,2020-02-01,452,3.918,2.967
growth_yoy,2020-03-01,452,-9.763,-10.874
growth_yoy,2020-04-01,452,-93.641,-95.163
growth_yoy,2020-05-01,452,-36.562,-39.762
growth_yoy,2020-06-01,452,-15.258,-15.356
growth_yoy,2020-07-01,452,-6.158,-6.498
growth_yoy,2020-08-01,452,-2.3,-3.528
growth_yoy,2020-09-01,452,-2.9,-4.067
growth_yoy,2020-10-01,452,-4.3,-5.458
growth_yoy,2020-11-01,452,-9.5,-10.327
growth_yoy,2020-12-01,452,-3.2,-4.022
growth_yoy,2021-01-01,452,-9.5,-10.049
growth_yoy,2021-02-01,452,-6.3,-6.829
growth_yoy,2021-03-01,452,7.22,8.384
growth_yoy,2021-04-01,452,1448.712,1862.883
growth_yoy,2021-05-01,452,39.904,31.207
growth_yoy,2021-06-01,452,-89.6,-90.493
growth_yoy,2021-07-01,452,-88.7,-89.2
growth_yoy,2021-08-01,452,-48.6,-50.772
growth_yoy,2021-09-01,452,-25.3,-30.431
growth_yoy,2021-10-01,452,-11.9,-14.509
growth_yoy,2021-11-01,452,4.0,-0.077
growth_yoy,2021-12-01,452,4.3,0.027
growth_yoy,2022-01-01,452,26.816,15.715
growth_yoy,2022-02-01,452,27.312,17.559
growth_yoy,2022-03-01,452,26.94,16.234
growth_yoy,2022-04-01,452,33.84,24.676
growth_yoy,2022-05-01,452,37.384,28.083
growth_yoy,2022-06-01,452,1211.177,1068.411
growth_yoy,2022-07-01,452,1062.339,940.422
growth_yoy,2022-08-01,452,134.207,105.869
growth_yoy,2022-09-01,452,80.239,59.272
growth_yoy,2022-10-01,452,62.4,39.901
growth_yoy,2022-11-01,452,40.559,21.555
growth_yoy,2022-12-01,452,30.859,18.039
growth_yoy,2023-01-01,452,16.784,9.528
growth_yoy,2023-02-01,452,21.22,13.776
growth_yoy,2023-03-01,452,20.865,13.782
growth_yoy,2023-04-01,452,20.512,13.895
growth_yoy,2023-05-01,452,20.393,14.034
growth_yoy,2023-06-01,452,20.022,13.597
growth_yoy,2023-07-01,452,18.27,11.855
growth_yoy,2023-08-01,452,21.615,15.119
growth_yoy,2023-09-01,452,18.62,12.926
growth_yoy,2023-10-01,452,17.683,12.382
growth_yoy,2023-11-01,452,16.292,11.46
growth_yoy,2023-12-01,452,12.285,7.196
growth_yoy,2024-01-01,452,12.397,7.835
growth_yoy,2024-02-01,452,14.065,8.883
growth_yoy,2024-03-01,452,14.4,8.8
growth_yoy,2024-04-01,452,13.061,7.8
growth_yoy,2024-05-01,452,12.836,6.955
growth_yoy,2024-06-01,452,9.986,3.959
growth_yoy,2024-07-01,452,10.517,4.563
growth_yoy,2024-08-01,452,8.997,3.574
growth_yoy,2024-09-01,452,8.667,3.266
growth_yoy,2024-10-01,452,9.316,4.247
growth_yoy,2024-11-01,452,6.264,1.81
growth_yoy,2024-12-01,452,7.844,2.278
growth_yoy,2025-01-01,452,5.118,-0.73
growth_yoy,2025-02-01,452,0.61,-5.005
growth_yoy,2025-03-01,452,2.204,-3.231
growth_yoy,2025-04-01,452,0.72,-4.092
growth_yoy,2025-05-01,452,2.584,-1.873
growth_yoy,2025-06-01,452,4.789,0.054
growth_yoy,2025-07-01,452,6.236,1.666
growth_yoy,2025-08-01,452,5.233,0.635
growth_yoy,2025-09-01,452,9.638,5.232
growth_yoy,2025-10-01,452,9.119,4.718
growth_yoy,2025-11-01,452,8.711,3.957
growth_yoy,2025-12-01,452,9.75,5.733
growth_yoy,2026-01-01,452,9.259,5.855
growth_yoy,2026-02-01,452,9.479,6.574
growth_yoy,2026-03-01,452,9.753,7.075
growth_yoy,2026-04-01,452,9.878,7.061
growth_yoy,2026-05-01,452,6.792,3.954
growth_yoy,2026-06-01,452,6.988,4.116
growth_mom,2018-02-01,452,-7.276,-8.739
growth_mom,2018-03-01,452,2.9,1.897
growth_mom,2018-04-01,452,-3.122,-2.33
growth_mom,2018-05-01,452,8.602,17.07
growth_mom,2018-06-01,452,6.005,6.373
growth_mom,2018-07-01,452,-3.512,-8.498
growth_mom,2018-08-01,452,3.513,5.693
growth_mom,2018-09-01,452,-8.9,-7.643
growth_mom,2018-10-01,452,-1.713,-3.831
growth_mom,2018-11-01,452,4.698,4.665
growth_mom,2018-12-01,452,4.853,1.333
growth_mom,2019-01-01,452,0.119,-0.532
growth_mom,2019-02-01,452,-7.031,-8.659
growth_mom,2019-03-01,452,3.257,2.025
growth_mom,2019-04-01,452,-4.211,-3.992
growth_mom,2019-05-01,452,8.965,17.375
growth_mom,2019-06-01,452,8.26,10.809
growth_mom,2019-07-01,452,-4.653,-9.32
growth_mom,2019-08-01,452,3.749,5.742
growth_mom,2019-09-01,452,-8.687,-7.509
growth_mom,2019-10-01,452,-3.278,-5.355
growth_mom,2019-11-01,452,5.051,4.944
growth_mom,2019-12-01,452,4.639,0.675
growth_mom,2020-01-01,452,-1.033,-1.168
growth_mom,2020-02-01,452,-6.293,-7.786
growth_mom,2020-03-01,452,-10.338,-11.689
growth_mom,2020-04-01,452,-93.25,-94.789
growth_mom,2020-05-01,452,987.054,1361.697
growth_mom,2020-06-01,452,44.617,55.704
growth_mom,2020-07-01,452,5.586,0.17
growth_mom,2020-08-01,452,8.015,9.1
growth_mom,2020-09-01,452,-9.247,-8.026
growth_mom,2020-10-01,452,-4.673,-6.727
growth_mom,2020-11-01,452,-0.657,-0.461
growth_mom,2020-12-01,452,11.924,7.754
growth_mom,2021-01-01,452,-7.474,-7.376
growth_mom,2021-02-01,452,-2.98,-4.484
growth_mom,2021-03-01,452,2.6,2.73
growth_mom,2021-04-01,452,-2.5,-5.633
growth_mom,2021-05-01,452,-1.8,-2.294
growth_mom,2021-06-01,452,-89.25,-88.718
growth_mom,2021-07-01,452,14.723,13.796
growth_mom,2021-08-01,452,391.324,397.295
growth_mom,2021-09-01,452,31.892,29.979
growth_mom,2021-10-01,452,12.428,14.62
growth_mom,2021-11-01,452,17.272,16.343
growth_mom,2021-12-01,452,12.246,7.867
growth_mom,2022-01-01,452,12.5,7.151
growth_mom,2022-02-01,452,-2.6,-2.961
growth_mom,2022-03-01,452,2.3,1.572
growth_mom,2022-04-01,452,2.8,1.222
growth_mom,2022-05-01,452,0.8,0.376
growth_mom,2022-06-01,452,2.6,2.915
growth_mom,2022-07-01,452,1.7,1.331
growth_mom,2022-08-01,452,-1.0,-1.6
growth_mom,2022-09-01,452,1.5,0.559
growth_mom,2022-10-01,452,1.3,0.68
growth_mom,2022-11-01,452,1.5,1.086
growth_mom,2022-12-01,452,4.5,4.746
growth_mom,2023-01-01,452,0.4,-0.575
growth_mom,2023-02-01,452,1.1,0.803
growth_mom,2023-03-01,452,2.0,1.577
growth_mom,2023-04-01,452,2.5,1.322
growth_mom,2023-05-01,452,0.7,0.498
growth_mom,2023-06-01,452,2.284,2.52
growth_mom,2023-07-01,452,0.216,-0.223
growth_mom,2023-08-01,452,1.8,1.271
growth_mom,2023-09-01,452,-1.0,-1.356
growth_mom,2023-10-01,452,0.5,0.195
growth_mom,2023-11-01,452,0.3,0.257
growth_mom,2023-12-01,452,0.9,0.739
growth_mom,2024-01-01,452,0.5,0.018
growth_mom,2024-02-01,452,2.6,1.782
growth_mom,2024-03-01,452,2.3,1.5
growth_mom,2024-04-01,452,1.3,0.391
growth_mom,2024-05-01,452,0.5,-0.29
growth_mom,2024-06-01,452,-0.3,-0.353
growth_mom,2024-07-01,452,0.7,0.357
growth_mom,2024-08-01,452,0.4,0.313
growth_mom,2024-09-01,452,-1.3,-1.649
growth_mom,2024-10-01,452,1.1,1.147
growth_mom,2024-11-01,452,-2.5,-2.087
growth_mom,2024-12-01,452,2.4,1.201
growth_mom,2025-01-01,452,-2.04,-2.923
growth_mom,2025-02-01,452,-1.8,-2.601
growth_mom,2025-03-01,452,3.92,3.395
growth_mom,2025-04-01,452,-0.17,-0.501
growth_mom,2025-05-01,452,2.36,2.017
growth_mom,2025-06-01,452,1.843,1.604
growth_mom,2025-07-01,452,2.09,1.974
growth_mom,2025-08-01,452,-0.548,-0.704
growth_mom,2025-09-01,452,2.832,2.844
growth_mom,2025-10-01,452,0.622,0.652
growth_mom,2025-11-01,452,-2.865,-2.799
growth_mom,2025-12-01,452,3.378,2.93
growth_mom,2026-01-01,452,-2.478,-2.811
growth_mom,2026-02-01,452,-1.602,-1.94
growth_mom,2026-03-01,452,4.18,3.882
growth_mom,2026-04-01,452,-0.056,-0.515
growth_mom,2026-05-01,452,-0.515,-0.943
growth_mom,2026-06-01,452,2.029,1.762
abs,2018-01-01,453,3059.743,115.219
abs,2018-02-01,453,2652.797,103.897
abs,2018-03-01,453,2914.173,103.753
abs,2018-04-01,453,2867.994,103.53
abs,2018-05-01,453,3040.529,108.271
abs,2018-06-01,453,3078.751,109.454
abs,2018-07-01,453,3099.403,117.139
abs,2018-08-01,453,3111.09,113.608
abs,2018-09-01,453,3094.913,111.114
abs,2018-10-01,453,3101.103,113.61
abs,2018-11-01,453,3103.392,113.891
abs,2018-12-01,453,3114.699,114.775
abs,2019-01-01,453,3176.917,122.083
abs,2019-02-01,453,2777.479,111.223
abs,2019-03-01,453,3045.311,110.967
abs,2019-04-01,453,2977.206,110.467
abs,2019-05-01,453,3163.395,116.196
abs,2019-06-01,453,3254.689,117.876
abs,2019-07-01,453,3220.074,124.086
abs,2019-08-01,453,3210.645,117.894
abs,2019-09-01,453,3201.378,115.749
