date,state,sex,age,registrations
2021-05-23,Kelantan,female,12-17,53
2021-05-23,Kelantan,female,18-24,335
2021-05-23,Kelantan,female,25-29,134
2021-05-23,Kelantan,female,30-34,147
2021-05-23,Kelantan,female,35-39,124
2021-05-23,Kelantan,female,40-44,97
2021-05-23,Kelantan,female,45-49,116
2021-05-23,Kelantan,female,50-54,148
2021-05-23,Kelantan,female,55-59,156
2021-05-23,Kelantan,female,60-64,165
2021-05-23,Kelantan,female,65-69,123
2021-05-23,Kelantan,female,70-74,95
2021-05-23,Kelantan,female,75-79,56
2021-05-23,Kelantan,female,80-84,21
2021-05-23,Kelantan,female,85+,8
2021-05-23,Kelantan,male,0-12,21
2021-05-23,Kelantan,male,12-17,45
2021-05-23,Kelantan,male,18-24,231
2021-05-23,Kelantan,male,25-29,97
2021-05-23,Kelantan,male,30-34,112
2021-05-23,Kelantan,male,35-39,105
2021-05-23,Kelantan,male,40-44,84
2021-05-23,Kelantan,male,45-49,99
2021-05-23,Kelantan,male,50-54,99
2021-05-23,Kelantan,male,55-59,116
2021-05-23,Kelantan,male,60-64,138
2021-05-23,Kelantan,male,65-69,107
2021-05-23,Kelantan,male,70-74,75
2021-05-23,Kelantan,male,75-79,48
2021-05-23,Kelantan,male,80-84,18
2021-05-23,Kelantan,male,85+,6
2021-05-24,Kelantan,female,0-12,43
2021-05-24,Kelantan,female,12-17,101
2021-05-24,Kelantan,female,18-24,625
2021-05-24,Kelantan,female,25-29,312
2021-05-24,Kelantan,female,30-34,205
2021-05-24,Kelantan,female,35-39,198
2021-05-24,Kelantan,female,40-44,196
2021-05-24,Kelantan,female,45-49,212
2021-05-24,Kelantan,female,50-54,249
2021-05-24,Kelantan,female,55-59,287
2021-05-24,Kelantan,female,60-64,274
2021-05-24,Kelantan,female,65-69,178
2021-05-24,Kelantan,female,70-74,113
2021-05-24,Kelantan,female,75-79,58
2021-05-24,Kelantan,female,80-84,50
2021-05-24,Kelantan,female,85+,17
2021-05-24,Kelantan,male,0-12,55
2021-05-24,Kelantan,male,12-17,89
2021-05-24,Kelantan,male,18-24,455
2021-05-24,Kelantan,male,25-29,225
2021-05-24,Kelantan,male,30-34,174
2021-05-24,Kelantan,male,35-39,200
2021-05-24,Kelantan,male,40-44,156
2021-05-24,Kelantan,male,45-49,136
2021-05-24,Kelantan,male,50-54,160
2021-05-24,Kelantan,male,55-59,167
2021-05-24,Kelantan,male,60-64,219
2021-05-24,Kelantan,male,65-69,166
2021-05-24,Kelantan,male,70-74,98
2021-05-24,Kelantan,male,75-79,49
2021-05-24,Kelantan,male,80-84,17
2021-05-24,Kelantan,male,85+,10
2021-05-25,Kelantan,female,0-12,48
2021-05-25,Kelantan,female,12-17,196
2021-05-25,Kelantan,female,18-24,1159
2021-05-25,Kelantan,female,25-29,434
2021-05-25,Kelantan,female,30-34,374
2021-05-25,Kelantan,female,35-39,291
2021-05-25,Kelantan,female,40-44,277
2021-05-25,Kelantan,female,45-49,337
2021-05-25,Kelantan,female,50-54,383
2021-05-25,Kelantan,female,55-59,447
2021-05-25,Kelantan,female,60-64,414
2021-05-25,Kelantan,female,65-69,299
2021-05-25,Kelantan,female,70-74,191
2021-05-25,Kelantan,female,75-79,109
2021-05-25,Kelantan,female,80-84,54
2021-05-25,Kelantan,female,85+,15
2021-05-25,Kelantan,male,0-12,61
2021-05-25,Kelantan,male,12-17,143
2021-05-25,Kelantan,male,18-24,694
2021-05-25,Kelantan,male,25-29,327
2021-05-25,Kelantan,male,30-34,248
2021-05-25,Kelantan,male,35-39,235
2021-05-25,Kelantan,male,40-44,240
2021-05-25,Kelantan,male,45-49,225
2021-05-25,Kelantan,male,50-54,241
2021-05-25,Kelantan,male,55-59,291
2021-05-25,Kelantan,male,60-64,343
2021-05-25,Kelantan,male,65-69,229
2021-05-25,Kelantan,male,70-74,156
2021-05-25,Kelantan,male,75-79,94
2021-05-25,Kelantan,male,80-84,31
2021-05-25,Kelantan,male,85+,11
2021-05-26,Kelantan,female,0-12,72
2021-05-26,Kelantan,female,12-17,144
2021-05-26,Kelantan,female,18-24,1177
2021-05-26,Kelantan,female,25-29,480
2021-05-26,Kelantan,female,30-34,412
2021-05-26,Kelantan,female,35-39,296
2021-05-26,Kelantan,female,40-44,279
2021-05-26,Kelantan,female,45-49,293
2021-05-26,Kelantan,female,50-54,374
2021-05-26,Kelantan,female,55-59,414
2021-05-26,Kelantan,female,60-64,363
2021-05-26,Kelantan,female,65-69,249
2021-05-26,Kelantan,female,70-74,169
2021-05-26,Kelantan,female,75-79,80
2021-05-26,Kelantan,female,80-84,46
2021-05-26,Kelantan,female,85+,23
2021-05-26,Kelantan,male,0-12,64
2021-05-26,Kelantan,male,12-17,129
2021-05-26,Kelantan,male,18-24,708
2021-05-26,Kelantan,male,25-29,358
2021-05-26,Kelantan,male,30-34,318
2021-05-26,Kelantan,male,35-39,259
2021-05-26,Kelantan,male,40-44,205
2021-05-26,Kelantan,male,45-49,212
2021-05-26,Kelantan,male,50-54,238
2021-05-26,Kelantan,male,55-59,275
2021-05-26,Kelantan,male,60-64,324
2021-05-26,Kelantan,male,65-69,240
2021-05-26,Kelantan,male,70-74,134
2021-05-26,Kelantan,male,75-79,67
2021-05-26,Kelantan,male,80-84,30
2021-05-26,Kelantan,male,85+,15
2021-05-27,Kelantan,female,0-12,67
2021-05-27,Kelantan,female,12-17,190
2021-05-27,Kelantan,female,18-24,1261
2021-05-27,Kelantan,female,25-29,669
2021-05-27,Kelantan,female,30-34,533
2021-05-27,Kelantan,female,35-39,422
2021-05-27,Kelantan,female,40-44,352
2021-05-27,Kelantan,female,45-49,439
2021-05-27,Kelantan,female,50-54,454
2021-05-27,Kelantan,female,55-59,505
2021-05-27,Kelantan,female,60-64,473
2021-05-27,Kelantan,female,65-69,296
2021-05-27,Kelantan,female,70-74,186
2021-05-27,Kelantan,female,75-79,115
2021-05-27,Kelantan,female,80-84,63
2021-05-27,Kelantan,female,85+,23
2021-05-27,Kelantan,male,0-12,69
2021-05-27,Kelantan,male,12-17,146
2021-05-27,Kelantan,male,18-24,811
2021-05-27,Kelantan,male,25-29,443
2021-05-27,Kelantan,male,30-34,412
2021-05-27,Kelantan,male,35-39,379
2021-05-27,Kelantan,male,40-44,284
2021-05-27,Kelantan,male,45-49,304
2021-05-27,Kelantan,male,50-54,318
2021-05-27,Kelantan,male,55-59,349
2021-05-27,Kelantan,male,60-64,376
2021-05-27,Kelantan,male,65-69,241
2021-05-27,Kelantan,male,70-74,189
2021-05-27,Kelantan,male,75-79,74
2021-05-27,Kelantan,male,80-84,43
2021-05-27,Kelantan,male,85+,13
2021-05-28,Kelantan,female,0-12,65
2021-05-28,Kelantan,female,12-17,199
2021-05-28,Kelantan,female,18-24,1161
2021-05-28,Kelantan,female,25-29,560
2021-05-28,Kelantan,female,30-34,441
2021-05-28,Kelantan,female,35-39,391
2021-05-28,Kelantan,female,40-44,342
2021-05-28,Kelantan,female,45-49,446
2021-05-28,Kelantan,female,50-54,476
2021-05-28,Kelantan,female,55-59,475
2021-05-28,Kelantan,female,60-64,404
2021-05-28,Kelantan,female,65-69,297
2021-05-28,Kelantan,female,70-74,192
2021-05-28,Kelantan,female,75-79,138
2021-05-28,Kelantan,female,80-84,70
2021-05-28,Kelantan,female,85+,31
2021-05-28,Kelantan,male,0-12,50
2021-05-28,Kelantan,male,12-17,146
2021-05-28,Kelantan,male,18-24,785
2021-05-28,Kelantan,male,25-29,388
2021-05-28,Kelantan,male,30-34,367
2021-05-28,Kelantan,male,35-39,303
2021-05-28,Kelantan,male,40-44,254
2021-05-28,Kelantan,male,45-49,264
2021-05-28,Kelantan,male,50-54,328
2021-05-28,Kelantan,male,55-59,364
2021-05-28,Kelantan,male,60-64,332
2021-05-28,Kelantan,male,65-69,216
2021-05-28,Kelantan,male,70-74,142
2021-05-28,Kelantan,male,75-79,100
2021-05-28,Kelantan,male,80-84,37
2021-05-28,Kelantan,male,85+,18
2021-05-29,Kelantan,female,0-12,31
2021-05-29,Kelantan,female,12-17,118
2021-05-29,Kelantan,female,18-24,684
2021-05-29,Kelantan,female,25-29,375
2021-05-29,Kelantan,female,30-34,297
2021-05-29,Kelantan,female,35-39,288
2021-05-29,Kelantan,female,40-44,215
2021-05-29,Kelantan,female,45-49,303
2021-05-29,Kelantan,female,50-54,305
2021-05-29,Kelantan,female,55-59,328
2021-05-29,Kelantan,female,60-64,290
2021-05-29,Kelantan,female,65-69,226
2021-05-29,Kelantan,female,70-74,145
2021-05-29,Kelantan,female,75-79,85
2021-05-29,Kelantan,female,80-84,56
2021-05-29,Kelantan,female,85+,16
2021-05-29,Kelantan,male,0-12,24
2021-05-29,Kelantan,male,12-17,115
2021-05-29,Kelantan,male,18-24,473
2021-05-29,Kelantan,male,25-29,238
2021-05-29,Kelantan,male,30-34,229
2021-05-29,Kelantan,male,35-39,218
2021-05-29,Kelantan,male,40-44,164
2021-05-29,Kelantan,male,45-49,157
2021-05-29,Kelantan,male,50-54,195
2021-05-29,Kelantan,male,55-59,211
2021-05-29,Kelantan,male,60-64,198
2021-05-29,Kelantan,male,65-69,173
2021-05-29,Kelantan,male,70-74,126
2021-05-29,Kelantan,male,75-79,57
2021-05-29,Kelantan,male,80-84,27
2021-05-29,Kelantan,male,85+,13
2021-05-30,Kelantan,female,0-12,49
2021-05-30,Kelantan,female,12-17,116
2021-05-30,Kelantan,female,18-24,693
2021-05-30,Kelantan,female,25-29,328
2021-05-30,Kelantan,female,30-34,321
2021-05-30,Kelantan,female,35-39,301
2021-05-30,Kelantan,female,40-44,263
2021-05-30,Kelantan,female,45-49,303
2021-05-30,Kelantan,female,50-54,323
2021-05-30,Kelantan,female,55-59,331
2021-05-30,Kelantan,female,60-64,281
2021-05-30,Kelantan,female,65-69,221
2021-05-30,Kelantan,female,70-74,180
2021-05-30,Kelantan,female,75-79,93
2021-05-30,Kelantan,female,80-84,62
2021-05-30,Kelantan,female,85+,21
2021-05-30,Kelantan,male,0-12,34
2021-05-30,Kelantan,male,12-17,91
2021-05-30,Kelantan,male,18-24,530
2021-05-30,Kelantan,male,25-29,305
2021-05-30,Kelantan,male,30-34,264
2021-05-30,Kelantan,male,35-39,266
2021-05-30,Kelantan,male,40-44,233
2021-05-30,Kelantan,male,45-49,227
2021-05-30,Kelantan,male,50-54,209
2021-05-30,Kelantan,male,55-59,244
2021-05-30,Kelantan,male,60-64,206
2021-05-30,Kelantan,male,65-69,175
2021-05-30,Kelantan,male,70-74,135
2021-05-30,Kelantan,male,75-79,70
2021-05-30,Kelantan,male,80-84,36
2021-05-30,Kelantan,male,85+,17
2021-05-31,Kelantan,female,0-12,55
2021-05-31,Kelantan,female,12-17,134
2021-05-31,Kelantan,female,18-24,788
2021-05-31,Kelantan,female,25-29,430
2021-05-31,Kelantan,female,30-34,372
2021-05-31,Kelantan,female,35-39,359
2021-05-31,Kelantan,female,40-44,308
2021-05-31,Kelantan,female,45-49,364
2021-05-31,Kelantan,female,50-54,370
2021-05-31,Kelantan,female,55-59,392
2021-05-31,Kelantan,female,60-64,351
2021-05-31,Kelantan,female,65-69,268
2021-05-31,Kelantan,female,70-74,180
2021-05-31,Kelantan,female,75-79,92
2021-05-31,Kelantan,female,80-84,55
2021-05-31,Kelantan,female,85+,41
2021-05-31,Kelantan,male,0-12,62
2021-05-31,Kelantan,male,12-17,128
2021-05-31,Kelantan,male,18-24,586
2021-05-31,Kelantan,male,25-29,372
2021-05-31,Kelantan,male,30-34,322
2021-05-31,Kelantan,male,35-39,313
2021-05-31,Kelantan,male,40-44,259
2021-05-31,Kelantan,male,45-49,222
2021-05-31,Kelantan,male,50-54,269
2021-05-31,Kelantan,male,55-59,278
2021-05-31,Kelantan,male,60-64,275
2021-05-31,Kelantan,male,65-69,231
2021-05-31,Kelantan,male,70-74,158
2021-05-31,Kelantan,male,75-79,87
2021-05-31,Kelantan,male,80-84,35
2021-05-31,Kelantan,male,85+,19
2021-06-01,Kelantan,female,0-12,46
2021-06-01,Kelantan,female,12-17,145
2021-06-01,Kelantan,female,18-24,900
2021-06-01,Kelantan,female,25-29,490
2021-06-01,Kelantan,female,30-34,421
2021-06-01,Kelantan,female,35-39,364
2021-06-01,Kelantan,female,40-44,312
2021-06-01,Kelantan,female,45-49,378
2021-06-01,Kelantan,female,50-54,383
2021-06-01,Kelantan,female,55-59,397
2021-06-01,Kelantan,female,60-64,345
2021-06-01,Kelantan,female,65-69,249
2021-06-01,Kelantan,female,70-74,227
2021-06-01,Kelantan,female,75-79,107
2021-06-01,Kelantan,female,80-84,70
2021-06-01,Kelantan,female,85+,31
2021-06-01,Kelantan,male,0-12,49
2021-06-01,Kelantan,male,12-17,109
2021-06-01,Kelantan,male,18-24,624
2021-06-01,Kelantan,male,25-29,366
2021-06-01,Kelantan,male,30-34,335
2021-06-01,Kelantan,male,35-39,314
2021-06-01,Kelantan,male,40-44,259
2021-06-01,Kelantan,male,45-49,279
2021-06-01,Kelantan,male,50-54,289
2021-06-01,Kelantan,male,55-59,285
2021-06-01,Kelantan,male,60-64,241
2021-06-01,Kelantan,male,65-69,209
2021-06-01,Kelantan,male,70-74,151
2021-06-01,Kelantan,male,75-79,75
2021-06-01,Kelantan,male,80-84,38
2021-06-01,Kelantan,male,85+,13
2021-06-02,Kelantan,female,0-12,63
2021-06-02,Kelantan,female,12-17,148
2021-06-02,Kelantan,female,18-24,891
2021-06-02,Kelantan,female,25-29,655
2021-06-02,Kelantan,female,30-34,548
2021-06-02,Kelantan,female,35-39,497
2021-06-02,Kelantan,female,40-44,372
2021-06-02,Kelantan,female,45-49,391
2021-06-02,Kelantan,female,50-54,422
2021-06-02,Kelantan,female,55-59,420
2021-06-02,Kelantan,female,60-64,379
2021-06-02,Kelantan,female,65-69,309
2021-06-02,Kelantan,female,70-74,254
2021-06-02,Kelantan,female,75-79,116
2021-06-02,Kelantan,female,80-84,61
2021-06-02,Kelantan,female,85+,25
2021-06-02,Kelantan,male,0-12,58
2021-06-02,Kelantan,male,12-17,99
2021-06-02,Kelantan,male,18-24,618
2021-06-02,Kelantan,male,25-29,357
2021-06-02,Kelantan,male,30-34,397
2021-06-02,Kelantan,male,35-39,345
2021-06-02,Kelantan,male,40-44,285
2021-06-02,Kelantan,male,45-49,297
2021-06-02,Kelantan,male,50-54,289
2021-06-02,Kelantan,male,55-59,316
2021-06-02,Kelantan,male,60-64,273
2021-06-02,Kelantan,male,65-69,241
2021-06-02,Kelantan,male,70-74,170
2021-06-02,Kelantan,male,75-79,98
2021-06-02,Kelantan,male,80-84,43
2021-06-02,Kelantan,male,85+,11
2021-06-03,Kelantan,female,0-12,42
2021-06-03,Kelantan,female,12-17,98
2021-06-03,Kelantan,female,18-24,799
2021-06-03,Kelantan,female,25-29,498
2021-06-03,Kelantan,female,30-34,440
2021-06-03,Kelantan,female,35-39,411
2021-06-03,Kelantan,female,40-44,314
2021-06-03,Kelantan,female,45-49,381
2021-06-03,Kelantan,female,50-54,380
2021-06-03,Kelantan,female,55-59,397
2021-06-03,Kelantan,female,60-64,373
2021-06-03,Kelantan,female,65-69,284
2021-06-03,Kelantan,female,70-74,203
2021-06-03,Kelantan,female,75-79,140
2021-06-03,Kelantan,female,80-84,63
2021-06-03,Kelantan,female,85+,30
2021-06-03,Kelantan,male,0-12,65
2021-06-03,Kelantan,male,12-17,105
2021-06-03,Kelantan,male,18-24,547
2021-06-03,Kelantan,male,25-29,328
2021-06-03,Kelantan,male,30-34,356
2021-06-03,Kelantan,male,35-39,315
2021-06-03,Kelantan,male,40-44,280
2021-06-03,Kelantan,male,45-49,262
2021-06-03,Kelantan,male,50-54,271
2021-06-03,Kelantan,male,55-59,294
2021-06-03,Kelantan,male,60-64,276
2021-06-03,Kelantan,male,65-69,196
2021-06-03,Kelantan,male,70-74,169
2021-06-03,Kelantan,male,75-79,70
2021-06-03,Kelantan,male,80-84,39
2021-06-03,Kelantan,male,85+,17
2021-06-04,Kelantan,female,0-12,27
2021-06-04,Kelantan,female,12-17,107
2021-06-04,Kelantan,female,18-24,634
2021-06-04,Kelantan,female,25-29,358
2021-06-04,Kelantan,female,30-34,300
2021-06-04,Kelantan,female,35-39,284
2021-06-04,Kelantan,female,40-44,271
2021-06-04,Kelantan,female,45-49,293
2021-06-04,Kelantan,female,50-54,312
2021-06-04,Kelantan,female,55-59,326
2021-06-04,Kelantan,female,60-64,290
2021-06-04,Kelantan,female,65-69,247
2021-06-04,Kelantan,female,70-74,168
2021-06-04,Kelantan,female,75-79,97
2021-06-04,Kelantan,female,80-84,55
2021-06-04,Kelantan,female,85+,21
2021-06-04,Kelantan,male,0-12,35
2021-06-04,Kelantan,male,12-17,84
2021-06-04,Kelantan,male,18-24,447
2021-06-04,Kelantan,male,25-29,268
2021-06-04,Kelantan,male,30-34,266
2021-06-04,Kelantan,male,35-39,230
2021-06-04,Kelantan,male,40-44,192
2021-06-04,Kelantan,male,45-49,221
2021-06-04,Kelantan,male,50-54,216
2021-06-04,Kelantan,male,55-59,219
2021-06-04,Kelantan,male,60-64,208
2021-06-04,Kelantan,male,65-69,166
2021-06-04,Kelantan,male,70-74,130
2021-06-04,Kelantan,male,75-79,70
2021-06-04,Kelantan,male,80-84,25
2021-06-04,Kelantan,male,85+,14
2021-06-05,Kelantan,female,0-12,46
2021-06-05,Kelantan,female,12-17,126
2021-06-05,Kelantan,female,18-24,763
2021-06-05,Kelantan,female,25-29,401
2021-06-05,Kelantan,female,30-34,346
2021-06-05,Kelantan,female,35-39,293
2021-06-05,Kelantan,female,40-44,265
2021-06-05,Kelantan,female,45-49,323
2021-06-05,Kelantan,female,50-54,331
2021-06-05,Kelantan,female,55-59,336
2021-06-05,Kelantan,female,60-64,286
2021-06-05,Kelantan,female,65-69,224
2021-06-05,Kelantan,female,70-74,175
2021-06-05,Kelantan,female,75-79,125
2021-06-05,Kelantan,female,80-84,52
2021-06-05,Kelantan,female,85+,27
2021-06-05,Kelantan,male,0-12,39
2021-06-05,Kelantan,male,12-17,112
2021-06-05,Kelantan,male,18-24,610
2021-06-05,Kelantan,male,25-29,324
2021-06-05,Kelantan,male,30-34,282
2021-06-05,Kelantan,male,35-39,276
2021-06-05,Kelantan,male,40-44,207
2021-06-05,Kelantan,male,45-49,192
2021-06-05,Kelantan,male,50-54,239
2021-06-05,Kelantan,male,55-59,235
2021-06-05,Kelantan,male,60-64,226
2021-06-05,Kelantan,male,65-69,194
2021-06-05,Kelantan,male,70-74,131
2021-06-05,Kelantan,male,75-79,71
2021-06-05,Kelantan,male,80-84,41
2021-06-05,Kelantan,male,85+,11
2021-06-06,Kelantan,female,0-12,35
2021-06-06,Kelantan,female,12-17,126
2021-06-06,Kelantan,female,18-24,837
2021-06-06,Kelantan,female,25-29,433
2021-06-06,Kelantan,female,30-34,400
2021-06-06,Kelantan,female,35-39,385
2021-06-06,Kelantan,female,40-44,324
2021-06-06,Kelantan,female,45-49,380
2021-06-06,Kelantan,female,50-54,354
2021-06-06,Kelantan,female,55-59,401
2021-06-06,Kelantan,female,60-64,377
2021-06-06,Kelantan,female,65-69,314
2021-06-06,Kelantan,female,70-74,208
2021-06-06,Kelantan,female,75-79,127
2021-06-06,Kelantan,female,80-84,77
2021-06-06,Kelantan,female,85+,40
2021-06-06,Kelantan,male,0-12,39
2021-06-06,Kelantan,male,12-17,134
2021-06-06,Kelantan,male,18-24,676
2021-06-06,Kelantan,male,25-29,349
2021-06-06,Kelantan,male,30-34,377
2021-06-06,Kelantan,male,35-39,315
2021-06-06,Kelantan,male,40-44,294
2021-06-06,Kelantan,male,45-49,292
2021-06-06,Kelantan,male,50-54,263
2021-06-06,Kelantan,male,55-59,288
2021-06-06,Kelantan,male,60-64,281
2021-06-06,Kelantan,male,65-69,219
2021-06-06,Kelantan,male,70-74,173
2021-06-06,Kelantan,male,75-79,87
2021-06-06,Kelantan,male,80-84,40
2021-06-06,Kelantan,male,85+,15
2021-06-07,Kelantan,female,0-12,25
2021-06-07,Kelantan,female,12-17,107
2021-06-07,Kelantan,female,18-24,589
2021-06-07,Kelantan,female,25-29,300
2021-06-07,Kelantan,female,30-34,266
2021-06-07,Kelantan,female,35-39,243
2021-06-07,Kelantan,female,40-44,226
2021-06-07,Kelantan,female,45-49,255
2021-06-07,Kelantan,female,50-54,272
2021-06-07,Kelantan,female,55-59,266
2021-06-07,Kelantan,female,60-64,228
2021-06-07,Kelantan,female,65-69,176
2021-06-07,Kelantan,female,70-74,139
2021-06-07,Kelantan,female,75-79,87
2021-06-07,Kelantan,female,80-84,44
2021-06-07,Kelantan,female,85+,21
2021-06-07,Kelantan,male,0-12,38
2021-06-07,Kelantan,male,12-17,73
2021-06-07,Kelantan,male,18-24,416
2021-06-07,Kelantan,male,25-29,237
2021-06-07,Kelantan,male,30-34,234
2021-06-07,Kelantan,male,35-39,206
2021-06-07,Kelantan,male,40-44,177
2021-06-07,Kelantan,male,45-49,181
2021-06-07,Kelantan,male,50-54,196
2021-06-07,Kelantan,male,55-59,169
2021-06-07,Kelantan,male,60-64,163
2021-06-07,Kelantan,male,65-69,140
2021-06-07,Kelantan,male,70-74,108
2021-06-07,Kelantan,male,75-79,59
2021-06-07,Kelantan,male,80-84,26
2021-06-07,Kelantan,male,85+,10
2021-06-08,Kelantan,female,0-12,29
2021-06-08,Kelantan,female,12-17,107
2021-06-08,Kelantan,female,18-24,753
2021-06-08,Kelantan,female,25-29,395
2021-06-08,Kelantan,female,30-34,354
2021-06-08,Kelantan,female,35-39,365
2021-06-08,Kelantan,female,40-44,306
2021-06-08,Kelantan,female,45-49,351
2021-06-08,Kelantan,female,50-54,383
2021-06-08,Kelantan,female,55-59,354
2021-06-08,Kelantan,female,60-64,330
2021-06-08,Kelantan,female,65-69,228
2021-06-08,Kelantan,female,70-74,182
2021-06-08,Kelantan,female,75-79,122
2021-06-08,Kelantan,female,80-84,75
2021-06-08,Kelantan,female,85+,24
2021-06-08,Kelantan,male,0-12,38
2021-06-08,Kelantan,male,12-17,88
2021-06-08,Kelantan,male,18-24,565
2021-06-08,Kelantan,male,25-29,315
2021-06-08,Kelantan,male,30-34,319
2021-06-08,Kelantan,male,35-39,320
2021-06-08,Kelantan,male,40-44,232
2021-06-08,Kelantan,male,45-49,281
2021-06-08,Kelantan,male,50-54,287
2021-06-08,Kelantan,male,55-59,246
2021-06-08,Kelantan,male,60-64,246
2021-06-08,Kelantan,male,65-69,173
2021-06-08,Kelantan,male,70-74,128
2021-06-08,Kelantan,male,75-79,88
2021-06-08,Kelantan,male,80-84,29
2021-06-08,Kelantan,male,85+,28
2021-06-09,Kelantan,female,0-12,20
2021-06-09,Kelantan,female,12-17,91
2021-06-09,Kelantan,female,18-24,625
2021-06-09,Kelantan,female,25-29,343
2021-06-09,Kelantan,female,30-34,286
2021-06-09,Kelantan,female,35-39,274
2021-06-09,Kelantan,female,40-44,268
2021-06-09,Kelantan,female,45-49,304
2021-06-09,Kelantan,female,50-54,314
2021-06-09,Kelantan,female,55-59,329
2021-06-09,Kelantan,female,60-64,289
2021-06-09,Kelantan,female,65-69,216
2021-06-09,Kelantan,female,70-74,149
2021-06-09,Kelantan,female,75-79,82
2021-06-09,Kelantan,female,80-84,68
2021-06-09,Kelantan,female,85+,15
2021-06-09,Kelantan,male,0-12,30
2021-06-09,Kelantan,male,12-17,77
2021-06-09,Kelantan,male,18-24,557
2021-06-09,Kelantan,male,25-29,387
2021-06-09,Kelantan,male,30-34,290
2021-06-09,Kelantan,male,35-39,346
2021-06-09,Kelantan,male,40-44,209
2021-06-09,Kelantan,male,45-49,227
2021-06-09,Kelantan,male,50-54,235
2021-06-09,Kelantan,male,55-59,223
2021-06-09,Kelantan,male,60-64,251
2021-06-09,Kelantan,male,65-69,184
2021-06-09,Kelantan,male,70-74,133
2021-06-09,Kelantan,male,75-79,74
2021-06-09,Kelantan,male,80-84,21
2021-06-09,Kelantan,male,85+,16
2021-06-10,Kelantan,female,0-12,19
2021-06-10,Kelantan,female,12-17,91
2021-06-10,Kelantan,female,18-24,553
2021-06-10,Kelantan,female,25-29,316
2021-06-10,Kelantan,female,30-34,339
2021-06-10,Kelantan,female,35-39,259
2021-06-10,Kelantan,female,40-44,218
2021-06-10,Kelantan,female,45-49,279
2021-06-10,Kelantan,female,50-54,279
2021-06-10,Kelantan,female,55-59,302
2021-06-10,Kelantan,female,60-64,244
2021-06-10,Kelantan,female,65-69,186
2021-06-10,Kelantan,female,70-74,144
2021-06-10,Kelantan,female,75-79,79
2021-06-10,Kelantan,female,80-84,39
2021-06-10,Kelantan,female,85+,17
2021-06-10,Kelantan,male,0-12,11
2021-06-10,Kelantan,male,12-17,57
2021-06-10,Kelantan,male,18-24,536
2021-06-10,Kelantan,male,25-29,308
2021-06-10,Kelantan,male,30-34,286
2021-06-10,Kelantan,male,35-39,235
2021-06-10,Kelantan,male,40-44,207
2021-06-10,Kelantan,male,45-49,193
2021-06-10,Kelantan,male,50-54,223
2021-06-10,Kelantan,male,55-59,236
2021-06-10,Kelantan,male,60-64,212
2021-06-10,Kelantan,male,65-69,157
2021-06-10,Kelantan,male,70-74,108
2021-06-10,Kelantan,male,75-79,47
2021-06-10,Kelantan,male,80-84,24
2021-06-10,Kelantan,male,85+,8
2021-06-11,Kelantan,female,0-12,17
2021-06-11,Kelantan,female,12-17,63
2021-06-11,Kelantan,female,18-24,443
2021-06-11,Kelantan,female,25-29,211
2021-06-11,Kelantan,female,30-34,210
2021-06-11,Kelantan,female,35-39,212
2021-06-11,Kelantan,female,40-44,190
2021-06-11,Kelantan,female,45-49,222
2021-06-11,Kelantan,female,50-54,241
2021-06-11,Kelantan,female,55-59,202
2021-06-11,Kelantan,female,60-64,190
2021-06-11,Kelantan,female,65-69,158
2021-06-11,Kelantan,female,70-74,128
2021-06-11,Kelantan,female,75-79,85
2021-06-11,Kelantan,female,80-84,30
2021-06-11,Kelantan,female,85+,16
2021-06-11,Kelantan,male,0-12,22
2021-06-11,Kelantan,male,12-17,58
2021-06-11,Kelantan,male,18-24,392
2021-06-11,Kelantan,male,25-29,235
2021-06-11,Kelantan,male,30-34,194
2021-06-11,Kelantan,male,35-39,193
2021-06-11,Kelantan,male,40-44,158
2021-06-11,Kelantan,male,45-49,178
2021-06-11,Kelantan,male,50-54,188
2021-06-11,Kelantan,male,55-59,173
2021-06-11,Kelantan,male,60-64,166
2021-06-11,Kelantan,male,65-69,124
2021-06-11,Kelantan,male,70-74,81
2021-06-11,Kelantan,male,75-79,50
2021-06-11,Kelantan,male,80-84,22
2021-06-11,Kelantan,male,85+,5
2021-06-12,Kelantan,female,0-12,14
2021-06-12,Kelantan,female,12-17,59
2021-06-12,Kelantan,female,18-24,488
2021-06-12,Kelantan,female,25-29,234
2021-06-12,Kelantan,female,30-34,209
2021-06-12,Kelantan,female,35-39,189
2021-06-12,Kelantan,female,40-44,194
2021-06-12,Kelantan,female,45-49,206
2021-06-12,Kelantan,female,50-54,260
2021-06-12,Kelantan,female,55-59,217
2021-06-12,Kelantan,female,60-64,194
2021-06-12,Kelantan,female,65-69,154
2021-06-12,Kelantan,female,70-74,104
2021-06-12,Kelantan,female,75-79,57
2021-06-12,Kelantan,female,80-84,29
2021-06-12,Kelantan,female,85+,17
2021-06-12,Kelantan,male,0-12,14
2021-06-12,Kelantan,male,12-17,39
2021-06-12,Kelantan,male,18-24,355
2021-06-12,Kelantan,male,25-29,180
2021-06-12,Kelantan,male,30-34,202
2021-06-12,Kelantan,male,35-39,173
2021-06-12,Kelantan,male,40-44,145
2021-06-12,Kelantan,male,45-49,171
2021-06-12,Kelantan,male,50-54,160
2021-06-12,Kelantan,male,55-59,164
2021-06-12,Kelantan,male,60-64,159
2021-06-12,Kelantan,male,65-69,121
