date,state,sex,age,registrations
2021-04-02,Perlis,female,60-64,30
2021-04-02,Perlis,female,65-69,19
2021-04-02,Perlis,female,70-74,12
2021-04-02,Perlis,female,75-79,5
2021-04-02,Perlis,female,80-84,3
2021-04-02,Perlis,female,85+,0
2021-04-02,Perlis,male,0-12,7
2021-04-02,Perlis,male,12-17,12
2021-04-02,Perlis,male,18-24,131
2021-04-02,Perlis,male,25-29,70
2021-04-02,Perlis,male,30-34,73
2021-04-02,Perlis,male,35-39,59
2021-04-02,Perlis,male,40-44,41
2021-04-02,Perlis,male,45-49,40
2021-04-02,Perlis,male,50-54,39
2021-04-02,Perlis,male,55-59,34
2021-04-02,Perlis,male,60-64,26
2021-04-02,Perlis,male,65-69,7
2021-04-02,Perlis,male,70-74,14
2021-04-02,Perlis,male,75-79,4
2021-04-02,Perlis,male,80-84,5
2021-04-02,Perlis,male,85+,1
2021-04-03,Perlis,female,0-12,3
2021-04-03,Perlis,female,12-17,14
2021-04-03,Perlis,female,18-24,74
2021-04-03,Perlis,female,25-29,33
2021-04-03,Perlis,female,30-34,44
2021-04-03,Perlis,female,35-39,32
2021-04-03,Perlis,female,40-44,23
2021-04-03,Perlis,female,45-49,20
2021-04-03,Perlis,female,50-54,19
2021-04-03,Perlis,female,55-59,28
2021-04-03,Perlis,female,60-64,21
2021-04-03,Perlis,female,65-69,15
2021-04-03,Perlis,female,70-74,10
2021-04-03,Perlis,female,75-79,6
2021-04-03,Perlis,female,80-84,2
2021-04-03,Perlis,female,85+,0
2021-04-03,Perlis,male,0-12,0
2021-04-03,Perlis,male,12-17,13
2021-04-03,Perlis,male,18-24,69
2021-04-03,Perlis,male,25-29,39
2021-04-03,Perlis,male,30-34,38
2021-04-03,Perlis,male,35-39,38
2021-04-03,Perlis,male,40-44,22
2021-04-03,Perlis,male,45-49,16
2021-04-03,Perlis,male,50-54,24
2021-04-03,Perlis,male,55-59,21
2021-04-03,Perlis,male,60-64,17
2021-04-03,Perlis,male,65-69,17
2021-04-03,Perlis,male,70-74,9
2021-04-03,Perlis,male,75-79,4
2021-04-03,Perlis,male,80-84,3
2021-04-03,Perlis,male,85+,1
2021-04-04,Perlis,female,0-12,5
2021-04-04,Perlis,female,12-17,9
2021-04-04,Perlis,female,18-24,80
2021-04-04,Perlis,female,25-29,30
2021-04-04,Perlis,female,30-34,25
2021-04-04,Perlis,female,35-39,26
2021-04-04,Perlis,female,40-44,17
2021-04-04,Perlis,female,45-49,21
2021-04-04,Perlis,female,50-54,26
2021-04-04,Perlis,female,55-59,30
2021-04-04,Perlis,female,60-64,20
2021-04-04,Perlis,female,65-69,15
2021-04-04,Perlis,female,70-74,6
2021-04-04,Perlis,female,75-79,6
2021-04-04,Perlis,female,80-84,2
2021-04-04,Perlis,female,85+,2
2021-04-04,Perlis,male,0-12,5
2021-04-04,Perlis,male,12-17,7
2021-04-04,Perlis,male,18-24,42
2021-04-04,Perlis,male,25-29,26
2021-04-04,Perlis,male,30-34,34
2021-04-04,Perlis,male,35-39,24
2021-04-04,Perlis,male,40-44,20
2021-04-04,Perlis,male,45-49,23
2021-04-04,Perlis,male,50-54,21
2021-04-04,Perlis,male,55-59,12
2021-04-04,Perlis,male,60-64,16
2021-04-04,Perlis,male,65-69,18
2021-04-04,Perlis,male,70-74,5
2021-04-04,Perlis,male,75-79,5
2021-04-04,Perlis,male,80-84,2
2021-04-04,Perlis,male,85+,1
2021-04-05,Perlis,female,0-12,3
2021-04-05,Perlis,female,12-17,7
2021-04-05,Perlis,female,18-24,73
2021-04-05,Perlis,female,25-29,28
2021-04-05,Perlis,female,30-34,39
2021-04-05,Perlis,female,35-39,35
2021-04-05,Perlis,female,40-44,28
2021-04-05,Perlis,female,45-49,27
2021-04-05,Perlis,female,50-54,15
2021-04-05,Perlis,female,55-59,14
2021-04-05,Perlis,female,60-64,19
2021-04-05,Perlis,female,65-69,10
2021-04-05,Perlis,female,70-74,9
2021-04-05,Perlis,female,75-79,5
2021-04-05,Perlis,female,80-84,1
2021-04-05,Perlis,female,85+,0
2021-04-05,Perlis,male,0-12,5
2021-04-05,Perlis,male,12-17,8
2021-04-05,Perlis,male,18-24,66
2021-04-05,Perlis,male,25-29,35
2021-04-05,Perlis,male,30-34,37
2021-04-05,Perlis,male,35-39,45
2021-04-05,Perlis,male,40-44,29
2021-04-05,Perlis,male,45-49,22
2021-04-05,Perlis,male,50-54,21
2021-04-05,Perlis,male,55-59,14
2021-04-05,Perlis,male,60-64,19
2021-04-05,Perlis,male,65-69,13
2021-04-05,Perlis,male,70-74,11
2021-04-05,Perlis,male,75-79,3
2021-04-05,Perlis,male,80-84,2
2021-04-05,Perlis,male,85+,1
2021-04-06,Perlis,female,0-12,2
2021-04-06,Perlis,female,12-17,5
2021-04-06,Perlis,female,18-24,58
2021-04-06,Perlis,female,25-29,32
2021-04-06,Perlis,female,30-34,36
2021-04-06,Perlis,female,35-39,34
2021-04-06,Perlis,female,40-44,20
2021-04-06,Perlis,female,45-49,25
2021-04-06,Perlis,female,50-54,25
2021-04-06,Perlis,female,55-59,21
2021-04-06,Perlis,female,60-64,19
2021-04-06,Perlis,female,65-69,9
2021-04-06,Perlis,female,70-74,9
2021-04-06,Perlis,female,75-79,5
2021-04-06,Perlis,female,80-84,1
2021-04-06,Perlis,female,85+,2
2021-04-06,Perlis,male,0-12,8
2021-04-06,Perlis,male,12-17,11
2021-04-06,Perlis,male,18-24,61
2021-04-06,Perlis,male,25-29,45
2021-04-06,Perlis,male,30-34,35
2021-04-06,Perlis,male,35-39,33
2021-04-06,Perlis,male,40-44,30
2021-04-06,Perlis,male,45-49,20
2021-04-06,Perlis,male,50-54,14
2021-04-06,Perlis,male,55-59,18
2021-04-06,Perlis,male,60-64,17
2021-04-06,Perlis,male,65-69,13
2021-04-06,Perlis,male,70-74,4
2021-04-06,Perlis,male,75-79,5
2021-04-06,Perlis,male,80-84,1
2021-04-06,Perlis,male,85+,0
2021-04-07,Perlis,female,0-12,1
2021-04-07,Perlis,female,12-17,3
2021-04-07,Perlis,female,18-24,37
2021-04-07,Perlis,female,25-29,17
2021-04-07,Perlis,female,30-34,18
2021-04-07,Perlis,female,35-39,25
2021-04-07,Perlis,female,40-44,14
2021-04-07,Perlis,female,45-49,16
2021-04-07,Perlis,female,50-54,15
2021-04-07,Perlis,female,55-59,10
2021-04-07,Perlis,female,60-64,9
2021-04-07,Perlis,female,65-69,8
2021-04-07,Perlis,female,70-74,7
2021-04-07,Perlis,female,75-79,1
2021-04-07,Perlis,female,80-84,2
2021-04-07,Perlis,female,85+,2
2021-04-07,Perlis,male,0-12,2
2021-04-07,Perlis,male,12-17,3
2021-04-07,Perlis,male,18-24,48
2021-04-07,Perlis,male,25-29,19
2021-04-07,Perlis,male,30-34,32
2021-04-07,Perlis,male,35-39,16
2021-04-07,Perlis,male,40-44,17
2021-04-07,Perlis,male,45-49,14
2021-04-07,Perlis,male,50-54,17
2021-04-07,Perlis,male,55-59,8
2021-04-07,Perlis,male,60-64,8
2021-04-07,Perlis,male,65-69,6
2021-04-07,Perlis,male,70-74,9
2021-04-07,Perlis,male,75-79,5
2021-04-07,Perlis,male,80-84,0
2021-04-07,Perlis,male,85+,2
2021-04-08,Perlis,female,0-12,0
2021-04-08,Perlis,female,12-17,5
2021-04-08,Perlis,female,18-24,38
2021-04-08,Perlis,female,25-29,16
2021-04-08,Perlis,female,30-34,24
2021-04-08,Perlis,female,35-39,16
2021-04-08,Perlis,female,40-44,8
2021-04-08,Perlis,female,45-49,12
2021-04-08,Perlis,female,50-54,15
2021-04-08,Perlis,female,55-59,10
2021-04-08,Perlis,female,60-64,11
2021-04-08,Perlis,female,65-69,10
2021-04-08,Perlis,female,70-74,5
2021-04-08,Perlis,female,75-79,5
2021-04-08,Perlis,female,80-84,0
2021-04-08,Perlis,female,85+,0
2021-04-08,Perlis,male,0-12,3
2021-04-08,Perlis,male,12-17,7
2021-04-08,Perlis,male,18-24,25
2021-04-08,Perlis,male,25-29,11
2021-04-08,Perlis,male,30-34,13
2021-04-08,Perlis,male,35-39,12
2021-04-08,Perlis,male,40-44,10
2021-04-08,Perlis,male,45-49,5
2021-04-08,Perlis,male,50-54,13
2021-04-08,Perlis,male,55-59,12
2021-04-08,Perlis,male,60-64,9
2021-04-08,Perlis,male,65-69,7
2021-04-08,Perlis,male,70-74,3
2021-04-08,Perlis,male,75-79,2
2021-04-08,Perlis,male,80-84,2
2021-04-08,Perlis,male,85+,0
2021-04-09,Perlis,female,0-12,1
2021-04-09,Perlis,female,12-17,6
2021-04-09,Perlis,female,18-24,46
2021-04-09,Perlis,female,25-29,22
2021-04-09,Perlis,female,30-34,20
2021-04-09,Perlis,female,35-39,22
2021-04-09,Perlis,female,40-44,24
2021-04-09,Perlis,female,45-49,12
2021-04-09,Perlis,female,50-54,16
2021-04-09,Perlis,female,55-59,15
2021-04-09,Perlis,female,60-64,11
2021-04-09,Perlis,female,65-69,7
2021-04-09,Perlis,female,70-74,4
2021-04-09,Perlis,female,75-79,1
2021-04-09,Perlis,female,80-84,3
2021-04-09,Perlis,female,85+,0
2021-04-09,Perlis,male,0-12,2
2021-04-09,Perlis,male,12-17,8
2021-04-09,Perlis,male,18-24,33
2021-04-09,Perlis,male,25-29,11
2021-04-09,Perlis,male,30-34,17
2021-04-09,Perlis,male,35-39,12
2021-04-09,Perlis,male,40-44,12
2021-04-09,Perlis,male,45-49,11
2021-04-09,Perlis,male,50-54,8
2021-04-09,Perlis,male,55-59,12
2021-04-09,Perlis,male,60-64,8
2021-04-09,Perlis,male,65-69,5
2021-04-09,Perlis,male,70-74,3
2021-04-09,Perlis,male,75-79,4
2021-04-09,Perlis,male,80-84,1
2021-04-09,Perlis,male,85+,0
2021-04-10,Perlis,female,0-12,3
2021-04-10,Perlis,female,12-17,9
2021-04-10,Perlis,female,18-24,34
2021-04-10,Perlis,female,25-29,18
2021-04-10,Perlis,female,30-34,17
2021-04-10,Perlis,female,35-39,19
2021-04-10,Perlis,female,40-44,15
2021-04-10,Perlis,female,45-49,12
2021-04-10,Perlis,female,50-54,27
2021-04-10,Perlis,female,55-59,23
2021-04-10,Perlis,female,60-64,28
2021-04-10,Perlis,female,65-69,20
2021-04-10,Perlis,female,70-74,6
2021-04-10,Perlis,female,75-79,6
2021-04-10,Perlis,female,80-84,1
2021-04-10,Perlis,female,85+,0
2021-04-10,Perlis,male,0-12,4
2021-04-10,Perlis,male,12-17,10
2021-04-10,Perlis,male,18-24,32
2021-04-10,Perlis,male,25-29,23
2021-04-10,Perlis,male,30-34,12
2021-04-10,Perlis,male,35-39,15
2021-04-10,Perlis,male,40-44,15
2021-04-10,Perlis,male,45-49,11
2021-04-10,Perlis,male,50-54,16
2021-04-10,Perlis,male,55-59,15
2021-04-10,Perlis,male,60-64,33
2021-04-10,Perlis,male,65-69,10
2021-04-10,Perlis,male,70-74,10
2021-04-10,Perlis,male,75-79,4
2021-04-10,Perlis,male,80-84,4
2021-04-10,Perlis,male,85+,0
2021-04-11,Perlis,female,0-12,0
2021-04-11,Perlis,female,12-17,5
2021-04-11,Perlis,female,18-24,39
2021-04-11,Perlis,female,25-29,12
2021-04-11,Perlis,female,30-34,11
2021-04-11,Perlis,female,35-39,10
2021-04-11,Perlis,female,40-44,14
2021-04-11,Perlis,female,45-49,14
2021-04-11,Perlis,female,50-54,18
2021-04-11,Perlis,female,55-59,18
2021-04-11,Perlis,female,60-64,13
2021-04-11,Perlis,female,65-69,16
2021-04-11,Perlis,female,70-74,4
2021-04-11,Perlis,female,75-79,0
2021-04-11,Perlis,female,80-84,0
2021-04-11,Perlis,female,85+,0
2021-04-11,Perlis,male,0-12,1
2021-04-11,Perlis,male,12-17,2
2021-04-11,Perlis,male,18-24,36
2021-04-11,Perlis,male,25-29,23
2021-04-11,Perlis,male,30-34,21
2021-04-11,Perlis,male,35-39,20
2021-04-11,Perlis,male,40-44,11
2021-04-11,Perlis,male,45-49,11
2021-04-11,Perlis,male,50-54,10
2021-04-11,Perlis,male,55-59,12
2021-04-11,Perlis,male,60-64,12
2021-04-11,Perlis,male,65-69,7
2021-04-11,Perlis,male,70-74,3
2021-04-11,Perlis,male,75-79,2
2021-04-11,Perlis,male,80-84,1
2021-04-11,Perlis,male,85+,0
2021-04-12,Perlis,female,0-12,2
2021-04-12,Perlis,female,12-17,8
2021-04-12,Perlis,female,18-24,43
2021-04-12,Perlis,female,25-29,25
2021-04-12,Perlis,female,30-34,31
2021-04-12,Perlis,female,35-39,28
2021-04-12,Perlis,female,40-44,26
2021-04-12,Perlis,female,45-49,29
2021-04-12,Perlis,female,50-54,18
2021-04-12,Perlis,female,55-59,12
2021-04-12,Perlis,female,60-64,18
2021-04-12,Perlis,female,65-69,12
2021-04-12,Perlis,female,70-74,9
2021-04-12,Perlis,female,75-79,5
2021-04-12,Perlis,female,80-84,0
2021-04-12,Perlis,female,85+,1
2021-04-12,Perlis,male,0-12,2
2021-04-12,Perlis,male,12-17,10
2021-04-12,Perlis,male,18-24,40
2021-04-12,Perlis,male,25-29,25
2021-04-12,Perlis,male,30-34,26
2021-04-12,Perlis,male,35-39,29
2021-04-12,Perlis,male,40-44,14
2021-04-12,Perlis,male,45-49,13
2021-04-12,Perlis,male,50-54,24
2021-04-12,Perlis,male,55-59,16
2021-04-12,Perlis,male,60-64,23
2021-04-12,Perlis,male,65-69,11
2021-04-12,Perlis,male,70-74,12
2021-04-12,Perlis,male,75-79,5
2021-04-12,Perlis,male,80-84,1
2021-04-12,Perlis,male,85+,1
2021-04-13,Perlis,female,0-12,2
2021-04-13,Perlis,female,12-17,7
2021-04-13,Perlis,female,18-24,42
2021-04-13,Perlis,female,25-29,37
2021-04-13,Perlis,female,30-34,30
2021-04-13,Perlis,female,35-39,32
2021-04-13,Perlis,female,40-44,43
2021-04-13,Perlis,female,45-49,35
2021-04-13,Perlis,female,50-54,31
2021-04-13,Perlis,female,55-59,18
2021-04-13,Perlis,female,60-64,20
2021-04-13,Perlis,female,65-69,23
2021-04-13,Perlis,female,70-74,6
2021-04-13,Perlis,female,75-79,6
2021-04-13,Perlis,female,80-84,4
2021-04-13,Perlis,female,85+,1
2021-04-13,Perlis,male,0-12,6
2021-04-13,Perlis,male,12-17,5
2021-04-13,Perlis,male,18-24,33
2021-04-13,Perlis,male,25-29,29
2021-04-13,Perlis,male,30-34,27
2021-04-13,Perlis,male,35-39,24
2021-04-13,Perlis,male,40-44,29
2021-04-13,Perlis,male,45-49,16
2021-04-13,Perlis,male,50-54,19
2021-04-13,Perlis,male,55-59,14
2021-04-13,Perlis,male,60-64,17
2021-04-13,Perlis,male,65-69,20
2021-04-13,Perlis,male,70-74,12
2021-04-13,Perlis,male,75-79,8
2021-04-13,Perlis,male,80-84,4
2021-04-13,Perlis,male,85+,3
2021-04-14,Perlis,female,0-12,6
2021-04-14,Perlis,female,12-17,17
2021-04-14,Perlis,female,18-24,37
2021-04-14,Perlis,female,25-29,32
2021-04-14,Perlis,female,30-34,37
2021-04-14,Perlis,female,35-39,24
2021-04-14,Perlis,female,40-44,19
2021-04-14,Perlis,female,45-49,23
2021-04-14,Perlis,female,50-54,34
2021-04-14,Perlis,female,55-59,23
2021-04-14,Perlis,female,60-64,26
2021-04-14,Perlis,female,65-69,17
2021-04-14,Perlis,female,70-74,11
2021-04-14,Perlis,female,75-79,5
2021-04-14,Perlis,female,80-84,3
2021-04-14,Perlis,female,85+,4
2021-04-14,Perlis,male,0-12,11
2021-04-14,Perlis,male,12-17,12
2021-04-14,Perlis,male,18-24,33
2021-04-14,Perlis,male,25-29,24
2021-04-14,Perlis,male,30-34,25
2021-04-14,Perlis,male,35-39,28
2021-04-14,Perlis,male,40-44,20
2021-04-14,Perlis,male,45-49,16
2021-04-14,Perlis,male,50-54,23
2021-04-14,Perlis,male,55-59,14
2021-04-14,Perlis,male,60-64,25
2021-04-14,Perlis,male,65-69,12
2021-04-14,Perlis,male,70-74,10
2021-04-14,Perlis,male,75-79,2
2021-04-14,Perlis,male,80-84,4
2021-04-14,Perlis,male,85+,0
2021-04-15,Perlis,female,0-12,5
2021-04-15,Perlis,female,12-17,8
2021-04-15,Perlis,female,18-24,39
2021-04-15,Perlis,female,25-29,33
2021-04-15,Perlis,female,30-34,39
2021-04-15,Perlis,female,35-39,24
2021-04-15,Perlis,female,40-44,37
2021-04-15,Perlis,female,45-49,19
2021-04-15,Perlis,female,50-54,33
2021-04-15,Perlis,female,55-59,27
2021-04-15,Perlis,female,60-64,26
2021-04-15,Perlis,female,65-69,21
2021-04-15,Perlis,female,70-74,14
2021-04-15,Perlis,female,75-79,8
2021-04-15,Perlis,female,80-84,2
2021-04-15,Perlis,female,85+,0
2021-04-15,Perlis,male,0-12,4
2021-04-15,Perlis,male,12-17,14
2021-04-15,Perlis,male,18-24,40
2021-04-15,Perlis,male,25-29,20
2021-04-15,Perlis,male,30-34,24
2021-04-15,Perlis,male,35-39,22
2021-04-15,Perlis,male,40-44,16
2021-04-15,Perlis,male,45-49,16
2021-04-15,Perlis,male,50-54,16
2021-04-15,Perlis,male,55-59,29
2021-04-15,Perlis,male,60-64,25
2021-04-15,Perlis,male,65-69,23
2021-04-15,Perlis,male,70-74,6
2021-04-15,Perlis,male,75-79,3
2021-04-15,Perlis,male,80-84,4
2021-04-15,Perlis,male,85+,3
2021-04-16,Perlis,female,0-12,2
2021-04-16,Perlis,female,12-17,9
2021-04-16,Perlis,female,18-24,41
2021-04-16,Perlis,female,25-29,24
2021-04-16,Perlis,female,30-34,28
2021-04-16,Perlis,female,35-39,24
2021-04-16,Perlis,female,40-44,24
2021-04-16,Perlis,female,45-49,14
2021-04-16,Perlis,female,50-54,12
2021-04-16,Perlis,female,55-59,31
2021-04-16,Perlis,female,60-64,22
2021-04-16,Perlis,female,65-69,21
2021-04-16,Perlis,female,70-74,19
2021-04-16,Perlis,female,75-79,12
2021-04-16,Perlis,female,80-84,1
2021-04-16,Perlis,female,85+,0
2021-04-16,Perlis,male,0-12,3
2021-04-16,Perlis,male,12-17,6
2021-04-16,Perlis,male,18-24,40
2021-04-16,Perlis,male,25-29,20
2021-04-16,Perlis,male,30-34,20
2021-04-16,Perlis,male,35-39,20
2021-04-16,Perlis,male,40-44,18
2021-04-16,Perlis,male,45-49,13
2021-04-16,Perlis,male,50-54,15
2021-04-16,Perlis,male,55-59,17
2021-04-16,Perlis,male,60-64,22
2021-04-16,Perlis,male,65-69,12
2021-04-16,Perlis,male,70-74,13
2021-04-16,Perlis,male,75-79,7
2021-04-16,Perlis,male,80-84,5
2021-04-16,Perlis,male,85+,3
2021-04-17,Perlis,female,0-12,3
2021-04-17,Perlis,female,12-17,2
2021-04-17,Perlis,female,18-24,30
2021-04-17,Perlis,female,25-29,13
2021-04-17,Perlis,female,30-34,9
2021-04-17,Perlis,female,35-39,4
2021-04-17,Perlis,female,40-44,14
2021-04-17,Perlis,female,45-49,12
2021-04-17,Perlis,female,50-54,8
2021-04-17,Perlis,female,55-59,17
2021-04-17,Perlis,female,60-64,22
2021-04-17,Perlis,female,65-69,12
2021-04-17,Perlis,female,70-74,16
2021-04-17,Perlis,female,75-79,5
2021-04-17,Perlis,female,80-84,1
2021-04-17,Perlis,female,85+,0
2021-04-17,Perlis,male,0-12,0
2021-04-17,Perlis,male,12-17,6
2021-04-17,Perlis,male,18-24,18
2021-04-17,Perlis,male,25-29,15
2021-04-17,Perlis,male,30-34,11
2021-04-17,Perlis,male,35-39,13
2021-04-17,Perlis,male,40-44,4
2021-04-17,Perlis,male,45-49,12
2021-04-17,Perlis,male,50-54,9
2021-04-17,Perlis,male,55-59,17
2021-04-17,Perlis,male,60-64,16
2021-04-17,Perlis,male,65-69,14
2021-04-17,Perlis,male,70-74,10
2021-04-17,Perlis,male,75-79,5
2021-04-17,Perlis,male,80-84,3
2021-04-17,Perlis,male,85+,0
2021-04-18,Perlis,female,0-12,2
2021-04-18,Perlis,female,12-17,4
2021-04-18,Perlis,female,18-24,27
2021-04-18,Perlis,female,25-29,12
2021-04-18,Perlis,female,30-34,8
2021-04-18,Perlis,female,35-39,7
2021-04-18,Perlis,female,40-44,13
2021-04-18,Perlis,female,45-49,15
2021-04-18,Perlis,female,50-54,14
2021-04-18,Perlis,female,55-59,13
2021-04-18,Perlis,female,60-64,11
2021-04-18,Perlis,female,65-69,10
2021-04-18,Perlis,female,70-74,7
2021-04-18,Perlis,female,75-79,6
2021-04-18,Perlis,female,80-84,2
2021-04-18,Perlis,female,85+,0
2021-04-18,Perlis,male,0-12,1
2021-04-18,Perlis,male,12-17,1
2021-04-18,Perlis,male,18-24,23
2021-04-18,Perlis,male,25-29,16
2021-04-18,Perlis,male,30-34,7
2021-04-18,Perlis,male,35-39,10
2021-04-18,Perlis,male,40-44,11
2021-04-18,Perlis,male,45-49,6
2021-04-18,Perlis,male,50-54,11
2021-04-18,Perlis,male,55-59,20
2021-04-18,Perlis,male,60-64,11
2021-04-18,Perlis,male,65-69,13
2021-04-18,Perlis,male,70-74,11
2021-04-18,Perlis,male,75-79,3
2021-04-18,Perlis,male,80-84,4
2021-04-18,Perlis,male,85+,0
2021-04-19,Perlis,female,0-12,0
2021-04-19,Perlis,female,12-17,3
2021-04-19,Perlis,female,18-24,36
2021-04-19,Perlis,female,25-29,18
2021-04-19,Perlis,female,30-34,20
2021-04-19,Perlis,female,35-39,24
2021-04-19,Perlis,female,40-44,22
2021-04-19,Perlis,female,45-49,22
2021-04-19,Perlis,female,50-54,22
2021-04-19,Perlis,female,55-59,30
2021-04-19,Perlis,female,60-64,32
2021-04-19,Perlis,female,65-69,25
2021-04-19,Perlis,female,70-74,12
2021-04-19,Perlis,female,75-79,6
2021-04-19,Perlis,female,80-84,3
2021-04-19,Perlis,female,85+,6
2021-04-19,Perlis,male,0-12,2
2021-04-19,Perlis,male,12-17,4
2021-04-19,Perlis,male,18-24,27
2021-04-19,Perlis,male,25-29,15
2021-04-19,Perlis,male,30-34,16
2021-04-19,Perlis,male,35-39,17
2021-04-19,Perlis,male,40-44,15
2021-04-19,Perlis,male,45-49,17
2021-04-19,Perlis,male,50-54,16
2021-04-19,Perlis,male,55-59,22
2021-04-19,Perlis,male,60-64,26
2021-04-19,Perlis,male,65-69,16
2021-04-19,Perlis,male,70-74,12
2021-04-19,Perlis,male,75-79,10
2021-04-19,Perlis,male,80-84,4
2021-04-19,Perlis,male,85+,2
2021-04-20,Perlis,female,0-12,3
2021-04-20,Perlis,female,12-17,5
2021-04-20,Perlis,female,18-24,15
2021-04-20,Perlis,female,25-29,14
2021-04-20,Perlis,female,30-34,20
2021-04-20,Perlis,female,35-39,17
2021-04-20,Perlis,female,40-44,16
2021-04-20,Perlis,female,45-49,11
2021-04-20,Perlis,female,50-54,19
2021-04-20,Perlis,female,55-59,26
2021-04-20,Perlis,female,60-64,31
2021-04-20,Perlis,female,65-69,25
2021-04-20,Perlis,female,70-74,15
2021-04-20,Perlis,female,75-79,5
2021-04-20,Perlis,female,80-84,5
2021-04-20,Perlis,female,85+,2
2021-04-20,Perlis,male,0-12,1
2021-04-20,Perlis,male,12-17,2
2021-04-20,Perlis,male,18-24,23
2021-04-20,Perlis,male,25-29,14
2021-04-20,Perlis,male,30-34,16
2021-04-20,Perlis,male,35-39,19
2021-04-20,Perlis,male,40-44,17
2021-04-20,Perlis,male,45-49,13
2021-04-20,Perlis,male,50-54,5
2021-04-20,Perlis,male,55-59,18
2021-04-20,Perlis,male,60-64,31
2021-04-20,Perlis,male,65-69,19
2021-04-20,Perlis,male,70-74,11
2021-04-20,Perlis,male,75-79,14
2021-04-20,Perlis,male,80-84,5
2021-04-20,Perlis,male,85+,4
2021-04-21,Perlis,female,0-12,0
2021-04-21,Perlis,female,12-17,2
2021-04-21,Perlis,female,18-24,31
2021-04-21,Perlis,female,25-29,22
2021-04-21,Perlis,female,30-34,18
2021-04-21,Perlis,female,35-39,10
2021-04-21,Perlis,female,40-44,17
2021-04-21,Perlis,female,45-49,14
2021-04-21,Perlis,female,50-54,15
2021-04-21,Perlis,female,55-59,24
2021-04-21,Perlis,female,60-64,22
2021-04-21,Perlis,female,65-69,16
2021-04-21,Perlis,female,70-74,9
2021-04-21,Perlis,female,75-79,7
2021-04-21,Perlis,female,80-84,7
2021-04-21,Perlis,female,85+,2
2021-04-21,Perlis,male,0-12,0
2021-04-21,Perlis,male,12-17,4
2021-04-21,Perlis,male,18-24,23
2021-04-21,Perlis,male,25-29,15
2021-04-21,Perlis,male,30-34,19
2021-04-21,Perlis,male,35-39,22
2021-04-21,Perlis,male,40-44,12
2021-04-21,Perlis,male,45-49,3
2021-04-21,Perlis,male,50-54,15
2021-04-21,Perlis,male,55-59,17
2021-04-21,Perlis,male,60-64,29
2021-04-21,Perlis,male,65-69,22
2021-04-21,Perlis,male,70-74,4
2021-04-21,Perlis,male,75-79,5
2021-04-21,Perlis,male,80-84,1
2021-04-21,Perlis,male,85+,2
2021-04-22,Perlis,female,0-12,0
2021-04-22,Perlis,female,12-17,1
2021-04-22,Perlis,female,18-24,26
2021-04-22,Perlis,female,25-29,19
2021-04-22,Perlis,female,30-34,16
2021-04-22,Perlis,female,35-39,13
2021-04-22,Perlis,female,40-44,6
2021-04-22,Perlis,female,45-49,7
2021-04-22,Perlis,female,50-54,12
2021-04-22,Perlis,female,55-59,16
2021-04-22,Perlis,female,60-64,24
2021-04-22,Perlis,female,65-69,13
2021-04-22,Perlis,female,70-74,8
2021-04-22,Perlis,female,75-79,6
2021-04-22,Perlis,female,80-84,2
2021-04-22,Perlis,female,85+,0
2021-04-22,Perlis,male,0-12,0
2021-04-22,Perlis,male,12-17,5
2021-04-22,Perlis,male,18-24,17
2021-04-22,Perlis,male,25-29,15
2021-04-22,Perlis,male,30-34,11
2021-04-22,Perlis,male,35-39,9
2021-04-22,Perlis,male,40-44,9
2021-04-22,Perlis,male,45-49,13
2021-04-22,Perlis,male,50-54,5
2021-04-22,Perlis,male,55-59,12
2021-04-22,Perlis,male,60-64,21
2021-04-22,Perlis,male,65-69,8
2021-04-22,Perlis,male,70-74,10
2021-04-22,Perlis,male,75-79,8
2021-04-22,Perlis,male,80-84,2
2021-04-22,Perlis,male,85+,3
2021-04-23,Perlis,female,0-12,1
2021-04-23,Perlis,female,12-17,0
2021-04-23,Perlis,female,18-24,1
2021-04-23,Perlis,female,25-29,2
2021-04-23,Perlis,female,30-34,0
2021-04-23,Perlis,female,35-39,0
2021-04-23,Perlis,female,40-44,0
2021-04-23,Perlis,female,45-49,0
2021-04-23,Perlis,female,50-54,0
2021-04-23,Perlis,female,55-59,1
2021-04-23,Perlis,female,60-64,2
2021-04-23,Perlis,female,65-69,0
2021-04-23,Perlis,female,70-74,1
2021-04-23,Perlis,female,75-79,1
2021-04-23,Perlis,female,80-84,0
2021-04-23,Perlis,female,85+,0
2021-04-23,Perlis,male,0-12,2
2021-04-23,Perlis,male,12-17,0
2021-04-23,Perlis,male,18-24,1
2021-04-23,Perlis,male,25-29,0
2021-04-23,Perlis,male,30-34,0
2021-04-23,Perlis,male,35-39,1
2021-04-23,Perlis,male,40-44,2
2021-04-23,Perlis,male,45-49,1
2021-04-23,Perlis,male,50-54,0
2021-04-23,Perlis,male,55-59,0
2021-04-23,Perlis,male,60-64,0
2021-04-23,Perlis,male,65-69,2
2021-04-23,Perlis,male,70-74,0
2021-04-23,Perlis,male,75-79,0
2021-04-23,Perlis,male,80-84,1
2021-04-23,Perlis,male,85+,0
2021-04-24,Perlis,female,0-12,0
2021-04-24,Perlis,female,12-17,0
2021-04-24,Perlis,female,18-24,4
2021-04-24,Perlis,female,25-29,0
2021-04-24,Perlis,female,30-34,1
2021-04-24,Perlis,female,35-39,1
2021-04-24,Perlis,female,40-44,0
