date_reg,type,maker,colour,fuel,state
2000-01-02,motosikal,Suzuki,blue,petrol,Kelantan
2000-01-02,motosikal,Yamaha,red,petrol,Terengganu
2000-01-02,motosikal,Yamaha,silver,petrol,Kelantan
2000-01-02,motosikal,Yamaha,red,petrol,Kedah
2000-01-02,motosikal,Yamaha,red,petrol,Kedah
2000-01-02,motosikal,Yamaha,blue,petrol,Terengganu
2000-01-02,motosikal,Yamaha,blue,petrol,Terengganu
2000-01-02,motosikal,Yamaha,green,petrol,Terengganu
2000-01-02,motosikal,Yamaha,blue,petrol,Kedah
2000-01-02,motosikal,Yamaha,green,petrol,Kelantan
2000-01-02,motosikal,Yamaha,red,petrol,Terengganu
2000-01-02,motosikal,Yamaha,blue,petrol,Kedah
2000-01-02,motosikal,Yamaha,red,petrol,Kelantan
2000-01-02,motosikal,Yamaha,blue,petrol,Kedah
2000-01-02,motosikal,Yamaha,red,petrol,Kelantan
2000-01-02,motosikal,Yamaha,grey,petrol,Kelantan
2000-01-02,motosikal,Yamaha,red,petrol,Kelantan
2000-01-02,motosikal,Yamaha,red,petrol,Kedah
2000-01-02,motosikal,Yamaha,red,petrol,Kedah
2000-01-03,motosikal,Honda,red,petrol,Melaka
2000-01-03,motosikal,Honda,black,petrol,Perak
2000-01-03,motosikal,Honda,red,petrol,Johor
2000-01-03,motosikal,Honda,black,petrol,Sarawak
2000-01-03,motosikal,Honda,blue,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,blue,petrol,Perlis
2000-01-03,motosikal,Honda,blue,petrol,Kedah
2000-01-03,motosikal,Honda,blue,petrol,Johor
2000-01-03,motosikal,Honda,black,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Selangor
2000-01-03,motosikal,Honda,blue,petrol,Johor
2000-01-03,motosikal,Honda,black,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Selangor
2000-01-03,motosikal,Honda,black,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Johor
2000-01-03,motosikal,Honda,black,petrol,Kedah
2000-01-03,motosikal,Honda,blue,petrol,Negeri Sembilan
2000-01-03,motosikal,Honda,black,petrol,Johor
2000-01-03,motosikal,Honda,black,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,blue,petrol,Terengganu
2000-01-03,motosikal,Honda,black,petrol,Negeri Sembilan
2000-01-03,motosikal,Honda,black,petrol,Sarawak
2000-01-03,motosikal,Honda,black,petrol,W.P. Kuala Lumpur
2000-01-03,motosikal,Honda,blue,petrol,Perak
2000-01-03,motosikal,Honda,black,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,blue,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Johor
2000-01-03,motosikal,Honda,blue,petrol,Selangor
2000-01-03,motosikal,Honda,blue,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,black,petrol,Kedah
2000-01-03,motosikal,Honda,red,petrol,Johor
2000-01-03,motosikal,Honda,black,petrol,Pahang
2000-01-03,motosikal,Honda,red,petrol,Terengganu
2000-01-03,motosikal,Honda,black,petrol,Johor
2000-01-03,motosikal,Honda,black,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,black,petrol,Sarawak
2000-01-03,motosikal,Honda,blue,petrol,Pahang
2000-01-03,motosikal,Honda,black,petrol,W.P. Kuala Lumpur
2000-01-03,motosikal,Honda,black,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Johor
2000-01-03,motosikal,Honda,red,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Pahang
2000-01-03,motosikal,Honda,blue,petrol,Johor
2000-01-03,motosikal,Honda,black,petrol,Pahang
2000-01-03,motosikal,Honda,blue,petrol,W.P. Kuala Lumpur
2000-01-03,motosikal,Honda,red,petrol,Selangor
2000-01-03,motosikal,Honda,blue,petrol,Negeri Sembilan
2000-01-03,motosikal,Honda,black,petrol,Melaka
2000-01-03,motosikal,Honda,blue,petrol,Kedah
2000-01-03,motosikal,Honda,blue,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Selangor
2000-01-03,motosikal,Honda,black,petrol,Perak
2000-01-03,motosikal,Honda,black,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,black,petrol,Melaka
2000-01-03,motosikal,Honda,blue,petrol,W.P. Kuala Lumpur
2000-01-03,motosikal,Honda,blue,petrol,Johor
2000-01-03,motosikal,Honda,black,petrol,Perak
2000-01-03,motosikal,Honda,red,petrol,Negeri Sembilan
2000-01-03,motosikal,Honda,black,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,blue,petrol,Selangor
2000-01-03,motosikal,Honda,black,petrol,Johor
2000-01-03,motosikal,Honda,black,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,black,petrol,Pahang
2000-01-03,motosikal,Honda,blue,petrol,Sarawak
2000-01-03,motosikal,Honda,black,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Selangor
2000-01-03,motosikal,Honda,blue,petrol,Selangor
2000-01-03,motosikal,Honda,black,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,blue,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,W.P. Kuala Lumpur
2000-01-03,motosikal,Honda,blue,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,red,petrol,Negeri Sembilan
2000-01-03,motosikal,Honda,blue,petrol,Pahang
2000-01-03,motosikal,Honda,black,petrol,Sabah
2000-01-03,motosikal,Honda,blue,petrol,Perak
2000-01-03,motosikal,Honda,black,petrol,Perlis
2000-01-03,motosikal,Honda,black,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,red,petrol,Perak
2000-01-03,motosikal,Honda,black,petrol,Terengganu
2000-01-03,motosikal,Honda,red,petrol,Johor
2000-01-03,motosikal,Honda,red,petrol,Kedah
2000-01-03,motosikal,Honda,black,petrol,Selangor
2000-01-03,motosikal,Honda,black,petrol,Johor
2000-01-03,motosikal,Honda,blue,petrol,Melaka
2000-01-03,motosikal,Honda,red,petrol,Terengganu
2000-01-03,motosikal,Honda,black,petrol,Terengganu
2000-01-03,motosikal,Honda,black,petrol,Sarawak
2000-01-03,motosikal,Honda,blue,petrol,Negeri Sembilan
2000-01-03,motosikal,Honda,blue,petrol,Negeri Sembilan
2000-01-03,motosikal,Honda,blue,petrol,Sarawak
2000-01-03,motosikal,Honda,red,petrol,Perak
2000-01-03,motosikal,Honda,red,petrol,Johor
2000-01-03,motosikal,Honda,black,petrol,Selangor
2000-01-03,motosikal,Honda,blue,petrol,Pahang
2000-01-03,motosikal,Honda,red,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Terengganu
2000-01-03,motosikal,Honda,black,petrol,Johor
2000-01-03,motosikal,Honda,blue,petrol,Perak
2000-01-03,motosikal,Honda,black,petrol,Kedah
2000-01-03,motosikal,Honda,black,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Kelantan
2000-01-03,motosikal,Honda,blue,petrol,Negeri Sembilan
2000-01-03,motosikal,Honda,blue,petrol,Melaka
2000-01-03,motosikal,Honda,black,petrol,Kedah
2000-01-03,motosikal,Honda,blue,petrol,Selangor
2000-01-03,motosikal,Honda,black,petrol,Kedah
2000-01-03,motosikal,Honda,blue,petrol,W.P. Kuala Lumpur
2000-01-03,motosikal,Honda,blue,petrol,Johor
2000-01-03,motosikal,Honda,blue,petrol,Perak
2000-01-03,motosikal,Honda,red,petrol,Sarawak
2000-01-03,motosikal,Honda,black,petrol,Selangor
2000-01-03,motosikal,Honda,blue,petrol,W.P. Kuala Lumpur
2000-01-03,motosikal,Honda,black,petrol,Johor
2000-01-03,motosikal,Honda,red,petrol,Johor
2000-01-03,motosikal,Honda,blue,petrol,Perak
2000-01-03,motosikal,Honda,red,petrol,Terengganu
2000-01-03,motosikal,Honda,blue,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,blue,petrol,Perak
2000-01-03,motosikal,Honda,black,petrol,Melaka
2000-01-03,motosikal,Honda,blue,petrol,Kedah
2000-01-03,motosikal,Honda,blue,petrol,Johor
2000-01-03,motosikal,Honda,black,petrol,Sarawak
2000-01-03,motosikal,Honda,blue,petrol,W.P. Kuala Lumpur
2000-01-03,motosikal,Honda,red,petrol,W.P. Kuala Lumpur
2000-01-03,motosikal,Honda,black,petrol,Kelantan
2000-01-03,motosikal,Honda,blue,petrol,W.P. Kuala Lumpur
2000-01-03,motosikal,Honda,blue,petrol,W.P. Kuala Lumpur
2000-01-03,motosikal,Honda,black,petrol,Johor
2000-01-03,motosikal,Honda,blue,petrol,W.P. Kuala Lumpur
2000-01-03,motosikal,Honda,blue,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Perlis
2000-01-03,motosikal,Honda,blue,petrol,Melaka
2000-01-03,motosikal,Honda,black,petrol,W.P. Kuala Lumpur
2000-01-03,motosikal,Honda,blue,petrol,Selangor
2000-01-03,motosikal,Honda,blue,petrol,Kelantan
2000-01-03,motosikal,Honda,blue,petrol,Kelantan
2000-01-03,motosikal,Honda,blue,petrol,Perak
2000-01-03,motosikal,Honda,black,petrol,Perak
2000-01-03,motosikal,Honda,red,petrol,Negeri Sembilan
2000-01-03,motosikal,Honda,blue,petrol,Johor
2000-01-03,motosikal,Honda,black,petrol,Johor
2000-01-03,motosikal,Honda,blue,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,blue,petrol,Johor
2000-01-03,motosikal,Honda,black,petrol,Kedah
2000-01-03,motosikal,Honda,black,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,blue,petrol,Selangor
2000-01-03,motosikal,Honda,black,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Perak
2000-01-03,motosikal,Honda,black,petrol,Kedah
2000-01-03,motosikal,Honda,blue,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Perak
2000-01-03,motosikal,Honda,black,petrol,Kedah
2000-01-03,motosikal,Honda,black,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Sarawak
2000-01-03,motosikal,Honda,blue,petrol,W.P. Kuala Lumpur
2000-01-03,motosikal,Honda,black,petrol,Negeri Sembilan
2000-01-03,motosikal,Honda,blue,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Terengganu
2000-01-03,motosikal,Honda,blue,petrol,Kedah
2000-01-03,motosikal,Honda,black,petrol,Kedah
2000-01-03,motosikal,Honda,black,petrol,W.P. Kuala Lumpur
2000-01-03,motosikal,Honda,blue,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,black,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Johor
2000-01-03,motosikal,Honda,blue,petrol,Negeri Sembilan
2000-01-03,motosikal,Honda,black,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,blue,petrol,Johor
2000-01-03,motosikal,Honda,blue,petrol,Kelantan
2000-01-03,motosikal,Honda,red,petrol,Pahang
2000-01-03,motosikal,Honda,blue,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,green,petrol,Kedah
2000-01-03,motosikal,Honda,green,petrol,Perak
2000-01-03,motosikal,Honda,green,petrol,Selangor
2000-01-03,motosikal,Honda,green,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,blue,petrol,Johor
2000-01-03,motosikal,Honda,green,petrol,Selangor
2000-01-03,motosikal,Honda,green,petrol,Kedah
2000-01-03,motosikal,Honda,green,petrol,Negeri Sembilan
2000-01-03,motosikal,Honda,green,petrol,Perak
2000-01-03,motosikal,Honda,green,petrol,Kedah
2000-01-03,motosikal,Honda,green,petrol,Johor
2000-01-03,motosikal,Honda,green,petrol,Perak
2000-01-03,motosikal,Honda,green,petrol,Perak
2000-01-03,motosikal,Honda,green,petrol,Kedah
2000-01-03,motosikal,Honda,green,petrol,Terengganu
2000-01-03,motosikal,Honda,green,petrol,Perak
2000-01-03,motosikal,Honda,green,petrol,Perak
2000-01-03,motosikal,Honda,green,petrol,W.P. Kuala Lumpur
2000-01-03,motosikal,Honda,green,petrol,Perak
2000-01-03,motosikal,Honda,green,petrol,Perak
2000-01-03,motosikal,Honda,green,petrol,Johor
2000-01-03,motosikal,Honda,green,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,green,petrol,Perak
2000-01-03,motosikal,Honda,green,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,green,petrol,Perak
2000-01-03,motosikal,Honda,green,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,green,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,green,petrol,Perak
2000-01-03,motosikal,Honda,black,petrol,Perak
2000-01-03,motosikal,Honda,green,petrol,Selangor
2000-01-03,motosikal,Honda,blue,petrol,Perak
2000-01-03,motosikal,Honda,black,petrol,Kelantan
2000-01-03,motosikal,Honda,blue,petrol,Terengganu
2000-01-03,motosikal,Honda,red,petrol,Johor
2000-01-03,motosikal,Honda,green,petrol,Selangor
2000-01-03,motosikal,Honda,blue,petrol,Perak
2000-01-03,motosikal,Honda,green,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,green,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Johor
2000-01-03,motosikal,Honda,black,petrol,Perak
2000-01-03,motosikal,Honda,red,petrol,Perak
2000-01-03,motosikal,Honda,green,petrol,Perak
2000-01-03,motosikal,Honda,black,petrol,W.P. Kuala Lumpur
2000-01-03,motosikal,Honda,green,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Johor
2000-01-03,motosikal,Honda,black,petrol,Johor
2000-01-03,motosikal,Honda,green,petrol,Selangor
2000-01-03,motosikal,Honda,red,petrol,Perak
2000-01-03,motosikal,Honda,black,petrol,Perak
2000-01-03,motosikal,Honda,red,petrol,Perak
2000-01-03,motosikal,Honda,green,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Johor
2000-01-03,motosikal,Honda,red,petrol,Selangor
2000-01-03,motosikal,Honda,blue,petrol,Perak
2000-01-03,motosikal,Honda,blue,petrol,Johor
2000-01-03,motosikal,Honda,green,petrol,Johor
2000-01-03,motosikal,Honda,green,petrol,Selangor
2000-01-03,motosikal,Honda,green,petrol,Selangor
2000-01-03,motosikal,Honda,green,petrol,W.P. Kuala Lumpur
2000-01-03,motosikal,Honda,green,petrol,Johor
2000-01-03,motosikal,Honda,blue,petrol,Johor
2000-01-03,motosikal,Honda,blue,petrol,Johor
2000-01-03,motosikal,Honda,green,petrol,Selangor
2000-01-03,motosikal,Honda,green,petrol,Sabah
2000-01-03,motosikal,Honda,black,petrol,Melaka
2000-01-03,motosikal,Honda,green,petrol,Pahang
2000-01-03,motosikal,Honda,blue,petrol,Johor
2000-01-03,motosikal,Honda,blue,petrol,W.P. Kuala Lumpur
2000-01-03,motosikal,Honda,green,petrol,Perak
2000-01-03,motosikal,Honda,black,petrol,Kelantan
2000-01-03,motosikal,Honda,red,petrol,Melaka
2000-01-03,motosikal,Honda,blue,petrol,Terengganu
2000-01-03,motosikal,Honda,green,petrol,Kelantan
2000-01-03,motosikal,Honda,red,petrol,Sarawak
2000-01-03,motosikal,Honda,black,petrol,Perak
2000-01-03,motosikal,Honda,black,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,blue,petrol,Melaka
2000-01-03,motosikal,Honda,black,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,blue,petrol,Johor
2000-01-03,motosikal,Honda,red,petrol,Pulau Pinang
2000-01-03,motosikal,Honda,red,petrol,Johor
2000-01-03,motosikal,Honda,blue,petrol,Perak
2000-01-03,motosikal,Honda,red,petrol,Melaka
2000-01-03,motosikal,Honda,blue,petrol,Sabah
2000-01-03,motosikal,Honda,red,petrol,Pahang
2000-01-03,motosikal,Honda,green,petrol,Melaka
2000-01-03,motosikal,Honda,red,petrol,W.P. Labuan
2000-01-03,motosikal,Honda,blue,petrol,Kelantan
