date_reg,type,maker,colour,fuel,state
2004-01-01,motosikal,Allied Pacific Motor,red,petrol,Johor
2004-01-01,motosikal,Allied Pacific Motor,silver,petrol,Terengganu
2004-01-01,motosikal,Allied Pacific Motor,blue,petrol,Kedah
2004-01-01,motosikal,Allied Pacific Motor,black,petrol,Kedah
2004-01-01,motosikal,Allied Pacific Motor,green,petrol,Kedah
2004-01-01,motosikal,Allied Pacific Motor,blue,petrol,Kedah
2004-01-01,motosikal,Allied Pacific Motor,red,petrol,Kedah
2004-01-01,motosikal,Allied Pacific Motor,blue,petrol,Johor
2004-01-01,motosikal,Allied Pacific Motor,silver,petrol,Kedah
2004-01-01,motosikal,Allied Pacific Motor,silver,petrol,Johor
2004-01-01,motosikal,Allied Pacific Motor,blue,petrol,Johor
2004-01-01,motosikal,Allied Pacific Motor,black,petrol,Kedah
2004-01-01,motosikal,Allied Pacific Motor,blue,petrol,Johor
2004-01-01,motosikal,Allied Pacific Motor,black,petrol,Johor
2004-01-01,motosikal,Allied Pacific Motor,silver,petrol,Kelantan
2004-01-01,motosikal,Allied Pacific Motor,blue,petrol,Kelantan
2004-01-01,motosikal,Allied Pacific Motor,silver,petrol,Kelantan
2004-01-01,motosikal,Allied Pacific Motor,blue,petrol,Kelantan
2004-01-01,motosikal,Allied Pacific Motor,blue,petrol,Perlis
2004-01-01,motosikal,Allied Pacific Motor,blue,petrol,Kelantan
2004-01-01,motosikal,Bullocks,blue,petrol,Johor
2004-01-01,motosikal,Bullocks,red,petrol,Johor
2004-01-01,motosikal,Bullocks,black,petrol,Johor
2004-01-01,motosikal,Bullocks,green,petrol,Johor
2004-01-01,motosikal,Bullocks,blue,petrol,Terengganu
2004-01-01,motosikal,Bullocks,blue,petrol,Johor
2004-01-01,motosikal,Bullocks,red,petrol,Terengganu
2004-01-01,motosikal,Bullocks,blue,petrol,Johor
2004-01-01,motosikal,Bullocks,black,petrol,Kedah
2004-01-01,motosikal,Bullocks,red,petrol,Johor
2004-01-01,motosikal,Bullocks,red,petrol,Johor
2004-01-01,motosikal,Bullocks,maroon,petrol,Johor
2004-01-01,motosikal,Bullocks,red,petrol,Kelantan
2004-01-01,motosikal,Bullocks,silver,petrol,Kelantan
2004-01-01,motosikal,Bullocks,green,petrol,Kelantan
2004-01-01,motosikal,DNC Asiatic,silver,petrol,Terengganu
2004-01-01,motosikal,DNC Asiatic,blue,petrol,Johor
2004-01-01,motosikal,DNC Asiatic,blue,petrol,Terengganu
2004-01-01,motosikal,DNC Asiatic,black,petrol,Johor
2004-01-01,motosikal,DNC Asiatic,pink,petrol,Johor
2004-01-01,motosikal,DNC Asiatic,blue,petrol,Kelantan
2004-01-01,motosikal,DNC Asiatic,black,petrol,Kelantan
2004-01-01,motosikal,Honda,black,petrol,Kedah
2004-01-01,motosikal,Honda,black,petrol,Terengganu
2004-01-01,motosikal,Honda,blue,petrol,Johor
2004-01-01,motosikal,Honda,black,petrol,Perlis
2004-01-01,motosikal,Honda,blue,petrol,Kedah
2004-01-01,motosikal,Honda,blue,petrol,Terengganu
2004-01-01,motosikal,Honda,black,petrol,Johor
2004-01-01,motosikal,Honda,blue,petrol,Kedah
2004-01-01,motosikal,Honda,black,petrol,Kedah
2004-01-01,motosikal,Honda,blue,petrol,Johor
2004-01-01,motosikal,Honda,black,petrol,Kedah
2004-01-01,motosikal,Honda,blue,petrol,Johor
2004-01-01,motosikal,Honda,black,petrol,Terengganu
2004-01-01,motosikal,Honda,blue,petrol,Kedah
2004-01-01,motosikal,Honda,blue,petrol,Kedah
2004-01-01,motosikal,Honda,black,petrol,Johor
2004-01-01,motosikal,Honda,black,petrol,Kedah
2004-01-01,motosikal,Honda,black,petrol,Johor
2004-01-01,motosikal,Honda,black,petrol,Johor
2004-01-01,motosikal,Honda,red,petrol,Johor
2004-01-01,motosikal,Honda,blue,petrol,Kedah
2004-01-01,motosikal,Honda,blue,petrol,Kedah
2004-01-01,motosikal,Honda,black,petrol,Johor
2004-01-01,motosikal,Honda,black,petrol,Kelantan
2004-01-01,motosikal,Honda,red,petrol,Kelantan
2004-01-01,motosikal,Honda,black,petrol,Johor
2004-01-01,motosikal,Honda,black,petrol,Kedah
2004-01-01,motosikal,Honda,blue,petrol,Kedah
2004-01-01,motosikal,Honda,black,petrol,Terengganu
2004-01-01,motosikal,Honda,red,petrol,Johor
2004-01-01,motosikal,Honda,black,petrol,Terengganu
2004-01-01,motosikal,Honda,black,petrol,Kedah
2004-01-01,motosikal,Honda,black,petrol,Johor
2004-01-01,motosikal,Honda,black,petrol,Johor
2004-01-01,motosikal,Honda,blue,petrol,Johor
2004-01-01,motosikal,Honda,black,petrol,Kelantan
2004-01-01,motosikal,Honda,black,petrol,Kelantan
2004-01-01,motosikal,Honda,red,petrol,Kedah
2004-01-01,motosikal,Honda,black,petrol,Terengganu
2004-01-01,motosikal,Honda,black,petrol,Kedah
2004-01-01,motosikal,Honda,blue,petrol,Johor
2004-01-01,motosikal,Honda,black,petrol,Johor
2004-01-01,motosikal,Honda,black,petrol,Kedah
2004-01-01,motosikal,Honda,black,petrol,Terengganu
2004-01-01,motosikal,Honda,black,petrol,Kelantan
2004-01-01,motosikal,Honda,blue,petrol,Johor
2004-01-01,motosikal,Honda,black,petrol,Johor
2004-01-01,motosikal,Honda,blue,petrol,Kedah
2004-01-01,motosikal,Honda,black,petrol,Kedah
2004-01-01,motosikal,Honda,black,petrol,Kedah
2004-01-01,motosikal,Honda,blue,petrol,Johor
2004-01-01,motosikal,Honda,black,petrol,Johor
2004-01-01,motosikal,Honda,blue,petrol,Johor
2004-01-01,motosikal,Honda,black,petrol,Johor
2004-01-01,motosikal,Honda,black,petrol,Kedah
2004-01-01,motosikal,Honda,black,petrol,Terengganu
2004-01-01,motosikal,Honda,black,petrol,Johor
2004-01-01,motosikal,Honda,blue,petrol,Johor
2004-01-01,motosikal,Honda,blue,petrol,Kedah
2004-01-01,motosikal,Honda,blue,petrol,Johor
2004-01-01,motosikal,Honda,red,petrol,Johor
2004-01-01,motosikal,Honda,black,petrol,Terengganu
2004-01-01,motosikal,Honda,black,petrol,Kedah
2004-01-01,motosikal,Honda,black,petrol,Johor
2004-01-01,motosikal,Honda,black,petrol,Kedah
2004-01-01,motosikal,Honda,black,petrol,Kedah
2004-01-01,motosikal,Honda,black,petrol,Terengganu
2004-01-01,motosikal,Honda,blue,petrol,Perlis
2004-01-01,motosikal,Honda,blue,petrol,Johor
2004-01-01,motosikal,Honda,red,petrol,Kedah
2004-01-01,motosikal,Honda,blue,petrol,Kedah
2004-01-01,motosikal,Honda,blue,petrol,Johor
2004-01-01,motosikal,Honda,black,petrol,Perlis
2004-01-01,motosikal,Honda,black,petrol,Kedah
2004-01-01,motosikal,Honda,blue,petrol,Kedah
2004-01-01,motosikal,Honda,black,petrol,Johor
2004-01-01,motosikal,Honda,blue,petrol,Terengganu
2004-01-01,motosikal,Honda,green,petrol,Kelantan
2004-01-01,motosikal,Honda,green,petrol,Johor
2004-01-01,motosikal,Honda,green,petrol,Kedah
2004-01-01,motosikal,Honda,green,petrol,Johor
2004-01-01,motosikal,Honda,green,petrol,Kelantan
2004-01-01,motosikal,Honda,green,petrol,Johor
2004-01-01,motosikal,Honda,green,petrol,Terengganu
2004-01-01,motosikal,Honda,grey,petrol,Kelantan
2004-01-01,motosikal,Honda,grey,petrol,Johor
2004-01-01,motosikal,Honda,grey,petrol,Terengganu
2004-01-01,motosikal,Honda,blue,petrol,Terengganu
2004-01-01,motosikal,Honda,blue,petrol,Kedah
2004-01-01,motosikal,Honda,grey,petrol,Terengganu
2004-01-01,motosikal,Honda,red,petrol,Kedah
2004-01-01,motosikal,Honda,grey,petrol,Johor
2004-01-01,motosikal,Honda,blue,petrol,Johor
2004-01-01,motosikal,Honda,red,petrol,Kelantan
2004-01-01,motosikal,Honda,grey,petrol,Kelantan
2004-01-01,motosikal,Honda,red,petrol,Terengganu
2004-01-01,motosikal,Honda,grey,petrol,Terengganu
2004-01-01,motosikal,Honda,blue,petrol,Johor
