date_reg,type,maker,colour,fuel,state
2002-01-01,motosikal,Honda,black,petrol,Terengganu
2002-01-01,motosikal,Honda,black,petrol,Johor
2002-01-01,motosikal,Honda,blue,petrol,Johor
2002-01-01,motosikal,Honda,black,petrol,Johor
2002-01-01,motosikal,Honda,black,petrol,Kedah
2002-01-01,motosikal,Honda,blue,petrol,Johor
2002-01-01,motosikal,Honda,blue,petrol,Johor
2002-01-01,motosikal,Honda,blue,petrol,Kedah
2002-01-01,motosikal,Honda,blue,petrol,Johor
2002-01-01,motosikal,Honda,blue,petrol,Johor
2002-01-01,motosikal,Honda,blue,petrol,Kelantan
2002-01-01,motosikal,Honda,blue,petrol,Johor
2002-01-01,motosikal,Honda,black,petrol,Kelantan
2002-01-01,motosikal,Honda,blue,petrol,Kedah
2002-01-01,motosikal,Honda,black,petrol,Johor
2002-01-01,motosikal,Honda,black,petrol,Kedah
2002-01-01,motosikal,Honda,blue,petrol,Johor
2002-01-01,motosikal,Honda,blue,petrol,Johor
2002-01-01,motosikal,Honda,black,petrol,Terengganu
2002-01-01,motosikal,Honda,blue,petrol,Johor
2002-01-01,motosikal,Honda,black,petrol,Johor
2002-01-01,motosikal,Honda,blue,petrol,Kedah
2002-01-01,motosikal,Honda,black,petrol,Johor
2002-01-01,motosikal,Honda,black,petrol,Kelantan
2002-01-01,motosikal,Honda,blue,petrol,Kedah
2002-01-01,motosikal,Honda,black,petrol,Kelantan
2002-01-01,motosikal,Honda,black,petrol,Johor
2002-01-01,motosikal,Honda,blue,petrol,Terengganu
2002-01-01,motosikal,Honda,black,petrol,Kelantan
2002-01-01,motosikal,Honda,black,petrol,Kedah
2002-01-01,motosikal,Honda,black,petrol,Terengganu
2002-01-01,motosikal,Honda,red,petrol,Terengganu
2002-01-01,motosikal,Honda,black,petrol,Terengganu
2002-01-01,motosikal,Honda,blue,petrol,Johor
2002-01-01,motosikal,Honda,red,petrol,Kedah
2002-01-01,motosikal,Honda,blue,petrol,Johor
2002-01-01,motosikal,Honda,black,petrol,Johor
2002-01-01,motosikal,Honda,black,petrol,Terengganu
2002-01-01,motosikal,Honda,blue,petrol,Kedah
2002-01-01,motosikal,Honda,blue,petrol,Kedah
2002-01-01,motosikal,Honda,blue,petrol,Kelantan
2002-01-01,motosikal,Honda,red,petrol,Terengganu
2002-01-01,motosikal,Honda,blue,petrol,Kedah
2002-01-01,motosikal,Honda,black,petrol,Kedah
2002-01-01,motosikal,Honda,blue,petrol,Kedah
2002-01-01,motosikal,Honda,red,petrol,Terengganu
2002-01-01,motosikal,Honda,green,petrol,Perlis
2002-01-01,motosikal,Honda,green,petrol,Johor
2002-01-01,motosikal,Honda,green,petrol,Kelantan
2002-01-01,motosikal,Honda,green,petrol,Perlis
2002-01-01,motosikal,Honda,blue,petrol,Johor
2002-01-01,motosikal,Honda,blue,petrol,Kedah
2002-01-01,motosikal,Honda,blue,petrol,Kedah
2002-01-01,motosikal,Honda,blue,petrol,Kelantan
2002-01-01,motosikal,Honda,green,petrol,Kedah
2002-01-01,motosikal,Honda,green,petrol,Kedah
2002-01-01,motosikal,Honda,blue,petrol,Kedah
2002-01-01,motosikal,Modenas,green,petrol,Perlis
2002-01-01,motosikal,Modenas,silver,petrol,Johor
2002-01-01,motosikal,Modenas,silver,petrol,Johor
2002-01-01,motosikal,Modenas,blue,petrol,Johor
2002-01-01,motosikal,Modenas,black,petrol,Johor
2002-01-01,motosikal,Modenas,blue,petrol,Johor
2002-01-01,motosikal,Modenas,blue,petrol,Johor
2002-01-01,motosikal,Modenas,blue,petrol,Johor
2002-01-01,motosikal,Modenas,black,petrol,Terengganu
2002-01-01,motosikal,Modenas,green,petrol,Johor
2002-01-01,motosikal,Modenas,black,petrol,Johor
2002-01-01,motosikal,Modenas,black,petrol,Johor
2002-01-01,motosikal,Modenas,blue,petrol,Johor
2002-01-01,motosikal,Modenas,blue,petrol,Johor
2002-01-01,motosikal,Modenas,black,petrol,Johor
2002-01-01,motosikal,Modenas,blue,petrol,Johor
2002-01-01,motosikal,Modenas,black,petrol,Terengganu
