series,date,section,index,index_sa
growth_mom,2013-09-01,A,0.86,
growth_mom,2013-10-01,A,-0.426,
growth_mom,2013-11-01,A,5.353,
growth_mom,2013-12-01,A,1.829,
growth_mom,2014-01-01,A,-0.299,
growth_mom,2014-02-01,A,2.202,
growth_mom,2014-03-01,A,4.799,
growth_mom,2014-04-01,A,-4.579,
growth_mom,2014-05-01,A,-2.547,
growth_mom,2014-06-01,A,-2.513,
growth_mom,2014-07-01,A,-1.649,
growth_mom,2014-08-01,A,-6.184,
growth_mom,2014-09-01,A,-2.346,
growth_mom,2014-10-01,A,2.174,
growth_mom,2014-11-01,A,1.68,
growth_mom,2014-12-01,A,0.11,
growth_mom,2015-01-01,A,4.73,
growth_mom,2015-02-01,A,-0.21,
growth_mom,2015-03-01,A,0.0,
growth_mom,2015-04-01,A,-3.158,
growth_mom,2015-05-01,A,-0.652,
growth_mom,2015-06-01,A,2.516,
growth_mom,2015-07-01,A,-1.708,
growth_mom,2015-08-01,A,-4.995,
growth_mom,2015-09-01,A,1.029,
growth_mom,2015-10-01,A,5.317,
growth_mom,2015-11-01,A,-2.256,
growth_mom,2015-12-01,A,1.648,
growth_mom,2016-01-01,A,3.568,
growth_mom,2016-02-01,A,3.34,
growth_mom,2016-03-01,A,3.939,
growth_mom,2016-04-01,A,2.818,
growth_mom,2016-05-01,A,0.095,
growth_mom,2016-06-01,A,-0.944,
growth_mom,2016-07-01,A,-2.765,
growth_mom,2016-08-01,A,5.784,
growth_mom,2016-09-01,A,5.097,
growth_mom,2016-10-01,A,-4.056,
growth_mom,2016-11-01,A,5.974,
growth_mom,2016-12-01,A,7.892,
growth_mom,2017-01-01,A,2.733,
growth_mom,2017-02-01,A,0.156,0.162
growth_mom,2017-03-01,A,-8.516,-8.576
growth_mom,2017-04-01,A,-6.063,-4.779
growth_mom,2017-05-01,A,2.455,3.996
growth_mom,2017-06-01,A,-2.307,-1.34
growth_mom,2017-07-01,A,-0.091,0.815
growth_mom,2017-08-01,A,1.273,4.313
growth_mom,2017-09-01,A,3.321,1.809
growth_mom,2017-10-01,A,-1.39,-0.254
growth_mom,2017-11-01,A,-0.264,-2.29
growth_mom,2017-12-01,A,-5.3,-6.944
growth_mom,2018-01-01,A,2.705,-0.933
growth_mom,2018-02-01,A,-2.543,-2.448
growth_mom,2018-03-01,A,-2.889,-2.799
growth_mom,2018-04-01,A,-1.631,-0.397
growth_mom,2018-05-01,A,-0.585,0.897
growth_mom,2018-06-01,A,-2.846,-1.779
growth_mom,2018-07-01,A,-1.616,-0.805
growth_mom,2018-08-01,A,-0.719,2.231
growth_mom,2018-09-01,A,-0.517,-2.083
growth_mom,2018-10-01,A,-2.807,-1.722
growth_mom,2018-11-01,A,-6.417,-8.247
growth_mom,2018-12-01,A,0.914,-0.899
growth_mom,2019-01-01,A,7.248,2.834
growth_mom,2019-02-01,A,0.211,0.221
growth_mom,2019-03-01,A,-5.796,-1.54
growth_mom,2019-04-01,A,1.007,0.894
growth_mom,2019-05-01,A,-1.55,-0.332
growth_mom,2019-06-01,A,1.125,2.556
growth_mom,2019-07-01,A,1.335,1.3
growth_mom,2019-08-01,A,5.159,3.209
growth_mom,2019-09-01,A,-0.731,-2.073
growth_mom,2019-10-01,A,-0.21,0.952
growth_mom,2019-11-01,A,10.537,10.377
growth_mom,2019-12-01,A,2.574,3.419
growth_mom,2020-01-01,A,3.81,-1.837
growth_mom,2020-02-01,A,-7.252,-7.203
growth_mom,2020-03-01,A,-2.124,2.52
growth_mom,2020-04-01,A,-3.156,-3.245
growth_mom,2020-05-01,A,-4.481,-3.455
growth_mom,2020-06-01,A,10.341,12.0
growth_mom,2020-07-01,A,0.87,0.752
growth_mom,2020-08-01,A,6.034,3.825
growth_mom,2020-09-01,A,2.529,1.078
growth_mom,2020-10-01,A,1.145,2.578
growth_mom,2020-11-01,A,11.063,10.832
growth_mom,2020-12-01,A,4.235,5.238
growth_mom,2021-01-01,A,3.01,-4.086
growth_mom,2021-02-01,A,2.191,4.957
growth_mom,2021-03-01,A,2.287,6.79
growth_mom,2021-04-01,A,2.795,4.008
growth_mom,2021-05-01,A,2.039,2.326
growth_mom,2021-06-01,A,-10.526,-10.325
growth_mom,2021-07-01,A,2.234,2.39
growth_mom,2021-08-01,A,2.84,0.212
growth_mom,2021-09-01,A,0.283,0.282
growth_mom,2021-10-01,A,1.201,3.096
growth_mom,2021-11-01,A,5.932,0.683
growth_mom,2021-12-01,A,-2.899,-2.305
growth_mom,2022-01-01,A,4.478,0.763
growth_mom,2022-02-01,A,6.883,9.848
growth_mom,2022-03-01,A,8.566,11.787
growth_mom,2022-04-01,A,-2.854,-1.851
growth_mom,2022-05-01,A,0.922,2.343
growth_mom,2022-06-01,A,-9.475,-9.157
growth_mom,2022-07-01,A,-22.32,-21.205
growth_mom,2022-08-01,A,2.516,-0.468
growth_mom,2022-09-01,A,-5.305,-4.545
growth_mom,2022-10-01,A,-2.007,-0.493
growth_mom,2022-11-01,A,5.546,-1.238
growth_mom,2022-12-01,A,-1.698,-1.337
growth_mom,2023-01-01,A,0.164,-1.721
growth_mom,2023-02-01,A,-0.082,1.157
growth_mom,2023-03-01,A,4.766,6.028
growth_mom,2023-04-01,A,0.784,0.088
growth_mom,2023-05-01,A,-0.7,3.515
growth_mom,2023-06-01,A,-1.019,-2.095
growth_mom,2023-07-01,A,1.029,5.414
growth_mom,2023-08-01,A,-1.959,-2.839
growth_mom,2023-09-01,A,-1.359,-0.343
growth_mom,2023-10-01,A,-1.459,-0.935
growth_mom,2023-11-01,A,1.316,-5.383
growth_mom,2023-12-01,A,0.0,0.646
growth_mom,2024-01-01,A,2.029,1.572
growth_mom,2024-02-01,A,2.625,1.377
growth_mom,2024-03-01,A,4.264,1.118
growth_mom,2024-04-01,A,0.743,0.395
growth_mom,2024-05-01,A,-4.649,-1.023
growth_mom,2024-06-01,A,1.084,2.703
growth_mom,2024-07-01,A,1.072,5.341
growth_mom,2024-08-01,A,-2.652,-0.735
growth_mom,2024-09-01,A,1.634,2.813
growth_mom,2024-10-01,A,5.972,5.904
growth_mom,2024-11-01,A,8.454,2.855
growth_mom,2024-12-01,A,1.599,2.115
growth_mom,2025-01-01,A,-3.934,-5.15
growth_mom,2025-02-01,A,1.433,-1.167
growth_mom,2025-03-01,A,-0.538,-4.481
growth_mom,2025-04-01,A,-5.954,-6.447
growth_mom,2025-05-01,A,-5.396,-1.008
growth_mom,2025-06-01,A,-0.989,-0.371
growth_mom,2025-07-01,A,2.535,5.541
growth_mom,2025-08-01,A,3.296,7.309
growth_mom,2025-09-01,A,2.103,3.851
growth_mom,2025-10-01,A,0.923,0.447
growth_mom,2025-11-01,A,-4.645,-8.754
growth_mom,2025-12-01,A,-1.107,0.005
growth_mom,2026-01-01,A,0.299,-2.985
growth_mom,2026-02-01,A,0.967,-1.273
growth_mom,2026-03-01,A,2.8,-0.303
growth_mom,2026-04-01,A,2.366,3.881
growth_mom,2026-05-01,A,0.28,4.835
growth_mom,2026-06-01,A,-0.768,0.559
growth_mom,2026-07-01,A,0.704,1.251
abs,2010-01-01,B,99.4,
abs,2010-02-01,B,97.8,
abs,2010-03-01,B,108.6,
abs,2010-04-01,B,107.7,
abs,2010-05-01,B,91.4,
abs,2010-06-01,B,97.6,
abs,2010-07-01,B,98.4,
abs,2010-08-01,B,97.0,
abs,2010-09-01,B,90.4,
abs,2010-10-01,B,105.7,
abs,2010-11-01,B,100.5,
abs,2010-12-01,B,105.5,
abs,2011-01-01,B,109.8,
abs,2011-02-01,B,107.8,
abs,2011-03-01,B,133.2,
abs,2011-04-01,B,138.7,
abs,2011-05-01,B,137.2,
abs,2011-06-01,B,139.6,
abs,2011-07-01,B,143.6,
abs,2011-08-01,B,144.5,
abs,2011-09-01,B,143.9,
abs,2011-10-01,B,146.8,
abs,2011-11-01,B,140.2,
abs,2011-12-01,B,148.1,
abs,2012-01-01,B,142.1,
abs,2012-02-01,B,149.9,
abs,2012-03-01,B,157.2,
abs,2012-04-01,B,152.5,
abs,2012-05-01,B,139.5,
abs,2012-06-01,B,129.6,
abs,2012-07-01,B,138.3,
abs,2012-08-01,B,148.1,
abs,2012-09-01,B,145.1,
abs,2012-10-01,B,138.7,
abs,2012-11-01,B,128.8,
abs,2012-12-01,B,122.8,
abs,2013-01-01,B,137.5,
abs,2013-02-01,B,145.2,
abs,2013-03-01,B,135.4,
abs,2013-04-01,B,133.8,
abs,2013-05-01,B,129.6,
abs,2013-06-01,B,136.2,
abs,2013-07-01,B,141.4,
abs,2013-08-01,B,145.3,
abs,2013-09-01,B,145.9,
abs,2013-10-01,B,145.0,
abs,2013-11-01,B,144.7,
abs,2013-12-01,B,147.5,
abs,2014-01-01,B,144.4,
abs,2014-02-01,B,152.0,
abs,2014-03-01,B,147.9,
abs,2014-04-01,B,144.9,
abs,2014-05-01,B,145.4,
abs,2014-06-01,B,143.6,
abs,2014-07-01,B,137.9,
abs,2014-08-01,B,131.0,
abs,2014-09-01,B,133.2,
abs,2014-10-01,B,122.1,
abs,2014-11-01,B,116.1,
abs,2014-12-01,B,98.7,
abs,2015-01-01,B,88.8,
abs,2015-02-01,B,96.5,
abs,2015-03-01,B,92.0,
abs,2015-04-01,B,98.2,
abs,2015-05-01,B,94.7,
abs,2015-06-01,B,81.0,
abs,2015-07-01,B,81.2,
abs,2015-08-01,B,77.4,
abs,2015-09-01,B,80.5,
abs,2015-10-01,B,83.8,
abs,2015-11-01,B,79.1,
abs,2015-12-01,B,80.5,
abs,2016-01-01,B,66.9,
abs,2016-02-01,B,69.7,
abs,2016-03-01,B,69.1,
abs,2016-04-01,B,69.1,
abs,2016-05-01,B,72.8,
abs,2016-06-01,B,73.2,
abs,2016-07-01,B,67.0,
abs,2016-08-01,B,72.2,
abs,2016-09-01,B,71.4,
abs,2016-10-01,B,78.7,
abs,2016-11-01,B,75.3,
abs,2016-12-01,B,89.8,
abs,2017-01-01,B,95.5,102.2
abs,2017-02-01,B,94.6,92.8
abs,2017-03-01,B,92.1,91.7
abs,2017-04-01,B,91.2,89.6
abs,2017-05-01,B,85.1,83.0
abs,2017-06-01,B,80.7,83.3
abs,2017-07-01,B,83.1,86.5
abs,2017-08-01,B,84.9,87.6
abs,2017-09-01,B,93.4,92.6
abs,2017-10-01,B,94.1,91.1
abs,2017-11-01,B,98.4,94.7
abs,2017-12-01,B,97.8,95.3
abs,2018-01-01,B,104.0,111.7
abs,2018-02-01,B,97.5,95.7
abs,2018-03-01,B,97.4,97.0
abs,2018-04-01,B,105.7,103.8
abs,2018-05-01,B,110.5,107.6
abs,2018-06-01,B,107.4,111.1
abs,2018-07-01,B,110.2,115.1
abs,2018-08-01,B,109.2,113.0
abs,2018-09-01,B,120.4,119.5
abs,2018-10-01,B,122.9,118.8
abs,2018-11-01,B,102.8,98.8
abs,2018-12-01,B,93.6,91.0
abs,2019-01-01,B,95.3,95.5
abs,2019-02-01,B,99.8,99.8
abs,2019-03-01,B,100.3,101.7
abs,2019-04-01,B,107.2,105.2
abs,2019-05-01,B,110.1,107.7
abs,2019-06-01,B,100.5,103.7
abs,2019-07-01,B,99.3,103.1
abs,2019-08-01,B,97.3,100.8
abs,2019-09-01,B,103.1,100.2
abs,2019-10-01,B,100.5,100.3
abs,2019-11-01,B,109.4,107.6
abs,2019-12-01,B,111.7,108.5
abs,2020-01-01,B,104.1,104.1
abs,2020-02-01,B,94.6,94.5
abs,2020-03-01,B,64.4,65.3
abs,2020-04-01,B,44.7,43.9
abs,2020-05-01,B,52.1,51.1
abs,2020-06-01,B,57.8,59.7
abs,2020-07-01,B,62.6,65.0
abs,2020-08-01,B,64.5,66.8
abs,2020-09-01,B,58.6,56.8
abs,2020-10-01,B,56.8,56.8
abs,2020-11-01,B,59.3,58.4
abs,2020-12-01,B,67.0,65.1
abs,2021-01-01,B,74.6,71.1
abs,2021-02-01,B,84.2,83.2
abs,2021-03-01,B,85.0,91.4
abs,2021-04-01,B,86.0,87.1
abs,2021-05-01,B,87.8,89.0
abs,2021-06-01,B,95.0,100.7
abs,2021-07-01,B,98.7,101.4
abs,2021-08-01,B,97.9,101.7
abs,2021-09-01,B,98.5,94.3
abs,2021-10-01,B,103.9,104.1
abs,2021-11-01,B,101.5,97.5
abs,2021-12-01,B,97.2,90.3
abs,2022-01-01,B,100.2,94.3
abs,2022-02-01,B,103.8,98.0
abs,2022-03-01,B,109.0,112.1
abs,2022-04-01,B,101.8,104.5
abs,2022-05-01,B,105.9,110.6
abs,2022-06-01,B,111.6,115.5
abs,2022-07-01,B,107.6,111.0
abs,2022-08-01,B,103.6,107.9
abs,2022-09-01,B,98.5,98.0
abs,2022-10-01,B,103.4,103.5
abs,2022-11-01,B,103.9,101.1
abs,2022-12-01,B,100.8,96.0
abs,2023-01-01,B,98.0,96.1
abs,2023-02-01,B,97.1,93.4
abs,2023-03-01,B,96.5,95.0
abs,2023-04-01,B,97.0,98.7
abs,2023-05-01,B,94.6,97.3
abs,2023-06-01,B,93.1,92.7
abs,2023-07-01,B,96.0,96.3
abs,2023-08-01,B,99.7,101.4
abs,2023-09-01,B,105.3,106.4
abs,2023-10-01,B,103.9,103.1
abs,2023-11-01,B,99.0,99.4
abs,2023-12-01,B,97.4,98.5
abs,2024-01-01,B,96.7,95.0
abs,2024-02-01,B,102.2,98.3
abs,2024-03-01,B,104.5,102.6
abs,2024-04-01,B,106.7,108.6
abs,2024-05-01,B,100.8,103.8
abs,2024-06-01,B,97.4,96.8
abs,2024-07-01,B,98.1,98.3
abs,2024-08-01,B,91.4,92.9
abs,2024-09-01,B,88.3,89.4
abs,2024-10-01,B,85.9,85.1
abs,2024-11-01,B,90.8,91.3
abs,2024-12-01,B,90.6,91.9
abs,2025-01-01,B,95.4,97.1
abs,2025-02-01,B,92.3,90.7
abs,2025-03-01,B,88.8,87.0
abs,2025-04-01,B,87.7,87.9
abs,2025-05-01,B,85.7,86.2
abs,2025-06-01,B,89.6,89.1
abs,2025-07-01,B,89.6,88.8
abs,2025-08-01,B,88.3,88.9
abs,2025-09-01,B,89.3,91.1
abs,2025-10-01,B,85.0,84.3
abs,2025-11-01,B,84.3,84.5
abs,2025-12-01,B,82.6,84.6
abs,2026-01-01,B,84.2,85.9
abs,2026-02-01,B,84.5,83.2
abs,2026-03-01,B,112.3,110.1
abs,2026-04-01,B,134.5,134.6
abs,2026-05-01,B,130.8,131.3
abs,2026-06-01,B,115.6,115.0
abs,2026-07-01,B,116.9,115.9
growth_yoy,2011-01-01,B,10.463,
growth_yoy,2011-02-01,B,10.225,
growth_yoy,2011-03-01,B,22.652,
growth_yoy,2011-04-01,B,28.784,
growth_yoy,2011-05-01,B,50.109,
growth_yoy,2011-06-01,B,43.033,
growth_yoy,2011-07-01,B,45.935,
growth_yoy,2011-08-01,B,48.969,
growth_yoy,2011-09-01,B,59.181,
growth_yoy,2011-10-01,B,38.884,
growth_yoy,2011-11-01,B,39.502,
growth_yoy,2011-12-01,B,40.379,
growth_yoy,2012-01-01,B,29.417,
growth_yoy,2012-02-01,B,39.054,
growth_yoy,2012-03-01,B,18.018,
growth_yoy,2012-04-01,B,9.95,
growth_yoy,2012-05-01,B,1.676,
growth_yoy,2012-06-01,B,-7.163,
growth_yoy,2012-07-01,B,-3.691,
growth_yoy,2012-08-01,B,2.491,
growth_yoy,2012-09-01,B,0.834,
growth_yoy,2012-10-01,B,-5.518,
growth_yoy,2012-11-01,B,-8.131,
growth_yoy,2012-12-01,B,-17.083,
growth_yoy,2013-01-01,B,-3.237,
growth_yoy,2013-02-01,B,-3.135,
growth_yoy,2013-03-01,B,-13.868,
growth_yoy,2013-04-01,B,-12.262,
growth_yoy,2013-05-01,B,-7.097,
growth_yoy,2013-06-01,B,5.093,
growth_yoy,2013-07-01,B,2.242,
growth_yoy,2013-08-01,B,-1.891,
growth_yoy,2013-09-01,B,0.551,
growth_yoy,2013-10-01,B,4.542,
growth_yoy,2013-11-01,B,12.345,
growth_yoy,2013-12-01,B,20.114,
growth_yoy,2014-01-01,B,5.018,
growth_yoy,2014-02-01,B,4.683,
growth_yoy,2014-03-01,B,9.232,
growth_yoy,2014-04-01,B,8.296,
growth_yoy,2014-05-01,B,12.191,
growth_yoy,2014-06-01,B,5.433,
growth_yoy,2014-07-01,B,-2.475,
growth_yoy,2014-08-01,B,-9.842,
growth_yoy,2014-09-01,B,-8.705,
growth_yoy,2014-10-01,B,-15.793,
growth_yoy,2014-11-01,B,-19.765,
growth_yoy,2014-12-01,B,-33.085,
growth_yoy,2015-01-01,B,-38.504,
growth_yoy,2015-02-01,B,-36.513,
growth_yoy,2015-03-01,B,-37.796,
growth_yoy,2015-04-01,B,-32.229,
growth_yoy,2015-05-01,B,-34.869,
growth_yoy,2015-06-01,B,-43.593,
growth_yoy,2015-07-01,B,-41.117,
growth_yoy,2015-08-01,B,-40.916,
growth_yoy,2015-09-01,B,-39.565,
growth_yoy,2015-10-01,B,-31.368,
growth_yoy,2015-11-01,B,-31.869,
growth_yoy,2015-12-01,B,-18.44,
growth_yoy,2016-01-01,B,-24.662,
growth_yoy,2016-02-01,B,-27.772,
growth_yoy,2016-03-01,B,-24.891,
growth_yoy,2016-04-01,B,-29.633,
growth_yoy,2016-05-01,B,-23.126,
growth_yoy,2016-06-01,B,-9.63,
growth_yoy,2016-07-01,B,-17.488,
growth_yoy,2016-08-01,B,-6.718,
growth_yoy,2016-09-01,B,-11.304,
growth_yoy,2016-10-01,B,-6.086,
growth_yoy,2016-11-01,B,-4.804,
growth_yoy,2016-12-01,B,11.553,
growth_yoy,2017-01-01,B,42.75,
growth_yoy,2017-02-01,B,35.725,
growth_yoy,2017-03-01,B,33.285,
growth_yoy,2017-04-01,B,31.983,
growth_yoy,2017-05-01,B,16.896,
growth_yoy,2017-06-01,B,10.246,
growth_yoy,2017-07-01,B,24.03,
growth_yoy,2017-08-01,B,17.59,
growth_yoy,2017-09-01,B,30.812,
growth_yoy,2017-10-01,B,19.568,
growth_yoy,2017-11-01,B,30.677,
growth_yoy,2017-12-01,B,8.909,
growth_yoy,2018-01-01,B,8.901,
growth_yoy,2018-02-01,B,3.066,
growth_yoy,2018-03-01,B,5.755,
growth_yoy,2018-04-01,B,15.899,
growth_yoy,2018-05-01,B,29.847,
growth_yoy,2018-06-01,B,33.086,
growth_yoy,2018-07-01,B,32.611,
growth_yoy,2018-08-01,B,28.622,
growth_yoy,2018-09-01,B,28.908,
growth_yoy,2018-10-01,B,30.606,
growth_yoy,2018-11-01,B,4.472,
growth_yoy,2018-12-01,B,-4.294,
growth_yoy,2019-01-01,B,-8.365,
growth_yoy,2019-02-01,B,2.359,
growth_yoy,2019-03-01,B,2.977,
growth_yoy,2019-04-01,B,1.419,
growth_yoy,2019-05-01,B,-0.362,
growth_yoy,2019-06-01,B,-6.425,
growth_yoy,2019-07-01,B,-9.891,
growth_yoy,2019-08-01,B,-10.897,
growth_yoy,2019-09-01,B,-14.369,
growth_yoy,2019-10-01,B,-18.226,
growth_yoy,2019-11-01,B,6.42,
growth_yoy,2019-12-01,B,19.338,
growth_yoy,2020-01-01,B,9.234,
growth_yoy,2020-02-01,B,-5.21,
growth_yoy,2020-03-01,B,-35.793,
growth_yoy,2020-04-01,B,-58.302,
growth_yoy,2020-05-01,B,-52.679,
growth_yoy,2020-06-01,B,-42.488,
growth_yoy,2020-07-01,B,-36.959,
growth_yoy,2020-08-01,B,-33.71,
growth_yoy,2020-09-01,B,-43.162,
growth_yoy,2020-10-01,B,-43.483,
growth_yoy,2020-11-01,B,-45.795,
growth_yoy,2020-12-01,B,-40.018,
growth_yoy,2021-01-01,B,-28.338,
growth_yoy,2021-02-01,B,-10.994,
growth_yoy,2021-03-01,B,31.988,
growth_yoy,2021-04-01,B,92.394,
growth_yoy,2021-05-01,B,68.522,
growth_yoy,2021-06-01,B,64.36,
growth_yoy,2021-07-01,B,57.668,
growth_yoy,2021-08-01,B,51.783,
growth_yoy,2021-09-01,B,68.089,
growth_yoy,2021-10-01,B,82.923,
growth_yoy,2021-11-01,B,71.164,
growth_yoy,2021-12-01,B,45.075,
growth_yoy,2022-01-01,B,34.316,
growth_yoy,2022-02-01,B,23.278,
growth_yoy,2022-03-01,B,28.235,
growth_yoy,2022-04-01,B,18.372,
growth_yoy,2022-05-01,B,20.615,
growth_yoy,2022-06-01,B,17.474,
growth_yoy,2022-07-01,B,9.017,
growth_yoy,2022-08-01,B,5.822,
growth_yoy,2022-09-01,B,0.0,
growth_yoy,2022-10-01,B,-0.481,
growth_yoy,2022-11-01,B,2.365,
growth_yoy,2022-12-01,B,3.704,
growth_yoy,2023-01-01,B,-2.196,
growth_yoy,2023-02-01,B,-6.455,
growth_yoy,2023-03-01,B,-11.468,
growth_yoy,2023-04-01,B,-4.715,
growth_yoy,2023-05-01,B,-10.67,
growth_yoy,2023-06-01,B,-16.577,
growth_yoy,2023-07-01,B,-10.781,
growth_yoy,2023-08-01,B,-3.764,
growth_yoy,2023-09-01,B,6.904,
growth_yoy,2023-10-01,B,0.484,
growth_yoy,2023-11-01,B,-4.716,
growth_yoy,2023-12-01,B,-3.373,
growth_yoy,2024-01-01,B,-1.327,
growth_yoy,2024-02-01,B,5.252,
growth_yoy,2024-03-01,B,8.29,
growth_yoy,2024-04-01,B,10.0,
growth_yoy,2024-05-01,B,6.554,
growth_yoy,2024-06-01,B,4.619,
growth_yoy,2024-07-01,B,2.187,
growth_yoy,2024-08-01,B,-8.325,
growth_yoy,2024-09-01,B,-16.144,
growth_yoy,2024-10-01,B,-17.324,
growth_yoy,2024-11-01,B,-8.283,
growth_yoy,2024-12-01,B,-6.982,
growth_yoy,2025-01-01,B,-1.344,
growth_yoy,2025-02-01,B,-9.687,
growth_yoy,2025-03-01,B,-15.024,
growth_yoy,2025-04-01,B,-17.807,
growth_yoy,2025-05-01,B,-14.98,
growth_yoy,2025-06-01,B,-8.008,
growth_yoy,2025-07-01,B,-8.665,
growth_yoy,2025-08-01,B,-3.392,
growth_yoy,2025-09-01,B,1.133,
growth_yoy,2025-10-01,B,-1.048,
growth_yoy,2025-11-01,B,-7.159,
growth_yoy,2025-12-01,B,-8.83,
growth_yoy,2026-01-01,B,-11.74,
growth_yoy,2026-02-01,B,-8.451,
growth_yoy,2026-03-01,B,26.464,
growth_yoy,2026-04-01,B,53.364,
growth_yoy,2026-05-01,B,52.625,
growth_yoy,2026-06-01,B,29.018,
growth_yoy,2026-07-01,B,30.469,
growth_mom,2010-02-01,B,-1.61,
growth_mom,2010-03-01,B,11.043,
growth_mom,2010-04-01,B,-0.829,
growth_mom,2010-05-01,B,-15.135,
growth_mom,2010-06-01,B,6.783,
growth_mom,2010-07-01,B,0.82,
growth_mom,2010-08-01,B,-1.423,
growth_mom,2010-09-01,B,-6.804,
growth_mom,2010-10-01,B,16.925,
growth_mom,2010-11-01,B,-4.92,
growth_mom,2010-12-01,B,4.975,
growth_mom,2011-01-01,B,4.076,
growth_mom,2011-02-01,B,-1.821,
growth_mom,2011-03-01,B,23.562,
growth_mom,2011-04-01,B,4.129,
growth_mom,2011-05-01,B,-1.081,
growth_mom,2011-06-01,B,1.749,
growth_mom,2011-07-01,B,2.865,
growth_mom,2011-08-01,B,0.627,
growth_mom,2011-09-01,B,-0.415,
growth_mom,2011-10-01,B,2.015,
growth_mom,2011-11-01,B,-4.496,
growth_mom,2011-12-01,B,5.635,
growth_mom,2012-01-01,B,-4.051,
growth_mom,2012-02-01,B,5.489,
growth_mom,2012-03-01,B,4.87,
growth_mom,2012-04-01,B,-2.99,
growth_mom,2012-05-01,B,-8.525,
growth_mom,2012-06-01,B,-7.097,
growth_mom,2012-07-01,B,6.713,
growth_mom,2012-08-01,B,7.086,
growth_mom,2012-09-01,B,-2.026,
growth_mom,2012-10-01,B,-4.411,
growth_mom,2012-11-01,B,-7.138,
growth_mom,2012-12-01,B,-4.658,
growth_mom,2013-01-01,B,11.971,
growth_mom,2013-02-01,B,5.6,
growth_mom,2013-03-01,B,-6.749,
growth_mom,2013-04-01,B,-1.182,
growth_mom,2013-05-01,B,-3.139,
growth_mom,2013-06-01,B,5.093,
growth_mom,2013-07-01,B,3.818,
growth_mom,2013-08-01,B,2.758,
growth_mom,2013-09-01,B,0.413,
growth_mom,2013-10-01,B,-0.617,
growth_mom,2013-11-01,B,-0.207,
growth_mom,2013-12-01,B,1.935,
growth_mom,2014-01-01,B,-2.102,
growth_mom,2014-02-01,B,5.263,
growth_mom,2014-03-01,B,-2.697,
growth_mom,2014-04-01,B,-2.028,
growth_mom,2014-05-01,B,0.345,
growth_mom,2014-06-01,B,-1.238,
growth_mom,2014-07-01,B,-3.969,
growth_mom,2014-08-01,B,-5.004,
growth_mom,2014-09-01,B,1.679,
growth_mom,2014-10-01,B,-8.333,
growth_mom,2014-11-01,B,-4.914,
growth_mom,2014-12-01,B,-14.987,
growth_mom,2015-01-01,B,-10.03,
growth_mom,2015-02-01,B,8.671,
growth_mom,2015-03-01,B,-4.663,
growth_mom,2015-04-01,B,6.739,
growth_mom,2015-05-01,B,-3.564,
growth_mom,2015-06-01,B,-14.467,
growth_mom,2015-07-01,B,0.247,
growth_mom,2015-08-01,B,-4.68,
growth_mom,2015-09-01,B,4.005,
growth_mom,2015-10-01,B,4.099,
growth_mom,2015-11-01,B,-5.609,
growth_mom,2015-12-01,B,1.77,
growth_mom,2016-01-01,B,-16.894,
growth_mom,2016-02-01,B,4.185,
growth_mom,2016-03-01,B,-0.861,
growth_mom,2016-04-01,B,0.0,
growth_mom,2016-05-01,B,5.355,
growth_mom,2016-06-01,B,0.549,
growth_mom,2016-07-01,B,-8.47,
growth_mom,2016-08-01,B,7.761,
growth_mom,2016-09-01,B,-1.108,
growth_mom,2016-10-01,B,10.224,
growth_mom,2016-11-01,B,-4.32,
growth_mom,2016-12-01,B,19.256,
growth_mom,2017-01-01,B,6.347,
growth_mom,2017-02-01,B,-0.942,-9.198
growth_mom,2017-03-01,B,-2.643,-1.185
growth_mom,2017-04-01,B,-0.977,-2.29
growth_mom,2017-05-01,B,-6.689,-7.366
growth_mom,2017-06-01,B,-5.17,0.361
growth_mom,2017-07-01,B,2.974,3.842
growth_mom,2017-08-01,B,2.166,1.272
growth_mom,2017-09-01,B,10.012,5.708
growth_mom,2017-10-01,B,0.749,-1.62
growth_mom,2017-11-01,B,4.57,3.952
growth_mom,2017-12-01,B,-0.61,0.634
growth_mom,2018-01-01,B,6.339,17.209
growth_mom,2018-02-01,B,-6.25,-14.324
growth_mom,2018-03-01,B,-0.103,1.358
growth_mom,2018-04-01,B,8.522,7.01
growth_mom,2018-05-01,B,4.541,3.661
growth_mom,2018-06-01,B,-2.805,3.253
growth_mom,2018-07-01,B,2.607,3.6
growth_mom,2018-08-01,B,-0.907,-1.825
growth_mom,2018-09-01,B,10.256,5.752
growth_mom,2018-10-01,B,2.076,-0.586
growth_mom,2018-11-01,B,-16.355,-16.835
growth_mom,2018-12-01,B,-8.949,-7.895
growth_mom,2019-01-01,B,1.816,4.945
growth_mom,2019-02-01,B,4.722,4.503
growth_mom,2019-03-01,B,0.501,1.904
growth_mom,2019-04-01,B,6.879,3.441
growth_mom,2019-05-01,B,2.705,2.376
growth_mom,2019-06-01,B,-8.719,-3.714
growth_mom,2019-07-01,B,-1.194,-0.579
growth_mom,2019-08-01,B,-2.014,-2.231
growth_mom,2019-09-01,B,5.961,-0.595
growth_mom,2019-10-01,B,-2.522,0.1
growth_mom,2019-11-01,B,8.856,7.278
growth_mom,2019-12-01,B,2.102,0.836
growth_mom,2020-01-01,B,-6.804,-4.055
growth_mom,2020-02-01,B,-9.126,-9.222
growth_mom,2020-03-01,B,-31.924,-30.899
growth_mom,2020-04-01,B,-30.59,-32.772
growth_mom,2020-05-01,B,16.555,16.401
