series,date,section,index,index_sa
abs,2024-02-01,A,129.0,125.2
abs,2024-03-01,A,134.5,126.6
abs,2024-04-01,A,135.5,127.1
abs,2024-05-01,A,129.2,125.8
abs,2024-06-01,A,130.6,129.2
abs,2024-07-01,A,132.0,136.1
abs,2024-08-01,A,128.5,135.1
abs,2024-09-01,A,130.6,138.9
abs,2024-10-01,A,138.4,147.1
abs,2024-11-01,A,150.1,151.3
abs,2024-12-01,A,152.5,154.5
abs,2025-01-01,A,146.5,146.544
abs,2025-02-01,A,148.6,144.834
abs,2025-03-01,A,147.8,138.344
abs,2025-04-01,A,139.0,129.425
abs,2025-05-01,A,131.5,128.12
abs,2025-06-01,A,130.2,127.645
abs,2025-07-01,A,133.5,134.718
abs,2025-08-01,A,137.9,144.564
abs,2025-09-01,A,140.8,150.132
abs,2025-10-01,A,142.1,150.803
abs,2025-11-01,A,135.5,137.601
abs,2025-12-01,A,134.0,137.608
abs,2026-01-01,A,134.4,133.5
abs,2026-02-01,A,135.7,131.8
abs,2026-03-01,A,139.5,131.4
abs,2026-04-01,A,142.8,136.5
abs,2026-05-01,A,143.2,143.1
abs,2026-06-01,A,142.1,143.9
abs,2026-07-01,A,143.1,145.7
growth_yoy,2011-01-01,A,41.855,
growth_yoy,2011-02-01,A,43.73,
growth_yoy,2011-03-01,A,27.992,
growth_yoy,2011-04-01,A,26.967,
growth_yoy,2011-05-01,A,29.012,
growth_yoy,2011-06-01,A,27.754,
growth_yoy,2011-07-01,A,23.372,
growth_yoy,2011-08-01,A,18.376,
growth_yoy,2011-09-01,A,16.801,
growth_yoy,2011-10-01,A,4.589,
growth_yoy,2011-11-01,A,-0.876,
growth_yoy,2011-12-01,A,-8.643,
growth_yoy,2012-01-01,A,-12.167,
growth_yoy,2012-02-01,A,-14.914,
growth_yoy,2012-03-01,A,-3.821,
growth_yoy,2012-04-01,A,-0.083,
growth_yoy,2012-05-01,A,-5.437,
growth_yoy,2012-06-01,A,-10.862,
growth_yoy,2012-07-01,A,-5.969,
growth_yoy,2012-08-01,A,-11.75,
growth_yoy,2012-09-01,A,-13.351,
growth_yoy,2012-10-01,A,-17.093,
growth_yoy,2012-11-01,A,-21.025,
growth_yoy,2012-12-01,A,-22.812,
growth_yoy,2013-01-01,A,-20.693,
growth_yoy,2013-02-01,A,-16.564,
growth_yoy,2013-03-01,A,-21.048,
growth_yoy,2013-04-01,A,-24.152,
growth_yoy,2013-05-01,A,-20.122,
growth_yoy,2013-06-01,A,-12.186,
growth_yoy,2013-07-01,A,-14.259,
growth_yoy,2013-08-01,A,-9.621,
growth_yoy,2013-09-01,A,-6.759,
growth_yoy,2013-10-01,A,2.977,
growth_yoy,2013-11-01,A,10.067,
growth_yoy,2013-12-01,A,14.777,
growth_yoy,2014-01-01,A,9.061,
growth_yoy,2014-02-01,A,7.248,
growth_yoy,2014-03-01,A,14.561,
growth_yoy,2014-04-01,A,11.341,
growth_yoy,2014-05-01,A,8.506,
growth_yoy,2014-06-01,A,2.754,
growth_yoy,2014-07-01,A,2.361,
growth_yoy,2014-08-01,A,-3.763,
growth_yoy,2014-09-01,A,-6.823,
growth_yoy,2014-10-01,A,-4.39,
growth_yoy,2014-11-01,A,-7.724,
growth_yoy,2014-12-01,A,-9.281,
growth_yoy,2015-01-01,A,-4.705,
growth_yoy,2015-02-01,A,-6.954,
growth_yoy,2015-03-01,A,-11.215,
growth_yoy,2015-04-01,A,-9.892,
growth_yoy,2015-05-01,A,-8.141,
growth_yoy,2015-06-01,A,-3.402,
growth_yoy,2015-07-01,A,-3.459,
growth_yoy,2015-08-01,A,-2.235,
growth_yoy,2015-09-01,A,1.144,
growth_yoy,2015-10-01,A,4.255,
growth_yoy,2015-11-01,A,0.22,
growth_yoy,2015-12-01,A,1.76,
growth_yoy,2016-01-01,A,0.63,
growth_yoy,2016-02-01,A,4.211,
growth_yoy,2016-03-01,A,8.316,
growth_yoy,2016-04-01,A,15.0,
growth_yoy,2016-05-01,A,15.864,
growth_yoy,2016-06-01,A,11.953,
growth_yoy,2016-07-01,A,10.749,
growth_yoy,2016-08-01,A,23.314,
growth_yoy,2016-09-01,A,28.281,
growth_yoy,2016-10-01,A,16.864,
growth_yoy,2016-11-01,A,26.703,
growth_yoy,2016-12-01,A,34.486,
growth_yoy,2017-01-01,A,33.403,
growth_yoy,2017-02-01,A,29.293,
growth_yoy,2017-03-01,A,13.8,
growth_yoy,2017-04-01,A,3.97,
growth_yoy,2017-05-01,A,6.421,
growth_yoy,2017-06-01,A,4.957,
growth_yoy,2017-07-01,A,7.843,
growth_yoy,2017-08-01,A,3.244,
growth_yoy,2017-09-01,A,1.499,
growth_yoy,2017-10-01,A,4.32,
growth_yoy,2017-11-01,A,-1.821,
growth_yoy,2017-12-01,A,-13.826,
growth_yoy,2018-01-01,A,-13.85,
growth_yoy,2018-02-01,A,-16.172,
growth_yoy,2018-03-01,A,-11.016,
growth_yoy,2018-04-01,A,-6.818,
growth_yoy,2018-05-01,A,-9.583,
growth_yoy,2018-06-01,A,-10.082,
growth_yoy,2018-07-01,A,-11.455,
growth_yoy,2018-08-01,A,-13.196,
growth_yoy,2018-09-01,A,-16.421,
growth_yoy,2018-10-01,A,-17.621,
growth_yoy,2018-11-01,A,-22.703,
growth_yoy,2018-12-01,A,-17.631,
growth_yoy,2019-01-01,A,-13.987,
growth_yoy,2019-02-01,A,-11.556,
growth_yoy,2019-03-01,A,-14.203,
growth_yoy,2019-04-01,A,-11.902,
growth_yoy,2019-05-01,A,-12.758,
growth_yoy,2019-06-01,A,-9.192,
growth_yoy,2019-07-01,A,-6.468,
growth_yoy,2019-08-01,A,-0.931,
growth_yoy,2019-09-01,A,-1.143,
growth_yoy,2019-10-01,A,1.497,
growth_yoy,2019-11-01,A,19.886,
growth_yoy,2019-12-01,A,21.857,
growth_yoy,2020-01-01,A,17.951,
growth_yoy,2020-02-01,A,9.168,
growth_yoy,2020-03-01,A,13.423,
growth_yoy,2020-04-01,A,8.749,
growth_yoy,2020-05-01,A,5.512,
growth_yoy,2020-06-01,A,15.128,
growth_yoy,2020-07-01,A,14.599,
growth_yoy,2020-08-01,A,15.553,
growth_yoy,2020-09-01,A,19.348,
growth_yoy,2020-10-01,A,20.969,
growth_yoy,2020-11-01,A,21.544,
growth_yoy,2020-12-01,A,23.513,
growth_yoy,2021-01-01,A,22.56,
growth_yoy,2021-02-01,A,35.039,
growth_yoy,2021-03-01,A,41.124,
growth_yoy,2021-04-01,A,49.796,
growth_yoy,2021-05-01,A,60.021,
growth_yoy,2021-06-01,A,29.758,
growth_yoy,2021-07-01,A,31.513,
growth_yoy,2021-08-01,A,27.552,
growth_yoy,2021-09-01,A,24.758,
growth_yoy,2021-10-01,A,24.826,
growth_yoy,2021-11-01,A,19.059,
growth_yoy,2021-12-01,A,10.91,
growth_yoy,2022-01-01,A,12.491,
growth_yoy,2022-02-01,A,17.655,
growth_yoy,2022-03-01,A,24.878,
growth_yoy,2022-04-01,A,18.015,
growth_yoy,2022-05-01,A,16.722,
growth_yoy,2022-06-01,A,18.094,
growth_yoy,2022-07-01,A,-10.269,
growth_yoy,2022-08-01,A,-10.552,
growth_yoy,2022-09-01,A,-15.537,
growth_yoy,2022-10-01,A,-18.214,
growth_yoy,2022-11-01,A,-18.511,
growth_yoy,2022-12-01,A,-17.503,
growth_yoy,2023-01-01,A,-20.909,
growth_yoy,2023-02-01,A,-26.063,
growth_yoy,2023-03-01,A,-28.651,
growth_yoy,2023-04-01,A,-25.979,
growth_yoy,2023-05-01,A,-27.169,
growth_yoy,2023-06-01,A,-20.366,
growth_yoy,2023-07-01,A,3.571,
growth_yoy,2023-08-01,A,-0.95,
growth_yoy,2023-09-01,A,3.177,
growth_yoy,2023-10-01,A,3.754,
growth_yoy,2023-11-01,A,-0.404,
growth_yoy,2023-12-01,A,1.316,
growth_yoy,2024-01-01,A,3.202,
growth_yoy,2024-02-01,A,5.998,
growth_yoy,2024-03-01,A,5.49,
growth_yoy,2024-04-01,A,5.447,
growth_yoy,2024-05-01,A,1.254,
growth_yoy,2024-06-01,A,3.405,
growth_yoy,2024-07-01,A,3.448,
growth_yoy,2024-08-01,A,2.718,
growth_yoy,2024-09-01,A,5.835,
growth_yoy,2024-10-01,A,13.816,
growth_yoy,2024-11-01,A,21.834,
growth_yoy,2024-12-01,A,23.782,
growth_yoy,2025-01-01,A,16.547,
growth_yoy,2025-02-01,A,15.194,
growth_yoy,2025-03-01,A,9.888,
growth_yoy,2025-04-01,A,2.583,
growth_yoy,2025-05-01,A,1.78,
growth_yoy,2025-06-01,A,-0.306,
growth_yoy,2025-07-01,A,1.136,
growth_yoy,2025-08-01,A,7.315,
growth_yoy,2025-09-01,A,7.81,
growth_yoy,2025-10-01,A,2.673,
growth_yoy,2025-11-01,A,-9.727,
growth_yoy,2025-12-01,A,-12.131,
growth_yoy,2026-01-01,A,-8.259,
growth_yoy,2026-02-01,A,-8.681,
growth_yoy,2026-03-01,A,-5.616,
growth_yoy,2026-04-01,A,2.734,
growth_yoy,2026-05-01,A,8.897,
growth_yoy,2026-06-01,A,9.14,
growth_yoy,2026-07-01,A,7.191,
growth_mom,2010-02-01,A,0.647,
growth_mom,2010-03-01,A,3.001,
growth_mom,2010-04-01,A,-0.832,
growth_mom,2010-05-01,A,-1.259,
growth_mom,2010-06-01,A,0.319,
growth_mom,2010-07-01,A,-0.742,
growth_mom,2010-08-01,A,5.123,
growth_mom,2010-09-01,A,0.914,
growth_mom,2010-10-01,A,5.231,
growth_mom,2010-11-01,A,9.178,
growth_mom,2010-12-01,A,8.406,
growth_mom,2011-01-01,A,6.22,
growth_mom,2011-02-01,A,1.977,
growth_mom,2011-03-01,A,-8.277,
growth_mom,2011-04-01,A,-1.626,
growth_mom,2011-05-01,A,0.331,
growth_mom,2011-06-01,A,-0.659,
growth_mom,2011-07-01,A,-4.146,
growth_mom,2011-08-01,A,0.865,
growth_mom,2011-09-01,A,-0.429,
growth_mom,2011-10-01,A,-5.771,
growth_mom,2011-11-01,A,3.473,
growth_mom,2011-12-01,A,-0.088,
growth_mom,2012-01-01,A,2.122,
growth_mom,2012-02-01,A,-1.212,
growth_mom,2012-03-01,A,3.681,
growth_mom,2012-04-01,A,2.198,
growth_mom,2012-05-01,A,-5.045,
growth_mom,2012-06-01,A,-6.359,
growth_mom,2012-07-01,A,1.116,
growth_mom,2012-08-01,A,-5.336,
growth_mom,2012-09-01,A,-2.235,
growth_mom,2012-10-01,A,-9.841,
growth_mom,2012-11-01,A,-1.433,
growth_mom,2012-12-01,A,-2.349,
growth_mom,2013-01-01,A,4.926,
growth_mom,2013-02-01,A,3.93,
growth_mom,2013-03-01,A,-1.891,
growth_mom,2013-04-01,A,-1.82,
growth_mom,2013-05-01,A,0.0,
growth_mom,2013-06-01,A,2.944,
growth_mom,2013-07-01,A,-1.271,
growth_mom,2013-08-01,A,-0.215,
