state,district,stage,sex,date,students
Sabah,Ranau,secondary,female,2022-01-01,4199
Sabah,Ranau,secondary,female,2023-06-30,4255
Sabah,Ranau,secondary,female,2024-06-30,4346
Sabah,Ranau,secondary,female,2025-06-30,4397
Sabah,Ranau,secondary,male,2017-01-01,4088
Sabah,Ranau,secondary,male,2018-01-01,3785
Sabah,Ranau,secondary,male,2019-01-01,3816
Sabah,Ranau,secondary,male,2020-01-01,3852
Sabah,Ranau,secondary,male,2021-01-01,4134
Sabah,Ranau,secondary,male,2022-01-01,4356
Sabah,Ranau,secondary,male,2023-06-30,4398
Sabah,Ranau,secondary,male,2024-06-30,4427
Sabah,Ranau,secondary,male,2025-06-30,4455
Sabah,Ranau,post_secondary,both,2018-01-01,829
Sabah,Ranau,post_secondary,both,2019-01-01,802
Sabah,Ranau,post_secondary,both,2020-01-01,346
Sabah,Ranau,post_secondary,both,2021-01-01,442
Sabah,Ranau,post_secondary,both,2022-01-01,333
Sabah,Ranau,post_secondary,both,2023-06-30,442
Sabah,Ranau,post_secondary,both,2024-06-30,466
Sabah,Ranau,post_secondary,both,2025-06-30,962
Sabah,Ranau,post_secondary,female,2018-01-01,555
Sabah,Ranau,post_secondary,female,2019-01-01,551
Sabah,Ranau,post_secondary,female,2020-01-01,233
Sabah,Ranau,post_secondary,female,2021-01-01,308
Sabah,Ranau,post_secondary,female,2022-01-01,215
Sabah,Ranau,post_secondary,female,2023-06-30,283
Sabah,Ranau,post_secondary,female,2024-06-30,281
Sabah,Ranau,post_secondary,female,2025-06-30,608
Sabah,Ranau,post_secondary,male,2018-01-01,274
Sabah,Ranau,post_secondary,male,2019-01-01,251
Sabah,Ranau,post_secondary,male,2020-01-01,113
Sabah,Ranau,post_secondary,male,2021-01-01,134
Sabah,Ranau,post_secondary,male,2022-01-01,118
Sabah,Ranau,post_secondary,male,2023-06-30,159
Sabah,Ranau,post_secondary,male,2024-06-30,185
Sabah,Ranau,post_secondary,male,2025-06-30,354
Sabah,Sandakan,primary,both,2017-01-01,27327
Sabah,Sandakan,primary,both,2018-01-01,27246
Sabah,Sandakan,primary,both,2019-01-01,27572
Sabah,Sandakan,primary,both,2020-01-01,27612
Sabah,Sandakan,primary,both,2021-01-01,27473
Sabah,Sandakan,primary,both,2022-01-01,27395
Sabah,Sandakan,primary,both,2023-06-30,27514
Sabah,Sandakan,primary,both,2024-06-30,27174
Sabah,Sandakan,primary,both,2025-06-30,26529
Sabah,Sandakan,primary,female,2017-01-01,13245
Sabah,Sandakan,primary,female,2018-01-01,13148
Sabah,Sandakan,primary,female,2019-01-01,13240
Sabah,Sandakan,primary,female,2020-01-01,13274
Sabah,Sandakan,primary,female,2021-01-01,13263
Sabah,Sandakan,primary,female,2022-01-01,13228
Sabah,Sandakan,primary,female,2023-06-30,13287
Sabah,Sandakan,primary,female,2024-06-30,13198
Sabah,Sandakan,primary,female,2025-06-30,12896
Sabah,Sandakan,primary,male,2017-01-01,14082
Sabah,Sandakan,primary,male,2018-01-01,14098
Sabah,Sandakan,primary,male,2019-01-01,14332
Sabah,Sandakan,primary,male,2020-01-01,14338
Sabah,Sandakan,primary,male,2021-01-01,14210
Sabah,Sandakan,primary,male,2022-01-01,14167
Sabah,Sandakan,primary,male,2023-06-30,14227
Sabah,Sandakan,primary,male,2024-06-30,13976
Sabah,Sandakan,primary,male,2025-06-30,13633
Sabah,Sandakan,secondary,both,2017-01-01,20841
Sabah,Sandakan,secondary,both,2018-01-01,18948
Sabah,Sandakan,secondary,both,2019-01-01,18897
Sabah,Sandakan,secondary,both,2020-01-01,18992
Sabah,Sandakan,secondary,both,2021-01-01,19686
Sabah,Sandakan,secondary,both,2022-01-01,20024
Sabah,Sandakan,secondary,both,2023-06-30,19912
Sabah,Sandakan,secondary,both,2024-06-30,20079
Sabah,Sandakan,secondary,both,2025-06-30,20669
Sabah,Sandakan,secondary,female,2017-01-01,10596
Sabah,Sandakan,secondary,female,2018-01-01,9469
Sabah,Sandakan,secondary,female,2019-01-01,9476
Sabah,Sandakan,secondary,female,2020-01-01,9467
Sabah,Sandakan,secondary,female,2021-01-01,9675
Sabah,Sandakan,secondary,female,2022-01-01,9758
Sabah,Sandakan,secondary,female,2023-06-30,9684
Sabah,Sandakan,secondary,female,2024-06-30,9822
Sabah,Sandakan,secondary,female,2025-06-30,10049
Sabah,Sandakan,secondary,male,2017-01-01,10245
Sabah,Sandakan,secondary,male,2018-01-01,9479
Sabah,Sandakan,secondary,male,2019-01-01,9421
Sabah,Sandakan,secondary,male,2020-01-01,9525
Sabah,Sandakan,secondary,male,2021-01-01,10011
Sabah,Sandakan,secondary,male,2022-01-01,10266
Sabah,Sandakan,secondary,male,2023-06-30,10228
Sabah,Sandakan,secondary,male,2024-06-30,10257
Sabah,Sandakan,secondary,male,2025-06-30,10620
Sabah,Sandakan,post_secondary,both,2018-01-01,1803
Sabah,Sandakan,post_secondary,both,2019-01-01,1950
Sabah,Sandakan,post_secondary,both,2020-01-01,996
Sabah,Sandakan,post_secondary,both,2021-01-01,1051
Sabah,Sandakan,post_secondary,both,2022-01-01,962
Sabah,Sandakan,post_secondary,both,2023-06-30,1063
Sabah,Sandakan,post_secondary,both,2024-06-30,1003
Sabah,Sandakan,post_secondary,both,2025-06-30,2041
Sabah,Sandakan,post_secondary,female,2018-01-01,1161
Sabah,Sandakan,post_secondary,female,2019-01-01,1231
Sabah,Sandakan,post_secondary,female,2020-01-01,620
Sabah,Sandakan,post_secondary,female,2021-01-01,692
Sabah,Sandakan,post_secondary,female,2022-01-01,592
Sabah,Sandakan,post_secondary,female,2023-06-30,695
Sabah,Sandakan,post_secondary,female,2024-06-30,655
Sabah,Sandakan,post_secondary,female,2025-06-30,1244
Sabah,Sandakan,post_secondary,male,2018-01-01,642
Sabah,Sandakan,post_secondary,male,2019-01-01,719
Sabah,Sandakan,post_secondary,male,2020-01-01,376
Sabah,Sandakan,post_secondary,male,2021-01-01,359
Sabah,Sandakan,post_secondary,male,2022-01-01,370
Sabah,Sandakan,post_secondary,male,2023-06-30,368
Sabah,Sandakan,post_secondary,male,2024-06-30,348
Sabah,Sandakan,post_secondary,male,2025-06-30,797
Sabah,Semporna,primary,both,2017-01-01,14998
Sabah,Semporna,primary,both,2018-01-01,14903
Sabah,Semporna,primary,both,2019-01-01,15170
Sabah,Semporna,primary,both,2020-01-01,15336
Sabah,Semporna,primary,both,2021-01-01,15647
Sabah,Semporna,primary,both,2022-01-01,15560
Sabah,Semporna,primary,both,2023-06-30,15412
Sabah,Semporna,primary,both,2024-06-30,15252
Sabah,Semporna,primary,both,2025-06-30,14873
Sabah,Semporna,primary,female,2017-01-01,7279
Sabah,Semporna,primary,female,2018-01-01,7212
Sabah,Semporna,primary,female,2019-01-01,7347
Sabah,Semporna,primary,female,2020-01-01,7394
Sabah,Semporna,primary,female,2021-01-01,7551
Sabah,Semporna,primary,female,2022-01-01,7546
Sabah,Semporna,primary,female,2023-06-30,7484
Sabah,Semporna,primary,female,2024-06-30,7451
Sabah,Semporna,primary,female,2025-06-30,7246
Sabah,Semporna,primary,male,2017-01-01,7719
Sabah,Semporna,primary,male,2018-01-01,7691
Sabah,Semporna,primary,male,2019-01-01,7823
Sabah,Semporna,primary,male,2020-01-01,7942
Sabah,Semporna,primary,male,2021-01-01,8096
Sabah,Semporna,primary,male,2022-01-01,8014
Sabah,Semporna,primary,male,2023-06-30,7928
Sabah,Semporna,primary,male,2024-06-30,7801
Sabah,Semporna,primary,male,2025-06-30,7627
Sabah,Semporna,secondary,both,2017-01-01,11012
Sabah,Semporna,secondary,both,2018-01-01,10221
Sabah,Semporna,secondary,both,2019-01-01,10206
Sabah,Semporna,secondary,both,2020-01-01,10178
Sabah,Semporna,secondary,both,2021-01-01,10656
Sabah,Semporna,secondary,both,2022-01-01,10749
Sabah,Semporna,secondary,both,2023-06-30,10518
Sabah,Semporna,secondary,both,2024-06-30,10561
Sabah,Semporna,secondary,both,2025-06-30,10485
Sabah,Semporna,secondary,female,2017-01-01,5707
Sabah,Semporna,secondary,female,2018-01-01,5142
Sabah,Semporna,secondary,female,2019-01-01,5146
Sabah,Semporna,secondary,female,2020-01-01,5168
Sabah,Semporna,secondary,female,2021-01-01,5309
Sabah,Semporna,secondary,female,2022-01-01,5235
Sabah,Semporna,secondary,female,2023-06-30,5147
Sabah,Semporna,secondary,female,2024-06-30,5223
Sabah,Semporna,secondary,female,2025-06-30,5129
Sabah,Semporna,secondary,male,2017-01-01,5305
Sabah,Semporna,secondary,male,2018-01-01,5079
Sabah,Semporna,secondary,male,2019-01-01,5060
Sabah,Semporna,secondary,male,2020-01-01,5010
Sabah,Semporna,secondary,male,2021-01-01,5347
Sabah,Semporna,secondary,male,2022-01-01,5514
Sabah,Semporna,secondary,male,2023-06-30,5371
Sabah,Semporna,secondary,male,2024-06-30,5338
Sabah,Semporna,secondary,male,2025-06-30,5356
Sabah,Semporna,post_secondary,both,2018-01-01,847
Sabah,Semporna,post_secondary,both,2019-01-01,973
Sabah,Semporna,post_secondary,both,2020-01-01,448
Sabah,Semporna,post_secondary,both,2021-01-01,559
Sabah,Semporna,post_secondary,both,2022-01-01,490
Sabah,Semporna,post_secondary,both,2023-06-30,488
Sabah,Semporna,post_secondary,both,2024-06-30,437
Sabah,Semporna,post_secondary,both,2025-06-30,1097
Sabah,Semporna,post_secondary,female,2018-01-01,560
Sabah,Semporna,post_secondary,female,2019-01-01,647
Sabah,Semporna,post_secondary,female,2020-01-01,308
Sabah,Semporna,post_secondary,female,2021-01-01,344
Sabah,Semporna,post_secondary,female,2022-01-01,353
Sabah,Semporna,post_secondary,female,2023-06-30,332
Sabah,Semporna,post_secondary,female,2024-06-30,291
Sabah,Semporna,post_secondary,female,2025-06-30,700
Sabah,Semporna,post_secondary,male,2018-01-01,287
Sabah,Semporna,post_secondary,male,2019-01-01,326
Sabah,Semporna,post_secondary,male,2020-01-01,140
Sabah,Semporna,post_secondary,male,2021-01-01,215
Sabah,Semporna,post_secondary,male,2022-01-01,137
Sabah,Semporna,post_secondary,male,2023-06-30,156
Sabah,Semporna,post_secondary,male,2024-06-30,146
Sabah,Semporna,post_secondary,male,2025-06-30,397
Sabah,Sipitang,primary,both,2017-01-01,3581
Sabah,Sipitang,primary,both,2018-01-01,3553
Sabah,Sipitang,primary,both,2019-01-01,3569
Sabah,Sipitang,primary,both,2020-01-01,3585
Sabah,Sipitang,primary,both,2021-01-01,3574
Sabah,Sipitang,primary,both,2022-01-01,3619
Sabah,Sipitang,primary,both,2023-06-30,3639
Sabah,Sipitang,primary,both,2024-06-30,3706
Sabah,Sipitang,primary,both,2025-06-30,3721
Sabah,Sipitang,primary,female,2017-01-01,1759
Sabah,Sipitang,primary,female,2018-01-01,1749
Sabah,Sipitang,primary,female,2019-01-01,1755
Sabah,Sipitang,primary,female,2020-01-01,1728
Sabah,Sipitang,primary,female,2021-01-01,1738
Sabah,Sipitang,primary,female,2022-01-01,1738
Sabah,Sipitang,primary,female,2023-06-30,1750
Sabah,Sipitang,primary,female,2024-06-30,1750
Sabah,Sipitang,primary,female,2025-06-30,1714
Sabah,Sipitang,primary,male,2017-01-01,1822
Sabah,Sipitang,primary,male,2018-01-01,1804
Sabah,Sipitang,primary,male,2019-01-01,1814
Sabah,Sipitang,primary,male,2020-01-01,1857
Sabah,Sipitang,primary,male,2021-01-01,1836
Sabah,Sipitang,primary,male,2022-01-01,1881
Sabah,Sipitang,primary,male,2023-06-30,1889
Sabah,Sipitang,primary,male,2024-06-30,1956
Sabah,Sipitang,primary,male,2025-06-30,2007
Sabah,Sipitang,secondary,both,2017-01-01,2717
Sabah,Sipitang,secondary,both,2018-01-01,2454
Sabah,Sipitang,secondary,both,2019-01-01,2473
Sabah,Sipitang,secondary,both,2020-01-01,2488
Sabah,Sipitang,secondary,both,2021-01-01,2455
Sabah,Sipitang,secondary,both,2022-01-01,2491
Sabah,Sipitang,secondary,both,2023-06-30,2430
Sabah,Sipitang,secondary,both,2024-06-30,2440
Sabah,Sipitang,secondary,both,2025-06-30,2513
Sabah,Sipitang,secondary,female,2017-01-01,1344
Sabah,Sipitang,secondary,female,2018-01-01,1187
Sabah,Sipitang,secondary,female,2019-01-01,1195
Sabah,Sipitang,secondary,female,2020-01-01,1202
Sabah,Sipitang,secondary,female,2021-01-01,1182
Sabah,Sipitang,secondary,female,2022-01-01,1227
Sabah,Sipitang,secondary,female,2023-06-30,1213
Sabah,Sipitang,secondary,female,2024-06-30,1200
Sabah,Sipitang,secondary,female,2025-06-30,1248
Sabah,Sipitang,secondary,male,2017-01-01,1373
Sabah,Sipitang,secondary,male,2018-01-01,1267
Sabah,Sipitang,secondary,male,2019-01-01,1278
Sabah,Sipitang,secondary,male,2020-01-01,1286
Sabah,Sipitang,secondary,male,2021-01-01,1273
Sabah,Sipitang,secondary,male,2022-01-01,1264
Sabah,Sipitang,secondary,male,2023-06-30,1217
Sabah,Sipitang,secondary,male,2024-06-30,1240
Sabah,Sipitang,secondary,male,2025-06-30,1265
Sabah,Sipitang,post_secondary,both,2018-01-01,192
Sabah,Sipitang,post_secondary,both,2019-01-01,223
Sabah,Sipitang,post_secondary,both,2020-01-01,113
Sabah,Sipitang,post_secondary,both,2021-01-01,108
Sabah,Sipitang,post_secondary,both,2022-01-01,104
Sabah,Sipitang,post_secondary,both,2023-06-30,96
Sabah,Sipitang,post_secondary,both,2024-06-30,103
Sabah,Sipitang,post_secondary,both,2025-06-30,223
Sabah,Sipitang,post_secondary,female,2018-01-01,145
Sabah,Sipitang,post_secondary,female,2019-01-01,153
Sabah,Sipitang,post_secondary,female,2020-01-01,73
Sabah,Sipitang,post_secondary,female,2021-01-01,76
Sabah,Sipitang,post_secondary,female,2022-01-01,69
Sabah,Sipitang,post_secondary,female,2023-06-30,61
Sabah,Sipitang,post_secondary,female,2024-06-30,65
Sabah,Sipitang,post_secondary,female,2025-06-30,161
Sabah,Sipitang,post_secondary,male,2018-01-01,47
Sabah,Sipitang,post_secondary,male,2019-01-01,70
Sabah,Sipitang,post_secondary,male,2020-01-01,40
Sabah,Sipitang,post_secondary,male,2021-01-01,32
Sabah,Sipitang,post_secondary,male,2022-01-01,35
Sabah,Sipitang,post_secondary,male,2023-06-30,35
Sabah,Sipitang,post_secondary,male,2024-06-30,38
Sabah,Sipitang,post_secondary,male,2025-06-30,62
Sabah,Tambunan,primary,both,2017-01-01,3585
Sabah,Tambunan,primary,both,2018-01-01,3584
Sabah,Tambunan,primary,both,2019-01-01,3648
Sabah,Tambunan,primary,both,2020-01-01,3767
Sabah,Tambunan,primary,both,2021-01-01,3846
Sabah,Tambunan,primary,both,2022-01-01,3852
Sabah,Tambunan,primary,both,2023-06-30,3824
Sabah,Tambunan,primary,both,2024-06-30,3804
Sabah,Tambunan,primary,both,2025-06-30,3752
Sabah,Tambunan,primary,female,2017-01-01,1758
Sabah,Tambunan,primary,female,2018-01-01,1750
Sabah,Tambunan,primary,female,2019-01-01,1770
Sabah,Tambunan,primary,female,2020-01-01,1839
Sabah,Tambunan,primary,female,2021-01-01,1860
Sabah,Tambunan,primary,female,2022-01-01,1880
Sabah,Tambunan,primary,female,2023-06-30,1869
Sabah,Tambunan,primary,female,2024-06-30,1860
Sabah,Tambunan,primary,female,2025-06-30,1842
Sabah,Tambunan,primary,male,2017-01-01,1827
Sabah,Tambunan,primary,male,2018-01-01,1834
Sabah,Tambunan,primary,male,2019-01-01,1878
Sabah,Tambunan,primary,male,2020-01-01,1928
Sabah,Tambunan,primary,male,2021-01-01,1986
Sabah,Tambunan,primary,male,2022-01-01,1972
Sabah,Tambunan,primary,male,2023-06-30,1955
Sabah,Tambunan,primary,male,2024-06-30,1944
Sabah,Tambunan,primary,male,2025-06-30,1910
Sabah,Tambunan,secondary,both,2017-01-01,3292
Sabah,Tambunan,secondary,both,2018-01-01,2972
Sabah,Tambunan,secondary,both,2019-01-01,2823
Sabah,Tambunan,secondary,both,2020-01-01,2711
Sabah,Tambunan,secondary,both,2021-01-01,2808
Sabah,Tambunan,secondary,both,2022-01-01,2906
Sabah,Tambunan,secondary,both,2023-06-30,2878
Sabah,Tambunan,secondary,both,2024-06-30,2921
Sabah,Tambunan,secondary,both,2025-06-30,3023
Sabah,Tambunan,secondary,female,2017-01-01,1660
Sabah,Tambunan,secondary,female,2018-01-01,1468
Sabah,Tambunan,secondary,female,2019-01-01,1422
Sabah,Tambunan,secondary,female,2020-01-01,1355
Sabah,Tambunan,secondary,female,2021-01-01,1378
Sabah,Tambunan,secondary,female,2022-01-01,1436
Sabah,Tambunan,secondary,female,2023-06-30,1413
Sabah,Tambunan,secondary,female,2024-06-30,1441
Sabah,Tambunan,secondary,female,2025-06-30,1468
Sabah,Tambunan,secondary,male,2017-01-01,1632
Sabah,Tambunan,secondary,male,2018-01-01,1504
Sabah,Tambunan,secondary,male,2019-01-01,1401
Sabah,Tambunan,secondary,male,2020-01-01,1356
Sabah,Tambunan,secondary,male,2021-01-01,1430
Sabah,Tambunan,secondary,male,2022-01-01,1470
Sabah,Tambunan,secondary,male,2023-06-30,1465
Sabah,Tambunan,secondary,male,2024-06-30,1480
Sabah,Tambunan,secondary,male,2025-06-30,1555
Sabah,Tambunan,post_secondary,both,2018-01-01,311
Sabah,Tambunan,post_secondary,both,2019-01-01,365
Sabah,Tambunan,post_secondary,both,2020-01-01,164
Sabah,Tambunan,post_secondary,both,2021-01-01,165
Sabah,Tambunan,post_secondary,both,2022-01-01,102
Sabah,Tambunan,post_secondary,both,2023-06-30,131
Sabah,Tambunan,post_secondary,both,2024-06-30,165
Sabah,Tambunan,post_secondary,both,2025-06-30,380
Sabah,Tambunan,post_secondary,female,2018-01-01,206
Sabah,Tambunan,post_secondary,female,2019-01-01,232
Sabah,Tambunan,post_secondary,female,2020-01-01,103
Sabah,Tambunan,post_secondary,female,2021-01-01,103
Sabah,Tambunan,post_secondary,female,2022-01-01,69
Sabah,Tambunan,post_secondary,female,2023-06-30,80
Sabah,Tambunan,post_secondary,female,2024-06-30,106
Sabah,Tambunan,post_secondary,female,2025-06-30,235
Sabah,Tambunan,post_secondary,male,2018-01-01,105
Sabah,Tambunan,post_secondary,male,2019-01-01,133
Sabah,Tambunan,post_secondary,male,2020-01-01,61
Sabah,Tambunan,post_secondary,male,2021-01-01,62
Sabah,Tambunan,post_secondary,male,2022-01-01,33
Sabah,Tambunan,post_secondary,male,2023-06-30,51
Sabah,Tambunan,post_secondary,male,2024-06-30,59
Sabah,Tambunan,post_secondary,male,2025-06-30,145
Sabah,Tawau,primary,both,2017-01-01,26845
Sabah,Tawau,primary,both,2018-01-01,26631
Sabah,Tawau,primary,both,2019-01-01,27031
Sabah,Tawau,primary,both,2020-01-01,27397
Sabah,Tawau,primary,both,2021-01-01,27893
Sabah,Tawau,primary,both,2022-01-01,28213
Sabah,Tawau,primary,both,2023-06-30,28398
Sabah,Tawau,primary,both,2024-06-30,28289
Sabah,Tawau,primary,both,2025-06-30,27663
Sabah,Tawau,primary,female,2017-01-01,13139
Sabah,Tawau,primary,female,2018-01-01,13050
Sabah,Tawau,primary,female,2019-01-01,13238
Sabah,Tawau,primary,female,2020-01-01,13346
Sabah,Tawau,primary,female,2021-01-01,13576
Sabah,Tawau,primary,female,2022-01-01,13744
Sabah,Tawau,primary,female,2023-06-30,13794
Sabah,Tawau,primary,female,2024-06-30,13741
Sabah,Tawau,primary,female,2025-06-30,13342
Sabah,Tawau,primary,male,2017-01-01,13706
Sabah,Tawau,primary,male,2018-01-01,13581
Sabah,Tawau,primary,male,2019-01-01,13793
Sabah,Tawau,primary,male,2020-01-01,14051
Sabah,Tawau,primary,male,2021-01-01,14317
Sabah,Tawau,primary,male,2022-01-01,14469
Sabah,Tawau,primary,male,2023-06-30,14604
Sabah,Tawau,primary,male,2024-06-30,14548
Sabah,Tawau,primary,male,2025-06-30,14321
Sabah,Tawau,secondary,both,2017-01-01,21051
Sabah,Tawau,secondary,both,2018-01-01,18972
Sabah,Tawau,secondary,both,2019-01-01,18831
Sabah,Tawau,secondary,both,2020-01-01,18914
Sabah,Tawau,secondary,both,2021-01-01,19434
Sabah,Tawau,secondary,both,2022-01-01,19447
Sabah,Tawau,secondary,both,2023-06-30,19530
Sabah,Tawau,secondary,both,2024-06-30,20299
Sabah,Tawau,secondary,both,2025-06-30,20861
Sabah,Tawau,secondary,female,2017-01-01,10617
Sabah,Tawau,secondary,female,2018-01-01,9342
Sabah,Tawau,secondary,female,2019-01-01,9358
Sabah,Tawau,secondary,female,2020-01-01,9439
Sabah,Tawau,secondary,female,2021-01-01,9700
Sabah,Tawau,secondary,female,2022-01-01,9658
Sabah,Tawau,secondary,female,2023-06-30,9776
Sabah,Tawau,secondary,female,2024-06-30,10101
Sabah,Tawau,secondary,female,2025-06-30,10328
Sabah,Tawau,secondary,male,2017-01-01,10434
Sabah,Tawau,secondary,male,2018-01-01,9630
Sabah,Tawau,secondary,male,2019-01-01,9473
Sabah,Tawau,secondary,male,2020-01-01,9475
Sabah,Tawau,secondary,male,2021-01-01,9734
Sabah,Tawau,secondary,male,2022-01-01,9789
Sabah,Tawau,secondary,male,2023-06-30,9754
Sabah,Tawau,secondary,male,2024-06-30,10198
Sabah,Tawau,secondary,male,2025-06-30,10533
Sabah,Tawau,post_secondary,both,2018-01-01,1910
Sabah,Tawau,post_secondary,both,2019-01-01,2011
Sabah,Tawau,post_secondary,both,2020-01-01,1186
Sabah,Tawau,post_secondary,both,2021-01-01,1114
Sabah,Tawau,post_secondary,both,2022-01-01,1135
Sabah,Tawau,post_secondary,both,2023-06-30,1277
Sabah,Tawau,post_secondary,both,2024-06-30,1226
Sabah,Tawau,post_secondary,both,2025-06-30,2222
Sabah,Tawau,post_secondary,female,2018-01-01,1186
Sabah,Tawau,post_secondary,female,2019-01-01,1192
Sabah,Tawau,post_secondary,female,2020-01-01,680
Sabah,Tawau,post_secondary,female,2021-01-01,724
Sabah,Tawau,post_secondary,female,2022-01-01,683
Sabah,Tawau,post_secondary,female,2023-06-30,812
Sabah,Tawau,post_secondary,female,2024-06-30,740
Sabah,Tawau,post_secondary,female,2025-06-30,1380
Sabah,Tawau,post_secondary,male,2018-01-01,724
Sabah,Tawau,post_secondary,male,2019-01-01,819
Sabah,Tawau,post_secondary,male,2020-01-01,506
Sabah,Tawau,post_secondary,male,2021-01-01,390
Sabah,Tawau,post_secondary,male,2022-01-01,452
Sabah,Tawau,post_secondary,male,2023-06-30,465
Sabah,Tawau,post_secondary,male,2024-06-30,486
Sabah,Tawau,post_secondary,male,2025-06-30,842
Sabah,Telupid,primary,both,2018-01-01,1850
Sabah,Telupid,primary,both,2019-01-01,1858
Sabah,Telupid,primary,both,2020-01-01,1849
Sabah,Telupid,primary,both,2021-01-01,1867
Sabah,Telupid,primary,both,2022-01-01,1870
Sabah,Telupid,primary,female,2018-01-01,891
Sabah,Telupid,primary,female,2019-01-01,920
Sabah,Telupid,primary,female,2020-01-01,901
Sabah,Telupid,primary,female,2021-01-01,917
Sabah,Telupid,primary,female,2022-01-01,914
Sabah,Telupid,primary,male,2018-01-01,959
Sabah,Telupid,primary,male,2019-01-01,938
Sabah,Telupid,primary,male,2020-01-01,948
Sabah,Telupid,primary,male,2021-01-01,950
Sabah,Telupid,primary,male,2022-01-01,956
Sabah,Telupid,secondary,both,2018-01-01,1629
Sabah,Telupid,secondary,both,2019-01-01,1621
Sabah,Telupid,secondary,both,2020-01-01,1610
Sabah,Telupid,secondary,both,2021-01-01,1660
Sabah,Telupid,secondary,both,2022-01-01,1764
Sabah,Telupid,secondary,female,2018-01-01,803
Sabah,Telupid,secondary,female,2019-01-01,777
Sabah,Telupid,secondary,female,2020-01-01,793
Sabah,Telupid,secondary,female,2021-01-01,816
Sabah,Telupid,secondary,female,2022-01-01,876
Sabah,Telupid,secondary,male,2018-01-01,826
Sabah,Telupid,secondary,male,2019-01-01,844
Sabah,Telupid,secondary,male,2020-01-01,817
Sabah,Telupid,secondary,male,2021-01-01,844
Sabah,Telupid,secondary,male,2022-01-01,888
Sabah,Telupid,post_secondary,both,2018-01-01,182
Sabah,Telupid,post_secondary,both,2019-01-01,152
Sabah,Telupid,post_secondary,both,2020-01-01,71
Sabah,Telupid,post_secondary,both,2021-01-01,68
Sabah,Telupid,post_secondary,both,2022-01-01,66
Sabah,Telupid,post_secondary,female,2018-01-01,134
Sabah,Telupid,post_secondary,female,2019-01-01,104
Sabah,Telupid,post_secondary,female,2020-01-01,50
Sabah,Telupid,post_secondary,female,2021-01-01,46
Sabah,Telupid,post_secondary,female,2022-01-01,38
Sabah,Telupid,post_secondary,male,2018-01-01,48
Sabah,Telupid,post_secondary,male,2019-01-01,48
Sabah,Telupid,post_secondary,male,2020-01-01,21
Sabah,Telupid,post_secondary,male,2021-01-01,22
Sabah,Telupid,post_secondary,male,2022-01-01,28
Sabah,Tenom,primary,both,2017-01-01,5948
Sabah,Tenom,primary,both,2018-01-01,6010
Sabah,Tenom,primary,both,2019-01-01,6130
Sabah,Tenom,primary,both,2020-01-01,6191
Sabah,Tenom,primary,both,2021-01-01,6222
Sabah,Tenom,primary,both,2022-01-01,6190
Sabah,Tenom,primary,both,2023-06-30,6042
Sabah,Tenom,primary,both,2024-06-30,5923
Sabah,Tenom,primary,both,2025-06-30,5804
Sabah,Tenom,primary,female,2017-01-01,2831
Sabah,Tenom,primary,female,2018-01-01,2897
Sabah,Tenom,primary,female,2019-01-01,2948
Sabah,Tenom,primary,female,2020-01-01,3002
Sabah,Tenom,primary,female,2021-01-01,3027
Sabah,Tenom,primary,female,2022-01-01,3009
Sabah,Tenom,primary,female,2023-06-30,2907
Sabah,Tenom,primary,female,2024-06-30,2885
Sabah,Tenom,primary,female,2025-06-30,2824
Sabah,Tenom,primary,male,2017-01-01,3117
Sabah,Tenom,primary,male,2018-01-01,3113
Sabah,Tenom,primary,male,2019-01-01,3182
Sabah,Tenom,primary,male,2020-01-01,3189
Sabah,Tenom,primary,male,2021-01-01,3195
Sabah,Tenom,primary,male,2022-01-01,3181
Sabah,Tenom,primary,male,2023-06-30,3135
Sabah,Tenom,primary,male,2024-06-30,3038
Sabah,Tenom,primary,male,2025-06-30,2980
Sabah,Tenom,secondary,both,2017-01-01,4866
Sabah,Tenom,secondary,both,2018-01-01,4349
Sabah,Tenom,secondary,both,2019-01-01,4344
Sabah,Tenom,secondary,both,2020-01-01,4380
Sabah,Tenom,secondary,both,2021-01-01,4572
Sabah,Tenom,secondary,both,2022-01-01,4727
Sabah,Tenom,secondary,both,2023-06-30,4839
Sabah,Tenom,secondary,both,2024-06-30,4864
Sabah,Tenom,secondary,both,2025-06-30,4865
Sabah,Tenom,secondary,female,2017-01-01,2484
Sabah,Tenom,secondary,female,2018-01-01,2184
Sabah,Tenom,secondary,female,2019-01-01,2163
Sabah,Tenom,secondary,female,2020-01-01,2186
Sabah,Tenom,secondary,female,2021-01-01,2213
Sabah,Tenom,secondary,female,2022-01-01,2274
Sabah,Tenom,secondary,female,2023-06-30,2345
Sabah,Tenom,secondary,female,2024-06-30,2390
Sabah,Tenom,secondary,female,2025-06-30,2393
Sabah,Tenom,secondary,male,2017-01-01,2382
Sabah,Tenom,secondary,male,2018-01-01,2165
Sabah,Tenom,secondary,male,2019-01-01,2181
Sabah,Tenom,secondary,male,2020-01-01,2194
Sabah,Tenom,secondary,male,2021-01-01,2359
Sabah,Tenom,secondary,male,2022-01-01,2453
Sabah,Tenom,secondary,male,2023-06-30,2494
Sabah,Tenom,secondary,male,2024-06-30,2474
Sabah,Tenom,secondary,male,2025-06-30,2472
Sabah,Tenom,post_secondary,both,2018-01-01,418
Sabah,Tenom,post_secondary,both,2019-01-01,386
Sabah,Tenom,post_secondary,both,2020-01-01,160
