state,district,stage,sex,date,students
Kelantan,Gua Musang,post_secondary,female,2020-01-01,88
Kelantan,Gua Musang,post_secondary,female,2021-01-01,96
Kelantan,Gua Musang,post_secondary,female,2022-01-01,96
Kelantan,Gua Musang,post_secondary,female,2023-06-30,121
Kelantan,Gua Musang,post_secondary,female,2024-06-30,111
Kelantan,Gua Musang,post_secondary,female,2025-06-30,233
Kelantan,Gua Musang,post_secondary,male,2018-01-01,70
Kelantan,Gua Musang,post_secondary,male,2020-01-01,51
Kelantan,Gua Musang,post_secondary,male,2021-01-01,38
Kelantan,Gua Musang,post_secondary,male,2022-01-01,35
Kelantan,Gua Musang,post_secondary,male,2023-06-30,66
Kelantan,Gua Musang,post_secondary,male,2024-06-30,43
Kelantan,Gua Musang,post_secondary,male,2025-06-30,105
Kelantan,Jeli,primary,both,2017-01-01,5088
Kelantan,Jeli,primary,both,2018-01-01,5213
Kelantan,Jeli,primary,both,2019-01-01,5296
Kelantan,Jeli,primary,both,2020-01-01,5243
Kelantan,Jeli,primary,both,2021-01-01,5163
Kelantan,Jeli,primary,both,2022-01-01,5186
Kelantan,Jeli,primary,both,2023-06-30,5056
Kelantan,Jeli,primary,both,2024-06-30,4983
Kelantan,Jeli,primary,both,2025-06-30,4905
Kelantan,Jeli,primary,female,2017-01-01,2463
Kelantan,Jeli,primary,female,2018-01-01,2534
Kelantan,Jeli,primary,female,2019-01-01,2598
Kelantan,Jeli,primary,female,2020-01-01,2587
Kelantan,Jeli,primary,female,2021-01-01,2571
Kelantan,Jeli,primary,female,2022-01-01,2573
Kelantan,Jeli,primary,female,2023-06-30,2550
Kelantan,Jeli,primary,female,2024-06-30,2493
Kelantan,Jeli,primary,female,2025-06-30,2436
Kelantan,Jeli,primary,male,2017-01-01,2625
Kelantan,Jeli,primary,male,2018-01-01,2679
Kelantan,Jeli,primary,male,2019-01-01,2698
Kelantan,Jeli,primary,male,2020-01-01,2656
Kelantan,Jeli,primary,male,2021-01-01,2592
Kelantan,Jeli,primary,male,2022-01-01,2613
Kelantan,Jeli,primary,male,2023-06-30,2506
Kelantan,Jeli,primary,male,2024-06-30,2490
Kelantan,Jeli,primary,male,2025-06-30,2469
Kelantan,Jeli,secondary,both,2017-01-01,3585
Kelantan,Jeli,secondary,both,2018-01-01,3305
Kelantan,Jeli,secondary,both,2019-01-01,3385
Kelantan,Jeli,secondary,both,2020-01-01,3107
Kelantan,Jeli,secondary,both,2021-01-01,3136
Kelantan,Jeli,secondary,both,2022-01-01,3359
Kelantan,Jeli,secondary,both,2023-06-30,3593
Kelantan,Jeli,secondary,both,2024-06-30,3747
Kelantan,Jeli,secondary,both,2025-06-30,3816
Kelantan,Jeli,secondary,female,2017-01-01,1857
Kelantan,Jeli,secondary,female,2018-01-01,1660
Kelantan,Jeli,secondary,female,2019-01-01,1708
Kelantan,Jeli,secondary,female,2020-01-01,1498
Kelantan,Jeli,secondary,female,2021-01-01,1490
Kelantan,Jeli,secondary,female,2022-01-01,1625
Kelantan,Jeli,secondary,female,2023-06-30,1769
Kelantan,Jeli,secondary,female,2024-06-30,1875
Kelantan,Jeli,secondary,female,2025-06-30,1932
Kelantan,Jeli,secondary,male,2017-01-01,1728
Kelantan,Jeli,secondary,male,2018-01-01,1645
Kelantan,Jeli,secondary,male,2019-01-01,1677
Kelantan,Jeli,secondary,male,2020-01-01,1609
Kelantan,Jeli,secondary,male,2021-01-01,1646
Kelantan,Jeli,secondary,male,2022-01-01,1734
Kelantan,Jeli,secondary,male,2023-06-30,1824
Kelantan,Jeli,secondary,male,2024-06-30,1872
Kelantan,Jeli,secondary,male,2025-06-30,1884
Kelantan,Jeli,post_secondary,both,2018-01-01,250
Kelantan,Jeli,post_secondary,both,2020-01-01,107
Kelantan,Jeli,post_secondary,both,2021-01-01,108
Kelantan,Jeli,post_secondary,both,2022-01-01,71
Kelantan,Jeli,post_secondary,both,2023-06-30,106
Kelantan,Jeli,post_secondary,both,2024-06-30,97
Kelantan,Jeli,post_secondary,both,2025-06-30,227
Kelantan,Jeli,post_secondary,female,2018-01-01,170
Kelantan,Jeli,post_secondary,female,2020-01-01,78
Kelantan,Jeli,post_secondary,female,2021-01-01,85
Kelantan,Jeli,post_secondary,female,2022-01-01,53
Kelantan,Jeli,post_secondary,female,2023-06-30,75
Kelantan,Jeli,post_secondary,female,2024-06-30,69
Kelantan,Jeli,post_secondary,female,2025-06-30,159
Kelantan,Jeli,post_secondary,male,2018-01-01,80
Kelantan,Jeli,post_secondary,male,2020-01-01,29
Kelantan,Jeli,post_secondary,male,2021-01-01,23
Kelantan,Jeli,post_secondary,male,2022-01-01,18
Kelantan,Jeli,post_secondary,male,2023-06-30,31
Kelantan,Jeli,post_secondary,male,2024-06-30,28
Kelantan,Jeli,post_secondary,male,2025-06-30,68
Kelantan,Kecil Lojing,primary,both,2018-01-01,1672
Kelantan,Kecil Lojing,primary,both,2019-01-01,1713
Kelantan,Kecil Lojing,primary,both,2020-01-01,1769
Kelantan,Kecil Lojing,primary,both,2021-01-01,1775
Kelantan,Kecil Lojing,primary,both,2022-01-01,1780
Kelantan,Kecil Lojing,primary,female,2018-01-01,828
Kelantan,Kecil Lojing,primary,female,2019-01-01,851
Kelantan,Kecil Lojing,primary,female,2020-01-01,871
Kelantan,Kecil Lojing,primary,female,2021-01-01,881
Kelantan,Kecil Lojing,primary,female,2022-01-01,891
Kelantan,Kecil Lojing,primary,male,2018-01-01,844
Kelantan,Kecil Lojing,primary,male,2019-01-01,862
Kelantan,Kecil Lojing,primary,male,2020-01-01,898
Kelantan,Kecil Lojing,primary,male,2021-01-01,894
Kelantan,Kecil Lojing,primary,male,2022-01-01,889
Kelantan,Kecil Lojing,secondary,both,2018-01-01,0
Kelantan,Kecil Lojing,secondary,both,2019-01-01,0
Kelantan,Kecil Lojing,secondary,both,2020-01-01,0
Kelantan,Kecil Lojing,secondary,both,2021-01-01,0
Kelantan,Kecil Lojing,secondary,both,2022-01-01,0
Kelantan,Kecil Lojing,secondary,female,2018-01-01,0
Kelantan,Kecil Lojing,secondary,female,2019-01-01,0
Kelantan,Kecil Lojing,secondary,female,2020-01-01,0
Kelantan,Kecil Lojing,secondary,female,2021-01-01,0
Kelantan,Kecil Lojing,secondary,female,2022-01-01,0
Kelantan,Kecil Lojing,secondary,male,2018-01-01,0
Kelantan,Kecil Lojing,secondary,male,2019-01-01,0
Kelantan,Kecil Lojing,secondary,male,2020-01-01,0
Kelantan,Kecil Lojing,secondary,male,2021-01-01,0
Kelantan,Kecil Lojing,secondary,male,2022-01-01,0
Kelantan,Kecil Lojing,post_secondary,both,2018-01-01,0
Kelantan,Kecil Lojing,post_secondary,both,2020-01-01,0
Kelantan,Kecil Lojing,post_secondary,both,2021-01-01,0
Kelantan,Kecil Lojing,post_secondary,both,2022-01-01,0
Kelantan,Kecil Lojing,post_secondary,female,2018-01-01,0
Kelantan,Kecil Lojing,post_secondary,female,2020-01-01,0
Kelantan,Kecil Lojing,post_secondary,female,2021-01-01,0
Kelantan,Kecil Lojing,post_secondary,female,2022-01-01,0
Kelantan,Kecil Lojing,post_secondary,male,2018-01-01,0
Kelantan,Kecil Lojing,post_secondary,male,2020-01-01,0
Kelantan,Kecil Lojing,post_secondary,male,2021-01-01,0
Kelantan,Kecil Lojing,post_secondary,male,2022-01-01,0
Kelantan,Kota Bharu,primary,both,2017-01-01,52190
Kelantan,Kota Bharu,primary,both,2018-01-01,51957
Kelantan,Kota Bharu,primary,both,2019-01-01,52205
Kelantan,Kota Bharu,primary,both,2020-01-01,52219
Kelantan,Kota Bharu,primary,both,2021-01-01,52908
Kelantan,Kota Bharu,primary,both,2022-01-01,53301
Kelantan,Kota Bharu,primary,both,2023-06-30,53597
Kelantan,Kota Bharu,primary,both,2024-06-30,53563
Kelantan,Kota Bharu,primary,both,2025-06-30,53152
Kelantan,Kota Bharu,primary,female,2017-01-01,25733
Kelantan,Kota Bharu,primary,female,2018-01-01,25686
Kelantan,Kota Bharu,primary,female,2019-01-01,25870
Kelantan,Kota Bharu,primary,female,2020-01-01,25871
Kelantan,Kota Bharu,primary,female,2021-01-01,26091
Kelantan,Kota Bharu,primary,female,2022-01-01,26275
Kelantan,Kota Bharu,primary,female,2023-06-30,26518
Kelantan,Kota Bharu,primary,female,2024-06-30,26405
Kelantan,Kota Bharu,primary,female,2025-06-30,26167
Kelantan,Kota Bharu,primary,male,2017-01-01,26457
Kelantan,Kota Bharu,primary,male,2018-01-01,26271
Kelantan,Kota Bharu,primary,male,2019-01-01,26335
Kelantan,Kota Bharu,primary,male,2020-01-01,26348
Kelantan,Kota Bharu,primary,male,2021-01-01,26817
Kelantan,Kota Bharu,primary,male,2022-01-01,27026
Kelantan,Kota Bharu,primary,male,2023-06-30,27079
Kelantan,Kota Bharu,primary,male,2024-06-30,27158
Kelantan,Kota Bharu,primary,male,2025-06-30,26985
Kelantan,Kota Bharu,secondary,both,2017-01-01,38004
Kelantan,Kota Bharu,secondary,both,2018-01-01,34302
Kelantan,Kota Bharu,secondary,both,2019-01-01,35326
Kelantan,Kota Bharu,secondary,both,2020-01-01,32552
Kelantan,Kota Bharu,secondary,both,2021-01-01,32816
Kelantan,Kota Bharu,secondary,both,2022-01-01,33281
Kelantan,Kota Bharu,secondary,both,2023-06-30,33594
Kelantan,Kota Bharu,secondary,both,2024-06-30,34653
Kelantan,Kota Bharu,secondary,both,2025-06-30,35346
Kelantan,Kota Bharu,secondary,female,2017-01-01,19501
Kelantan,Kota Bharu,secondary,female,2018-01-01,17457
Kelantan,Kota Bharu,secondary,female,2019-01-01,18238
Kelantan,Kota Bharu,secondary,female,2020-01-01,16435
Kelantan,Kota Bharu,secondary,female,2021-01-01,16596
Kelantan,Kota Bharu,secondary,female,2022-01-01,16763
Kelantan,Kota Bharu,secondary,female,2023-06-30,16912
Kelantan,Kota Bharu,secondary,female,2024-06-30,17526
Kelantan,Kota Bharu,secondary,female,2025-06-30,17839
Kelantan,Kota Bharu,secondary,male,2017-01-01,18503
Kelantan,Kota Bharu,secondary,male,2018-01-01,16845
Kelantan,Kota Bharu,secondary,male,2019-01-01,17088
Kelantan,Kota Bharu,secondary,male,2020-01-01,16117
Kelantan,Kota Bharu,secondary,male,2021-01-01,16220
Kelantan,Kota Bharu,secondary,male,2022-01-01,16518
Kelantan,Kota Bharu,secondary,male,2023-06-30,16682
Kelantan,Kota Bharu,secondary,male,2024-06-30,17127
Kelantan,Kota Bharu,secondary,male,2025-06-30,17507
Kelantan,Kota Bharu,post_secondary,both,2018-01-01,2228
Kelantan,Kota Bharu,post_secondary,both,2020-01-01,1133
Kelantan,Kota Bharu,post_secondary,both,2021-01-01,998
Kelantan,Kota Bharu,post_secondary,both,2022-01-01,1125
Kelantan,Kota Bharu,post_secondary,both,2023-06-30,1275
Kelantan,Kota Bharu,post_secondary,both,2024-06-30,1169
Kelantan,Kota Bharu,post_secondary,both,2025-06-30,2214
Kelantan,Kota Bharu,post_secondary,female,2018-01-01,1410
Kelantan,Kota Bharu,post_secondary,female,2020-01-01,676
Kelantan,Kota Bharu,post_secondary,female,2021-01-01,681
Kelantan,Kota Bharu,post_secondary,female,2022-01-01,693
Kelantan,Kota Bharu,post_secondary,female,2023-06-30,696
Kelantan,Kota Bharu,post_secondary,female,2024-06-30,682
Kelantan,Kota Bharu,post_secondary,female,2025-06-30,1381
Kelantan,Kota Bharu,post_secondary,male,2018-01-01,818
Kelantan,Kota Bharu,post_secondary,male,2020-01-01,457
Kelantan,Kota Bharu,post_secondary,male,2021-01-01,317
Kelantan,Kota Bharu,post_secondary,male,2022-01-01,432
Kelantan,Kota Bharu,post_secondary,male,2023-06-30,579
Kelantan,Kota Bharu,post_secondary,male,2024-06-30,487
Kelantan,Kota Bharu,post_secondary,male,2025-06-30,833
Kelantan,Kuala Krai,primary,both,2017-01-01,12190
Kelantan,Kuala Krai,primary,both,2018-01-01,12292
Kelantan,Kuala Krai,primary,both,2019-01-01,12363
Kelantan,Kuala Krai,primary,both,2020-01-01,12286
Kelantan,Kuala Krai,primary,both,2021-01-01,12164
Kelantan,Kuala Krai,primary,both,2022-01-01,12080
Kelantan,Kuala Krai,primary,both,2023-06-30,12033
Kelantan,Kuala Krai,primary,both,2024-06-30,11708
Kelantan,Kuala Krai,primary,both,2025-06-30,11533
Kelantan,Kuala Krai,primary,female,2017-01-01,6005
Kelantan,Kuala Krai,primary,female,2018-01-01,6090
Kelantan,Kuala Krai,primary,female,2019-01-01,6057
Kelantan,Kuala Krai,primary,female,2020-01-01,5999
Kelantan,Kuala Krai,primary,female,2021-01-01,5951
Kelantan,Kuala Krai,primary,female,2022-01-01,5958
Kelantan,Kuala Krai,primary,female,2023-06-30,5940
Kelantan,Kuala Krai,primary,female,2024-06-30,5749
Kelantan,Kuala Krai,primary,female,2025-06-30,5747
Kelantan,Kuala Krai,primary,male,2017-01-01,6185
Kelantan,Kuala Krai,primary,male,2018-01-01,6202
Kelantan,Kuala Krai,primary,male,2019-01-01,6306
Kelantan,Kuala Krai,primary,male,2020-01-01,6287
Kelantan,Kuala Krai,primary,male,2021-01-01,6213
Kelantan,Kuala Krai,primary,male,2022-01-01,6122
Kelantan,Kuala Krai,primary,male,2023-06-30,6093
Kelantan,Kuala Krai,primary,male,2024-06-30,5959
Kelantan,Kuala Krai,primary,male,2025-06-30,5786
Kelantan,Kuala Krai,secondary,both,2017-01-01,9419
Kelantan,Kuala Krai,secondary,both,2018-01-01,8187
Kelantan,Kuala Krai,secondary,both,2019-01-01,8515
Kelantan,Kuala Krai,secondary,both,2020-01-01,7586
Kelantan,Kuala Krai,secondary,both,2021-01-01,7742
Kelantan,Kuala Krai,secondary,both,2022-01-01,7844
Kelantan,Kuala Krai,secondary,both,2023-06-30,7776
Kelantan,Kuala Krai,secondary,both,2024-06-30,8314
Kelantan,Kuala Krai,secondary,both,2025-06-30,8380
Kelantan,Kuala Krai,secondary,female,2017-01-01,4538
Kelantan,Kuala Krai,secondary,female,2018-01-01,3991
Kelantan,Kuala Krai,secondary,female,2019-01-01,4169
Kelantan,Kuala Krai,secondary,female,2020-01-01,3752
Kelantan,Kuala Krai,secondary,female,2021-01-01,3826
Kelantan,Kuala Krai,secondary,female,2022-01-01,3861
Kelantan,Kuala Krai,secondary,female,2023-06-30,3837
Kelantan,Kuala Krai,secondary,female,2024-06-30,4074
Kelantan,Kuala Krai,secondary,female,2025-06-30,4068
Kelantan,Kuala Krai,secondary,male,2017-01-01,4881
Kelantan,Kuala Krai,secondary,male,2018-01-01,4196
Kelantan,Kuala Krai,secondary,male,2019-01-01,4346
Kelantan,Kuala Krai,secondary,male,2020-01-01,3834
Kelantan,Kuala Krai,secondary,male,2021-01-01,3916
Kelantan,Kuala Krai,secondary,male,2022-01-01,3983
Kelantan,Kuala Krai,secondary,male,2023-06-30,3939
Kelantan,Kuala Krai,secondary,male,2024-06-30,4240
Kelantan,Kuala Krai,secondary,male,2025-06-30,4312
Kelantan,Kuala Krai,post_secondary,both,2018-01-01,798
Kelantan,Kuala Krai,post_secondary,both,2020-01-01,499
Kelantan,Kuala Krai,post_secondary,both,2021-01-01,401
Kelantan,Kuala Krai,post_secondary,both,2022-01-01,419
Kelantan,Kuala Krai,post_secondary,both,2023-06-30,516
Kelantan,Kuala Krai,post_secondary,both,2024-06-30,455
Kelantan,Kuala Krai,post_secondary,both,2025-06-30,859
Kelantan,Kuala Krai,post_secondary,female,2018-01-01,390
Kelantan,Kuala Krai,post_secondary,female,2020-01-01,204
Kelantan,Kuala Krai,post_secondary,female,2021-01-01,202
Kelantan,Kuala Krai,post_secondary,female,2022-01-01,187
Kelantan,Kuala Krai,post_secondary,female,2023-06-30,198
Kelantan,Kuala Krai,post_secondary,female,2024-06-30,204
Kelantan,Kuala Krai,post_secondary,female,2025-06-30,419
Kelantan,Kuala Krai,post_secondary,male,2018-01-01,408
Kelantan,Kuala Krai,post_secondary,male,2020-01-01,295
Kelantan,Kuala Krai,post_secondary,male,2021-01-01,199
Kelantan,Kuala Krai,post_secondary,male,2022-01-01,232
Kelantan,Kuala Krai,post_secondary,male,2023-06-30,318
Kelantan,Kuala Krai,post_secondary,male,2024-06-30,251
Kelantan,Kuala Krai,post_secondary,male,2025-06-30,440
Kelantan,Machang,primary,both,2017-01-01,9868
Kelantan,Machang,primary,both,2018-01-01,9761
Kelantan,Machang,primary,both,2019-01-01,9602
Kelantan,Machang,primary,both,2020-01-01,9431
Kelantan,Machang,primary,both,2021-01-01,9401
Kelantan,Machang,primary,both,2022-01-01,9394
Kelantan,Machang,primary,both,2023-06-30,9401
Kelantan,Machang,primary,both,2024-06-30,9304
Kelantan,Machang,primary,both,2025-06-30,9278
Kelantan,Machang,primary,female,2017-01-01,4791
Kelantan,Machang,primary,female,2018-01-01,4740
Kelantan,Machang,primary,female,2019-01-01,4674
Kelantan,Machang,primary,female,2020-01-01,4587
Kelantan,Machang,primary,female,2021-01-01,4548
Kelantan,Machang,primary,female,2022-01-01,4596
Kelantan,Machang,primary,female,2023-06-30,4577
Kelantan,Machang,primary,female,2024-06-30,4504
Kelantan,Machang,primary,female,2025-06-30,4474
Kelantan,Machang,primary,male,2017-01-01,5077
Kelantan,Machang,primary,male,2018-01-01,5021
Kelantan,Machang,primary,male,2019-01-01,4928
Kelantan,Machang,primary,male,2020-01-01,4844
Kelantan,Machang,primary,male,2021-01-01,4853
Kelantan,Machang,primary,male,2022-01-01,4798
Kelantan,Machang,primary,male,2023-06-30,4824
Kelantan,Machang,primary,male,2024-06-30,4800
Kelantan,Machang,primary,male,2025-06-30,4804
Kelantan,Machang,secondary,both,2017-01-01,8301
Kelantan,Machang,secondary,both,2018-01-01,7336
Kelantan,Machang,secondary,both,2019-01-01,7498
Kelantan,Machang,secondary,both,2020-01-01,6753
Kelantan,Machang,secondary,both,2021-01-01,6818
Kelantan,Machang,secondary,both,2022-01-01,6862
Kelantan,Machang,secondary,both,2023-06-30,6910
Kelantan,Machang,secondary,both,2024-06-30,7142
Kelantan,Machang,secondary,both,2025-06-30,7161
Kelantan,Machang,secondary,female,2017-01-01,4284
Kelantan,Machang,secondary,female,2018-01-01,3726
Kelantan,Machang,secondary,female,2019-01-01,3896
Kelantan,Machang,secondary,female,2020-01-01,3412
Kelantan,Machang,secondary,female,2021-01-01,3420
Kelantan,Machang,secondary,female,2022-01-01,3403
Kelantan,Machang,secondary,female,2023-06-30,3427
Kelantan,Machang,secondary,female,2024-06-30,3518
Kelantan,Machang,secondary,female,2025-06-30,3528
Kelantan,Machang,secondary,male,2017-01-01,4017
Kelantan,Machang,secondary,male,2018-01-01,3610
Kelantan,Machang,secondary,male,2019-01-01,3602
Kelantan,Machang,secondary,male,2020-01-01,3341
Kelantan,Machang,secondary,male,2021-01-01,3398
Kelantan,Machang,secondary,male,2022-01-01,3459
Kelantan,Machang,secondary,male,2023-06-30,3483
Kelantan,Machang,secondary,male,2024-06-30,3624
Kelantan,Machang,secondary,male,2025-06-30,3633
Kelantan,Machang,post_secondary,both,2018-01-01,501
Kelantan,Machang,post_secondary,both,2020-01-01,236
Kelantan,Machang,post_secondary,both,2021-01-01,228
Kelantan,Machang,post_secondary,both,2022-01-01,218
Kelantan,Machang,post_secondary,both,2023-06-30,271
Kelantan,Machang,post_secondary,both,2024-06-30,273
Kelantan,Machang,post_secondary,both,2025-06-30,583
Kelantan,Machang,post_secondary,female,2018-01-01,333
Kelantan,Machang,post_secondary,female,2020-01-01,166
Kelantan,Machang,post_secondary,female,2021-01-01,169
Kelantan,Machang,post_secondary,female,2022-01-01,150
Kelantan,Machang,post_secondary,female,2023-06-30,182
Kelantan,Machang,post_secondary,female,2024-06-30,183
Kelantan,Machang,post_secondary,female,2025-06-30,382
Kelantan,Machang,post_secondary,male,2018-01-01,168
Kelantan,Machang,post_secondary,male,2020-01-01,70
Kelantan,Machang,post_secondary,male,2021-01-01,59
Kelantan,Machang,post_secondary,male,2022-01-01,68
Kelantan,Machang,post_secondary,male,2023-06-30,89
Kelantan,Machang,post_secondary,male,2024-06-30,90
Kelantan,Machang,post_secondary,male,2025-06-30,201
Kelantan,Pasir Mas,primary,both,2017-01-01,20748
Kelantan,Pasir Mas,primary,both,2018-01-01,20494
Kelantan,Pasir Mas,primary,both,2019-01-01,20392
Kelantan,Pasir Mas,primary,both,2020-01-01,19788
Kelantan,Pasir Mas,primary,both,2021-01-01,19863
Kelantan,Pasir Mas,primary,both,2022-01-01,19702
Kelantan,Pasir Mas,primary,both,2023-06-30,19547
Kelantan,Pasir Mas,primary,both,2024-06-30,19237
Kelantan,Pasir Mas,primary,both,2025-06-30,19241
Kelantan,Pasir Mas,primary,female,2017-01-01,10080
Kelantan,Pasir Mas,primary,female,2018-01-01,10009
Kelantan,Pasir Mas,primary,female,2019-01-01,10009
Kelantan,Pasir Mas,primary,female,2020-01-01,9709
Kelantan,Pasir Mas,primary,female,2021-01-01,9731
Kelantan,Pasir Mas,primary,female,2022-01-01,9584
Kelantan,Pasir Mas,primary,female,2023-06-30,9554
Kelantan,Pasir Mas,primary,female,2024-06-30,9389
Kelantan,Pasir Mas,primary,female,2025-06-30,9369
Kelantan,Pasir Mas,primary,male,2017-01-01,10668
Kelantan,Pasir Mas,primary,male,2018-01-01,10485
Kelantan,Pasir Mas,primary,male,2019-01-01,10383
Kelantan,Pasir Mas,primary,male,2020-01-01,10079
Kelantan,Pasir Mas,primary,male,2021-01-01,10132
Kelantan,Pasir Mas,primary,male,2022-01-01,10118
Kelantan,Pasir Mas,primary,male,2023-06-30,9993
Kelantan,Pasir Mas,primary,male,2024-06-30,9848
Kelantan,Pasir Mas,primary,male,2025-06-30,9872
Kelantan,Pasir Mas,secondary,both,2017-01-01,16666
Kelantan,Pasir Mas,secondary,both,2018-01-01,14288
Kelantan,Pasir Mas,secondary,both,2019-01-01,15443
Kelantan,Pasir Mas,secondary,both,2020-01-01,13520
Kelantan,Pasir Mas,secondary,both,2021-01-01,13521
Kelantan,Pasir Mas,secondary,both,2022-01-01,13707
Kelantan,Pasir Mas,secondary,both,2023-06-30,13662
Kelantan,Pasir Mas,secondary,both,2024-06-30,14035
Kelantan,Pasir Mas,secondary,both,2025-06-30,14256
Kelantan,Pasir Mas,secondary,female,2017-01-01,8786
Kelantan,Pasir Mas,secondary,female,2018-01-01,7339
Kelantan,Pasir Mas,secondary,female,2019-01-01,8176
Kelantan,Pasir Mas,secondary,female,2020-01-01,6896
Kelantan,Pasir Mas,secondary,female,2021-01-01,6893
Kelantan,Pasir Mas,secondary,female,2022-01-01,6886
Kelantan,Pasir Mas,secondary,female,2023-06-30,6906
Kelantan,Pasir Mas,secondary,female,2024-06-30,7088
Kelantan,Pasir Mas,secondary,female,2025-06-30,7217
Kelantan,Pasir Mas,secondary,male,2017-01-01,7880
Kelantan,Pasir Mas,secondary,male,2018-01-01,6949
Kelantan,Pasir Mas,secondary,male,2019-01-01,7267
Kelantan,Pasir Mas,secondary,male,2020-01-01,6624
Kelantan,Pasir Mas,secondary,male,2021-01-01,6628
Kelantan,Pasir Mas,secondary,male,2022-01-01,6821
Kelantan,Pasir Mas,secondary,male,2023-06-30,6756
Kelantan,Pasir Mas,secondary,male,2024-06-30,6947
Kelantan,Pasir Mas,secondary,male,2025-06-30,7039
Kelantan,Pasir Mas,post_secondary,both,2018-01-01,1628
Kelantan,Pasir Mas,post_secondary,both,2020-01-01,770
Kelantan,Pasir Mas,post_secondary,both,2021-01-01,784
Kelantan,Pasir Mas,post_secondary,both,2022-01-01,700
Kelantan,Pasir Mas,post_secondary,both,2023-06-30,773
Kelantan,Pasir Mas,post_secondary,both,2024-06-30,770
Kelantan,Pasir Mas,post_secondary,both,2025-06-30,1496
Kelantan,Pasir Mas,post_secondary,female,2018-01-01,1115
Kelantan,Pasir Mas,post_secondary,female,2020-01-01,522
Kelantan,Pasir Mas,post_secondary,female,2021-01-01,496
Kelantan,Pasir Mas,post_secondary,female,2022-01-01,440
Kelantan,Pasir Mas,post_secondary,female,2023-06-30,526
Kelantan,Pasir Mas,post_secondary,female,2024-06-30,500
Kelantan,Pasir Mas,post_secondary,female,2025-06-30,960
Kelantan,Pasir Mas,post_secondary,male,2018-01-01,513
Kelantan,Pasir Mas,post_secondary,male,2020-01-01,248
Kelantan,Pasir Mas,post_secondary,male,2021-01-01,288
Kelantan,Pasir Mas,post_secondary,male,2022-01-01,260
Kelantan,Pasir Mas,post_secondary,male,2023-06-30,247
Kelantan,Pasir Mas,post_secondary,male,2024-06-30,270
Kelantan,Pasir Mas,post_secondary,male,2025-06-30,536
Kelantan,Pasir Puteh,primary,both,2017-01-01,13874
Kelantan,Pasir Puteh,primary,both,2018-01-01,13738
Kelantan,Pasir Puteh,primary,both,2019-01-01,13717
Kelantan,Pasir Puteh,primary,both,2020-01-01,13636
Kelantan,Pasir Puteh,primary,both,2021-01-01,13616
Kelantan,Pasir Puteh,primary,both,2022-01-01,13651
Kelantan,Pasir Puteh,primary,female,2017-01-01,6652
Kelantan,Pasir Puteh,primary,female,2018-01-01,6616
Kelantan,Pasir Puteh,primary,female,2019-01-01,6647
Kelantan,Pasir Puteh,primary,female,2020-01-01,6608
Kelantan,Pasir Puteh,primary,female,2021-01-01,6613
Kelantan,Pasir Puteh,primary,female,2022-01-01,6669
Kelantan,Pasir Puteh,primary,male,2017-01-01,7222
Kelantan,Pasir Puteh,primary,male,2018-01-01,7122
Kelantan,Pasir Puteh,primary,male,2019-01-01,7070
Kelantan,Pasir Puteh,primary,male,2020-01-01,7028
Kelantan,Pasir Puteh,primary,male,2021-01-01,7003
Kelantan,Pasir Puteh,primary,male,2022-01-01,6982
Kelantan,Pasir Puteh,secondary,both,2017-01-01,10724
Kelantan,Pasir Puteh,secondary,both,2018-01-01,9605
Kelantan,Pasir Puteh,secondary,both,2019-01-01,10284
Kelantan,Pasir Puteh,secondary,both,2020-01-01,8996
Kelantan,Pasir Puteh,secondary,both,2021-01-01,9119
Kelantan,Pasir Puteh,secondary,both,2022-01-01,9284
Kelantan,Pasir Puteh,secondary,female,2017-01-01,5853
Kelantan,Pasir Puteh,secondary,female,2018-01-01,5167
Kelantan,Pasir Puteh,secondary,female,2019-01-01,5587
Kelantan,Pasir Puteh,secondary,female,2020-01-01,4731
Kelantan,Pasir Puteh,secondary,female,2021-01-01,4719
Kelantan,Pasir Puteh,secondary,female,2022-01-01,4731
Kelantan,Pasir Puteh,secondary,male,2017-01-01,4871
Kelantan,Pasir Puteh,secondary,male,2018-01-01,4438
Kelantan,Pasir Puteh,secondary,male,2019-01-01,4697
Kelantan,Pasir Puteh,secondary,male,2020-01-01,4265
Kelantan,Pasir Puteh,secondary,male,2021-01-01,4400
Kelantan,Pasir Puteh,secondary,male,2022-01-01,4553
Kelantan,Pasir Puteh,post_secondary,both,2018-01-01,909
Kelantan,Pasir Puteh,post_secondary,both,2020-01-01,490
Kelantan,Pasir Puteh,post_secondary,both,2021-01-01,520
Kelantan,Pasir Puteh,post_secondary,both,2022-01-01,464
Kelantan,Pasir Puteh,post_secondary,female,2018-01-01,606
Kelantan,Pasir Puteh,post_secondary,female,2020-01-01,326
Kelantan,Pasir Puteh,post_secondary,female,2021-01-01,351
Kelantan,Pasir Puteh,post_secondary,female,2022-01-01,280
Kelantan,Pasir Puteh,post_secondary,male,2018-01-01,303
Kelantan,Pasir Puteh,post_secondary,male,2020-01-01,164
Kelantan,Pasir Puteh,post_secondary,male,2021-01-01,169
Kelantan,Pasir Puteh,post_secondary,male,2022-01-01,184
Kelantan,Tanah Merah,primary,both,2017-01-01,13466
Kelantan,Tanah Merah,primary,both,2018-01-01,13413
Kelantan,Tanah Merah,primary,both,2019-01-01,13358
Kelantan,Tanah Merah,primary,both,2020-01-01,13004
