date,time,origin,destination,ridership
2020-10-15,13:00,KL Sentral,Butterworth,3
2020-10-15,13:00,KL Sentral,Ipoh,6
2020-10-15,13:00,KL Sentral,Kuala Kangsar,2
2020-10-15,13:00,KL Sentral,Taiping,4
2020-10-15,13:00,Kuala Kangsar,Alor Setar,1
2020-10-15,13:00,Kuala Kangsar,Arau,1
2020-10-15,13:00,Kuala Kangsar,Sungai Petani,2
2020-10-15,13:00,Kuala Lumpur,Butterworth,2
2020-10-15,13:00,Kuala Lumpur,Taiping,1
2020-10-15,14:00,Kuala Kangsar,Bukit Mertajam,1
2020-10-15,14:00,Parit Buntar,Alor Setar,2
2020-10-15,14:00,Parit Buntar,Arau,1
2020-10-15,14:00,Sungai Petani,KL Sentral,1
2020-10-15,14:00,Taiping,Alor Setar,2
2020-10-15,14:00,Taiping,Anak Bukit,1
2020-10-15,14:00,Taiping,Arau,4
2020-10-15,14:00,Taiping,Bukit Mertajam,1
2020-10-15,14:00,Taiping,Butterworth,2
2020-10-15,14:00,Taiping,Gurun,1
2020-10-15,14:00,Taiping,Parit Buntar,1
2020-10-15,14:00,Taiping,Sungai Petani,2
2020-10-15,14:00,Tasek Gelugor,Alor Setar,3
2020-10-15,14:00,Tasek Gelugor,Arau,1
2020-10-15,15:00,Alor Setar,Arau,3
2020-10-15,15:00,Alor Setar,Padang Besar,2
2020-10-15,15:00,Gurun,Arau,2
2020-10-15,15:00,Gurun,Padang Besar,1
2020-10-15,15:00,Ipoh,Butterworth,1
2020-10-15,15:00,Ipoh,KL Sentral,3
2020-10-15,15:00,Ipoh,Sungai Buloh,1
2020-10-15,15:00,Ipoh,Taiping,1
2020-10-15,15:00,Kampar,Bukit Mertajam,1
2020-10-15,15:00,Kampar,Butterworth,1
2020-10-15,15:00,Kampar,Taiping,1
2020-10-15,15:00,Padang Besar,KL Sentral,2
2020-10-15,15:00,Padang Besar,Parit Buntar,1
2020-10-15,15:00,Padang Besar,Taiping,1
2020-10-15,15:00,Sungai Petani,Alor Setar,5
2020-10-15,15:00,Sungai Petani,Anak Bukit,1
2020-10-15,15:00,Sungai Petani,Arau,5
2020-10-15,15:00,Sungai Petani,Padang Besar,2
2020-10-15,15:00,Taiping,KL Sentral,3
2020-10-15,16:00,Alor Setar,Batu Gajah,3
2020-10-15,16:00,Alor Setar,Ipoh,10
2020-10-15,16:00,Alor Setar,KL Sentral,3
2020-10-15,16:00,Alor Setar,Kuala Kangsar,1
2020-10-15,16:00,Alor Setar,Parit Buntar,7
2020-10-15,16:00,Alor Setar,Seremban,3
2020-10-15,16:00,Alor Setar,Sungai Siput,1
2020-10-15,16:00,Alor Setar,Taiping,3
2020-10-15,16:00,Anak Bukit,Batu Gajah,4
2020-10-15,16:00,Anak Bukit,Ipoh,3
2020-10-15,16:00,Anak Bukit,KL Sentral,3
2020-10-15,16:00,Anak Bukit,Kampar,2
2020-10-15,16:00,Anak Bukit,Kuala Lumpur,1
2020-10-15,16:00,Anak Bukit,Parit Buntar,3
2020-10-15,16:00,Anak Bukit,Pulau Sebang (Tampin),1
2020-10-15,16:00,Anak Bukit,Sungai Buloh,1
2020-10-15,16:00,Anak Bukit,Taiping,2
2020-10-15,16:00,Anak Bukit,Tanjong Malim,2
2020-10-15,16:00,Anak Bukit,Tapah Road,1
2020-10-15,16:00,Arau,Bandar Tasek Selatan,1
2020-10-15,16:00,Arau,Batu Gajah,2
2020-10-15,16:00,Arau,Ipoh,3
2020-10-15,16:00,Arau,KL Sentral,12
2020-10-15,16:00,Arau,Kampar,1
2020-10-15,16:00,Arau,Kuala Kangsar,1
2020-10-15,16:00,Arau,Parit Buntar,1
2020-10-15,16:00,Arau,Seremban,9
2020-10-15,16:00,Arau,Sungai Buloh,3
2020-10-15,16:00,Arau,Taiping,3
2020-10-15,16:00,Arau,Tanjong Malim,2
2020-10-15,16:00,Arau,Tapah Road,1
2020-10-15,16:00,Butterworth,KL Sentral,1
2020-10-15,16:00,Gurun,Gemas,3
2020-10-15,16:00,Gurun,Ipoh,2
2020-10-15,16:00,Gurun,KL Sentral,1
2020-10-15,16:00,Gurun,Parit Buntar,1
2020-10-15,16:00,Gurun,Sungai Buloh,4
2020-10-15,16:00,Gurun,Taiping,1
2020-10-15,16:00,Kuala Kangsar,Butterworth,1
2020-10-15,16:00,Taiping,Bukit Mertajam,1
2020-10-15,17:00,KL Sentral,Bukit Mertajam,1
2020-10-15,17:00,KL Sentral,Butterworth,2
2020-10-15,17:00,KL Sentral,Ipoh,1
2020-10-15,17:00,Parit Buntar,Ipoh,3
2020-10-15,17:00,Parit Buntar,KL Sentral,3
2020-10-15,17:00,Parit Buntar,Pulau Sebang (Tampin),3
2020-10-15,17:00,Parit Buntar,Tanjong Malim,1
2020-10-15,17:00,Sungai Petani,Bandar Tasek Selatan,3
2020-10-15,17:00,Sungai Petani,Batu Gajah,1
2020-10-15,17:00,Sungai Petani,Gemas,1
2020-10-15,17:00,Sungai Petani,Ipoh,11
2020-10-15,17:00,Sungai Petani,KL Sentral,12
2020-10-15,17:00,Sungai Petani,Kajang,3
2020-10-15,17:00,Sungai Petani,Kampar,3
2020-10-15,17:00,Sungai Petani,Kuala Kangsar,3
2020-10-15,17:00,Sungai Petani,Padang Rengas,1
2020-10-15,17:00,Sungai Petani,Parit Buntar,2
2020-10-15,17:00,Sungai Petani,Pulau Sebang (Tampin),1
2020-10-15,17:00,Sungai Petani,Rawang,1
2020-10-15,17:00,Sungai Petani,Seremban,8
2020-10-15,17:00,Sungai Petani,Sungai Buloh,2
2020-10-15,17:00,Sungai Petani,Taiping,8
2020-10-15,17:00,Sungai Petani,Tanjong Malim,3
2020-10-15,17:00,Sungai Petani,Tapah Road,1
2020-10-15,17:00,Tasek Gelugor,KL Sentral,2
2020-10-15,17:00,Tasek Gelugor,Kuala Kangsar,1
2020-10-15,17:00,Tasek Gelugor,Seremban,3
2020-10-15,18:00,Bukit Mertajam,Ipoh,1
2020-10-15,18:00,Bukit Mertajam,KL Sentral,7
2020-10-15,18:00,Bukit Mertajam,Kuala Kangsar,1
2020-10-15,18:00,Bukit Mertajam,Tanjong Malim,1
2020-10-15,18:00,Butterworth,Ipoh,3
2020-10-15,18:00,Butterworth,KL Sentral,4
2020-10-15,18:00,Butterworth,Kampar,2
2020-10-15,18:00,Butterworth,Kuala Kangsar,1
2020-10-15,18:00,Kuala Kangsar,KL Sentral,4
2020-10-15,18:00,Kuala Kangsar,Pulau Sebang (Tampin),1
2020-10-15,18:00,Kuala Kangsar,Seremban,3
2020-10-15,18:00,Sungai Siput,Seremban,1
2020-10-15,18:00,Taiping,Batu Gajah,2
2020-10-15,18:00,Taiping,Gemas,1
2020-10-15,18:00,Taiping,Ipoh,3
2020-10-15,18:00,Taiping,KL Sentral,5
2020-10-15,18:00,Taiping,Kampar,2
2020-10-15,18:00,Taiping,Pulau Sebang (Tampin),2
2020-10-15,18:00,Taiping,Rawang,1
2020-10-15,18:00,Taiping,Seremban,1
2020-10-15,18:00,Taiping,Tapah Road,1
2020-10-15,19:00,Batu Gajah,Gemas,7
2020-10-15,19:00,Batu Gajah,KL Sentral,5
2020-10-15,19:00,Batu Gajah,Kuala Lumpur,2
2020-10-15,19:00,Ipoh,Gemas,2
2020-10-15,19:00,Ipoh,KL Sentral,5
2020-10-15,19:00,Ipoh,Kajang,3
2020-10-15,19:00,Ipoh,Pulau Sebang (Tampin),3
2020-10-15,19:00,Ipoh,Rawang,2
2020-10-15,19:00,Ipoh,Seremban,2
2020-10-15,19:00,Ipoh,Sungai Buloh,1
2020-10-15,19:00,Ipoh,Tanjong Malim,2
2020-10-15,19:00,Ipoh,Tapah Road,3
2020-10-15,19:00,KL Sentral,Batu Gajah,13
2020-10-15,19:00,KL Sentral,Ipoh,25
2020-10-15,19:00,KL Sentral,Kampar,3
2020-10-15,19:00,KL Sentral,Rawang,1
2020-10-15,19:00,KL Sentral,Sungkai,1
2020-10-15,19:00,Kampar,Bandar Tasek Selatan,1
2020-10-15,19:00,Kampar,Gemas,1
2020-10-15,19:00,Kampar,Pulau Sebang (Tampin),2
2020-10-15,19:00,Kepong Sentral,Ipoh,3
2020-10-15,19:00,Kuala Lumpur,Ipoh,1
2020-10-15,19:00,Parit Buntar,Batu Gajah,1
2020-10-15,19:00,Parit Buntar,KL Sentral,1
2020-10-15,19:00,Parit Buntar,Tapah Road,1
2020-10-15,19:00,Rawang,Ipoh,2
2020-10-15,19:00,Rawang,Kampar,1
2020-10-15,19:00,Sungai Buloh,Ipoh,1
2020-10-15,19:00,Taiping,KL Sentral,2
2020-10-15,19:00,Taiping,Tanjong Malim,1
2020-10-15,19:00,Tapah Road,KL Sentral,3
2020-10-15,19:00,Tapah Road,Sungai Buloh,1
2020-10-15,20:00,Ipoh,KL Sentral,2
2020-10-15,20:00,Ipoh,Tanjong Malim,1
2020-10-15,20:00,Rawang,KL Sentral,1
2020-10-15,20:00,Slim River,Ipoh,1
2020-10-15,20:00,Sungkai,Ipoh,2
2020-10-15,20:00,Tanjong Malim,Batu Gajah,2
2020-10-15,20:00,Tanjong Malim,Gemas,3
2020-10-15,20:00,Tanjong Malim,Ipoh,5
2020-10-15,20:00,Tanjong Malim,Tapah Road,2
2020-10-15,21:00,Bandar Tasek Selatan,Gemas,1
2020-10-15,21:00,KL Sentral,Gemas,6
2020-10-15,22:00,Seremban,Gemas,4
2020-10-16,05:00,Batu Gajah,KL Sentral,6
2020-10-16,05:00,Batu Gajah,Kepong Sentral,1
2020-10-16,05:00,Batu Gajah,Kuala Kubu Bharu,1
2020-10-16,05:00,Batu Gajah,Kuala Lumpur,1
2020-10-16,05:00,Ipoh,KL Sentral,13
2020-10-16,05:00,Ipoh,Kepong Sentral,2
2020-10-16,05:00,Ipoh,Tapah Road,1
2020-10-16,05:00,Kampar,KL Sentral,1
2020-10-16,05:00,Kampar,Rawang,1
2020-10-16,05:00,Sungkai,KL Sentral,3
2020-10-16,05:00,Tapah Road,KL Sentral,2
2020-10-16,06:00,Bukit Mertajam,Batu Gajah,1
2020-10-16,06:00,Bukit Mertajam,Ipoh,2
2020-10-16,06:00,Bukit Mertajam,KL Sentral,8
2020-10-16,06:00,Butterworth,Ipoh,3
2020-10-16,06:00,Butterworth,KL Sentral,9
2020-10-16,06:00,Slim River,KL Sentral,1
2020-10-16,06:00,Slim River,Tanjong Malim,1
2020-10-16,06:00,Tanjong Malim,Kepong Sentral,1
2020-10-16,07:00,KL Sentral,Padang Besar,2
2020-10-16,07:00,Kuala Kangsar,KL Sentral,2
2020-10-16,07:00,Rawang,KL Sentral,2
2020-10-16,07:00,Taiping,Batu Gajah,1
2020-10-16,07:00,Taiping,Ipoh,3
2020-10-16,07:00,Taiping,KL Sentral,9
2020-10-16,07:00,Taiping,Kampar,3
2020-10-16,08:00,Batang Melaka,Ipoh,1
2020-10-16,08:00,Batang Melaka,Seremban,2
2020-10-16,08:00,Batu Gajah,KL Sentral,3
2020-10-16,08:00,Batu Gajah,Sungai Buloh,1
2020-10-16,08:00,Batu Gajah,Tanjong Malim,1
2020-10-16,08:00,Bukit Mertajam,KL Sentral,1
2020-10-16,08:00,Gemas,Alor Setar,1
2020-10-16,08:00,Gemas,Bandar Tasek Selatan,1
2020-10-16,08:00,Gemas,Batu Gajah,1
2020-10-16,08:00,Gemas,Ipoh,1
2020-10-16,08:00,Gemas,KL Sentral,2
2020-10-16,08:00,Gemas,Kuala Kangsar,1
2020-10-16,08:00,Gemas,Parit Buntar,2
2020-10-16,08:00,Gemas,Pulau Sebang (Tampin),5
2020-10-16,08:00,Gemas,Seremban,2
2020-10-16,08:00,Gemas,Sungai Petani,2
2020-10-16,08:00,Gemas,Taiping,3
2020-10-16,08:00,Gemas,Tanjong Malim,1
2020-10-16,08:00,Ipoh,KL Sentral,9
2020-10-16,08:00,Ipoh,Kuala Lumpur,1
2020-10-16,08:00,KL Sentral,Butterworth,6
2020-10-16,08:00,KL Sentral,Ipoh,6
2020-10-16,08:00,Kampar,KL Sentral,3
2020-10-16,08:00,Pulau Sebang (Tampin),Anak Bukit,1
2020-10-16,08:00,Pulau Sebang (Tampin),Batu Gajah,1
2020-10-16,08:00,Pulau Sebang (Tampin),Kampar,1
2020-10-16,08:00,Pulau Sebang (Tampin),Sungai Petani,1
2020-10-16,08:00,Pulau Sebang (Tampin),Tanjong Malim,1
2020-10-16,08:00,Sungai Petani,KL Sentral,3
2020-10-16,08:00,Sungai Petani,Sungai Buloh,1
2020-10-16,08:00,Tanjong Malim,Gurun,1
2020-10-16,09:00,Bagan Serai,KL Sentral,1
2020-10-16,09:00,Batu Gajah,Padang Besar,1
2020-10-16,09:00,KL Sentral,Arau,1
2020-10-16,09:00,Kajang,Gurun,1
2020-10-16,09:00,Parit Buntar,Ipoh,1
2020-10-16,09:00,Seremban,Alor Setar,1
2020-10-16,09:00,Seremban,Arau,3
2020-10-16,09:00,Seremban,Batu Gajah,2
2020-10-16,09:00,Seremban,Gurun,1
2020-10-16,09:00,Seremban,Ipoh,2
2020-10-16,09:00,Seremban,Kuala Kangsar,3
2020-10-16,09:00,Seremban,Sungai Petani,1
2020-10-16,09:00,Seremban,Taiping,4
2020-10-16,09:00,Sungkai,KL Sentral,1
2020-10-16,10:00,Bandar Tasek Selatan,Anak Bukit,2
2020-10-16,10:00,Bandar Tasek Selatan,Taiping,1
2020-10-16,10:00,KL Sentral,Alor Setar,8
2020-10-16,10:00,KL Sentral,Anak Bukit,2
2020-10-16,10:00,KL Sentral,Arau,17
2020-10-16,10:00,KL Sentral,Batu Gajah,1
2020-10-16,10:00,KL Sentral,Ipoh,23
2020-10-16,10:00,KL Sentral,Kampar,1
2020-10-16,10:00,KL Sentral,Parit Buntar,2
2020-10-16,10:00,KL Sentral,Sungai Petani,6
2020-10-16,10:00,KL Sentral,Taiping,1
2020-10-16,10:00,KL Sentral,Tanjong Malim,1
2020-10-16,10:00,KL Sentral,Tapah Road,1
2020-10-16,10:00,Kuala Lumpur,Anak Bukit,1
2020-10-16,10:00,Kuala Lumpur,Padang Besar,1
2020-10-16,11:00,KL Sentral,Batu Gajah,1
2020-10-16,11:00,KL Sentral,Bukit Mertajam,5
2020-10-16,11:00,KL Sentral,Butterworth,5
2020-10-16,11:00,KL Sentral,Ipoh,6
2020-10-16,11:00,Rawang,Arau,1
2020-10-16,11:00,Rawang,Taiping,1
2020-10-16,11:00,Rawang,Tasek Gelugor,2
2020-10-16,11:00,Sungai Buloh,Kuala Kangsar,1
2020-10-16,11:00,Sungai Buloh,Parit Buntar,2
2020-10-16,11:00,Tanjong Malim,Anak Bukit,1
2020-10-16,11:00,Tanjong Malim,Arau,2
2020-10-16,11:00,Tanjong Malim,Batu Gajah,1
2020-10-16,11:00,Tanjong Malim,Ipoh,8
2020-10-16,11:00,Tanjong Malim,Kampar,1
2020-10-16,11:00,Tanjong Malim,Kuala Kangsar,1
2020-10-16,11:00,Tanjong Malim,Parit Buntar,2
2020-10-16,11:00,Tanjong Malim,Sungai Petani,4
2020-10-16,11:00,Tanjong Malim,Taiping,1
2020-10-16,12:00,Batu Gajah,Alor Setar,1
2020-10-16,12:00,Batu Gajah,Anak Bukit,1
2020-10-16,12:00,Batu Gajah,Arau,2
2020-10-16,12:00,Batu Gajah,Taiping,1
2020-10-16,12:00,Batu Gajah,Tasek Gelugor,1
2020-10-16,12:00,KL Sentral,Gemas,1
2020-10-16,12:00,KL Sentral,Ipoh,1
2020-10-16,12:00,Kampar,Alor Setar,1
2020-10-16,12:00,Kampar,Gurun,1
2020-10-16,12:00,Kampar,Kuala Kangsar,1
2020-10-16,12:00,Kampar,Parit Buntar,2
2020-10-16,12:00,Tapah Road,Alor Setar,4
2020-10-16,12:00,Tapah Road,Anak Bukit,2
2020-10-16,12:00,Tapah Road,Arau,4
2020-10-16,12:00,Tapah Road,Ipoh,1
2020-10-16,12:00,Tapah Road,Kuala Kangsar,1
2020-10-16,12:00,Tapah Road,Sungai Petani,2
2020-10-16,12:00,Tapah Road,Taiping,1
2020-10-16,13:00,Ipoh,Anak Bukit,1
2020-10-16,13:00,Ipoh,Arau,8
2020-10-16,13:00,Ipoh,Bukit Mertajam,4
2020-10-16,13:00,Ipoh,Butterworth,3
2020-10-16,13:00,Ipoh,Padang Besar,1
2020-10-16,13:00,Ipoh,Parit Buntar,5
2020-10-16,13:00,Ipoh,Sungai Petani,5
2020-10-16,13:00,Ipoh,Taiping,3
2020-10-16,13:00,Ipoh,Tasek Gelugor,1
2020-10-16,13:00,KL Sentral,Batu Gajah,1
2020-10-16,13:00,KL Sentral,Bukit Mertajam,6
2020-10-16,13:00,KL Sentral,Butterworth,13
2020-10-16,13:00,KL Sentral,Ipoh,2
2020-10-16,13:00,KL Sentral,Kuala Kangsar,3
2020-10-16,13:00,KL Sentral,Taiping,2
2020-10-16,13:00,Kampar,Butterworth,3
2020-10-16,13:00,Kampar,Ipoh,3
2020-10-16,13:00,Kampar,Taiping,3
2020-10-16,13:00,Kuala Kangsar,Alor Setar,2
2020-10-16,13:00,Kuala Kangsar,Anak Bukit,1
2020-10-16,13:00,Kuala Kangsar,Arau,3
2020-10-16,13:00,Kuala Kangsar,Gurun,1
2020-10-16,13:00,Kuala Kangsar,Sungai Petani,3
2020-10-16,13:00,Kuala Kangsar,Tasek Gelugor,3
2020-10-16,13:00,Padang Rengas,Anak Bukit,1
2020-10-16,14:00,Ipoh,KL Sentral,1
2020-10-16,14:00,KL Sentral,Ipoh,1
2020-10-16,14:00,Kuala Kangsar,Butterworth,2
2020-10-16,14:00,Parit Buntar,Alor Setar,1
2020-10-16,14:00,Parit Buntar,Arau,4
2020-10-16,14:00,Parit Buntar,Sungai Petani,1
2020-10-16,14:00,Parit Buntar,Tasek Gelugor,1
2020-10-16,14:00,Taiping,Alor Setar,3
2020-10-16,14:00,Taiping,Anak Bukit,1
2020-10-16,14:00,Taiping,Arau,7
2020-10-16,14:00,Taiping,Bukit Mertajam,2
2020-10-16,14:00,Taiping,Butterworth,1
2020-10-16,14:00,Taiping,Gurun,2
2020-10-16,14:00,Taiping,Padang Besar,1
2020-10-16,14:00,Taiping,Parit Buntar,1
2020-10-16,14:00,Taiping,Sungai Petani,3
2020-10-16,14:00,Taiping,Tasek Gelugor,3
2020-10-16,14:00,Tasek Gelugor,Arau,4
2020-10-16,14:00,Tasek Gelugor,Sungai Petani,1
2020-10-16,15:00,Alor Setar,Arau,3
2020-10-16,15:00,Anak Bukit,Arau,2
2020-10-16,15:00,Arau,KL Sentral,1
2020-10-16,15:00,Arau,Padang Besar,2
2020-10-16,15:00,Batu Gajah,Butterworth,1
2020-10-16,15:00,Batu Gajah,KL Sentral,1
2020-10-16,15:00,Batu Gajah,Taiping,2
2020-10-16,15:00,Gurun,Anak Bukit,1
2020-10-16,15:00,Ipoh,Bukit Mertajam,2
2020-10-16,15:00,Ipoh,Butterworth,8
2020-10-16,15:00,Ipoh,Taiping,1
2020-10-16,15:00,Kampar,Bukit Mertajam,6
2020-10-16,15:00,Kampar,Butterworth,3
2020-10-16,15:00,Kampar,Ipoh,1
2020-10-16,15:00,Kampar,Kuala Kangsar,2
2020-10-16,15:00,Kampar,Taiping,1
2020-10-16,15:00,Padang Besar,Parit Buntar,1
2020-10-16,15:00,Padang Besar,Taiping,1
2020-10-16,15:00,Rawang,Batu Gajah,1
2020-10-16,15:00,Sungai Petani,Alor Setar,2
2020-10-16,15:00,Sungai Petani,Arau,9
2020-10-16,15:00,Sungai Petani,Padang Besar,1
2020-10-16,16:00,Alor Setar,Batu Gajah,1
2020-10-16,16:00,Alor Setar,Gemas,2
2020-10-16,16:00,Alor Setar,Ipoh,6
2020-10-16,16:00,Alor Setar,KL Sentral,10
2020-10-16,16:00,Alor Setar,Kampar,2
2020-10-16,16:00,Alor Setar,Kuala Kangsar,1
2020-10-16,16:00,Alor Setar,Pulau Sebang (Tampin),2
2020-10-16,16:00,Alor Setar,Seremban,1
2020-10-16,16:00,Alor Setar,Sungai Buloh,1
2020-10-16,16:00,Alor Setar,Taiping,6
2020-10-16,16:00,Anak Bukit,Batang Melaka,1
2020-10-16,16:00,Anak Bukit,Ipoh,5
2020-10-16,16:00,Anak Bukit,Pulau Sebang (Tampin),1
2020-10-16,16:00,Arau,Alor Setar,2
2020-10-16,16:00,Arau,Batu Gajah,2
2020-10-16,16:00,Arau,Gemas,1
2020-10-16,16:00,Arau,Ipoh,12
2020-10-16,16:00,Arau,KL Sentral,9
2020-10-16,16:00,Arau,Kampar,2
2020-10-16,16:00,Arau,Kuala Kangsar,6
2020-10-16,16:00,Arau,Kuala Lumpur,3
2020-10-16,16:00,Arau,Seremban,7
2020-10-16,16:00,Arau,Sungai Buloh,4
2020-10-16,16:00,Arau,Sungai Petani,4
2020-10-16,16:00,Arau,Taiping,4
2020-10-16,16:00,Arau,Tanjong Malim,1
2020-10-16,16:00,Arau,Tapah Road,1
2020-10-16,16:00,Arau,Tasek Gelugor,2
2020-10-16,16:00,Bukit Mertajam,KL Sentral,3
2020-10-16,16:00,Gurun,Ipoh,1
