date,state,parlimen,dun,gini
2022-01-01,Melaka,P.138 Kota Melaka,N.23 Telok Mas,0.491
2024-01-01,Melaka,P.138 Kota Melaka,N.23 Telok Mas,0.269
2019-01-01,Melaka,P.139 Jasin,N.24 Bemban,0.362
2022-01-01,Melaka,P.139 Jasin,N.24 Bemban,0.309
2024-01-01,Melaka,P.139 Jasin,N.24 Bemban,0.295
2019-01-01,Melaka,P.139 Jasin,N.25 Rim,0.388
2022-01-01,Melaka,P.139 Jasin,N.25 Rim,0.332
2024-01-01,Melaka,P.139 Jasin,N.25 Rim,0.294
2019-01-01,Melaka,P.139 Jasin,N.26 Serkam,0.323
2022-01-01,Melaka,P.139 Jasin,N.26 Serkam,0.374
2024-01-01,Melaka,P.139 Jasin,N.26 Serkam,0.345
2019-01-01,Melaka,P.139 Jasin,N.27 Merlimau,0.428
2022-01-01,Melaka,P.139 Jasin,N.27 Merlimau,0.29
2024-01-01,Melaka,P.139 Jasin,N.27 Merlimau,0.192
2019-01-01,Melaka,P.139 Jasin,N.28 Sungai Rambai,0.318
2022-01-01,Melaka,P.139 Jasin,N.28 Sungai Rambai,0.333
2024-01-01,Melaka,P.139 Jasin,N.28 Sungai Rambai,0.21
2019-01-01,Johor,P.140 Segamat,N.01 Buloh Kasap,0.304
2022-01-01,Johor,P.140 Segamat,N.01 Buloh Kasap,0.356
2024-01-01,Johor,P.140 Segamat,N.01 Buloh Kasap,0.299
2019-01-01,Johor,P.140 Segamat,N.02 Jementah,0.326
2022-01-01,Johor,P.140 Segamat,N.02 Jementah,0.348
2024-01-01,Johor,P.140 Segamat,N.02 Jementah,0.278
2019-01-01,Johor,P.141 Sekijang,N.03 Pemanis,0.344
2022-01-01,Johor,P.141 Sekijang,N.03 Pemanis,0.28
2024-01-01,Johor,P.141 Sekijang,N.03 Pemanis,0.25
2019-01-01,Johor,P.141 Sekijang,N.04 Kemelah,0.321
2022-01-01,Johor,P.141 Sekijang,N.04 Kemelah,0.35
2024-01-01,Johor,P.141 Sekijang,N.04 Kemelah,0.258
2019-01-01,Johor,P.142 Labis,N.05 Tenang,0.246
2022-01-01,Johor,P.142 Labis,N.05 Tenang,0.283
2024-01-01,Johor,P.142 Labis,N.05 Tenang,0.217
2019-01-01,Johor,P.142 Labis,N.06 Bekok,0.298
2022-01-01,Johor,P.142 Labis,N.06 Bekok,0.346
2024-01-01,Johor,P.142 Labis,N.06 Bekok,0.345
2019-01-01,Johor,P.143 Pagoh,N.07 Bukit Kepong,0.324
2022-01-01,Johor,P.143 Pagoh,N.07 Bukit Kepong,0.361
2024-01-01,Johor,P.143 Pagoh,N.07 Bukit Kepong,0.246
2019-01-01,Johor,P.143 Pagoh,N.08 Bukit Pasir,0.291
2022-01-01,Johor,P.143 Pagoh,N.08 Bukit Pasir,0.339
2024-01-01,Johor,P.143 Pagoh,N.08 Bukit Pasir,0.294
2019-01-01,Johor,P.144 Ledang,N.09 Gambir,0.32
2022-01-01,Johor,P.144 Ledang,N.09 Gambir,0.383
2024-01-01,Johor,P.144 Ledang,N.09 Gambir,0.36
2019-01-01,Johor,P.144 Ledang,N.10 Tangkak,0.31
2022-01-01,Johor,P.144 Ledang,N.10 Tangkak,0.362
2024-01-01,Johor,P.144 Ledang,N.10 Tangkak,0.31
2019-01-01,Johor,P.144 Ledang,N.11 Serom,0.31
2022-01-01,Johor,P.144 Ledang,N.11 Serom,0.357
2024-01-01,Johor,P.144 Ledang,N.11 Serom,0.284
2019-01-01,Johor,P.145 Bakri,N.12 Bentayan,0.377
2022-01-01,Johor,P.145 Bakri,N.12 Bentayan,0.418
2024-01-01,Johor,P.145 Bakri,N.12 Bentayan,0.306
2019-01-01,Johor,P.145 Bakri,N.13 Simpang Jeram,0.373
2022-01-01,Johor,P.145 Bakri,N.13 Simpang Jeram,0.402
2024-01-01,Johor,P.145 Bakri,N.13 Simpang Jeram,0.305
2019-01-01,Johor,P.145 Bakri,N.14 Bukit Naning,0.373
2022-01-01,Johor,P.145 Bakri,N.14 Bukit Naning,0.414
2024-01-01,Johor,P.145 Bakri,N.14 Bukit Naning,0.357
2019-01-01,Johor,P.146 Muar,N.15 Maharani,0.376
2022-01-01,Johor,P.146 Muar,N.15 Maharani,0.374
2024-01-01,Johor,P.146 Muar,N.15 Maharani,0.264
2019-01-01,Johor,P.146 Muar,N.16 Sungai Balang,0.28
2022-01-01,Johor,P.146 Muar,N.16 Sungai Balang,0.32
2024-01-01,Johor,P.146 Muar,N.16 Sungai Balang,0.302
2019-01-01,Johor,P.147 Parit Sulong,N.17 Semerah,0.275
2022-01-01,Johor,P.147 Parit Sulong,N.17 Semerah,0.35
2024-01-01,Johor,P.147 Parit Sulong,N.17 Semerah,0.247
2019-01-01,Johor,P.147 Parit Sulong,N.18 Sri Medan,0.31
2022-01-01,Johor,P.147 Parit Sulong,N.18 Sri Medan,0.31
2024-01-01,Johor,P.147 Parit Sulong,N.18 Sri Medan,0.324
2019-01-01,Johor,P.148 Ayer Hitam,N.19 Yong Peng,0.232
2022-01-01,Johor,P.148 Ayer Hitam,N.19 Yong Peng,0.343
2024-01-01,Johor,P.148 Ayer Hitam,N.19 Yong Peng,0.27
2019-01-01,Johor,P.148 Ayer Hitam,N.20 Semarang,0.255
2022-01-01,Johor,P.148 Ayer Hitam,N.20 Semarang,0.256
2024-01-01,Johor,P.148 Ayer Hitam,N.20 Semarang,0.238
2019-01-01,Johor,P.149 Sri Gading,N.21 Parit Yaani,0.338
2022-01-01,Johor,P.149 Sri Gading,N.21 Parit Yaani,0.321
2024-01-01,Johor,P.149 Sri Gading,N.21 Parit Yaani,0.358
2019-01-01,Johor,P.149 Sri Gading,N.22 Parit Raja,0.285
2022-01-01,Johor,P.149 Sri Gading,N.22 Parit Raja,0.319
2024-01-01,Johor,P.149 Sri Gading,N.22 Parit Raja,0.309
2019-01-01,Johor,P.150 Batu Pahat,N.23 Penggaram,0.285
2022-01-01,Johor,P.150 Batu Pahat,N.23 Penggaram,0.361
2024-01-01,Johor,P.150 Batu Pahat,N.23 Penggaram,0.342
2019-01-01,Johor,P.150 Batu Pahat,N.24 Senggarang,0.326
2022-01-01,Johor,P.150 Batu Pahat,N.24 Senggarang,0.31
2024-01-01,Johor,P.150 Batu Pahat,N.24 Senggarang,0.307
2019-01-01,Johor,P.150 Batu Pahat,N.25 Rengit,0.303
2022-01-01,Johor,P.150 Batu Pahat,N.25 Rengit,0.339
2024-01-01,Johor,P.150 Batu Pahat,N.25 Rengit,0.26
2019-01-01,Johor,P.151 Simpang Renggam,N.26 Machap,0.355
2022-01-01,Johor,P.151 Simpang Renggam,N.26 Machap,0.309
2024-01-01,Johor,P.151 Simpang Renggam,N.26 Machap,0.285
2019-01-01,Johor,P.151 Simpang Renggam,N.27 Layang-Layang,0.33
2022-01-01,Johor,P.151 Simpang Renggam,N.27 Layang-Layang,0.303
2024-01-01,Johor,P.151 Simpang Renggam,N.27 Layang-Layang,0.283
2019-01-01,Johor,P.152 Kluang,N.28 Mengkibol,0.319
2022-01-01,Johor,P.152 Kluang,N.28 Mengkibol,0.359
2024-01-01,Johor,P.152 Kluang,N.28 Mengkibol,0.293
2019-01-01,Johor,P.152 Kluang,N.29 Mahkota,0.334
2022-01-01,Johor,P.152 Kluang,N.29 Mahkota,0.386
2024-01-01,Johor,P.152 Kluang,N.29 Mahkota,0.276
2019-01-01,Johor,P.153 Sembrong,N.30 Paloh,0.282
2022-01-01,Johor,P.153 Sembrong,N.30 Paloh,0.286
2024-01-01,Johor,P.153 Sembrong,N.30 Paloh,0.285
2019-01-01,Johor,P.153 Sembrong,N.31 Kahang,0.313
2022-01-01,Johor,P.153 Sembrong,N.31 Kahang,0.327
2024-01-01,Johor,P.153 Sembrong,N.31 Kahang,0.291
2019-01-01,Johor,P.154 Mersing,N.32 Endau,0.343
2022-01-01,Johor,P.154 Mersing,N.32 Endau,0.355
2024-01-01,Johor,P.154 Mersing,N.32 Endau,0.278
2019-01-01,Johor,P.154 Mersing,N.33 Tenggaroh,0.376
2022-01-01,Johor,P.154 Mersing,N.33 Tenggaroh,0.324
2024-01-01,Johor,P.154 Mersing,N.33 Tenggaroh,0.238
2019-01-01,Johor,P.155 Tenggara,N.34 Panti,0.357
2022-01-01,Johor,P.155 Tenggara,N.34 Panti,0.346
2024-01-01,Johor,P.155 Tenggara,N.34 Panti,0.306
2019-01-01,Johor,P.155 Tenggara,N.35 Pasir Raja,0.357
2022-01-01,Johor,P.155 Tenggara,N.35 Pasir Raja,0.383
2024-01-01,Johor,P.155 Tenggara,N.35 Pasir Raja,0.368
2019-01-01,Johor,P.156 Kota Tinggi,N.36 Sedili,0.324
2022-01-01,Johor,P.156 Kota Tinggi,N.36 Sedili,0.34
2024-01-01,Johor,P.156 Kota Tinggi,N.36 Sedili,0.309
2019-01-01,Johor,P.156 Kota Tinggi,N.37 Johor Lama,0.291
2022-01-01,Johor,P.156 Kota Tinggi,N.37 Johor Lama,0.307
2024-01-01,Johor,P.156 Kota Tinggi,N.37 Johor Lama,0.283
2019-01-01,Johor,P.157 Pengerang,N.38 Penawar,0.352
2022-01-01,Johor,P.157 Pengerang,N.38 Penawar,0.332
2024-01-01,Johor,P.157 Pengerang,N.38 Penawar,0.341
2019-01-01,Johor,P.157 Pengerang,N.39 Tanjung Surat,0.357
2022-01-01,Johor,P.157 Pengerang,N.39 Tanjung Surat,0.292
2024-01-01,Johor,P.157 Pengerang,N.39 Tanjung Surat,0.555
2019-01-01,Johor,P.158 Tebrau,N.40 Tiram,0.298
2022-01-01,Johor,P.158 Tebrau,N.40 Tiram,0.331
2024-01-01,Johor,P.158 Tebrau,N.40 Tiram,0.298
2019-01-01,Johor,P.158 Tebrau,N.41 Puteri Wangsa,0.365
2022-01-01,Johor,P.158 Tebrau,N.41 Puteri Wangsa,0.366
2024-01-01,Johor,P.158 Tebrau,N.41 Puteri Wangsa,0.332
2019-01-01,Johor,P.159 Pasir Gudang,N.42 Johor Jaya,0.406
2022-01-01,Johor,P.159 Pasir Gudang,N.42 Johor Jaya,0.369
2024-01-01,Johor,P.159 Pasir Gudang,N.42 Johor Jaya,0.391
2019-01-01,Johor,P.159 Pasir Gudang,N.43 Permas,0.348
2022-01-01,Johor,P.159 Pasir Gudang,N.43 Permas,0.383
2024-01-01,Johor,P.159 Pasir Gudang,N.43 Permas,0.403
2019-01-01,Johor,P.160 Johor Bahru,N.44 Larkin,0.456
2022-01-01,Johor,P.160 Johor Bahru,N.44 Larkin,0.405
2024-01-01,Johor,P.160 Johor Bahru,N.44 Larkin,0.317
2019-01-01,Johor,P.160 Johor Bahru,N.45 Stulang,0.447
2022-01-01,Johor,P.160 Johor Bahru,N.45 Stulang,0.355
2024-01-01,Johor,P.160 Johor Bahru,N.45 Stulang,0.343
2019-01-01,Johor,P.161 Pulai,N.46 Perling,0.328
2022-01-01,Johor,P.161 Pulai,N.46 Perling,0.359
2024-01-01,Johor,P.161 Pulai,N.46 Perling,0.371
2019-01-01,Johor,P.161 Pulai,N.47 Kempas,0.293
2022-01-01,Johor,P.161 Pulai,N.47 Kempas,0.371
2024-01-01,Johor,P.161 Pulai,N.47 Kempas,0.313
2019-01-01,Johor,P.162 Iskandar Puteri,N.48 Skudai,0.416
2022-01-01,Johor,P.162 Iskandar Puteri,N.48 Skudai,0.299
2024-01-01,Johor,P.162 Iskandar Puteri,N.48 Skudai,0.322
2019-01-01,Johor,P.162 Iskandar Puteri,N.49 Kota Iskandar,0.368
2022-01-01,Johor,P.162 Iskandar Puteri,N.49 Kota Iskandar,0.303
2024-01-01,Johor,P.162 Iskandar Puteri,N.49 Kota Iskandar,0.301
2019-01-01,Johor,P.163 Kulai,N.50 Bukit Permai,0.37
2022-01-01,Johor,P.163 Kulai,N.50 Bukit Permai,0.311
2024-01-01,Johor,P.163 Kulai,N.50 Bukit Permai,0.315
2019-01-01,Johor,P.163 Kulai,N.51 Bukit Batu,0.363
2022-01-01,Johor,P.163 Kulai,N.51 Bukit Batu,0.326
2024-01-01,Johor,P.163 Kulai,N.51 Bukit Batu,0.277
2019-01-01,Johor,P.163 Kulai,N.52 Senai,0.278
2022-01-01,Johor,P.163 Kulai,N.52 Senai,0.373
2024-01-01,Johor,P.163 Kulai,N.52 Senai,0.34
2019-01-01,Johor,P.164 Pontian,N.53 Benut,0.319
2022-01-01,Johor,P.164 Pontian,N.53 Benut,0.403
2024-01-01,Johor,P.164 Pontian,N.53 Benut,0.328
2019-01-01,Johor,P.164 Pontian,N.54 Pulai Sebatang,0.332
2022-01-01,Johor,P.164 Pontian,N.54 Pulai Sebatang,0.334
2024-01-01,Johor,P.164 Pontian,N.54 Pulai Sebatang,0.344
2019-01-01,Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,0.356
2022-01-01,Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,0.303
2024-01-01,Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,0.31
2019-01-01,Johor,P.165 Tanjung Piai,N.56 Kukup,0.37
2022-01-01,Johor,P.165 Tanjung Piai,N.56 Kukup,0.432
2024-01-01,Johor,P.165 Tanjung Piai,N.56 Kukup,0.338
2019-01-01,Sabah,P.167 Kudat,N.01 Banggi,0.299
2022-01-01,Sabah,P.167 Kudat,N.01 Banggi,0.297
2024-01-01,Sabah,P.167 Kudat,N.01 Banggi,0.246
2019-01-01,Sabah,P.167 Kudat,N.02 Bengkoka,0.299
2022-01-01,Sabah,P.167 Kudat,N.02 Bengkoka,0.254
2024-01-01,Sabah,P.167 Kudat,N.02 Bengkoka,0.304
2019-01-01,Sabah,P.167 Kudat,N.03 Pitas,0.468
2022-01-01,Sabah,P.167 Kudat,N.03 Pitas,0.433
2024-01-01,Sabah,P.167 Kudat,N.03 Pitas,0.43
2019-01-01,Sabah,P.167 Kudat,N.04 Tanjong Kapor,0.418
2022-01-01,Sabah,P.167 Kudat,N.04 Tanjong Kapor,0.361
2024-01-01,Sabah,P.167 Kudat,N.04 Tanjong Kapor,0.361
2019-01-01,Sabah,P.168 Kota Marudu,N.05 Matunggong,0.421
2022-01-01,Sabah,P.168 Kota Marudu,N.05 Matunggong,0.363
2024-01-01,Sabah,P.168 Kota Marudu,N.05 Matunggong,0.431
2019-01-01,Sabah,P.168 Kota Marudu,N.06 Bandau,0.391
2022-01-01,Sabah,P.168 Kota Marudu,N.06 Bandau,0.413
2024-01-01,Sabah,P.168 Kota Marudu,N.06 Bandau,0.405
2019-01-01,Sabah,P.168 Kota Marudu,N.07 Tandek,0.436
2022-01-01,Sabah,P.168 Kota Marudu,N.07 Tandek,0.418
2024-01-01,Sabah,P.168 Kota Marudu,N.07 Tandek,0.435
2019-01-01,Sabah,P.169 Kota Belud,N.08 Pintasan,0.443
2022-01-01,Sabah,P.169 Kota Belud,N.08 Pintasan,0.466
2024-01-01,Sabah,P.169 Kota Belud,N.08 Pintasan,0.352
2019-01-01,Sabah,P.169 Kota Belud,N.09 Tempasuk,0.381
2022-01-01,Sabah,P.169 Kota Belud,N.09 Tempasuk,0.378
2024-01-01,Sabah,P.169 Kota Belud,N.09 Tempasuk,0.434
2019-01-01,Sabah,P.169 Kota Belud,N.10 Usukan,0.394
2022-01-01,Sabah,P.169 Kota Belud,N.10 Usukan,0.425
2024-01-01,Sabah,P.169 Kota Belud,N.10 Usukan,0.321
2019-01-01,Sabah,P.169 Kota Belud,N.11 Kadamaian,0.407
2022-01-01,Sabah,P.169 Kota Belud,N.11 Kadamaian,0.387
2024-01-01,Sabah,P.169 Kota Belud,N.11 Kadamaian,0.326
2019-01-01,Sabah,P.170 Tuaran,N.12 Sulaman,0.407
2022-01-01,Sabah,P.170 Tuaran,N.12 Sulaman,0.385
2024-01-01,Sabah,P.170 Tuaran,N.12 Sulaman,0.351
2019-01-01,Sabah,P.170 Tuaran,N.13 Pantai Dalit,0.316
2022-01-01,Sabah,P.170 Tuaran,N.13 Pantai Dalit,0.334
2024-01-01,Sabah,P.170 Tuaran,N.13 Pantai Dalit,0.313
2019-01-01,Sabah,P.170 Tuaran,N.14 Tamparuli,0.405
2022-01-01,Sabah,P.170 Tuaran,N.14 Tamparuli,0.408
2024-01-01,Sabah,P.170 Tuaran,N.14 Tamparuli,0.366
2019-01-01,Sabah,P.170 Tuaran,N.15 Kiulu,0.361
2022-01-01,Sabah,P.170 Tuaran,N.15 Kiulu,0.323
2024-01-01,Sabah,P.170 Tuaran,N.15 Kiulu,0.33
2019-01-01,Sabah,P.171 Sepanggar,N.16 Karambunai,0.369
2022-01-01,Sabah,P.171 Sepanggar,N.16 Karambunai,0.388
2024-01-01,Sabah,P.171 Sepanggar,N.16 Karambunai,0.404
2019-01-01,Sabah,P.171 Sepanggar,N.17 Darau,0.374
2022-01-01,Sabah,P.171 Sepanggar,N.17 Darau,0.358
2024-01-01,Sabah,P.171 Sepanggar,N.17 Darau,0.357
2019-01-01,Sabah,P.171 Sepanggar,N.18 Inanam,0.406
2022-01-01,Sabah,P.171 Sepanggar,N.18 Inanam,0.34
2024-01-01,Sabah,P.171 Sepanggar,N.18 Inanam,0.384
2019-01-01,Sabah,P.172 Kota Kinabalu,N.19 Likas,0.335
2022-01-01,Sabah,P.172 Kota Kinabalu,N.19 Likas,0.458
2024-01-01,Sabah,P.172 Kota Kinabalu,N.19 Likas,0.463
2019-01-01,Sabah,P.172 Kota Kinabalu,N.20 Api-Api,0.38
2022-01-01,Sabah,P.172 Kota Kinabalu,N.20 Api-Api,0.375
2024-01-01,Sabah,P.172 Kota Kinabalu,N.20 Api-Api,0.232
2019-01-01,Sabah,P.172 Kota Kinabalu,N.21 Luyang,0.347
2022-01-01,Sabah,P.172 Kota Kinabalu,N.21 Luyang,0.443
2024-01-01,Sabah,P.172 Kota Kinabalu,N.21 Luyang,0.363
2019-01-01,Sabah,P.173 Putatan,N.22 Tanjung Aru,0.461
2022-01-01,Sabah,P.173 Putatan,N.22 Tanjung Aru,0.625
2024-01-01,Sabah,P.173 Putatan,N.22 Tanjung Aru,0.42
2019-01-01,Sabah,P.173 Putatan,N.23 Petagas,0.372
2022-01-01,Sabah,P.173 Putatan,N.23 Petagas,0.372
2024-01-01,Sabah,P.173 Putatan,N.23 Petagas,0.277
2019-01-01,Sabah,P.173 Putatan,N.24 Tanjung Keramat,0.32
2022-01-01,Sabah,P.173 Putatan,N.24 Tanjung Keramat,0.332
2024-01-01,Sabah,P.173 Putatan,N.24 Tanjung Keramat,0.258
2019-01-01,Sabah,P.174 Penampang,N.25 Kapayan,0.325
2022-01-01,Sabah,P.174 Penampang,N.25 Kapayan,0.341
2024-01-01,Sabah,P.174 Penampang,N.25 Kapayan,0.366
2019-01-01,Sabah,P.174 Penampang,N.26 Moyog,0.32
2022-01-01,Sabah,P.174 Penampang,N.26 Moyog,0.34
2024-01-01,Sabah,P.174 Penampang,N.26 Moyog,0.331
2019-01-01,Sabah,P.175 Papar,N.27 Limbahau,0.38
2022-01-01,Sabah,P.175 Papar,N.27 Limbahau,0.359
2024-01-01,Sabah,P.175 Papar,N.27 Limbahau,0.339
2019-01-01,Sabah,P.175 Papar,N.28 Kawang,0.339
2022-01-01,Sabah,P.175 Papar,N.28 Kawang,0.314
2024-01-01,Sabah,P.175 Papar,N.28 Kawang,0.328
2019-01-01,Sabah,P.175 Papar,N.29 Pantai Manis,0.351
2022-01-01,Sabah,P.175 Papar,N.29 Pantai Manis,0.315
2024-01-01,Sabah,P.175 Papar,N.29 Pantai Manis,0.289
2019-01-01,Sabah,P.176 Kimanis,N.30 Bongawan,0.381
2022-01-01,Sabah,P.176 Kimanis,N.30 Bongawan,0.348
2024-01-01,Sabah,P.176 Kimanis,N.30 Bongawan,0.42
2019-01-01,Sabah,P.176 Kimanis,N.31 Membakut,0.402
2022-01-01,Sabah,P.176 Kimanis,N.31 Membakut,0.281
2024-01-01,Sabah,P.176 Kimanis,N.31 Membakut,0.496
2019-01-01,Sabah,P.177 Beaufort,N.32 Klias,0.359
2022-01-01,Sabah,P.177 Beaufort,N.32 Klias,0.354
2024-01-01,Sabah,P.177 Beaufort,N.32 Klias,0.374
2019-01-01,Sabah,P.177 Beaufort,N.33 Kuala Penyu,0.377
2022-01-01,Sabah,P.177 Beaufort,N.33 Kuala Penyu,0.324
2024-01-01,Sabah,P.177 Beaufort,N.33 Kuala Penyu,0.375
2019-01-01,Sabah,P.178 Sipitang,N.34 Lumadan,0.324
2022-01-01,Sabah,P.178 Sipitang,N.34 Lumadan,0.332
2024-01-01,Sabah,P.178 Sipitang,N.34 Lumadan,0.338
2019-01-01,Sabah,P.178 Sipitang,N.35 Sindumin,0.347
2022-01-01,Sabah,P.178 Sipitang,N.35 Sindumin,0.36
2024-01-01,Sabah,P.178 Sipitang,N.35 Sindumin,0.306
2019-01-01,Sabah,P.179 Ranau,N.36 Kundasang,0.43
2022-01-01,Sabah,P.179 Ranau,N.36 Kundasang,0.419
2024-01-01,Sabah,P.179 Ranau,N.36 Kundasang,0.287
2019-01-01,Sabah,P.179 Ranau,N.37 Karanaan,0.369
2022-01-01,Sabah,P.179 Ranau,N.37 Karanaan,0.371
2024-01-01,Sabah,P.179 Ranau,N.37 Karanaan,0.456
2019-01-01,Sabah,P.179 Ranau,N.38 Paginatan,0.365
2022-01-01,Sabah,P.179 Ranau,N.38 Paginatan,0.332
2024-01-01,Sabah,P.179 Ranau,N.38 Paginatan,0.367
2019-01-01,Sabah,P.180 Keningau,N.39 Tambunan,0.378
2022-01-01,Sabah,P.180 Keningau,N.39 Tambunan,0.337
2024-01-01,Sabah,P.180 Keningau,N.39 Tambunan,0.3
2019-01-01,Sabah,P.180 Keningau,N.40 Bingkor,0.386
2022-01-01,Sabah,P.180 Keningau,N.40 Bingkor,0.344
2024-01-01,Sabah,P.180 Keningau,N.40 Bingkor,0.287
2019-01-01,Sabah,P.180 Keningau,N.41 Liawan,0.37
2022-01-01,Sabah,P.180 Keningau,N.41 Liawan,0.374
2024-01-01,Sabah,P.180 Keningau,N.41 Liawan,0.34
2019-01-01,Sabah,P.181 Tenom,N.42 Melalap,0.361
2022-01-01,Sabah,P.181 Tenom,N.42 Melalap,0.324
2024-01-01,Sabah,P.181 Tenom,N.42 Melalap,0.331
2019-01-01,Sabah,P.181 Tenom,N.43 Kemabong,0.284
2022-01-01,Sabah,P.181 Tenom,N.43 Kemabong,0.341
2024-01-01,Sabah,P.181 Tenom,N.43 Kemabong,0.325
2019-01-01,Sabah,P.182 Pensiangan,N.44 Tulid,0.346
2022-01-01,Sabah,P.182 Pensiangan,N.44 Tulid,0.359
2024-01-01,Sabah,P.182 Pensiangan,N.44 Tulid,0.32
2019-01-01,Sabah,P.182 Pensiangan,N.45 Sook,0.264
2022-01-01,Sabah,P.182 Pensiangan,N.45 Sook,0.267
2024-01-01,Sabah,P.182 Pensiangan,N.45 Sook,0.314
2019-01-01,Sabah,P.182 Pensiangan,N.46 Nabawan,0.298
2022-01-01,Sabah,P.182 Pensiangan,N.46 Nabawan,0.306
2024-01-01,Sabah,P.182 Pensiangan,N.46 Nabawan,0.313
2019-01-01,Sabah,P.183 Beluran,N.47 Telupid,0.416
2022-01-01,Sabah,P.183 Beluran,N.47 Telupid,0.329
2024-01-01,Sabah,P.183 Beluran,N.47 Telupid,0.275
2019-01-01,Sabah,P.183 Beluran,N.48 Sugut,0.367
2022-01-01,Sabah,P.183 Beluran,N.48 Sugut,0.412
2024-01-01,Sabah,P.183 Beluran,N.48 Sugut,0.365
2019-01-01,Sabah,P.183 Beluran,N.49 Labuk,0.407
2022-01-01,Sabah,P.183 Beluran,N.49 Labuk,0.391
2024-01-01,Sabah,P.183 Beluran,N.49 Labuk,0.26
2019-01-01,Sabah,P.184 Libaran,N.50 Gum-Gum,0.382
2022-01-01,Sabah,P.184 Libaran,N.50 Gum-Gum,0.301
2024-01-01,Sabah,P.184 Libaran,N.50 Gum-Gum,0.356
2019-01-01,Sabah,P.184 Libaran,N.51 Sungai Manila,0.384
2022-01-01,Sabah,P.184 Libaran,N.51 Sungai Manila,0.269
2024-01-01,Sabah,P.184 Libaran,N.51 Sungai Manila,0.263
2019-01-01,Sabah,P.184 Libaran,N.52 Sungai Sibuga,0.343
2022-01-01,Sabah,P.184 Libaran,N.52 Sungai Sibuga,0.307
2024-01-01,Sabah,P.184 Libaran,N.52 Sungai Sibuga,0.333
2019-01-01,Sabah,P.185 Batu Sapi,N.53 Sekong,0.383
2022-01-01,Sabah,P.185 Batu Sapi,N.53 Sekong,0.371
2024-01-01,Sabah,P.185 Batu Sapi,N.53 Sekong,0.339
2019-01-01,Sabah,P.185 Batu Sapi,N.54 Karamunting,0.331
2022-01-01,Sabah,P.185 Batu Sapi,N.54 Karamunting,0.337
2024-01-01,Sabah,P.185 Batu Sapi,N.54 Karamunting,0.382
2019-01-01,Sabah,P.186 Sandakan,N.55 Elopura,0.411
2022-01-01,Sabah,P.186 Sandakan,N.55 Elopura,0.367
2024-01-01,Sabah,P.186 Sandakan,N.55 Elopura,0.365
2019-01-01,Sabah,P.186 Sandakan,N.56 Tanjong Papat,0.33
2022-01-01,Sabah,P.186 Sandakan,N.56 Tanjong Papat,0.354
2024-01-01,Sabah,P.186 Sandakan,N.56 Tanjong Papat,0.282
2019-01-01,Sabah,P.187 Kinabatangan,N.57 Kuamut,0.386
2022-01-01,Sabah,P.187 Kinabatangan,N.57 Kuamut,0.353
2024-01-01,Sabah,P.187 Kinabatangan,N.57 Kuamut,0.333
2019-01-01,Sabah,P.187 Kinabatangan,N.58 Lamag,0.368
2022-01-01,Sabah,P.187 Kinabatangan,N.58 Lamag,0.368
2024-01-01,Sabah,P.187 Kinabatangan,N.58 Lamag,0.283
2019-01-01,Sabah,P.187 Kinabatangan,N.59 Sukau,0.372
2022-01-01,Sabah,P.187 Kinabatangan,N.59 Sukau,0.393
2024-01-01,Sabah,P.187 Kinabatangan,N.59 Sukau,0.312
2019-01-01,Sabah,P.188 Lahad Datu,N.60 Tungku,0.368
2022-01-01,Sabah,P.188 Lahad Datu,N.60 Tungku,0.306
2024-01-01,Sabah,P.188 Lahad Datu,N.60 Tungku,0.241
2019-01-01,Sabah,P.188 Lahad Datu,N.61 Segama,0.394
2022-01-01,Sabah,P.188 Lahad Datu,N.61 Segama,0.425
2024-01-01,Sabah,P.188 Lahad Datu,N.61 Segama,0.311
2019-01-01,Sabah,P.188 Lahad Datu,N.62 Silam,0.339
2022-01-01,Sabah,P.188 Lahad Datu,N.62 Silam,0.359
2024-01-01,Sabah,P.188 Lahad Datu,N.62 Silam,0.263
2019-01-01,Sabah,P.188 Lahad Datu,N.63 Kunak,0.385
2022-01-01,Sabah,P.188 Lahad Datu,N.63 Kunak,0.352
2024-01-01,Sabah,P.188 Lahad Datu,N.63 Kunak,0.484
2019-01-01,Sabah,P.189 Semporna,N.64 Sulabayan,0.276
2022-01-01,Sabah,P.189 Semporna,N.64 Sulabayan,0.266
2024-01-01,Sabah,P.189 Semporna,N.64 Sulabayan,0.303
2019-01-01,Sabah,P.189 Semporna,N.65 Senallang,0.515
2022-01-01,Sabah,P.189 Semporna,N.65 Senallang,0.355
2024-01-01,Sabah,P.189 Semporna,N.65 Senallang,0.444
2019-01-01,Sabah,P.189 Semporna,N.66 Bugaya,0.407
2022-01-01,Sabah,P.189 Semporna,N.66 Bugaya,0.315
2024-01-01,Sabah,P.189 Semporna,N.66 Bugaya,0.388
2019-01-01,Sabah,P.190 Tawau,N.67 Balung,0.327
2022-01-01,Sabah,P.190 Tawau,N.67 Balung,0.332
2024-01-01,Sabah,P.190 Tawau,N.67 Balung,0.329
2019-01-01,Sabah,P.190 Tawau,N.68 Apas,0.33
2022-01-01,Sabah,P.190 Tawau,N.68 Apas,0.364
2024-01-01,Sabah,P.190 Tawau,N.68 Apas,0.345
