date,state,parlimen,dun,gini
2024-01-01,Pulau Pinang,P.045 Bukit Mertajam,N.15 Padang Lalang,0.35
2019-01-01,Pulau Pinang,P.046 Batu Kawan,N.16 Perai,0.37
2022-01-01,Pulau Pinang,P.046 Batu Kawan,N.16 Perai,0.404
2024-01-01,Pulau Pinang,P.046 Batu Kawan,N.16 Perai,0.344
2019-01-01,Pulau Pinang,P.046 Batu Kawan,N.17 Bukit Tengah,0.353
2022-01-01,Pulau Pinang,P.046 Batu Kawan,N.17 Bukit Tengah,0.363
2024-01-01,Pulau Pinang,P.046 Batu Kawan,N.17 Bukit Tengah,0.312
2019-01-01,Pulau Pinang,P.046 Batu Kawan,N.18 Bukit Tambun,0.327
2022-01-01,Pulau Pinang,P.046 Batu Kawan,N.18 Bukit Tambun,0.374
2024-01-01,Pulau Pinang,P.046 Batu Kawan,N.18 Bukit Tambun,0.423
2019-01-01,Pulau Pinang,P.047 Nibong Tebal,N.19 Jawi,0.311
2022-01-01,Pulau Pinang,P.047 Nibong Tebal,N.19 Jawi,0.381
2024-01-01,Pulau Pinang,P.047 Nibong Tebal,N.19 Jawi,0.334
2019-01-01,Pulau Pinang,P.047 Nibong Tebal,N.20 Sungai Bakap,0.307
2022-01-01,Pulau Pinang,P.047 Nibong Tebal,N.20 Sungai Bakap,0.327
2024-01-01,Pulau Pinang,P.047 Nibong Tebal,N.20 Sungai Bakap,0.277
2019-01-01,Pulau Pinang,P.047 Nibong Tebal,N.21 Sungai Acheh,0.333
2022-01-01,Pulau Pinang,P.047 Nibong Tebal,N.21 Sungai Acheh,0.333
2024-01-01,Pulau Pinang,P.047 Nibong Tebal,N.21 Sungai Acheh,0.308
2019-01-01,Pulau Pinang,P.048 Bukit Bendera,N.22 Tanjong Bunga,0.332
2022-01-01,Pulau Pinang,P.048 Bukit Bendera,N.22 Tanjong Bunga,0.408
2024-01-01,Pulau Pinang,P.048 Bukit Bendera,N.22 Tanjong Bunga,0.377
2019-01-01,Pulau Pinang,P.048 Bukit Bendera,N.23 Air Putih,0.312
2022-01-01,Pulau Pinang,P.048 Bukit Bendera,N.23 Air Putih,0.319
2024-01-01,Pulau Pinang,P.048 Bukit Bendera,N.23 Air Putih,0.307
2019-01-01,Pulau Pinang,P.048 Bukit Bendera,N.24 Kebun Bunga,0.379
2022-01-01,Pulau Pinang,P.048 Bukit Bendera,N.24 Kebun Bunga,0.462
2024-01-01,Pulau Pinang,P.048 Bukit Bendera,N.24 Kebun Bunga,0.544
2019-01-01,Pulau Pinang,P.048 Bukit Bendera,N.25 Pulau Tikus,0.46
2022-01-01,Pulau Pinang,P.048 Bukit Bendera,N.25 Pulau Tikus,0.442
2024-01-01,Pulau Pinang,P.048 Bukit Bendera,N.25 Pulau Tikus,0.434
2019-01-01,Pulau Pinang,P.049 Tanjong,N.26 Padang Kota,0.235
2022-01-01,Pulau Pinang,P.049 Tanjong,N.26 Padang Kota,0.322
2024-01-01,Pulau Pinang,P.049 Tanjong,N.26 Padang Kota,0.5
2019-01-01,Pulau Pinang,P.049 Tanjong,N.27 Pengkalan Kota,0.328
2022-01-01,Pulau Pinang,P.049 Tanjong,N.27 Pengkalan Kota,0.297
2024-01-01,Pulau Pinang,P.049 Tanjong,N.27 Pengkalan Kota,0.259
2019-01-01,Pulau Pinang,P.049 Tanjong,N.28 Komtar,0.388
2022-01-01,Pulau Pinang,P.049 Tanjong,N.28 Komtar,0.324
2024-01-01,Pulau Pinang,P.049 Tanjong,N.28 Komtar,0.288
2019-01-01,Pulau Pinang,P.050 Jelutong,N.29 Datok Keramat,0.35
2022-01-01,Pulau Pinang,P.050 Jelutong,N.29 Datok Keramat,0.331
2024-01-01,Pulau Pinang,P.050 Jelutong,N.29 Datok Keramat,0.339
2019-01-01,Pulau Pinang,P.050 Jelutong,N.30 Sungai Pinang,0.236
2022-01-01,Pulau Pinang,P.050 Jelutong,N.30 Sungai Pinang,0.295
2024-01-01,Pulau Pinang,P.050 Jelutong,N.30 Sungai Pinang,0.318
2019-01-01,Pulau Pinang,P.050 Jelutong,N.31 Batu Lancang,0.285
2022-01-01,Pulau Pinang,P.050 Jelutong,N.31 Batu Lancang,0.324
2024-01-01,Pulau Pinang,P.050 Jelutong,N.31 Batu Lancang,0.334
2019-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.32 Seri Delima,0.318
2022-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.32 Seri Delima,0.38
2024-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.32 Seri Delima,0.45
2019-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.33 Air Itam,0.322
2022-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.33 Air Itam,0.327
2024-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.33 Air Itam,0.334
2019-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.34 Paya Terubong,0.361
2022-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.34 Paya Terubong,0.311
2024-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.34 Paya Terubong,0.331
2019-01-01,Pulau Pinang,P.052 Bayan Baru,N.35 Batu Uban,0.328
2022-01-01,Pulau Pinang,P.052 Bayan Baru,N.35 Batu Uban,0.352
2024-01-01,Pulau Pinang,P.052 Bayan Baru,N.35 Batu Uban,0.319
2019-01-01,Pulau Pinang,P.052 Bayan Baru,N.36 Pantai Jerejak,0.383
2022-01-01,Pulau Pinang,P.052 Bayan Baru,N.36 Pantai Jerejak,0.341
2024-01-01,Pulau Pinang,P.052 Bayan Baru,N.36 Pantai Jerejak,0.228
2019-01-01,Pulau Pinang,P.052 Bayan Baru,N.37 Batu Maung,0.374
2022-01-01,Pulau Pinang,P.052 Bayan Baru,N.37 Batu Maung,0.37
2024-01-01,Pulau Pinang,P.052 Bayan Baru,N.37 Batu Maung,0.313
2019-01-01,Pulau Pinang,P.053 Balik Pulau,N.38 Bayan Lepas,0.329
2022-01-01,Pulau Pinang,P.053 Balik Pulau,N.38 Bayan Lepas,0.354
2024-01-01,Pulau Pinang,P.053 Balik Pulau,N.38 Bayan Lepas,0.306
2019-01-01,Pulau Pinang,P.053 Balik Pulau,N.39 Pulau Betong,0.279
2022-01-01,Pulau Pinang,P.053 Balik Pulau,N.39 Pulau Betong,0.295
2024-01-01,Pulau Pinang,P.053 Balik Pulau,N.39 Pulau Betong,0.282
2019-01-01,Pulau Pinang,P.053 Balik Pulau,N.40 Telok Bahang,0.351
2022-01-01,Pulau Pinang,P.053 Balik Pulau,N.40 Telok Bahang,0.317
2024-01-01,Pulau Pinang,P.053 Balik Pulau,N.40 Telok Bahang,0.274
2019-01-01,Perak,P.054 Gerik,N.01 Pengkalan Hulu,0.404
2022-01-01,Perak,P.054 Gerik,N.01 Pengkalan Hulu,0.313
2024-01-01,Perak,P.054 Gerik,N.01 Pengkalan Hulu,0.295
2019-01-01,Perak,P.054 Gerik,N.02 Temengor,0.294
2022-01-01,Perak,P.054 Gerik,N.02 Temengor,0.453
2024-01-01,Perak,P.054 Gerik,N.02 Temengor,0.317
2019-01-01,Perak,P.055 Lenggong,N.03 Kenering,0.404
2022-01-01,Perak,P.055 Lenggong,N.03 Kenering,0.259
2024-01-01,Perak,P.055 Lenggong,N.03 Kenering,0.273
2019-01-01,Perak,P.055 Lenggong,N.04 Kota Tampan,0.294
2022-01-01,Perak,P.055 Lenggong,N.04 Kota Tampan,0.395
2024-01-01,Perak,P.055 Lenggong,N.04 Kota Tampan,0.411
2019-01-01,Perak,P.056 Larut,N.05 Selama,0.364
2022-01-01,Perak,P.056 Larut,N.05 Selama,0.282
2024-01-01,Perak,P.056 Larut,N.05 Selama,0.354
2019-01-01,Perak,P.056 Larut,N.06 Kubu Gajah,0.28
2022-01-01,Perak,P.056 Larut,N.06 Kubu Gajah,0.329
2024-01-01,Perak,P.056 Larut,N.06 Kubu Gajah,0.218
2019-01-01,Perak,P.056 Larut,N.07 Batu Kurau,0.294
2022-01-01,Perak,P.056 Larut,N.07 Batu Kurau,0.32
2024-01-01,Perak,P.056 Larut,N.07 Batu Kurau,0.248
2019-01-01,Perak,P.057 Parit Buntar,N.08 Titi Serong,0.323
2022-01-01,Perak,P.057 Parit Buntar,N.08 Titi Serong,0.399
2024-01-01,Perak,P.057 Parit Buntar,N.08 Titi Serong,0.356
2019-01-01,Perak,P.057 Parit Buntar,N.09 Kuala Kurau,0.273
2022-01-01,Perak,P.057 Parit Buntar,N.09 Kuala Kurau,0.302
2024-01-01,Perak,P.057 Parit Buntar,N.09 Kuala Kurau,0.281
2019-01-01,Perak,P.058 Bagan Serai,N.10 Alor Pongsu,0.313
2022-01-01,Perak,P.058 Bagan Serai,N.10 Alor Pongsu,0.391
2024-01-01,Perak,P.058 Bagan Serai,N.10 Alor Pongsu,0.309
2019-01-01,Perak,P.058 Bagan Serai,N.11 Gunong Semanggol,0.286
2022-01-01,Perak,P.058 Bagan Serai,N.11 Gunong Semanggol,0.316
2024-01-01,Perak,P.058 Bagan Serai,N.11 Gunong Semanggol,0.238
2019-01-01,Perak,P.058 Bagan Serai,N.12 Selinsing,0.31
2022-01-01,Perak,P.058 Bagan Serai,N.12 Selinsing,0.376
2024-01-01,Perak,P.058 Bagan Serai,N.12 Selinsing,0.275
2019-01-01,Perak,P.059 Bukit Gantang,N.13 Kuala Sepetang,0.286
2022-01-01,Perak,P.059 Bukit Gantang,N.13 Kuala Sepetang,0.393
2024-01-01,Perak,P.059 Bukit Gantang,N.13 Kuala Sepetang,0.29
2019-01-01,Perak,P.059 Bukit Gantang,N.14 Changkat Jering,0.335
2022-01-01,Perak,P.059 Bukit Gantang,N.14 Changkat Jering,0.343
2024-01-01,Perak,P.059 Bukit Gantang,N.14 Changkat Jering,0.329
2019-01-01,Perak,P.059 Bukit Gantang,N.15 Trong,0.284
2022-01-01,Perak,P.059 Bukit Gantang,N.15 Trong,0.237
2024-01-01,Perak,P.059 Bukit Gantang,N.15 Trong,0.286
2019-01-01,Perak,P.060 Taiping,N.16 Kamunting,0.348
2022-01-01,Perak,P.060 Taiping,N.16 Kamunting,0.383
2024-01-01,Perak,P.060 Taiping,N.16 Kamunting,0.356
2019-01-01,Perak,P.060 Taiping,N.17 Pokok Assam,0.371
2022-01-01,Perak,P.060 Taiping,N.17 Pokok Assam,0.4
2024-01-01,Perak,P.060 Taiping,N.17 Pokok Assam,0.342
2019-01-01,Perak,P.060 Taiping,N.18 Aulong,0.25
2022-01-01,Perak,P.060 Taiping,N.18 Aulong,0.331
2024-01-01,Perak,P.060 Taiping,N.18 Aulong,0.334
2019-01-01,Perak,P.061 Padang Rengas,N.19 Chenderoh,0.332
2022-01-01,Perak,P.061 Padang Rengas,N.19 Chenderoh,0.317
2024-01-01,Perak,P.061 Padang Rengas,N.19 Chenderoh,0.279
2019-01-01,Perak,P.061 Padang Rengas,N.20 Lubok Merbau,0.474
2022-01-01,Perak,P.061 Padang Rengas,N.20 Lubok Merbau,0.462
2024-01-01,Perak,P.061 Padang Rengas,N.20 Lubok Merbau,0.478
2019-01-01,Perak,P.062 Sungai Siput,N.21 Lintang,0.338
2022-01-01,Perak,P.062 Sungai Siput,N.21 Lintang,0.398
2024-01-01,Perak,P.062 Sungai Siput,N.21 Lintang,0.305
2019-01-01,Perak,P.062 Sungai Siput,N.22 Jalong,0.336
2022-01-01,Perak,P.062 Sungai Siput,N.22 Jalong,0.387
2024-01-01,Perak,P.062 Sungai Siput,N.22 Jalong,0.321
2019-01-01,Perak,P.063 Tambun,N.23 Manjoi,0.368
2022-01-01,Perak,P.063 Tambun,N.23 Manjoi,0.363
2024-01-01,Perak,P.063 Tambun,N.23 Manjoi,0.398
2019-01-01,Perak,P.063 Tambun,N.24 Hulu Kinta,0.295
2022-01-01,Perak,P.063 Tambun,N.24 Hulu Kinta,0.324
2024-01-01,Perak,P.063 Tambun,N.24 Hulu Kinta,0.409
2019-01-01,Perak,P.064 Ipoh Timor,N.25 Canning,0.509
2022-01-01,Perak,P.064 Ipoh Timor,N.25 Canning,0.464
2024-01-01,Perak,P.064 Ipoh Timor,N.25 Canning,0.527
2019-01-01,Perak,P.064 Ipoh Timor,N.26 Tebing Tinggi,0.32
2022-01-01,Perak,P.064 Ipoh Timor,N.26 Tebing Tinggi,0.319
2024-01-01,Perak,P.064 Ipoh Timor,N.26 Tebing Tinggi,0.288
2019-01-01,Perak,P.064 Ipoh Timor,N.27 Pasir Pinji,0.364
2022-01-01,Perak,P.064 Ipoh Timor,N.27 Pasir Pinji,0.437
2024-01-01,Perak,P.064 Ipoh Timor,N.27 Pasir Pinji,0.357
2019-01-01,Perak,P.065 Ipoh Barat,N.28 Bercham,0.372
2022-01-01,Perak,P.065 Ipoh Barat,N.28 Bercham,0.368
2024-01-01,Perak,P.065 Ipoh Barat,N.28 Bercham,0.287
2019-01-01,Perak,P.065 Ipoh Barat,N.29 Kepayang,0.736
2022-01-01,Perak,P.065 Ipoh Barat,N.29 Kepayang,0.315
2024-01-01,Perak,P.065 Ipoh Barat,N.29 Kepayang,0.317
2019-01-01,Perak,P.065 Ipoh Barat,N.30 Buntong,0.37
2022-01-01,Perak,P.065 Ipoh Barat,N.30 Buntong,0.346
2024-01-01,Perak,P.065 Ipoh Barat,N.30 Buntong,0.301
2019-01-01,Perak,P.066 Batu Gajah,N.31 Jelapang,0.339
2022-01-01,Perak,P.066 Batu Gajah,N.31 Jelapang,0.326
2024-01-01,Perak,P.066 Batu Gajah,N.31 Jelapang,0.354
2019-01-01,Perak,P.066 Batu Gajah,N.32 Menglembu,0.324
2022-01-01,Perak,P.066 Batu Gajah,N.32 Menglembu,0.295
2024-01-01,Perak,P.066 Batu Gajah,N.32 Menglembu,0.422
2019-01-01,Perak,P.066 Batu Gajah,N.33 Tronoh,0.275
2022-01-01,Perak,P.066 Batu Gajah,N.33 Tronoh,0.284
2024-01-01,Perak,P.066 Batu Gajah,N.33 Tronoh,0.31
2019-01-01,Perak,P.067 Kuala Kangsar,N.34 Bukit Chandan,0.341
2022-01-01,Perak,P.067 Kuala Kangsar,N.34 Bukit Chandan,0.317
2024-01-01,Perak,P.067 Kuala Kangsar,N.34 Bukit Chandan,0.335
2019-01-01,Perak,P.067 Kuala Kangsar,N.35 Manong,0.324
2022-01-01,Perak,P.067 Kuala Kangsar,N.35 Manong,0.399
2024-01-01,Perak,P.067 Kuala Kangsar,N.35 Manong,0.305
2019-01-01,Perak,P.068 Beruas,N.36 Pengkalan Baharu,0.388
2022-01-01,Perak,P.068 Beruas,N.36 Pengkalan Baharu,0.387
2024-01-01,Perak,P.068 Beruas,N.36 Pengkalan Baharu,0.259
2019-01-01,Perak,P.068 Beruas,N.37 Pantai Remis,0.276
2022-01-01,Perak,P.068 Beruas,N.37 Pantai Remis,0.37
2024-01-01,Perak,P.068 Beruas,N.37 Pantai Remis,0.295
2019-01-01,Perak,P.068 Beruas,N.38 Astaka,0.447
2022-01-01,Perak,P.068 Beruas,N.38 Astaka,0.36
2024-01-01,Perak,P.068 Beruas,N.38 Astaka,0.345
2019-01-01,Perak,P.069 Parit,N.39 Belanja,0.331
2022-01-01,Perak,P.069 Parit,N.39 Belanja,0.357
2024-01-01,Perak,P.069 Parit,N.39 Belanja,0.314
2019-01-01,Perak,P.069 Parit,N.40 Bota,0.353
2022-01-01,Perak,P.069 Parit,N.40 Bota,0.37
2024-01-01,Perak,P.069 Parit,N.40 Bota,0.356
2019-01-01,Perak,P.070 Kampar,N.41 Malim Nawar,0.417
2022-01-01,Perak,P.070 Kampar,N.41 Malim Nawar,0.298
2024-01-01,Perak,P.070 Kampar,N.41 Malim Nawar,0.353
2019-01-01,Perak,P.070 Kampar,N.42 Keranji,0.341
2022-01-01,Perak,P.070 Kampar,N.42 Keranji,0.308
2024-01-01,Perak,P.070 Kampar,N.42 Keranji,0.38
2019-01-01,Perak,P.070 Kampar,N.43 Tualang Sekah,0.345
2022-01-01,Perak,P.070 Kampar,N.43 Tualang Sekah,0.292
2024-01-01,Perak,P.070 Kampar,N.43 Tualang Sekah,0.312
2019-01-01,Perak,P.071 Gopeng,N.44 Sungai Rapat,0.308
2022-01-01,Perak,P.071 Gopeng,N.44 Sungai Rapat,0.323
2024-01-01,Perak,P.071 Gopeng,N.44 Sungai Rapat,0.338
2019-01-01,Perak,P.071 Gopeng,N.45 Simpang Pulai,0.377
2022-01-01,Perak,P.071 Gopeng,N.45 Simpang Pulai,0.367
2024-01-01,Perak,P.071 Gopeng,N.45 Simpang Pulai,0.393
2019-01-01,Perak,P.071 Gopeng,N.46 Teja,0.332
2022-01-01,Perak,P.071 Gopeng,N.46 Teja,0.282
2024-01-01,Perak,P.071 Gopeng,N.46 Teja,0.302
2019-01-01,Perak,P.072 Tapah,N.47 Chenderiang,0.438
2022-01-01,Perak,P.072 Tapah,N.47 Chenderiang,0.372
2024-01-01,Perak,P.072 Tapah,N.47 Chenderiang,0.333
2019-01-01,Perak,P.072 Tapah,N.48 Ayer Kuning,0.329
2022-01-01,Perak,P.072 Tapah,N.48 Ayer Kuning,0.323
2024-01-01,Perak,P.072 Tapah,N.48 Ayer Kuning,0.349
2019-01-01,Perak,P.073 Pasir Salak,N.49 Sungai Manik,0.298
2022-01-01,Perak,P.073 Pasir Salak,N.49 Sungai Manik,0.346
2024-01-01,Perak,P.073 Pasir Salak,N.49 Sungai Manik,0.273
2019-01-01,Perak,P.073 Pasir Salak,N.50 Kampong Gajah,0.312
2022-01-01,Perak,P.073 Pasir Salak,N.50 Kampong Gajah,0.35
2024-01-01,Perak,P.073 Pasir Salak,N.50 Kampong Gajah,0.337
2019-01-01,Perak,P.074 Lumut,N.51 Pasir Panjang,0.331
2022-01-01,Perak,P.074 Lumut,N.51 Pasir Panjang,0.319
2024-01-01,Perak,P.074 Lumut,N.51 Pasir Panjang,0.357
2019-01-01,Perak,P.074 Lumut,N.52 Pangkor,0.409
2022-01-01,Perak,P.074 Lumut,N.52 Pangkor,0.245
2024-01-01,Perak,P.074 Lumut,N.52 Pangkor,0.226
2019-01-01,Perak,P.075 Bagan Datuk,N.53 Rungkup,0.322
2022-01-01,Perak,P.075 Bagan Datuk,N.53 Rungkup,0.388
2024-01-01,Perak,P.075 Bagan Datuk,N.53 Rungkup,0.36
2019-01-01,Perak,P.075 Bagan Datuk,N.54 Hutan Melintang,0.366
2022-01-01,Perak,P.075 Bagan Datuk,N.54 Hutan Melintang,0.355
2024-01-01,Perak,P.075 Bagan Datuk,N.54 Hutan Melintang,0.362
2019-01-01,Perak,P.076 Teluk Intan,N.55 Pasir Bedamar,0.427
2022-01-01,Perak,P.076 Teluk Intan,N.55 Pasir Bedamar,0.465
2024-01-01,Perak,P.076 Teluk Intan,N.55 Pasir Bedamar,0.401
2019-01-01,Perak,P.076 Teluk Intan,N.56 Changkat Jong,0.334
2022-01-01,Perak,P.076 Teluk Intan,N.56 Changkat Jong,0.339
2024-01-01,Perak,P.076 Teluk Intan,N.56 Changkat Jong,0.347
2019-01-01,Perak,P.077 Tanjong Malim,N.57 Sungkai,0.386
2022-01-01,Perak,P.077 Tanjong Malim,N.57 Sungkai,0.428
2024-01-01,Perak,P.077 Tanjong Malim,N.57 Sungkai,0.355
2019-01-01,Perak,P.077 Tanjong Malim,N.58 Slim,0.421
2022-01-01,Perak,P.077 Tanjong Malim,N.58 Slim,0.348
2024-01-01,Perak,P.077 Tanjong Malim,N.58 Slim,0.398
2019-01-01,Perak,P.077 Tanjong Malim,N.59 Behrang,0.39
2022-01-01,Perak,P.077 Tanjong Malim,N.59 Behrang,0.349
2024-01-01,Perak,P.077 Tanjong Malim,N.59 Behrang,0.341
2019-01-01,Pahang,P.078 Cameron Highlands,N.01 Tanah Rata,0.274
2022-01-01,Pahang,P.078 Cameron Highlands,N.01 Tanah Rata,0.272
2024-01-01,Pahang,P.078 Cameron Highlands,N.01 Tanah Rata,0.294
2019-01-01,Pahang,P.078 Cameron Highlands,N.02 Jelai,0.234
2022-01-01,Pahang,P.078 Cameron Highlands,N.02 Jelai,0.307
2024-01-01,Pahang,P.078 Cameron Highlands,N.02 Jelai,0.223
2019-01-01,Pahang,P.079 Lipis,N.03 Padang Tengku,0.297
2022-01-01,Pahang,P.079 Lipis,N.03 Padang Tengku,0.25
2024-01-01,Pahang,P.079 Lipis,N.03 Padang Tengku,0.243
2019-01-01,Pahang,P.079 Lipis,N.04 Cheka,0.279
2022-01-01,Pahang,P.079 Lipis,N.04 Cheka,0.275
2024-01-01,Pahang,P.079 Lipis,N.04 Cheka,0.225
2019-01-01,Pahang,P.079 Lipis,N.05 Benta,0.296
2022-01-01,Pahang,P.079 Lipis,N.05 Benta,0.213
2024-01-01,Pahang,P.079 Lipis,N.05 Benta,0.195
2019-01-01,Pahang,P.080 Raub,N.06 Batu Talam,0.161
2022-01-01,Pahang,P.080 Raub,N.06 Batu Talam,0.238
2024-01-01,Pahang,P.080 Raub,N.06 Batu Talam,0.172
2019-01-01,Pahang,P.080 Raub,N.07 Tras,0.321
2022-01-01,Pahang,P.080 Raub,N.07 Tras,0.25
2024-01-01,Pahang,P.080 Raub,N.07 Tras,0.354
2019-01-01,Pahang,P.080 Raub,N.08 Dong,0.287
2022-01-01,Pahang,P.080 Raub,N.08 Dong,0.269
2024-01-01,Pahang,P.080 Raub,N.08 Dong,0.354
2019-01-01,Pahang,P.081 Jerantut,N.09 Tahan,0.295
2022-01-01,Pahang,P.081 Jerantut,N.09 Tahan,0.326
2024-01-01,Pahang,P.081 Jerantut,N.09 Tahan,0.24
2019-01-01,Pahang,P.081 Jerantut,N.10 Damak,0.298
2022-01-01,Pahang,P.081 Jerantut,N.10 Damak,0.316
2024-01-01,Pahang,P.081 Jerantut,N.10 Damak,0.35
2019-01-01,Pahang,P.081 Jerantut,N.11 Pulau Tawar,0.268
2022-01-01,Pahang,P.081 Jerantut,N.11 Pulau Tawar,0.201
2024-01-01,Pahang,P.081 Jerantut,N.11 Pulau Tawar,0.309
2019-01-01,Pahang,P.082 Indera Mahkota,N.12 Beserah,0.325
2022-01-01,Pahang,P.082 Indera Mahkota,N.12 Beserah,0.301
2024-01-01,Pahang,P.082 Indera Mahkota,N.12 Beserah,0.293
2019-01-01,Pahang,P.082 Indera Mahkota,N.13 Semambu,0.332
2022-01-01,Pahang,P.082 Indera Mahkota,N.13 Semambu,0.333
2024-01-01,Pahang,P.082 Indera Mahkota,N.13 Semambu,0.372
2019-01-01,Pahang,P.083 Kuantan,N.14 Teruntum,0.359
2022-01-01,Pahang,P.083 Kuantan,N.14 Teruntum,0.302
2024-01-01,Pahang,P.083 Kuantan,N.14 Teruntum,0.289
2019-01-01,Pahang,P.083 Kuantan,N.15 Tanjung Lumpur,0.263
2022-01-01,Pahang,P.083 Kuantan,N.15 Tanjung Lumpur,0.287
2024-01-01,Pahang,P.083 Kuantan,N.15 Tanjung Lumpur,0.312
2019-01-01,Pahang,P.083 Kuantan,N.16 Inderapura,0.329
2022-01-01,Pahang,P.083 Kuantan,N.16 Inderapura,0.305
2024-01-01,Pahang,P.083 Kuantan,N.16 Inderapura,0.319
2019-01-01,Pahang,P.084 Paya Besar,N.17 Sungai Lembing,0.314
2022-01-01,Pahang,P.084 Paya Besar,N.17 Sungai Lembing,0.296
2024-01-01,Pahang,P.084 Paya Besar,N.17 Sungai Lembing,0.249
2019-01-01,Pahang,P.084 Paya Besar,N.18 Lepar,0.288
2022-01-01,Pahang,P.084 Paya Besar,N.18 Lepar,0.285
2024-01-01,Pahang,P.084 Paya Besar,N.18 Lepar,0.344
2019-01-01,Pahang,P.084 Paya Besar,N.19 Panching,0.298
2022-01-01,Pahang,P.084 Paya Besar,N.19 Panching,0.302
2024-01-01,Pahang,P.084 Paya Besar,N.19 Panching,0.287
2019-01-01,Pahang,P.085 Pekan,N.20 Pulau Manis,0.295
2022-01-01,Pahang,P.085 Pekan,N.20 Pulau Manis,0.246
2024-01-01,Pahang,P.085 Pekan,N.20 Pulau Manis,0.318
2019-01-01,Pahang,P.085 Pekan,N.21 Peramu Jaya,0.327
2022-01-01,Pahang,P.085 Pekan,N.21 Peramu Jaya,0.297
2024-01-01,Pahang,P.085 Pekan,N.21 Peramu Jaya,0.254
2019-01-01,Pahang,P.085 Pekan,N.22 Bebar,0.211
2022-01-01,Pahang,P.085 Pekan,N.22 Bebar,0.308
2024-01-01,Pahang,P.085 Pekan,N.22 Bebar,0.293
2019-01-01,Pahang,P.085 Pekan,N.23 Chini,0.314
2022-01-01,Pahang,P.085 Pekan,N.23 Chini,0.302
2024-01-01,Pahang,P.085 Pekan,N.23 Chini,0.237
2019-01-01,Pahang,P.086 Maran,N.24 Luit,0.325
2022-01-01,Pahang,P.086 Maran,N.24 Luit,0.283
2024-01-01,Pahang,P.086 Maran,N.24 Luit,0.221
2019-01-01,Pahang,P.086 Maran,N.25 Kuala Sentul,0.251
2022-01-01,Pahang,P.086 Maran,N.25 Kuala Sentul,0.267
2024-01-01,Pahang,P.086 Maran,N.25 Kuala Sentul,0.3
2019-01-01,Pahang,P.086 Maran,N.26 Chenor,0.315
2022-01-01,Pahang,P.086 Maran,N.26 Chenor,0.334
2024-01-01,Pahang,P.086 Maran,N.26 Chenor,0.276
2019-01-01,Pahang,P.087 Kuala Krau,N.27 Jenderak,0.219
2022-01-01,Pahang,P.087 Kuala Krau,N.27 Jenderak,0.282
2024-01-01,Pahang,P.087 Kuala Krau,N.27 Jenderak,0.226
2019-01-01,Pahang,P.087 Kuala Krau,N.28 Kerdau,0.322
2022-01-01,Pahang,P.087 Kuala Krau,N.28 Kerdau,0.253
2024-01-01,Pahang,P.087 Kuala Krau,N.28 Kerdau,0.235
2019-01-01,Pahang,P.087 Kuala Krau,N.29 Jengka,0.316
2022-01-01,Pahang,P.087 Kuala Krau,N.29 Jengka,0.274
2024-01-01,Pahang,P.087 Kuala Krau,N.29 Jengka,0.229
2019-01-01,Pahang,P.088 Temerloh,N.30 Mentakab,0.339
2022-01-01,Pahang,P.088 Temerloh,N.30 Mentakab,0.309
2024-01-01,Pahang,P.088 Temerloh,N.30 Mentakab,0.331
2019-01-01,Pahang,P.088 Temerloh,N.31 Lanchang,0.296
2022-01-01,Pahang,P.088 Temerloh,N.31 Lanchang,0.26
2024-01-01,Pahang,P.088 Temerloh,N.31 Lanchang,0.253
2019-01-01,Pahang,P.088 Temerloh,N.32 Kuala Semantan,0.322
2022-01-01,Pahang,P.088 Temerloh,N.32 Kuala Semantan,0.291
2024-01-01,Pahang,P.088 Temerloh,N.32 Kuala Semantan,0.379
2019-01-01,Pahang,P.089 Bentong,N.33 Bilut,0.23
2022-01-01,Pahang,P.089 Bentong,N.33 Bilut,0.232
2024-01-01,Pahang,P.089 Bentong,N.33 Bilut,0.33
2019-01-01,Pahang,P.089 Bentong,N.34 Ketari,0.32
2022-01-01,Pahang,P.089 Bentong,N.34 Ketari,0.258
2024-01-01,Pahang,P.089 Bentong,N.34 Ketari,0.273
2019-01-01,Pahang,P.089 Bentong,N.35 Sabai,0.254
2022-01-01,Pahang,P.089 Bentong,N.35 Sabai,0.21
2024-01-01,Pahang,P.089 Bentong,N.35 Sabai,0.297
2019-01-01,Pahang,P.089 Bentong,N.36 Pelangai,0.186
2022-01-01,Pahang,P.089 Bentong,N.36 Pelangai,0.211
2024-01-01,Pahang,P.089 Bentong,N.36 Pelangai,0.13
2019-01-01,Pahang,P.090 Bera,N.37 Guai,0.284
2022-01-01,Pahang,P.090 Bera,N.37 Guai,0.268
2024-01-01,Pahang,P.090 Bera,N.37 Guai,0.302
2019-01-01,Pahang,P.090 Bera,N.38 Triang,0.285
2022-01-01,Pahang,P.090 Bera,N.38 Triang,0.264
2024-01-01,Pahang,P.090 Bera,N.38 Triang,0.322
