date,time,origin,destination,ridership
2020-10-15,02:00,Gemas,Bekok,1
2020-10-15,02:00,Gemas,JB Sentral,6
2020-10-15,02:00,Gemas,Kluang,2
2020-10-15,02:00,Segamat,JB Sentral,1
2020-10-15,05:00,Gua Musang,Dabong,1
2020-10-15,05:00,Gua Musang,Pahi,3
2020-10-15,08:00,Gemas,JB Sentral,3
2020-10-15,08:00,Krai,Pasir Mas,1
2020-10-15,08:00,Krai,Tanah Merah,1
2020-10-15,08:00,Krai,To Uban,1
2020-10-15,09:00,Bertam Baru,Gua Musang,8
2020-10-15,09:00,JB Sentral,Gemas,2
2020-10-15,09:00,JB Sentral,Layang Layang,1
2020-10-15,09:00,Kempas Baru,Gemas,2
2020-10-15,09:00,Kempas Baru,Kluang,15
2020-10-15,09:00,Kempas Baru,Segamat,1
2020-10-15,09:00,Segamat,Kluang,1
2020-10-15,09:00,Tanah Merah,Wakaf Bharu,2
2020-10-15,10:00,Bekok,Kempas Baru,1
2020-10-15,10:00,Gua Musang,Kuala Lipis,2
2020-10-15,10:00,Kulai,Kluang,6
2020-10-15,10:00,Kulai,Labis,3
2020-10-15,10:00,Kulai,Segamat,1
2020-10-15,10:00,Merapoh,Padang Tungku,1
2020-10-15,10:00,Paloh,JB Sentral,2
2020-10-15,10:00,Pasir Mas,Dabong,4
2020-10-15,10:00,Pasir Mas,Krai,1
2020-10-15,10:00,Pasir Mas,Kuala Gris,5
2020-10-15,10:00,Pasir Mas,Tanah Merah,1
2020-10-15,10:00,Pasir Mas,Temangan,1
2020-10-15,10:00,Pasir Mas,To Uban,1
2020-10-15,10:00,Tumpat,Dabong,4
2020-10-15,10:00,Tumpat,Pasir Mas,1
2020-10-15,10:00,Tumpat,Tanah Merah,1
2020-10-15,10:00,Wakaf Bharu,Dabong,28
2020-10-15,10:00,Wakaf Bharu,Krai,1
2020-10-15,11:00,Kluang,JB Sentral,1
2020-10-15,11:00,Kluang,Segamat,1
2020-10-15,11:00,Paloh,Labis,2
2020-10-15,11:00,Paloh,Segamat,1
2020-10-15,11:00,Rengam,Kluang,3
2020-10-15,11:00,Tanah Merah,Dabong,5
2020-10-15,11:00,Tanah Merah,Krai,1
2020-10-15,11:00,Tanah Merah,Temangan,6
2020-10-15,12:00,Krai,Bukit Abu,1
2020-10-15,12:00,Krai,Dabong,18
2020-10-15,12:00,Krai,Kuala Gris,11
2020-10-15,12:00,Krai,Manek Urai,4
2020-10-15,12:00,Krai,Pahi,1
2020-10-15,12:00,Krai,Ulu Temiang,1
2020-10-15,12:00,Layang Layang,Kulai,2
2020-10-15,13:00,Kuala Lipis,Aur Gading,2
2020-10-15,13:00,Kuala Lipis,Chegar Perah,1
2020-10-15,13:00,Kuala Lipis,Gua Musang,4
2020-10-15,13:00,Kuala Lipis,Merapoh,1
2020-10-15,13:00,Kuala Lipis,Padang Tungku,4
2020-10-15,13:00,Kuala Lipis,Sungai Temau,2
2020-10-15,13:00,Segamat,Gemas,1
2020-10-15,14:00,Dabong,Krai,2
2020-10-15,14:00,Dabong,Kuala Gris,3
2020-10-15,14:00,Dabong,Pasir Mas,5
2020-10-15,14:00,Dabong,Tanah Merah,4
2020-10-15,14:00,Dabong,Wakaf Bharu,1
2020-10-15,14:00,JB Sentral,Gemas,2
2020-10-15,14:00,JB Sentral,Kluang,1
2020-10-15,14:00,JB Sentral,Paloh,1
2020-10-15,14:00,Kempas Baru,Gemas,1
2020-10-15,14:00,Kempas Baru,Rengam,1
2020-10-15,14:00,Kempas Baru,Segamat,1
2020-10-15,14:00,Kulai,Gemas,1
2020-10-15,14:00,Kulai,Kluang,2
2020-10-15,14:00,Kulai,Segamat,1
2020-10-15,14:00,Tumpat,Krai,2
2020-10-15,14:00,Tumpat,Sri Mahligai,1
2020-10-15,14:00,Tumpat,Tanah Merah,5
2020-10-15,14:00,Wakaf Bharu,Bunut Susu,1
2020-10-15,14:00,Wakaf Bharu,Dabong,3
2020-10-15,14:00,Wakaf Bharu,Gua Musang,6
2020-10-15,14:00,Wakaf Bharu,Jerek Baru,1
2020-10-15,14:00,Wakaf Bharu,Krai,3
2020-10-15,14:00,Wakaf Bharu,Manek Urai,2
2020-10-15,14:00,Wakaf Bharu,Tanah Merah,5
2020-10-15,14:00,Wakaf Bharu,Temangan,1
2020-10-15,15:00,Gemas,Kempas Baru,2
2020-10-15,15:00,Gemas,Kluang,2
2020-10-15,15:00,Kluang,Labis,2
2020-10-15,15:00,Kluang,Segamat,2
2020-10-15,15:00,Merapoh,Gua Musang,3
2020-10-15,15:00,Pasir Mas,Dabong,1
2020-10-15,15:00,Pasir Mas,Gua Musang,5
2020-10-15,15:00,Pasir Mas,Kemubu,2
2020-10-15,15:00,Pasir Mas,Pahi,2
2020-10-15,15:00,Pasir Mas,To Uban,2
2020-10-15,15:00,Rengam,Kluang,1
2020-10-15,15:00,Rengam,Paloh,1
2020-10-15,15:00,Segamat,Kempas Baru,1
2020-10-15,15:00,Segamat,Kluang,9
2020-10-15,15:00,Segamat,Kulai,2
2020-10-15,15:00,Segamat,Paloh,1
2020-10-15,15:00,Tanah Merah,Bertam Baru,1
2020-10-15,15:00,Tanah Merah,Dabong,9
2020-10-15,15:00,Tanah Merah,Gua Musang,6
2020-10-15,15:00,Tanah Merah,Jerek Baru,5
2020-10-15,15:00,Tanah Merah,Krai,1
2020-10-15,15:00,Tanah Merah,Kuala Gris,1
2020-10-15,15:00,Tanah Merah,Manek Urai,6
2020-10-15,16:00,Bekok,Kluang,1
2020-10-15,16:00,Gua Musang,Bertam,1
2020-10-15,16:00,Gua Musang,Bertam Baru,14
2020-10-15,16:00,Gua Musang,Dabong,2
2020-10-15,16:00,Gua Musang,Jerek Baru,3
2020-10-15,16:00,Gua Musang,Kemubu,1
2020-10-15,16:00,Gua Musang,Kampung Sirian,1
2020-10-15,16:00,Gua Musang,Krai,7
2020-10-15,16:00,Gua Musang,Kuala Gris,1
2020-10-15,16:00,Gua Musang,Limau Kasturi,3
2020-10-15,16:00,Gua Musang,Manek Urai,2
2020-10-15,16:00,Gua Musang,Pan Malayan,1
2020-10-15,16:00,Gua Musang,Pasir Mas,6
2020-10-15,16:00,Gua Musang,Sri Mahligai,1
2020-10-15,16:00,Gua Musang,Tanah Merah,2
2020-10-15,16:00,Gua Musang,Wakaf Bharu,4
2020-10-15,16:00,Krai,Bertam Baru,1
2020-10-15,16:00,Krai,Dabong,4
2020-10-15,16:00,Krai,Gua Musang,9
2020-10-15,16:00,Krai,Kuala Gris,10
2020-10-15,16:00,Krai,Limau Kasturi,1
2020-10-15,16:00,Krai,Manek Urai,6
2020-10-15,16:00,Krai,Pahi,3
2020-10-15,16:00,Krai,Pasir Mas,9
2020-10-15,16:00,Krai,Sungai Tasin,1
2020-10-15,16:00,Krai,Tanah Merah,1
2020-10-15,16:00,Krai,Tumpat,5
2020-10-15,16:00,Krai,Ulu Temiang,2
2020-10-15,16:00,Krai,Wakaf Bharu,6
2020-10-15,16:00,Labis,JB Sentral,1
2020-10-15,16:00,Labis,Kempas Baru,3
2020-10-15,16:00,Labis,Kulai,5
2020-10-15,16:00,Paloh,Labis,3
2020-10-15,17:00,Bertam Baru,Tanah Merah,1
2020-10-15,17:00,Kluang,JB Sentral,5
2020-10-15,17:00,Kluang,Kempas Baru,14
2020-10-15,17:00,Kluang,Kulai,5
2020-10-15,17:00,Kluang,Layang Layang,1
2020-10-15,17:00,Kluang,Rengam,1
2020-10-15,17:00,Labis,Gemas,3
2020-10-15,17:00,Paloh,Kempas Baru,1
2020-10-15,17:00,Tanah Merah,Bunut Susu,3
2020-10-15,17:00,Tanah Merah,Pasir Mas,4
2020-10-15,17:00,Tanah Merah,Sungai Keladi,10
2020-10-15,17:00,Tanah Merah,Tumpat,10
2020-10-15,17:00,Tanah Merah,Wakaf Bharu,2
2020-10-15,18:00,Dabong,Wakaf Bharu,7
2020-10-15,18:00,Layang Layang,JB Sentral,1
2020-10-15,18:00,Rengam,JB Sentral,1
2020-10-15,18:00,Tumpat,Kempas Baru,10
2020-10-15,18:00,Tumpat,Kluang,1
2020-10-15,18:00,Tumpat,Krai,1
2020-10-15,18:00,Tumpat,Kulai,2
2020-10-15,18:00,Tumpat,Segamat,2
2020-10-15,18:00,Tumpat,Tanah Merah,1
2020-10-15,19:00,Bertam Baru,Gua Musang,2
2020-10-15,19:00,JB Sentral,Gua Musang,3
2020-10-15,19:00,JB Sentral,Jerantut,4
2020-10-15,19:00,JB Sentral,Kluang,1
2020-10-15,19:00,JB Sentral,Kuala Lipis,3
2020-10-15,19:00,JB Sentral,Mentakab,1
2020-10-15,19:00,JB Sentral,Pasir Mas,5
2020-10-15,19:00,JB Sentral,Segamat,3
2020-10-15,19:00,JB Sentral,Tanah Merah,3
2020-10-15,19:00,JB Sentral,Wakaf Bharu,2
