series,date,domain,registrations
new_net,2013-02-01,.my,-281
new_net,2013-03-01,.my,-3162
new_net,2013-04-01,.my,-9632
new_net,2013-05-01,.my,-35042
new_net,2013-06-01,.my,297
new_net,2013-07-01,.my,1315
new_net,2013-08-01,.my,1365
new_net,2013-09-01,.my,773
new_net,2013-10-01,.my,1338
new_net,2013-11-01,.my,1136
new_net,2013-12-01,.my,3741
new_net,2014-01-01,.my,1509
new_net,2014-02-01,.my,820
new_net,2014-03-01,.my,-489
new_net,2014-04-01,.my,6227
new_net,2014-05-01,.my,1706
new_net,2014-06-01,.my,688
new_net,2014-07-01,.my,2148
new_net,2014-08-01,.my,1942
new_net,2014-09-01,.my,6750
new_net,2014-10-01,.my,1722
new_net,2014-11-01,.my,1526
new_net,2014-12-01,.my,37541
new_net,2015-01-01,.my,20720
new_net,2015-02-01,.my,650
new_net,2015-03-01,.my,537
new_net,2015-04-01,.my,-396
new_net,2015-05-01,.my,3082
new_net,2015-06-01,.my,3367
new_net,2015-07-01,.my,605
new_net,2015-08-01,.my,-83
new_net,2015-09-01,.my,197
new_net,2015-10-01,.my,-307
new_net,2015-11-01,.my,635
new_net,2015-12-01,.my,10989
new_net,2016-01-01,.my,-761
new_net,2016-02-01,.my,-1503
new_net,2016-03-01,.my,-90
new_net,2016-04-01,.my,766
new_net,2016-05-01,.my,272
new_net,2016-06-01,.my,272
new_net,2016-07-01,.my,321
new_net,2016-08-01,.my,180
new_net,2016-09-01,.my,196
new_net,2016-10-01,.my,399
new_net,2016-11-01,.my,1791
new_net,2016-12-01,.my,1089
new_net,2017-01-01,.my,-128
new_net,2017-02-01,.my,-116
new_net,2017-03-01,.my,-45
new_net,2017-04-01,.my,214
new_net,2017-05-01,.my,452
new_net,2017-06-01,.my,203
new_net,2017-07-01,.my,222
new_net,2017-08-01,.my,141
new_net,2017-09-01,.my,-92
new_net,2017-10-01,.my,-242
new_net,2017-11-01,.my,701
new_net,2017-12-01,.my,11648
new_net,2018-01-01,.my,181
new_net,2018-02-01,.my,-104
new_net,2018-03-01,.my,-89
new_net,2018-04-01,.my,206
new_net,2018-05-01,.my,-70
new_net,2018-06-01,.my,-35
new_net,2018-07-01,.my,-216
new_net,2018-08-01,.my,-669
new_net,2018-09-01,.my,-1017
new_net,2018-10-01,.my,-3256
new_net,2018-11-01,.my,-3626
new_net,2018-12-01,.my,-2202
new_net,2019-01-01,.my,-3220
new_net,2019-02-01,.my,-1104
new_net,2019-03-01,.my,-337
new_net,2019-04-01,.my,-254
new_net,2019-05-01,.my,131
new_net,2019-06-01,.my,-525
new_net,2019-07-01,.my,75
new_net,2019-08-01,.my,1097
new_net,2019-09-01,.my,-1070
new_net,2019-10-01,.my,-2353
new_net,2019-11-01,.my,-690
new_net,2019-12-01,.my,-1263
new_net,2020-01-01,.my,-743
new_net,2020-02-01,.my,-1478
new_net,2020-03-01,.my,469
new_net,2020-04-01,.my,1301
new_net,2020-05-01,.my,378
new_net,2020-06-01,.my,1877
new_net,2020-07-01,.my,2014
new_net,2020-08-01,.my,173
new_net,2020-09-01,.my,895
new_net,2020-10-01,.my,977
new_net,2020-11-01,.my,408
new_net,2020-12-01,.my,-520
new_net,2021-01-01,.my,-110
new_net,2021-02-01,.my,-103
new_net,2021-03-01,.my,-13
new_net,2021-04-01,.my,200
new_net,2021-05-01,.my,-54
new_net,2021-06-01,.my,-1144
new_net,2021-07-01,.my,26
new_net,2021-08-01,.my,158
new_net,2021-09-01,.my,-67
new_net,2021-10-01,.my,46
new_net,2021-11-01,.my,-50
new_net,2021-12-01,.my,48
new_net,2022-01-01,.my,-279
